,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,REGN,REGN_6m,REGN_12m,REGN_6m_ret,REGN_12m_ret
247,247,247,247,2020-01-29,339.25,363.7099914550781,381.4100036621094,-0.0672513596814378,-0.11053722570805691
248,248,248,248,2020-01-30,336.17999267578125,359.1400146484375,378.9299926757813,-0.06393055921416002,-0.11281767299052958
249,249,249,249,2020-01-31,337.94000244140625,356.6000061035156,387.6199951171875,-0.052327547231428406,-0.12816674398017502
250,250,250,250,2020-02-03,341.1199951171875,345.2799987792969,390.75,-0.012048203419881442,-0.12701216860604603
251,251,251,251,2020-02-04,356.0,339.4200134277344,385.5700073242188,0.04884799338974655,-0.07669166886042023
252,252,252,252,2020-02-05,372.1600036621094,344.0799865722656,385.9400024414063,0.08160898100926373,-0.03570502848143875
253,253,253,253,2020-02-06,389.8500061035156,339.25,363.7099914550781,0.14915256036408442,0.0718704881981942
254,254,254,254,2020-02-07,381.8699951171875,336.17999267578125,359.1400146484375,0.1359093445084063,0.06329002489739377
255,255,255,255,2020-02-10,386.2099914550781,337.94000244140625,356.6000061035156,0.14283597285006588,0.0830341695029786
256,256,256,256,2020-02-11,396.75,341.1199951171875,345.2799987792969,0.1630804575489675,0.14906742760272884
257,257,257,257,2020-02-12,406.2999877929688,356.0,339.4200134277344,0.1412921005420471,0.19704192952509492
258,258,258,258,2020-02-13,398.80999755859375,372.1600036621094,344.0799865722656,0.0716089682777421,0.15906188421927703
259,259,259,259,2020-02-14,399.5499877929688,389.8500061035156,339.25,0.02488131726969267,0.1777449898097827
260,260,260,260,2020-02-18,397.6499938964844,381.8699951171875,336.17999267578125,0.041322960643855655,0.18284848164651502
261,261,261,261,2020-02-19,400.80999755859375,386.2099914550781,337.94000244140625,0.037803284292332595,0.18603892603122119
262,262,262,262,2020-02-20,399.1400146484375,396.75,341.1199951171875,0.006023981470541839,0.17008683267399194
263,263,263,263,2020-02-21,403.1499938964844,406.2999877929688,356.0,-0.0077528771625007264,0.13244380308001236
264,264,264,264,2020-02-24,425.3800048828125,398.80999755859375,372.1600036621094,0.06662322280502764,0.143003011331176
265,265,265,265,2020-02-25,442.3500061035156,399.5499877929688,389.8500061035156,0.10712055967506151,0.13466717757613633
266,266,266,266,2020-02-26,457.9200134277344,397.6499938964844,381.8699951171875,0.15156549844419054,0.19915159421522177
267,267,267,267,2020-02-27,431.6099853515625,400.80999755859375,386.2099914550781,0.07684436012219509,0.1175526136064895
268,268,268,268,2020-02-28,444.5700073242188,399.1400146484375,396.75,0.1138196898544388,0.12052931902764663
269,269,269,269,2020-03-02,464.75,403.1499938964844,406.2999877929688,0.15279674323728876,0.143859251693639
270,270,270,270,2020-03-03,461.5499877929688,425.3800048828125,398.80999755859375,0.08502981450696234,0.1573179975889576
271,271,271,271,2020-03-04,493.4800109863281,442.3500061035156,399.5499877929688,0.11558721414564066,0.23508954089126433
272,272,272,272,2020-03-05,488.1700134277344,457.9200134277344,397.6499938964844,0.06605957178758204,0.2276374221567674
273,273,273,273,2020-03-06,494.4299926757813,431.6099853515625,400.80999755859375,0.14554808613394243,0.23357699580211055
274,274,274,274,2020-03-09,474.4400024414063,444.5700073242188,399.1400146484375,0.0671885071531686,0.18865557205356387
275,275,275,275,2020-03-10,475.0199890136719,464.75,403.1499938964844,0.02209787845868072,0.17827110555690928
276,276,276,276,2020-03-11,464.7000122070313,461.5499877929688,425.3800048828125,0.006824882455582326,0.0924350154517748
277,277,277,277,2020-03-12,431.8900146484375,493.4800109863281,442.3500061035156,-0.12480747946566162,-0.02364641417599611
278,278,278,278,2020-03-13,465.5499877929688,488.1700134277344,457.9200134277344,-0.04633636850394973,0.016662242622069945
279,279,279,279,2020-03-16,440.8299865722656,494.4299926757813,431.6099853515625,-0.10840767529785245,0.021361881174257524
280,280,280,280,2020-03-17,491.6900024414063,474.4400024414063,444.5700073242188,0.03635865422652751,0.10599004507927479
281,281,281,281,2020-03-18,485.0,475.0199890136719,464.75,0.021009665313349357,0.04357181280258193
282,282,282,282,2020-03-19,489.8299865722656,464.7000122070313,461.5499877929688,0.05407784313558084,0.06127180051401493
283,283,283,283,2020-03-20,438.4500122070313,431.8900146484375,493.4800109863281,0.015189046600055489,-0.11151413948724542
284,284,284,284,2020-03-23,455.6300048828125,465.5499877929688,488.1700134277344,-0.021308094018397283,-0.06665712282579372
285,285,285,285,2020-03-24,449.5299987792969,440.8299865722656,494.4299926757813,0.019735527237335626,-0.09081163068909381
286,286,286,286,2020-03-25,429.7799987792969,491.6900024414063,474.4400024414063,-0.12591267537412887,-0.09413203657426628
287,287,287,287,2020-03-26,452.2999877929688,485.0,475.0199890136719,-0.06742270558150765,-0.047829568746946216
288,288,288,288,2020-03-27,449.5199890136719,489.8299865722656,464.7000122070313,-0.08229385432418135,-0.03266628533376603
289,289,289,289,2020-03-30,473.0,438.4500122070313,431.8900146484375,0.07880028927141325,0.09518623713731
290,290,290,290,2020-03-31,488.2900085449219,455.6300048828125,465.5499877929688,0.07168097647675653,0.04884549747226208
291,291,291,291,2020-04-01,496.6499938964844,449.5299987792969,440.8299865722656,0.10482057981701409,0.1266247964623617
292,292,292,292,2020-04-02,498.75,429.7799987792969,491.6900024414063,0.16047745687700332,0.014358635570254519
293,293,293,293,2020-04-03,493.3200073242188,452.2999877929688,485.0,0.09069206420148324,0.01715465427673979
294,294,294,294,2020-04-06,504.2699890136719,449.5199890136719,489.8299865722656,0.12179658599861476,0.02947962116908065
295,295,295,295,2020-04-07,501.510009765625,473.0,438.4500122070313,0.06027486208377386,0.14382482792318285
296,296,296,296,2020-04-08,512.3300170898438,488.2900085449219,455.6300048828125,0.049233054382086916,0.12444310427188476
297,297,297,297,2020-04-09,512.9600219726562,496.6499938964844,449.5299987792969,0.03284008512355152,0.14110298170445623
298,298,298,298,2020-04-13,517.02001953125,498.75,429.7799987792969,0.03663161810776949,0.20298762389999703
299,299,299,299,2020-04-14,524.8400268554688,493.3200073242188,452.2999877929688,0.06389365738927832,0.16038036926877752
300,300,300,300,2020-04-15,511.6900024414063,504.2699890136719,449.5199890136719,0.014714366488966846,0.13830311209107005
301,301,301,301,2020-04-16,539.9299926757812,501.510009765625,473.0,0.07660860633292521,0.14150104159784616
302,302,302,302,2020-04-17,568.7899780273438,512.3300170898438,488.2900085449219,0.11020232868299606,0.1648609803061658
303,303,303,303,2020-04-20,567.989990234375,512.9600219726562,496.6499938964844,0.10727925355682433,0.14364239849917304
304,304,304,304,2020-04-21,544.4600219726562,517.02001953125,498.75,0.053073384791336276,0.0916491668624686
305,305,305,305,2020-04-22,558.0800170898438,524.8400268554688,493.3200073242188,0.06333356553144265,0.13127383605802856
306,306,306,306,2020-04-23,565.52001953125,511.6900024414063,504.2699890136719,0.10520044721023791,0.12146277163425934
307,307,307,307,2020-04-24,566.2100219726562,539.9299926757812,501.510009765625,0.0486730310472967,0.12901041045475448
308,308,308,308,2020-04-27,547.52001953125,568.7899780273438,512.3300170898438,-0.037395100683492055,0.06868620082284815
309,309,309,309,2020-04-28,528.6099853515625,567.989990234375,512.9600219726562,-0.06933221634163445,0.030509128798619
310,310,310,310,2020-04-29,516.1500244140625,544.4600219726562,517.02001953125,-0.05199646698764515,-0.0016827106965341398
311,311,311,311,2020-04-30,525.8800048828125,558.0800170898438,524.8400268554688,-0.05769784120732535,0.0019815143169903404
312,312,312,312,2020-05-01,525.5,565.52001953125,511.6900024414063,-0.07076676005992133,0.026988992344393337
313,313,313,313,2020-05-04,541.8200073242188,566.2100219726562,539.9299926757812,-0.04307591477004158,0.0035004809402623405
314,314,314,314,2020-05-05,574.3699951171875,547.52001953125,568.7899780273438,0.04903925816068733,0.009810329480832491
315,315,315,315,2020-05-06,553.5,528.6099853515625,567.989990234375,0.04708578221783677,-0.025510995763139865
316,316,316,316,2020-05-07,559.8300170898438,516.1500244140625,544.4600219726562,0.08462654385295654,0.028229795571582672
317,317,317,317,2020-05-08,563.4000244140625,525.8800048828125,558.0800170898438,0.07134711185608023,0.009532696318281353
318,318,318,318,2020-05-11,574.1099853515625,525.5,565.52001953125,0.09250235081172686,0.015189499086933456
319,319,319,319,2020-05-12,557.5399780273438,541.8200073242188,566.2100219726562,0.029013270995211338,-0.015312416963420006
320,320,320,320,2020-05-13,577.1199951171875,574.3699951171875,547.52001953125,0.00478785455956654,0.05406190555603607
321,321,321,321,2020-05-14,570.8599853515625,553.5,528.6099853515625,0.03136402050869469,0.07992660216567948
322,322,322,322,2020-05-15,576.719970703125,559.8300170898438,516.1500244140625,0.030169789217591614,0.11734949806080497
323,323,323,323,2020-05-18,560.280029296875,563.4000244140625,525.8800048828125,-0.005537797270123157,0.06541420874468917
324,324,324,324,2020-05-19,557.5999755859375,574.1099853515625,525.5,-0.02875757291612846,0.06108463479721693
325,325,325,325,2020-05-20,576.8900146484375,557.5399780273438,541.8200073242188,0.034706097111738776,0.06472630550763925
326,326,326,326,2020-05-21,560.97998046875,577.1199951171875,574.3699951171875,-0.02796647973557076,-0.02331252461352118
327,327,327,327,2020-05-22,569.9099731445312,570.8599853515625,553.5,-0.0016641772613404937,0.029647647957599332
328,328,328,328,2020-05-26,545.2100219726562,576.719970703125,559.8300170898438,-0.054636479281361616,-0.026115061127280015
329,329,329,329,2020-05-27,544.010009765625,560.280029296875,563.4000244140625,-0.029039085243977247,-0.03441606994710933
330,330,330,330,2020-05-28,578.2100219726562,557.5999755859375,574.1099853515625,0.03696206472222552,0.007141552534716933
331,331,331,331,2020-05-29,612.8099975585938,576.8900146484375,557.5399780273438,0.062264871982653736,0.09913193978807278
332,332,332,332,2020-06-01,599.469970703125,560.97998046875,577.1199951171875,0.06861205671227899,0.03872673928304837
333,333,333,333,2020-06-02,617.6599731445312,569.9099731445312,570.8599853515625,0.08378516300835193,0.08198155238389515
334,334,334,334,2020-06-03,604.280029296875,545.2100219726562,576.719970703125,0.10834358310306569,0.0477875918882249
335,335,335,335,2020-06-04,598.5399780273438,544.010009765625,560.280029296875,0.10023706785324005,0.06828718985126625
336,336,336,336,2020-06-05,597.0,578.2100219726562,557.5999755859375,0.0324968044712175,0.07066001818357348
337,337,337,337,2020-06-08,604.0399780273438,612.8099975585938,576.8900146484375,-0.014311156094367505,0.04706263358614682
338,338,338,338,2020-06-09,608.5900268554688,599.469970703125,560.97998046875,0.015213532950861142,0.08486942144875864
339,339,339,339,2020-06-10,606.5900268554688,617.6599731445312,569.9099731445312,-0.01792239544470553,0.06436113673981159
340,340,340,340,2020-06-11,596.1599731445312,604.280029296875,545.2100219726562,-0.01343757158712,0.0934501368619931
341,341,341,341,2020-06-12,588.3900146484375,598.5399780273438,544.010009765625,-0.016957870403842223,0.08157939024308147
342,342,342,342,2020-06-15,590.5700073242188,597.0,578.2100219726562,-0.010770506994608464,0.021376290416749377
343,343,343,343,2020-06-16,592.9000244140625,604.0399780273438,612.8099975585938,-0.018442411129246383,-0.03248963499918678
344,344,344,344,2020-06-17,603.0999755859375,608.5900268554688,599.469970703125,-0.009020935321431223,0.00605535733266982
345,345,345,345,2020-06-18,597.3499755859375,606.5900268554688,617.6599731445312,-0.015232778088078991,-0.03288216566016855
346,346,346,346,2020-06-19,643.9199829101562,596.1599731445312,604.280029296875,0.08011274140682079,0.06559864912200597
347,347,347,347,2020-06-22,628.47998046875,588.3900146484375,598.5399780273438,0.06813502068736876,0.05002172543274708
348,348,348,348,2020-06-23,628.760009765625,590.5700073242188,597.0,0.06466634263131521,0.05319934634108048
349,349,349,349,2020-06-24,605.0399780273438,592.9000244140625,604.0399780273438,0.020475549187704445,0.0016555195622411922
350,350,350,350,2020-06-25,619.9600219726562,603.0999755859375,608.5900268554688,0.027955640970368956,0.018682519619874993
351,351,351,351,2020-06-26,611.3599853515625,597.3499755859375,606.5900268554688,0.023453603981288706,0.007863562348396913
352,352,352,352,2020-06-29,610.8699951171875,643.9199829101562,596.1599731445312,-0.05132623411312909,0.02467462197280068
353,353,353,353,2020-06-30,623.6500244140625,628.47998046875,588.3900146484375,-0.007685139073300484,0.05992625450432376
354,354,354,354,2020-07-01,609.1699829101562,628.760009765625,590.5700073242188,-0.031156604350157546,0.031494954629021965
355,355,355,355,2020-07-02,622.4500122070312,605.0399780273438,592.9000244140625,0.02877501456424536,0.04983974797803681
356,356,356,356,2020-07-06,627.25,619.9600219726562,603.0999755859375,0.011758787291070272,0.04004315269719538
357,357,357,357,2020-07-07,640.8800048828125,611.3599853515625,597.3499755859375,0.04828582216461963,0.07287190269686805
358,358,358,358,2020-07-08,640.3400268554688,610.8699951171875,643.9199829101562,0.04824272263139684,-0.005559628757766055
359,359,359,359,2020-07-09,640.6300048828125,623.6500244140625,628.47998046875,0.027226777525910073,0.019332396880805014
360,360,360,360,2020-07-10,620.8599853515625,609.1699829101562,628.760009765625,0.019190050017829474,-0.012564451128193266
361,361,361,361,2020-07-13,615.8800048828125,622.4500122070312,605.0399780273438,-0.010555076223588422,0.017916215868596375
362,362,362,362,2020-07-14,641.22998046875,627.25,619.9600219726562,0.022287732911518532,0.034308596913095624
363,363,363,363,2020-07-15,632.739990234375,640.8800048828125,611.3599853515625,-0.012701308492103602,0.03497122054940838
364,364,364,364,2020-07-16,632.2100219726562,640.3400268554688,610.8699951171875,-0.012696387140964327,0.0349338272071702
365,365,365,365,2020-07-17,644.0599975585938,640.6300048828125,623.6500244140625,0.0053540930796844854,0.032726645306727864
366,366,366,366,2020-07-20,658.2100219726562,620.8599853515625,609.1699829101562,0.06015855024050909,0.08050304584645418
367,367,367,367,2020-07-21,638.8599853515625,615.8800048828125,622.4500122070312,0.037312431458336626,0.026363519676618097
368,368,368,368,2020-07-22,637.530029296875,641.22998046875,627.25,-0.0057700845009933666,0.01638904630829008
369,369,369,369,2020-07-23,630.3099975585938,632.739990234375,640.8800048828125,-0.003840428475021973,-0.01649295850032262
370,370,370,370,2020-07-24,608.9400024414062,632.2100219726562,640.3400268554688,-0.03680741956389999,-0.04903648545642114
371,371,371,371,2020-07-27,637.4000244140625,644.0599975585938,640.6300048828125,-0.01034060983414109,-0.005041881342009336
372,372,372,372,2020-07-28,631.0,658.2100219726562,620.8599853515625,-0.04133942216666309,0.01633220836851912
373,373,373,373,2020-07-29,632.1599731445312,638.8599853515625,615.8800048828125,-0.010487450083987104,0.026433669111918023
374,374,374,374,2020-07-30,631.469970703125,637.530029296875,641.22998046875,-0.009505526508976514,-0.015220763318786634
375,375,375,375,2020-07-31,632.0700073242188,630.3099975585938,632.739990234375,0.0027922923203536065,-0.0010588597536059785
376,376,376,376,2020-08-03,645.1799926757812,608.9400024414062,632.2100219726562,0.05951323626150207,0.0205152880409194
377,377,377,377,2020-08-04,648.4299926757812,637.4000244140625,644.0599975585938,0.017304624787013667,0.006785074579624073
378,378,378,378,2020-08-05,624.52001953125,631.0,658.2100219726562,-0.010269382676307504,-0.051184274497123705
379,379,379,379,2020-08-06,621.2100219726562,632.1599731445312,638.8599853515625,-0.017321487656687617,-0.02762727950349486
380,380,380,380,2020-08-07,620.2100219726562,631.469970703125,637.530029296875,-0.017831328887945475,-0.027167359227487364
381,381,381,381,2020-08-10,608.239990234375,632.0700073242188,630.3099975585938,-0.037701547002245595,-0.03501452842205177
382,382,382,382,2020-08-11,598.8599853515625,645.1799926757812,608.9400024414062,-0.07179393014360824,-0.016553383008884648
383,383,383,383,2020-08-12,612.3499755859375,648.4299926757812,637.4000244140625,-0.05564211633850802,-0.0393003574970876
384,384,384,384,2020-08-13,610.8900146484375,624.52001953125,631.0,-0.021824768552724527,-0.03187002432894215
385,385,385,385,2020-08-14,612.5700073242188,621.2100219726562,632.1599731445312,-0.013908363263363088,-0.03098893737745978
386,386,386,386,2020-08-17,620.72998046875,620.2100219726562,631.469970703125,0.0008383587457034825,-0.017007919192762677
387,387,387,387,2020-08-18,618.5900268554688,608.239990234375,632.0700073242188,0.01701636983307453,-0.021326720636240304
388,388,388,388,2020-08-19,629.6300048828125,598.8599853515625,645.1799926757812,0.05138099102277871,-0.024101782401028338
389,389,389,389,2020-08-20,616.8900146484375,612.3499755859375,648.4299926757812,0.007414124672995737,-0.04864052925311546
390,390,390,390,2020-08-21,605.489990234375,610.8900146484375,624.52001953125,-0.008839601703377276,-0.03047144799482726
391,391,391,391,2020-08-24,594.77001953125,612.5700073242188,621.2100219726562,-0.029057883311527588,-0.04256209897812957
392,392,392,392,2020-08-25,610.5,620.72998046875,620.2100219726562,-0.01648056448155566,-0.015656022361219324
393,393,393,393,2020-08-26,612.0,618.5900268554688,608.239990234375,-0.010653302784347174,0.006181786508605125
394,394,394,394,2020-08-27,614.969970703125,629.6300048828125,598.8599853515625,-0.023283569820367833,0.026901088310492316
395,395,395,395,2020-08-28,602.6099853515625,616.8900146484375,612.3499755859375,-0.023148420233407574,-0.015905920834005327
396,396,396,396,2020-08-31,619.9299926757812,605.489990234375,610.8900146484375,0.02384845773555533,0.01479804516455574
397,397,397,397,2020-09-01,592.6799926757812,594.77001953125,612.5700073242188,-0.00351400841810412,-0.032469782083062726
398,398,398,398,2020-09-02,610.1500244140625,610.5,620.72998046875,-0.0005732605830262028,-0.017044377406578493
399,399,399,399,2020-09-03,577.4000244140625,612.0,618.5900268554688,-0.05653590782015927,-0.06658691646031034
400,400,400,400,2020-09-04,580.3599853515625,614.969970703125,629.6300048828125,-0.05627914695085234,-0.07825233732375925
401,401,401,401,2020-09-08,561.8900146484375,602.6099853515625,616.8900146484375,-0.06757267833749714,-0.08915689781645153
402,402,402,402,2020-09-09,571.1500244140625,619.9299926757812,605.489990234375,-0.07868625302539656,-0.056714341069486696
403,403,403,403,2020-09-10,550.0999755859375,592.6799926757812,594.77001953125,-0.07184318285759417,-0.07510473372635329
404,404,404,404,2020-09-11,544.75,610.1500244140625,610.5,-0.10718679307907475,-0.10769860769860773
405,405,405,405,2020-09-14,564.2000122070312,577.4000244140625,612.0,-0.022861121664181527,-0.07810455521726922
406,406,406,406,2020-09-15,579.9000244140625,580.3599853515625,614.969970703125,-0.0007925441951711631,-0.05702708743479834
407,407,407,407,2020-09-16,569.1500244140625,561.8900146484375,602.6099853515625,0.012920695467719678,-0.05552506886851449
408,408,408,408,2020-09-17,565.0,571.1500244140625,619.9299926757812,-0.010767791562946605,-0.08860676741689644
409,409,409,409,2020-09-18,555.239990234375,550.0999755859375,592.6799926757812,0.009343782724154037,-0.0631706872242731
410,410,410,410,2020-09-21,555.7000122070312,544.75,610.1500244140625,0.020100986153338773,-0.08924036716923933
411,411,411,411,2020-09-22,571.510009765625,564.2000122070312,577.4000244140625,0.012956393832744828,-0.010200925527176108
412,412,412,412,2020-09-23,565.1900024414062,579.9000244140625,580.3599853515625,-0.025366479312566748,-0.026138919451806797
413,413,413,413,2020-09-24,557.4600219726562,569.1500244140625,561.8900146484375,-0.020539404269447337,-0.007884092189381575
414,414,414,414,2020-09-25,574.0599975585938,565.0,571.1500244140625,0.016035393909015427,0.005094936566826913
415,415,415,415,2020-09-28,571.9199829101562,555.239990234375,550.0999755859375,0.03004105066124718,0.039665530435585294
416,416,416,416,2020-09-29,573.6099853515625,555.7000122070312,544.75,0.03222957126345838,0.05297840358249206
417,417,417,417,2020-09-30,559.780029296875,571.510009765625,564.2000122070312,-0.02052454072249832,-0.007834070922590364
418,418,418,418,2020-10-01,568.1400146484375,565.1900024414062,579.9000244140625,0.005219505288997173,-0.020279374496504743
419,419,419,419,2020-10-02,564.7999877929688,557.4600219726562,569.1500244140625,0.013166802158007584,-0.007643040383898958
420,420,420,420,2020-10-05,605.0800170898438,574.0599975585938,565.0,0.0540361977200543,0.0709380833448563
421,421,421,421,2020-10-06,581.6400146484375,571.9199829101562,555.239990234375,0.01699543997190278,0.047547051506356075
422,422,422,422,2020-10-07,591.6900024414062,573.6099853515625,555.7000122070312,0.031519704244274305,0.06476514206187667
423,423,423,423,2020-10-08,599.8800048828125,559.780029296875,571.510009765625,0.07163523792784465,0.04964041684733034
424,424,424,424,2020-10-09,602.0700073242188,568.1400146484375,565.1900024414062,0.05972118104861357,0.06525240135795896
425,425,425,425,2020-10-12,601.5499877929688,564.7999877929688,557.4600219726562,0.0650672818595579,0.07909081204476953
426,426,426,426,2020-10-13,607.97998046875,605.0800170898438,574.0599975585938,0.004792694018972421,0.05908787070064747
427,427,427,427,2020-10-14,600.8200073242188,581.6400146484375,571.9199829101562,0.032975710392577184,0.05053158707098793
428,428,428,428,2020-10-15,585.1799926757812,591.6900024414062,573.6099853515625,-0.011002399463847068,0.020170512403349328
429,429,429,429,2020-10-16,599.739990234375,599.8800048828125,559.780029296875,-0.00023340442638164483,0.07138511351984578
430,430,430,430,2020-10-19,583.1400146484375,602.0700073242188,568.1400146484375,-0.03144151418522223,0.026401942502292997
431,431,431,431,2020-10-20,576.6300048828125,601.5499877929688,564.7999877929688,-0.041426287782974414,0.020945498133013718
432,432,432,432,2020-10-21,572.4000244140625,607.97998046875,605.0800170898438,-0.058521591495916514,-0.05400937355848734
433,433,433,433,2020-10-22,575.72998046875,600.8200073242188,581.6400146484375,-0.041759639408827987,-0.010160982791494688
434,434,434,434,2020-10-23,579.8099975585938,585.1799926757812,591.6900024414062,-0.00917665536142609,-0.020078089597244664
435,435,435,435,2020-10-26,585.739990234375,599.739990234375,599.8800048828125,-0.02334344920792908,-0.02357140516993861
436,436,436,436,2020-10-27,582.52001953125,583.1400146484375,602.0700073242188,-0.0010632011208513426,-0.032471286652950515
437,437,437,437,2020-10-28,567.0399780273438,576.6300048828125,601.5499877929688,-0.016631161705533692,-0.057368482197529436
438,438,438,438,2020-10-29,555.7899780273438,572.4000244140625,607.97998046875,-0.029018248913810996,-0.08584164630086666
439,439,439,439,2020-10-30,543.5599975585938,575.72998046875,600.8200073242188,-0.055876858946904195,-0.09530310087481153
440,440,440,440,2020-11-02,548.5800170898438,579.8099975585938,585.1799926757812,-0.05386243873036012,-0.06254481705463177
441,441,441,441,2020-11-03,557.1900024414062,585.739990234375,599.739990234375,-0.048741742529044174,-0.07094739134594052
442,442,442,442,2020-11-04,587.1400146484375,582.52001953125,583.1400146484375,0.007931049512950983,0.006859416091367976
443,443,443,443,2020-11-05,588.8099975585938,567.0399780273438,576.6300048828125,0.03839238920505217,0.021122717466387497
444,444,444,444,2020-11-06,578.030029296875,555.7899780273438,572.4000244140625,0.040015207450244894,0.009835787286305075
445,445,445,445,2020-11-09,567.5499877929688,543.5599975585938,575.72998046875,0.04413494433388454,-0.014208036672193503
446,446,446,446,2020-11-10,559.219970703125,548.5800170898438,579.8099975585938,0.019395445116147325,-0.03551167958842927
447,447,447,447,2020-11-11,567.72998046875,557.1900024414062,585.739990234375,0.018916308586229835,-0.030747447785524407
448,448,448,448,2020-11-12,556.780029296875,587.1400146484375,582.52001953125,-0.05170825458002748,-0.04418730579437902
449,449,449,449,2020-11-13,566.4299926757812,588.8099975585938,567.0399780273438,-0.03800887378884121,-0.0010757360595359255
450,450,450,450,2020-11-16,559.2899780273438,578.030029296875,555.7899780273438,-0.03242054965955132,0.006297342770415604
451,451,451,451,2020-11-17,538.1500244140625,567.5499877929688,543.5599975585938,-0.0518015399722479,-0.00995285372144783
452,452,452,452,2020-11-18,519.0399780273438,559.219970703125,548.5800170898438,-0.07185006755975054,-0.05384818648554979
453,453,453,453,2020-11-19,514.7100219726562,567.72998046875,557.1900024414062,-0.0933893934090243,-0.07623966740720045
454,454,454,454,2020-11-20,518.739990234375,556.780029296875,587.1400146484375,-0.06832148615412548,-0.11649695593480958
455,455,455,455,2020-11-23,523.6099853515625,566.4299926757812,588.8099975585938,-0.07559629235369336,-0.11073183620755866
456,456,456,456,2020-11-24,506.1000061035156,559.2899780273438,578.030029296875,-0.09510267305599329,-0.12443994178097673
457,457,457,457,2020-11-25,508.30999755859375,538.1500244140625,567.5499877929688,-0.055449271581764825,-0.10437845389573785
458,458,458,458,2020-11-27,514.0499877929688,519.0399780273438,559.219970703125,-0.009613884181599808,-0.08077319351339085
459,459,459,459,2020-11-30,516.030029296875,514.7100219726562,567.72998046875,0.0025645650324812586,-0.0910643315492844
460,460,460,460,2020-12-01,514.0700073242188,518.739990234375,556.780029296875,-0.00900255040689324,-0.07670896893804224
461,461,461,461,2020-12-02,505.1300048828125,523.6099853515625,566.4299926757812,-0.0352934072797374,-0.10822164889855368
462,462,462,462,2020-12-03,498.8399963378906,506.1000061035156,559.2899780273438,-0.014345010231317956,-0.10808343446929725
463,463,463,463,2020-12-04,492.4500122070313,508.30999755859375,538.1500244140625,-0.031201403528826388,-0.08492058001258918
464,464,464,464,2020-12-07,495.4100036621094,514.0499877929688,519.0399780273438,-0.03626103408909431,-0.04552630888865661
465,465,465,465,2020-12-08,497.1400146484375,516.030029296875,514.7100219726562,-0.036606425161296086,-0.03413573968674766
466,466,466,466,2020-12-09,488.6400146484375,514.0700073242188,518.739990234375,-0.049467956335649044,-0.058025168972104635
467,467,467,467,2020-12-10,478.9800109863281,505.1300048828125,523.6099853515625,-0.051768838999281086,-0.08523514755981765
468,468,468,468,2020-12-11,479.7699890136719,498.8399963378906,506.1000061035156,-0.03822870552525148,-0.05202532458467968
469,469,469,469,2020-12-14,500.3800048828125,492.4500122070313,508.30999755859375,0.01610314240879207,-0.015600701764413305
470,470,470,470,2020-12-15,491.7900085449219,495.4100036621094,514.0499877929688,-0.0073070690749645895,-0.04330314128324031
471,471,471,471,2020-12-16,486.5700073242188,497.1400146484375,516.030029296875,-0.02126163055229724,-0.057089743425973505
472,472,472,472,2020-12-17,496.2099914550781,488.6400146484375,514.0700073242188,0.015491929804576143,-0.034742380638200676
473,473,473,473,2020-12-18,498.8900146484375,478.9800109863281,505.1300048828125,0.04156750429127554,-0.012353236145262514
474,474,474,474,2020-12-21,496.739990234375,479.7699890136719,498.8399963378906,0.035371118680413094,-0.004209778924970542
475,475,475,475,2020-12-22,490.05999755859375,500.3800048828125,492.4500122070313,-0.02062433994866697,-0.004853314223155603
476,476,476,476,2020-12-23,492.1900024414063,491.7900085449219,495.4100036621094,0.0008133428689776068,-0.006499669358512317
477,477,477,477,2020-12-24,488.9299926757813,486.5700073242188,497.1400146484375,0.004850248301453419,-0.01651450643831609
478,478,478,478,2020-12-28,482.9599914550781,496.2099914550781,488.6400146484375,-0.02670240468384344,-0.011624146658242851
479,479,479,479,2020-12-29,484.2200012207031,498.8900146484375,478.9800109863281,-0.02940530577280076,0.010939893344577456
480,480,480,480,2020-12-30,478.2999877929688,496.739990234375,479.7699890136719,-0.03712204131724062,-0.0030639707659188
481,481,481,481,2020-12-31,483.1099853515625,490.05999755859375,500.3800048828125,-0.014181961885596062,-0.03451380823119543
482,482,482,482,2021-01-04,482.8599853515625,492.1900024414063,491.7900085449219,-0.018956128819285656,-0.018158203782506654
483,483,483,483,2021-01-05,483.4500122070313,488.9299926757813,486.5700073242188,-0.011208108626675872,-0.006412222435051462
484,484,484,484,2021-01-06,470.0899963378906,482.9599914550781,496.2099914550781,-0.026648159981973563,-0.052638994713898546
485,485,485,485,2021-01-07,481.2000122070313,484.2200012207031,498.8900146484375,-0.006236811792281416,-0.035458722207282856
486,486,486,486,2021-01-08,498.7300109863281,478.2999877929688,496.739990234375,0.0427138275449892,0.004006161756805904
487,487,487,487,2021-01-11,502.9200134277344,483.1099853515625,490.05999755859375,0.041005213464499146,0.026241717204438908
488,488,488,488,2021-01-12,505.75,482.8599853515625,492.1900024414063,0.04740507671550298,0.027550331155310248
489,489,489,489,2021-01-13,511.8999938964844,483.4500122070313,488.9299926757813,0.05884782494796936,0.046980143506833105
490,490,490,490,2021-01-14,517.9099731445312,470.0899963378906,482.9599914550781,0.10172515301148555,0.07236620487787127
491,491,491,491,2021-01-15,517.9299926757812,481.2000122070313,484.2200012207031,0.07632996578758866,0.06961709836457874
