,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PAYX,PAYX_6m,PAYX_12m,PAYX_6m_ret,PAYX_12m_ret
0,0,0,0,2019-02-05,64.39289855957031,,,,
1,1,1,1,2019-02-06,64.35797119140625,,,,
2,2,2,2,2019-02-07,64.41034698486328,,,,
3,3,3,3,2019-02-08,64.84698486328125,,,,
4,4,4,4,2019-02-11,64.6635971069336,,,,
5,5,5,5,2019-02-12,65.34471893310547,,,,
6,6,6,6,2019-02-13,65.71147918701172,64.39289855957031,,0.02047711249124129,
7,7,7,7,2019-02-14,65.64161682128906,64.35797119140625,,0.01994540235062936,
8,8,8,8,2019-02-15,66.1742935180664,64.41034698486328,,0.027386074066914512,
9,9,9,9,2019-02-19,65.606689453125,64.84698486328125,,0.011715341761000309,
10,10,10,10,2019-02-20,65.7726058959961,64.6635971069336,,0.017150434536274517,
11,11,11,11,2019-02-21,65.7988052368164,65.34471893310547,,0.00694908955344653,
12,12,12,12,2019-02-22,66.27033996582031,65.71147918701172,64.39289855957031,0.008504766377547268,0.029156031926613313
13,13,13,13,2019-02-25,66.22669982910156,65.64161682128906,64.35797119140625,0.008913293671686917,0.02903647525086761
14,14,14,14,2019-02-26,66.43627166748047,66.1742935180664,64.41034698486328,0.003958911164537726,0.03145340426582832
15,15,15,15,2019-02-27,66.82051086425781,65.606689453125,64.84698486328125,0.018501488510559216,0.030433581532547826
16,16,16,16,2019-02-28,67.25712585449219,65.7726058959961,64.6635971069336,0.02257049022572577,0.04010801847706835
17,17,17,17,2019-03-01,67.61515045166016,65.7988052368164,65.34471893310547,0.0276045318498801,0.03474544776723221
18,18,18,18,2019-03-04,66.80304718017578,66.27033996582031,65.71147918701172,0.008038395677918864,0.01661152673275712
19,19,19,19,2019-03-05,67.24838256835938,66.22669982910156,65.64161682128906,0.01542705195780969,0.0244778514740851
20,20,20,20,2019-03-06,67.08248138427734,66.43627166748047,66.1742935180664,0.009726760707331916,0.013724179253428614
21,21,21,21,2019-03-07,66.54105377197266,66.82051086425781,65.606689453125,-0.004182205264082084,0.01424190622383481
22,22,22,22,2019-03-08,66.66331481933594,67.25712585449219,65.7726058959961,-0.008828968345167332,0.013542247736820556
23,23,23,23,2019-03-11,67.69374084472656,67.61515045166016,65.7988052368164,0.0011623192811289762,0.028798936410624698
24,24,24,24,2019-03-12,67.88585662841797,66.80304718017578,66.27033996582031,0.01620898288249828,0.024377672778363335
25,25,25,25,2019-03-13,68.34866333007812,67.24838256835938,66.22669982910156,0.016361445728457324,0.03204090655962477
26,26,26,26,2019-03-14,68.97740173339844,67.08248138427734,66.43627166748047,0.028247618603524316,0.03824913713756484
27,27,27,27,2019-03-15,69.18700408935547,66.54105377197266,66.82051086425781,0.039764178163606,0.035415670944286104
28,28,28,28,2019-03-18,69.26557922363281,66.66331481933594,67.25712585449219,0.03903592870155448,0.02986231337755685
29,29,29,29,2019-03-19,69.08219909667969,67.69374084472656,67.61515045166016,0.020510880838125356,0.02169704031152553
30,30,30,30,2019-03-20,68.4884033203125,67.88585662841797,66.80304718017578,0.008875879628250871,0.025228731491710343
31,31,31,31,2019-03-21,69.44021606445312,68.34866333007812,67.24838256835938,0.01597035964117599,0.03259310354216627
32,32,32,32,2019-03-22,68.49713134765625,68.97740173339844,67.08248138427734,-0.00696272074147497,0.021088217582101443
33,33,33,33,2019-03-25,68.75909423828125,69.18700408935547,66.54105377197266,-0.006184829892642463,0.03333341359320108
34,34,34,34,2019-03-26,69.94669342041016,69.26557922363281,66.66331481933594,0.009833371848061434,0.04925315535197283
35,35,35,35,2019-03-27,69.21318054199219,69.08219909667969,67.69374084472656,0.0018960231003821715,0.02244579304238581
36,36,36,36,2019-03-28,69.02978515625,68.4884033203125,67.88585662841797,0.007904722693059751,0.01685076368842875
37,37,37,37,2019-03-29,70.03402709960938,69.44021606445312,68.34866333007812,0.008551399589613595,0.024658328157671106
38,38,38,38,2019-04-01,70.6714859008789,68.49713134765625,68.97740173339844,0.031743731605149206,0.024559988125215204
39,39,39,39,2019-04-02,70.75008392333984,68.75909423828125,69.18700408935547,0.028956019667142785,0.02259210171849113
40,40,40,40,2019-04-03,70.80248260498047,69.94669342041016,69.26557922363281,0.012234876914433146,0.022188558856709673
41,41,41,41,2019-04-04,70.20868682861328,69.21318054199219,69.08219909667969,0.014383189427584764,0.016306483387378723
42,42,42,42,2019-04-05,70.5055923461914,69.02978515625,68.4884033203125,0.021379281227674296,0.029453001210215657
43,43,43,43,2019-04-08,70.575439453125,70.03402709960938,69.44021606445312,0.007730704286725842,0.01634821221780447
44,44,44,44,2019-04-09,70.5143051147461,70.6714859008789,68.49713134765625,-0.002224104730913279,0.029449025490596137
45,45,45,45,2019-04-10,70.85486602783203,70.75008392333984,68.75909423828125,0.0014810173879895583,0.030479921423746337
46,46,46,46,2019-04-11,71.03825378417969,70.80248260498047,69.94669342041016,0.0033299846350673956,0.015605603501637644
47,47,47,47,2019-04-12,71.7455825805664,70.20868682861328,69.21318054199219,0.02189039307493168,0.03658843617275753
48,48,48,48,2019-04-15,71.92897033691406,70.5055923461914,69.02978515625,0.020188157327062584,0.04199904684770073
49,49,49,49,2019-04-16,71.24784851074219,70.575439453125,70.03402709960938,0.009527522078892403,0.017331880821395584
50,50,50,50,2019-04-17,71.22164154052734,70.5143051147461,70.6714859008789,0.01003110538535723,0.007784690425500118
51,51,51,51,2019-04-18,71.24784851074219,70.85486602783203,70.75008392333984,0.005546301968248679,0.007035533525892257
52,52,52,52,2019-04-22,71.26530456542969,71.03825378417969,70.80248260498047,0.003196176273417395,0.006536804126366258
53,53,53,53,2019-04-23,72.98558807373047,71.7455825805664,70.20868682861328,0.017283370607125592,0.039552103458307064
54,54,54,54,2019-04-24,72.89826965332031,71.92897033691406,70.5055923461914,0.013475784678496971,0.03393599326675467
55,55,55,55,2019-04-25,72.67996978759766,71.24784851074219,70.575439453125,0.020100554708533336,0.029819585266209314
56,56,56,56,2019-04-26,73.1689682006836,71.22164154052734,70.5143051147461,0.027341782891203925,0.03764715658216633
57,57,57,57,2019-04-29,73.01180267333984,71.24784851074219,70.85486602783203,0.02475799900584641,0.03044161631271103
58,58,58,58,2019-04-30,73.62306213378906,71.26530456542969,71.03825378417969,0.03308422777025655,0.03638614706749754
59,59,59,59,2019-05-01,71.57968139648438,72.98558807373047,71.7455825805664,-0.019262798510657153,-0.0023123539891216627
60,60,60,60,2019-05-02,72.28699493408203,72.89826965332031,71.92897033691406,-0.008385311779625204,0.00497747424286743
61,61,61,61,2019-05-03,73.8850326538086,72.67996978759766,71.24784851074219,0.016580398557300535,0.03701422847412417
62,62,62,62,2019-05-06,73.93742370605469,73.1689682006836,71.22164154052734,0.010502478363005219,0.038131417737429896
63,63,63,63,2019-05-07,72.89826965332031,73.01180267333984,71.24784851074219,-0.0015549954372101604,0.023164504993147705
64,64,64,64,2019-05-08,73.51827239990234,73.62306213378906,71.26530456542969,-0.0014233275667927536,0.0316138105100523
65,65,65,65,2019-05-09,73.62306213378906,71.57968139648438,72.98558807373047,0.02854693814556497,0.008734245717313627
66,66,66,66,2019-05-10,74.29545593261719,72.28699493408203,72.89826965332031,0.027784541332319224,0.019166247510968626
67,67,67,67,2019-05-13,72.96813201904297,73.8850326538086,72.67996978759766,-0.012409829187757127,0.003964809455582419
68,68,68,68,2019-05-14,74.06783294677734,73.93742370605469,73.1689682006836,0.0017637785330621991,0.01228478094194796
69,69,69,69,2019-05-15,74.82444763183594,72.89826965332031,73.01180267333984,0.02642282166196641,0.024826738857633757
70,70,70,70,2019-05-16,76.2232666015625,73.51827239990234,73.62306213378906,0.03679349518642594,0.03531779842365568
71,71,71,71,2019-05-17,75.89774322509766,73.62306213378906,71.57968139648438,0.030896311908013452,0.06032524515854254
72,72,72,72,2019-05-20,75.80099487304688,74.29545593261719,72.28699493408203,0.020264212952608496,0.04861178614727635
73,73,73,73,2019-05-21,76.63676452636719,72.96813201904297,73.8850326538086,0.05027718821645033,0.0372434277108864
74,74,74,74,2019-05-22,76.67196655273438,74.06783294677734,73.93742370605469,0.03515876598993084,0.03698455679969492
75,75,75,75,2019-05-23,75.71299743652344,74.82444763183594,72.89826965332031,0.011875126817634474,0.03861172283771652
76,76,76,76,2019-05-24,75.80977630615234,76.2232666015625,73.51827239990234,-0.0054247254656714095,0.0311691751104457
77,77,77,77,2019-05-28,75.80977630615234,75.89774322509766,73.62306213378906,-0.0011590189010550755,0.029701483597484035
78,78,78,78,2019-05-29,75.3786849975586,75.80099487304688,74.29545593261719,-0.005571297265894448,0.014580017732495731
79,79,79,79,2019-05-30,75.87136840820312,76.63676452636719,72.96813201904297,-0.00998732296299809,0.0397877307370631
80,80,80,80,2019-05-31,75.47547149658203,76.67196655273438,74.06783294677734,-0.015605378470753162,0.019004721669340086
81,81,81,81,2019-06-03,74.27899169921875,75.71299743652344,74.82444763183594,-0.018940020681481262,-0.007289809011367998
82,82,82,82,2019-06-04,75.09716796875,75.80977630615234,76.2232666015625,-0.009399953041999809,-0.014773686343028225
83,83,83,83,2019-06-05,76.03853607177734,75.80977630615234,75.89774322509766,0.0030175496719733186,0.0018550333738136526
84,84,84,84,2019-06-06,76.6191635131836,75.3786849975586,75.80099487304688,0.01645662186419372,0.01079363986590165
85,85,85,85,2019-06-07,77.0678482055664,75.87136840820312,76.63676452636719,0.01576984602315301,0.005625024514845034
86,86,86,86,2019-06-10,77.24381256103516,75.47547149658203,76.67196655273438,0.023429347699182035,0.007458345390260357
87,87,87,87,2019-06-11,76.58397674560547,74.27899169921875,75.71299743652344,0.031031453088652627,0.011503696043895895
88,88,88,88,2019-06-12,76.77751922607422,75.09716796875,75.80977630615234,0.022375694087737985,0.012765410572031177
89,89,89,89,2019-06-13,76.47840118408203,76.03853607177734,75.80977630615234,0.00578476566000008,0.008819771149693123
90,90,90,90,2019-06-14,76.25845336914062,76.6191635131836,75.3786849975586,-0.004707831924853911,0.011671314929552423
91,91,91,91,2019-06-17,75.90655517578125,77.0678482055664,75.87136840820312,-0.015068450162090796,0.00046376872219844323
92,92,92,92,2019-06-18,76.41681671142578,77.24381256103516,75.47547149658203,-0.010706305426805729,0.01247220051995801
93,93,93,93,2019-06-19,76.66315460205078,76.58397674560547,74.27899169921875,0.001033869744167637,0.03209740531328609
94,94,94,94,2019-06-20,77.03266143798828,76.77751922607422,75.09716796875,0.0033231369610000616,0.02577318854478894
95,95,95,95,2019-06-21,76.11769104003906,76.47840118408203,76.03853607177734,-0.004716496925383451,0.0010409849051671305
