,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PAYX,PAYX_6m,PAYX_12m,PAYX_6m_ret,PAYX_12m_ret
96,96,96,96,2019-06-24,75.81857299804688,76.25845336914062,76.6191635131836,-0.005768283405440222,-0.010448959221526444
97,97,97,97,2019-06-25,74.60449981689453,75.90655517578125,77.0678482055664,-0.01715339809416294,-0.03196337313196129
98,98,98,98,2019-06-26,71.93879699707031,76.41681671142578,77.24381256103516,-0.05859992482107568,-0.06867884155475912
99,99,99,99,2019-06-27,72.22911071777344,76.66315460205078,76.58397674560547,-0.0578380045446073,-0.05686393176340143
100,100,100,100,2019-06-28,72.39627838134766,77.03266143798828,76.77751922607422,-0.06018723707700191,-0.05706411054811289
101,101,101,101,2019-07-01,73.46961212158203,76.11769104003906,76.47840118408203,-0.034789270171951214,-0.03934168361153245
102,102,102,102,2019-07-02,73.57516479492188,75.81857299804688,76.25845336914062,-0.029589164164073534,-0.035186768884885256
103,103,103,103,2019-07-03,74.42853546142578,74.60449981689453,75.90655517578125,-0.0023586292502547623,-0.01947156883793144
104,104,104,104,2019-07-05,75.05317687988281,71.93879699707031,76.41681671142578,0.043292076220559084,-0.01784476101238952
105,105,105,105,2019-07-08,74.64850616455078,72.22911071777344,76.66315460205078,0.03349612673802449,-0.0262792269370834
106,106,106,106,2019-07-09,74.9651870727539,72.39627838134766,77.03266143798828,0.03548398824970689,-0.026838932040517682
107,107,107,107,2019-07-10,75.18514251708984,73.46961212158203,76.11769104003906,0.023350203519093782,-0.01225140319165341
108,108,108,108,2019-07-11,75.07076263427734,73.57516479492188,75.81857299804688,0.020327482018208,-0.009863155348344477
109,109,109,109,2019-07-12,75.41389465332031,74.42853546142578,74.60449981689453,0.013238997459586122,0.010849142322679084
110,110,110,110,2019-07-15,75.42269897460938,75.05317687988281,71.93879699707031,0.004923470399100571,0.04842869387544724
111,111,111,111,2019-07-16,75.36109161376953,74.64850616455078,72.22911071777344,0.009545876881286386,0.043361753521152124
112,112,112,112,2019-07-17,74.98280334472656,74.9651870727539,72.39627838134766,0.0002349927034206445,0.03572731943145446
113,113,113,113,2019-07-18,75.29950714111328,75.18514251708984,73.46961212158203,0.0015211067000031608,0.024906828370116152
114,114,114,114,2019-07-19,74.39334869384766,75.07076263427734,73.57516479492188,-0.009023672021687745,0.01112038146576122
115,115,115,115,2019-07-22,73.9798583984375,75.41389465332031,74.42853546142578,-0.019015544303541354,-0.006028293586682443
116,116,116,116,2019-07-23,74.4461441040039,75.42269897460938,75.05317687988281,-0.012947758219766459,-0.008088035724995613
117,117,117,117,2019-07-24,74.82444763183594,75.36109161376953,74.64850616455078,-0.007120968797584948,0.002356932192284278
118,118,118,118,2019-07-25,75.14994049072266,74.98280334472656,74.9651870727539,0.0022290063660022064,0.002464522869654706
119,119,119,119,2019-07-26,76.17049407958984,75.29950714111328,75.18514251708984,0.011566967322167221,0.013105668613663024
120,120,120,120,2019-07-29,75.86256408691406,74.39334869384766,75.07076263427734,0.019749284295733194,0.010547401209897611
121,121,121,121,2019-07-30,75.78339385986328,73.9798583984375,75.41389465332031,0.024378736327290262,0.004899617083053087
122,122,122,122,2019-07-31,73.5946044921875,74.4461441040039,75.42269897460938,-0.011438330649157225,-0.024237988129240717
123,123,123,123,2019-08-01,74.33011627197266,74.82444763183594,75.36109161376953,-0.006606548735188511,-0.013680472505370411
124,124,124,124,2019-08-02,74.37440490722656,75.14994049072266,74.98280334472656,-0.010319842949068403,-0.008113839578695714
125,125,125,125,2019-08-05,71.6716537475586,76.17049407958984,75.29950714111328,-0.059062769467274956,-0.04817897926949233
126,126,126,126,2019-08-06,72.90340423583984,75.86256408691406,74.39334869384766,-0.03900685254566372,-0.02002792567033662
127,127,127,127,2019-08-07,72.88567352294922,75.78339385986328,73.9798583984375,-0.03823687735960268,-0.014790307783441148
128,128,128,128,2019-08-08,74.79975891113281,73.5946044921875,74.4461441040039,0.016375581161975683,0.004749941200915542
129,129,129,129,2019-08-09,74.03767395019531,74.33011627197266,74.82444763183594,-0.003934371913361545,-0.010514928028761972
130,130,130,130,2019-08-12,73.3730697631836,74.37440490722656,75.14994049072266,-0.013463437392097655,-0.023644339781725088
131,131,131,131,2019-08-13,74.19721221923828,71.6716537475586,76.17049407958984,0.0352378986617945,-0.0259061186906534
132,132,132,132,2019-08-14,71.8311538696289,72.90340423583984,75.86256408691406,-0.014707823008405008,-0.053140969670712135
133,133,133,133,2019-08-15,70.97159576416016,72.88567352294922,75.78339385986328,-0.026261371628628516,-0.06349409614197243
134,134,134,134,2019-08-16,72.1944808959961,74.79975891113281,73.5946044921875,-0.034830032249595466,-0.019024813107597294
135,135,135,135,2019-08-19,72.92113494873047,74.03767395019531,74.33011627197266,-0.015080687194683251,-0.018955726075911783
136,136,136,136,2019-08-20,72.61984252929688,73.3730697631836,74.37440490722656,-0.010265717876024705,-0.02359094341821355
137,137,137,137,2019-08-21,73.12493896484375,74.19721221923828,71.6716537475586,-0.014451664992832569,0.020276987362450205
138,138,138,138,2019-08-22,72.88567352294922,71.8311538696289,72.90340423583984,0.014680533396891127,-0.00024320829838431202
139,139,139,139,2019-08-23,70.64373779296875,70.97159576416016,72.88567352294922,-0.0046195660061087995,-0.03075962149508793
140,140,140,140,2019-08-26,71.29059600830078,72.1944808959961,74.79975891113281,-0.012520138332976716,-0.04691409376066513
141,141,141,141,2019-08-27,71.47671508789062,72.92113494873047,74.03767395019531,-0.019807972844298027,-0.034589942196555645
142,142,142,142,2019-08-28,71.80457305908203,72.61984252929688,73.3730697631836,-0.011226538667939656,-0.021377008065274983
143,143,143,143,2019-08-29,72.54008483886719,73.12493896484375,74.19721221923828,-0.007998011817250794,-0.02233409222269167
144,144,144,144,2019-08-30,72.39830017089844,72.88567352294922,71.8311538696289,-0.006686819624398765,0.007895547693677285
145,145,145,145,2019-09-03,71.77800750732422,70.64373779296875,70.97159576416016,0.016056196200710637,0.011362457536445714
146,146,146,146,2019-09-04,73.00975036621094,71.29059600830078,72.1944808959961,0.02411474239477518,0.01129268415115181
147,147,147,147,2019-09-05,74.25920867919922,71.47671508789062,72.92113494873047,0.03892867191626159,0.018349600995781534
148,148,148,148,2019-09-06,74.49848175048828,71.80457305908203,72.61984252929688,0.037517230123903955,0.0258695028212641
149,149,149,149,2019-09-09,72.49576568603516,72.54008483886719,73.12493896484375,-0.0006109608629556451,-0.00860408620800468
150,150,150,150,2019-09-10,71.547607421875,72.39830017089844,72.88567352294922,-0.0117501757225702,-0.018358424041357124
151,151,151,151,2019-09-11,71.99952697753906,71.77800750732422,70.64373779296875,0.003086174692049415,0.019191923119125542
152,152,152,152,2019-09-12,72.38944244384766,73.00975036621094,71.29059600830078,-0.008496233985897272,0.015413623914982244
153,153,153,153,2019-09-13,72.32740783691406,74.25920867919922,71.47671508789062,-0.026014293400708932,0.011901676622622981
154,154,154,154,2019-09-16,71.8311538696289,74.49848175048828,71.80457305908203,-0.03580378845562038,0.00037018269748645416
155,155,155,155,2019-09-17,73.1515121459961,72.49576568603516,72.54008483886719,0.009045307043184403,0.008428819851631797
156,156,156,156,2019-09-18,73.34646606445312,71.547607421875,72.39830017089844,0.025142121552315322,0.013096521483467294
157,157,157,157,2019-09-19,73.10722351074219,71.99952697753906,71.77800750732422,0.015384775146490615,0.018518429942240067
158,158,158,158,2019-09-20,73.14266967773438,72.38944244384766,73.00975036621094,0.010405208390311893,0.001820569319258336
159,159,159,159,2019-09-23,72.84138488769531,72.32740783691406,74.25920867919922,0.007106255652631344,-0.01909290196760549
160,160,160,160,2019-09-24,72.3717041015625,71.8311538696289,74.49848175048828,0.007525289554928705,-0.028547932775983664
161,161,161,161,2019-09-25,72.8945541381836,73.1515121459961,72.49576568603516,-0.00351268210696265,0.005500851648019056
162,162,162,162,2019-09-26,73.16927337646484,73.34646606445312,71.547607421875,-0.0024158312935291804,0.022665551134754436
163,163,163,163,2019-09-27,72.2387924194336,73.10722351074219,71.99952697753906,-0.011878868456562164,0.003323152969729515
164,164,164,164,2019-09-30,73.34646606445312,73.14266967773438,72.38944244384766,0.002786285865920224,0.013220486141302112
165,165,165,165,2019-10-01,72.56668853759766,72.84138488769531,72.32740783691406,-0.0037711577082337744,0.0033082991336166323
166,166,166,166,2019-10-02,73.86042785644531,72.3717041015625,71.8311538696289,0.02057052232449319,0.02825061101620996
167,167,167,167,2019-10-03,73.16038513183594,72.8945541381836,73.1515121459961,0.0036467881146295955,0.00012129600030874599
168,168,168,168,2019-10-04,74.74659729003906,73.16927337646484,73.34646606445312,0.021557189798218968,0.01908927997097476
169,169,169,169,2019-10-07,73.4882583618164,72.2387924194336,73.10722351074219,0.017296329306394798,0.00521200002922062
170,170,170,170,2019-10-08,72.73504638671875,73.34646606445312,73.14266967773438,-0.008336048218016257,-0.005572988965423464
171,171,171,171,2019-10-09,73.63892364501953,72.56668853759766,72.84138488769531,0.014775858303997635,0.010948978503825035
172,172,172,172,2019-10-10,74.38326263427734,73.86042785644531,72.3717041015625,0.007078686016390501,0.027794820609611914
173,173,173,173,2019-10-11,74.99471282958984,73.16038513183594,72.8945541381836,0.025072690561270594,0.02881091346584075
174,174,174,174,2019-10-14,75.0567398071289,74.74659729003906,73.16927337646484,0.004149252652751567,0.025795888677926593
175,175,175,175,2019-10-15,75.19853210449219,73.4882583618164,72.2387924194336,0.02327274833831705,0.040971610763836264
176,176,176,176,2019-10-16,75.10105895996094,72.73504638671875,73.34646606445312,0.03252919590732839,0.02392198274373536
177,177,177,177,2019-10-17,75.08332824707031,73.63892364501953,72.56668853759766,0.019614689223509174,0.03468037139615032
178,178,178,178,2019-10-18,74.65798950195312,74.38326263427734,73.86042785644531,0.0036933963091474453,0.010798226718344406
179,179,179,179,2019-10-21,75.03901672363281,74.99471282958984,73.16038513183594,0.0005907602332400064,0.02567826274303453
180,180,180,180,2019-10-22,73.78955078125,75.0567398071289,74.74659729003906,-0.01688308110817449,-0.012803880624497666
181,181,181,181,2019-10-23,74.49848175048828,75.19853210449219,73.4882583618164,-0.009309361957107742,0.013746731943191204
182,182,182,182,2019-10-24,75.0567398071289,75.10105895996094,72.73504638671875,-0.0005901268696578699,0.03191987268511709
183,183,183,183,2019-10-25,74.90608215332031,75.08332824707031,73.63892364501953,-0.002360658456252107,0.017207727185274857
184,184,184,184,2019-10-28,74.80862426757812,74.65798950195312,74.38326263427734,0.002017664373630934,0.005718512716929025
185,185,185,185,2019-10-29,74.92383575439453,75.03901672363281,74.99471282958984,-0.00153494774141949,-0.0009450942942653695
186,186,186,186,2019-10-30,75.01245880126953,73.78955078125,75.0567398071289,0.01657291590844423,-0.0005899670832114623
187,187,187,187,2019-10-31,74.66429901123047,74.49848175048828,75.19853210449219,0.002225780403116717,-0.00710430214940061
188,188,188,188,2019-11-01,74.88746643066406,75.0567398071289,75.10105895996094,-0.0022552721700919154,-0.002844068143043721
189,189,189,189,2019-11-04,74.50361633300781,74.90608215332031,75.08332824707031,-0.00537293913581971,-0.00772091391786589
190,190,190,190,2019-11-05,73.72695922851562,74.80862426757812,74.65798950195312,-0.014459095453935422,-0.012470604682076836
191,191,191,191,2019-11-06,73.78944396972656,74.92383575439453,75.03901672363281,-0.01514059942668422,-0.016652307139210065
192,192,192,192,2019-11-07,73.98584747314453,75.01245880126953,73.78955078125,-0.013685877579947103,0.002660223430231312
193,193,193,193,2019-11-08,74.3161392211914,74.66429901123047,74.49848175048828,-0.00466300219314586,-0.002447600608930234
194,194,194,194,2019-11-11,73.94121551513672,74.88746643066406,75.0567398071289,-0.012635637986276982,-0.014862413353667114
195,195,195,195,2019-11-12,74.12866973876953,74.50361633300781,74.90608215332031,-0.005032595901954484,-0.010378495206297744
196,196,196,196,2019-11-13,74.56610107421875,73.72695922851562,74.80862426757812,0.01138175037305178,-0.003241914895960485
197,197,197,197,2019-11-14,75.40521240234375,73.78944396972656,74.92383575439453,0.0218970132540921,0.006424879921086868
198,198,198,198,2019-11-15,75.61053466796875,73.98584747314453,75.01245880126953,0.02195943211185014,0.007973020432295197
199,199,199,199,2019-11-18,75.93191528320312,74.3161392211914,74.66429901123047,0.0217419268404484,0.016977541994762424
200,200,200,200,2019-11-19,76.58357238769531,73.94121551513672,74.88746643066406,0.03573591337591231,0.022648729325108308
201,201,201,201,2019-11-20,76.5478515625,74.12866973876953,74.50361633300781,0.03263490134459035,0.027438067171868585
202,202,202,202,2019-11-21,75.84263610839844,74.56610107421875,73.72695922851562,0.01711950894293235,0.028696109293281813
203,203,203,203,2019-11-22,75.55697631835938,75.40521240234375,73.78944396972656,0.0020126448978865508,0.023953729063983298
204,204,204,204,2019-11-25,75.75336456298828,75.61053466796875,73.98584747314453,0.0018890210953639297,0.023889935037715526
205,205,205,205,2019-11-26,76.87814331054688,75.93191528320312,74.3161392211914,0.012461532463847513,0.034474397031444726
206,206,206,206,2019-11-27,77.20844268798828,76.58357238769531,73.94121551513672,0.008159325568277698,0.044186819895903895
207,207,207,207,2019-11-29,76.87814331054688,76.5478515625,74.12866973876953,0.004314840211775195,0.03709055594099464
208,208,208,208,2019-12-02,75.61053466796875,75.84263610839844,74.56610107421875,-0.0030603029158685624,0.014006815143927653
209,209,209,209,2019-12-03,75.4141616821289,75.55697631835938,75.40521240234375,-0.0018901581718770988,0.00011868250880864295
210,210,210,210,2019-12-04,75.48555755615234,75.75336456298828,75.61053466796875,-0.0035352490068379927,-0.0016529060714254307
211,211,211,211,2019-12-05,75.36058807373047,76.87814331054688,75.93191528320312,-0.01973974879552287,-0.007524203852119049
212,212,212,212,2019-12-06,75.994384765625,77.20844268798828,76.58357238769531,-0.015724419248675736,-0.007693394336420134
213,213,213,213,2019-12-09,75.60162353515625,76.87814331054688,76.5478515625,-0.01660445635678487,-0.0123612617209925
214,214,214,214,2019-12-10,75.44093322753906,75.61053466796875,75.84263610839844,-0.0022430927274150747,-0.005296531100069335
215,215,215,215,2019-12-11,75.22666931152344,75.4141616821289,75.55697631835938,-0.002486169260831228,-0.0043716281795632694
216,216,216,216,2019-12-12,75.64624786376953,75.48555755615234,75.75336456298828,0.002128755656307435,-0.0014140190318501222
217,217,217,217,2019-12-13,75.94976806640625,75.36058807373047,76.87814331054688,0.007818144838510843,-0.012075932172171289
218,218,218,218,2019-12-16,75.79800415039062,75.994384765625,77.20844268798828,-0.0025841463923951258,-0.01826793143979688
219,219,219,219,2019-12-17,76.06580352783203,75.60162353515625,76.87814331054688,0.006139815138492821,-0.010566589510797919
220,220,220,220,2019-12-18,75.67301177978516,75.44093322753906,75.61053466796875,0.00307629482188565,0.0008263016799281431
221,221,221,221,2019-12-19,75.87834930419922,75.22666931152344,75.4141616821289,0.008662885099659068,0.0061551784401829845
222,222,222,222,2019-12-20,76.35147857666016,75.64624786376953,75.48555755615234,0.009322745447476244,0.011471346950887584
223,223,223,223,2019-12-23,75.79800415039062,75.94976806640625,75.36058807373047,-0.0019982143445511635,0.005804308164795602
224,224,224,224,2019-12-24,75.56590270996094,75.79800415039062,75.994384765625,-0.003062104906735752,-0.005638338371782958
225,225,225,225,2019-12-26,75.61945343017578,76.06580352783203,75.60162353515625,-0.005867946921679912,0.00023584010747113027
226,226,226,226,2019-12-27,75.98545837402344,75.67301177978516,75.44093322753906,0.0041289039102543335,0.007217900457859194
227,227,227,227,2019-12-30,75.78014373779297,75.87834930419922,75.22666931152344,-0.0012942501689452435,0.0073574229902100274
228,228,228,228,2019-12-31,75.93191528320312,76.35147857666016,75.64624786376953,-0.005495156102782839,0.003776359403153018
229,229,229,229,2020-01-02,75.97653198242188,75.79800415039062,75.94976806640625,0.0023553104601148345,0.0003523897004165111
230,230,230,230,2020-01-03,75.71765899658203,75.56590270996094,75.79800415039062,0.0020082640606249313,-0.0010599903613448536
231,231,231,231,2020-01-06,75.70873260498047,75.61945343017578,76.06580352783203,0.0011806376633907156,-0.0046942371774316705
232,232,232,232,2020-01-07,75.2891616821289,75.98545837402344,75.67301177978516,-0.00916355190577578,-0.005072483420817009
233,233,233,233,2020-01-08,76.03008270263672,75.78014373779297,75.87834930419922,0.003298211807416962,0.001999692927282748
234,234,234,234,2020-01-09,76.5478515625,75.93191528320312,76.35147857666016,0.008111691598975401,0.0025719604845986233
235,235,235,235,2020-01-10,76.11937713623047,75.97653198242188,75.79800415039062,0.0018801220598176904,0.004239860791086292
236,236,236,236,2020-01-13,77.00312805175781,75.71765899658203,75.56590270996094,0.016977136802840187,0.01901949543715853
237,237,237,237,2020-01-14,77.32450103759766,75.70873260498047,75.61945343017578,0.021341903067479073,0.022547737785439725
238,238,238,238,2020-01-15,77.9940185546875,75.2891616821289,75.98545837402344,0.0359262450547464,0.026433481137631887
239,239,239,239,2020-01-16,78.52963256835938,76.03008270263672,75.78014373779297,0.032875800957612,0.03628244411992565
240,240,240,240,2020-01-17,78.77066040039062,76.5478515625,75.93191528320312,0.029038161000191298,0.037385401205801694
241,241,241,241,2020-01-21,79.13665771484375,76.11937713623047,75.97653198242188,0.03963879753263444,0.04159344537011789
242,242,242,242,2020-01-22,80.03826141357422,77.00312805175781,75.71765899658203,0.03941571516128972,0.057062017952604904
243,243,243,243,2020-01-23,80.02933502197266,77.32450103759766,75.70873260498047,0.03498029664698166,0.05706874581477228
