,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TPR,TPR_6m,TPR_12m,TPR_6m_ret,TPR_12m_ret
1013,1013,1013,1013,2023-02-13,43.6309700012207,44.49953842163086,42.521141052246094,-0.019518593927436156,0.026100638917731622
1014,1014,1014,1014,2023-02-14,43.52480697631836,43.09053039550781,42.57904052734375,0.010078237070291873,0.02221201880693502
1015,1015,1015,1015,2023-02-15,43.78538513183594,43.6502685546875,42.57904052734375,0.00309543518567712,0.02833188793245567
1016,1016,1016,1016,2023-02-16,43.30284881591797,41.70082473754883,43.978397369384766,0.038417083797544826,-0.01536091794779848
1017,1017,1017,1017,2023-02-17,42.56939697265625,43.148433685302734,44.9917221069336,-0.013419646165365173,-0.05383935134823503
1018,1018,1018,1018,2023-02-21,40.8901596069336,42.88786315917969,44.75045394897461,-0.04657969423264441,-0.08626268565772754
1019,1019,1019,1019,2023-02-22,41.43060302734375,43.6309700012207,44.49953842163086,-0.05043131000331624,-0.06896555566956908
1020,1020,1020,1020,2023-02-23,41.60431671142578,43.52480697631836,43.09053039550781,-0.0441240386416305,-0.034490494093267654
1021,1021,1021,1021,2023-02-24,41.11212921142578,43.78538513183594,43.6502685546875,-0.06105361212105587,-0.05814716443455081
1022,1022,1022,1022,2023-02-27,41.6815185546875,43.30284881591797,41.70082473754883,-0.037441653506973704,-0.0004629688497250761
1023,1023,1023,1023,2023-02-28,41.9903450012207,42.56939697265625,43.148433685302734,-0.01360254108855452,-0.02683964596556143
1024,1024,1024,1024,2023-03-01,41.73942947387695,40.8901596069336,42.88786315917969,0.02076954150111332,-0.02677759162400528
1025,1025,1025,1025,2023-03-02,42.3377685546875,41.43060302734375,43.6309700012207,0.021896025185658807,-0.029639530051635887
1026,1026,1026,1026,2023-03-03,42.91681671142578,41.60431671142578,43.52480697631836,0.03154720720697601,-0.013968821624490646
1027,1027,1027,1027,2023-03-06,42.01930236816406,41.11212921142578,43.78538513183594,0.022065827631378543,-0.04033498297101357
1028,1028,1028,1028,2023-03-07,41.536766052246094,41.6815185546875,43.30284881591797,-0.0034728221874038567,-0.04078444748934551
1029,1029,1029,1029,2023-03-08,41.62361526489258,41.9903450012207,42.56939697265625,-0.008733668092449909,-0.022217409101923158
1030,1030,1030,1030,2023-03-09,40.42826461791992,41.73942947387695,40.8901596069336,-0.031413099615499984,-0.011295993790529368
1031,1031,1031,1031,2023-03-10,40.19502639770508,42.3377685546875,41.43060302734375,-0.05061065403611553,-0.029822801005894184
1032,1032,1032,1032,2023-03-13,39.71882629394531,42.91681671142578,41.60431671142578,-0.07451602105029997,-0.045319586199637274
1033,1033,1033,1033,2023-03-14,40.32136535644531,42.01930236816406,41.11212921142578,-0.04040850076095481,-0.01923432014221005
1034,1034,1034,1034,2023-03-15,39.407840728759766,41.536766052246094,41.6815185546875,-0.05125399798358177,-0.054548824149595165
1035,1035,1035,1035,2023-03-16,40.00065612792969,41.62361526489258,41.9903450012207,-0.03899130641666715,-0.04738443738038289
1036,1036,1036,1036,2023-03-17,39.74798202514648,40.42826461791992,41.73942947387695,-0.016826905611771137,-0.04771141996506789
1037,1037,1037,1037,2023-03-20,39.475868225097656,40.19502639770508,42.3377685546875,-0.017891720370868613,-0.06759686273718324
1038,1038,1038,1038,2023-03-21,40.282493591308594,39.71882629394531,42.91681671142578,0.01419143892097341,-0.06138207169069576
1039,1039,1039,1039,2023-03-22,39.56333160400391,40.32136535644531,42.01930236816406,-0.018799803670840443,-0.058448632550856305
1040,1040,1040,1040,2023-03-23,39.51474380493164,39.407840728759766,41.536766052246094,0.0027127362016021728,-0.04868030035778659
