,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EQT,EQT_6m,EQT_12m,EQT_6m_ret,EQT_12m_ret
0,0,0,0,2019-02-05,18.21818351745605,,,,
1,1,1,1,2019-02-06,17.8269100189209,,,,
2,2,2,2,2019-02-07,17.0252685546875,,,,
3,3,3,3,2019-02-08,16.977554321289062,,,,
4,4,4,4,2019-02-11,17.54060935974121,,,,
5,5,5,5,2019-02-12,18.017772674560547,,,,
6,6,6,6,2019-02-13,18.332704544067383,18.21818351745605,,0.006286083708707979,
7,7,7,7,2019-02-14,17.395994186401367,17.8269100189209,,-0.024172211115789044,
8,8,8,8,2019-02-15,18.093748092651367,17.0252685546875,,0.0627584542664783,
9,9,9,9,2019-02-19,18.13197898864746,16.977554321289062,,0.06799711227610694,
10,10,10,10,2019-02-20,18.49519157409668,17.54060935974121,,0.05442126865594554,
11,11,11,11,2019-02-21,18.1893310546875,18.017772674560547,,0.009521619748770416,
12,12,12,12,2019-02-22,18.45695877075196,18.332704544067383,18.21818351745605,0.006777735733748402,0.013106424856634158
13,13,13,13,2019-02-25,18.934871673583984,17.395994186401367,17.8269100189209,0.08846160045199225,0.062151076854437104
14,14,14,14,2019-02-26,18.198888778686523,18.093748092651367,17.0252685546875,0.005810884814841488,0.06893402123021986
15,15,15,15,2019-02-27,17.501136779785156,18.13197898864746,16.977554321289062,-0.03479169092669254,0.030839686835196556
16,16,16,16,2019-02-28,17.319528579711914,18.49519157409668,17.54060935974121,-0.06356587276615899,-0.012603939549370335
17,17,17,17,2019-03-01,18.629011154174805,18.1893310546875,18.017772674560547,0.024172417235431842,0.0339241975495268
18,18,18,18,2019-03-04,18.953989028930664,18.45695877075196,18.332704544067383,0.026929152540901224,0.03388940695410558
19,19,19,19,2019-03-05,18.54298210144043,18.934871673583984,17.395994186401367,-0.02069671127955297,0.06593402496855716
20,20,20,20,2019-03-06,18.01728248596192,18.198888778686523,18.093748092651367,-0.009978977009700074,-0.004226078880831929
21,21,21,21,2019-03-07,18.0363998413086,17.501136779785156,18.13197898864746,0.030584473926385414,-0.005271302564309299
22,22,22,22,2019-03-08,17.548927307128906,17.319528579711914,18.49519157409668,0.01324509072872293,-0.051162717789474454
23,23,23,23,2019-03-11,17.873910903930664,18.629011154174805,18.1893310546875,-0.04053356584495471,-0.017340942875166965
24,24,24,24,2019-03-12,18.78194236755371,18.953989028930664,18.45695877075196,-0.009077068743384209,0.01760764602870224
25,25,25,25,2019-03-13,18.772380828857425,18.54298210144043,18.934871673583984,0.01237118852631447,-0.008581565670352509
26,26,26,26,2019-03-14,18.982664108276367,18.01728248596192,18.198888778686523,0.05358086731817724,0.04306720806534936
27,27,27,27,2019-03-15,18.55254554748535,18.0363998413086,17.501136779785156,0.028616891991639415,0.06007659850499736
28,28,28,28,2019-03-18,19.15471076965332,17.548927307128906,17.319528579711914,0.09150322606169192,0.10596028532157264
29,29,29,29,2019-03-19,19.16427230834961,17.873910903930664,18.629011154174805,0.0721924491709971,0.028732665934061208
30,30,30,30,2019-03-20,19.909812927246094,18.78194236755371,18.953989028930664,0.060050794407760844,0.0504286404754426
31,31,31,31,2019-03-21,19.364994049072266,18.772380828857425,18.54298210144043,0.03156835702501093,0.04433008364754776
32,32,32,32,2019-03-22,18.64812660217285,18.982664108276367,18.01728248596192,-0.01762331694831276,0.03501327776275076
33,33,33,33,2019-03-25,19.1164779663086,18.55254554748535,18.0363998413086,0.030396498279972484,0.059883243579814005
34,34,34,34,2019-03-26,19.240737915039062,19.15471076965332,17.548927307128906,0.004491174334098291,0.09640535733616562
35,35,35,35,2019-03-27,19.431900024414062,19.16427230834961,17.873910903930664,0.013964929727483089,0.08716554137800814
36,36,36,36,2019-03-28,19.73776626586914,19.909812927246094,18.78194236755371,-0.008641299745288489,0.05089057774805239
37,37,37,37,2019-03-29,19.823789596557617,19.364994049072266,18.772380828857425,0.023692005601588573,0.05600828031806904
38,38,38,38,2019-04-01,19.64218139648437,18.64812660217285,18.982664108276367,0.053305879755004115,0.034743136392560325
39,39,39,39,2019-04-02,19.70909309387207,19.1164779663086,18.55254554748535,0.031000225491741196,0.06233902207255215
40,40,40,40,2019-04-03,19.212059020996094,19.240737915039062,19.15471076965332,-0.0014905298419221058,0.0029939502628058
41,41,41,41,2019-04-04,19.967164993286133,19.431900024414062,19.16427230834961,0.027545683551251754,0.041895286813823596
42,42,42,42,2019-04-05,20.65535354614257,19.73776626586914,19.909812927246094,0.046488912063982424,0.037445887694716795
43,43,43,43,2019-04-08,20.55977249145508,19.823789596557617,19.364994049072266,0.03712624628669725,0.061697847123276306
44,44,44,44,2019-04-09,20.005395889282227,19.64218139648437,18.64812660217285,0.018491555773070267,0.0727831441765967
45,45,45,45,2019-04-10,20.1296501159668,19.70909309387207,19.1164779663086,0.021338222925411543,0.05299993813943349
46,46,46,46,2019-04-11,20.03407096862793,19.212059020996094,19.240737915039062,0.04278624934128561,0.041231945317896423
47,47,47,47,2019-04-12,20.38772392272949,19.967164993286133,19.431900024414062,0.02106252588110369,0.04918839110506634
48,48,48,48,2019-04-15,20.626680374145508,20.65535354614257,19.73776626586914,-0.0013881714458680028,0.045036206037837756
49,49,49,49,2019-04-16,20.77005386352539,20.55977249145508,19.823789596557617,0.01022780637080034,0.04773377271579249
50,50,50,50,2019-04-17,20.32081794738769,20.005395889282227,19.64218139648437,0.015766849096670477,0.03454995843917752
51,51,51,51,2019-04-18,19.53704261779785,20.1296501159668,19.70909309387207,-0.029439532965299442,-0.008729497357121585
52,52,52,52,2019-04-22,20.120094299316406,20.03407096862793,19.212059020996094,0.004293851750010402,0.04726381890290665
53,53,53,53,2019-04-23,20.08186149597168,20.38772392272949,19.967164993286133,-0.015002284115531617,0.0057442557681128825
54,54,54,54,2019-04-24,19.83334732055664,20.626680374145508,20.65535354614257,-0.038461499339625616,-0.039796279630345155
55,55,55,55,2019-04-25,19.26941299438477,20.77005386352539,20.55977249145508,-0.07225021557483391,-0.06276137041918162
56,56,56,56,2019-04-26,20.062747955322266,20.32081794738769,20.005395889282227,-0.012699783676699994,0.002866829847179675
57,57,57,57,2019-04-29,20.139209747314453,19.53704261779785,20.1296501159668,0.030821815834503052,0.00047490300589325685
58,58,58,58,2019-04-30,19.546600341796875,20.120094299316406,20.03407096862793,-0.028503542229372902,-0.024332080464045558
59,59,59,59,2019-05-01,19.192947387695312,20.08186149597168,20.38772392272949,-0.04426452739227782,-0.05860274249163078
60,60,60,60,2019-05-02,18.84885025024414,19.83334732055664,20.626680374145508,-0.04963847273990407,-0.08619080199302387
61,61,61,61,2019-05-03,19.479692459106445,19.26941299438477,20.77005386352539,0.010912603553774769,-0.062126049980302134
62,62,62,62,2019-05-06,19.46057510375977,20.062747955322266,20.32081794738769,-0.030014475230585314,-0.04233308156468718
63,63,63,63,2019-05-07,19.7759952545166,20.139209747314453,19.53704261779785,-0.0180351909213462,0.012230747580038948
64,64,64,64,2019-05-08,19.53704261779785,19.546600341796875,20.120094299316406,-0.0004889711679726405,-0.02897857598701037
65,65,65,65,2019-05-09,19.546600341796875,19.192947387695312,20.08186149597168,0.01842619306757909,-0.026653961052473862
66,66,66,66,2019-05-10,20.120094299316406,18.84885025024414,19.83334732055664,0.06744411633573244,0.014457820665630283
67,67,67,67,2019-05-13,19.93848991394043,19.479692459106445,19.26941299438477,0.023552602578153392,0.034722226346523
68,68,68,68,2019-05-14,20.158641815185547,19.46057510375977,20.062747955322266,0.03587081613486909,0.004779697181902964
69,69,69,69,2019-05-15,20.61810302734375,19.7759952545166,20.139209747314453,0.04258232073729995,0.023779149531582666
70,70,70,70,2019-05-16,20.1203556060791,19.53704261779785,19.546600341796875,0.02985677001850129,0.029353199750820735
71,71,71,71,2019-05-17,19.919342041015625,19.546600341796875,19.192947387695312,0.019069387653141368,0.03784695693929785
72,72,72,72,2019-05-20,19.99592018127441,20.120094299316406,18.84885025024414,-0.006171646921466656,0.0608562281413112
73,73,73,73,2019-05-21,20.531951904296875,19.93848991394043,19.479692459106445,0.029764640798675135,0.0540182781324412
74,74,74,74,2019-05-22,19.09615135192871,20.158641815185547,19.46057510375977,-0.05270645081140635,-0.018726258082714775
75,75,75,75,2019-05-23,18.7324161529541,20.61810302734375,19.7759952545166,-0.09145782577033634,-0.05276999150392492
76,76,76,76,2019-05-24,18.59840965270996,20.1203556060791,19.53704261779785,-0.07564210012815598,-0.04804375889689749
77,77,77,77,2019-05-28,18.07194709777832,19.919342041015625,19.546600341796875,-0.09274377333515138,-0.07544295264815304
78,78,78,78,2019-05-29,17.870935440063477,19.99592018127441,20.120094299316406,-0.10627091536407107,-0.11178669571788968
79,79,79,79,2019-05-30,17.478483200073242,20.531951904296875,19.93848991394043,-0.14871789679112835,-0.12337979077077543
80,80,80,80,2019-05-31,17.51677131652832,19.09615135192871,20.158641815185547,-0.08270671960509324,-0.131053992767861
81,81,81,81,2019-06-03,17.631633758544922,18.7324161529541,20.61810302734375,-0.05876350308583056,-0.14484694662928832
82,82,82,82,2019-06-04,17.765642166137695,18.59840965270996,20.1203556060791,-0.04477627399990747,-0.1170314027267968
83,83,83,83,2019-06-05,17.066883087158203,18.07194709777832,19.919342041015625,-0.055614594552663044,-0.14320046053649593
84,84,84,84,2019-06-06,17.287038803100586,17.870935440063477,19.99592018127441,-0.03267297556533599,-0.1354717039084109
85,85,85,85,2019-06-07,16.932876586914062,17.478483200073242,20.531951904296875,-0.031215901684014224,-0.17529143523025725
86,86,86,86,2019-06-10,16.569141387939453,17.51677131652832,19.09615135192871,-0.05409843580561624,-0.1323308512494603
