,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,VRSN,VRSN_6m,VRSN_12m,VRSN_6m_ret,VRSN_12m_ret
73,73,73,73,2019-05-21,195.5599975585937,189.2100067138672,196.9499969482422,0.03356054447125145,-0.007057625850148019
74,74,74,74,2019-05-22,197.69000244140625,191.25,197.1300048828125,0.03367321537990198,0.002840752522309531
75,75,75,75,2019-05-23,194.6300048828125,193.8800048828125,193.17999267578125,0.0038683720915591024,0.007506016471720445
76,76,76,76,2019-05-24,194.72999572753903,196.8300018310547,193.1499938964844,-0.010669136229131126,0.008180180590124264
77,77,77,77,2019-05-28,194.77999877929688,195.3000030517578,193.72999572753903,-0.002662592239300321,0.005419930185899258
78,78,78,78,2019-05-29,194.5200042724609,194.1600036621093,194.63999938964844,0.0018541440232877626,-0.0006164977268999783
79,79,79,79,2019-05-30,195.9199981689453,195.5599975585937,189.2100067138672,0.0018408703970440587,0.03546319548112109
80,80,80,80,2019-05-31,194.97999572753903,197.69000244140625,191.25,-0.013708365017955026,0.019503245634191035
81,81,81,81,2019-06-03,189.3300018310547,194.6300048828125,193.8800048828125,-0.027231171550085365,-0.023468139762571116
82,82,82,82,2019-06-04,194.2899932861328,194.72999572753903,196.8300018310547,-0.00225955143562917,-0.012904580202676819
83,83,83,83,2019-06-05,200.3300018310547,194.77999877929688,195.3000030517578,0.028493701029572716,0.025755241683041996
84,84,84,84,2019-06-06,203.259994506836,194.5200042724609,194.1600036621093,0.04493106129142954,0.046868513973470805
85,85,85,85,2019-06-07,207.08999633789065,195.9199981689453,195.5599975585937,0.05701305774468857,0.05895888179197972
86,86,86,86,2019-06-10,207.1100006103516,194.97999572753903,197.69000244140625,0.062211535278535735,0.047650351826655335
87,87,87,87,2019-06-11,206.5800018310547,189.3300018310547,194.6300048828125,0.09111075811108238,0.06139853387681571
88,88,88,88,2019-06-12,206.5,194.2899932861328,194.72999572753903,0.06284423869367983,0.06044268746828929
89,89,89,89,2019-06-13,205.3699951171875,200.3300018310547,194.77999877929688,0.02515845474999412,0.05436901326757915
90,90,90,90,2019-06-14,205.1999969482422,203.259994506836,194.5200042724609,0.009544438127695454,0.05490434115363274
91,91,91,91,2019-06-17,203.33999633789065,207.08999633789065,195.9199981689453,-0.018108069275743488,0.037872592069682076
92,92,92,92,2019-06-18,205.92999267578125,207.1100006103516,194.97999572753903,-0.005697493752560789,0.05615959169238827
93,93,93,93,2019-06-19,209.4100036621093,206.5800018310547,189.3300018310547,0.01369930199424152,0.10605821389561187
94,94,94,94,2019-06-20,211.0200042724609,206.5,194.2899932861328,0.02188864054460482,0.08610845418934998
95,95,95,95,2019-06-21,210.75,205.3699951171875,200.3300018310547,0.02619664513183917,0.05201416699298411
96,96,96,96,2019-06-24,209.57000732421875,205.1999969482422,203.259994506836,0.021296347178205943,0.031044046973889516
97,97,97,97,2019-06-25,207.8999938964844,203.33999633789065,207.08999633789065,0.022425482643446015,0.00391133117445297
98,98,98,98,2019-06-26,205.69000244140625,205.92999267578125,207.1100006103516,-0.001165397187930961,-0.006856251097294264
99,99,99,99,2019-06-27,207.2899932861328,209.4100036621093,206.5800018310547,-0.010123730189113611,0.0034368837679592534
100,100,100,100,2019-06-28,209.1600036621093,211.0200042724609,206.5,-0.008814333109149475,0.012881373666388862
101,101,101,101,2019-07-01,211.2899932861328,210.75,205.3699951171875,0.002562245723050083,0.028826013096836522
102,102,102,102,2019-07-02,213.82000732421875,209.57000732421875,205.1999969482422,0.020279619465895182,0.042007848460888564
103,103,103,103,2019-07-03,217.0599975585937,207.8999938964844,203.33999633789065,0.0440596629679082,0.06747320481851715
104,104,104,104,2019-07-05,217.3300018310547,205.69000244140625,205.92999267578125,0.056590010459863116,0.0553586634328771
105,105,105,105,2019-07-08,215.63999938964844,207.2899932861328,209.4100036621093,0.04028176165739805,0.029750229781722703
106,106,106,106,2019-07-09,217.47999572753903,209.1600036621093,211.0200042724609,0.039778121628217145,0.030613170904580267
107,107,107,107,2019-07-10,218.8699951171875,211.2899932861328,210.75,0.03587487373710929,0.03852903970195731
108,108,108,108,2019-07-11,218.58999633789065,213.82000732421875,209.57000732421875,0.022308431626040903,0.04304045759619313
109,109,109,109,2019-07-12,219.6499938964844,217.0599975585937,207.8999938964844,0.01193216791219931,0.0565175581767956
110,110,110,110,2019-07-15,221.0399932861328,217.3300018310547,205.69000244140625,0.01707077450798611,0.07462682027581402
111,111,111,111,2019-07-16,217.5399932861328,215.63999938964844,207.2899932861328,0.008810952985819576,0.04944763535136687
112,112,112,112,2019-07-17,216.9600067138672,217.47999572753903,209.1600036621093,-0.002390973992492107,0.03729203918144175
113,113,113,113,2019-07-18,214.8000030517578,218.8699951171875,211.2899932861328,-0.018595477480823908,0.016612285849579633
114,114,114,114,2019-07-19,214.2100067138672,218.58999633789065,213.82000732421875,-0.02003746602041656,0.001823961164948873
115,115,115,115,2019-07-22,215.94000244140625,219.6499938964844,217.0599975585937,-0.016890469192667457,-0.0051598411949908
116,116,116,116,2019-07-23,215.7400054931641,221.0399932861328,217.3300018310547,-0.0239775061253642,-0.007316046217708205
117,117,117,117,2019-07-24,216.83999633789065,217.5399932861328,215.63999938964844,-0.0032177850962854526,0.005564816136332418
118,118,118,118,2019-07-25,215.8500061035156,216.9600067138672,217.47999572753903,-0.005116153097356246,-0.007494894500851057
119,119,119,119,2019-07-26,216.5800018310547,214.8000030517578,218.8699951171875,0.008286772597801084,-0.010462801376253994
120,120,120,120,2019-07-29,215.5399932861328,214.2100067138672,218.58999633789065,0.006208797584522641,-0.013953077006521486
121,121,121,121,2019-07-30,213.92999267578125,215.94000244140625,219.6499938964844,-0.009308186268870644,-0.026041435828124126
122,122,122,122,2019-07-31,211.08999633789065,215.7400054931641,221.0399932861328,-0.021553763960670547,-0.04501446457864322
123,123,123,123,2019-08-01,212.8000030517578,216.83999633789065,217.5399932861328,-0.018631218199420818,-0.021789052039458467
124,124,124,124,2019-08-02,209.47000122070312,215.8500061035156,216.9600067138672,-0.02955758490807181,-0.034522516875850284
125,125,125,125,2019-08-05,200.3000030517578,216.5800018310547,214.8000030517578,-0.07516852267826757,-0.06750465453441412
126,126,126,126,2019-08-06,204.3600006103516,215.5399932861328,214.2100067138672,-0.051869690192203,-0.04598294101485567
127,127,127,127,2019-08-07,206.13999938964844,213.92999267578125,215.94000244140625,-0.03641375007168268,-0.04538299037213811
128,128,128,128,2019-08-08,211.32000732421875,211.08999633789065,215.7400054931641,0.0010896347070845636,-0.020487614982865998
129,129,129,129,2019-08-09,207.82000732421875,212.8000030517578,216.83999633789065,-0.02340223522613305,-0.04159744127470155
130,130,130,130,2019-08-12,204.0,209.47000122070312,215.8500061035156,-0.026113530285130415,-0.05489926230454989
131,131,131,131,2019-08-13,208.9600067138672,200.3000030517578,216.5800018310547,0.043235164903475454,-0.035183281248337694
132,132,132,132,2019-08-14,201.8800048828125,204.3600006103516,215.5399932861328,-0.01213542630716491,-0.06337565569646486
133,133,133,133,2019-08-15,203.3999938964844,206.13999938964844,213.92999267578125,-0.013291964205281892,-0.04922170401443171
134,134,134,134,2019-08-16,205.0,211.32000732421875,211.08999633789065,-0.029907283291554343,-0.028850236598338963
135,135,135,135,2019-08-19,206.8999938964844,207.82000732421875,212.8000030517578,-0.0044269723573776565,-0.02772560653506373
136,136,136,136,2019-08-20,206.8800048828125,204.0,209.47000122070312,0.014117670994178821,-0.012364521520013438
137,137,137,137,2019-08-21,208.07000732421875,208.9600067138672,200.3000030517578,-0.004259185303660207,0.03879183302085698
138,138,138,138,2019-08-22,205.1999969482422,201.8800048828125,204.3600006103516,0.016445373415543862,0.004110375491200857
139,139,139,139,2019-08-23,200.5200042724609,203.3999938964844,206.13999938964844,-0.014159241447613824,-0.02726300152240002
140,140,140,140,2019-08-26,202.9900054931641,205.0,211.32000732421875,-0.009804851252858127,-0.0394188980803617
141,141,141,141,2019-08-27,203.7899932861328,206.8999938964844,207.82000732421875,-0.015031419536472135,-0.019391848215069785
142,142,142,142,2019-08-28,203.77999877929688,206.8800048828125,204.0,-0.01498456124491887,-0.0010784373563879068
143,143,143,143,2019-08-29,205.9600067138672,208.07000732421875,208.9600067138672,-0.010140820570375242,-0.01435681424009505
144,144,144,144,2019-08-30,203.8500061035156,205.1999969482422,201.8800048828125,-0.006578902849921131,0.00975827805159124
145,145,145,145,2019-09-03,202.1499938964844,200.5200042724609,203.3999938964844,0.008128813032582505,-0.006145526241442045
146,146,146,146,2019-09-04,203.52999877929688,202.9900054931641,205.0,0.002660196421103933,-0.007170737661966409
147,147,147,147,2019-09-05,206.5800018310547,203.7899932861328,206.8999938964844,0.01369060619676521,-0.0015466025851591514
148,148,148,148,2019-09-06,207.57000732421875,203.77999877929688,206.8800048828125,0.01859853060960437,0.003335278543700193
149,149,149,149,2019-09-09,201.8800048828125,205.9600067138672,208.07000732421875,-0.01980968002551531,-0.029749614185195172
150,150,150,150,2019-09-10,196.7100067138672,203.8500061035156,205.1999969482422,-0.03502575018821774,-0.04137422203040497
151,151,151,151,2019-09-11,190.75,202.1499938964844,200.5200042724609,-0.056393738514392555,-0.04872333963840192
152,152,152,152,2019-09-12,191.17999267578125,203.52999877929688,202.9900054931641,-0.06067904573078531,-0.058180267489970405
153,153,153,153,2019-09-13,188.7400054931641,206.5800018310547,203.7899932861328,-0.08635877713119833,-0.0738504749437705
154,154,154,154,2019-09-16,189.5500030517578,207.57000732421875,203.77999877929688,-0.08681410433403403,-0.06983018850123168
155,155,155,155,2019-09-17,191.1999969482422,201.8800048828125,205.9600067138672,-0.05290275250770804,-0.07166444593357657
156,156,156,156,2019-09-18,189.8999938964844,196.7100067138672,203.8500061035156,-0.03461955459789379,-0.06843272891513841
157,157,157,157,2019-09-19,191.08999633789065,190.75,202.1499938964844,0.0017824185472641307,-0.054711837212605974
158,158,158,158,2019-09-20,190.69000244140625,191.17999267578125,203.52999877929688,-0.0025629786230088047,-0.06308650525672144
159,159,159,159,2019-09-23,189.82000732421875,188.7400054931641,206.5800018310547,0.005722167000221878,-0.08113076947565623
160,160,160,160,2019-09-24,186.77999877929688,189.5500030517578,207.57000732421875,-0.014613580732597331,-0.10015902014421785
161,161,161,161,2019-09-25,189.92999267578125,191.1999969482422,201.8800048828125,-0.0066422818657508875,-0.05919363937982869
162,162,162,162,2019-09-26,191.19000244140625,189.8999938964844,196.7100067138672,0.00679309418843399,-0.028061634304605065
163,163,163,163,2019-09-27,187.25,191.08999633789065,190.75,-0.02009522429997157,-0.01834862385321101
164,164,164,164,2019-09-30,188.6300048828125,190.69000244140625,191.17999267578125,-0.010802860832867855,-0.013338151954494726
165,165,165,165,2019-10-01,183.9499969482422,189.82000732421875,188.7400054931641,-0.030924086763680303,-0.025378872552249576
166,166,166,166,2019-10-02,177.9499969482422,186.77999877929688,189.5500030517578,-0.04727487894187432,-0.061197604414430784
167,167,167,167,2019-10-03,181.4100036621093,189.92999267578125,191.1999969482422,-0.044858576013404816,-0.0512028945731785
168,168,168,168,2019-10-04,184.33999633789065,191.19000244140625,189.8999938964844,-0.03582826516054316,-0.02927855575195304
169,169,169,169,2019-10-07,183.44000244140625,187.25,191.08999633789065,-0.020347116467790416,-0.04003346089848403
170,170,170,170,2019-10-08,180.9600067138672,188.6300048828125,190.69000244140625,-0.0406616019212338,-0.05102520112730513
171,171,171,171,2019-10-09,184.02999877929688,183.9499969482422,189.82000732421875,0.0004349107495620341,-0.030502625231872194
172,172,172,172,2019-10-10,185.5500030517578,177.9499969482422,186.77999877929688,0.04270866105002602,-0.0065852646727578845
173,173,173,173,2019-10-11,186.4900054931641,181.4100036621093,189.92999267578125,0.028002875963316187,-0.018111869190082897
174,174,174,174,2019-10-14,185.75,184.33999633789065,191.19000244140625,0.007648929641534963,-0.028453383398399423
175,175,175,175,2019-10-15,186.6600036621093,183.44000244140625,187.25,0.0175534298836022,-0.003150848266439077
176,176,176,176,2019-10-16,185.33999633789065,180.9600067138672,188.6300048828125,0.024204185795312583,-0.017441597093557748
177,177,177,177,2019-10-17,186.5500030517578,184.02999877929688,183.9499969482422,0.013693442858102367,0.014134309033161818
178,178,178,178,2019-10-18,185.509994506836,185.5500030517578,177.9499969482422,-0.00021562136493558093,0.04248383078530016
179,179,179,179,2019-10-21,187.44000244140625,186.4900054931641,181.4100036621093,0.005094090408383822,0.03323961555355193
180,180,180,180,2019-10-22,181.6100006103516,185.75,184.33999633789065,-0.02228801824844362,-0.014809568090340286
181,181,181,181,2019-10-23,182.759994506836,186.6600036621093,183.44000244140625,-0.020893651980919636,-0.0037069773523769056
182,182,182,182,2019-10-24,185.72999572753903,185.33999633789065,180.9600067138672,0.002104237603077097,0.02635935475629214
183,183,183,183,2019-10-25,190.1600036621093,186.5500030517578,184.02999877929688,0.019351383282207202,0.0333098132015095
184,184,184,184,2019-10-28,190.9199981689453,185.509994506836,185.5500030517578,0.029162868968280575,0.028940959465732607
185,185,185,185,2019-10-29,189.4499969482422,187.44000244140625,186.4900054931641,0.010723402052154052,0.015872118440076965
186,186,186,186,2019-10-30,191.7100067138672,181.6100006103516,185.75,0.055613711081832884,0.03208617342593367
187,187,187,187,2019-10-31,190.0200042724609,182.759994506836,186.6600036621093,0.039724283124518145,0.01800064579680316
188,188,188,188,2019-11-01,188.07000732421875,185.72999572753903,185.33999633789065,0.012598996664558326,0.014729745550178253
189,189,189,189,2019-11-04,186.6000061035156,190.1600036621093,186.5500030517578,-0.01872106378857341,0.00026804101281041603
190,190,190,190,2019-11-05,186.5599975585937,190.9199981689453,185.509994506836,-0.02283679369456859,0.005660088851541678
191,191,191,191,2019-11-06,185.6600036621093,189.4499969482422,187.44000244140625,-0.020005243321108757,-0.009496365536238116
192,192,192,192,2019-11-07,185.88999938964844,191.7100067138672,181.6100006103516,-0.030358390904994814,0.023566977396138444
193,193,193,193,2019-11-08,183.7899932861328,190.0200042724609,182.759994506836,-0.032786079603467244,0.005635800012339542
194,194,194,194,2019-11-11,185.7400054931641,188.07000732421875,185.72999572753903,-0.01238901334776843,5.3894178944302595e-05
195,195,195,195,2019-11-12,184.38999938964844,186.6000061035156,190.1600036621093,-0.01184355113386848,-0.030342891046181486
196,196,196,196,2019-11-13,185.9600067138672,186.5599975585937,190.9199981689453,-0.0032160744670789443,-0.025979423332536555
197,197,197,197,2019-11-14,187.25,185.6600036621093,189.4499969482422,0.008564021903093355,-0.011612546759994014
198,198,198,198,2019-11-15,186.8099975585937,185.88999938964844,191.7100067138672,0.0049491536498249555,-0.02555948559631993
199,199,199,199,2019-11-18,189.5599975585937,183.7899932861328,190.0200042724609,0.031394550754881845,-0.002420833088750185
200,200,200,200,2019-11-19,193.4600067138672,185.7400054931641,188.07000732421875,0.04156348116931241,0.028659537298557636
201,201,201,201,2019-11-20,192.5,184.38999938964844,186.6000061035156,0.04398286586689393,0.0316184014121168
202,202,202,202,2019-11-21,189.1499938964844,185.9600067138672,186.5599975585937,0.017154157170609086,0.01388291365664962
203,203,203,203,2019-11-22,188.44000244140625,187.25,185.6600036621093,0.006355153225133581,0.014973600799644604
204,204,204,204,2019-11-25,188.1300048828125,186.8099975585937,185.88999938964844,0.0070660421897643655,0.012050166768082793
205,205,205,205,2019-11-26,191.6699981689453,189.5599975585937,183.7899932861328,0.011131043667055307,0.04287504853729729
206,206,206,206,2019-11-27,191.83999633789065,193.4600067138672,185.7400054931641,-0.008373877389410866,0.032841556284712636
207,207,207,207,2019-11-29,190.7400054931641,192.5,184.38999938964844,-0.009142828606939823,0.03443790945569103
208,208,208,208,2019-12-02,184.9499969482422,189.1499938964844,185.9600067138672,-0.022204584106625624,-0.005431327861689539
209,209,209,209,2019-12-03,186.52999877929688,188.44000244140625,187.25,-0.010135871563169196,-0.003845133354889896
210,210,210,210,2019-12-04,186.8000030517578,188.1300048828125,186.8099975585937,-0.0070695890954936,-5.350092054223765e-05
211,211,211,211,2019-12-05,185.57000732421875,191.6699981689453,189.5599975585937,-0.03182548600720392,-0.021048693214619885
212,212,212,212,2019-12-06,188.259994506836,191.83999633789065,193.4600067138672,-0.018661394388004182,-0.026879003548894498
213,213,213,213,2019-12-09,188.5599975585937,190.7400054931641,192.5,-0.011429211868448474,-0.02046754515016258
214,214,214,214,2019-12-10,188.13999938964844,184.9499969482422,189.1499938964844,0.01724791832410233,-0.005339648635615091
215,215,215,215,2019-12-11,189.9199981689453,186.52999877929688,188.44000244140625,0.018174017111636243,0.007853936045236765
216,216,216,216,2019-12-12,189.97000122070312,186.8000030517578,188.1300048828125,0.016970011333816704,0.009780451231247156
217,217,217,217,2019-12-13,191.4900054931641,185.57000732421875,191.6699981689453,0.031901697123944306,-0.0009390758986838055
218,218,218,218,2019-12-16,192.6600036621093,188.259994506836,191.83999633789065,0.023371981746836523,0.004274433589825266
219,219,219,219,2019-12-17,190.92999267578125,188.5599975585937,190.7400054931641,0.012568917839803628,0.00099605314640705
220,220,220,220,2019-12-18,190.1499938964844,188.13999938964844,184.9499969482422,0.010683504376297837,0.02811569091129762
221,221,221,221,2019-12-19,190.1999969482422,189.9199981689453,186.52999877929688,0.0014742985572682166,0.019675109596112073
222,222,222,222,2019-12-20,192.4499969482422,189.97000122070312,186.8000030517578,0.013054670272165003,0.030246219508459626
223,223,223,223,2019-12-23,192.42999267578125,191.4900054931641,185.57000732421875,0.004908805450166032,0.03696710179882179
224,224,224,224,2019-12-24,192.75,192.6600036621093,188.259994506836,0.0004671251748160632,0.02385002456271179
225,225,225,225,2019-12-26,193.7100067138672,190.92999267578125,188.5599975585937,0.014560384144604699,0.027312310256437877
226,226,226,226,2019-12-27,194.0500030517578,190.1499938964844,188.13999938964844,0.020510172392624648,0.031412797285437666
227,227,227,227,2019-12-30,192.3300018310547,190.1999969482422,189.9199981689453,0.011198764022021024,0.012689572900930202
228,228,228,228,2019-12-31,192.67999267578125,192.4499969482422,189.97000122070312,0.0011950934330278162,0.014265365255905493
229,229,229,229,2020-01-02,196.72999572753903,192.42999267578125,191.4900054931641,0.022345804788356016,0.02736430144685542
230,230,230,230,2020-01-03,200.8800048828125,192.75,192.6600036621093,0.04217901365920884,0.04266584171315402
231,231,231,231,2020-01-06,202.7400054931641,193.7100067138672,190.92999267578125,0.046616067659505545,0.061855199656543514
232,232,232,232,2020-01-07,203.2100067138672,194.0500030517578,190.1499938964844,0.04720434691086384,0.06868268859631166
233,233,233,233,2020-01-08,204.1499938964844,192.3300018310547,190.1999969482422,0.06145682916289141,0.0733438337122494
234,234,234,234,2020-01-09,208.8800048828125,192.67999267578125,192.4499969482422,0.0840772930394007,0.08537286669320676
235,235,235,235,2020-01-10,209.1199951171875,196.72999572753903,192.42999267578125,0.06297971666104218,0.08673285390353191
236,236,236,236,2020-01-13,211.75,200.8800048828125,192.75,0.05411188198411643,0.09857328145265898
237,237,237,237,2020-01-14,209.3699951171875,202.7400054931641,193.7100067138672,0.03270193077037753,0.08084243384727152
238,238,238,238,2020-01-15,211.7400054931641,203.2100067138672,194.0500030517578,0.04197627330088971,0.09116208277867388
239,239,239,239,2020-01-16,213.5399932861328,204.1499938964844,192.3300018310547,0.04599558986227392,0.11027916213357747
240,240,240,240,2020-01-17,214.0,208.8800048828125,192.67999267578125,0.02451165739899297,0.11064982424041037
241,241,241,241,2020-01-21,214.44000244140625,209.1199951171875,196.72999572753903,0.025439974409130484,0.09002189345032408
242,242,242,242,2020-01-22,214.08999633789065,211.75,200.8800048828125,0.011050750119908637,0.06576060899034952
243,243,243,243,2020-01-23,215.0200042724609,209.3699951171875,202.7400054931641,0.02698576341901826,0.06057018075651022
244,244,244,244,2020-01-24,212.75,211.7400054931641,203.2100067138672,0.004769974877839145,0.04694647394783935
245,245,245,245,2020-01-27,209.7700042724609,213.5399932861328,204.1499938964844,-0.017654721046189703,0.02752882950771074
246,246,246,246,2020-01-28,210.97000122070312,214.0,208.8800048828125,-0.014158872800452693,0.010005727159299704
