,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EBAY,EBAY_6m,EBAY_12m,EBAY_6m_ret,EBAY_12m_ret
0,0,0,0,2019-02-05,32.5428466796875,,,,
1,1,1,1,2019-02-06,32.68101119995117,,,,
2,2,2,2,2019-02-07,32.46915817260742,,,,
3,3,3,3,2019-02-08,32.478363037109375,,,,
4,4,4,4,2019-02-11,32.7823371887207,,,,
5,5,5,5,2019-02-12,33.33500289916992,,,,
6,6,6,6,2019-02-13,33.39947891235352,32.5428466796875,,0.026323211398734614,
7,7,7,7,2019-02-14,33.45475006103516,32.68101119995117,,0.02367548716133805,
8,8,8,8,2019-02-15,33.69424057006836,32.46915817260742,,0.03773064860346387,
9,9,9,9,2019-02-19,34.12715530395508,32.478363037109375,,0.050765867262515973,
10,10,10,10,2019-02-20,33.84161758422852,32.7823371887207,,0.03231253432022796,
11,11,11,11,2019-02-21,34.06268310546875,33.33500289916992,,0.021829312824716895,
12,12,12,12,2019-02-22,34.53244400024414,33.39947891235352,32.5428466796875,0.033921639641855794,0.06113777753187466
13,13,13,13,2019-02-25,34.3942756652832,33.45475006103516,32.68101119995117,0.02808347402189404,0.0524238511118833
14,14,14,14,2019-02-26,34.43112564086914,33.69424057006836,32.46915817260742,0.021869763447210033,0.06042557241034152
15,15,15,15,2019-02-27,34.615352630615234,34.12715530395508,32.478363037109375,0.014305245260321398,0.0657973307048807
16,16,16,16,2019-02-28,34.34722137451172,33.84161758422852,32.7823371887207,0.014940296190771418,0.04773558934441802
17,17,17,17,2019-03-01,34.53212356567383,34.06268310546875,33.33500289916992,0.013781664196902632,0.035911821280619094
18,18,18,18,2019-03-04,34.43967819213867,34.53244400024414,33.39947891235352,-0.002686337755439916,0.031144176905119503
19,19,19,19,2019-03-05,34.319480895996094,34.3942756652832,33.45475006103516,-0.0021746284182575515,0.025847774482945063
20,20,20,20,2019-03-06,34.03287124633789,34.43112564086914,33.69424057006836,-0.011566696909221297,0.010050105612718463
21,21,21,21,2019-03-07,33.4781494140625,34.615352630615234,34.12715530395508,-0.032852567722997716,-0.019017286501385122
22,22,22,22,2019-03-08,33.18228912353516,34.34722137451172,33.84161758422852,-0.03391634619506734,-0.019482770262158833
23,23,23,23,2019-03-11,33.5151252746582,34.53212356567383,34.06268310546875,-0.029450789178414705,-0.016075005868302794
24,24,24,24,2019-03-12,33.54286193847656,34.43967819213867,34.53244400024414,-0.02604020422777409,-0.028656589199437588
25,25,25,25,2019-03-13,33.70928192138672,34.319480895996094,34.3942756652832,-0.017779959331510886,-0.01991592294493072
26,26,26,26,2019-03-14,33.60758590698242,34.03287124633789,34.43112564086914,-0.012496310883591155,-0.023918466752338552
27,27,27,27,2019-03-15,33.56135177612305,33.4781494140625,34.615352630615234,0.0024852736341991477,-0.030448941709176336
28,28,28,28,2019-03-18,33.53361892700195,33.18228912353516,34.34722137451172,0.010587871203183497,-0.023687576897079676
29,29,29,29,2019-03-19,34.088348388671875,33.5151252746582,34.53212356567383,0.017103415527051746,-0.012851082736280994
30,30,30,30,2019-03-20,33.93117904663086,33.54286193847656,34.43967819213867,0.011576743477242246,-0.014764921514971774
31,31,31,31,2019-03-21,34.393455505371094,33.70928192138672,34.319480895996094,0.02029629659806864,0.0021554699384638276
32,32,32,32,2019-03-22,33.884944915771484,33.60758590698242,34.03287124633789,0.008252869145576991,-0.004346572156538886
33,33,33,33,2019-03-25,33.949668884277344,33.56135177612305,33.4781494140625,0.011570365542622918,0.014084394701243008
34,34,34,34,2019-03-26,34.1160888671875,33.53361892700195,33.18228912353516,0.017369730999016397,0.028141510676851444
35,35,35,35,2019-03-27,34.05137252807617,34.088348388671875,33.5151252746582,-0.0010847067207278016,0.016000156616554406
36,36,36,36,2019-03-28,34.00514221191406,33.93117904663086,33.54286193847656,0.0021797994458594427,0.01378177790211832
37,37,37,37,2019-03-29,34.33797836303711,34.393455505371094,33.70928192138672,-0.0016130144970550875,0.018650543880364134
38,38,38,38,2019-04-01,34.837242126464844,33.884944915771484,33.60758590698242,0.028103844142598033,0.03658865063637151
39,39,39,39,2019-04-02,35.05912780761719,33.949668884277344,33.56135177612305,0.03267952117947326,0.0446280007279003
40,40,40,40,2019-04-03,35.12385177612305,34.1160888671875,33.53361892700195,0.029539227455372297,0.04742204688920726
41,41,41,41,2019-04-04,35.17932891845703,34.05137252807617,34.088348388671875,0.03312513730396138,0.032004499524174834
42,42,42,42,2019-04-05,34.98517227172852,34.00514221191406,33.93117904663086,0.028820054734871814,0.031062676120071853
43,43,43,43,2019-04-08,34.95743560791016,34.33797836303711,34.393455505371094,0.018040003354998557,0.016397890071004895
44,44,44,44,2019-04-09,34.90195846557617,34.837242126464844,33.884944915771484,0.0018576768756952688,0.030013728879674906
45,45,45,45,2019-04-10,34.87422561645508,35.05912780761719,33.949668884277344,-0.005274010014645447,0.027233159042853394
46,46,46,46,2019-04-11,33.579837799072266,35.12385177612305,34.1160888671875,-0.043959130305304184,-0.01571842159876058
47,47,47,47,2019-04-12,33.44116973876953,35.17932891845703,34.05137252807617,-0.04940853714738047,-0.01792006442041405
48,48,48,48,2019-04-15,33.49664306640625,34.98517227172852,34.00514221191406,-0.042547431059104746,-0.01495359561618459
49,49,49,49,2019-04-16,33.644561767578125,34.95743560791016,34.33797836303711,-0.0375563543921672,-0.020193867796404974
50,50,50,50,2019-04-17,33.256248474121094,34.90195846557617,34.837242126464844,-0.047152368056315286,-0.04538228504439257
51,51,51,51,2019-04-18,33.26549530029297,34.87422561645508,35.05912780761719,-0.046129492131376404,-0.0511602147425505
52,52,52,52,2019-04-22,33.422664642333984,33.579837799072266,35.12385177612305,-0.0046805811772748784,-0.04843395720470267
53,53,53,53,2019-04-23,33.903446197509766,33.44116973876953,35.17932891845703,0.013823573228788799,-0.036267966449975875
54,54,54,54,2019-04-24,35.61386489868164,33.49664306640625,34.98517227172852,0.06320698549039827,0.01797025957368703
55,55,55,55,2019-04-25,35.234798431396484,33.644561767578125,34.95743560791016,0.04726578621543531,0.007934301205536842
56,56,56,56,2019-04-26,35.465946197509766,33.256248474121094,34.90195846557617,0.06644458785266139,0.016159200134567175
57,57,57,57,2019-04-29,35.36424255371094,33.26549530029297,34.87422561645508,0.0630908163089785,0.014050976863114961
58,58,58,58,2019-04-30,35.826515197753906,33.422664642333984,33.579837799072266,0.07192276801219322,0.0669055464807431
59,59,59,59,2019-05-01,34.94819641113281,33.903446197509766,33.44116973876953,0.03081545774245753,0.04506501070792779
60,60,60,60,2019-05-02,34.754032135009766,35.61386489868164,33.49664306640625,-0.024143202826147236,0.03753776359352701
61,61,61,61,2019-05-03,35.3919677734375,35.234798431396484,33.644561767578125,0.0044606283855157525,0.05193724970860747
62,62,62,62,2019-05-06,35.02214813232422,35.465946197509766,33.256248474121094,-0.012513357537792369,0.05309978543061722
63,63,63,63,2019-05-07,34.837242126464844,35.36424255371094,33.26549530029297,-0.014902070260537581,0.04724856227100971
64,64,64,64,2019-05-08,34.70780563354492,35.826515197753906,33.422664642333984,-0.031225743224926328,0.03845118290129235
65,65,65,65,2019-05-09,34.781761169433594,34.94819641113281,33.903446197509766,-0.004762341373536483,0.02590636263956969
66,66,66,66,2019-05-10,34.55987548828125,34.754032135009766,35.61386489868164,-0.005586593405170093,-0.02959491797362912
67,67,67,67,2019-05-13,33.163795471191406,35.3919677734375,35.234798431396484,-0.06295700528746495,-0.05877720470680148
68,68,68,68,2019-05-14,34.02363967895508,35.02214813232422,35.465946197509766,-0.028510771229579457,-0.0406673632932979
69,69,69,69,2019-05-15,34.24552917480469,34.837242126464844,35.36424255371094,-0.016985068723641805,-0.03163402629667966
70,70,70,70,2019-05-16,34.458187103271484,34.70780563354492,35.826515197753906,-0.007191999774027291,-0.03819316746073609
71,71,71,71,2019-05-17,34.1160888671875,34.781761169433594,34.94819641113281,-0.01913854502661272,-0.023809742115339705
72,72,72,72,2019-05-20,33.80175018310547,34.55987548828125,34.754032135009766,-0.021936575131263125,-0.02740061781047287
73,73,73,73,2019-05-21,33.82022857666016,33.163795471191406,35.3919677734375,0.01979366644083269,-0.044409488809406206
74,74,74,74,2019-05-22,33.57059860229492,34.02363967895508,35.02214813232422,-0.013315479499989569,-0.04144661613973266
75,75,75,75,2019-05-23,33.237762451171875,34.24552917480469,34.837242126464844,-0.029427687289885762,-0.04591292472253106
