,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,GILD,GILD_6m,GILD_12m,GILD_6m_ret,GILD_12m_ret
0,0,0,0,2019-02-05,55.3063850402832,,,,
1,1,1,1,2019-02-06,56.18077087402344,,,,
2,2,2,2,2019-02-07,54.97951126098633,,,,
3,3,3,3,2019-02-08,55.1347770690918,,,,
4,4,4,4,2019-02-11,55.257362365722656,,,,
5,5,5,5,2019-02-12,53.4432258605957,,,,
6,6,6,6,2019-02-13,53.88450241088867,55.3063850402832,,-0.02570919484900125,
7,7,7,7,2019-02-14,54.23588562011719,56.18077087402344,,-0.034618344028552905,
8,8,8,8,2019-02-15,55.23284149169922,54.97951126098633,,0.004607720674531635,
9,9,9,9,2019-02-19,54.55458450317383,55.1347770690918,,-0.010523168801261362,
10,10,10,10,2019-02-20,54.7343635559082,55.257362365722656,,-0.009464780572640552,
11,11,11,11,2019-02-21,53.565799713134766,53.4432258605957,,0.002293533943081849,
12,12,12,12,2019-02-22,53.72106170654297,53.88450241088867,55.3063850402832,-0.0030331671822708683,-0.028664381745173606
13,13,13,13,2019-02-25,53.40236282348633,54.23588562011719,56.18077087402344,-0.015368473974391783,-0.049454786883705304
14,14,14,14,2019-02-26,53.345157623291016,55.23284149169922,54.97951126098633,-0.0341768378636087,-0.02972659451149129
15,15,15,15,2019-02-27,53.58214569091797,54.55458450317383,55.1347770690918,-0.017825061286999344,-0.02816065395944478
16,16,16,16,2019-02-28,53.13269805908203,54.7343635559082,55.257362365722656,-0.029262521618437343,-0.0384503388449573
17,17,17,17,2019-03-01,53.94169998168945,53.565799713134766,53.4432258605957,0.007017542360382434,0.009327171275064883
18,18,18,18,2019-03-04,53.48408889770508,53.72106170654297,53.88450241088867,-0.004411171360171218,-0.00743095872223698
19,19,19,19,2019-03-05,52.61787414550781,53.40236282348633,54.23588562011719,-0.014690149208781755,-0.02983285800737845
20,20,20,20,2019-03-06,51.41663360595703,53.345157623291016,55.23284149169922,-0.036151810272128104,-0.0690930935775903
21,21,21,21,2019-03-07,51.09794235229492,53.58214569091797,54.55458450317383,-0.04636252069771285,-0.0633611672118557
22,22,22,22,2019-03-08,51.669952392578125,53.13269805908203,54.7343635559082,-0.027530046843798006,-0.05598696987131213
23,23,23,23,2019-03-11,52.5770149230957,53.94169998168945,53.565799713134766,-0.025299259368113947,-0.018459255632033544
24,24,24,24,2019-03-12,52.97743606567383,53.48408889770508,53.72106170654297,-0.009472963688327729,-0.013842348182380948
25,25,25,25,2019-03-13,53.72924041748047,52.61787414550781,53.40236282348633,0.021121459010284616,0.006121032417134575
26,26,26,26,2019-03-14,53.45695877075195,51.41663360595703,53.345157623291016,0.039682200519610245,0.0020958068631167226
27,27,27,27,2019-03-15,54.150020599365234,51.09794235229492,53.58214569091797,0.0597299638022164,0.010598211421449566
28,28,28,28,2019-03-18,53.646728515625,51.669952392578125,53.13269805908203,0.03825775003676646,0.009674465542317767
29,29,29,29,2019-03-19,54.034515380859375,52.5770149230957,53.94169998168945,0.027721247771398838,0.0017206613659084269
30,30,30,30,2019-03-20,53.30018997192383,52.97743606567383,53.48408889770508,0.006092290043064663,-0.0034383856876196717
31,31,31,31,2019-03-21,53.56422424316406,53.72924041748047,52.61787414550781,-0.0030712545540234615,0.01798533507908817
32,32,32,32,2019-03-22,52.61537551879883,53.45695877075195,51.41663360595703,-0.015743193614178863,0.023314282339614634
33,33,33,33,2019-03-25,52.63187789916992,54.150020599365234,51.09794235229492,-0.02803586560801985,0.03001951695626559
34,34,34,34,2019-03-26,53.00317001342773,53.646728515625,51.669952392578125,-0.011996230152409582,0.02580257110980244
35,35,35,35,2019-03-27,52.52461624145508,54.034515380859375,52.5770149230957,-0.027943234592960664,-0.00099660815124758
36,36,36,36,2019-03-28,52.54937362670898,53.30018997192383,52.97743606567383,-0.014086560397070791,-0.00808008976565422
37,37,37,37,2019-03-29,53.63848876953125,53.56422424316406,53.72924041748047,0.0013864576107749382,-0.0016890551074996152
38,38,38,38,2019-04-01,54.35630035400391,52.61537551879883,53.45695877075195,0.03308775843637335,0.016823657834871497
39,39,39,39,2019-04-02,54.65332794189453,52.63187789916992,54.150020599365234,0.03840733265488305,0.009294684230188421
40,40,40,40,2019-04-03,54.99986267089844,53.00317001342773,53.646728515625,0.03767119319400836,0.025223050737927633
41,41,41,41,2019-04-04,55.14837646484375,52.52461624145508,54.034515380859375,0.049952963222563485,0.020613881259661238
42,42,42,42,2019-04-05,55.7259407043457,52.54937362670898,53.30018997192383,0.06044919013120631,0.04551110856639817
43,43,43,43,2019-04-08,55.59391403198242,53.63848876953125,53.56422424316406,0.03645563675093566,0.03789263855673952
44,44,44,44,2019-04-09,54.52955627441406,54.35630035400391,52.61537551879883,0.0031874119335162376,0.03638063468598296
45,45,45,45,2019-04-10,55.61041259765625,54.65332794189453,52.63187789916992,0.017511919068848858,0.05659183782483468
46,46,46,46,2019-04-11,54.71107482910156,54.99986267089844,53.00317001342773,-0.005250701143108105,0.03222269187373428
47,47,47,47,2019-04-12,53.86124420166016,55.14837646484375,52.52461624145508,-0.02333944071779004,0.025447648280962687
48,48,48,48,2019-04-15,53.98501968383789,55.7259407043457,52.54937362670898,-0.031240765045928542,0.02731994613917199
49,49,49,49,2019-04-16,53.25069427490234,55.59391403198242,53.63848876953125,-0.042148853842743694,-0.007229780396967422
50,50,50,50,2019-04-17,52.18634414672852,54.52955627441406,54.35630035400391,-0.042971413812604276,-0.039920969476274326
51,51,51,51,2019-04-18,51.93881607055664,55.61041259765625,54.65332794189453,-0.0660235440737289,-0.049667823965337754
52,52,52,52,2019-04-22,51.0477180480957,54.71107482910156,54.99986267089844,-0.06695823089655828,-0.07185735438015728
53,53,53,53,2019-04-23,52.01306915283203,53.86124420166016,55.14837646484375,-0.034313634529281156,-0.05685221420816311
54,54,54,54,2019-04-24,51.81504440307617,53.98501968383789,55.7259407043457,-0.040195878291239495,-0.07018089334765676
55,55,55,55,2019-04-25,52.92066192626953,53.25069427490234,55.59391403198242,-0.006197709778750338,-0.048085337257869676
56,56,56,56,2019-04-26,53.75398635864258,52.18634414672852,54.52955627441406,0.03003931847585317,-0.014222927321625556
57,57,57,57,2019-04-29,53.56422424316406,51.93881607055664,55.61041259765625,0.03129467122237384,-0.03679505795607829
58,58,58,58,2019-04-30,53.663230895996094,51.0477180480957,54.71107482910156,0.05123662619818048,-0.019152318545716196
59,59,59,59,2019-05-01,53.52296829223633,52.01306915283203,53.86124420166016,0.02902922600025204,-0.006280506780669715
60,60,60,60,2019-05-02,53.87775802612305,51.81504440307617,53.98501968383789,0.03980916443882099,-0.001986878181077234
61,61,61,61,2019-05-03,55.38764572143555,52.92066192626953,53.25069427490234,0.04661664660587728,0.0401300203806052
62,62,62,62,2019-05-06,55.84969711303711,53.75398635864258,52.18634414672852,0.03898707605445484,0.07019753972435017
63,63,63,63,2019-05-07,54.78533554077149,53.56422424316406,51.93881607055664,0.0227971433332812,0.05480524366107953
64,64,64,64,2019-05-08,54.5130615234375,53.663230895996094,51.0477180480957,0.015836367159637765,0.06788439538231361
65,65,65,65,2019-05-09,54.56256866455078,53.52296829223633,52.01306915283203,0.01942344390614159,0.04901651744924829
66,66,66,66,2019-05-10,54.10052490234375,53.87775802612305,51.81504440307617,0.004134672346846502,0.04410843463702396
67,67,67,67,2019-05-13,52.94540786743164,55.38764572143555,52.92066192626953,-0.04409354870013438,0.0004676045283897867
68,68,68,68,2019-05-14,53.69623565673828,55.84969711303711,53.75398635864258,-0.038558158192699366,-0.0010743519842228988
69,69,69,69,2019-05-15,53.87775802612305,54.78533554077149,53.56422424316406,-0.016566066552116343,0.005853417787507587
70,70,70,70,2019-05-16,54.27378463745117,54.5130615234375,53.663230895996094,-0.004389349621896632,0.011377506185536568
71,71,71,71,2019-05-17,54.75233459472656,54.56256866455078,53.52296829223633,0.0034779508153741645,0.022968948504086484
72,72,72,72,2019-05-20,54.33980178833008,54.10052490234375,53.87775802612305,0.004422820045059561,0.008575779303641617
73,73,73,73,2019-05-21,54.88434600830078,52.94540786743164,55.38764572143555,0.0366214600843946,-0.00908685874944104
74,74,74,74,2019-05-22,54.86785507202149,53.69623565673828,55.84969711303711,0.021819395735168,-0.017580078169957103
75,75,75,75,2019-05-23,55.42065048217773,53.87775802612305,54.78533554077149,0.02863690904336802,0.011596441550192349
76,76,76,76,2019-05-24,55.18963623046875,54.27378463745117,54.5130615234375,0.016874658716643065,0.012411240317888872
77,77,77,77,2019-05-28,52.7803955078125,54.75233459472656,54.56256866455078,-0.03601561653051388,-0.032662926258018254
78,78,78,78,2019-05-29,52.28535079956055,54.33980178833008,54.10052490234375,-0.037807480357993195,-0.03355187599491416
79,79,79,79,2019-05-30,52.260589599609375,54.88434600830078,52.94540786743164,-0.047805186715618064,-0.012934422368356513
80,80,80,80,2019-05-31,51.36126327514648,54.86785507202149,53.69623565673828,-0.0639097663335324,-0.04348484308133793
81,81,81,81,2019-06-03,52.49987030029297,55.42065048217773,53.87775802612305,-0.052702019129566624,-0.025574333014413808
82,82,82,82,2019-06-04,53.06917190551758,55.18963623046875,54.27378463745117,-0.03842142238619284,-0.022195112059724686
83,83,83,83,2019-06-05,53.16818618774414,52.7803955078125,54.75233459472656,0.007347248466037737,-0.028932983747783414
84,84,84,84,2019-06-06,52.58238220214844,52.28535079956055,54.33980178833008,0.0056809679584359785,-0.03234129548406006
85,85,85,85,2019-06-07,53.91900634765625,52.260589599609375,54.88434600830078,0.03173360195039354,-0.017588615531622276
86,86,86,86,2019-06-10,54.5543212890625,51.36126327514648,54.86785507202149,0.0621686035409712,-0.005714343718146719
87,87,87,87,2019-06-11,54.53780746459961,52.49987030029297,55.42065048217773,0.03881794664729421,-0.015929856649048557
88,88,88,88,2019-06-12,55.09887313842773,53.06917190551758,55.18963623046875,0.03824633322946425,-0.001644567680460951
