,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,GILD,GILD_6m,GILD_12m,GILD_6m_ret,GILD_12m_ret
89,89,89,89,2019-06-13,55.79853820800781,53.16818618774414,52.7803955078125,0.04947229177567847,0.05718302546157639
90,90,90,90,2019-06-14,55.27378082275391,52.58238220214844,52.28535079956055,0.05118441781999583,0.057156162816038414
91,91,91,91,2019-06-17,55.89016342163086,53.91900634765625,52.260589599609375,0.03655774109161225,0.06945145184601231
92,92,92,92,2019-06-18,56.80638122558594,54.5543212890625,51.36126327514648,0.04128105497987278,0.10601604406164067
93,93,93,93,2019-06-19,56.85638046264648,54.53780746459961,52.49987030029297,0.04251313182239391,0.08298135095257941
94,94,94,94,2019-06-20,57.114593505859375,55.09887313842773,53.06917190551758,0.03658369495810643,0.07622922037570357
95,95,95,95,2019-06-21,57.789249420166016,55.79853820800781,53.16818618774414,0.03567676279864451,0.08691406579310912
96,96,96,96,2019-06-24,57.339473724365234,55.27378082275391,52.58238220214844,0.037372021071534256,0.09046930403283304
97,97,97,97,2019-06-25,57.03962707519531,55.89016342163086,53.91900634765625,0.020566475086018166,0.05787608004899214
98,98,98,98,2019-06-26,55.54032897949219,56.80638122558594,54.5543212890625,-0.022287148358669073,0.01807386962446489
99,99,99,99,2019-06-27,55.87350845336914,56.85638046264648,54.53780746459961,-0.017286925429997546,0.024491285052787193
100,100,100,100,2019-06-28,56.273319244384766,57.114593505859375,55.09887313842773,-0.01472958502958277,0.021315247282942096
101,101,101,101,2019-07-01,56.49821472167969,57.789249420166016,55.79853820800781,-0.022340395686741843,0.012539334114158862
102,102,102,102,2019-07-02,57.339473724365234,57.339473724365234,55.27378082275391,0.0,0.037372021071534256
103,103,103,103,2019-07-03,57.47275161743164,57.03962707519531,55.89016342163086,0.007593397159931348,0.028316041659457447
104,104,104,104,2019-07-05,57.08126449584961,55.54032897949219,56.80638122558594,0.02774444344624616,0.0048389505603616545
105,105,105,105,2019-07-08,56.20667266845703,55.87350845336914,56.85638046264648,0.0059628296899583155,-0.011427174732241197
106,106,106,106,2019-07-09,56.43157196044922,56.273319244384766,57.114593505859375,0.002812215774534055,-0.011958792026421139
107,107,107,107,2019-07-10,56.19002151489258,56.49821472167969,57.789249420166016,-0.005454919386485457,-0.02767345001569399
108,108,108,108,2019-07-11,55.1321907043457,57.339473724365234,57.339473724365234,-0.038494999633761795,-0.038494999633761795
109,109,109,109,2019-07-12,55.19049835205078,57.47275161743164,57.03962707519531,-0.03971017919191888,-0.03241831719388388
110,110,110,110,2019-07-15,56.69811630249024,57.08126449584961,55.54032897949219,-0.006712328410090285,0.020845885220189375
111,111,111,111,2019-07-16,55.75689697265625,56.20667266845703,55.87350845336914,-0.008002176155380125,-0.0020870620789852357
112,112,112,112,2019-07-17,55.740234375,56.43157196044922,56.273319244384766,-0.012250900718019153,-0.009473137119736519
113,113,113,113,2019-07-18,55.98178863525391,56.19002151489258,56.49821472167969,-0.003705869370124293,-0.009140573537938845
114,114,114,114,2019-07-19,54.17430877685547,55.1321907043457,57.339473724365234,-0.017374276538855704,-0.055200453403617344
115,115,115,115,2019-07-22,54.06602478027344,55.19049835205078,57.47275161743164,-0.020374405112353222,-0.05927551302633183
116,116,116,116,2019-07-23,55.307106018066406,56.69811630249024,57.08126449584961,-0.02453362430953887,-0.031081274976173745
117,117,117,117,2019-07-24,55.50701141357422,55.75689697265625,56.20667266845703,-0.004481697738749291,-0.012448010559348743
118,118,118,118,2019-07-25,55.2404670715332,55.740234375,56.43157196044922,-0.008966006495497392,-0.021107065558103155
119,119,119,119,2019-07-26,55.740234375,55.98178863525391,56.19002151489258,-0.00431487214222015,-0.008004751159836565
120,120,120,120,2019-07-29,56.531532287597656,54.17430877685547,55.1321907043457,0.04351183363412381,0.025381570464996006
121,121,121,121,2019-07-30,55.881832122802734,54.06602478027344,55.19049835205078,0.033584998155659074,0.012526318685184723
122,122,122,122,2019-07-31,54.57411575317383,55.307106018066406,56.69811630249024,-0.01325309381859796,-0.03746157170345221
123,123,123,123,2019-08-01,54.53248596191406,55.50701141357422,55.75689697265625,-0.01755679916540842,-0.0219598126370385
124,124,124,124,2019-08-02,54.09933853149414,55.2404670715332,55.740234375,-0.0206574745025484,-0.02943826594747534
125,125,125,125,2019-08-05,52.77497482299805,55.740234375,55.98178863525391,-0.0531978307097305,-0.05728316101419473
126,126,126,126,2019-08-06,53.29139709472656,56.531532287597656,54.17430877685547,-0.05731553810335932,-0.016297608627839244
127,127,127,127,2019-08-07,53.20810317993164,55.881832122802734,54.06602478027344,-0.04784612174123892,-0.015868035496014787
128,128,128,128,2019-08-08,53.99106216430664,54.57411575317383,55.307106018066406,-0.010683701986198058,-0.023795203700043066
129,129,129,129,2019-08-09,54.34089660644531,54.53248596191406,55.50701141357422,-0.003513306831501417,-0.021008423574462753
130,130,130,130,2019-08-12,53.29139709472656,54.09933853149414,55.2404670715332,-0.014934405090687553,-0.03528337250086444
131,131,131,131,2019-08-13,53.55794143676758,52.77497482299805,55.740234375,0.014835944808984314,-0.03915112598111359
132,132,132,132,2019-08-14,52.575077056884766,53.29139709472656,56.531532287597656,-0.013441569876063153,-0.06998669716902206
133,133,133,133,2019-08-15,52.3668327331543,53.20810317993164,55.881832122802734,-0.015810946011972193,-0.0629005753054781
134,134,134,134,2019-08-16,52.59173202514648,53.99106216430664,54.57411575317383,-0.025917810894360516,-0.03632461471282866
135,135,135,135,2019-08-19,53.39967727661133,54.34089660644531,54.53248596191406,-0.017320644093353987,-0.020773098187636174
136,136,136,136,2019-08-20,52.841609954833984,53.29139709472656,54.09933853149414,-0.008440145397071719,-0.023248501937375154
137,137,137,137,2019-08-21,53.41632843017578,53.55794143676758,52.77497482299805,-0.0026441084700574713,0.012152608491596162
138,138,138,138,2019-08-22,53.491310119628906,52.575077056884766,53.29139709472656,0.017427136849515357,0.0037513188957496446
139,139,139,139,2019-08-23,52.06697082519531,52.3668327331543,53.20810317993164,-0.0057261799560609505,-0.021446589645892966
140,140,140,140,2019-08-26,52.47511672973633,52.59173202514648,53.99106216430664,-0.0022173693643402492,-0.02807771089883282
141,141,141,141,2019-08-27,52.73332977294922,53.39967727661133,54.34089660644531,-0.012478493085462228,-0.029583001641261486
142,142,142,142,2019-08-28,53.00819396972656,52.841609954833984,53.29139709472656,0.0031525158872895975,-0.005314237202237337
143,143,143,143,2019-08-29,53.099830627441406,53.41632843017578,53.55794143676758,-0.0059251133882796125,-0.008553555215841002
144,144,144,144,2019-08-30,52.924903869628906,53.491310119628906,52.575077056884766,-0.010588752616701225,0.0066538525918971025
145,145,145,145,2019-09-03,52.45012664794922,52.06697082519531,52.3668327331543,0.007358903671202066,0.001590585308440584
146,146,146,146,2019-09-04,52.70001220703125,52.47511672973633,52.59173202514648,0.004285754683561738,0.0020588822180831468
147,147,147,147,2019-09-05,53.358028411865234,52.73332977294922,53.39967727661133,0.011846371954999713,-0.0007799460009908499
148,148,148,148,2019-09-06,53.99106216430664,53.00819396972656,52.841609954833984,0.01854181629242846,0.021752785550159137
149,149,149,149,2019-09-09,55.24880599975586,53.099830627441406,53.41632843017578,0.04047047508290702,0.034305569540883596
150,150,150,150,2019-09-10,55.87350845336914,52.924903869628906,53.491310119628906,0.05571298893624066,0.044534305262156515
151,151,151,151,2019-09-11,56.70644760131836,52.45012664794922,52.06697082519531,0.08114986989331818,0.0891059476399958
152,152,152,152,2019-09-12,55.7900505065918,52.70001220703125,52.47511672973633,0.05863448925630932,0.06317153697681976
153,153,153,153,2019-09-13,55.92456817626953,53.358028411865234,52.73332977294922,0.04810034854724088,0.06051653512229627
154,154,154,154,2019-09-16,55.386512756347656,53.99106216430664,53.00819396972656,0.025845955536017318,0.04486700278789679
155,155,155,155,2019-09-17,55.63032913208008,55.24880599975586,53.099830627441406,0.006905545294968007,0.04765549107666911
156,156,156,156,2019-09-18,55.25200271606445,55.87350845336914,52.924903869628906,-0.011123442119683302,0.043969826608810436
157,157,157,157,2019-09-19,55.45376968383789,56.70644760131836,52.45012664794922,-0.022090572950144494,0.057266649822400595
158,158,158,158,2019-09-20,55.84051132202149,55.7900505065918,52.70001220703125,0.0009044769626751492,0.05959199976373508
159,159,159,159,2019-09-23,55.26041412353516,55.92456817626953,53.358028411865234,-0.011875890586066085,0.03565322348467603
160,160,160,160,2019-09-24,54.276763916015625,55.386512756347656,53.99106216430664,-0.020036445428762706,0.005291649029602885
161,161,161,161,2019-09-25,53.9741096496582,55.63032913208008,55.24880599975586,-0.029771879984560323,-0.023071925755341893
162,162,162,162,2019-09-26,53.21746444702149,55.25200271606445,55.87350845336914,-0.03682288729873351,-0.0475367321628698
163,163,163,163,2019-09-27,52.88117980957031,55.45376968383789,56.70644760131836,-0.04639161393237734,-0.06745736955067372
164,164,164,164,2019-09-30,53.28472137451172,55.84051132202149,55.7900505065918,-0.045769458176538214,-0.04490637863437785
165,165,165,165,2019-10-01,53.15021133422852,55.26041412353516,55.92456817626953,-0.03818651783153959,-0.04960890950997543
166,166,166,166,2019-10-02,51.805057525634766,54.276763916015625,55.386512756347656,-0.04553894175056972,-0.06466294865806355
167,167,167,167,2019-10-03,52.3178939819336,53.9741096496582,55.63032913208008,-0.030685372643939335,-0.059543691396862664
168,168,168,168,2019-10-04,52.595333099365234,53.21746444702149,55.25200271606445,-0.011690360563412328,-0.0480827750326378
169,169,169,169,2019-10-07,52.73825454711914,52.88117980957031,55.45376968383789,-0.0027027623620701213,-0.04896899078639538
170,170,170,170,2019-10-08,51.86390686035156,53.28472137451172,55.84051132202149,-0.026664576214520452,-0.07121361118521308
171,171,171,171,2019-10-09,52.10771179199219,53.15021133422852,55.26041412353516,-0.019614212550928656,-0.05705173190514068
172,172,172,172,2019-10-10,53.183841705322266,51.805057525634766,54.276763916015625,0.026614856648025764,-0.02013609750913814
173,173,173,173,2019-10-11,53.79755783081055,52.3178939819336,53.9741096496582,0.028282175299103374,-0.0032710464330701905
174,174,174,174,2019-10-14,54.23472213745117,52.595333099365234,53.21746444702149,0.03116985750406287,0.019115110067717822
175,175,175,175,2019-10-15,54.89889907836914,52.73825454711914,52.88117980957031,0.04096920821146188,0.03815571581543398
176,176,176,176,2019-10-16,54.9409294128418,51.86390686035156,53.28472137451172,0.05932878448157419,0.03108223137152999
177,177,177,177,2019-10-17,54.84004592895508,52.10771179199219,53.15021133422852,0.05243627177240184,0.03179356304155112
178,178,178,178,2019-10-18,54.57101821899414,53.183841705322266,51.805057525634766,0.026082668517213525,0.05339171164882295
179,179,179,179,2019-10-21,54.82323455810547,53.79755783081055,52.3178939819336,0.019065488632785232,0.0478868774235639
180,180,180,180,2019-10-22,55.36970901489258,54.23472213745117,52.595333099365234,0.02092731063625486,0.05274946943079306
181,181,181,181,2019-10-23,55.97502136230469,54.89889907836914,52.73825454711914,0.019601891877637945,0.061374174078773214
182,182,182,182,2019-10-24,55.48740005493164,54.9409294128418,51.86390686035156,0.009946512516807005,0.06986541149583414
183,183,183,183,2019-10-25,53.23427200317383,54.84004592895508,52.10771179199219,-0.02928104633357742,0.021619836535496706
184,184,184,184,2019-10-28,53.5789794921875,54.57101821899414,53.183841705322266,-0.018178856821501443,0.00742965859921485
185,185,185,185,2019-10-29,53.34357452392578,54.82323455810547,53.79755783081055,-0.02698965221782823,-0.008438734492604905
186,186,186,186,2019-10-30,53.09136199951172,55.36970901489258,54.23472213745117,-0.04114789577037625,-0.021081699930936337
187,187,187,187,2019-10-31,53.56216430664063,55.97502136230469,54.89889907836914,-0.04310596042557202,-0.024349026923477957
188,188,188,188,2019-11-01,54.36084365844727,55.48740005493164,54.9409294128418,-0.020302922742263974,-0.010558353500640605
189,189,189,189,2019-11-04,54.82323455810547,53.23427200317383,54.84004592895508,0.029848488485705316,-0.0003065528222092606
190,190,190,190,2019-11-05,54.97456741333008,53.5789794921875,54.57101821899414,0.02604730314704984,0.00739493613105191
191,191,191,191,2019-11-06,54.99138259887695,53.34357452392578,54.82323455810547,0.030890469745556537,0.0030670944924504617
192,192,192,192,2019-11-07,53.7723388671875,53.09136199951172,55.36970901489258,0.012826509662382524,-0.028849169990679213
193,193,193,193,2019-11-08,54.966156005859375,53.56216430664063,55.97502136230469,0.02621237803575238,-0.018023492120089024
194,194,194,194,2019-11-11,54.34402084350586,54.36084365844727,55.48740005493164,-0.000309465670678577,-0.020606105355339355
195,195,195,195,2019-11-12,54.07499313354492,54.82323455810547,53.23427200317383,-0.013648253894386841,0.0157928548421018
196,196,196,196,2019-11-13,53.2426872253418,54.97456741333008,53.5789794921875,-0.03150329815179842,-0.006276570961840311
197,197,197,197,2019-11-14,53.64623260498047,54.99138259887695,53.34357452392578,-0.024461105182759235,0.005673749533206429
198,198,198,198,2019-11-15,54.70553207397461,53.7723388671875,53.09136199951172,0.017354521422101588,0.030403629021190648
199,199,199,199,2019-11-18,54.049766540527344,54.966156005859375,53.56216430664063,-0.016671885609653048,0.009103482657930151
200,200,200,200,2019-11-19,54.64667892456055,54.34402084350586,54.36084365844727,0.0055692986340898365,0.005258109456674376
201,201,201,201,2019-11-20,54.54579162597656,54.07499313354492,54.82323455810547,0.008706399486153371,-0.005060681558926472
202,202,202,202,2019-11-21,55.26041412353516,53.2426872253418,54.97456741333008,0.03789678927462159,0.0051996172713089095
203,203,203,203,2019-11-22,54.865272521972656,53.64623260498047,54.99138259887695,0.022723681753544334,-0.002293269798727904
204,204,204,204,2019-11-25,56.5130729675293,54.70553207397461,53.7723388671875,0.03304128165887277,0.05096921871133686
205,205,205,205,2019-11-26,56.563514709472656,54.049766540527344,54.966156005859375,0.046508030095938846,0.02906076792859591
206,206,206,206,2019-11-27,56.42900848388672,54.64667892456055,54.34402084350586,0.032615514691874736,0.03836645886738821
207,207,207,207,2019-11-29,56.52988052368164,54.54579162597656,54.07499313354492,0.03637473833563698,0.04539783082494475
208,208,208,208,2019-12-02,55.58829879760742,55.26041412353516,53.2426872253418,0.005933445835915485,0.04405509365705318
209,209,209,209,2019-12-03,55.54625701904297,54.865272521972656,53.64623260498047,0.012411940481979578,0.035417667220980276
210,210,210,210,2019-12-04,56.11793899536133,56.5130729675293,54.70553207397461,-0.006991903844885572,0.02581835634971652
211,211,211,211,2019-12-05,55.42855453491211,56.563514709472656,54.049766540527344,-0.020065234283796696,0.025509601292189377
212,212,212,212,2019-12-06,56.39538192749024,56.42900848388672,54.64667892456055,-0.0005959090421743252,0.03200016976958042
213,213,213,213,2019-12-09,56.26927947998047,56.52988052368164,54.54579162597656,-0.00460996982988493,0.031597082059454884
214,214,214,214,2019-12-10,56.39538192749024,55.58829879760742,55.26041412353516,0.014518939189366975,0.020538532364557494
215,215,215,215,2019-12-11,56.983882904052734,55.54625701904297,54.865272521972656,0.025881597827859038,0.038614779161656454
216,216,216,216,2019-12-12,57.391212463378906,56.11793899536133,56.5130729675293,0.02268924145847251,0.015538696618995873
217,217,217,217,2019-12-13,55.81279754638672,55.42855453491211,56.563514709472656,0.006932221392000892,-0.013272109538133292
218,218,218,218,2019-12-16,56.10982131958008,56.39538192749024,56.42900848388672,-0.005063545952704418,-0.0056564375820600254
219,219,219,219,2019-12-17,56.17770004272461,56.26927947998047,56.52988052368164,-0.0016275210577103572,-0.0062299880646217165
220,220,220,220,2019-12-18,55.73643112182617,56.39538192749024,55.58829879760742,-0.011684481656872303,0.0026648112538592006
221,221,221,221,2019-12-19,55.40546798706055,56.983882904052734,55.54625701904297,-0.027699321923180698,-0.0025346268054416976
222,222,222,222,2019-12-20,56.72929000854492,57.391212463378906,56.11793899536133,-0.011533515784430515,0.010894038949543772
223,223,223,223,2019-12-23,56.64443206787109,55.81279754638672,55.42855453491211,0.014900427107119807,0.02193594155866263
224,224,224,224,2019-12-24,56.61897659301758,56.10982131958008,56.39538192749024,0.0090742629625844,0.003964769062382079
225,225,225,225,2019-12-26,56.33894348144531,56.17770004272461,56.26927947998047,0.002870239233683014,0.0012380468011792267
226,226,226,226,2019-12-27,55.96554565429688,55.73643112182617,56.39538192749024,0.0041106782020170485,-0.007621834598904198
227,227,227,227,2019-12-30,55.09997177124024,55.40546798706055,56.983882904052734,-0.005513827911202807,-0.03306042054004199
228,228,228,228,2019-12-31,55.14240264892578,56.72929000854492,57.391212463378906,-0.02797298114219504,-0.03918387010708446
229,229,229,229,2020-01-02,55.35456085205078,56.64443206787109,55.81279754638672,-0.02277136814214653,-0.00821024414615823
230,230,230,230,2020-01-03,55.218780517578125,56.61897659301758,56.10982131958008,-0.024730155147525745,-0.015880300115855395
231,231,231,231,2020-01-06,55.71098327636719,56.33894348144531,56.17770004272461,-0.011146112551523757,-0.008307865327389141
232,232,232,232,2020-01-07,55.26121139526367,55.96554565429688,55.73643112182617,-0.012585140568161957,-0.00852619582914782
233,233,233,233,2020-01-08,55.8382568359375,55.09997177124024,55.40546798706055,0.013399009853624078,0.007811302107908036
234,234,234,234,2020-01-09,55.8721923828125,55.14240264892578,56.72929000854492,0.013234637934314453,-0.015108555485240927
235,235,235,235,2020-01-10,55.18484115600586,55.35456085205078,56.64443206787109,-0.0030660471952534962,-0.025767597247975838
236,236,236,236,2020-01-13,54.57383346557617,55.218780517578125,56.61897659301758,-0.011679849608352777,-0.03612116026296419
237,237,237,237,2020-01-14,54.48048782348633,55.71098327636719,56.33894348144531,-0.022087125024821463,-0.032987051994878946
238,238,238,238,2020-01-15,54.39563751220703,55.26121139526367,55.96554565429688,-0.015663317202105786,-0.02805133272151561
239,239,239,239,2020-01-16,53.63188934326172,55.8382568359375,55.09997177124024,-0.03951354533073037,-0.026643977860344337
240,240,240,240,2020-01-17,53.44518661499024,55.8721923828125,55.14240264892578,-0.0434385275450343,-0.030778782795178095
241,241,241,241,2020-01-21,53.1481819152832,55.18484115600586,55.35456085205078,-0.03690613578038726,-0.03985902702154376
242,242,242,242,2020-01-22,53.80161285400391,54.57383346557617,55.218780517578125,-0.014150015905687763,-0.025664595456306283
