,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LEN,LEN_6m,LEN_12m,LEN_6m_ret,LEN_12m_ret
52,52,52,52,2019-04-22,49.17359924316406,48.427825927734375,47.02124786376953,0.015399686051208672,0.0457740165814049
53,53,53,53,2019-04-23,49.56093597412109,48.11630630493164,47.85197830200195,0.030023702568403143,0.03571341734992872
54,54,54,54,2019-04-24,49.72153854370117,48.27677917480469,48.78655242919922,0.02992658983452845,0.019164832683326694
55,55,55,55,2019-04-25,48.71067428588867,48.52222442626953,48.427825927734375,0.003883784427597625,0.005840616478971716
56,56,56,56,2019-04-26,49.15471267700195,49.003684997558594,47.4177360534668,0.0030819657634091335,0.036631369780636414
57,57,57,57,2019-04-29,49.27752685546875,49.94769287109375,47.99357604980469,-0.013417356780714207,0.026752555473917194
58,58,58,58,2019-04-30,49.15471267700195,49.17359924316406,48.427825927734375,-0.00038407939326778884,0.015009691955865767
59,59,59,59,2019-05-01,49.17359161376953,49.56093597412109,48.11630630493164,-0.007815517458221732,0.02197353433859739
60,60,60,60,2019-05-02,49.46646499633789,49.72153854370117,48.27677917480469,-0.005130041322818135,0.024643023869208136
61,61,61,61,2019-05-03,49.34364700317383,48.71067428588867,48.52222442626953,0.012994538190339355,0.01692879060300423
62,62,62,62,2019-05-06,48.98463821411133,49.15471267700195,49.003684997558594,-0.0034599828506413077,-0.0003886806359197914
63,63,63,63,2019-05-07,48.890174865722656,49.27752685546875,49.94769287109375,-0.007860621554368952,-0.021172509571170006
64,64,64,64,2019-05-08,48.30443954467773,49.15471267700195,49.17359924316406,-0.017297896498987053,-0.017675332126662724
65,65,65,65,2019-05-09,48.91851043701172,49.17359161376953,49.56093597412109,-0.0051873611096242556,-0.012962336656531681
66,66,66,66,2019-05-10,48.99409484863281,49.46646499633789,49.72153854370117,-0.009549300677540784,-0.014630353693279141
67,67,67,67,2019-05-13,48.62564468383789,49.34364700317383,48.71067428588867,-0.014551059010489364,-0.0017456051121718108
68,68,68,68,2019-05-14,49.83491516113281,48.98463821411133,49.15471267700195,0.017358032600035322,0.013837991254277204
69,69,69,69,2019-05-15,49.99551010131836,48.890174865722656,49.27752685546875,0.022608535122476292,0.014570196429610993
70,70,70,70,2019-05-16,50.69463348388672,48.30443954467773,49.15471267700195,0.04948186878347394,0.031328040039693805
71,71,71,71,2019-05-17,50.19392013549805,48.91851043701172,49.17359161376953,0.02607212867056874,0.020749522014633648
72,72,72,72,2019-05-20,48.94685745239258,48.99409484863281,49.46646499633789,-0.0009641446869500525,-0.010504238456978454
73,73,73,73,2019-05-21,49.40032958984375,48.62564468383789,49.34364700317383,0.01593161203399629,0.0011487311966680291
74,74,74,74,2019-05-22,48.89962768554688,49.83491516113281,48.98463821411133,-0.018767714815242198,-0.0017354528207979003
75,75,75,75,2019-05-23,48.257205963134766,49.99551010131836,48.890174865722656,-0.034769204967822764,-0.012946750637041982
76,76,76,76,2019-05-24,49.04133987426758,50.69463348388672,48.30443954467773,-0.032612793426046616,0.015255333392457215
77,77,77,77,2019-05-28,48.474491119384766,50.19392013549805,48.91851043701172,-0.034255722833994584,-0.009076713776857148
78,78,78,78,2019-05-29,47.75648880004883,48.94685745239258,48.99409484863281,-0.02431961343997502,-0.025260310500838212
79,79,79,79,2019-05-30,47.52975463867188,49.40032958984375,48.62564468383789,-0.03786563706563695,-0.022537285670790497
80,80,80,80,2019-05-31,46.91567611694336,48.89962768554688,49.83491516113281,-0.04057191562605522,-0.0585781882993196
81,81,81,81,2019-06-03,47.614776611328125,48.257205963134766,49.99551010131836,-0.013312609774743578,-0.04761894588465165
82,82,82,82,2019-06-04,48.55951690673828,49.04133987426758,50.69463348388672,-0.009824832860696686,-0.04211721104221189
83,83,83,83,2019-06-05,49.249168395996094,48.474491119384766,50.19392013549805,0.015981132730273018,-0.01882203535710314
84,84,84,84,2019-06-06,49.76878356933594,47.75648880004883,48.94685745239258,0.042136572847982334,0.016792214244659043
85,85,85,85,2019-06-07,50.41120910644531,47.52975463867188,49.40032958984375,0.06062422349281338,0.02046301158301156
86,86,86,86,2019-06-10,49.86325454711914,46.91567611694336,48.89962768554688,0.06282715446386322,0.0197062208278751
87,87,87,87,2019-06-11,49.381446838378906,47.614776611328125,48.257205963134766,0.037103402615365155,0.023296849720288115
88,88,88,88,2019-06-12,49.21139144897461,48.55951690673828,49.04133987426758,0.013424238620171947,0.003467514858749965
89,89,89,89,2019-06-13,50.14668273925781,49.249168395996094,48.474491119384766,0.018223949205499412,0.03449632128689517
90,90,90,90,2019-06-14,50.590702056884766,49.76878356933594,47.75648880004883,0.01651473933261327,0.05934718669754968
91,91,91,91,2019-06-17,50.080543518066406,50.41120910644531,47.52975463867188,-0.006559366344113915,0.05366720065748276
92,92,92,92,2019-06-18,49.58927917480469,49.86325454711914,46.91567611694336,-0.005494534498456272,0.056987413997765524
93,93,93,93,2019-06-19,49.21139144897461,49.381446838378906,47.614776611328125,-0.0034437101440318862,0.033531919107368635
94,94,94,94,2019-06-20,49.81601333618164,49.21139144897461,48.55951690673828,0.012286218076843936,0.025875389820218864
95,95,95,95,2019-06-21,48.51228332519531,50.14668273925781,49.249168395996094,-0.03259237350874644,-0.014962386062557176
96,96,96,96,2019-06-24,48.56896209716797,50.590702056884766,49.76878356933594,-0.03996267846695489,-0.0241079123522564
97,97,97,97,2019-06-25,45.55525207519531,50.080543518066406,50.41120910644531,-0.09036027017635317,-0.09632693040542728
98,98,98,98,2019-06-26,44.92227554321289,49.58927917480469,49.86325454711914,-0.09411315730443215,-0.09909058381332059
99,99,99,99,2019-06-27,45.7536506652832,49.21139144897461,49.381446838378906,-0.0702630159782538,-0.07346476066141117
100,100,100,100,2019-06-28,45.78199005126953,49.81601333618164,49.21139144897461,-0.08097844477615346,-0.06968714553135313
101,101,101,101,2019-07-01,45.42298889160156,48.51228332519531,50.14668273925781,-0.06368066439761444,-0.09419753390702867
102,102,102,102,2019-07-02,45.86701202392578,48.56896209716797,50.590702056884766,-0.055631208833258894,-0.09337071518888218
103,103,103,103,2019-07-03,46.49998474121094,45.55525207519531,50.080543518066406,0.02073817228486008,-0.07149600474211693
104,104,104,104,2019-07-05,45.6119384765625,44.92227554321289,49.58927917480469,0.015352359714863262,-0.08020565663440804
105,105,105,105,2019-07-08,45.60248565673828,45.7536506652832,49.21139144897461,-0.0033038895551917857,-0.07333476428883878
106,106,106,106,2019-07-09,44.752220153808594,45.78199005126953,49.81601333618164,-0.02249290378831803,-0.10164990819719377
107,107,107,107,2019-07-10,45.782859802246094,45.42298889160156,48.51228332519531,0.007922660296602935,-0.05626252437249568
108,108,108,108,2019-07-11,45.04533767700195,45.86701202392578,48.56896209716797,-0.017914276746329505,-0.07254889270881648
109,109,109,109,2019-07-12,45.196624755859375,46.49998474121094,45.55525207519531,-0.028029256194496144,-0.007872359453614086
110,110,110,110,2019-07-15,44.72386169433594,45.6119384765625,44.92227554321289,-0.019470270545131396,-0.0044168254274227214
111,111,111,111,2019-07-16,45.16826629638672,45.60248565673828,45.7536506652832,-0.00952183535827511,-0.012794265821080342
112,112,112,112,2019-07-17,44.27945709228516,44.752220153808594,45.78199005126953,-0.01056401358186465,-0.03281930202906724
113,113,113,113,2019-07-18,44.21327209472656,45.782859802246094,45.42298889160156,-0.03428330415136116,-0.026632258827394506
114,114,114,114,2019-07-19,43.74995422363281,45.04533767700195,45.86701202392578,-0.028757325844856574,-0.046156435897516945
115,115,115,115,2019-07-22,43.494667053222656,45.196624755859375,46.49998474121094,-0.03765674343671144,-0.06463050912196966
116,116,116,116,2019-07-23,43.36228942871094,44.72386169433594,45.6119384765625,-0.030443978092290602,-0.04932149614749515
117,117,117,117,2019-07-24,44.22272491455078,45.16826629638672,45.60248565673828,-0.020933754145697092,-0.030256261743566215
118,118,118,118,2019-07-25,45.158790588378906,44.27945709228516,44.752220153808594,0.01985872352185969,0.00908492211499179
119,119,119,119,2019-07-26,45.03588104248047,44.21327209472656,45.782859802246094,0.018605475432613927,-0.01631568589188437
120,120,120,120,2019-07-29,45.366817474365234,43.74995422363281,45.04533767700195,0.036956912971100264,0.007136805137713864
121,121,121,121,2019-07-30,45.81122589111328,43.494667053222656,45.196624755859375,0.05326075573945532,0.013598385688617709
122,122,122,122,2019-07-31,44.97914505004883,43.36228942871094,44.72386169433594,0.03728713687952423,0.005707990008949171
123,123,123,123,2019-08-01,45.858489990234375,44.22272491455078,45.16826629638672,0.03698924204341303,0.015281164198743369
124,124,124,124,2019-08-02,45.366817474365234,45.158790588378906,44.27945709228516,0.004606564597411156,0.024556768611996516
125,125,125,125,2019-08-05,44.94132995605469,45.03588104248047,44.21327209472656,-0.002099461234845057,0.016466952723342088
126,126,126,126,2019-08-06,45.56538009643555,45.366817474365234,43.74995422363281,0.004376825025967701,0.04149549193864255
127,127,127,127,2019-08-07,47.14442443847656,45.81122589111328,43.494667053222656,0.029102005489486382,0.0839127560348456
128,128,128,128,2019-08-08,48.089969635009766,44.97914505004883,43.36228942871094,0.06916148765165464,0.10902745838803773
129,129,129,129,2019-08-09,47.28626251220703,45.858489990234375,44.22272491455078,0.03113431171145642,0.06927518834661961
130,130,130,130,2019-08-12,46.57710266113281,45.366817474365234,45.158790588378906,0.026677762605928024,0.03140722004009766
131,131,131,131,2019-08-13,47.54155731201172,44.94132995605469,45.03588104248047,0.057858264508407586,0.05563733209011157
132,132,132,132,2019-08-14,46.71894073486328,45.56538009643555,45.366817474365234,0.025316602999608806,0.029804234367157623
133,133,133,133,2019-08-15,45.867958068847656,47.14442443847656,45.81122589111328,-0.027075659207478342,0.0012383902991206508
134,134,134,134,2019-08-16,46.56766128540039,48.089969635009766,44.97914505004883,-0.0316554233900187,0.035316728087739335
135,135,135,135,2019-08-19,47.305171966552734,47.28626251220703,45.858489990234375,0.00039989318971489496,0.031546655300391135
136,136,136,136,2019-08-20,48.17506408691406,46.57710266113281,45.366817474365234,0.034307875210853434,0.06190089516717023
137,137,137,137,2019-08-21,48.75184631347656,47.54155731201172,44.94132995605469,0.025457495923446594,0.08478868696471475
138,138,138,138,2019-08-22,49.16787338256836,46.71894073486328,45.56538009643555,0.05241841123074953,0.07906207033735746
139,139,139,139,2019-08-23,48.42090606689453,45.867958068847656,47.14442443847656,0.05565863634511281,0.02707598286800117
140,140,140,140,2019-08-26,48.26016998291016,46.56766128540039,48.089969635009766,0.03634515135163974,0.003539206807410711
141,141,141,141,2019-08-27,47.74957275390625,47.305171966552734,47.28626251220703,0.009394338269560265,0.009797988191170948
142,142,142,142,2019-08-28,47.66447830200195,48.17506408691406,46.57710266113281,-0.010598549157940895,0.023345712350985703
143,143,143,143,2019-08-29,48.42090606689453,48.75184631347656,47.54155731201172,-0.006788260786146805,0.018496423016009178
144,144,144,144,2019-08-30,48.22234725952149,49.16787338256836,46.71894073486328,-0.019230567807760557,0.032179807611441014
145,145,145,145,2019-09-03,48.383087158203125,48.42090606689453,45.867958068847656,-0.0007810450436255278,0.054834119399435055
146,146,146,146,2019-09-04,49.15842819213867,48.26016998291016,46.56766128540039,0.01861282729726388,0.05563446467410471
147,147,147,147,2019-09-05,48.87477111816406,47.74957275390625,47.305171966552734,0.02356457449487359,0.033180286348416965
148,148,148,148,2019-09-06,49.16787338256836,47.66447830200195,48.17506408691406,0.03154120498373869,0.02060836481427697
149,149,149,149,2019-09-09,49.58391571044922,48.42090606689453,48.75184631347656,0.024018750123096844,0.01706744379735725
150,150,150,150,2019-09-10,50.39706802368164,48.22234725952149,49.16787338256836,0.045097779095163215,0.024999955388533612
151,151,151,151,2019-09-11,51.05895233154297,48.383087158203125,48.42090606689453,0.05530579651914924,0.0544815551572686
152,152,152,152,2019-09-12,51.60736083984375,49.15842819213867,48.26016998291016,0.049817147084794344,0.06935721233719017
153,153,153,153,2019-09-13,50.69963836669922,48.87477111816406,47.74957275390625,0.037337612162381184,0.061782031600515985
154,154,154,154,2019-09-16,50.43489456176758,49.16787338256836,47.66447830200195,0.025769289823472707,0.05812328925981891
155,155,155,155,2019-09-17,50.207969665527344,49.58391571044922,48.42090606689453,0.012585814293537334,0.03690685994524645
156,156,156,156,2019-09-18,51.200782775878906,50.39706802368164,48.22234725952149,0.01594764901441481,0.06176463166191737
157,157,157,157,2019-09-19,50.860389709472656,51.05895233154297,48.383087158203125,-0.0038888894699793397,0.05120182891945779
158,158,158,158,2019-09-20,51.153507232666016,51.60736083984375,49.15842819213867,-0.008794358010017378,0.0405846792482758
159,159,159,159,2019-09-23,51.90047836303711,50.69963836669922,48.87477111816406,0.02368537597156961,0.06190734351589744
160,160,160,160,2019-09-24,52.1935920715332,50.43489456176758,49.16787338256836,0.03487064908228854,0.06153853076829563
161,161,161,161,2019-09-25,52.533992767333984,50.207969665527344,49.58391571044922,0.04632776663350491,0.05949665359452583
162,162,162,162,2019-09-26,52.54344940185547,51.200782775878906,50.39706802368164,0.026223556617362975,0.04258940970862124
163,163,163,163,2019-09-27,51.7397346496582,50.860389709472656,51.05895233154297,0.017289386597479695,0.013333260614019071
164,164,164,164,2019-09-30,52.80818939208984,51.153507232666016,51.60736083984375,0.0323473843523121,0.023268551863612874
165,165,165,165,2019-10-01,52.68527221679688,51.90047836303711,50.69963836669922,0.015121129486904472,0.03916465509548628
166,166,166,166,2019-10-02,54.67090225219727,52.1935920715332,50.43489456176758,0.04746387597291313,0.08398962121833842
167,167,167,167,2019-10-03,55.32331848144531,52.533992767333984,50.207969665527344,0.053095635172161426,0.1018832040011799
168,168,168,168,2019-10-04,56.249942779541016,52.54344940185547,51.200782775878906,0.07054149318096847,0.09861489863863593
169,169,169,169,2019-10-07,56.09865951538086,51.7397346496582,50.860389709472656,0.08424714381003207,0.10299311184657678
170,170,170,170,2019-10-08,55.91899871826172,52.80818939208984,51.153507232666016,0.058907706588362085,0.09316060116700098
171,171,171,171,2019-10-09,55.80554962158203,52.68527221679688,51.90047836303711,0.059224851149015434,0.07524152727898681
172,172,172,172,2019-10-10,55.64480209350586,54.67090225219727,52.1935920715332,0.01781386077763969,0.06612325162910127
173,173,173,173,2019-10-11,55.3327751159668,55.32331848144531,52.533992767333984,0.0001709339710822544,0.053275644991010784
174,174,174,174,2019-10-14,55.76771545410156,56.249942779541016,52.54344940185547,-0.008572938950879183,0.06136380631554483
175,175,175,175,2019-10-15,56.47686767578125,56.09865951538086,51.7397346496582,0.006741839531775096,0.09155696406638492
176,176,176,176,2019-10-16,57.83843612670898,55.91899871826172,52.80818939208984,0.03432531791418536,0.09525505025878855
177,177,177,177,2019-10-17,57.76274871826172,55.80554962158203,52.68527221679688,0.035071764545846706,0.09637373572962304
178,178,178,178,2019-10-18,58.38720703125,55.64480209350586,54.67090225219727,0.04928411701664048,0.06797591819336346
179,179,179,179,2019-10-21,57.73436737060547,55.3327751159668,55.32331848144531,0.0434027075201886,0.04358106048842303
180,180,180,180,2019-10-22,58.29259490966797,55.76771545410156,56.249942779541016,0.04527493075531219,0.036313852587062545
181,181,181,181,2019-10-23,58.349369049072266,56.47686767578125,56.09865951538086,0.0331551916802566,0.04012055819398541
182,182,182,182,2019-10-24,58.633209228515625,57.83843612670898,55.91899871826172,0.01374126195365144,0.04853825305293813
183,183,183,183,2019-10-25,58.481842041015625,57.76274871826172,55.80554962158203,0.012449084205831129,0.047957460101756055
184,184,184,184,2019-10-28,57.02475357055664,58.38720703125,55.64480209350586,-0.02333479421209761,0.024799288076034598
185,185,185,185,2019-10-29,56.267826080322266,57.73436737060547,55.3327751159668,-0.02540153044146576,0.01689868188240662
186,186,186,186,2019-10-30,56.94905853271485,58.29259490966797,55.76771545410156,-0.02304814838034064,0.021183279053013537
187,187,187,187,2019-10-31,56.39082717895508,58.349369049072266,56.47686767578125,-0.03356577632347724,-0.0015234643911221646
188,188,188,188,2019-11-01,57.60190963745117,58.633209228515625,57.83843612670898,-0.017589001261129833,-0.004089434381310708
189,189,189,189,2019-11-04,56.11643600463867,58.481842041015625,57.76274871826172,-0.04044684561608025,-0.028501287597183955
190,190,190,190,2019-11-05,55.21760177612305,57.02475357055664,58.38720703125,-0.03169065504505175,-0.05428595434322658
191,191,191,191,2019-11-06,56.03129196166992,56.267826080322266,57.73436737060547,-0.004203718805746881,-0.029498468356001117
192,192,192,192,2019-11-07,54.20520782470703,56.94905853271485,58.29259490966797,-0.048180791372197884,-0.0701184617239099
193,193,193,193,2019-11-08,54.687747955322266,56.39082717895508,58.349369049072266,-0.03020135204309249,-0.06275339653922474
194,194,194,194,2019-11-11,55.79475021362305,57.60190963745117,58.633209228515625,-0.03137325542160774,-0.04841043245356125
195,195,195,195,2019-11-12,55.36898422241211,56.11643600463867,58.481842041015625,-0.013319658828026326,-0.05322776625983061
196,196,196,196,2019-11-13,56.11643600463867,55.21760177612305,57.02475357055664,0.01627803815457085,-0.015928478582447725
197,197,197,197,2019-11-14,56.52329635620117,56.03129196166992,56.267826080322266,0.008780886131767529,0.004540254949857436
198,198,198,198,2019-11-15,56.15430068969727,54.20520782470703,56.94905853271485,0.03595766796602584,-0.013955592304673914
199,199,199,199,2019-11-18,56.80713272094727,54.687747955322266,56.39082717895508,0.03875428857221297,0.007382504616771479
200,200,200,200,2019-11-19,56.42866897583008,55.79475021362305,57.60190963745117,0.011361620220180724,-0.02036808621459807
201,201,201,201,2019-11-20,56.51382827758789,55.36898422241211,56.11643600463867,0.020676630992128242,0.007081566493573721
202,202,202,202,2019-11-21,55.917747497558594,56.11643600463867,55.21760177612305,-0.0035406472902814734,0.012679756072606185
203,203,203,203,2019-11-22,55.61497497558594,56.52329635620117,56.03129196166992,-0.01606985860999921,-0.00743008007683954
204,204,204,204,2019-11-25,56.229976654052734,56.15430068969727,54.20520782470703,0.0013476432512915526,0.03735376932588386
205,205,205,205,2019-11-26,57.1950569152832,56.80713272094727,54.687747955322266,0.006828793775625286,0.04584772739241916
206,206,206,206,2019-11-27,56.532752990722656,56.42866897583008,55.79475021362305,0.001844523657596131,0.013227100655061497
207,207,207,207,2019-11-29,56.43813705444336,56.51382827758789,55.36898422241211,-0.0013393398651521116,0.019309598090811342
208,208,208,208,2019-12-02,55.69067001342773,55.917747497558594,56.11643600463867,-0.004060919731088575,-0.007587188736928208
209,209,209,209,2019-12-03,55.75690078735352,55.61497497558594,56.52329635620117,0.002551935190654886,-0.013558932657040002
210,210,210,210,2019-12-04,55.66228485107422,56.229976654052734,56.15430068969727,-0.010095892560496034,-0.008761854970679495
211,211,211,211,2019-12-05,56.580055236816406,57.1950569152832,56.80713272094727,-0.010752706818313529,-0.003997341060080206
212,212,212,212,2019-12-06,55.58659744262695,56.532752990722656,56.42866897583008,-0.016736413813970286,-0.014922760867597362
213,213,213,213,2019-12-09,56.20159912109375,56.43813705444336,56.51382827758789,-0.004191101012448906,-0.00552482756893613
214,214,214,214,2019-12-10,55.94613265991211,55.69067001342773,55.917747497558594,0.004587171359633269,0.0005076234938603541
215,215,215,215,2019-12-11,56.50436782836914,55.75690078735352,55.61497497558594,0.01340582117120026,0.015991967148661468
216,216,216,216,2019-12-12,54.93375396728516,55.66228485107422,56.229976654052734,-0.013088411403489042,-0.023052164768667893
217,217,217,217,2019-12-13,55.16083526611328,56.580055236816406,57.1950569152832,-0.02508339669805848,-0.03556638910567034
218,218,218,218,2019-12-16,54.98106384277344,55.58659744262695,56.532752990722656,-0.010893518000962499,-0.027447613389778858
219,219,219,219,2019-12-17,54.129520416259766,56.20159912109375,56.43813705444336,-0.03686867877850619,-0.04090525943399892
220,220,220,220,2019-12-18,53.21174621582031,55.94613265991211,55.69067001342773,-0.0488753433720559,-0.04451237158773125
221,221,221,221,2019-12-19,52.26559829711914,56.50436782836914,55.75690078735352,-0.0750166702886611,-0.06261650918420958
222,222,222,222,2019-12-20,53.59020614624024,54.93375396728516,55.66228485107422,-0.024457600728416407,-0.0372259009916297
223,223,223,223,2019-12-23,52.64405059814453,55.16083526611328,56.580055236816406,-0.04562629727825884,-0.06956523146182325
224,224,224,224,2019-12-24,53.73213577270508,54.98106384277344,55.58659744262695,-0.02271560393301697,-0.03336166909363247
225,225,225,225,2019-12-26,53.00359344482422,54.129520416259766,56.20159912109375,-0.020800608665605957,-0.05690239648482254
226,226,226,226,2019-12-27,52.98467254638672,53.21174621582031,55.94613265991211,-0.004267359851575114,-0.05293413454559315
227,227,227,227,2019-12-30,52.73867416381836,52.26559829711914,56.50436782836914,0.009051381446164353,-0.06664429334010069
228,228,228,228,2019-12-31,52.785980224609375,53.59020614624024,54.93375396728516,-0.015006957044282454,-0.0390975236091613
229,229,229,229,2020-01-02,52.80490112304688,52.64405059814453,55.16083526611328,0.003055435952871388,-0.04271026955448787
230,230,230,230,2020-01-03,53.42936325073242,53.73213577270508,54.98106384277344,-0.005634849938841557,-0.028222454852425805
231,231,231,231,2020-01-06,54.92428588867188,53.00359344482422,54.129520416259766,0.03623702317177924,0.014682662367970556
232,232,232,232,2020-01-07,54.06328582763672,52.98467254638672,53.21174621582031,0.0203570811975049,0.01600285035493232
233,233,233,233,2020-01-08,54.48906326293945,52.73867416381836,52.26559829711914,0.033189857858086924,0.04254165336786864
234,234,234,234,2020-01-09,54.58367156982422,52.785980224609375,53.59020614624024,0.03405622738396619,0.018538189998242416
235,235,235,235,2020-01-10,56.50436782836914,52.80490112304688,52.64405059814453,0.07005915410582242,0.07332865131697641
236,236,236,236,2020-01-13,57.289669036865234,53.42936325073242,53.73213577270508,0.07225064180565344,0.06620867034225197
237,237,237,237,2020-01-14,58.311519622802734,54.92428588867188,53.00359344482422,0.061670965390365984,0.10014276076402195
238,238,238,238,2020-01-15,59.4090576171875,54.06328582763672,52.98467254638672,0.09887989062658975,0.12124987778638063
239,239,239,239,2020-01-16,59.78752517700195,54.48906326293945,52.73867416381836,0.09723899800762825,0.13365620438785109
240,240,240,240,2020-01-17,59.692909240722656,54.58367156982422,52.785980224609375,0.09360377424158117,0.13084779304511618
241,241,241,241,2020-01-21,61.44329833984375,56.50436782836914,52.80490112304688,0.08740794209885694,0.16359082269025604
242,242,242,242,2020-01-22,62.22859573364258,57.289669036865234,53.42936325073242,0.08620972646218639,0.1646890763346227
243,243,243,243,2020-01-23,63.76902770996094,58.311519622802734,54.92428588867188,0.093592280264019,0.16103517193135297
