,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BKR,BKR_6m,BKR_12m,BKR_6m_ret,BKR_12m_ret
53,53,53,53,2019-04-23,22.41948127746582,22.773422241210938,23.11010360717773,-0.015541843469824346,-0.029883999719387266
54,54,54,54,2019-04-24,22.108699798583984,22.4022159576416,23.11873817443848,-0.013102103810292753,-0.04368916539620049
55,55,55,55,2019-04-25,22.07416343688965,22.30725479125977,23.15327262878418,-0.010449127718819451,-0.04660719930162194
56,56,56,56,2019-04-26,22.082801818847656,22.25545883178711,23.032413482666016,-0.007757962405738006,-0.041229359855536996
57,57,57,57,2019-04-29,22.41948127746582,22.100067138671875,23.196435928344727,0.014453084544481687,-0.03349457016926949
58,58,58,58,2019-04-30,20.73607635498047,22.96334457397461,23.015146255493164,-0.09699232669784541,-0.09902478460108577
59,59,59,59,2019-05-01,20.330331802368164,22.41948127746582,22.773422241210938,-0.09318455896646882,-0.10727814260703161
60,60,60,60,2019-05-02,20.30443572998047,22.108699798583984,22.4022159576416,-0.08160878229117186,-0.09364163936405412
61,61,61,61,2019-05-03,20.831039428710938,22.07416343688965,22.30725479125977,-0.05631579252064611,-0.06617646933083088
62,62,62,62,2019-05-06,20.6670150756836,22.082801818847656,22.25545883178711,-0.064112640903913,-0.0713732198517858
63,63,63,63,2019-05-07,20.03681373596192,22.41948127746582,22.100067138671875,-0.10627665787694907,-0.09335959885386791
