,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,SLB,SLB_6m,SLB_12m,SLB_6m_ret,SLB_12m_ret
0,0,0,0,2019-02-05,39.22694778442383,,,,
1,1,1,1,2019-02-06,39.16612243652344,,,,
2,2,2,2,2019-02-07,37.76702880859375,,,,
3,3,3,3,2019-02-08,37.17609786987305,,,,
4,4,4,4,2019-02-11,37.966896057128906,,,,
5,5,5,5,2019-02-12,38.73168563842773,,,,
6,6,6,6,2019-02-13,39.048152923583984,39.22694778442383,,-0.004557960048852894,
7,7,7,7,2019-02-14,38.80200958251953,39.16612243652344,,-0.009296627578949779,
8,8,8,8,2019-02-15,39.51405334472656,37.76702880859375,,0.046257928972566864,
9,9,9,9,2019-02-19,40.03269958496094,37.17609786987305,,0.07683974055283627,
10,10,10,10,2019-02-20,40.34917068481445,37.966896057128906,,0.06274609923605379,
11,11,11,11,2019-02-21,39.31187057495117,38.73168563842773,,0.014979594276883557,
12,12,12,12,2019-02-22,38.99540328979492,39.048152923583984,39.22694778442383,-0.001350886785664196,-0.005902689546517514
13,13,13,13,2019-02-25,39.37340545654297,38.80200958251953,39.16612243652344,0.014725935078394814,0.0052924059652694755
14,14,14,14,2019-02-26,38.95145797729492,39.51405334472656,37.76702880859375,-0.014237855137853694,0.031361460143024544
15,15,15,15,2019-02-27,38.98661422729492,40.03269958496094,37.17609786987305,-0.026130772306422134,0.04870108648194327
16,16,16,16,2019-02-28,38.73168563842773,40.34917068481445,37.966896057128906,-0.040087194332236176,0.020143589830152075
17,17,17,17,2019-03-01,39.72503280639648,39.31187057495117,38.73168563842773,0.010509859373330377,0.025646887079533665
18,18,18,18,2019-03-04,39.76897430419922,38.99540328979492,39.048152923583984,0.019837492348918406,0.018459807356979496
19,19,19,19,2019-03-05,39.37340545654297,39.37340545654297,38.80200958251953,0.0,0.014725935078394814
20,20,20,20,2019-03-06,38.125125885009766,38.95145797729492,39.51405334472656,-0.02121440724418666,-0.03515021472486213
21,21,21,21,2019-03-07,37.35155487060547,38.98661422729492,40.03269958496094,-0.041938993398014324,-0.06697386741719247
22,22,22,22,2019-03-08,36.29666519165039,38.73168563842773,40.34917068481445,-0.06286895100587686,-0.10043590548167669
23,23,23,23,2019-03-11,36.99113845825195,39.72503280639648,39.31187057495117,-0.06882044280412314,-0.05903387660667436
24,24,24,24,2019-03-12,37.439449310302734,39.76897430419922,38.99540328979492,-0.058576441425860715,-0.03990095878555455
25,25,25,25,2019-03-13,37.931732177734375,39.37340545654297,39.37340545654297,-0.03661540733121982,-0.03661540733121982
26,26,26,26,2019-03-14,37.87898635864258,38.125125885009766,38.95145797729492,-0.00645609740698494,-0.027533542371571684
27,27,27,27,2019-03-15,37.26363754272461,37.35155487060547,38.98661422729492,-0.002353779599950423,-0.044194057850862056
28,28,28,28,2019-03-18,38.116336822509766,36.29666519165039,38.73168563842773,0.05013330071099675,-0.01588747832104276
29,29,29,29,2019-03-19,38.01964569091797,36.99113845825195,39.72503280639648,0.027804151900509444,-0.042929784949199856
30,30,30,30,2019-03-20,38.93387985229492,37.439449310302734,39.76897430419922,0.039915932780051344,-0.02099864194425849
31,31,31,31,2019-03-21,38.87234115600586,37.931732177734375,39.37340545654297,0.02479741694537263,-0.01272595790806419
32,32,32,32,2019-03-22,37.3339729309082,37.87898635864258,38.125125885009766,-0.01438827909950191,-0.02075148437510166
33,33,33,33,2019-03-25,37.3339729309082,37.26363754272461,37.35155487060547,0.0018875073079742677,-0.0004707150681725336
34,34,34,34,2019-03-26,37.84382629394531,38.116336822509766,36.29666519165039,-0.007149441716642668,0.04262543388285778
35,35,35,35,2019-03-27,37.5185661315918,38.01964569091797,36.99113845825195,-0.01317949050340228,0.014258216841179339
36,36,36,36,2019-03-28,38.34489059448242,38.93387985229492,37.439449310302734,-0.015127936389770835,0.024184150698245643
37,37,37,37,2019-03-29,38.30093765258789,38.87234115600586,37.931732177734375,-0.01469948777010277,0.009733419848151126
38,38,38,38,2019-04-01,39.34702301025391,37.3339729309082,37.87898635864258,0.0539200605055119,0.038755964526394626
39,39,39,39,2019-04-02,39.10968399047852,37.3339729309082,37.26363754272461,0.047562874244766906,0.04954015682546631
40,40,40,40,2019-04-03,38.31851959228516,37.84382629394531,38.116336822509766,0.012543480531084672,0.005304359931461056
41,41,41,41,2019-04-04,38.766845703125,37.5185661315918,38.01964569091797,0.033270982882315225,0.019652997775976733
42,42,42,42,2019-04-05,39.558013916015625,38.34489059448242,38.93387985229492,0.0316371569386551,0.01603061565116315
43,43,43,43,2019-04-08,40.58651351928711,38.30093765258789,38.87234115600586,0.059674149166548895,0.044097481970581276
44,44,44,44,2019-04-09,40.067867279052734,39.34702301025391,37.3339729309082,0.018320173005489382,0.07322805834792856
45,45,45,45,2019-04-10,40.04149627685547,39.10968399047852,37.3339729309082,0.02382561532851568,0.07252170431895699
46,46,46,46,2019-04-11,39.83051681518555,38.31851959228516,37.84382629394531,0.03945865443102359,0.05249708382574636
47,47,47,47,2019-04-12,40.1294059753418,38.766845703125,37.5185661315918,0.03514756610974312,0.06958794306245064
48,48,48,48,2019-04-15,40.78868865966797,39.558013916015625,38.34489059448242,0.03111063023197147,0.06373203906173597
49,49,49,49,2019-04-16,41.61502456665039,40.58651351928711,38.30093765258789,0.025341202241343508,0.08652756609050205
50,50,50,50,2019-04-17,41.67655944824219,40.067867279052734,39.34702301025391,0.04014918383316268,0.05920489683250474
51,51,51,51,2019-04-18,40.0502815246582,40.04149627685547,39.10968399047852,0.00021940358427152695,0.02405024633818753
52,52,52,52,2019-04-22,40.30521011352539,39.83051681518555,38.31851959228516,0.011917829249930012,0.05184674518689425
53,53,53,53,2019-04-23,40.34038162231445,40.1294059753418,38.766845703125,0.005257382755735174,0.04058973307344971
54,54,54,54,2019-04-24,38.889923095703125,40.78868865966797,39.558013916015625,-0.046551277483023124,-0.016888886831651906
55,55,55,55,2019-04-25,38.06358337402344,41.61502456665039,40.58651351928711,-0.08534036035324177,-0.062161785442958806
56,56,56,56,2019-04-26,38.06358337402344,41.67655944824219,40.067867279052734,-0.08669084305545127,-0.050022225816773735
57,57,57,57,2019-04-29,38.17787551879883,40.0502815246582,40.04149627685547,-0.04675138187746741,-0.046542235713949553
58,58,58,58,2019-04-30,37.5185661315918,40.30521011352539,39.83051681518555,-0.06913855489363807,-0.05804470713551746
59,59,59,59,2019-05-01,36.36699676513672,40.34038162231445,40.1294059753418,-0.09849646179300986,-0.09375691263700625
60,60,60,60,2019-05-02,36.1472282409668,38.889923095703125,40.78868865966797,-0.07052456359933923,-0.11379283255288053
61,61,61,61,2019-05-03,36.28788375854492,38.06358337402344,41.61502456665039,-0.04665087882110297,-0.12801003636495634
62,62,62,62,2019-05-06,36.25271224975586,38.06358337402344,41.67655944824219,-0.04757489872862075,-0.1301414337050102
63,63,63,63,2019-05-07,35.69010543823242,38.17787551879883,40.0502815246582,-0.06516261176820659,-0.10886755149876548
64,64,64,64,2019-05-08,35.400028228759766,37.5185661315918,40.30521011352539,-0.05646638774524371,-0.12170093819011185
65,65,65,65,2019-05-09,35.400028228759766,36.36699676513672,40.34038162231445,-0.02658917761677637,-0.12246669949254796
66,66,66,66,2019-05-10,34.77588653564453,36.1472282409668,38.889923095703125,-0.0379376724594358,-0.10578669826459863
67,67,67,67,2019-05-13,33.54518508911133,36.28788375854492,38.06358337402344,-0.07558166487974805,-0.11870659261144867
68,68,68,68,2019-05-14,34.28360366821289,36.25271224975586,38.06358337402344,-0.054316172759080406,-0.09930698506936164
69,69,69,69,2019-05-15,34.57369613647461,35.69010543823242,38.17787551879883,-0.03128063893478661,-0.09440492257222421
70,70,70,70,2019-05-16,35.03960037231445,35.400028228759766,37.5185661315918,-0.010181569746673058,-0.06607304102674594
71,71,71,71,2019-05-17,34.30119323730469,35.400028228759766,36.36699676513672,-0.031040511729376496,-0.056804347666464916
72,72,72,72,2019-05-20,34.38909149169922,34.77588653564453,36.1472282409668,-0.011122507072504284,-0.04863821750169561
73,73,73,73,2019-05-21,34.723140716552734,33.54518508911133,36.28788375854492,0.03511549047388529,-0.043120261638948
74,74,74,74,2019-05-22,33.70342254638672,34.28360366821289,36.25271224975586,-0.01692299116046847,-0.07031997180807648
75,75,75,75,2019-05-23,32.95621871948242,34.57369613647461,35.69010543823242,-0.046783468293567276,-0.07660069044854567
76,76,76,76,2019-05-24,32.52547073364258,35.03960037231445,35.400028228759766,-0.07175109339027574,-0.0812021243751957
77,77,77,77,2019-05-28,32.0859375,34.30119323730469,35.400028228759766,-0.06458246866162831,-0.09361830751500155
78,78,78,78,2019-05-29,31.80463600158692,34.38909149169922,34.77588653564453,-0.07515335177540616,-0.08543996516126606
79,79,79,79,2019-05-30,30.925575256347656,34.723140716552734,33.54518508911133,-0.10936699220859236,-0.0780919773077654
80,80,80,80,2019-05-31,30.494823455810547,33.70342254638672,34.28360366821289,-0.09520098696683132,-0.1105128926663923
81,81,81,81,2019-06-03,31.19808578491211,32.95621871948242,34.57369613647461,-0.053347532055641245,-0.09763521777474327
