,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AXP,AXP_6m,AXP_12m,AXP_6m_ret,AXP_12m_ret
0,0,0,0,2019-02-05,96.82225799560548,,,,
1,1,1,1,2019-02-06,97.81002807617188,,,,
2,2,2,2,2019-02-07,97.27887725830078,,,,
3,3,3,3,2019-02-08,97.40000915527344,,,,
4,4,4,4,2019-02-11,98.22940063476562,,,,
5,5,5,5,2019-02-12,99.71107482910156,,,,
6,6,6,6,2019-02-13,100.23291778564452,96.82225799560548,,0.03522598894764295,
7,7,7,7,2019-02-14,99.35696411132812,97.81002807617188,,0.01581572018312416,
8,8,8,8,2019-02-15,100.065185546875,97.27887725830078,,0.02864247992064972,
9,9,9,9,2019-02-19,99.24514770507812,97.40000915527344,,0.018943925835398945,
10,10,10,10,2019-02-20,99.50605010986328,98.22940063476562,,0.0129966126928176,
11,11,11,11,2019-02-21,99.3476333618164,99.71107482910156,,-0.003644945838845559,
12,12,12,12,2019-02-22,100.12110900878906,100.23291778564452,96.82225799560548,-0.0011154895948910504,0.03407120512861117
13,13,13,13,2019-02-25,99.6458511352539,99.35696411132812,97.81002807617188,0.002907566938157302,0.018769272386389035
14,14,14,14,2019-02-26,99.65516662597656,100.065185546875,97.27887725830078,-0.004097518219324803,0.024427598618003366
15,15,15,15,2019-02-27,100.10247802734376,99.24514770507812,97.40000915527344,0.008638511222869294,0.027746084374202562
16,16,16,16,2019-02-28,100.40067291259766,99.50605010986328,98.22940063476562,0.008990637270262836,0.02210409779354361
17,17,17,17,2019-03-01,101.4816436767578,99.3476333618164,99.71107482910156,0.021480233023463136,0.01775699289864119
18,18,18,18,2019-03-04,101.5748291015625,100.12110900878906,100.23291778564452,0.014519616364275567,0.013387930288408345
19,19,19,19,2019-03-05,101.43507385253906,99.6458511352539,99.35696411132812,0.017955817496671855,0.02091559217613015
20,20,20,20,2019-03-06,101.5561981201172,99.65516662597656,100.065185546875,0.019076095685791605,0.014900412816840625
21,21,21,21,2019-03-07,100.51248931884766,100.10247802734376,99.24514770507812,0.004095915501631131,0.012769809336529159
22,22,22,22,2019-03-08,100.62432861328124,100.40067291259766,99.50605010986328,0.002227631490859361,0.011238296587828378
23,23,23,23,2019-03-11,102.0966796875,101.4816436767578,99.3476333618164,0.006060564142035707,0.02767097949552344
24,24,24,24,2019-03-12,102.90740966796876,101.5748291015625,100.12110900878906,0.013119200673956888,0.02782930279902418
25,25,25,25,2019-03-13,104.50092315673828,101.43507385253906,99.6458511352539,0.03022474562059463,0.04872327313351321
26,26,26,26,2019-03-14,104.6966323852539,101.5561981201172,99.65516662597656,0.030923117675420553,0.05058910571289155
27,27,27,27,2019-03-15,105.78693389892578,100.51248931884766,100.10247802734376,0.052475514394499045,0.05678636516899482
28,28,28,28,2019-03-18,105.81488037109376,100.62432861328124,100.40067291259766,0.051583467232470426,0.053926007679344634
29,29,29,29,2019-03-19,104.9948501586914,102.0966796875,101.4816436767578,0.028386530101294216,0.03461913262977867
30,30,30,30,2019-03-20,103.22423553466795,102.90740966796876,101.5748291015625,0.0030787468824784447,0.01623833825461074
31,31,31,31,2019-03-21,104.20272827148438,104.50092315673828,101.43507385253906,-0.0028535143637598015,0.027284984511065424
32,32,32,32,2019-03-22,102.00349426269533,104.6966323852539,101.5561981201172,-0.02572325452311197,0.004404419925695402
33,33,33,33,2019-03-25,101.6121063232422,105.78693389892578,100.51248931884766,-0.039464491708138705,0.010940103183658234
34,34,34,34,2019-03-26,102.040771484375,105.81488037109376,100.62432861328124,-0.03566709023799797,0.01407654481390308
35,35,35,35,2019-03-27,101.5561981201172,104.9948501586914,102.0966796875,-0.03275067332709136,-0.005293821200034299
36,36,36,36,2019-03-28,101.72393798828124,103.22423553466795,102.90740966796876,-0.014534353668163913,-0.011500354381730138
37,37,37,37,2019-03-29,101.85441589355467,104.20272827148438,104.50092315673828,-0.022535997059611845,-0.02532520463206034
38,38,38,38,2019-04-01,104.09089660644533,102.00349426269533,104.6966323852539,0.02046402781432355,-0.005785628104824303
39,39,39,39,2019-04-02,103.43859100341795,101.6121063232422,105.78693389892578,0.017975069568634483,-0.02219879912344891
40,40,40,40,2019-04-03,103.028564453125,102.040771484375,105.81488037109376,0.00968037534782118,-0.026331985711245176
41,41,41,41,2019-04-04,102.98180389404295,101.5561981201172,104.9948501586914,0.014037604797292547,-0.019172809538809732
42,42,42,42,2019-04-05,103.76734924316406,101.72393798828124,103.22423553466795,0.02008781114154501,0.005261494121830523
43,43,43,43,2019-04-08,103.52420806884766,101.85441589355467,104.20272827148438,0.016393910471570017,-0.006511539706224756
44,44,44,44,2019-04-09,102.72930908203124,104.09089660644533,102.00349426269533,-0.013080755078535677,0.007115587800028411
45,45,45,45,2019-04-10,103.01922607421876,103.43859100341795,101.6121063232422,-0.00405424054147574,0.013847953771377597
46,46,46,46,2019-04-11,102.72930908203124,103.028564453125,102.040771484375,-0.002904586438549406,0.00674767142231647
47,47,47,47,2019-04-12,103.72061157226562,102.98180389404295,101.5561981201172,0.007174157475264398,0.021312470259948313
48,48,48,48,2019-04-15,103.36524200439452,103.76734924316406,101.72393798828124,-0.0038750844239767712,0.016134884753501888
49,49,49,49,2019-04-16,104.62772369384766,103.52420806884766,101.85441589355467,0.010659493519294738,0.027228154773292212
50,50,50,50,2019-04-17,104.51551818847656,102.72930908203124,104.09089660644533,0.017387531585742577,0.004079334465113549
51,51,51,51,2019-04-18,106.3017120361328,103.01922607421876,103.43859100341795,0.03186284819834717,0.0276794280059387
52,52,52,52,2019-04-22,105.0485610961914,102.72930908203124,103.028564453125,0.022576341989297477,0.01960618061397379
53,53,53,53,2019-04-23,106.58226013183594,103.72061157226562,102.98180389404295,0.027589969979848306,0.03496206224448595
54,54,54,54,2019-04-24,106.62901306152344,103.36524200439452,103.76734924316406,0.03157513099993681,0.027577690277637013
55,55,55,55,2019-04-25,108.3684310913086,104.62772369384766,103.52420806884766,0.03575254497944225,0.04679314252024347
56,56,56,56,2019-04-26,109.97694396972656,104.51551818847656,102.72930908203124,0.052254687877078876,0.07055079949878729
57,57,57,57,2019-04-29,109.1913833618164,106.3017120361328,103.01922607421876,0.027183676258209166,0.05991267380664467
58,58,58,58,2019-04-30,109.63094329833984,105.0485610961914,102.72930908203124,0.043621560869857356,0.06718271813545962
59,59,59,59,2019-05-01,109.43453979492188,106.58226013183594,103.72061157226562,0.02676129835826191,0.05508961175643634
60,60,60,60,2019-05-02,109.64962768554688,106.62901306152344,103.36524200439452,0.02832826204890959,0.06079786163404122
61,61,61,61,2019-05-03,111.61351013183594,108.3684310913086,104.62772369384766,0.029944874239187902,0.06676802468177057
62,62,62,62,2019-05-06,111.60414123535156,109.97694396972656,104.51551818847656,0.014795803619283232,0.06782364159637844
63,63,63,63,2019-05-07,110.55675506591795,109.1913833618164,106.3017120361328,0.012504390566948409,0.0400279821301357
64,64,64,64,2019-05-08,109.87407684326172,109.63094329833984,105.0485610961914,0.0022177456255232375,0.04593604802117812
65,65,65,65,2019-05-09,109.65898895263672,109.43453979492188,106.58226013183594,0.0020509900999763353,0.02886717561623331
66,66,66,66,2019-05-10,110.78118896484376,109.64962768554688,106.62901306152344,0.010319791349788998,0.038940395152345486
67,67,67,67,2019-05-13,108.38713073730467,111.61351013183594,108.3684310913086,-0.028906710224598453,0.00017255621224521178
68,68,68,68,2019-05-14,109.42516326904295,111.60414123535156,109.97694396972656,-0.0195241676714627,-0.005017239802876272
69,69,69,69,2019-05-15,110.03305053710938,110.55675506591795,109.1913833618164,-0.0047369744932938,0.007708183094484955
70,70,70,70,2019-05-16,112.07173919677734,109.87407684326172,109.63094329833984,0.020001645671623214,0.022263749859337878
71,71,71,71,2019-05-17,111.3516616821289,109.65898895263672,109.43453979492188,0.015435786392516082,0.01751843513756879
72,72,72,72,2019-05-20,112.07173919677734,110.78118896484376,109.64962768554688,0.011649543067669521,0.022089555271237238
73,73,73,73,2019-05-21,112.73570251464844,108.38713073730467,111.61351013183594,0.040120738945320866,0.010054270146033328
74,74,74,74,2019-05-22,112.230712890625,109.42516326904295,111.60414123535156,0.02563898044807167,0.00561423302341546
75,75,75,75,2019-05-23,110.75313568115234,110.03305053710938,110.55675506591795,0.006544262296900749,0.0017762878000291416
76,76,76,76,2019-05-24,111.76312255859376,112.07173919677734,109.87407684326172,-0.002753741847815072,0.017192824455097178
77,77,77,77,2019-05-28,110.50999450683594,111.3516616821289,109.65898895263672,-0.0075586404601275525,0.0077604723728281755
78,78,78,78,2019-05-29,109.42516326904295,112.07173919677734,110.78118896484376,-0.02361501612005401,-0.012240577199718827
79,79,79,79,2019-05-30,109.17269134521484,112.73570251464844,108.38713073730467,-0.031604993715017904,0.00724772952809416
80,80,80,80,2019-05-31,107.27428436279295,112.230712890625,109.42516326904295,-0.0441628534665226,-0.01965616355501021
81,81,81,81,2019-06-03,107.19010925292967,110.75313568115234,110.03305053710938,-0.03217088533258583,-0.025837157747625072
82,82,82,82,2019-06-04,109.27555847167967,111.76312255859376,112.07173919677734,-0.02225746766881842,-0.024949918196487397
83,83,83,83,2019-06-05,110.4632339477539,110.50999450683594,111.3516616821289,-0.00042313420872663876,-0.00797857634950394
84,84,84,84,2019-06-06,111.68830108642578,109.42516326904295,112.07173919677734,0.020682060229770594,-0.0034213630760053793
85,85,85,85,2019-06-07,113.25942993164062,109.17269134521484,112.73570251464844,0.03743370742325203,0.004645621620392504
