,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,COST,COST_6m,COST_12m,COST_6m_ret,COST_12m_ret
0,0,0,0,2019-02-05,193.42483520507807,,,,
1,1,1,1,2019-02-06,193.4156646728516,,,,
2,2,2,2,2019-02-07,191.60096740722656,,,,
3,3,3,3,2019-02-08,190.40945434570312,,,,
4,4,4,4,2019-02-11,191.2985076904297,,,,
5,5,5,5,2019-02-12,194.2130889892578,,,,
6,6,6,6,2019-02-13,195.03794860839844,193.42483520507807,,0.00833974293740547,
7,7,7,7,2019-02-14,195.9911193847656,193.4156646728516,,0.013315646983765195,
8,8,8,8,2019-02-15,198.401611328125,191.60096740722656,,0.03549378697261174,
9,9,9,9,2019-02-19,199.9138946533203,190.40945434570312,,0.049915800348658834,
10,10,10,10,2019-02-20,198.98817443847656,191.2985076904297,,0.04019721241365226,
11,11,11,11,2019-02-21,197.26510620117188,194.2130889892578,,0.0157147864121705,
12,12,12,12,2019-02-22,198.2366180419922,195.03794860839844,193.42483520507807,0.0164002413705453,0.0248767581050926
13,13,13,13,2019-02-25,198.9331817626953,195.9911193847656,193.4156646728516,0.015011202482873243,0.028526733339702348
14,14,14,14,2019-02-26,199.44644165039065,198.401611328125,191.60096740722656,0.0052662390958995164,0.04094694483712824
15,15,15,15,2019-02-27,199.8497009277344,199.9138946533203,190.40945434570312,-0.0003211068730226696,0.04957866516907172
16,16,16,16,2019-02-28,200.48211669921875,198.98817443847656,191.2985076904297,0.0075076936856068865,0.04800669445707606
17,17,17,17,2019-03-01,201.12371826171875,197.26510620117188,194.2130889892578,0.01956054030463883,0.035582716429803485
18,18,18,18,2019-03-04,200.1796722412109,198.2366180419922,195.03794860839844,0.00980169162695832,0.026362683106025298
19,19,19,19,2019-03-05,201.4720001220703,198.9331817626953,195.9911193847656,0.012762166355955173,0.027964944302117933
20,20,20,20,2019-03-06,200.9312438964844,199.44644165039065,198.401611328125,0.0074446163782477814,0.012750060603972546
21,21,21,21,2019-03-07,198.6949157714844,199.8497009277344,199.9138946533203,-0.0057782681229409105,-0.006097519554355113
22,22,22,22,2019-03-08,208.80426025390625,200.48211669921875,198.98817443847656,0.04151065287869593,0.04932999583080577
23,23,23,23,2019-03-11,210.51821899414065,201.12371826171875,197.26510620117188,0.04671005893097613,0.0671842732259662
24,24,24,24,2019-03-12,213.51519775390625,200.1796722412109,198.2366180419922,0.06661778073363211,0.07707243930421392
25,25,25,25,2019-03-13,216.6497497558593,201.4720001220703,198.9331817626953,0.07533428776501405,0.08905788283373384
26,26,26,26,2019-03-14,214.32177734375,200.9312438964844,199.44644165039065,0.06664236575454696,0.07458310898037634
27,27,27,27,2019-03-15,214.101806640625,198.6949157714844,199.8497009277344,0.07754043836159252,0.07131412079542798
28,28,28,28,2019-03-18,216.8421936035156,208.80426025390625,200.48211669921875,0.03849506394091384,0.0816036720564044
29,29,29,29,2019-03-19,217.26385498046875,210.51821899414065,201.12371826171875,0.03204300330184662,0.08024979280537736
30,30,30,30,2019-03-20,217.19967651367188,213.51519775390625,200.1796722412109,0.017256283386498206,0.08502363942304969
31,31,31,31,2019-03-21,219.5459747314453,216.6497497558593,201.4720001220703,0.013368235960806496,0.08970961026060253
32,32,32,32,2019-03-22,217.73123168945312,214.32177734375,200.9312438964844,0.015908109702891693,0.08361062952272236
33,33,33,33,2019-03-25,217.19046020507807,214.101806640625,198.6949157714844,0.014426097625777956,0.09308514192112027
34,34,34,34,2019-03-26,219.115234375,216.8421936035156,208.80426025390625,0.01048246530673147,0.04938105241988633
35,35,35,35,2019-03-27,219.4268341064453,217.26385498046875,210.51821899414065,0.009955540585298905,0.04231754930699183
36,36,36,36,2019-03-28,221.0858154296875,217.19967651367188,213.51519775390625,0.017892010606981756,0.035457043598868365
37,37,37,37,2019-03-29,221.9289703369141,219.5459747314453,216.6497497558593,0.010854198572229468,0.024367536020714953
38,38,38,38,2019-04-01,223.80783081054688,217.73123168945312,214.32177734375,0.02790871605301315,0.04426080067254312
39,39,39,39,2019-04-02,220.4258575439453,217.19046020507807,214.101806640625,0.014896590466322968,0.029537587760459116
40,40,40,40,2019-04-03,222.24058532714844,219.115234375,216.8421936035156,0.014263503681353429,0.0248954856705772
41,41,41,41,2019-04-04,224.00038146972656,219.4268341064453,217.26385498046875,0.02084315431112027,0.031006199765089226
42,42,42,42,2019-04-05,225.34765625,221.0858154296875,217.19967651367188,0.019276862299055564,0.03751377473076145
43,43,43,43,2019-04-08,225.94338989257807,221.9289703369141,219.5459747314453,0.018088758531928484,0.029139296081188704
44,44,44,44,2019-04-09,224.46778869628903,223.80783081054688,217.73123168945312,0.002948770305989834,0.030939782752178457
45,45,45,45,2019-04-10,225.10934448242188,220.4258575439453,217.19046020507807,0.021247447965776045,0.03646055296289963
46,46,46,46,2019-04-11,221.1040954589844,222.24058532714844,219.115234375,-0.005113781834632403,0.00907678140069712
47,47,47,47,2019-04-12,221.7548217773437,224.00038146972656,219.4268341064453,-0.0100248029831429,0.010609402812461255
48,48,48,48,2019-04-15,225.76922607421875,225.34765625,221.0858154296875,0.0018707530898438574,0.021183677638607845
49,49,49,49,2019-04-16,224.8618927001953,225.94338989257807,221.9289703369141,-0.0047865847852284205,0.01321559037032749
50,50,50,50,2019-04-17,225.06349182128903,224.46778869628903,223.80783081054688,0.002653846810091842,0.00561044270075195
51,51,51,51,2019-04-18,225.29266357421875,225.10934448242188,220.4258575439453,0.0008143557621669295,0.022079106709625318
52,52,52,52,2019-04-22,223.1021423339844,221.1040954589844,222.24058532714844,0.009036679627540511,0.003876686184783651
53,53,53,53,2019-04-23,225.08184814453125,221.7548217773437,224.00038146972656,0.015003174860062751,0.004827968004826211
54,54,54,54,2019-04-24,227.2631683349609,225.76922607421875,225.34765625,0.006617120883654293,0.008500252972837075
55,55,55,55,2019-04-25,225.1002197265625,224.8618927001953,225.94338989257807,0.0010598817945774996,-0.0037317762047229808
56,56,56,56,2019-04-26,223.46876525878903,225.06349182128903,224.46778869628903,-0.007085674133974096,-0.004450631617580081
57,57,57,57,2019-04-29,223.89035034179688,225.29266357421875,225.10934448242188,-0.006224407000984811,-0.005415120120525141
58,58,58,58,2019-04-30,225.0360412597656,223.1021423339844,221.1040954589844,0.008668222122610203,0.017783233696413214
59,59,59,59,2019-05-01,221.42491149902344,225.08184814453125,221.7548217773437,-0.01624714154274931,-0.0014877253882286112
60,60,60,60,2019-05-02,222.43307495117188,227.2631683349609,225.76922607421875,-0.02125330478835008,-0.014776819591657553
61,61,61,61,2019-05-03,224.2019958496093,225.1002197265625,224.8618927001953,-0.003990328743545102,-0.00293467622575716
62,62,62,62,2019-05-06,223.8445281982422,223.46876525878903,225.06349182128903,0.0016815009427291194,-0.0054160877589811696
63,63,63,63,2019-05-07,220.132568359375,223.89035034179688,225.29266357421875,-0.01678402832763959,-0.022903964705197066
64,64,64,64,2019-05-08,221.19577026367188,225.0360412597656,223.1021423339844,-0.017065137542393916,-0.00854483982255394
65,65,65,65,2019-05-09,223.75054931640625,221.42491149902344,225.08184814453125,0.010503054067577455,-0.005914732081238938
66,66,66,66,2019-05-10,227.0130615234375,222.43307495117188,227.2631683349609,0.020590402633560823,-0.0011005162576752658
67,67,67,67,2019-05-13,222.3261108398437,224.2019958496093,225.1002197265625,-0.008366941617343637,-0.012323883513257416
68,68,68,68,2019-05-14,223.070541381836,223.8445281982422,223.46876525878903,-0.003457698173978785,-0.0017820113539889215
69,69,69,69,2019-05-15,224.85340881347656,220.132568359375,223.89035034179688,0.02144544303137641,0.004301473780399467
70,70,70,70,2019-05-16,227.3990478515625,221.19577026367188,225.0360412597656,0.028044286653836625,0.010500569502416734
71,71,71,71,2019-05-17,228.23532104492188,223.75054931640625,221.42491149902344,0.020043623321673643,0.030757196648709018
72,72,72,72,2019-05-20,228.7407989501953,227.0130615234375,222.43307495117188,0.007610740171350994,0.028357851009379376
73,73,73,73,2019-05-21,229.6873779296875,222.3261108398437,224.2019958496093,0.03311022291550181,0.02446624999608704
74,74,74,74,2019-05-22,229.3013916015625,223.070541381836,223.8445281982422,0.027932196609775417,0.02437791733058403
75,75,75,75,2019-05-23,228.4007568359375,224.85340881347656,220.132568359375,0.015776269709140145,0.037560041833811564
76,76,76,76,2019-05-24,227.2703857421875,227.3990478515625,221.19577026367188,-0.0005657988043071827,0.027462620425673157
77,77,77,77,2019-05-28,226.360595703125,228.23532104492188,223.75054931640625,-0.008214001817132832,0.011664983146154828
78,78,78,78,2019-05-29,221.1957397460937,228.7407989501953,227.0130615234375,-0.032985192142064856,-0.025625493697609136
79,79,79,79,2019-05-30,221.9769287109375,229.6873779296875,222.3261108398437,-0.0335693205619263,-0.0015705853333517483
80,80,80,80,2019-05-31,220.1756591796875,229.3013916015625,223.070541381836,-0.039797980980996406,-0.012977429400654272
81,81,81,81,2019-06-03,221.5449676513672,228.4007568359375,224.85340881347656,-0.03001649066117107,-0.014713769204423466
