,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TGT,TGT_6m,TGT_12m,TGT_6m_ret,TGT_12m_ret
240,240,240,240,2020-01-17,107.23857879638672,113.27375030517578,117.59375762939452,-0.05327952409564829,-0.08805891606630101
241,241,241,241,2020-01-21,104.5970687866211,114.40189361572266,115.63092803955078,-0.08570509210307387,-0.0954230796206671
242,242,242,242,2020-01-22,104.46867370605467,113.61309814453124,114.42941284179688,-0.08048741375614643,-0.08704701779352231
243,243,243,243,2020-01-23,105.96369171142578,114.88800048828124,113.34712982177734,-0.07767833663155921,-0.06514005358548558
244,244,244,244,2020-01-24,104.85388946533205,107.31197357177734,113.54891967773438,-0.022905963096477522,-0.07657519100207977
245,245,245,245,2020-01-27,106.19300079345705,106.6882781982422,113.1820297241211,-0.0046422851052564384,-0.061750341001125975
246,246,246,246,2020-01-28,105.88114166259766,107.23857879638672,113.27375030517578,-0.012658104471585885,-0.06526321078503516
247,247,247,247,2020-01-29,104.80802154541016,104.5970687866211,114.40189361572266,0.0020168132934910155,-0.08386112997865602
248,248,248,248,2020-01-30,105.1749038696289,104.46867370605467,113.61309814453124,0.0067602099128909465,-0.07427131565559286
249,249,249,249,2020-01-31,101.57032012939452,105.96369171142578,114.88800048828124,-0.041461103431502444,-0.11591881051359354
250,250,250,250,2020-02-03,103.19375610351562,104.85388946533205,107.31197357177734,-0.015832825756695534,-0.03837612273067725
251,251,251,251,2020-02-04,103.87247467041016,106.19300079345705,106.6882781982422,-0.02185196863925387,-0.026392810675975875
252,252,252,252,2020-02-05,105.96369171142578,105.88114166259766,107.23857879638672,0.0007796482691051487,-0.011888325071722217
253,253,253,253,2020-02-06,105.60598754882812,104.80802154541016,104.5970687866211,0.007613596666093292,0.00964576516255189
254,254,254,254,2020-02-07,106.0370635986328,105.1749038696289,104.46867370605467,0.008197390226023726,0.015013016217580555
255,255,255,255,2020-02-10,107.29361724853516,101.57032012939452,105.96369171142578,0.05634812523825361,0.012550766358076615
256,256,256,256,2020-02-11,107.0276336669922,103.19375610351562,104.85388946533205,0.03715222420657649,0.020731173757544408
257,257,257,257,2020-02-12,108.33006286621094,103.87247467041016,106.19300079345705,0.04291404638182361,0.020124321346850715
258,258,258,258,2020-02-13,108.48596954345705,105.96369171142578,105.88114166259766,0.02380322723089212,0.024601433644906967
259,259,259,259,2020-02-14,106.97260284423828,105.60598754882812,104.80802154541016,0.01294069898052208,0.020652820909230485
260,260,260,260,2020-02-18,108.68830108642578,106.0370635986328,105.1749038696289,0.025002931973185705,0.03340528098938855
261,261,261,261,2020-02-19,108.28244018554688,107.29361724853516,101.57032012939452,0.00921604623247263,0.06608347839803508
262,262,262,262,2020-02-20,109.0849380493164,107.0276336669922,103.19375610351562,0.019222179467457412,0.05708855039534777
263,263,263,263,2020-02-21,107.93192291259766,108.33006286621094,103.87247467041016,-0.0036752489851776815,0.03908107759123114
264,264,264,264,2020-02-24,104.95250701904295,108.48596954345705,105.96369171142578,-0.03257068669141283,-0.0095427469169026
265,265,265,265,2020-02-25,103.05233764648438,106.97260284423828,105.60598754882812,-0.0366473759964705,-0.02418091967714464
266,266,266,266,2020-02-26,102.07456970214844,108.68830108642578,106.0370635986328,-0.0608504440511799,-0.03736895159114395
267,267,267,267,2020-02-27,97.42559814453124,108.28244018554688,107.29361724853516,-0.10026410581819123,-0.09197209822039665
268,268,268,268,2020-02-28,95.00886535644533,109.0849380493164,107.0276336669922,-0.12903772917309086,-0.11229593609387178
269,269,269,269,2020-03-02,100.59869384765624,107.93192291259766,108.33006286621094,-0.06794309660247422,-0.07136863779081382
270,270,270,270,2020-03-03,97.62852478027344,104.95250701904295,108.48596954345705,-0.06978377598393748,-0.1000815571716337
271,271,271,271,2020-03-04,99.45491027832033,103.05233764648438,106.97260284423828,-0.03490874103705277,-0.07027680327517494
272,272,272,272,2020-03-05,97.74844360351562,102.07456970214844,108.68830108642578,-0.04238201651259821,-0.10065349603920204
273,273,273,273,2020-03-06,97.72999572753906,97.42559814453124,108.28244018554688,0.0031244107175636415,-0.09745296134743286
274,274,274,274,2020-03-09,95.95895385742188,95.00886535644533,109.0849380493164,0.009999998393961373,-0.12032810786362069
275,275,275,275,2020-03-10,99.92534637451172,100.59869384765624,107.93192291259766,-0.006693401746987071,-0.07418172790796651
276,276,276,276,2020-03-11,97.3887176513672,97.62852478027344,104.95250701904295,-0.0024563223652713795,-0.07206868689952639
277,277,277,277,2020-03-12,85.4341812133789,99.45491027832033,103.05233764648438,-0.14097573489036397,-0.1709631905056208
278,278,278,278,2020-03-13,93.1824951171875,97.74844360351562,102.07456970214844,-0.04671121419434965,-0.08711351525563937
279,279,279,279,2020-03-16,86.513427734375,97.72999572753906,97.42559814453124,-0.11477098622243542,-0.11200516720429055
280,280,280,280,2020-03-17,95.5899887084961,95.95895385742188,95.00886535644533,-0.0038450309647393155,0.0061165171257500095
281,281,281,281,2020-03-18,94.84284210205078,99.92534637451172,100.59869384765624,-0.05086301380845004,-0.05721596896995451
282,282,282,282,2020-03-19,92.70284271240234,97.3887176513672,97.62852478027344,-0.04811517239337093,-0.050453308384583506
283,283,283,283,2020-03-20,89.84333801269531,85.4341812133789,99.45491027832033,0.051608814372600786,-0.09664251105076094
284,284,284,284,2020-03-23,89.18842315673828,93.1824951171875,97.74844360351562,-0.04286289989795,-0.08757193599417545
285,285,285,285,2020-03-24,92.75817108154295,86.513427734375,97.72999572753906,0.07218235955626895,-0.05087306726030183
286,286,286,286,2020-03-25,83.97677612304688,95.5899887084961,95.95895385742188,-0.12148984158648646,-0.12486774034842452
287,287,287,287,2020-03-26,88.61653137207031,94.84284210205078,99.92534637451172,-0.06564871520067872,-0.11317263750136952
288,288,288,288,2020-03-27,87.38971710205078,92.70284271240234,97.3887176513672,-0.05731351331732937,-0.10267103613696726
289,289,289,289,2020-03-30,88.5611801147461,89.84333801269531,85.4341812133789,-0.014271040305381844,0.03660126259719454
290,290,290,290,2020-03-31,85.75704193115234,89.18842315673828,93.1824951171875,-0.038473392668414874,-0.07968721138768409
291,291,291,291,2020-04-01,87.87858581542969,92.75817108154295,86.513427734375,-0.05260544930131994,0.01577972479886225
292,292,292,292,2020-04-02,87.03919219970703,83.97677612304688,95.5899887084961,0.036467416564943456,-0.08945284568308631
293,293,293,293,2020-04-03,85.38806915283203,88.61653137207031,94.84284210205078,-0.036431827890927915,-0.09968884039815495
294,294,294,294,2020-04-06,89.94480895996094,87.38971710205078,92.70284271240234,0.029237900552148588,-0.029751339567847146
295,295,295,295,2020-04-07,90.63661193847656,88.5611801147461,89.84333801269531,0.023435006410725157,0.008829524184299054
296,296,296,296,2020-04-08,96.5124053955078,85.75704193115234,89.18842315673828,0.12541667975196824,0.08211808191628722
297,297,297,297,2020-04-09,96.1157684326172,87.87858581542969,92.75817108154295,0.09373367289373502,0.03619732161517719
298,298,298,298,2020-04-13,96.55853271484376,87.03919219970703,83.97677612304688,0.10936843822372677,0.14982423918443222
299,299,299,299,2020-04-14,99.97146606445312,85.38806915283203,88.61653137207031,0.17078963204471775,0.12813562567358172
300,300,300,300,2020-04-15,97.99748992919922,89.94480895996094,87.38971710205078,0.08952913528142514,0.12138467978745182
301,301,301,301,2020-04-16,100.82010650634766,90.63661193847656,88.5611801147461,0.11235519896511104,0.13842325018386203
302,302,302,302,2020-04-17,104.62042999267578,96.5124053955078,85.75704193115234,0.08401018049380604,0.21996313814867108
303,303,303,303,2020-04-20,100.52490997314452,96.1157684326172,87.87858581542969,0.04587323820459677,0.14390677820277786
304,304,304,304,2020-04-21,98.60629272460938,96.55853271484376,87.03919219970703,0.021207447464151485,0.13289531109574426
305,305,305,305,2020-04-22,98.55094909667967,99.97146606445312,85.38806915283203,-0.014209224128589049,0.15415361975556596
306,306,306,306,2020-04-23,95.8021469116211,97.99748992919922,89.94480895996094,-0.022402033145585754,0.06512146747976932
307,307,307,307,2020-04-24,99.45491027832033,100.82010650634766,90.63661193847656,-0.013540912376851844,0.09729289468398883
308,308,308,308,2020-04-27,101.3550796508789,104.62042999267578,96.5124053955078,-0.031211402419445977,0.050176702523637484
309,309,309,309,2020-04-28,103.31060028076172,100.52490997314452,96.1157684326172,0.02771144294843353,0.07485589477639687
310,310,310,310,2020-04-29,103.4028549194336,98.60629272460938,96.55853271484376,0.0486435709353783,0.07088262437461079
311,311,311,311,2020-04-30,101.22595977783205,98.55094909667967,99.97146606445312,0.02714342891338517,0.01254851771974752
312,312,312,312,2020-05-01,99.8331069946289,95.8021469116211,97.99748992919922,0.042075884653466344,0.018731266145243897
313,313,313,313,2020-05-04,103.04310607910156,99.45491027832033,100.82010650634766,0.036078618850892585,0.02204916905750287
314,314,314,314,2020-05-05,103.08924102783205,101.3550796508789,104.62042999267578,0.017109762854772725,-0.014635659258434797
315,315,315,315,2020-05-06,104.76803588867188,103.31060028076172,100.52490997314452,0.01410731913229979,0.04220969625002313
316,316,316,316,2020-05-07,104.56510925292967,103.4028549194336,98.60629272460938,0.011240060387130102,0.06043038799726763
317,317,317,317,2020-05-08,106.84347534179688,101.22595977783205,98.55094909667967,0.05549481157100411,0.0841445599573285
318,318,318,318,2020-05-11,110.85598754882812,99.8331069946289,95.8021469116211,0.11041307724492899,0.15713468980078726
319,319,319,319,2020-05-12,110.12727355957033,103.04310607910156,99.45491027832033,0.0687495529786395,0.10730856074761763
320,320,320,320,2020-05-13,109.89665985107422,103.08924102783205,101.3550796508789,0.0660342316557001,0.08427382455439902
321,321,321,321,2020-05-14,110.63461303710938,104.76803588867188,103.31060028076172,0.055995868383668324,0.07089313910134654
322,322,322,322,2020-05-15,111.55701446533205,104.56510925292967,103.4028549194336,0.06686652232619816,0.07885816646215194
323,323,323,323,2020-05-18,115.48651123046876,106.84347534179688,101.22595977783205,0.08089437245486852,0.1408784019824103
324,324,324,324,2020-05-19,114.21610260009766,110.85598754882812,99.8331069946289,0.03031063206928275,0.14407039947422007
325,325,325,325,2020-05-20,110.93342590332033,110.12727355957033,103.04310607910156,0.0073201879760869115,0.07657300060580208
326,326,326,326,2020-05-21,110.0525131225586,109.89665985107422,103.08924102783205,0.0014181802403783195,0.06754606033860133
327,327,327,327,2020-05-22,108.94901275634766,110.63461303710938,104.76803588867188,-0.015235740736909587,0.03990698911372692
328,328,328,328,2020-05-26,106.75130462646484,111.55701446533205,104.56510925292967,-0.04307850888534348,0.02090750336469349
329,329,329,329,2020-05-27,108.87483215332033,115.48651123046876,106.84347534179688,-0.057250660762917516,0.019012455416908214
330,330,330,330,2020-05-28,109.8206787109375,114.21610260009766,110.85598754882812,-0.03848339935525347,-0.009339223444602918
331,331,331,331,2020-05-29,113.43714904785156,110.93342590332033,110.12727355957033,0.022569600858746153,0.03005500255566429
332,332,332,332,2020-06-01,110.80361938476562,110.0525131225586,109.89665985107422,0.006824980556060289,0.008252839849004268
333,333,333,333,2020-06-02,110.21013641357422,108.94901275634766,110.63461303710938,0.01157535644721186,-0.0038367434194647165
334,334,334,334,2020-06-03,112.88079071044922,106.75130462646484,111.55701446533205,0.05741837165767816,0.011866364938697416
335,335,335,335,2020-06-04,111.2394561767578,108.87483215332033,115.48651123046876,0.02171873863472462,-0.03677533426596813
336,336,336,336,2020-06-05,112.69532012939452,109.8206787109375,114.21610260009766,0.026175775384009947,-0.013314956788779808
337,337,337,337,2020-06-08,113.47425842285156,113.43714904785156,110.93342590332033,0.00032713599831701856,0.022904120185971655
338,338,338,338,2020-06-09,111.9442138671875,110.80361938476562,110.0525131225586,0.01029383777131998,0.017189073570016866
339,339,339,339,2020-06-10,111.27654266357422,110.21013641357422,108.94901275634766,0.009676117684839891,0.021363478643279032
340,340,340,340,2020-06-11,109.4311981201172,112.88079071044922,106.75130462646484,-0.03055960689698367,0.025104081894170793
341,341,341,341,2020-06-12,108.4019012451172,111.2394561767578,108.87483215332033,-0.025508529339911212,-0.004343803786876377
342,342,342,342,2020-06-15,109.56104278564452,112.69532012939452,109.8206787109375,-0.027811956522695747,-0.0023641806656138353
343,343,343,343,2020-06-16,110.54396057128906,113.47425842285156,113.43714904785156,-0.02582345892619109,-0.025504770710889968
344,344,344,344,2020-06-17,109.6723175048828,111.9442138671875,110.80361938476562,-0.020294897644286602,-0.010209972256902344
345,345,345,345,2020-06-18,108.77283477783205,111.27654266357422,110.21013641357422,-0.02249987127396391,-0.013041464991464635
346,346,346,346,2020-06-19,111.79583740234376,109.4311981201172,112.88079071044922,0.02160845648085674,-0.00961149635183256
347,347,347,347,2020-06-22,113.52989196777344,108.4019012451172,111.2394561767578,0.047305357782063906,0.020590138335234043
348,348,348,348,2020-06-23,112.6675033569336,109.56104278564452,112.69532012939452,0.028353696645319948,-0.0002468316557332484
349,349,349,349,2020-06-24,111.01689910888672,110.54396057128906,113.47425842285156,0.0042782847217841535,-0.021655654314194472
350,350,350,350,2020-06-25,111.10035705566406,109.6723175048828,111.9442138671875,0.013020966304625459,-0.007538190518043275
351,351,351,351,2020-06-26,108.5131607055664,108.77283477783205,111.27654266357422,-0.0023873062865008565,-0.024833463476326978
352,352,352,352,2020-06-29,109.95050811767578,111.79583740234376,109.4311981201172,-0.016506243233608053,0.004745538808672789
353,353,353,353,2020-06-30,111.21163940429688,113.52989196777344,108.4019012451172,-0.02041975486187042,0.025919639110630666
354,354,354,354,2020-07-01,110.31214141845705,112.6675033569336,109.56104278564452,-0.020905424086790192,0.006855526505731069
355,355,355,355,2020-07-02,110.46054077148438,111.01689910888672,110.54396057128906,-0.005011474305877117,-0.0007546300980494358
356,356,356,356,2020-07-06,110.5718002319336,111.10035705566406,109.6723175048828,-0.004757471872620989,0.008201547551055954
357,357,357,357,2020-07-07,109.47757720947266,108.5131607055664,108.77283477783205,0.008887553340401144,0.006479029741939257
358,358,358,358,2020-07-08,109.1437530517578,109.95050811767578,111.79583740234376,-0.007337438268630314,-0.02372256796146477
359,359,359,359,2020-07-09,109.3292007446289,111.21163940429688,113.52989196777344,-0.01692663348684742,-0.03700075064227959
360,360,360,360,2020-07-10,110.21941375732422,110.31214141845705,112.6675033569336,-0.0008405934282526006,-0.02172844455294054
361,361,361,361,2020-07-13,110.09886169433594,110.46054077148438,111.01689910888672,-0.003274283057301597,-0.008269348377766828
362,362,362,362,2020-07-14,111.35075378417967,110.5718002319336,111.10035705566406,0.007044775888717991,0.00225378869295767
363,363,363,363,2020-07-15,112.82512664794922,109.47757720947266,108.5131607055664,0.03057748923390413,0.03973680164088722
364,364,364,364,2020-07-16,113.08478546142578,109.1437530517578,109.95050811767578,0.03610863928968144,0.0285062561092988
365,365,365,365,2020-07-17,112.82512664794922,109.3292007446289,111.21163940429688,0.03197614067888499,0.014508258778442196
366,366,366,366,2020-07-20,111.109619140625,110.21941375732422,110.31214141845705,0.00807666592439693,0.00722928330384609
367,367,367,367,2020-07-21,111.46200561523438,110.09886169433594,110.46054077148438,0.012381090048713572,0.009066267798034655
368,368,368,368,2020-07-22,114.18827056884766,111.35075378417967,110.5718002319336,0.025482690401608554,0.03270698613324741
369,369,369,369,2020-07-23,113.45571899414062,112.82512664794922,109.47757720947266,0.0055891126819564985,0.03633750294872029
370,370,370,370,2020-07-24,114.7168426513672,113.08478546142578,109.1437530517578,0.014432155336211228,0.051061920117100534
371,371,371,371,2020-07-27,113.77098846435548,112.82512664794922,109.3292007446289,0.008383432347988107,0.04062764283900422
372,372,372,372,2020-07-28,114.32738494873048,111.109619140625,110.21941375732422,0.028960281143912026,0.03727084958418492
373,373,373,373,2020-07-29,114.68902587890624,111.46200561523438,110.09886169433594,0.028951751279368665,0.041691295567740205
374,374,374,374,2020-07-30,115.52359008789062,114.18827056884766,111.35075378417967,0.011694016490405357,0.037474701893789986
375,375,375,375,2020-07-31,116.72908782958984,113.45571899414062,112.82512664794922,0.028851510214467746,0.03460187723805741
376,376,376,376,2020-08-03,118.54661560058594,114.7168426513672,113.08478546142578,0.03338457423255359,0.04829854092992236
377,377,377,377,2020-08-04,120.96688842773438,113.77098846435548,112.82512664794922,0.0632489886965637,0.07216266466236787
378,378,378,378,2020-08-05,119.96539306640624,114.32738494873048,111.109619140625,0.04931459002761307,0.07970303556322156
379,379,379,379,2020-08-06,119.63155364990234,114.68902587890624,111.46200561523438,0.04309503662725889,0.07329446468843526
380,380,380,380,2020-08-07,122.17237091064452,115.52359008789062,114.18827056884766,0.05755344702926468,0.06992049447830984
381,381,381,381,2020-08-10,123.27588653564452,116.72908782958984,113.45571899414062,0.05608540962482467,0.08655506860796547
382,382,382,382,2020-08-11,122.14459228515624,118.54661560058594,114.7168426513672,0.030350733054183676,0.06474855358739706
383,383,383,383,2020-08-12,124.81519317626952,120.96688842773438,113.77098846435548,0.03181287704886393,0.09707399804629624
384,384,384,384,2020-08-13,125.00994110107422,119.96539306640624,114.32738494873048,0.04205002714304107,0.09343829701986328
385,385,385,385,2020-08-14,126.60487365722656,119.63155364990234,114.68902587890624,0.05828997279205628,0.10389701793179063
386,386,386,386,2020-08-17,128.19058227539062,122.17237091064452,115.52359008789062,0.049260003058692936,0.10964853306465727
387,387,387,387,2020-08-18,127.57550048828124,123.27588653564452,116.72908782958984,0.03487798038583567,0.09291953582748658
388,388,388,388,2020-08-19,143.71585083007812,122.14459228515624,118.54661560058594,0.1766042862917916,0.21231508889544193
389,389,389,389,2020-08-20,141.8707275390625,124.81519317626952,120.96688842773438,0.13664630025213675,0.1728062892501041
390,390,390,390,2020-08-21,143.16603088378906,125.00994110107422,119.96539306640624,0.14523716772280615,0.1933944217107697
391,391,391,391,2020-08-24,142.80259704589844,126.60487365722656,119.63155364990234,0.12793917738527205,0.19368672134615394
392,392,392,392,2020-08-25,142.4391632080078,128.19058227539062,122.17237091064452,0.11115154233410918,0.16588687070815866
393,393,393,393,2020-08-26,142.30870056152344,127.57550048828124,123.27588653564452,0.11548612403519876,0.15439202718997036
394,394,394,394,2020-08-27,140.07215881347656,143.71585083007812,122.14459228515624,-0.025353445674615727,0.14677331343877253
395,395,395,395,2020-08-28,140.57537841796875,141.8707275390625,124.81519317626952,-0.009130489027323052,0.12626816367973737
396,396,396,396,2020-08-31,140.91082763671875,143.16603088378906,125.00994110107422,-0.01575236271585201,0.12719697646116157
397,397,397,397,2020-09-01,140.29580688476562,142.80259704589844,126.60487365722656,-0.017554233697354316,0.10813906946904961
398,398,398,398,2020-09-02,139.63417053222656,142.4391632080078,128.19058227539062,-0.019692566374354792,0.08927011683472807
399,399,399,399,2020-09-03,136.08370971679688,142.30870056152344,127.57550048828124,-0.043742868989484984,0.06669156065193871
400,400,400,400,2020-09-04,137.2019500732422,140.07215881347656,143.71585083007812,-0.020490929564785376,-0.04532485956985788
401,401,401,401,2020-09-08,134.19192504882812,140.57537841796875,141.8707275390625,-0.04540946957411618,-0.05412534793775625
402,402,402,402,2020-09-09,137.50015258789062,140.91082763671875,143.16603088378906,-0.024204492344769735,-0.039575577117853866
403,403,403,403,2020-09-10,136.09300231933594,140.29580688476562,142.80259704589844,-0.02995673683164124,-0.04698510296984271
404,404,404,404,2020-09-11,137.59335327148438,139.63417053222656,142.4391632080078,-0.014615457326551562,-0.034020207837411776
405,405,405,405,2020-09-14,138.32949829101562,136.08370971679688,142.30870056152344,0.01650299348020745,-0.027961763791016447
406,406,406,406,2020-09-15,138.9166259765625,137.2019500732422,140.07215881347656,0.012497460148379602,-0.008249553992044856
407,407,407,407,2020-09-16,137.9102020263672,134.19192504882812,140.57537841796875,0.027708649206620306,-0.01895905543058385
408,408,408,408,2020-09-17,137.55606079101562,137.50015258789062,140.91082763671875,0.0004066046624149333,-0.023807729341793538
409,409,409,409,2020-09-18,138.68365478515625,136.09300231933594,140.29580688476562,0.019035897670487634,-0.011491092538022496
410,410,410,410,2020-09-21,139.65280151367188,137.59335327148438,139.63417053222656,0.014967643372452821,0.0001334270929120862
411,411,411,411,2020-09-22,143.5853729248047,138.32949829101562,136.08370971679688,0.037995327813102,0.05512535794048734
412,412,412,412,2020-09-23,140.7244873046875,138.9166259765625,137.2019500732422,0.013014002574681216,0.02567410470160869
413,413,413,413,2020-09-24,141.64703369140625,137.9102020263672,134.19192504882812,0.027096122042694182,0.05555556818985541
414,414,414,414,2020-09-25,143.83700561523438,137.55606079101562,137.50015258789062,0.045660982061424216,0.04608615269203575
415,415,415,415,2020-09-28,145.80325317382812,138.68365478515625,136.09300231933594,0.051336968294506624,0.07135011124016155
416,416,416,416,2020-09-29,146.25057983398438,139.65280151367188,137.59335327148438,0.0472441529908485,0.0629189299967019
417,417,417,417,2020-09-30,146.69784545898438,143.5853729248047,138.32949829101562,0.021676807816696453,0.060495753048735335
418,418,418,418,2020-10-01,147.79751586914062,140.7244873046875,138.9166259765625,0.05026153372397135,0.06392964002794366
419,419,419,419,2020-10-02,148.2634735107422,141.64703369140625,137.9102020263672,0.046710754520638886,0.07507255686853065
420,420,420,420,2020-10-05,150.49069213867188,143.83700561523438,137.55606079101562,0.04625851667988834,0.09403170804162109
421,421,421,421,2020-10-06,147.6204376220703,145.80325317382812,138.68365478515625,0.012463264081465475,0.0644400585689684
422,422,422,422,2020-10-07,149.73583984375,146.25057983398438,139.65280151367188,0.02383074319241607,0.0722007594605325
423,423,423,423,2020-10-08,150.83547973632812,146.69784545898438,143.5853729248047,0.028205146874502596,0.050493352239439515
424,424,424,424,2020-10-09,152.5594482421875,147.79751586914062,140.7244873046875,0.032219299120447076,0.08410022423372343
425,425,425,425,2020-10-12,153.3608856201172,148.2634735107422,141.64703369140625,0.034380768160039654,0.08269747430243313
426,426,426,426,2020-10-13,154.3579864501953,150.49069213867188,143.83700561523438,0.025697897036448314,0.07314516031503526
427,427,427,427,2020-10-14,152.80172729492188,147.6204376220703,145.80325317382812,0.03509872857927987,0.047999437383952515
428,428,428,428,2020-10-15,154.19027709960938,149.73583984375,146.25057983398438,0.02974863773768255,0.054288313076349626
429,429,429,429,2020-10-16,153.68704223632812,150.83547973632812,146.69784545898438,0.01890511771490866,0.04764348621124004
430,430,430,430,2020-10-19,152.87631225585938,152.5594482421875,147.79751586914062,0.002076987150404941,0.03436320534112025
431,431,431,431,2020-10-20,153.6404266357422,153.3608856201172,148.2634735107422,0.0018227660494700704,0.03626620230646638
432,432,432,432,2020-10-21,152.16806030273438,154.3579864501953,150.49069213867188,-0.014187319994404923,0.011145992753604173
433,433,433,433,2020-10-22,148.72940063476562,152.80172729492188,147.6204376220703,-0.02665105121682476,0.007512259349443218
434,434,434,434,2020-10-23,149.31651306152344,154.19027709960938,149.73583984375,-0.03160876372858068,-0.0028004436523956233
435,435,435,435,2020-10-26,147.21041870117188,153.68704223632812,150.83547973632812,-0.042141636932520266,-0.024033211824519896
436,436,436,436,2020-10-27,146.33444213867188,152.87631225585938,152.5594482421875,-0.04279191472279098,-0.04080380582940657
437,437,437,437,2020-10-28,144.63841247558594,153.6404266357422,153.3608856201172,-0.05859144209159639,-0.056875474533560455
438,438,438,438,2020-10-29,143.74380493164062,152.16806030273438,154.3579864501953,-0.05536152169078001,-0.0687634100615806
439,439,439,439,2020-10-30,141.85203552246094,148.72940063476562,152.80172729492188,-0.04624079087895616,-0.07165947640975934
440,440,440,440,2020-11-02,143.87428283691406,149.31651306152344,154.19027709960938,-0.0364476112723513,-0.06690431106775308
441,441,441,441,2020-11-03,146.0548858642578,147.21041870117188,153.68704223632812,-0.007849531623571604,-0.049660376444320975
442,442,442,442,2020-11-04,145.95236206054688,146.33444213867188,152.87631225585938,-0.002611005806568256,-0.04529119059154385
443,443,443,443,2020-11-05,147.8254852294922,144.63841247558594,153.6404266357422,0.022034760333422554,-0.037847730142251734
444,444,444,444,2020-11-06,150.5,143.74380493164062,152.16806030273438,0.047001643455677034,-0.010961960738776644
445,445,445,445,2020-11-09,144.35885620117188,141.85203552246094,148.72940063476562,0.017672081119442185,-0.02938588076695392
446,446,446,446,2020-11-10,147.30360412597656,143.87428283691406,149.31651306152344,0.02383554045548042,-0.013480819329858673
447,447,447,447,2020-11-11,148.81326293945312,146.0548858642578,147.21041870117188,0.01888589388073547,0.010888116835907624
448,448,448,448,2020-11-12,148.66416931152344,145.95236206054688,146.33444213867188,0.01858008471182937,0.015920566196192087
449,449,449,449,2020-11-13,151.7860107421875,147.8254852294922,144.63841247558594,0.026791899289535737,0.04941701270268051
450,450,450,450,2020-11-16,153.92935180664062,150.5,143.74380493164062,0.022786390741798224,0.07085903201076293
451,451,451,451,2020-11-17,152.56314086914062,144.35885620117188,141.85203552246094,0.05683256908419687,0.07550899997472138
452,452,452,452,2020-11-18,156.12832641601562,147.30360412597656,143.87428283691406,0.05990839356851052,0.08517188296251588
453,453,453,453,2020-11-19,160.35787963867188,148.81326293945312,146.0548858642578,0.07757787492312329,0.09792889631714985
454,454,454,454,2020-11-20,161.23748779296875,148.66416931152344,145.95236206054688,0.08457531185674005,0.10472681302739728
455,455,455,455,2020-11-23,166.1501007080078,151.7860107421875,147.8254852294922,0.09463381964901951,0.12396113870397585
456,456,456,456,2020-11-24,166.4308319091797,153.92935180664062,150.5,0.08121570029244896,0.10585270371547972
457,457,457,457,2020-11-25,168.264892578125,152.56314086914062,144.35885620117188,0.10291969357429775,0.16560145325368025
458,458,458,458,2020-11-27,168.21812438964844,156.12832641601562,147.30360412597656,0.07743500651777069,0.141982406932728
459,459,459,459,2020-11-30,167.99351501464844,160.35787963867188,148.81326293945312,0.04761621563705898,0.12888805538118664
460,460,460,460,2020-12-01,167.5443878173828,161.23748779296875,148.66416931152344,0.03911559346863691,0.12699911884144832
461,461,461,461,2020-12-02,165.07398986816406,166.1501007080078,151.7860107421875,-0.006476739016456623,0.0875441620805657
462,462,462,462,2020-12-03,163.67974853515625,166.4308319091797,153.92935180664062,-0.016529890179991957,0.06334332350573169
463,463,463,463,2020-12-04,163.7826690673828,168.264892578125,152.56314086914062,-0.02663790076507555,0.07354022822501816
464,464,464,464,2020-12-07,161.79891967773438,168.21812438964844,156.12832641601562,-0.03816000645117812,0.036320079718327625
465,465,465,465,2020-12-08,161.6211395263672,167.99351501464844,160.35787963867188,-0.03793227070536387,0.00787775375018529
466,466,466,466,2020-12-09,162.88438415527344,167.5443878173828,161.23748779296875,-0.02781354674313896,0.010214103338172409
467,467,467,467,2020-12-10,161.32168579101562,165.07398986816406,166.1501007080078,-0.022731043698314912,-0.02906055967716592
468,468,468,468,2020-12-11,160.67604064941406,163.67974853515625,166.4308319091797,-0.018351127201891027,-0.034577675264556684
469,469,469,469,2020-12-14,160.00228881835938,163.7826690673828,168.264892578125,-0.023081686667764112,-0.04910473975389318
470,470,470,470,2020-12-15,160.3953094482422,161.79891967773438,168.21812438964844,-0.008675028438310028,-0.046503995748318094
471,471,471,471,2020-12-16,160.65733337402344,161.6211395263672,167.99351501464844,-0.005963366891040378,-0.04366943354917785
472,472,472,472,2020-12-17,160.23623657226562,162.88438415527344,167.5443878173828,-0.01625783586769991,-0.043619194532990235
473,473,473,473,2020-12-18,159.4689178466797,161.32168579101562,165.07398986816406,-0.01148492798876466,-0.03395490728709505
474,474,474,474,2020-12-21,160.7227783203125,160.67604064941406,163.67974853515625,0.00029088139531907586,-0.018065583808058117
475,475,475,475,2020-12-22,161.27493286132812,160.00228881835938,163.7826690673828,0.007953911486938248,-0.01531136487355056
476,476,476,476,2020-12-23,163.67039489746094,160.3953094482422,161.79891967773438,0.02041883556623314,0.011566673148708961
477,477,477,477,2020-12-24,163.93240356445312,160.65733337402344,161.6211395263672,0.020385438508462306,0.014300505768361171
478,478,478,478,2020-12-28,165.05528259277344,160.23623657226562,162.88438415527344,0.03007463307673519,0.013327848760692262
479,479,479,479,2020-12-29,163.7920379638672,159.4689178466797,161.32168579101562,0.027109484252874516,0.015313205789653006
480,480,480,480,2020-12-30,162.70660400390625,160.7227783203125,160.67604064941406,0.012343152005747982,0.012637623794345076
