,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EXR,EXR_6m,EXR_12m,EXR_6m_ret,EXR_12m_ret
100,100,100,100,2019-06-28,90.67318725585938,93.21990203857422,92.2371063232422,-0.02731943208501786,-0.016955422060858205
101,101,101,101,2019-07-01,90.33989715576172,92.07476043701172,92.33967590332033,-0.018841898398821444,-0.02165676593507193
102,102,102,102,2019-07-02,91.70726013183594,91.6388931274414,92.34822082519533,0.0007460479067491477,-0.006940693471211068
103,103,103,103,2019-07-03,92.72425079345705,90.92103576660156,92.94642639160156,0.019832759401074318,-0.002390361918902073
104,104,104,104,2019-07-05,92.72425079345705,89.78441619873047,92.59606170654295,0.03274326123833671,0.001384390270510183
105,105,105,105,2019-07-08,93.51048278808594,90.25444793701172,93.22846221923828,0.03607617048798084,0.0030250479535365304
106,106,106,106,2019-07-09,94.48472595214844,90.67318725585938,93.21990203857422,0.04203600658189899,0.013568174669941646
107,107,107,107,2019-07-10,95.23675537109376,90.33989715576172,92.07476043701172,0.05420482388737957,0.034341603704146184
108,108,108,108,2019-07-11,94.51890563964844,91.70726013183594,91.6388931274414,0.03065891952033617,0.031427840449816724
109,109,109,109,2019-07-12,94.74109649658205,92.72425079345705,90.92103576660156,0.02175100565242105,0.04201514751533142
110,110,110,110,2019-07-15,95.70679473876952,92.72425079345705,89.78441619873047,0.03216573787105692,0.06596221026742932
111,111,111,111,2019-07-16,95.20258331298828,93.51048278808594,90.25444793701172,0.018095303055348344,0.0548242827813854
112,112,112,112,2019-07-17,95.15131378173828,94.48472595214844,90.67318725585938,0.007054979763897906,0.04938754952158719
113,113,113,113,2019-07-18,94.93766021728516,95.23675537109376,90.33989715576172,-0.0031405432980489145,0.050894047992949165
114,114,114,114,2019-07-19,92.88661193847656,94.51890563964844,91.70726013183594,-0.01726949428926916,0.012859961195495595
115,115,115,115,2019-07-22,92.88661193847656,94.74109649658205,92.72425079345705,-0.019574235750716595,0.0017510105892488692
116,116,116,116,2019-07-23,94.00613403320312,95.70679473876952,92.72425079345705,-0.017769487633645276,0.01382468155608474
117,117,117,117,2019-07-24,93.85231018066406,95.20258331298828,93.51048278808594,-0.014183156436890498,0.0036554981044507606
118,118,118,118,2019-07-25,93.96343231201172,95.15131378173828,94.48472595214844,-0.012484131038393964,-0.005517226566341793
119,119,119,119,2019-07-26,94.22835540771484,94.93766021728516,95.23675537109376,-0.0074712691248859375,-0.010588348578756679
120,120,120,120,2019-07-29,95.21112823486328,92.88661193847656,94.51890563964844,0.0250253104066962,0.007323641662271507
121,121,121,121,2019-07-30,95.6298828125,92.88661193847656,94.74109649658205,0.029533544358797847,0.009381212048247933
122,122,122,122,2019-07-31,96.04863739013672,94.00613403320312,95.70679473876952,0.021727341284050405,0.00357176992814634
123,123,123,123,2019-08-01,97.552734375,93.85231018066406,95.20258331298828,0.039428163113008896,0.024685790870667468
124,124,124,124,2019-08-02,98.11678314208984,93.96343231201172,95.15131378173828,0.044201778584318285,0.031165826749947723
125,125,125,125,2019-08-05,97.527099609375,94.22835540771484,94.93766021728516,0.03500797809095668,0.027275154940235025
126,126,126,126,2019-08-06,98.49278259277344,95.21112823486328,92.88661193847656,0.03446713024779102,0.06035499128776611
127,127,127,127,2019-08-07,99.97126007080078,95.6298828125,92.88661193847656,0.04539770551442435,0.07627200502282006
128,128,128,128,2019-08-08,101.44972229003906,96.04863739013672,94.00613403320312,0.056232811278351225,0.07918194204440798
129,129,129,129,2019-08-09,101.38990020751952,97.552734375,93.85231018066406,0.039334272453800834,0.08031331367704997
130,130,130,130,2019-08-12,101.78299713134766,98.11678314208984,93.96343231201172,0.037365819300746006,0.08321923355641747
131,131,131,131,2019-08-13,101.70611572265624,97.527099609375,94.22835540771484,0.04284979385236953,0.079357856587712
132,132,132,132,2019-08-14,100.81730651855467,98.49278259277344,95.21112823486328,0.02360095698983522,0.058881544496167226
133,133,133,133,2019-08-15,103.23584747314452,99.97126007080078,95.6298828125,0.03265525912178879,0.07953543847332134
134,134,134,134,2019-08-16,103.08200073242188,101.44972229003906,96.04863739013672,0.016089530907893668,0.07322710174134572
135,135,135,135,2019-08-19,104.0135269165039,101.38990020751952,97.552734375,0.025876608060709128,0.06622871806615005
136,136,136,136,2019-08-20,103.37256622314452,101.78299713134766,98.11678314208984,0.015617236047250405,0.05356660616811504
137,137,137,137,2019-08-21,103.21018981933594,101.70611572265624,97.527099609375,0.014788433183125171,0.05827190834879126
138,138,138,138,2019-08-22,103.7229461669922,100.81730651855467,98.49278259277344,0.02882084186510947,0.053101998304213804
139,139,139,139,2019-08-23,103.40675354003906,103.23584747314452,99.97126007080078,0.0016554914894171269,0.03436481111476675
140,140,140,140,2019-08-26,103.85113525390624,103.08200073242188,101.44972229003906,0.007461385266287701,0.023670966363039003
141,141,141,141,2019-08-27,103.60332489013672,104.0135269165039,101.38990020751952,-0.0039437373054033165,0.02183082021075955
142,142,142,142,2019-08-28,103.40675354003906,103.37256622314452,101.78299713134766,0.000330719436922422,0.015953120407684596
143,143,143,143,2019-08-29,103.58621978759766,103.21018981933594,101.70611572265624,0.003643341504554254,0.018485654000083063
144,144,144,144,2019-08-30,104.19298553466795,103.7229461669922,100.81730651855467,0.004531681609959204,0.03348313035413231
145,145,145,145,2019-09-03,104.65447235107422,103.40675354003906,103.23584747314452,0.012066124970764536,0.013741591827380883
146,146,146,146,2019-09-04,105.5603485107422,103.85113525390624,103.08200073242188,0.016458301131298203,0.024042488123155126
147,147,147,147,2019-09-05,103.57767486572266,103.60332489013672,104.0135269165039,-0.0002475791625535795,-0.004190340080777455
148,148,148,148,2019-09-06,102.32997131347656,103.40675354003906,103.37256622314452,-0.010413074482079843,-0.010085798851286798
149,149,149,149,2019-09-09,101.08223724365234,103.58621978759766,103.21018981933594,-0.024172931004526443,-0.02061765974278762
150,150,150,150,2019-09-10,98.94572448730467,104.19298553466795,103.7229461669922,-0.05036098179197834,-0.04605752011706532
151,151,151,151,2019-09-11,99.59523010253906,104.65447235107422,103.40675354003906,-0.04834234156342032,-0.036859521327339384
152,152,152,152,2019-09-12,99.98833465576172,105.5603485107422,103.85113525390624,-0.0527851028685592,-0.03719555485551829
153,153,153,153,2019-09-13,100.0055923461914,103.57767486572266,103.60332489013672,-0.03448699272465883,-0.03472603362643456
154,154,154,154,2019-09-16,100.86681365966795,102.32997131347656,103.40675354003906,-0.014298427284088477,-0.0245626111778825
155,155,155,155,2019-09-17,101.38355255126952,101.08223724365234,103.58621978759766,0.0029808927446952627,-0.02126409517448058
156,156,156,156,2019-09-18,100.61705017089844,98.94572448730467,104.19298553466795,0.016891338077050566,-0.034320308084268336
157,157,157,157,2019-09-19,100.63427734375,99.59523010253906,104.65447235107422,0.010432700844620557,-0.038413981906459393
158,158,158,158,2019-09-20,99.88500213623048,99.98833465576172,105.5603485107422,-0.0010334457503166083,-0.0537639980786363
159,159,159,159,2019-09-23,99.6783218383789,100.0055923461914,103.57767486572266,-0.0032725220673618383,-0.03764665534729217
160,160,160,160,2019-09-24,100.19503021240234,100.86681365966795,102.32997131347656,-0.006660103783314275,-0.020863302057752553
161,161,161,161,2019-09-25,100.82373046875,101.38355255126952,101.08223724365234,-0.005521823495348688,-0.002557390714248098
162,162,162,162,2019-09-26,101.60746002197266,100.61705017089844,98.94572448730467,0.00984336004078834,0.026900965640102026
163,163,163,163,2019-09-27,100.49649047851562,100.63427734375,99.59523010253906,-0.0013691842269977217,0.009049232328181445
164,164,164,164,2019-09-30,100.60842895507812,99.88500213623048,99.98833465576172,0.007242597020331143,0.006201666438902631
165,165,165,165,2019-10-01,99.61803436279295,99.6783218383789,100.0055923461914,-0.0006048203307806865,-0.0038753631102632635
166,166,166,166,2019-10-02,99.21324920654295,100.19503021240234,100.86681365966795,-0.009798699633885244,-0.016393543060696292
167,167,167,167,2019-10-03,100.46202850341795,100.82373046875,101.38355255126952,-0.0035874685815573404,-0.009089482708603547
168,168,168,168,2019-10-04,101.1510009765625,101.60746002197266,100.61705017089844,-0.004492377285205684,0.005306762668525256
169,169,169,169,2019-10-07,100.54815673828124,100.49649047851562,100.63427734375,0.0005141100900101225,-0.0008557780484137467
170,170,170,170,2019-10-08,100.78068542480467,100.60842895507812,99.88500213623048,0.0017121474961452332,0.008967144910830394
171,171,171,171,2019-10-09,100.64288330078124,99.61803436279295,99.6783218383789,0.010287785184115883,0.00967674259169704
172,172,172,172,2019-10-10,100.1433563232422,99.21324920654295,100.19503021240234,0.00937482769829412,-0.0005157330563262397
173,173,173,173,2019-10-11,99.61803436279295,100.46202850341795,100.82373046875,-0.00840112581039798,-0.01195845561706077
174,174,174,174,2019-10-14,99.24769592285156,101.1510009765625,101.60746002197266,-0.018816472751979507,-0.02322431934240654
175,175,175,175,2019-10-15,99.04100799560548,100.54815673828124,100.49649047851562,-0.014989322445748465,-0.014482918517650156
176,176,176,176,2019-10-16,99.18741607666016,100.78068542480467,100.60842895507812,-0.01580927279298272,-0.01412419310366586
177,177,177,177,2019-10-17,98.43815612792967,100.64288330078124,99.61803436279295,-0.02190643889108901,-0.01184402244443361
178,178,178,178,2019-10-18,98.38645935058594,100.1433563232422,99.21324920654295,-0.017543819551896767,-0.008333462139071712
179,179,179,179,2019-10-21,99.5921859741211,99.61803436279295,100.46202850341795,-0.000259474992025277,-0.008658420920370613
180,180,180,180,2019-10-22,99.23046112060548,99.24769592285156,101.1510009765625,-0.00017365443183159357,-0.0189868596199263
181,181,181,181,2019-10-23,99.62663269042967,99.04100799560548,100.54815673828124,0.005912951682096823,-0.009165001903020609
182,182,182,182,2019-10-24,99.51468658447266,99.18741607666016,100.78068542480467,0.0032995164180862346,-0.01256191933003492
183,183,183,183,2019-10-25,96.65541076660156,98.43815612792967,100.64288330078124,-0.018110308354529314,-0.03962001488235101
184,184,184,184,2019-10-28,96.51760864257812,98.38645935058594,100.1433563232422,-0.01899499911210778,-0.03620557382719336
185,185,185,185,2019-10-29,97.08602142333984,99.5921859741211,99.61803436279295,-0.025164268926002653,-0.025417214419549028
186,186,186,186,2019-10-30,95.4669189453125,99.23046112060548,99.24769592285156,-0.03792728697207948,-0.038094355162441085
187,187,187,187,2019-10-31,96.68985748291016,99.62663269042967,99.04100799560548,-0.029477812590986363,-0.023739161790433783
188,188,188,188,2019-11-01,95.78558349609376,99.51468658447266,99.18741607666016,-0.037472891855148016,-0.03429701785897088
189,189,189,189,2019-11-04,93.88226318359376,96.65541076660156,98.43815612792967,-0.028691074415939877,-0.04628177856577376
190,190,190,190,2019-11-05,92.24593353271484,96.51760864257812,98.38645935058594,-0.04425798742778697,-0.062412306108000304
191,191,191,191,2019-11-06,93.78751373291016,97.08602142333984,99.5921859741211,-0.033975104160944736,-0.05828441442905241
192,192,192,192,2019-11-07,92.98657989501952,95.4669189453125,99.23046112060548,-0.025981136478425815,-0.06292302943142736
193,193,193,193,2019-11-08,91.53972625732422,96.68985748291016,99.62663269042967,-0.05326444116950135,-0.08117213454592953
194,194,194,194,2019-11-11,90.99715423583984,95.78558349609376,99.51468658447266,-0.04999112690532592,-0.08559070666823376
195,195,195,195,2019-11-12,89.9723129272461,93.88226318359376,96.65541076660156,-0.04164737964083243,-0.06914354598826822
196,196,196,196,2019-11-13,90.73878479003906,92.24593353271484,96.51760864257812,-0.016338375958234286,-0.05987325974827118
197,197,197,197,2019-11-14,92.24593353271484,93.78751373291016,97.08602142333984,-0.016436944949681176,-0.049853602193872804
198,198,198,198,2019-11-15,92.32344818115234,92.98657989501952,95.4669189453125,-0.007131477624145788,-0.03292733020912586
199,199,199,199,2019-11-18,91.7205810546875,91.53972625732422,96.68985748291016,0.0019756973803362055,-0.05139397820604885
200,200,200,200,2019-11-19,91.9789581298828,90.99715423583984,95.78558349609376,0.01078939118797484,-0.03974110954146037
201,201,201,201,2019-11-20,92.12535858154295,89.9723129272461,93.88226318359376,0.023930091205256243,-0.01871391402884115
202,202,202,202,2019-11-21,90.9799346923828,90.73878479003906,92.24593353271484,0.002657627638520177,-0.013724169639229289
203,203,203,203,2019-11-22,90.94548797607422,92.24593353271484,93.78751373291016,-0.014097592238897172,-0.030302815841024566
204,204,204,204,2019-11-25,90.4804229736328,92.32344818115234,92.98657989501952,-0.01996269900906711,-0.02695181309191208
205,205,205,205,2019-11-26,92.15119171142578,91.7205810546875,91.53972625732422,0.004694809515887632,0.0066797824190854005
206,206,206,206,2019-11-27,91.4708251953125,91.9789581298828,90.99715423583984,-0.005524447600860682,0.005205338160851003
207,207,207,207,2019-11-29,91.3330307006836,92.12535858154295,89.9723129272461,-0.008600540535840029,0.015123738949979204
208,208,208,208,2019-12-02,90.09286499023438,90.9799346923828,90.73878479003906,-0.009750168596490472,-0.007118453275512637
209,209,209,209,2019-12-03,91.49665069580078,90.94548797607422,92.24593353271484,0.0060603635429561376,-0.008122665229989057
210,210,210,210,2019-12-04,91.67752075195312,90.4804229736328,92.32344818115234,0.013230461783640957,-0.006996352951763818
211,211,211,211,2019-12-05,92.22010040283205,92.15119171142578,91.7205810546875,0.000747778624741624,0.00544609881883229
212,212,212,212,2019-12-06,92.58181762695312,91.4708251953125,91.9789581298828,0.012145866501896974,0.006554319697979594
213,213,213,213,2019-12-09,91.83255004882812,91.3330307006836,92.12535858154295,0.005469208065388198,-0.0031783706161171432
214,214,214,214,2019-12-10,90.79045104980467,90.09286499023438,90.9799346923828,0.007742966767078752,-0.002082697060827754
215,215,215,215,2019-12-11,90.3943099975586,91.49665069580078,90.94548797607422,-0.012047880330692595,-0.006060531322462426
216,216,216,216,2019-12-12,88.18956756591797,91.67752075195312,90.4804229736328,-0.038045893447231416,-0.025318796402868493
217,217,217,217,2019-12-13,88.8759536743164,92.22010040283205,92.15119171142578,-0.03626266631578012,-0.03554200413778563
218,218,218,218,2019-12-16,89.70137023925781,92.58181762695312,91.4708251953125,-0.031112452331641616,-0.01934447352231128
219,219,219,219,2019-12-17,89.2235107421875,91.83255004882812,91.3330307006836,-0.028410833688636283,-0.02309701038400236
220,220,220,220,2019-12-18,89.93595886230469,90.79045104980467,90.09286499023438,-0.009411696688578441,-0.001741604376181094
221,221,221,221,2019-12-19,90.23139190673828,90.3943099975586,91.49665069580078,-0.0018023047117092794,-0.013828471090915784
222,222,222,222,2019-12-20,90.77009582519533,88.18956756591797,91.67752075195312,0.029261151069240876,-0.009898009013714182
223,223,223,223,2019-12-23,90.18793487548828,88.8759536743164,92.22010040283205,0.01476193668739234,-0.02203603681265731
224,224,224,224,2019-12-24,90.7092742919922,89.70137023925781,92.58181762695312,0.011236216905561536,-0.02022582168894227
225,225,225,225,2019-12-26,90.8830337524414,89.2235107421875,91.83255004882812,0.018599615689289806,-0.010339648587367467
226,226,226,226,2019-12-27,90.80485534667967,89.93595886230469,90.79045104980467,0.009661280041560527,0.00015865431560757592
227,227,227,227,2019-12-30,90.63976287841795,90.23139190673828,90.3943099975586,0.004525819263674347,0.0027153576465819285
228,228,228,228,2019-12-31,91.76927947998048,90.77009582519533,88.18956756591797,0.011007850610947667,0.040591104059863214
229,229,229,229,2020-01-02,90.9959945678711,90.18793487548828,88.8759536743164,0.008959731625947542,0.023853931304338216
230,230,230,230,2020-01-03,92.55123901367188,90.7092742919922,89.70137023925781,0.02030624471485032,0.03177062699056532
231,231,231,231,2020-01-06,92.49042510986328,90.8830337524414,89.2235107421875,0.017686374354539014,0.0366149498097601
232,232,232,232,2020-01-07,92.0733642578125,90.80485534667967,89.93595886230469,0.013969615460427187,0.023765859869023798
233,233,233,233,2020-01-08,92.25582122802734,90.63976287841795,90.23139190673828,0.017829463563106662,0.022435975756436077
234,234,234,234,2020-01-09,91.9951629638672,91.76927947998048,90.77009582519533,0.0024614281071695387,0.013496373751010537
235,235,235,235,2020-01-10,93.63731384277344,90.9959945678711,90.18793487548828,0.029026764171825814,0.0382465678147228
236,236,236,236,2020-01-13,93.94141387939452,92.55123901367188,90.7092742919922,0.015020597028606808,0.035631853662483115
237,237,237,237,2020-01-14,94.1412582397461,92.49042510986328,90.8830337524414,0.017848692207024675,0.03585074521367604
238,238,238,238,2020-01-15,95.2186508178711,92.0733642578125,90.80485534667967,0.03416065640060184,0.048607483094821324
239,239,239,239,2020-01-16,96.36556243896484,92.25582122802734,90.63976287841795,0.04454722917461784,0.0631709459371308
240,240,240,240,2020-01-17,96.93030548095705,91.9951629638672,91.76927947998048,0.05364567394731634,0.05623914702416766
241,241,241,241,2020-01-21,97.9642562866211,93.63731384277344,90.9959945678711,0.046209596006919096,0.07657767522451331
242,242,242,242,2020-01-22,95.32291412353516,93.94141387939452,92.55123901367188,0.014705976704951995,0.029947466283556157
