,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EXR,EXR_6m,EXR_12m,EXR_6m_ret,EXR_12m_ret
0,0,0,0,2019-02-05,82.37030792236328,,,,
1,1,1,1,2019-02-06,82.55516052246094,,,,
2,2,2,2,2019-02-07,83.68952178955078,,,,
3,3,3,3,2019-02-08,84.34490203857422,,,,
4,4,4,4,2019-02-11,83.99198150634766,,,,
5,5,5,5,2019-02-12,83.18534088134766,,,,
6,6,6,6,2019-02-13,83.45423126220703,82.37030792236328,,0.013159151242525091,
7,7,7,7,2019-02-14,83.16854858398438,82.55516052246094,,0.007430038990192012,
8,8,8,8,2019-02-15,83.79032897949219,83.68952178955078,,0.0012045377699121396,
9,9,9,9,2019-02-19,83.27777099609375,84.34490203857422,,-0.012651992197375783,
10,10,10,10,2019-02-20,80.6645736694336,83.99198150634766,,-0.03961577971181207,
11,11,11,11,2019-02-21,77.538818359375,83.18534088134766,,-0.06787881689427266,
12,12,12,12,2019-02-22,79.4546127319336,83.45423126220703,82.37030792236328,-0.047925892669323567,-0.035397405496866985
13,13,13,13,2019-02-25,78.54714965820312,83.16854858398438,82.55516052246094,-0.055566665578088315,-0.048549489079696584
14,14,14,14,2019-02-26,78.55552673339844,83.79032897949219,83.68952178955078,-0.06247501722275106,-0.061345732970759514
15,15,15,15,2019-02-27,79.28656768798828,83.27777099609375,84.34490203857422,-0.04792639452721037,-0.05997202235497956
16,16,16,16,2019-02-28,80.6141586303711,80.6645736694336,83.99198150634766,-0.0006249960393902576,-0.040216016045785064
17,17,17,17,2019-03-01,80.31167602539062,77.538818359375,83.18534088134766,0.03576089660231929,-0.03454532764439733
18,18,18,18,2019-03-04,80.91664123535156,79.4546127319336,83.45423126220703,0.01840080082386919,-0.030406966650768696
19,19,19,19,2019-03-05,82.17704772949219,78.54714965820312,83.16854858398438,0.046212982738196295,-0.011921584197071344
20,20,20,20,2019-03-06,81.71489715576172,78.55552673339844,83.79032897949219,0.0402183086759198,-0.024769348074029307
21,21,21,21,2019-03-07,81.44603729248047,79.28656768798828,83.27777099609375,0.027236260409079893,-0.021995469879941942
22,22,22,22,2019-03-08,81.55524444580078,80.6141586303711,80.6645736694336,0.011673951963509399,0.011041659750377963
23,23,23,23,2019-03-11,83.09293365478516,80.31167602539062,77.538818359375,0.03463080048927414,0.0716301255671461
24,24,24,24,2019-03-12,83.72309875488281,80.91664123535156,79.4546127319336,0.03468331701223826,0.05372231864436072
25,25,25,25,2019-03-13,84.15164184570312,82.17704772949219,78.54714965820312,0.024028535591967826,0.07135194863069971
26,26,26,26,2019-03-14,84.7957763671875,81.71489715576172,78.55552673339844,0.037702785154989815,0.07943743608221498
27,27,27,27,2019-03-15,84.56694793701172,81.44603729248047,79.28656768798828,0.0383187537206231,0.06659867368458938
28,28,28,28,2019-03-18,84.03300476074219,81.55524444580078,80.6141586303711,0.03038137316341505,0.04240999581781968
29,29,29,29,2019-03-19,83.84651184082031,83.09293365478516,80.31167602539062,0.009069100739251157,0.04401397144684349
30,30,30,30,2019-03-20,84.13468170166016,83.72309875488281,80.91664123535156,0.004916002308781531,0.039769822587528036
31,31,31,31,2019-03-21,85.31275939941406,84.15164184570312,82.17704772949219,0.01379791918783857,0.03815799857210633
32,32,32,32,2019-03-22,85.2703857421875,84.7957763671875,81.71489715576172,0.005597087441534976,0.04351089838182687
33,33,33,33,2019-03-25,85.88909149169922,84.56694793701172,81.44603729248047,0.015634282505645913,0.054552122447201645
34,34,34,34,2019-03-26,86.2704849243164,84.03300476074219,81.55524444580078,0.026626206809392983,0.05781652069781029
35,35,35,35,2019-03-27,85.72805786132812,83.84651184082031,83.09293365478516,0.022440361312583423,0.03171297594920364
36,36,36,36,2019-03-28,87.09259033203125,84.13468170166016,83.72309875488281,0.03515682915233187,0.04024566251439565
37,37,37,37,2019-03-29,86.37218475341797,85.31275939941406,84.15164184570312,0.012418134889341959,0.026387398498847414
38,38,38,38,2019-04-01,85.75348663330078,85.2703857421875,84.7957763671875,0.005665517833752132,0.011294315674004185
39,39,39,39,2019-04-02,86.52474212646484,85.88909149169922,84.56694793701172,0.007400830812456016,0.023150819997800554
40,40,40,40,2019-04-03,86.60950469970703,86.2704849243164,84.03300476074219,0.003929730726424552,0.03066057135884437
41,41,41,41,2019-04-04,85.53311157226562,85.72805786132812,83.84651184082031,-0.0022740079960500426,0.020115323755474313
42,42,42,42,2019-04-05,86.14334869384766,87.09259033203125,84.13468170166016,-0.010899223855493467,0.02387442314585786
43,43,43,43,2019-04-08,84.86356353759766,86.37218475341797,85.31275939941406,-0.017466516797360665,-0.005265283469655158
44,44,44,44,2019-04-09,85.59243774414062,85.75348663330078,85.2703857421875,-0.0018780447942464695,0.0037768329432312786
45,45,45,45,2019-04-10,86.43997955322266,86.52474212646484,85.88909149169922,-0.0009796339308160151,0.006413946776659962
46,46,46,46,2019-04-11,86.10943603515625,86.60950469970703,86.2704849243164,-0.0057738312473281095,-0.0018667901229655337
47,47,47,47,2019-04-12,86.60950469970703,85.53311157226562,85.72805786132812,0.012584519698338958,0.010281894403868508
48,48,48,48,2019-04-15,86.17725372314453,86.14334869384766,87.09259033203125,0.00039358847561610233,-0.010509925188780023
49,49,49,49,2019-04-16,84.77881622314453,84.86356353759766,86.37218475341797,-0.0009986301649420604,-0.01844770437175247
50,50,50,50,2019-04-17,84.5754165649414,85.59243774414062,85.75348663330078,-0.011882138258982322,-0.013737867865327047
51,51,51,51,2019-04-18,85.34667205810547,86.43997955322266,86.52474212646484,-0.012648169293515643,-0.013615412648528946
52,52,52,52,2019-04-22,84.1092529296875,86.10943603515625,86.60950469970703,-0.02322838468773769,-0.02886809916173083
53,53,53,53,2019-04-23,84.82968139648438,86.60950469970703,85.53311157226562,-0.02054997669590275,-0.008224068584093636
54,54,54,54,2019-04-24,86.28743743896484,86.17725372314453,86.14334869384766,0.0012785707487765752,0.0016726624551046676
55,55,55,55,2019-04-25,86.48235321044922,84.77881622314453,84.86356353759766,0.020093899197894505,0.019075202659082136
56,56,56,56,2019-04-26,87.7706069946289,84.5754165649414,85.59243774414062,0.03777918642864808,0.025448150653208712
57,57,57,57,2019-04-29,86.99934387207031,85.34667205810547,86.43997955322266,0.0193642209369298,0.006471129698766731
58,58,58,58,2019-04-30,87.88080596923828,84.1092529296875,86.10943603515625,0.044841119236948446,0.02057114778174629
59,59,59,59,2019-05-01,89.83013153076172,84.82968139648438,86.60950469970703,0.05894693993846101,0.037185605000528144
60,60,60,60,2019-05-02,90.2284698486328,86.28743743896484,86.17725372314453,0.04567330455786944,0.04701027185785378
61,61,61,61,2019-05-03,90.0759048461914,86.48235321044922,84.77881622314453,0.041552426620463434,0.0624812760902973
62,62,62,62,2019-05-06,90.05046844482422,87.7706069946289,84.5754165649414,0.02597522710917133,0.0647357364853034
63,63,63,63,2019-05-07,88.27912902832031,86.99934387207031,85.34667205810547,0.01471028515033268,0.034359359298958614
64,64,64,64,2019-05-08,87.66043090820312,87.88080596923828,84.1092529296875,-0.0025076586247092525,0.042221014392843204
65,65,65,65,2019-05-09,87.96553039550781,89.83013153076172,84.82968139648438,-0.020756967661963,0.036966412550423655
66,66,66,66,2019-05-10,89.73690032958984,90.2284698486328,86.28743743896484,-0.005448053367940409,0.039976420589207695
67,67,67,67,2019-05-13,91.21160125732422,90.0759048461914,86.48235321044922,0.012608215405352396,0.05468454397126177
68,68,68,68,2019-05-14,90.37254333496094,90.05046844482422,87.7706069946289,0.003576604272015116,0.029644734489431723
69,69,69,69,2019-05-15,90.28778076171876,88.27912902832031,86.99934387207031,0.022753415847069247,0.03779841023265629
70,70,70,70,2019-05-16,90.05046844482422,87.66043090820312,87.88080596923828,0.027264724937570817,0.024688695690221696
71,71,71,71,2019-05-17,89.83013153076172,87.96553039550781,89.83013153076172,0.02119695211147299,0.0
72,72,72,72,2019-05-20,89.7284164428711,89.73690032958984,90.2284698486328,-9.454178479073594e-05,-0.005542080084042111
73,73,73,73,2019-05-21,90.27082824707033,91.21160125732422,90.0759048461914,-0.010314181499783137,0.0021639904834900303
74,74,74,74,2019-05-22,90.05046844482422,90.37254333496094,90.05046844482422,-0.0035638577631146307,0.0
75,75,75,75,2019-05-23,90.42340850830078,90.28778076171876,88.27912902832031,0.001502171671933672,0.02428976705572805
76,76,76,76,2019-05-24,90.669189453125,90.05046844482422,87.66043090820312,0.0068708249827693635,0.034322881073589606
77,77,77,77,2019-05-28,89.24533081054688,89.83013153076172,87.96553039550781,-0.006510073070688738,0.014548885333662609
78,78,78,78,2019-05-29,88.79612731933594,89.7284164428711,89.73690032958984,-0.010390121217939141,-0.010483680702125797
79,79,79,79,2019-05-30,89.55044555664062,90.27082824707033,91.21160125732422,-0.007980237961903058,-0.01821210983893573
80,80,80,80,2019-05-31,90.8217315673828,90.05046844482422,90.37254333496094,0.008564787456171397,0.004970406008791617
81,81,81,81,2019-06-03,90.72850799560548,90.42340850830078,90.28778076171876,0.0033741206213953046,0.004881360801744172
82,82,82,82,2019-06-04,90.15218353271484,90.669189453125,90.05046844482422,-0.0057021125205651835,0.001129534245043251
83,83,83,83,2019-06-05,92.9999008178711,89.24533081054688,89.83013153076172,0.0420702122253831,0.0352862589990075
84,84,84,84,2019-06-06,92.30492401123048,88.79612731933594,89.7284164428711,0.03951519956806138,0.028714510636659085
85,85,85,85,2019-06-07,92.78802490234376,89.55044555664062,90.27082824707033,0.03615369332423213,0.027884940286400095
86,86,86,86,2019-06-10,92.48291778564452,90.8217315673828,90.05046844482422,0.018290624827266733,0.02701206759752406
87,87,87,87,2019-06-11,92.47443389892578,90.72850799560548,90.42340850830078,0.019243410278551698,0.022682460487393863
88,88,88,88,2019-06-12,92.2371063232422,90.15218353271484,90.669189453125,0.02312670319039767,0.01729271960601131
89,89,89,89,2019-06-13,92.33967590332033,92.9999008178711,89.24533081054688,-0.0070992002006941,0.03467234716561518
90,90,90,90,2019-06-14,92.34822082519533,92.30492401123048,88.79612731933594,0.00046906288509140914,0.040002797566667025
91,91,91,91,2019-06-17,92.94642639160156,92.78802490234376,89.55044555664062,0.0017071328916042905,0.03792254537486328
92,92,92,92,2019-06-18,92.59606170654295,92.48291778564452,90.8217315673828,0.0012234034523075366,0.019536405093132814
93,93,93,93,2019-06-19,93.22846221923828,92.47443389892578,90.72850799560548,0.008153911178701012,0.027554230515439482
94,94,94,94,2019-06-20,93.21990203857422,92.2371063232422,90.15218353271484,0.010655101341620954,0.034028221898209976
95,95,95,95,2019-06-21,92.07476043701172,92.33967590332033,92.9999008178711,-0.0028689235013773517,-0.009947756639774763
96,96,96,96,2019-06-24,91.6388931274414,92.34822082519533,92.30492401123048,-0.0076810109757998735,-0.007215550967877293
97,97,97,97,2019-06-25,90.92103576660156,92.94642639160156,92.78802490234376,-0.02179094671662396,-0.020121013866898685
98,98,98,98,2019-06-26,89.78441619873047,92.59606170654295,92.48291778564452,-0.030364633829926824,-0.029178378575474784
99,99,99,99,2019-06-27,90.25444793701172,93.22846221923828,92.47443389892578,-0.03190028250420773,-0.024006483395621503
