,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PLD,PLD_6m,PLD_12m,PLD_6m_ret,PLD_12m_ret
483,483,483,483,2021-01-05,89.41708374023438,90.39311981201172,92.28018951416016,-0.010797680993942738,-0.0310262233855344
484,484,484,484,2021-01-06,87.297607421875,91.30413055419922,93.49795532226562,-0.043881072061092596,-0.06631533148526592
485,485,485,485,2021-01-07,88.60833740234375,90.83934020996094,91.16468048095705,-0.024559874636479906,-0.028040937182325587
486,486,486,486,2021-01-08,89.79818725585938,91.86187744140624,90.40242004394533,-0.022465142701477814,-0.0066838120903426335
487,487,487,487,2021-01-11,87.99480438232422,92.64273834228516,90.77425384521484,-0.050170515715849406,-0.030619358960857435
488,488,488,488,2021-01-12,88.0412826538086,89.27764129638672,89.41708374023438,-0.013848468940544922,-0.015386333672238961
489,489,489,489,2021-01-13,88.69198608398438,89.41708374023438,90.39311981201172,-0.008109162432052508,-0.018819283276925836
490,490,490,490,2021-01-14,88.77565002441406,87.297607421875,91.30413055419922,0.016931078023665336,-0.027692947892255737
491,491,491,491,2021-01-15,90.80215454101562,88.60833740234375,90.83934020996094,0.024758585963648327,-0.0004093564402753991
492,492,492,492,2021-01-19,91.10890197753906,89.79818725585938,91.86187744140624,0.014596226958848435,-0.008196822064163167
493,493,493,493,2021-01-20,93.2748565673828,87.99480438232422,92.64273834228516,0.06000413572280405,0.0068231815726578215
494,494,494,494,2021-01-21,93.3585205078125,88.0412826538086,89.27764129638672,0.06039482494720194,0.04570998014920602
495,495,495,495,2021-01-22,94.0928955078125,88.69198608398438,89.41708374023438,0.06089512324951074,0.052292152371708145
496,496,496,496,2021-01-25,95.46868133544922,88.77565002441406,87.297607421875,0.07539264774963095,0.09360020457475571
497,497,497,497,2021-01-26,98.58279418945312,90.80215454101562,88.60833740234375,0.08568783073228681,0.11256792621915901
498,498,498,498,2021-01-27,96.00784301757812,91.10890197753906,89.79818725585938,0.05377016881672869,0.06915123736324169
499,499,499,499,2021-01-28,96.119384765625,93.2748565673828,87.99480438232422,0.03049619482595811,0.09233022836212812
500,500,500,500,2021-01-29,95.9334716796875,93.3585205078125,88.0412826538086,0.027581319389690995,0.08964191329324644
501,501,501,501,2021-02-01,98.4526596069336,94.0928955078125,88.69198608398438,0.046334678889322856,0.11005135812052536
502,502,502,502,2021-02-02,99.35435485839844,95.46868133544922,88.77565002441406,0.04070102853202817,0.11916223458882191
503,503,503,503,2021-02-03,98.57350158691406,98.58279418945312,90.80215454101562,-9.42619106657494e-05,0.08558549172297547
504,504,504,504,2021-02-04,98.91744232177734,96.00784301757812,91.10890197753906,0.030305850155038838,0.0857055696507385
505,505,505,505,2021-02-05,99.1870346069336,96.119384765625,93.2748565673828,0.03191499663453601,0.06338447741573061
506,506,506,506,2021-02-08,99.540283203125,95.9334716796875,93.3585205078125,0.037597008221283756,0.06621530270282294
507,507,507,507,2021-02-09,99.8563232421875,98.4526596069336,94.0928955078125,0.014257244454928486,0.06125252818791682
508,508,508,508,2021-02-10,99.94929504394533,99.35435485839844,95.46868133544922,0.005988063496510154,0.04693281237176139
509,509,509,509,2021-02-11,100.17240142822266,98.57350158691406,98.58279418945312,0.016220381903536252,0.01612459102868069
510,510,510,510,2021-02-12,100.08872985839844,98.91744232177734,96.00784301757812,0.011841061688705024,0.04250576528495853
511,511,511,511,2021-02-16,99.07546997070312,99.1870346069336,96.119384765625,-0.001124790519976604,0.0307543084288997
512,512,512,512,2021-02-17,98.3782958984375,99.540283203125,95.9334716796875,-0.011673538263059946,0.02548457984417607
513,513,513,513,2021-02-18,98.33181762695312,99.8563232421875,98.4526596069336,-0.015266991270416641,-0.0012274120421218448
514,514,514,514,2021-02-19,97.88561248779295,99.94929504394533,99.35435485839844,-0.020647294763259882,-0.014782868578823383
515,515,515,515,2021-02-22,97.34644317626952,100.17240142822266,98.57350158691406,-0.02821094644494515,-0.012448156866606053
516,516,516,516,2021-02-23,97.18842315673828,100.08872985839844,98.91744232177734,-0.028977355450143016,-0.017479416414898585
517,517,517,517,2021-02-24,95.9706573486328,99.07546997070312,99.1870346069336,-0.031337854092324036,-0.032427396091101124
518,518,518,518,2021-02-25,94.25091552734376,98.3782958984375,99.540283203125,-0.04195417630891585,-0.05313796088953848
519,519,519,519,2021-02-26,92.09426879882812,98.33181762695312,99.8563232421875,-0.06343367771140707,-0.07773222757795317
520,520,520,520,2021-03-01,92.42893981933594,97.88561248779295,99.94929504394533,-0.0557454004707536,-0.07524170351879789
521,521,521,521,2021-03-02,92.11286926269533,97.34644317626952,100.17240142822266,-0.05376235374206251,-0.08045661330483622
522,522,522,522,2021-03-03,89.34268951416016,97.18842315673828,100.08872985839844,-0.08072703916520085,-0.10736513850701623
523,523,523,523,2021-03-04,88.90579986572266,95.9706573486328,99.07546997070312,-0.07361476599295991,-0.10264569128955603
524,524,524,524,2021-03-05,90.51399230957033,94.25091552734376,98.3782958984375,-0.039648667568531915,-0.07993941668786397
525,525,525,525,2021-03-08,89.1939468383789,92.09426879882812,98.33181762695312,-0.03149296908784538,-0.09292893194795881
526,526,526,526,2021-03-09,91.39707946777344,92.42893981933594,97.88561248779295,-0.011163823295814113,-0.06628689196615778
527,527,527,527,2021-03-10,90.83934020996094,92.11286926269533,97.34644317626952,-0.013825745120396027,-0.0668447942625483
528,528,528,528,2021-03-11,92.5497817993164,89.34268951416016,97.18842315673828,0.03589652720996206,-0.04772833231321205
529,529,529,529,2021-03-12,94.15795135498048,88.90579986572266,95.9706573486328,0.059075465236130054,-0.01888812730611289
530,530,530,530,2021-03-15,95.54304504394533,90.51399230957033,94.25091552734376,0.05556105311513537,0.013709463821883983
531,531,531,531,2021-03-16,96.89094543457033,89.1939468383789,92.09426879882812,0.08629507796239277,0.05208442065184449
532,532,532,532,2021-03-17,94.9109344482422,91.39707946777344,92.42893981933594,0.03844603132759561,0.026853003331615
533,533,533,533,2021-03-18,95.50955200195312,90.83934020996094,92.11286926269533,0.05141177579226941,0.03687522456358239
534,534,534,534,2021-03-19,93.89139556884766,92.5497817993164,89.34268951416016,0.014496131092349707,0.05091301906650747
535,535,535,535,2021-03-22,96.95000457763672,94.15795135498048,88.90579986572266,0.02965286715011506,0.0904800893087232
536,536,536,536,2021-03-23,98.39981842041016,95.54304504394533,90.51399230957033,0.029900380243803593,0.08712272997382797
537,537,537,537,2021-03-24,97.10902404785156,96.89094543457033,89.1939468383789,0.0022507636013160415,0.08874007138415929
538,538,538,538,2021-03-25,97.6795883178711,94.9109344482422,91.39707946777344,0.02917107376219885,0.06873861710551554
539,539,539,539,2021-03-26,99.87767791748048,95.50955200195312,90.83934020996094,0.045734963927356986,0.09949805543092727
540,540,540,540,2021-03-29,99.86832427978516,93.89139556884766,92.5497817993164,0.06365789617595796,0.07907682047633746
541,541,541,541,2021-03-30,99.8589859008789,96.95000457763672,94.15795135498048,0.030004963237652005,0.060547563576497376
542,542,542,542,2021-03-31,99.14810943603516,98.39981842041016,95.54304504394533,0.007604597525047829,0.03773235812645148
543,543,543,543,2021-04-01,101.48650360107422,97.10902404785156,96.89094543457033,0.045077989364465276,0.047430212863463383
544,544,544,544,2021-04-05,101.36491394042967,97.6795883178711,94.9109344482422,0.03772871780095666,0.0680003787730803
545,545,545,545,2021-04-06,102.25350952148438,99.87767791748048,95.50955200195312,0.02378741329936429,0.07061029371589278
546,546,546,546,2021-04-07,102.54344940185548,99.86832427978516,93.89139556884766,0.026786522567214144,0.09214959241567078
547,547,547,547,2021-04-08,101.43038940429688,99.8589859008789,96.95000457763672,0.01573622533056529,0.04621335343076027
548,548,548,548,2021-04-09,102.43122100830078,99.14810943603516,98.39981842041016,0.03311320398281237,0.04096961409691402
549,549,549,549,2021-04-12,102.7398681640625,101.48650360107422,97.10902404785156,0.012350061520643552,0.05798476682698683
550,550,550,550,2021-04-13,103.61911010742188,101.36491394042967,97.6795883178711,0.02223842628936623,0.06080617140013178
551,551,551,551,2021-04-14,102.57151794433594,102.25350952148438,99.87767791748048,0.0031100000805814876,0.026971392237223668
552,552,552,552,2021-04-15,105.09699249267578,102.54344940185548,99.86832427978516,0.024902059621705108,0.05235562177094599
553,553,553,553,2021-04-16,105.2840576171875,101.43038940429688,99.8589859008789,0.037993230978637715,0.05432732635291915
554,554,554,554,2021-04-19,104.99410247802734,102.43122100830078,99.14810943603516,0.02502051078273171,0.05896222404284668
555,555,555,555,2021-04-20,107.3324966430664,102.7398681640625,101.48650360107422,0.044701522019378714,0.05760365008702806
556,556,556,556,2021-04-21,107.29508209228516,103.61911010742188,101.36491394042967,0.03547581118050913,0.0585031636818687
557,557,557,557,2021-04-22,107.26702117919922,102.57151794433594,102.25350952148438,0.045777846803549016,0.04903021599137847
558,558,558,558,2021-04-23,107.44474792480467,105.09699249267578,102.54344940185548,0.02233894021555849,0.04779728545839723
559,559,559,559,2021-04-26,107.77210998535156,105.2840576171875,101.43038940429688,0.023631805464894073,0.06252288508700166
560,560,560,560,2021-04-27,107.4260482788086,104.99410247802734,102.43122100830078,0.023162689554779403,0.04876274266127356
561,561,561,561,2021-04-28,107.6598892211914,107.3324966430664,102.7398681640625,0.0030502651886850085,0.04788813870456066
562,562,562,562,2021-04-29,108.75423431396484,107.29508209228516,103.61911010742188,0.013599432455111637,0.04955769453356029
563,563,563,563,2021-04-30,108.99744415283205,107.26702117919922,102.57151794433594,0.016131919714093668,0.06264825106696148
564,564,564,564,2021-05-03,108.51104736328124,107.44474792480467,105.09699249267578,0.00992416529491802,0.032484800845689055
565,565,565,565,2021-05-04,108.12755584716795,107.77210998535156,105.2840576171875,0.003298124736211383,0.02700787084327061
566,566,566,566,2021-05-05,105.7049789428711,107.4260482788086,104.99410247802734,-0.01602096850356738,0.006770632331397186
567,567,567,567,2021-05-06,107.304443359375,107.6598892211914,107.3324966430664,-0.0033015625818277883,-0.00026136803455434343
568,568,568,568,2021-05-07,108.5204086303711,108.75423431396484,107.29508209228516,-0.0021500375141138006,0.011420155651048702
569,569,569,569,2021-05-10,108.6887664794922,108.99744415283205,107.26702117919922,-0.00283197166446425,0.013254262910105785
570,570,570,570,2021-05-11,107.43538665771484,108.51104736328124,107.44474792480467,-0.009912914230430503,-8.712633488960897e-05
571,571,571,571,2021-05-12,105.1063461303711,108.12755584716795,107.77210998535156,-0.02794116350014575,-0.02473519220643261
572,572,572,572,2021-05-13,106.1633071899414,105.7049789428711,107.4260482788086,0.004335919193721338,-0.011754514934682603
573,573,573,573,2021-05-14,107.23897552490234,107.304443359375,107.6598892211914,-0.0006101129871518562,-0.00390966124277059
574,574,574,574,2021-05-17,106.80870056152344,108.5204086303711,108.75423431396484,-0.015773144337097644,-0.017889268999171093
575,575,575,575,2021-05-18,107.5476303100586,108.6887664794922,108.99744415283205,-0.010499117860988116,-0.013301356321168245
576,576,576,576,2021-05-19,107.89370727539062,107.43538665771484,108.51104736328124,0.0042660117111690266,-0.005689191127460358
577,577,577,577,2021-05-20,109.77378845214844,105.1063461303711,108.12755584716795,0.044406855471771145,0.015224912762361376
578,578,578,578,2021-05-21,109.93280029296876,106.1633071899414,105.7049789428711,0.03550655309073214,0.03999642582950247
579,579,579,579,2021-05-24,110.5127182006836,107.23897552490234,107.304443359375,0.030527545230241815,0.029898806991279114
580,580,580,580,2021-05-25,110.54078674316406,106.80870056152344,108.5204086303711,0.03494178060420161,0.01861749451823891
581,581,581,581,2021-05-26,109.91409301757812,107.5476303100586,108.6887664794922,0.022003857274186744,0.011273718322280635
582,582,582,582,2021-05-27,109.30609893798828,107.89370727539062,107.43538665771484,0.013090584226498336,0.017412440523283612
583,583,583,583,2021-05-28,110.2227554321289,109.77378845214844,105.1063461303711,0.004089928810065313,0.04867840515939492
584,584,584,584,2021-06-01,112.08413696289062,109.93280029296876,106.1633071899414,0.019569561260957435,0.05577096201756415
585,585,585,585,2021-06-02,113.87066650390624,110.5127182006836,107.23897552490234,0.030385175189744595,0.06184030522992012
586,586,586,586,2021-06-03,113.99227142333984,110.54078674316406,106.80870056152344,0.031223630497538624,0.06725642034825197
587,587,587,587,2021-06-04,114.47864532470705,109.91409301757812,107.5476303100586,0.04152836257675285,0.06444600401390921
588,588,588,588,2021-06-07,114.74989318847656,109.30609893798828,107.89370727539062,0.04980320680529138,0.06354574410522429
589,589,589,589,2021-06-08,115.66656494140624,110.2227554321289,109.77378845214844,0.04938916186530484,0.05368108883138811
590,590,590,590,2021-06-09,115.61978912353516,112.08413696289062,109.93280029296876,0.031544625818148875,0.05173150156650852
591,591,591,591,2021-06-10,118.11719512939452,113.87066650390624,110.5127182006836,0.037292559672008396,0.06881087582066092
592,592,592,592,2021-06-11,116.64866638183594,113.99227142333984,110.54078674316406,0.023303289997888443,0.05525453381169809
593,593,593,593,2021-06-14,118.00495910644533,114.47864532470705,109.91409301757812,0.030803245196833418,0.07361081610866105
594,594,594,594,2021-06-15,115.75822448730467,114.74989318847656,109.30609893798828,0.008787209040551636,0.05902804703493092
595,595,595,595,2021-06-16,114.14132690429688,115.66656494140624,110.2227554321289,-0.01318650759518969,0.03555138371205824
596,596,596,596,2021-06-17,115.2599868774414,115.61978912353516,112.08413696289062,-0.0031119434555386682,0.02833451727073788
597,597,597,597,2021-06-18,112.40223693847656,118.11719512939452,113.87066650390624,-0.048383795303108545,-0.012895591204599599
598,598,598,598,2021-06-21,115.2411880493164,116.64866638183594,113.99227142333984,-0.012065961627990784,0.010956151766977174
599,599,599,599,2021-06-22,114.6677703857422,118.00495910644533,114.47864532470705,-0.028280071837428866,0.0016520553724121978
600,600,600,600,2021-06-23,113.85932159423828,115.75822448730467,114.74989318847656,-0.016404043008405367,-0.0077609797228788135
601,601,601,601,2021-06-24,114.00032806396484,114.14132690429688,115.66656494140624,-0.0012353005187178967,-0.01440551881423524
602,602,602,602,2021-06-25,114.6865692138672,115.2599868774414,115.61978912353516,-0.004974993309550979,-0.00807145486721872
603,603,603,603,2021-06-28,114.32935333251952,112.40223693847656,118.11719512939452,0.017144822438878604,-0.03206850444362064
604,604,604,604,2021-06-29,114.1695327758789,115.2411880493164,116.64866638183594,-0.009299238332903137,-0.021252995707999545
605,605,605,605,2021-06-30,112.36463165283205,114.6677703857422,118.00495910644533,-0.020085318875237568,-0.047797376451997
606,606,606,606,2021-07-01,112.78767395019533,113.85932159423828,115.75822448730467,-0.009412032577025164,-0.025661680198240555
607,607,607,607,2021-07-02,113.7747039794922,114.00032806396484,114.14132690429688,-0.00197915294020945,-0.003212008610273709
608,608,608,608,2021-07-06,115.19420623779295,114.6865692138672,115.2599868774414,0.004426298802077788,-0.0005707153143995614
609,609,609,609,2021-07-07,115.89924621582033,114.32935333251952,112.40223693847656,0.013731319539041609,0.03111156301326856
610,610,610,610,2021-07-08,115.7300262451172,114.1695327758789,115.2411880493164,0.013668212799833546,0.004241870498520095
611,611,611,611,2021-07-09,117.87334442138672,112.36463165283205,114.6677703857422,0.04902532663102299,0.027955318437438592
612,612,612,612,2021-07-12,119.77227020263672,112.78767395019533,113.85932159423828,0.06192694651656394,0.05193205550152924
613,613,613,613,2021-07-13,118.08016204833984,113.7747039794922,114.00032806396484,0.03784196238931714,0.03578791441798157
614,614,614,614,2021-07-14,118.66300201416016,115.19420623779295,114.6865692138672,0.030112588902315496,0.034672175020578955
615,615,615,615,2021-07-15,119.32102966308594,115.89924621582033,114.32935333251952,0.029523776547206948,0.04366049649601744
616,616,616,616,2021-07-16,119.65005493164062,115.7300262451172,114.1695327758789,0.03387218350940979,0.048003368521445156
617,617,617,617,2021-07-19,119.18002319335938,117.87334442138672,112.36463165283205,0.011085447506277601,0.06065424182214674
618,618,618,618,2021-07-20,120.3174819946289,119.77227020263672,112.78767395019533,0.004552070283628806,0.06676091261318673
619,619,619,619,2021-07-21,119.2928237915039,118.08016204833984,113.7747039794922,0.010269817741845655,0.04850041018789497
620,620,620,620,2021-07-22,119.54663848876952,118.66300201416016,115.19420623779295,0.007446604751360608,0.03778343020127184
621,621,621,621,2021-07-23,120.22348022460938,119.32102966308594,115.89924621582033,0.007563214666111984,0.03731028587309981
622,622,622,622,2021-07-26,120.30809020996094,119.65005493164062,115.7300262451172,0.005499665492809669,0.03955813468103209
623,623,623,623,2021-07-27,121.445556640625,119.18002319335938,117.87334442138672,0.019009338868729575,0.030305513403165563
624,624,624,624,2021-07-28,119.97906494140624,120.3174819946289,119.77227020263672,-0.0028127005952283124,0.0017265660776042413
625,625,625,625,2021-07-29,120.22348022460938,119.2928237915039,118.08016204833984,0.007801445246463867,0.018151382409113737
626,626,626,626,2021-07-30,120.36449432373048,119.54663848876952,118.66300201416016,0.006841311853681198,0.014338861150396953
627,627,627,627,2021-08-02,120.7593231201172,120.22348022460938,119.32102966308594,0.004457056928536263,0.012053981272977854
628,628,628,628,2021-08-03,121.89676666259766,120.30809020996094,119.65005493164062,0.013205067505137613,0.018777356452035487
629,629,629,629,2021-08-04,121.17292022705078,121.445556640625,119.18002319335938,-0.0022449270365731966,0.01672173725338255
630,630,630,630,2021-08-05,122.63002014160156,119.97906494140624,120.3174819946289,0.022095148028449474,0.01922030039720979
631,631,631,631,2021-08-06,121.93439483642578,120.22348022460938,119.2928237915039,0.014231118651863772,0.02214358719128584
632,632,632,632,2021-08-09,122.21637725830078,120.36449432373048,119.54663848876952,0.015385624680892107,0.02233219439107903
633,633,633,633,2021-08-10,121.5959701538086,120.7593231201172,120.22348022460938,0.0069282189736952215,0.011416155368610514
634,634,634,634,2021-08-11,121.17292022705078,121.89676666259766,120.30809020996094,-0.005938192253699737,0.007188461021869319
635,635,635,635,2021-08-12,122.27281188964844,121.17292022705078,121.445556640625,0.00907704180551816,0.006811737472383728
636,636,636,636,2021-08-13,124.06828308105467,122.63002014160156,119.97906494140624,0.011728473483020974,0.034082763869225596
637,637,637,637,2021-08-16,125.6758041381836,121.93439483642578,120.22348022460938,0.030683789481851242,0.04535157278252
638,638,638,638,2021-08-17,126.04241180419922,122.21637725830078,120.36449432373048,0.03130541611303217,0.047172694176718766
639,639,639,639,2021-08-18,124.55712127685548,121.5959701538086,120.7593231201172,0.024352378777859895,0.031449316364258406
640,640,640,640,2021-08-19,125.1681671142578,121.17292022705078,121.89676666259766,0.032971450054358975,0.026837466991353143
641,641,641,641,2021-08-20,126.20223236083984,122.27281188964844,121.17292022705078,0.032136502060144956,0.041505248238346226
642,642,642,642,2021-08-23,125.39376068115234,124.06828308105467,122.63002014160156,0.010683452427819429,0.022537226499347085
643,643,643,643,2021-08-24,122.91203308105467,125.6758041381836,121.93439483642578,-0.02199127410468038,0.008017739752105069
644,644,644,644,2021-08-25,122.7052230834961,126.04241180419922,122.21637725830078,-0.026476712663093815,0.0039998389427151615
645,645,645,645,2021-08-26,122.78982543945312,124.55712127685548,121.5959701538086,-0.014188637464365939,0.009818214239619927
646,646,646,646,2021-08-27,123.43846893310548,125.1681671142578,121.17292022705078,-0.013818994246143967,0.01869682352962676
647,647,647,647,2021-08-30,125.71337127685548,126.20223236083984,122.27281188964844,-0.0038736326199571014,0.02813838443751626
648,648,648,648,2021-08-31,126.58763122558594,125.39376068115234,124.06828308105467,0.009520972478601397,0.020306141762962637
649,649,649,649,2021-09-01,129.52999877929688,122.91203308105467,125.6758041381836,0.05384310658890468,0.030667753968580236
650,650,650,650,2021-09-02,130.1692657470703,122.7052230834961,126.04241180419922,0.060829054183742626,0.03274178813145823
651,651,651,651,2021-09-03,130.65809631347656,122.78982543945312,124.55712127685548,0.06407917631500526,0.048981342648890536
652,652,652,652,2021-09-07,129.39840698242188,123.43846893310548,125.1681671142578,0.04828266342598786,0.03379645133177167
653,653,653,653,2021-09-08,130.23504638671875,125.71337127685548,126.20223236083984,0.03596813182191494,0.03195517187325336
654,654,654,654,2021-09-09,126.64402770996094,126.58763122558594,125.39376068115234,0.00044551338727960577,0.00997072758658013
655,655,655,655,2021-09-10,125.619384765625,129.52999877929688,122.91203308105467,-0.03019079788871981,0.022026742351458406
656,656,656,656,2021-09-13,124.82032775878906,130.1692657470703,122.7052230834961,-0.041092173007065136,0.017237283158302974
657,657,657,657,2021-09-14,124.60414123535156,130.65809631347656,122.78982543945312,-0.04633432790571412,0.014775782841983665
658,658,658,658,2021-09-15,125.29976654052734,129.39840698242188,123.43846893310548,-0.0316745819170039,0.015078748331126324
659,659,659,659,2021-09-16,125.22420501708984,130.23504638671875,125.71337127685548,-0.038475368256481124,-0.0038911235519121234
660,660,660,660,2021-09-17,122.89125061035156,126.64402770996094,126.58763122558594,-0.029632483801004472,-0.029200172081956577
661,661,661,661,2021-09-20,121.89949798583984,125.619384765625,129.52999877929688,-0.029612362667796432,-0.05890913970020539
662,662,662,662,2021-09-21,121.70116424560548,124.82032775878906,130.1692657470703,-0.02498922706893747,-0.06505453843397302
663,663,663,663,2021-09-22,122.79679107666016,124.60414123535156,130.65809631347656,-0.014504735884160458,-0.06016699660123215
664,664,664,664,2021-09-23,121.6916961669922,125.29976654052734,129.39840698242188,-0.028795507550831156,-0.05955800380507459
665,665,665,665,2021-09-24,120.80387115478516,125.22420501708984,130.23504638671875,-0.03529935655571881,-0.07241656906950189
666,666,666,666,2021-09-27,119.18873596191406,122.89125061035156,126.64402770996094,-0.030128382859223812,-0.058868087843201855
667,667,667,667,2021-09-28,118.61257934570312,121.89949798583984,125.619384765625,-0.02696416879845176,-0.05577805872075281
668,668,668,668,2021-09-29,119.42487335205078,121.70116424560548,124.82032775878906,-0.018703936874103433,-0.04322576701741088
669,669,669,669,2021-09-30,118.4709014892578,122.79679107666016,124.60414123535156,-0.03522803445817868,-0.04922179700680518
670,670,670,670,2021-10-01,119.4154281616211,121.6916961669922,125.29976654052734,-0.01870520402844489,-0.046962085735435144
671,671,671,671,2021-10-04,119.79324340820312,120.80387115478516,125.22420501708984,-0.008365855637913477,-0.043369902872575916
672,672,672,672,2021-10-05,119.4154281616211,119.18873596191406,122.89125061035156,0.0019019599283229827,-0.028283725907804258
673,673,673,673,2021-10-06,120.69995880126952,118.61257934570312,121.89949798583984,0.01759829747469377,-0.00984039478743115
674,674,674,674,2021-10-07,122.20174407958984,119.42487335205078,121.70116424560548,0.0232520299130079,0.004113188539216717
675,675,675,675,2021-10-08,121.3989028930664,118.4709014892578,122.79679107666016,0.02471494153418008,-0.011383751735996706
676,676,676,676,2021-10-11,121.7861557006836,119.4154281616211,121.6916961669922,0.019852774265096462,0.000776220043492204
677,677,677,677,2021-10-12,124.95028686523438,119.79324340820312,120.80387115478516,0.04304953526851496,0.034323533433265885
678,678,678,678,2021-10-13,126.4709701538086,119.4154281616211,119.18873596191406,0.05908400698976912,0.061098342331791455
679,679,679,679,2021-10-14,128.19943237304688,120.69995880126952,118.61257934570312,0.06213319081678503,0.08082492666652441
680,680,680,680,2021-10-15,129.38006591796875,122.20174407958984,119.42487335205078,0.058741566189952854,0.08335945675714651
681,681,681,681,2021-10-18,132.03416442871094,121.3989028930664,118.4709014892578,0.08760591143902308,0.1144860279524671
682,682,682,682,2021-10-19,131.4013214111328,121.7861557006836,119.4154281616211,0.07895122113945874,0.10037139617579038
683,683,683,683,2021-10-20,135.46279907226562,124.95028686523438,119.79324340820312,0.08413355799950706,0.13080500384038762
684,684,684,684,2021-10-21,136.89845275878906,126.4709701538086,119.4154281616211,0.08244961347492641,0.14640507400355185
685,685,685,685,2021-10-22,136.01058959960938,128.19943237304688,120.69995880126952,0.06092973332231977,0.126848682886036
686,686,686,686,2021-10-25,137.0496063232422,129.38006591796875,122.20174407958984,0.059279150546546866,0.12150286688201395
687,687,687,687,2021-10-26,138.1168670654297,132.03416442871094,121.3989028930664,0.046069156896153096,0.13771099881429083
688,688,688,688,2021-10-27,135.87835693359375,131.4013214111328,121.7861557006836,0.034071464992753375,0.11571266989940021
689,689,689,689,2021-10-28,138.53248596191406,135.46279907226562,124.95028686523438,0.02266073719627526,0.10870082364299671
690,690,690,690,2021-10-29,136.91734313964844,136.89845275878906,126.4709701538086,0.00013798827144273496,0.08259897882601375
691,691,691,691,2021-11-01,136.7001190185547,136.01058959960938,128.19943237304688,0.005069674508250799,0.06630830174638924
692,692,692,692,2021-11-02,138.87249755859375,137.0496063232422,129.38006591796875,0.013300959296826731,0.07336857941194364
693,693,693,693,2021-11-03,139.45811462402344,138.1168670654297,132.03416442871094,0.009710961355345216,0.05622749405379013
694,694,694,694,2021-11-04,139.6658935546875,135.87835693359375,131.4013214111328,0.027874465857316677,0.0628956547377193
695,695,695,695,2021-11-05,138.55136108398438,138.53248596191406,135.46279907226562,0.00013625051149013245,0.02280007524479899
696,696,696,696,2021-11-08,139.85479736328125,136.91734313964844,136.89845275878906,0.021454215779200148,0.02159516448079346
697,697,697,697,2021-11-09,140.21371459960938,136.7001190185547,136.01058959960938,0.025702944564208963,0.030902924635304085
698,698,698,698,2021-11-10,140.5159912109375,138.87249755859375,137.0496063232422,0.011834550981919989,0.025292921159653536
699,699,699,699,2021-11-11,140.64820861816406,139.45811462402344,138.1168670654297,0.008533702017620826,0.018327533823477182
700,700,700,700,2021-11-12,140.55374145507812,139.6658935546875,135.87835693359375,0.0063569413963113774,0.03440860359953657
701,701,701,701,2021-11-15,141.86663818359375,138.55136108398438,138.53248596191406,0.023928145300570414,0.024067656034096663
702,702,702,702,2021-11-16,141.17710876464844,139.85479736328125,136.91734313964844,0.00945488768563596,0.031111950665411836
703,703,703,703,2021-11-17,142.03665161132812,140.21371459960938,136.7001190185547,0.013001131999992088,0.03903824393926891
704,704,704,704,2021-11-18,142.22555541992188,140.5159912109375,138.87249755859375,0.012166332061224638,0.02414486612018618
705,705,705,705,2021-11-19,141.88551330566406,140.64820861816406,139.45811462402344,0.008797159236198171,0.01740593358934217
706,706,706,706,2021-11-22,142.52777099609375,140.55374145507812,139.6658935546875,0.014044660217362726,0.02049088269560717
707,707,707,707,2021-11-23,144.11456298828125,141.86663818359375,138.55136108398438,0.015845337800832304,0.04015263264663771
708,708,708,708,2021-11-24,145.93746948242188,141.17710876464844,139.85479736328125,0.03371906932666602,0.043492767025649526
709,709,709,709,2021-11-26,141.5643768310547,142.03665161132812,140.21371459960938,-0.0033250205134782718,0.009632882455915537
710,710,710,710,2021-11-29,144.77574157714844,142.22555541992188,140.5159912109375,0.017930576187219716,0.030315057592387173
711,711,711,711,2021-11-30,142.3861083984375,141.88551330566406,140.64820861816406,0.003528162115430389,0.012356359155569097
712,712,712,712,2021-12-01,143.2834014892578,142.52777099609375,140.55374145507812,0.005301636922286246,0.019420756828818497
713,713,713,713,2021-12-02,145.85247802734375,144.11456298828125,141.86663818359375,0.012059260376092729,0.028095681231212533
714,714,714,714,2021-12-03,146.07916259765625,145.93746948242188,141.17710876464844,0.0009709166243385692,0.0347227243559709
715,715,715,715,2021-12-06,147.8643035888672,141.5643768310547,142.03665161132812,0.044502203865390166,0.041029212611164434
716,716,716,716,2021-12-07,150.4617156982422,144.77574157714844,142.22555541992188,0.03927435673374746,0.057909144766585596
717,717,717,717,2021-12-08,150.59396362304688,142.3861083984375,141.88551330566406,0.05764505622726501,0.061376599446218316
718,718,718,718,2021-12-09,148.81826782226562,143.2834014892578,142.52777099609375,0.03862880330505525,0.0441352361172076
719,719,719,719,2021-12-10,150.25392150878906,145.85247802734375,144.11456298828125,0.030177365108737808,0.042600542188141244
720,720,720,720,2021-12-13,152.7478790283203,146.07916259765625,145.93746948242188,0.045651387316831826,0.046666627632040436
721,721,721,721,2021-12-14,150.51947021484375,147.8643035888672,141.5643768310547,0.017956779030043446,0.0632580991365943
722,722,722,722,2021-12-15,154.15133666992188,150.4617156982422,144.77574157714844,0.02452199188715487,0.06475943407810036
723,723,723,723,2021-12-16,154.80564880371094,150.59396362304688,142.3861083984375,0.02796715804098482,0.08722438266603905
