,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NDSN,NDSN_6m,NDSN_12m,NDSN_6m_ret,NDSN_12m_ret
99,99,99,99,2019-06-27,132.7938995361328,127.3458251953125,127.86282348632812,0.04278172709992267,0.03856536181004899
100,100,100,100,2019-06-28,135.30252075195312,130.03634643554688,127.57559967041016,0.040497710530620346,0.06056738985750698
101,101,101,101,2019-07-01,135.59933471679688,129.95016479492188,128.15969848632812,0.043471818068027135,0.05804973262528712
102,102,102,102,2019-07-02,134.03866577148438,129.41395568847656,124.5882339477539,0.03573579107758951,0.07585332518392951
103,103,103,103,2019-07-03,134.85247802734375,128.82032775878906,123.783935546875,0.04682607452955434,0.08941824665347853
104,104,104,104,2019-07-05,132.76516723632812,130.17039489746094,126.7521514892578,0.019933659576827578,0.047439161200983015
105,105,105,105,2019-07-08,130.5054931640625,132.7938995361328,127.3458251953125,-0.017232767318860476,0.024811712232450267
106,106,106,106,2019-07-09,129.4235382080078,135.30252075195312,130.03634643554688,-0.04345065052204833,-0.0047125918586370386
107,107,107,107,2019-07-10,128.72459411621094,135.59933471679688,129.95016479492188,-0.05069892573546941,-0.00943108214325894
108,108,108,108,2019-07-11,130.0076141357422,134.03866577148438,129.41395568847656,-0.030073797083406628,0.004587283064700243
109,109,109,109,2019-07-12,132.96624755859375,134.85247802734375,128.82032775878906,-0.01398736231133646,0.032183738948155405
110,110,110,110,2019-07-15,133.07156372070312,132.76516723632812,130.17039489746094,0.002307807768807235,0.022287470400067066
111,111,111,111,2019-07-16,133.93333435058594,130.5054931640625,132.7938995361328,0.02626587665711666,0.008580475597398163
112,112,112,112,2019-07-17,132.31515502929688,129.4235382080078,135.30252075195312,0.02234227916595577,-0.022079157919998482
113,113,113,113,2019-07-18,130.99380493164062,128.72459411621094,135.59933471679688,0.01762841693935413,-0.033964250597357526
114,114,114,114,2019-07-19,131.66407775878906,130.0076141357422,134.03866577148438,0.012741281609224497,-0.01771569419188057
115,115,115,115,2019-07-22,132.50662231445312,132.96624755859375,134.85247802734375,-0.003456706138436294,-0.017395718248610637
116,116,116,116,2019-07-23,134.23016357421875,133.07156372070312,132.76516723632812,0.00870659231109161,0.011034493221274477
117,117,117,117,2019-07-24,136.96852111816406,133.93333435058594,130.5054931640625,0.022661921935230644,0.04952303383871115
118,118,118,118,2019-07-25,135.38868713378906,132.31515502929688,129.4235382080078,0.02322887430250642,0.046090139462839685
119,119,119,119,2019-07-26,135.8004150390625,130.99380493164062,128.72459411621094,0.036693415462893286,0.0549686792289561
120,120,120,120,2019-07-29,133.77053833007812,131.66407775878906,130.0076141357422,0.015998749295522696,0.028943875474916725
121,121,121,121,2019-07-30,136.4611053466797,132.50662231445312,132.96624755859375,0.029843663381911023,0.0262837964690692
122,122,122,122,2019-07-31,135.63760375976562,134.23016357421875,133.07156372070312,0.010485275053461862,0.019283158379713727
123,123,123,123,2019-08-01,132.64071655273438,136.96852111816406,133.93333435058594,-0.031597074496380495,-0.009651202996768471
124,124,124,124,2019-08-02,129.65333557128906,135.38868713378906,132.31515502929688,-0.04236211816451407,-0.020117268180039116
125,125,125,125,2019-08-05,126.38834381103516,135.8004150390625,130.99380493164062,-0.06930811828019812,-0.03515785439631158
126,126,126,126,2019-08-06,127.6234893798828,133.77053833007812,131.66407775878906,-0.04595218817933977,-0.030688616422078985
127,127,127,127,2019-08-07,128.75332641601562,136.4611053466797,132.50662231445312,-0.056483339418088696,-0.028325345804457225
128,128,128,128,2019-08-08,133.3205108642578,135.63760375976562,134.23016357421875,-0.017082968375139784,-0.006776812943820709
129,129,129,129,2019-08-09,132.4013214111328,132.64071655273438,136.96852111816406,-0.0018048390254766788,-0.03334488588871509
130,130,130,130,2019-08-12,130.4193572998047,129.65333557128906,135.38868713378906,0.005908230013059956,-0.03670417328941045
131,131,131,131,2019-08-13,132.9757843017578,126.38834381103516,135.8004150390625,0.05212063305910264,-0.020799868221994755
132,132,132,132,2019-08-14,127.77669525146484,127.6234893798828,133.77053833007812,0.001200451988317086,-0.04480689958669004
133,133,133,133,2019-08-15,126.65640258789062,128.75332641601562,136.4611053466797,-0.016286366236081706,-0.07184979730217045
134,134,134,134,2019-08-16,131.02255249023438,133.3205108642578,135.63760375976562,-0.017236345398969677,-0.03402486583075581
135,135,135,135,2019-08-19,131.3672637939453,132.4013214111328,132.64071655273438,-0.007810024901311552,-0.00960076808905641
136,136,136,136,2019-08-20,129.72036743164062,130.4193572998047,129.65333557128906,-0.005359556147460864,0.000517008375112038
137,137,137,137,2019-08-21,127.4032211303711,132.9757843017578,126.38834381103516,-0.041906601270657484,0.008029833200863035
138,138,138,138,2019-08-22,129.0884552001953,127.77669525146484,127.6234893798828,0.010266034398126456,0.011478810267848916
139,139,139,139,2019-08-23,125.27762603759766,126.65640258789062,128.75332641601562,-0.010885960141937545,-0.026995033644316213
140,140,140,140,2019-08-26,126.17068481445312,131.02255249023438,133.3205108642578,-0.03703078274362637,-0.053628852780832736
141,141,141,141,2019-08-27,127.65908813476562,131.3672637939453,132.4013214111328,-0.028227547351493132,-0.035817114405086614
142,142,142,142,2019-08-28,127.90875244140624,129.72036743164062,130.4193572998047,-0.013965540077498395,-0.019250247128784204
143,143,143,143,2019-08-29,130.19422912597656,127.4032211303711,132.9757843017578,0.02190688721087697,-0.020917757247207902
144,144,144,144,2019-08-30,130.55914306640625,129.0884552001953,127.77669525146484,0.011392869051923604,0.021775863035630616
145,145,145,145,2019-09-03,126.55479431152344,125.27762603759766,126.65640258789062,0.010194703669931249,-0.00080223560981596
146,146,146,146,2019-09-04,128.1680450439453,126.17068481445312,131.02255249023438,0.01583062049975803,-0.021786382512291702
147,147,147,147,2019-09-05,133.2287139892578,127.65908813476562,131.3672637939453,0.04362890206933412,0.014169817818785235
148,148,148,148,2019-09-06,132.93104553222656,127.90875244140624,129.72036743164062,0.03926465542786839,0.024750763231362827
149,149,149,149,2019-09-09,136.66651916503906,130.19422912597656,127.4032211303711,0.04971257238137561,0.07270850730837397
150,150,150,150,2019-09-10,139.59532165527344,130.55914306640625,129.0884552001953,0.06921138096219814,0.081392766214327
151,151,151,151,2019-09-11,141.59271240234375,126.55479431152344,125.27762603759766,0.11882535286496876,0.13023144579583357
152,152,152,152,2019-09-12,140.96852111816406,128.1680450439453,126.17068481445312,0.09987260139475351,0.11728426714551543
153,153,153,153,2019-09-13,140.44998168945312,133.2287139892578,127.65908813476562,0.05420203711324234,0.1001957145517487
154,154,154,154,2019-09-16,139.51852416992188,132.93104553222656,127.90875244140624,0.04955560690371841,0.09076604616118011
155,155,155,155,2019-09-17,140.10427856445312,136.66651916503906,130.19422912597656,0.025154364217490732,0.07611742475073568
156,156,156,156,2019-09-18,139.23045349121094,139.59532165527344,130.55914306640625,-0.0026137563905151984,0.06641672288239664
157,157,157,157,2019-09-19,139.55694580078125,141.59271240234375,126.55479431152344,-0.01437762273935228,0.10273930403025355
158,158,158,158,2019-09-20,137.99169921875,140.96852111816406,128.1680450439453,-0.02111692650105057,0.07664667251058122
159,159,159,159,2019-09-23,139.51852416992188,140.44998168945312,133.2287139892578,-0.006631951875869846,0.047210619935663445
160,160,160,160,2019-09-24,137.3291015625,139.51852416992188,132.93104553222656,-0.015692701886348415,0.03308524365143284
161,161,161,161,2019-09-25,139.45132446289062,140.10427856445312,136.66651916503906,-0.0046604865194186385,0.020376646122731934
162,162,162,162,2019-09-26,138.88473510742188,139.23045349121094,139.59532165527344,-0.0024830658460139876,-0.005090332107306139
163,163,163,163,2019-09-27,138.53904724121094,139.55694580078125,141.59271240234375,-0.007293786444877992,-0.021566541874384337
164,164,164,164,2019-09-30,140.44998168945312,137.99169921875,140.96852111816406,0.01781471265750678,-0.00367840582136969
165,165,165,165,2019-10-01,136.29200744628906,139.51852416992188,140.44998168945312,-0.023126081234225104,-0.02960466205227208
166,166,166,166,2019-10-02,132.4700927734375,137.3291015625,139.51852416992188,-0.035382222222222204,-0.05051968144316077
167,167,167,167,2019-10-03,132.8350067138672,139.45132446289062,140.10427856445312,-0.04744535610907086,-0.05188472418593415
168,168,168,168,2019-10-04,135.25494384765625,138.88473510742188,139.23045349121094,-0.026135278704013998,-0.028553448932101988
169,169,169,169,2019-10-07,135.43736267089844,138.53904724121094,139.55694580078125,-0.022388522456864735,-0.02951901180012606
170,170,170,170,2019-10-08,131.529052734375,140.44998168945312,137.99169921875,-0.06351676837383335,-0.0468335886938398
171,171,171,171,2019-10-09,132.2876434326172,136.29200744628906,139.51852416992188,-0.02938076919330679,-0.051827388372443495
172,172,172,172,2019-10-10,133.7376708984375,132.4700927734375,137.3291015625,0.009568787176498228,-0.026151999999999953
173,173,173,173,2019-10-11,137.21383666992188,132.8350067138672,139.45132446289062,0.03296442755851925,-0.016044937554997363
174,174,174,174,2019-10-14,137.5787811279297,135.25494384765625,138.88473510742188,0.017181163321400517,-0.009403149874477434
175,175,175,175,2019-10-15,139.1248321533203,135.43736267089844,138.53904724121094,0.02722638280680445,0.004228301867050144
176,176,176,176,2019-10-16,138.85595703125,131.529052734375,140.44998168945312,0.05570559617479942,-0.01134941164839487
177,177,177,177,2019-10-17,139.51852416992188,132.2876434326172,136.29200744628906,0.05466028836614556,0.02367355785631342
178,178,178,178,2019-10-18,140.93971252441406,133.7376708984375,132.4700927734375,0.0538520042826669,0.06393608982717391
179,179,179,179,2019-10-21,144.12782287597656,137.21383666992188,132.8350067138672,0.05038840377801557,0.08501385622266455
180,180,180,180,2019-10-22,146.97027587890625,137.5787811279297,135.25494384765625,0.06826266866141029,0.08661666404183732
181,181,181,181,2019-10-23,147.6712646484375,139.1248321533203,135.43736267089844,0.061429957275339175,0.09032885561472748
182,182,182,182,2019-10-24,148.6603546142578,138.85595703125,131.529052734375,0.07060840451231987,0.13024728395542962
183,183,183,183,2019-10-25,148.11297607421875,139.51852416992188,132.2876434326172,0.06160079427036913,0.11962819981491646
184,184,184,184,2019-10-28,149.82225036621094,140.93971252441406,133.7376708984375,0.0630236693597499,0.12026962455468748
185,185,185,185,2019-10-29,151.69482421875,144.12782287597656,137.21383666992188,0.05250201655571329,0.10553591314309818
186,186,186,186,2019-10-30,151.56040954589844,146.97027587890625,137.5787811279297,0.031231714301020563,0.10162634312748953
187,187,187,187,2019-10-31,150.58087158203125,147.6712646484375,139.1248321533203,0.01970327091408519,0.08234359927986112
188,188,188,188,2019-11-01,153.66339111328125,148.6603546142578,138.85595703125,0.033654140755988715,0.10663881045232215
189,189,189,189,2019-11-04,156.054443359375,148.11297607421875,139.51852416992188,0.05361763361757599,0.11852131670568533
190,190,190,190,2019-11-05,157.84059143066406,149.82225036621094,140.93971252441406,0.053519027012702614,0.11991566183535651
191,191,191,191,2019-11-06,156.1024932861328,151.69482421875,144.12782287597656,0.02905615989261956,0.08308368343606065
192,192,192,192,2019-11-07,157.79257202148438,151.56040954589844,146.97027587890625,0.04111998967447095,0.07363595174506554
193,193,193,193,2019-11-08,156.7074737548828,150.58087158203125,147.6712646484375,0.04068645710762797,0.06119138430863935
194,194,194,194,2019-11-11,158.06146240234375,153.66339111328125,148.6603546142578,0.028621464469830826,0.0632388360197298
195,195,195,195,2019-11-12,157.91741943359375,156.054443359375,148.11297607421875,0.011937988013122736,0.06619570829811727
196,196,196,196,2019-11-13,156.4866180419922,157.84059143066406,149.82225036621094,-0.008578106407227004,0.04448182869694928
197,197,197,197,2019-11-14,156.17930603027344,156.1024932861328,151.69482421875,0.000492066094036181,0.029562523537761898
198,198,198,198,2019-11-15,156.7843017578125,157.79257202148438,151.56040954589844,-0.006389846180684611,0.03446739308481517
199,199,199,199,2019-11-18,157.94622802734375,156.7074737548828,150.58087158203125,0.00790488317359106,0.04891296197140216
200,200,200,200,2019-11-19,158.36874389648438,158.06146240234375,153.66339111328125,0.0019440633375795713,0.03062116974715412
201,201,201,201,2019-11-20,157.92701721191406,157.91741943359375,156.054443359375,6.0777198327643944e-05,0.011999490768915377
202,202,202,202,2019-11-21,157.33163452148438,156.4866180419922,157.84059143066406,0.0053999280581642495,-0.0032244995065370263
203,203,203,203,2019-11-22,157.7733612060547,156.17930603027344,156.1024932861328,0.010206571000336284,0.010703659401898324
204,204,204,204,2019-11-25,158.64723205566406,156.7843017578125,157.79257202148438,0.011882122616646118,0.005416351500141081
205,205,205,205,2019-11-26,159.5786895751953,157.94622802734375,156.7074737548828,0.01033555260065433,0.01832213711008812
206,206,206,206,2019-11-27,160.34695434570312,158.36874389648438,158.06146240234375,0.012491167136564396,0.014459514094217862
207,207,207,207,2019-11-29,159.2425994873047,157.92701721191406,157.91741943359375,0.00833031800774986,0.00839160149946716
208,208,208,208,2019-12-02,158.77207946777344,157.33163452148438,156.4866180419922,0.009155469277809969,0.014604836211413064
209,209,209,209,2019-12-03,157.52371215820312,157.7733612060547,156.17930603027344,-0.001582326990711147,0.008608093876848688
210,210,210,210,2019-12-04,158.06146240234375,158.64723205566406,156.7843017578125,-0.0036922778023305014,0.008145972716733452
211,211,211,211,2019-12-05,159.37701416015625,159.5786895751953,157.94622802734375,-0.0012637991675199522,0.00905869137036186
212,212,212,212,2019-12-06,160.99990844726562,160.34695434570312,158.36874389648438,0.004072132858568445,0.016614165687271365
213,213,213,213,2019-12-09,159.64590454101562,159.2425994873047,157.92701721191406,0.002532645504465636,0.010884061254668564
214,214,214,214,2019-12-10,159.050537109375,158.77207946777344,157.33163452148438,0.001753819957104552,0.010925346279650361
215,215,215,215,2019-12-11,160.36610412597656,157.52371215820312,157.7733612060547,0.01804421651083743,0.016433337669314874
216,216,216,216,2019-12-12,156.52503967285156,158.06146240234375,158.64723205566406,-0.009720413224959534,-0.013376800561310076
217,217,217,217,2019-12-13,155.1038055419922,159.37701416015625,159.5786895751953,-0.026811950522990458,-0.028041864769759894
218,218,218,218,2019-12-16,158.26309204101562,160.99990844726562,160.34695434570312,-0.016998869332565003,-0.012995958128364293
219,219,219,219,2019-12-17,160.21246337890625,159.64590454101562,159.2425994873047,0.0035488466773982985,0.006090480152447508
220,220,220,220,2019-12-18,157.34129333496094,159.050537109375,158.77207946777344,-0.010746545126337215,-0.00901157267454511
221,221,221,221,2019-12-19,157.5144805908203,160.36610412597656,157.52371215820312,-0.017781959290575133,-5.860430316384502e-05
222,222,222,222,2019-12-20,158.22674560546875,156.52503967285156,158.06146240234375,0.010871780873998649,0.001045689446452558
223,223,223,223,2019-12-23,157.74551391601562,155.1038055419922,159.37701416015625,0.017031873362438166,-0.010236734906459932
224,224,224,224,2019-12-24,157.1583251953125,158.26309204101562,160.99990844726562,-0.006980571600463947,-0.02386077910852602
225,225,225,225,2019-12-26,156.75413513183594,160.21246337890625,159.64590454101562,-0.021585887727668784,-0.018113646056211463
226,226,226,226,2019-12-27,156.6963653564453,157.34129333496094,159.050537109375,-0.004098911130358207,-0.014801407123264165
227,227,227,227,2019-12-30,157.23536682128906,157.5144805908203,160.36610412597656,-0.0017719880006227262,-0.019522437872707354
228,228,228,228,2019-12-31,156.73484802246094,158.22674560546875,156.52503967285156,-0.009428858422758646,0.00134041396857576
229,229,229,229,2020-01-02,159.03524780273438,157.74551391601562,155.1038055419922,0.008176041617293794,0.025347168285163812
230,230,230,230,2020-01-03,157.90914916992188,157.1583251953125,158.26309204101562,0.004777500483517327,-0.0022364208011430575
231,231,231,231,2020-01-06,157.4663848876953,156.75413513183594,160.21246337890625,0.004543738225855076,-0.01714023012502086
232,232,232,232,2020-01-07,156.8984832763672,156.6963653564453,157.34129333496094,0.0012898698668735165,-0.0028143283254388196
233,233,233,233,2020-01-08,156.099609375,157.23536682128906,157.5144805908203,-0.007223295046463352,-0.008982483454938683
234,234,234,234,2020-01-09,158.457763671875,156.73484802246094,158.22674560546875,0.010992549973105836,0.0014600443529457774
235,235,235,235,2020-01-10,157.47598266601562,159.03524780273438,157.74551391601562,-0.009804525463769198,-0.0017086460547048876
236,236,236,236,2020-01-13,159.17002868652344,157.90914916992188,157.1583251953125,0.007984841430845657,0.012800489498159484
237,237,237,237,2020-01-14,158.9005126953125,157.4663848876953,156.75413513183594,0.009107517192574077,0.013692637592439771
238,238,238,238,2020-01-15,159.7667999267578,156.8984832763672,156.6963653564453,0.018281353589239435,0.019594804023233214
239,239,239,239,2020-01-16,162.0190887451172,156.099609375,157.23536682128906,0.03792116709207605,0.030423956267200403
240,240,240,240,2020-01-17,163.14520263671875,158.457763671875,156.73484802246094,0.029581630184748908,0.04089935770594666
241,241,241,241,2020-01-21,162.38479614257812,157.47598266601562,159.03524780273438,0.0311718231152327,0.021061672717978208
242,242,242,242,2020-01-22,163.95370483398438,159.17002868652344,157.90914916992188,0.030053875009862008,0.03827869186704391
243,243,243,243,2020-01-23,165.83056640625,158.9005126953125,157.4663848876953,0.04361253210193028,0.05311725118043453
