,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NDSN,NDSN_6m,NDSN_12m,NDSN_6m_ret,NDSN_12m_ret
0,0,0,0,2019-02-05,126.73338317871094,,,,
1,1,1,1,2019-02-06,127.6667709350586,,,,
2,2,2,2,2019-02-07,126.04759216308594,,,,
3,3,3,3,2019-02-08,126.28572082519533,,,,
4,4,4,4,2019-02-11,126.80010986328124,,,,
5,5,5,5,2019-02-12,129.92410278320312,,,,
6,6,6,6,2019-02-13,130.73367309570312,126.73338317871094,,0.031564610812537364,
7,7,7,7,2019-02-14,131.62896728515625,127.6667709350586,,0.031035455201676054,
8,8,8,8,2019-02-15,133.02908325195312,126.04759216308594,,0.05538773862363211,
9,9,9,9,2019-02-19,132.63858032226562,126.28572082519533,,0.05030544590123465,
10,10,10,10,2019-02-20,132.2195281982422,126.80010986328124,,0.04273985520047496,
11,11,11,11,2019-02-21,128.66685485839844,129.92410278320312,,-0.009676787431063372,
12,12,12,12,2019-02-22,130.93368530273438,130.73367309570312,126.73338317871094,0.001529921115922761,0.03314282329305818
13,13,13,13,2019-02-25,132.3755645751953,131.62896728515625,127.6667709350586,0.005671983192131691,0.036883470974071964
14,14,14,14,2019-02-26,130.57083129882812,133.02908325195312,126.04759216308594,-0.018479056556896967,0.035885168912150434
15,15,15,15,2019-02-27,130.5230712890625,132.63858032226562,126.28572082519533,-0.015949424579659754,0.03355367840622714
16,16,16,16,2019-02-28,129.6350555419922,132.2195281982422,126.80010986328124,-0.01954683012009384,0.022357596391419987
17,17,17,17,2019-03-01,129.358154296875,128.66685485839844,129.92410278320312,0.005372785704891525,-0.004355993031350702
18,18,18,18,2019-03-04,130.2747802734375,130.93368530273438,130.73367309570312,-0.005032356858919895,-0.003510134852018565
19,19,19,19,2019-03-05,130.77134704589844,132.3755645751953,131.62896728515625,-0.012118683190851298,-0.006515436966088917
20,20,20,20,2019-03-06,129.66366577148438,130.57083129882812,133.02908325195312,-0.006947688992402834,-0.025298358811469468
21,21,21,21,2019-03-07,127.2287368774414,130.5230712890625,132.63858032226562,-0.02523947972634899,-0.04078634912768353
22,22,22,22,2019-03-08,125.99694061279295,129.6350555419922,132.2195281982422,-0.028064283337470797,-0.04706254567872492
23,23,23,23,2019-03-11,126.43621826171876,129.358154296875,128.66685485839844,-0.022587953971965558,-0.017336528503277382
24,24,24,24,2019-03-12,126.37889099121094,130.2747802734375,130.93368530273438,-0.02990516870609472,-0.03478703208415934
25,25,25,25,2019-03-13,126.32158660888672,130.77134704589844,132.3755645751953,-0.034027029143088416,-0.04573334954782882
26,26,26,26,2019-03-14,125.3094253540039,129.66366577148438,130.57083129882812,-0.033581037460056584,-0.04029541584814467
27,27,27,27,2019-03-15,124.50733947753906,127.2287368774414,130.5230712890625,-0.02138980128776924,-0.04608941355816487
28,28,28,28,2019-03-18,126.970947265625,125.99694061279295,129.6350555419922,0.007730399231083762,-0.02055083222071985
29,29,29,29,2019-03-19,126.92317199707033,126.43621826171876,129.358154296875,0.0038513785214897567,-0.01882357021124792
30,30,30,30,2019-03-20,125.7964096069336,126.37889099121094,130.2747802734375,-0.00460900851169721,-0.034376344040681794
31,31,31,31,2019-03-21,127.77305603027344,126.32158660888672,130.77134704589844,0.01149027225157262,-0.022927736720282144
32,32,32,32,2019-03-22,122.17737579345705,125.3094253540039,129.66366577148438,-0.024994524966487575,-0.057736220347348155
33,33,33,33,2019-03-25,122.75987243652344,124.50733947753906,127.2287368774414,-0.014035052458340136,-0.03512464676296201
34,34,34,34,2019-03-26,124.41181182861328,126.970947265625,125.99694061279295,-0.020155283489048603,-0.012580692645950853
35,35,35,35,2019-03-27,124.02033233642578,126.92317199707033,126.43621826171876,-0.022870840800539916,-0.01910754654407787
36,36,36,36,2019-03-28,125.62454223632812,125.7964096069336,126.37889099121094,-0.0013662343078192363,-0.00596894583396268
37,37,37,37,2019-03-29,126.54122161865234,127.77305603027344,126.32158660888672,-0.00964079947598051,0.001738697364890296
38,38,38,38,2019-04-01,129.71141052246094,122.17737579345705,125.3094253540039,0.061664728678902936,0.03512892311189875
39,39,39,39,2019-04-02,130.29396057128906,122.75987243652344,124.50733947753906,0.061372564057211365,0.04647614444282544
40,40,40,40,2019-04-03,131.18191528320312,124.41181182861328,126.970947265625,0.05441688658884081,0.033164815324002506
41,41,41,41,2019-04-04,131.5066375732422,124.02033233642578,126.92317199707033,0.06036353149343743,0.036112125973952525
42,42,42,42,2019-04-05,132.69070434570312,125.62454223632812,125.7964096069336,0.05624826155451346,0.05480517894200321
43,43,43,43,2019-04-08,133.56919860839844,126.54122161865234,127.77305603027344,0.05553903226037904,0.04536279211128602
44,44,44,44,2019-04-09,132.5760955810547,129.71141052246094,122.17737579345705,0.02208506597110582,0.08511166425097283
45,45,45,45,2019-04-10,134.53359985351562,130.29396057128906,122.75987243652344,0.03253903146114645,0.09590859931106666
46,46,46,46,2019-04-11,135.03970336914062,131.18191528320312,124.41181182861328,0.029407926219167324,0.08542510059388952
47,47,47,47,2019-04-12,137.73245239257812,131.5066375732422,124.02033233642578,0.047342209748678865,0.11056348421124973
48,48,48,48,2019-04-15,137.58921813964844,132.69070434570312,125.62454223632812,0.03691678191098502,0.0952415482701785
49,49,49,49,2019-04-16,138.41043090820312,133.56919860839844,126.54122161865234,0.03624512500069965,0.09379717642777408
50,50,50,50,2019-04-17,137.86614990234375,132.5760955810547,129.71141052246094,0.039902022292207295,0.06286832705801726
51,51,51,51,2019-04-18,139.50856018066406,134.53359985351562,130.29396057128906,0.036979314703281085,0.0707216172489693
52,52,52,52,2019-04-22,139.18392944335938,135.03970336914062,131.18191528320312,0.030688945331064588,0.060999369790271984
53,53,53,53,2019-04-23,141.43734741210938,137.73245239257812,131.5066375732422,0.026899216235337198,0.07551489432110459
54,54,54,54,2019-04-24,140.7307891845703,137.58921813964844,132.69070434570312,0.022832974032407805,0.06059267586612638
55,55,55,55,2019-04-25,137.13088989257812,138.41043090820312,133.56919860839844,-0.009244541811112672,0.02666551361606917
56,56,56,56,2019-04-26,138.53457641601562,137.86614990234375,132.5760955810547,0.004848372962800163,0.04494385514105015
57,57,57,57,2019-04-29,139.98599243164062,139.50856018066406,134.53359985351562,0.003422243411861592,0.040528110331260914
58,58,58,58,2019-04-30,139.3653106689453,139.18392944335938,135.03970336914062,0.0013031764968221005,0.032032114940154566
59,59,59,59,2019-05-01,137.78018188476562,141.43734741210938,137.73245239257812,-0.025857141655009852,0.00034653773572146385
60,60,60,60,2019-05-02,138.75416564941406,140.7307891845703,137.58921813964844,-0.014045423511154231,0.008466851730949188
61,61,61,61,2019-05-03,142.14401245117188,137.13088989257812,138.41043090820312,0.03655720868230916,0.026974712227035402
62,62,62,62,2019-05-06,140.95993041992188,138.53457641601562,137.86614990234375,0.017507210594292166,0.02244046504359165
63,63,63,63,2019-05-07,138.55364990234375,139.98599243164062,139.50856018066406,-0.010232041823729832,-0.0068448149495894395
64,64,64,64,2019-05-08,137.84703063964844,139.3653106689453,139.18392944335938,-0.01089424636596592,-0.009605266994958561
65,65,65,65,2019-05-09,136.80621337890625,137.78018188476562,141.43734741210938,-0.007069002904016797,-0.03274336034957781
66,66,66,66,2019-05-10,136.5102081298828,138.75416564941406,140.7307891845703,-0.01617218127491027,-0.029990459650959145
67,67,67,67,2019-05-13,131.73577880859375,142.14401245117188,137.13088989257812,-0.07322315912640687,-0.03934278475265962
68,68,68,68,2019-05-14,131.51617431640625,140.95993041992188,138.53457641601562,-0.06699603266958576,-0.05066173572822208
69,69,69,69,2019-05-15,131.7262420654297,138.55364990234375,139.98599243164062,-0.04927627559235137,-0.059004120503302615
70,70,70,70,2019-05-16,132.02224731445312,137.84703063964844,139.3653106689453,-0.04225541383203324,-0.052689319309417226
71,71,71,71,2019-05-17,129.1289520263672,136.80621337890625,137.78018188476562,-0.05611778268634393,-0.06279008882158399
72,72,72,72,2019-05-20,124.69831085205078,136.5102081298828,138.75416564941406,-0.0865275750410811,-0.10130041668714862
73,73,73,73,2019-05-21,127.82077026367188,131.73577880859375,142.14401245117188,-0.029718642728109645,-0.10076570894901538
74,74,74,74,2019-05-22,125.3094253540039,131.51617431640625,140.95993041992188,-0.047193807109001895,-0.11102804193571081
75,75,75,75,2019-05-23,122.9222183227539,131.7262420654297,138.55364990234375,-0.06683576183933604,-0.11281862001186749
76,76,76,76,2019-05-24,122.52962493896484,132.02224731445312,137.84703063964844,-0.07190168754572535,-0.1111188658152924
77,77,77,77,2019-05-28,121.50514221191406,129.1289520263672,136.80621337890625,-0.05904028256108207,-0.11184485550092282
78,78,78,78,2019-05-29,121.82110595703124,124.69831085205078,136.5102081298828,-0.02307332693891284,-0.1076044229518397
79,79,79,79,2019-05-30,121.84982299804688,127.82077026367188,131.73577880859375,-0.04671343517417381,-0.07504381801173943
80,80,80,80,2019-05-31,120.27955627441406,125.3094253540039,131.51617431640625,-0.04013959097953146,-0.08543905797441109
81,81,81,81,2019-06-03,120.35614776611328,122.9222183227539,131.7262420654297,-0.020875563357496185,-0.08631609101600857
82,82,82,82,2019-06-04,123.90841674804688,122.52962493896484,132.02224731445312,0.01125272202350125,-0.06145805522519676
83,83,83,83,2019-06-05,125.3063507080078,121.50514221191406,129.1289520263672,0.03128434259567503,-0.029602976391993385
84,84,84,84,2019-06-06,125.75634765625,121.82110595703124,124.69831085205078,0.03230344748804703,0.008484772543988495
85,85,85,85,2019-06-07,126.7138442993164,121.84982299804688,127.82077026367188,0.03991816468496223,-0.008659985087494548
86,86,86,86,2019-06-10,128.8490447998047,120.27955627441406,125.3094253540039,0.07124642616605281,0.028247032781462567
87,87,87,87,2019-06-11,127.86282348632812,120.35614776611328,122.9222183227539,0.06237052165214263,0.040192938518257115
88,88,88,88,2019-06-12,127.57559967041016,123.90841674804688,122.52962493896484,0.029595914616680652,0.041181671240394735
89,89,89,89,2019-06-13,128.15969848632812,125.3063507080078,121.50514221191406,0.02277097499207592,0.0547676925706404
90,90,90,90,2019-06-14,124.5882339477539,125.75634765625,121.82110595703124,-0.009288705741431702,0.022714684528464923
91,91,91,91,2019-06-17,123.783935546875,126.7138442993164,121.84982299804688,-0.023122246575682293,0.015872920462585594
92,92,92,92,2019-06-18,126.7521514892578,128.8490447998047,120.27955627441406,-0.016274030698519182,0.05381292894094747
93,93,93,93,2019-06-19,127.3458251953125,127.86282348632812,120.35614776611328,-0.004043382407169394,0.05807495137499896
94,94,94,94,2019-06-20,130.03634643554688,127.57559967041016,123.90841674804688,0.019288537710142162,0.049455314241972914
95,95,95,95,2019-06-21,129.95016479492188,128.15969848632812,125.3063507080078,0.013970587710026239,0.03705968660547154
96,96,96,96,2019-06-24,129.41395568847656,124.5882339477539,125.75634765625,0.038733366609453146,0.029084878023211136
97,97,97,97,2019-06-25,128.82032775878906,123.783935546875,126.7138442993164,0.040686961435370206,0.016623940904963996
98,98,98,98,2019-06-26,130.17039489746094,126.7521514892578,128.8490447998047,0.02696793204723491,0.010255024394703494
