,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,VMC,VMC_6m,VMC_12m,VMC_6m_ret,VMC_12m_ret
0,0,0,0,2019-02-05,100.52277374267578,,,,
1,1,1,1,2019-02-06,96.68478393554688,,,,
2,2,2,2,2019-02-07,97.24806213378906,,,,
3,3,3,3,2019-02-08,98.78516387939452,,,,
4,4,4,4,2019-02-11,100.82827758789062,,,,
5,5,5,5,2019-02-12,101.92621612548828,,,,
6,6,6,6,2019-02-13,101.09558868408205,100.52277374267578,,0.005698359884821702,
7,7,7,7,2019-02-14,107.58771514892578,96.68478393554688,,0.11276780864140057,
8,8,8,8,2019-02-15,108.01734924316406,97.24806213378906,,0.11074037747466003,
9,9,9,9,2019-02-19,108.0364227294922,98.78516387939452,,0.09365028600238423,
10,10,10,10,2019-02-20,109.0961685180664,100.82827758789062,,0.08199972396601507,
11,11,11,11,2019-02-21,108.16756439208984,101.92621612548828,,0.06123398379586087,
12,12,12,12,2019-02-22,107.8708038330078,101.09558868408205,100.52277374267578,0.067017910841767,0.0730981629012939
13,13,13,13,2019-02-25,106.65501403808594,107.58771514892578,96.68478393554688,-0.008669215714347867,0.10312098446830609
14,14,14,14,2019-02-26,108.41646575927734,108.01734924316406,97.24806213378906,0.003694929739618047,0.11484448512838585
15,15,15,15,2019-02-27,107.32513427734376,108.0364227294922,98.78516387939452,-0.006583783821956013,0.08644992894252401
16,16,16,16,2019-02-28,106.70286560058594,109.0961685180664,100.82827758789062,-0.02193755243644635,0.0582632982852902
17,17,17,17,2019-03-01,108.20587158203124,108.16756439208984,101.92621612548828,0.00035414673665523644,0.06160981634804963
18,18,18,18,2019-03-04,110.2066650390625,107.8708038330078,101.09558868408205,0.021654248629414008,0.09012338197517256
19,19,19,19,2019-03-05,108.34947204589844,106.65501403808594,107.58771514892578,0.01588727940354895,0.007080333436937591
20,20,20,20,2019-03-06,109.69930267333984,108.41646575927734,108.01734924316406,0.011832491541560186,0.015571141506069086
21,21,21,21,2019-03-07,109.22061157226562,107.32513427734376,108.0364227294922,0.01766107545715867,0.010961014932329372
22,22,22,22,2019-03-08,108.6845245361328,106.70286560058594,109.0961685180664,0.018571749918738556,-0.003773221255386594
23,23,23,23,2019-03-11,109.14404296875,108.20587158203124,108.16756439208984,0.008670244719645614,0.009027461995174235
24,24,24,24,2019-03-12,106.73157501220705,110.2066650390625,107.8708038330078,-0.03153248513257989,-0.010561048776130066
25,25,25,25,2019-03-13,105.18074035644533,108.34947204589844,106.65501403808594,-0.029245474201395227,-0.013822825817773166
26,26,26,26,2019-03-14,106.48270416259766,109.69930267333984,108.41646575927734,-0.02932195950525318,-0.017836419801520953
27,27,27,27,2019-03-15,107.78463745117188,109.22061157226562,107.32513427734376,-0.013147464571223733,0.004281412522072259
28,28,28,28,2019-03-18,109.1057586669922,108.6845245361328,106.70286560058594,0.003875750781054066,0.022519480174045814
29,29,29,29,2019-03-19,110.35025787353516,109.14404296875,108.20587158203124,0.011051587168440458,0.019817651853377027
30,30,30,30,2019-03-20,110.42684936523438,106.73157501220705,110.2066650390625,0.034622128949232556,0.001997922050302803
31,31,31,31,2019-03-21,112.47550964355467,105.18074035644533,108.34947204589844,0.06935461057212766,0.03808082789649769
32,32,32,32,2019-03-22,108.60794830322266,106.48270416259766,109.69930267333984,0.019958585362180425,-0.009948598974844902
33,33,33,33,2019-03-25,110.08219146728516,107.78463745117188,109.22061157226562,0.02131615479204174,0.007888436830894907
34,34,34,34,2019-03-26,109.60355377197266,109.1057586669922,108.6845245361328,0.004562500742969933,0.008455934639842067
35,35,35,35,2019-03-27,110.1875228881836,110.35025787353516,109.14404296875,-0.0014747132311920819,0.00956057601542537
36,36,36,36,2019-03-28,110.97252655029295,110.42684936523438,106.73157501220705,0.004941526342508995,0.03973474145397793
37,37,37,37,2019-03-29,113.34666442871094,112.47550964355467,105.18074035644533,0.007745284177124834,0.07763706591712749
38,38,38,38,2019-04-01,115.0602569580078,108.60794830322266,106.48270416259766,0.05940917543871582,0.08055348390018668
39,39,39,39,2019-04-02,115.42404174804688,110.08219146728516,107.78463745117188,0.04852601687484781,0.07087655975403506
40,40,40,40,2019-04-03,114.11251068115234,109.60355377197266,109.1057586669922,0.04113878386243264,0.04588898033733968
41,41,41,41,2019-04-04,114.54331970214844,110.1875228881836,110.35025787353516,0.039530762647101536,0.037997752877194646
42,42,42,42,2019-04-05,115.07942199707033,110.97252655029295,110.42684936523438,0.037008217929652254,0.042132621355950084
43,43,43,43,2019-04-08,115.5389404296875,113.34666442871094,112.47550964355467,0.019341336703872614,0.027236425030134237
44,44,44,44,2019-04-09,114.5911865234375,115.0602569580078,108.60794830322266,-0.004076737241613282,0.05509024259909823
45,45,45,45,2019-04-10,114.64864349365234,115.42404174804688,110.08219146728516,-0.006717822757299596,0.04148220493706534
46,46,46,46,2019-04-11,115.34747314453124,114.11251068115234,109.60355377197266,0.01082232312659892,0.05240632420102598
47,47,47,47,2019-04-12,116.93663024902344,114.54331970214844,110.1875228881836,0.020894370384046956,0.06125110342746076
48,48,48,48,2019-04-15,116.89832305908205,115.07942199707033,110.97252655029295,0.015805615204237178,0.05339877078588007
49,49,49,49,2019-04-16,117.3482666015625,115.5389404296875,113.34666442871094,0.01565988198564172,0.03530410173974152
50,50,50,50,2019-04-17,116.88874053955078,114.5911865234375,115.0602569580078,0.020050006338343973,0.01589153048919667
51,51,51,51,2019-04-18,117.55887603759766,114.64864349365234,115.42404174804688,0.02538392479197915,0.018495577327042545
52,52,52,52,2019-04-22,118.00881958007812,115.34747314453124,114.11251068115234,0.02307242944292498,0.03414444985627085
53,53,53,53,2019-04-23,117.86521911621094,116.93663024902344,114.54331970214844,0.007940957980489216,0.029001249681784635
54,54,54,54,2019-04-24,119.29163360595705,116.89832305908205,115.07942199707033,0.020473437806848516,0.03660264829096849
55,55,55,55,2019-04-25,116.5536880493164,117.3482666015625,115.5389404296875,-0.006771114523096977,0.008782732608201949
56,56,56,56,2019-04-26,117.67375183105467,116.88874053955078,114.5911865234375,0.006715884591452781,0.026900544458422937
57,57,57,57,2019-04-29,117.80777740478516,117.55887603759766,114.64864349365234,0.0021172486125837775,0.027554917484110764
58,58,58,58,2019-04-30,120.72762298583984,118.00881958007812,115.34747314453124,0.0230389848439827,0.0466429796391572
59,59,59,59,2019-05-01,118.4779052734375,117.86521911621094,116.93663024902344,0.005198193002317941,0.01318042961501309
60,60,60,60,2019-05-02,123.68570709228516,119.29163360595705,116.89832305908205,0.03683471634601454,0.05806228742710595
61,61,61,61,2019-05-03,123.01560974121094,116.5536880493164,117.3482666015625,0.05544158919416042,0.04829507332128746
62,62,62,62,2019-05-06,122.98688507080078,117.67375183105467,116.88874053955078,0.045151388113928936,0.05217050421709879
63,63,63,63,2019-05-07,124.24097442626952,117.80777740478516,117.55887603759766,0.05460757484100576,0.05684044126565824
64,64,64,64,2019-05-08,123.06348419189452,120.72762298583984,118.00881958007812,0.019348191808006066,0.042832939349811916
65,65,65,65,2019-05-09,122.92945098876952,118.4779052734375,117.86521911621094,0.03757279220170373,0.04296629582952227
66,66,66,66,2019-05-10,123.43682098388672,123.68570709228516,119.29163360595705,-0.002012246315677646,0.03474834950808048
67,67,67,67,2019-05-13,122.2784652709961,123.01560974121094,116.5536880493164,-0.005992284001726134,0.04911708344447585
68,68,68,68,2019-05-14,123.6570281982422,122.98688507080078,117.67375183105467,0.005448899100547466,0.050846312572558894
69,69,69,69,2019-05-15,124.288818359375,124.24097442626952,117.80777740478516,0.00038508980894924605,0.05501369347051788
70,70,70,70,2019-05-16,124.94937896728516,123.06348419189452,120.72762298583984,0.015324568354085688,0.034969262849981586
71,71,71,71,2019-05-17,124.40372467041016,122.92945098876952,118.4779052734375,0.011992843617070426,0.050016240439906046
72,72,72,72,2019-05-20,124.44200134277344,123.43682098388672,123.68570709228516,0.008143278082460848,0.006114645485464143
73,73,73,73,2019-05-21,125.9450225830078,122.2784652709961,123.01560974121094,0.029985306929440236,0.023813342452713826
74,74,74,74,2019-05-22,122.4795150756836,123.6570281982422,122.98688507080078,-0.009522411622822302,-0.004125399182401512
75,75,75,75,2019-05-23,119.9844207763672,124.288818359375,124.24097442626952,-0.03463221905096758,-0.034260465756636105
76,76,76,76,2019-05-24,121.15520477294922,124.94937896728516,123.06348419189452,-0.030365690695664416,-0.01550646344426343
77,77,77,77,2019-05-28,120.74253845214844,124.40372467041016,122.92945098876952,-0.029429876219232987,-0.01778998050532954
78,78,78,78,2019-05-29,120.68494415283205,124.44200134277344,123.43682098388672,-0.030191230849724415,-0.022293808355724698
79,79,79,79,2019-05-30,121.96128845214844,125.9450225830078,122.2784652709961,-0.03163073894590607,-0.002593889432163876
80,80,80,80,2019-05-31,119.8692626953125,122.4795150756836,123.6570281982422,-0.021311746529680042,-0.030631218929645487
81,81,81,81,2019-06-03,123.14165496826172,119.9844207763672,124.288818359375,0.02631370115774545,-0.009229819755758872
82,82,82,82,2019-06-04,126.54840087890624,121.15520477294922,124.94937896728516,0.04451477025740758,0.012797357816718202
83,83,83,83,2019-06-05,128.0070343017578,120.74253845214844,124.40372467041016,0.06016517411954503,0.028964644273265172
84,84,84,84,2019-06-06,129.609619140625,120.68494415283205,124.44200134277344,0.07395019362556932,0.04152631540871354
85,85,85,85,2019-06-07,128.95713806152344,121.96128845214844,125.9450225830078,0.057361230749212844,0.023916113687862728
86,86,86,86,2019-06-10,130.08950805664062,119.8692626953125,122.4795150756836,0.08526160194466414,0.06213278176562498
87,87,87,87,2019-06-11,125.68470001220705,123.14165496826172,119.9844207763672,0.020651379458890284,0.04750849484421238
88,88,88,88,2019-06-12,125.5119857788086,126.54840087890624,121.15520477294922,-0.00818987117102632,0.03596032885276523
89,89,89,89,2019-06-13,126.88423919677734,128.0070343017578,120.74253845214844,-0.008771354723628999,0.050866089311704554
90,90,90,90,2019-06-14,127.23934173583984,129.609619140625,120.68494415283205,-0.018287820151785428,0.054309985632569724
91,91,91,91,2019-06-17,128.1318359375,128.95713806152344,121.96128845214844,-0.006399817306969813,0.050594312044945244
92,92,92,92,2019-06-18,127.0569839477539,130.08950805664062,119.8692626953125,-0.02331105831814173,0.059963005451292295
93,93,93,93,2019-06-19,126.2413101196289,125.68470001220705,123.14165496826172,0.0044286226355936265,0.02517145926101194
94,94,94,94,2019-06-20,128.3141326904297,125.5119857788086,126.54840087890624,0.022325731636174906,0.013953015599249552
95,95,95,95,2019-06-21,129.4752960205078,126.88423919677734,128.0070343017578,0.02042063569228758,0.011470164329319577
96,96,96,96,2019-06-24,129.01467895507812,127.23934173583984,129.609619140625,0.013952738162729794,-0.004590247155200511
97,97,97,97,2019-06-25,128.9667205810547,128.1318359375,128.95713806152344,0.006515825184632007,7.430778687633754e-05
98,98,98,98,2019-06-26,128.88035583496094,127.0569839477539,130.08950805664062,0.014350819849122232,-0.009294771267435498
99,99,99,99,2019-06-27,129.94552612304688,126.2413101196289,125.68470001220705,0.029342344434700296,0.03390091324103883
100,100,100,100,2019-06-28,131.76885986328125,128.3141326904297,125.5119857788086,0.02692398023829856,0.04985080943185172
101,101,101,101,2019-07-01,131.96078491210938,129.4752960205078,126.88423919677734,0.019196626445309617,0.040009269452757845
102,102,102,102,2019-07-02,131.52891540527344,129.01467895507812,127.23934173583984,0.01948798749536662,0.03371263644493805
103,103,103,103,2019-07-03,134.30230712890625,128.9667205810547,128.1318359375,0.04137180912883798,0.048157205789325364
104,104,104,104,2019-07-05,134.1199951171875,128.88035583496094,127.0569839477539,0.04065506529898344,0.05558931866616579
105,105,105,105,2019-07-08,132.48861694335938,129.94552612304688,126.2413101196289,0.019570437676357022,0.04948702463409482
106,106,106,106,2019-07-09,132.3638458251953,131.76885986328125,128.3141326904297,0.004515376110345137,0.03156092824580714
107,107,107,107,2019-07-10,131.39462280273438,131.96078491210938,129.4752960205078,-0.0042903814928964,0.014823884101586193
108,108,108,108,2019-07-11,131.2890625,131.52891540527344,129.01467895507812,-0.0018235754817440553,0.017628874197437527
109,109,109,109,2019-07-12,130.31016540527344,134.30230712890625,128.9667205810547,-0.029725042026277793,0.010416988337502264
110,110,110,110,2019-07-15,129.33139038085938,134.1199951171875,128.88035583496094,-0.03570388391487844,0.003499637652118359
111,111,111,111,2019-07-16,132.0759735107422,132.48861694335938,129.94552612304688,-0.0031145576287024967,0.01639492679169252
112,112,112,112,2019-07-17,132.03756713867188,132.3638458251953,131.76885986328125,-0.002465013648472625,0.0020392319981323848
113,113,113,113,2019-07-18,130.914794921875,131.39462280273438,131.96078491210938,-0.003651807590176248,-0.007926521435372202
114,114,114,114,2019-07-19,130.52133178710938,131.2890625,131.52891540527344,-0.005847636492115393,-0.007660548367326325
115,115,115,115,2019-07-22,129.12025451660156,130.31016540527344,134.30230712890625,-0.009131374248288138,-0.03858498579127789
116,116,116,116,2019-07-23,130.2430419921875,129.33139038085938,134.1199951171875,0.007048958560203156,-0.028906600552829675
117,117,117,117,2019-07-24,131.9895782470703,132.0759735107422,132.48861694335938,-0.0006541330824629821,-0.0037666533759832532
118,118,118,118,2019-07-25,129.07229614257812,132.03756713867188,132.3638458251953,-0.022457782738298127,-0.024867437645806456
119,119,119,119,2019-07-26,131.27940368652344,130.914794921875,131.39462280273438,0.002785084488472256,-0.0008768936943783778
120,120,120,120,2019-07-29,130.55970764160156,130.52133178710938,131.2890625,0.00029401978946075324,-0.0055553360235048865
121,121,121,121,2019-07-30,134.65740966796875,129.12025451660156,130.31016540527344,0.04288370691412524,0.03336074548885026
122,122,122,122,2019-07-31,132.76690673828125,130.2430419921875,129.33139038085938,0.019378115771014892,0.026563669866262574
123,123,123,123,2019-08-01,131.2314910888672,131.9895782470703,132.0759735107422,-0.005743537999523429,-0.006393914043770543
124,124,124,124,2019-08-02,132.15274047851562,129.07229614257812,132.03756713867188,0.023866038088721453,0.000872277052202719
125,125,125,125,2019-08-05,132.02792358398438,131.27940368652344,130.914794921875,0.005701731394577969,0.00850269568671469
126,126,126,126,2019-08-06,132.5461883544922,130.55970764160156,130.52133178710938,0.015215113060330188,0.015513606394129686
127,127,127,127,2019-08-07,132.4214324951172,134.65740966796875,129.12025451660156,-0.016604932312042187,0.025566693551484443
128,128,128,128,2019-08-08,133.71690368652344,132.76690673828125,130.2430419921875,0.007155374570222417,0.02667214801804385
129,129,129,129,2019-08-09,134.35031127929688,131.2314910888672,131.9895782470703,0.02376579100452103,0.017885753281274397
130,130,130,130,2019-08-12,133.75538635253906,132.15274047851562,129.07229614257812,0.012127223909397244,0.03628269078585089
131,131,131,131,2019-08-13,135.01246643066406,132.02792358398438,131.27940368652344,0.02260539108441839,0.028436012347029305
132,132,132,132,2019-08-14,133.52500915527344,132.5461883544922,130.55970764160156,0.0073847525374581835,0.022712225442568457
133,133,133,133,2019-08-15,133.25633239746094,132.4214324951172,134.65740966796875,0.006304869888600129,-0.010404754361178603
134,134,134,134,2019-08-16,136.01048278808594,133.71690368652344,132.76690673828125,0.01715249933500851,0.024430606462788385
135,135,135,135,2019-08-19,136.61509704589844,134.35031127929688,131.2314910888672,0.01685731685350067,0.041023735327259114
136,136,136,136,2019-08-20,136.5188751220703,133.75538635253906,132.15274047851562,0.02066076623073343,0.03303854787835059
137,137,137,137,2019-08-21,137.7980194091797,135.01246643066406,132.02792358398438,0.02063182054337287,0.04370360199995793
138,138,138,138,2019-08-22,137.87496948242188,133.52500915527344,132.5461883544922,0.03257786952922026,0.04020320157134938
139,139,139,139,2019-08-23,134.3838348388672,133.25633239746094,132.4214324951172,0.008461154686767669,0.014819371054775043
140,140,140,140,2019-08-26,133.5182647705078,136.01048278808594,133.71690368652344,-0.01832372010223049,-0.001485518364090277
141,141,141,141,2019-08-27,134.4704132080078,136.61509704589844,134.35031127929688,-0.01569873230899277,0.0008939460397769938
142,142,142,142,2019-08-28,134.4704132080078,136.5188751220703,133.75538635253906,-0.01500497211269014,0.0053457798969243076
143,143,143,143,2019-08-29,135.1820831298828,137.7980194091797,135.01246643066406,-0.018983845272326216,0.0012563039821649191
144,144,144,144,2019-08-30,135.84567260742188,137.87496948242188,133.52500915527344,-0.01471838494411215,0.01737999096071796
145,145,145,145,2019-09-03,138.3654327392578,134.3838348388672,133.25633239746094,0.029628547995856458,0.03834039441036152
146,146,146,146,2019-09-04,137.65374755859375,133.5182647705078,136.01048278808594,0.03097316157601382,0.01208189793038339
147,147,147,147,2019-09-05,137.3941192626953,134.4704132080078,136.61509704589844,0.021742374288423738,0.005702314265715103
148,148,148,148,2019-09-06,139.4618377685547,134.4704132080078,136.5188751220703,0.03711912859839139,0.021557184996235046
149,149,149,149,2019-09-09,136.62469482421875,135.1820831298828,137.7980194091797,0.010671619055832027,-0.00851481458145531
150,150,150,150,2019-09-10,136.70162963867188,135.84567260742188,137.87496948242188,0.006300951769907526,-0.008510173007868493
151,151,151,151,2019-09-11,139.70223999023438,138.3654327392578,134.3838348388672,0.009661424999809709,0.03957622698998153
152,152,152,152,2019-09-12,139.3656463623047,137.65374755859375,133.5182647705078,0.012436267330696804,0.043794619424146974
153,153,153,153,2019-09-13,141.9334716796875,137.3941192626953,134.4704132080078,0.0330389134655249,0.05549963217659881
154,154,154,154,2019-09-16,140.05810546875,139.4618377685547,134.4704132080078,0.00427549005330663,0.04155332111680776
155,155,155,155,2019-09-17,142.4432373046875,136.62469482421875,135.1820831298828,0.04258778025418386,0.05371387987732201
156,156,156,156,2019-09-18,142.9625244140625,136.70162963867188,135.84567260742188,0.04579970840098513,0.052389241924602814
157,157,157,157,2019-09-19,144.5494384765625,139.70223999023438,138.3654327392578,0.03469664113236104,0.04469328512821624
158,158,158,158,2019-09-20,144.0685272216797,139.3656463623047,137.65374755859375,0.03374490760189963,0.0466008356245835
159,159,159,159,2019-09-23,144.04931640625,141.9334716796875,137.3941192626953,0.014907299184067746,0.048438733617339524
160,160,160,160,2019-09-24,143.9339141845703,140.05810546875,139.4618377685547,0.027672862651173746,0.03206666775349176
161,161,161,161,2019-09-25,145.10723876953125,142.4432373046875,136.62469482421875,0.018702196855758135,0.06208646215990554
162,162,162,162,2019-09-26,145.81890869140625,142.9625244140625,136.70162963867188,0.019979951312770527,0.06669473565774653
163,163,163,163,2019-09-27,143.337646484375,144.5494384765625,139.70223999023438,-0.008383235555660673,0.02602253546109745
164,164,164,164,2019-09-30,145.4534454345703,144.0685272216797,139.3656463623047,0.009612912963007147,0.04368220742462858
165,165,165,165,2019-10-01,143.3568572998047,144.04931640625,141.9334716796875,-0.004807097483839673,0.010028540859829516
166,166,166,166,2019-10-02,139.9234619140625,143.9339141845703,140.05810546875,-0.027863150204927356,-0.0009613406824037218
167,167,167,167,2019-10-03,139.74073791503906,145.10723876953125,142.4432373046875,-0.036982998918583365,-0.018972465388916726
168,168,168,168,2019-10-04,141.4429931640625,145.81890869140625,142.9625244140625,-0.030009246171252113,-0.010628878135916064
169,169,169,169,2019-10-07,141.9816131591797,143.337646484375,144.5494384765625,-0.009460412937246976,-0.017764339622800884
170,170,170,170,2019-10-08,141.7122802734375,145.4534454345703,144.0685272216797,-0.0257207049991518,-0.016355042934648734
171,171,171,171,2019-10-09,142.5874786376953,143.3568572998047,144.04931640625,-0.005366877292101613,-0.010148175673614368
172,172,172,172,2019-10-10,142.8182830810547,139.9234619140625,143.9339141845703,0.020688604522736354,-0.007750995377538428
173,173,173,173,2019-10-11,141.79885864257812,139.74073791503906,145.10723876953125,0.014728136964543337,-0.022799552627472353
174,174,174,174,2019-10-14,141.05833435058594,141.4429931640625,145.81890869140625,-0.0027195324764542894,-0.03264716752814978
175,175,175,175,2019-10-15,141.36607360839844,141.9816131591797,143.337646484375,-0.004335346930388395,-0.013754745695447657
176,176,176,176,2019-10-16,141.5776824951172,141.7122802734375,145.4534454345703,-0.0009497961507682895,-0.0266460717233169
177,177,177,177,2019-10-17,142.0777587890625,142.5874786376953,143.3568572998047,-0.0035747868852353815,-0.008922478734778583
178,178,178,178,2019-10-18,140.45242309570312,142.8182830810547,139.9234619140625,-0.016565526025886013,0.003780360880189626
179,179,179,179,2019-10-21,141.01988220214844,141.79885864257812,139.74073791503906,-0.005493531103753058,0.009153696382275367
180,180,180,180,2019-10-22,140.17349243164062,141.05833435058594,141.4429931640625,-0.006272879394322972,-0.008975352571543471
181,181,181,181,2019-10-23,138.96173095703125,141.36607360839844,141.9816131591797,-0.01700791844886007,-0.021269530152208893
182,182,182,182,2019-10-24,139.8368682861328,141.5776824951172,141.7122802734375,-0.012295823595250721,-0.01323394122009769
183,183,183,183,2019-10-25,141.45262145996094,142.0777587890625,142.5874786376953,-0.0043999661483236086,-0.007959024092276445
184,184,184,184,2019-10-28,140.1350555419922,140.45242309570312,142.8182830810547,-0.0022596089602148206,-0.01878770337506208
185,185,185,185,2019-10-29,138.75010681152344,141.01988220214844,141.79885864257812,-0.01609542821324539,-0.02150053858148071
186,186,186,186,2019-10-30,139.1060028076172,140.17349243164062,141.05833435058594,-0.00761548853142846,-0.01384059688466499
187,187,187,187,2019-10-31,137.4036865234375,138.96173095703125,141.36607360839844,-0.011212039623164416,-0.028029264616468264
188,188,188,188,2019-11-01,138.15383911132812,139.8368682861328,141.5776824951172,-0.012035661234638728,-0.024183496462496068
189,189,189,189,2019-11-04,136.56698608398438,141.45262145996094,142.0777587890625,-0.03453902321180713,-0.0387870188272027
