,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CVS,CVS_6m,CVS_12m,CVS_6m_ret,CVS_12m_ret
244,244,244,244,2020-01-24,63.81416320800781,66.79397583007812,65.2943115234375,-0.044611996591591874,-0.022668870854061884
245,245,245,245,2020-01-27,63.40321731567383,67.48616027832031,64.4779052734375,-0.060500448474294255,-0.016667538332800103
246,246,246,246,2020-01-28,64.16259002685547,67.45954132080078,64.65538024902344,-0.04887301676521649,-0.007621797602457292
247,247,247,247,2020-01-29,63.02798843383789,66.19055938720703,63.98982238769531,-0.04777978887998924,-0.015031045843977409
248,248,248,248,2020-01-30,62.27755737304688,66.11909484863281,64.56663513183594,-0.05810027321729683,-0.03545295111190294
249,249,249,249,2020-01-31,60.58906173706055,65.69025421142578,65.5161361694336,-0.07765524027273385,-0.07520398363589342
250,250,250,250,2020-02-03,59.7939567565918,63.81416320800781,66.79397583007812,-0.06299865498998714,-0.10480015579989077
251,251,251,251,2020-02-04,60.64266204833984,63.40321731567383,67.48616027832031,-0.04353967171081641,-0.10140595052018275
252,252,252,252,2020-02-05,63.019073486328125,64.16259002685547,67.45954132080078,-0.017822169274163024,-0.06582416286165083
253,253,253,253,2020-02-06,63.287071228027344,63.02798843383789,66.19055938720703,0.004110599126313952,-0.04386559331210094
254,254,254,254,2020-02-07,63.9303092956543,62.27755737304688,66.11909484863281,0.026538483401128188,-0.03310368295254684
255,255,255,255,2020-02-10,65.44011688232422,60.58906173706055,65.69025421142578,0.08006486659780077,-0.0038078301279895754
256,256,256,256,2020-02-11,65.97615051269531,59.7939567565918,63.81416320800781,0.10339161499664384,0.03387942732462568
257,257,257,257,2020-02-12,65.88682556152344,60.64266204833984,63.40321731567383,0.08647647276769188,0.03917164382186078
258,258,258,258,2020-02-13,64.32340240478516,63.019073486328125,64.16259002685547,0.02069736742067474,0.0025063261608109233
259,259,259,259,2020-02-14,63.76057052612305,63.287071228027344,63.02798843383789,0.007481769797651916,0.01162312348035921
260,260,260,260,2020-02-18,64.32340240478516,63.9303092956543,62.27755737304688,0.006148775337734502,0.03285043791110054
261,261,261,261,2020-02-19,64.1268539428711,65.44011688232422,60.58906173706055,-0.020068163108795556,0.05838994868683667
262,262,262,262,2020-02-20,64.26979064941406,65.97615051269531,59.7939567565918,-0.02586328317158948,0.07485428520882831
263,263,263,263,2020-02-21,63.88564300537109,65.88682556152344,60.64266204833984,-0.030373030406263823,0.053476889824628504
264,264,264,264,2020-02-24,60.67840576171875,64.32340240478516,63.019073486328125,-0.05666672636700021,-0.03714221100247017
265,265,265,265,2020-02-25,57.47117233276367,63.76057052612305,63.287071228027344,-0.09864087070523586,-0.0918971091948404
266,266,266,266,2020-02-26,55.97029113769531,64.32340240478516,63.9303092956543,-0.12986115402484433,-0.1245108657483075
267,267,267,267,2020-02-27,53.00426483154297,64.1268539428711,65.44011688232422,-0.1734466674637889,-0.19003407455924415
268,268,268,268,2020-02-28,52.87025833129883,64.26979064941406,65.97615051269531,-0.17736999300804723,-0.19864590582432684
269,269,269,269,2020-03-02,57.20315170288086,63.88564300537109,65.88682556152344,-0.1046008302981064,-0.13179681650520536
270,270,270,270,2020-03-03,55.87201690673828,60.67840576171875,64.32340240478516,-0.07921086249126141,-0.13138896858817528
271,271,271,271,2020-03-04,58.99884414672852,57.47117233276367,63.76057052612305,0.026581532130917518,-0.07468136404839132
272,272,272,272,2020-03-05,57.49797058105469,55.97029113769531,64.32340240478516,0.027294470196716603,-0.10611117522637004
273,273,273,273,2020-03-06,57.31036376953125,53.00426483154297,64.1268539428711,0.08124061246154124,-0.10629696849641923
274,274,274,274,2020-03-09,54.76422882080078,52.87025833129883,64.26979064941406,0.03582298534714612,-0.1479009303214518
275,275,275,275,2020-03-10,55.92562103271485,57.20315170288086,63.88564300537109,-0.022333221721796637,-0.12459797848457144
276,276,276,276,2020-03-11,54.77316665649414,55.87201690673828,60.67840576171875,-0.019667273728069312,-0.09732027450447867
277,277,277,277,2020-03-12,48.7785758972168,58.99884414672852,57.47117233276367,-0.17322827925398332,-0.15125142019403914
278,278,278,278,2020-03-13,53.28121566772461,57.49797058105469,55.97029113769531,-0.07333745644788858,-0.04804469327049188
279,279,279,279,2020-03-16,46.72380828857422,57.31036376953125,53.00426483154297,-0.18472322952843157,-0.118489645369654
280,280,280,280,2020-03-17,51.81607055664063,54.76422882080078,52.87025833129883,-0.05383364885511488,-0.019939145522088864
281,281,281,281,2020-03-18,51.08349609375,55.92562103271485,57.20315170288086,-0.08658151397429004,-0.10698109154749003
282,282,282,282,2020-03-19,49.47541809082031,54.77316665649414,55.87201690673828,-0.09672160455681278,-0.1144866280126452
283,283,283,283,2020-03-20,48.86791610717773,48.7785758972168,58.99884414672852,0.0018315460900126812,-0.17171400874151788
284,284,284,284,2020-03-23,47.42957305908203,53.28121566772461,57.49797058105469,-0.10982562119331007,-0.17510874593007197
285,285,285,285,2020-03-24,48.55523681640625,46.72380828857422,57.31036376953125,0.03919690185613334,-0.15276690597067222
286,286,286,286,2020-03-25,47.920928955078125,51.81607055664063,54.76422882080078,-0.0751724621284181,-0.12495930305373726
287,287,287,287,2020-03-26,52.093017578125,51.08349609375,55.92562103271485,0.019762184689205542,-0.0685303691549154
288,288,288,288,2020-03-27,52.35209655761719,49.47541809082031,54.77316665649414,0.05814359085387122,-0.04420175510502278
289,289,289,289,2020-03-30,53.31694793701172,48.86791610717773,48.7785758972168,0.09104197977413886,0.09304027344623389
290,290,290,290,2020-03-31,53.00426483154297,47.42957305908203,53.28121566772461,0.11753619973590435,-0.005197907606102281
291,291,291,291,2020-04-01,52.11982345581055,48.55523681640625,46.72380828857422,0.07341302139833994,0.11548748624918614
292,292,292,292,2020-04-02,49.50221633911133,47.920928955078125,51.81607055664063,0.032997844960717115,-0.044655146418330016
293,293,293,293,2020-04-03,49.7791633605957,52.093017578125,51.08349609375,-0.04441774205264959,-0.025533348985365967
294,294,294,294,2020-04-06,50.22584915161133,52.35209655761719,49.47541809082031,-0.040614369735236355,0.015167755821961393
295,295,295,295,2020-04-07,50.80654525756836,53.31694793701172,48.86791610717773,-0.047084515835548846,0.03967079640021498
296,296,296,296,2020-04-08,53.07573699951172,53.00426483154297,47.42957305908203,0.0013484229655085223,0.11904311121241551
297,297,297,297,2020-04-09,54.02272033691406,52.11982345581055,48.55523681640625,0.03651004080466369,0.1126033746098507
298,298,298,298,2020-04-13,52.6737060546875,49.50221633911133,47.920928955078125,0.06406763070667609,0.09917956941245243
299,299,299,299,2020-04-14,54.99650573730469,49.7791633605957,52.093017578125,0.10480976425648292,0.055736609130489834
300,300,300,300,2020-04-15,54.103126525878906,50.22584915161133,52.35209655761719,0.07719685062095527,0.03344717945220377
301,301,301,301,2020-04-16,55.88988876342773,50.80654525756836,53.31694793701172,0.10005292586002246,0.04825746645242446
302,302,302,302,2020-04-17,56.604591369628906,53.07573699951172,53.00426483154297,0.06648714779315545,0.06792522355565955
303,303,303,303,2020-04-20,55.693336486816406,54.02272033691406,52.11982345581055,0.030924324793040858,0.06856341395775534
304,304,304,304,2020-04-21,53.826171875,52.6737060546875,49.50221633911133,0.021879338034729745,0.08734872609072153
305,305,305,305,2020-04-22,54.36669158935547,54.99650573730469,49.7791633605957,-0.011451893888633213,0.0921576000690918
306,306,306,306,2020-04-23,55.20449066162109,54.103126525878906,50.22584915161133,0.020356755819192163,0.09912508387824914
307,307,307,307,2020-04-24,56.13236618041992,55.88988876342773,50.80654525756836,0.004338484515840735,0.10482548844547157
308,308,308,308,2020-04-27,57.20438003540039,56.604591369628906,53.07573699951172,0.01059611334096311,0.07778776648785213
309,309,309,309,2020-04-28,56.97016143798828,55.693336486816406,54.02272033691406,0.02292599136117701,0.0545592869572733
310,310,310,310,2020-04-29,56.40262985229492,53.826171875,52.6737060546875,0.047866268165571935,0.0707928884619573
311,311,311,311,2020-04-30,55.447715759277344,54.36669158935547,54.99650573730469,0.019883942508164942,0.00820433981984059
312,312,312,312,2020-05-01,53.78113555908203,55.20449066162109,54.103126525878906,-0.0257833209849464,-0.00595142993525255
313,313,313,313,2020-05-04,54.006343841552734,56.13236618041992,55.88988876342773,-0.03787515979700118,-0.03370099607547461
314,314,314,314,2020-05-05,55.14142990112305,57.20438003540039,56.604591369628906,-0.0360628003135548,-0.025848812492106688
315,315,315,315,2020-05-06,54.42074203491211,56.97016143798828,55.693336486816406,-0.04475008212590725,-0.022850030760960816
316,316,316,316,2020-05-07,55.35763168334961,56.40262985229492,53.826171875,-0.01852747241896191,0.028451954783373923
317,317,317,317,2020-05-08,56.862060546875,55.447715759277344,54.36669158935547,0.025507719627945402,0.045898856166706636
318,318,318,318,2020-05-11,57.51068115234375,53.78113555908203,55.20449066162109,0.06934672454367519,0.04177541470056445
319,319,319,319,2020-05-12,57.06925964355469,54.006343841552734,56.13236618041992,0.0567140003216684,0.01669078869975693
320,320,320,320,2020-05-13,55.08737182617188,55.14142990112305,57.20438003540039,-0.0009803531581987768,-0.03700779919157271
321,321,321,321,2020-05-14,56.13236618041992,54.42074203491211,56.97016143798828,0.031451687013193785,-0.014705860689552264
322,322,322,322,2020-05-15,56.92512893676758,55.35763168334961,56.40262985229492,0.028315829376231116,0.009263736209480955
323,323,323,323,2020-05-18,57.411582946777344,56.862060546875,55.447715759277344,0.009664130962143691,0.035418360533119086
324,324,324,324,2020-05-19,57.303489685058594,57.51068115234375,53.78113555908203,-0.0036026606385745064,0.06549423119017317
325,325,325,325,2020-05-20,56.952144622802734,57.06925964355469,54.006343841552734,-0.002052155950216239,0.05454545839823144
326,326,326,326,2020-05-21,57.060245513916016,55.08737182617188,55.14142990112305,0.03581353806403276,0.034798074990686656
327,327,327,327,2020-05-22,57.05124282836914,56.13236618041992,54.42074203491211,0.016369818528507718,0.04833636395052299
328,328,328,328,2020-05-26,58.23136520385742,56.92512893676758,55.35763168334961,0.022946566683069047,0.05191214712626824
329,329,329,329,2020-05-27,59.42950820922852,57.411582946777344,56.862060546875,0.03514839965868677,0.045152209358241935
330,330,330,330,2020-05-28,59.96100997924805,57.303489685058594,57.51068115234375,0.046376238319782104,0.0426064998328477
331,331,331,331,2020-05-29,59.06915664672852,56.952144622802734,57.06925964355469,0.03717177005267991,0.03504333183337005
332,332,332,332,2020-06-01,59.13222122192383,57.060245513916016,55.08737182617188,0.036312071379056565,0.07342607319360717
333,333,333,333,2020-06-02,60.21324157714844,57.05124282836914,56.13236618041992,0.05542383639724968,0.07270093306973413
334,334,334,334,2020-06-03,60.222259521484375,58.23136520385742,56.92512893676758,0.034189380768546274,0.0579204763572736
335,335,335,335,2020-06-04,59.93398284912109,59.42950820922852,57.411582946777344,0.00848862215242474,0.043935383295076624
336,336,336,336,2020-06-05,61.57353973388672,59.96100997924805,57.303489685058594,0.026892971869499016,0.07451640506182833
337,337,337,337,2020-06-08,63.61848449707031,59.06915664672852,56.952144622802734,0.07701697651702877,0.11705160391095237
338,338,338,338,2020-06-09,62.4924201965332,59.13222122192383,57.060245513916016,0.05682517763028905,0.09520068891558431
339,339,339,339,2020-06-10,60.81682586669922,60.21324157714844,57.05124282836914,0.010024112200925694,0.06600352335282711
340,340,340,340,2020-06-11,56.898094177246094,60.222259521484375,58.23136520385742,-0.0551982833366188,-0.022896097694838358
341,341,341,341,2020-06-12,57.789947509765625,59.93398284912109,59.42950820922852,-0.03577328315978756,-0.027588326891258008
342,342,342,342,2020-06-15,57.042236328125,61.57353973388672,59.96100997924805,-0.07359173153509535,-0.04867786003159735
343,343,343,343,2020-06-16,59.07817077636719,63.61848449707031,59.06915664672852,-0.07136783839785132,0.00015260298521901916
344,344,344,344,2020-06-17,58.55567932128906,62.4924201965332,59.13222122192383,-0.06299549389931502,-0.009750046399762291
345,345,345,345,2020-06-18,58.096229553222656,60.81682586669922,60.21324157714844,-0.04473427007584507,-0.03515857921738608
346,346,346,346,2020-06-19,58.096229553222656,56.898094177246094,60.222259521484375,0.021057566045080467,-0.035303058788474284
347,347,347,347,2020-06-22,57.92508316040039,57.789947509765625,59.93398284912109,0.002338393725170418,-0.03351854145548672
348,348,348,348,2020-06-23,58.04218673706055,57.042236328125,61.57353973388672,0.01753000010700001,-0.057351794489780006
349,349,349,349,2020-06-24,56.916107177734375,59.07817077636719,63.61848449707031,-0.03659665778781518,-0.10535267182676422
350,350,350,350,2020-06-25,57.67283630371094,58.55567932128906,62.4924201965332,-0.015076983613050654,-0.07712269548314976
351,351,351,351,2020-06-26,57.15934753417969,58.096229553222656,60.81682586669922,-0.016126382490703306,-0.06013925061686287
352,352,352,352,2020-06-29,58.03317642211914,58.096229553222656,56.898094177246094,-0.001085322259093413,0.019949389540835805
353,353,353,353,2020-06-30,58.52864074707031,57.92508316040039,57.789947509765625,0.010419623999478933,0.012782382908028467
354,354,354,354,2020-07-01,58.1592903137207,58.04218673706055,57.042236328125,0.0020175596965470444,0.019582927625243496
355,355,355,355,2020-07-02,58.28541564941406,56.916107177734375,59.07817077636719,0.024058364838686064,-0.013418748694065008
356,356,356,356,2020-07-06,58.49261474609375,57.67283630371094,58.55567932128906,0.014214290382144057,-0.001077001854069226
357,357,357,357,2020-07-07,57.582740783691406,57.15934753417969,58.096229553222656,0.007407244270213997,-0.008838590274792946
358,358,358,358,2020-07-08,56.88007354736328,58.03317642211914,58.096229553222656,-0.01986971842396612,-0.02093347563537218
359,359,359,359,2020-07-09,55.20449066162109,58.52864074707031,57.92508316040039,-0.05679527224653036,-0.046967433628808286
360,360,360,360,2020-07-10,56.43865966796875,58.1592903137207,58.04218673706055,-0.02958479438917827,-0.027626923781421397
361,361,361,361,2020-07-13,56.41163635253906,58.28541564941406,56.916107177734375,-0.0321483389283137,-0.008863410556522733
362,362,362,362,2020-07-14,57.38456344604492,58.49261474609375,57.67283630371094,-0.018943439353133473,-0.004998416518791293
363,363,363,363,2020-07-15,58.17731857299805,57.582740783691406,57.15934753417969,0.010325625026084806,0.017809353723109655
364,364,364,364,2020-07-16,58.546669006347656,56.88007354736328,58.03317642211914,0.029300163573041438,0.00884825914910281
365,365,365,365,2020-07-17,58.87998580932617,55.20449066162109,58.52864074707031,0.06657964059906352,0.006002959538633057
366,366,366,366,2020-07-20,57.57373809814453,56.43865966796875,58.1592903137207,0.02011171840106596,-0.010068077041821
367,367,367,367,2020-07-21,58.12326049804688,56.41163635253906,58.28541564941406,0.030341685797079077,-0.002782087929895538
368,368,368,368,2020-07-22,57.90536880493164,57.38456344604492,58.49261474609375,0.00907570481696518,-0.010039659599955342
369,369,369,369,2020-07-23,57.91445159912109,58.17731857299805,57.582740783691406,-0.004518375551240461,0.005760594423175336
370,370,370,370,2020-07-24,57.505897521972656,58.546669006347656,56.88007354736328,-0.0177767839236449,0.011002516972631105
371,371,371,371,2020-07-27,56.80681228637695,58.87998580932617,55.20449066162109,-0.03521015663391758,0.029025204391022852
372,372,372,372,2020-07-28,57.44234848022461,57.57373809814453,56.43865966796875,-0.0022821102513084224,0.01778371099102305
373,373,373,373,2020-07-29,58.30484771728516,58.12326049804688,56.41163635253906,0.0031241746881076615,0.033560653211948344
374,374,374,374,2020-07-30,58.105106353759766,57.90536880493164,57.38456344604492,0.003449378752788723,0.012556389113116184
375,375,375,375,2020-07-31,57.14273834228516,57.91445159912109,58.17731857299805,-0.013325055068770353,-0.017783223016969107
376,376,376,376,2020-08-03,57.97800827026367,57.505897521972656,58.546669006347656,0.00820977966843528,-0.009712947734436095
377,377,377,377,2020-08-04,58.99484252929688,56.80681228637695,58.87998580932617,0.038517039679845766,0.0019506920457259547
378,378,378,378,2020-08-05,58.46826171875,57.44234848022461,57.57373809814453,0.017859876304997746,0.015537007846886608
379,379,379,379,2020-08-06,58.214054107666016,58.30484771728516,58.12326049804688,-0.0015572223095307036,0.0015620873440536087
380,380,380,380,2020-08-07,58.976688385009766,58.105106353759766,57.90536880493164,0.015000093553629634,0.0185012133104121
381,381,381,381,2020-08-10,59.657596588134766,57.14273834228516,57.91445159912109,0.04401011079982897,0.030098618581068104
382,382,382,382,2020-08-11,59.24905014038086,57.97800827026367,57.505897521972656,0.021922827431260616,0.03031258868261566
383,383,383,383,2020-08-12,59.00392150878906,58.99484252929688,56.80681228637695,0.00015389446098912352,0.03867686169989515
384,384,384,384,2020-08-13,58.740631103515625,58.46826171875,57.44234848022461,0.004658414270562794,0.022601489278210263
385,385,385,385,2020-08-14,59.62128829956055,58.214054107666016,58.30484771728516,0.02417344425612189,0.022578578519897308
386,386,386,386,2020-08-17,58.922210693359375,58.976688385009766,58.105106353759766,-0.0009237156771969568,0.014062522054857807
387,387,387,387,2020-08-18,59.17641830444336,59.657596588134766,57.14273834228516,-0.008065666590851395,0.03558947332863971
388,388,388,388,2020-08-19,59.2672119140625,59.24905014038086,57.97800827026367,0.00030653273999514674,0.02223608023561674
389,389,389,389,2020-08-20,57.85089111328125,59.00392150878906,58.99484252929688,-0.01954158920328808,-0.019390702084636335
390,390,390,390,2020-08-21,58.05063247680664,58.740631103515625,58.46826171875,-0.011746530701943536,-0.007142836637632266
391,391,391,391,2020-08-24,57.98707580566406,59.62128829956055,58.214054107666016,-0.027409882283750187,-0.0038990292890812572
392,392,392,392,2020-08-25,57.62392425537109,58.922210693359375,58.976688385009766,-0.022033905766787654,-0.022937268379797926
393,393,393,393,2020-08-26,56.924842834472656,59.17641830444336,59.657596588134766,-0.03804852565403816,-0.04580730552269052
394,394,394,394,2020-08-27,57.5512924194336,59.2672119140625,59.24905014038086,-0.02895225604870677,-0.028654598123087238
395,395,395,395,2020-08-28,57.38787078857422,57.85089111328125,59.00392150878906,-0.008003685263903049,-0.027388869737651644
396,396,396,396,2020-08-31,56.39826583862305,58.05063247680664,58.740631103515625,-0.028464231442160037,-0.039876406175560986
397,397,397,397,2020-09-01,54.72774505615234,57.98707580566406,59.62128829956055,-0.056207882605340154,-0.08207711344345903
398,398,398,398,2020-09-02,55.29972076416016,57.62392425537109,58.922210693359375,-0.04033400226112305,-0.06147919242289179
399,399,399,399,2020-09-03,54.88208770751953,56.924842834472656,59.17641830444336,-0.03588512546083078,-0.07256827499817409
400,400,400,400,2020-09-04,54.69143295288086,57.5512924194336,59.2672119140625,-0.04969235869995925,-0.0772059088559206
401,401,401,401,2020-09-08,54.04682159423828,57.38787078857422,57.85089111328125,-0.05821873417546508,-0.06575645501456484
402,402,402,402,2020-09-09,54.04682159423828,56.39826583862305,58.05063247680664,-0.04169355581097378,-0.06897101223088364
403,403,403,403,2020-09-10,52.65775680541992,54.72774505615234,57.98707580566406,-0.0378233791399325,-0.091905289690838
404,404,404,404,2020-09-11,52.113014221191406,55.29972076416016,57.62392425537109,-0.057626087418402805,-0.0956357989392923
405,405,405,405,2020-09-14,52.630516052246094,54.88208770751953,56.924842834472656,-0.041025619638827004,-0.07543853559181013
406,406,406,406,2020-09-15,51.74986267089844,54.69143295288086,57.5512924194336,-0.05378484569085473,-0.100804508546122
407,407,407,407,2020-09-16,52.18564224243164,54.04682159423828,57.38787078857422,-0.03443642561961602,-0.0906503146859794
408,408,408,408,2020-09-17,53.02999114990234,54.04682159423828,56.39826583862305,-0.018813880526960425,-0.059723018760162394
409,409,409,409,2020-09-18,54.08314514160156,52.65775680541992,54.72774505615234,0.027068914869440963,-0.0117783021005049
410,410,410,410,2020-09-21,53.44761657714844,52.113014221191406,55.29972076416016,0.02560977091619332,-0.03349210739979136
411,411,411,411,2020-09-22,52.78485107421875,52.630516052246094,54.88208770751953,0.00293242463781751,-0.03821349953882014
412,412,412,412,2020-09-23,52.113014221191406,51.74986267089844,54.69143295288086,0.007017439883897358,-0.04714483772825773
413,413,413,413,2020-09-24,51.48656845092773,52.18564224243164,54.04682159423828,-0.013395902808981841,-0.04737102141790872
414,414,414,414,2020-09-25,52.040374755859375,53.02999114990234,54.04682159423828,-0.018661447467444692,-0.03712423375129248
415,415,415,415,2020-09-28,52.6032829284668,54.08314514160156,52.65775680541992,-0.027362724731710086,-0.0010344891286276914
416,416,416,416,2020-09-29,52.2401237487793,53.44761657714844,52.113014221191406,-0.022592079978462576,0.0024391129449619076
417,417,417,417,2020-09-30,53.02092361450195,52.78485107421875,52.630516052246094,0.00447235400837398,0.007417893487274618
418,418,418,418,2020-10-01,52.51249313354492,52.113014221191406,51.74986267089844,0.007665626683153404,0.014736859641472089
419,419,419,419,2020-10-02,52.50341796875,51.48656845092773,52.18564224243164,0.01974980171365348,0.006089332480418985
420,420,420,420,2020-10-05,53.52024841308594,52.040374755859375,53.02999114990234,0.028437029213744136,0.009244905619496757
421,421,421,421,2020-10-06,52.86656188964844,52.6032829284668,54.08314514160156,0.005004991067566245,-0.022494683857010256
422,422,422,422,2020-10-07,53.946964263916016,52.2401237487793,53.44761657714844,0.032672979936740676,0.00934274938241253
423,423,423,423,2020-10-08,54.90024948120117,53.02092361450195,52.78485107421875,0.03544498546202601,0.040075861993207784
424,424,424,424,2020-10-09,53.92879486083984,52.51249313354492,52.113014221191406,0.026970757676523016,0.03484313211938628
425,425,425,425,2020-10-12,54.21932601928711,52.50341796875,51.48656845092773,0.03268183514373124,0.05307709662111182
426,426,426,426,2020-10-13,53.674583435058594,53.52024841308594,52.040374755859375,0.002883675366778027,0.031402707741170044
427,427,427,427,2020-10-14,53.12077713012695,52.86656188964844,52.6032829284668,0.00480862063640819,0.009837678807307126
428,428,428,428,2020-10-15,53.85616683959961,53.946964263916016,52.2401237487793,-0.0016830868160108148,0.030934901658958625
429,429,429,429,2020-10-16,54.10130310058594,54.90024948120117,53.02092361450195,-0.014552691256691008,0.02037647427530831
430,430,430,430,2020-10-19,53.36590194702149,53.92879486083984,52.51249313354492,-0.010437706150691062,0.01625153868254281
431,431,431,431,2020-10-20,53.95603561401367,54.21932601928711,52.50341796875,-0.00485602504870275,0.027667106284933185
432,432,432,432,2020-10-21,54.230712890625,53.674583435058594,53.52024841308594,0.010361132215199742,0.013274685723718482
433,433,433,433,2020-10-22,54.4596061706543,53.12077713012695,52.86656188964844,0.025203491229951247,0.030133305894397333
434,434,434,434,2020-10-23,55.16461944580078,53.85616683959961,53.946964263916016,0.02429531626523196,0.0225713383227244
435,435,435,435,2020-10-26,54.532859802246094,54.10130310058594,54.90024948120117,0.007976826378059743,-0.006691949170119504
436,436,436,436,2020-10-27,53.24187469482422,53.36590194702149,53.92879486083984,-0.002324091745332102,-0.012737539709318124
437,437,437,437,2020-10-28,51.79523086547852,53.95603561401367,54.21932601928711,-0.04004750764109022,-0.04470906098954974
438,438,438,438,2020-10-29,51.20925521850586,54.230712890625,53.674583435058594,-0.05571488020474591,-0.04593101722970161
439,439,439,439,2020-10-30,51.35574722290039,54.4596061706543,53.12077713012695,-0.056993782474806576,-0.03322673354162098
440,440,440,440,2020-11-02,53.17778396606445,55.16461944580078,53.85616683959961,-0.03601648121017842,-0.012596196746708532
441,441,441,441,2020-11-03,54.4321517944336,54.532859802246094,54.10130310058594,-0.0018467398954995495,0.00611535535904828
442,442,442,442,2020-11-04,55.27448654174805,53.24187469482422,53.36590194702149,0.03817693983494208,0.03576412137887752
443,443,443,443,2020-11-05,56.22671890258789,51.79523086547852,53.95603561401367,0.08555783926552496,0.04208395340269333
444,444,444,444,2020-11-06,59.46791458129883,51.20925521850586,54.230712890625,0.16127278804493295,0.09657261377397819
445,445,445,445,2020-11-09,61.83016586303711,51.35574722290039,54.4596061706543,0.20395806129885297,0.13533993744439643
446,446,446,446,2020-11-10,64.30227661132812,53.17778396606445,55.16461944580078,0.20919436305135997,0.16564343699506678
447,447,447,447,2020-11-11,63.64303207397461,54.4321517944336,54.532859802246094,0.16921764023451558,0.1670583993717727
448,448,448,448,2020-11-12,63.53316879272461,55.27448654174805,53.24187469482422,0.14941219299683395,0.19329323313442304
449,449,449,449,2020-11-13,65.00728607177734,56.22671890258789,51.79523086547852,0.15616360585439248,0.2550824658087323
450,450,450,450,2020-11-16,67.26880645751953,59.46791458129883,51.20925521850586,0.13117816441261065,0.31360642076298184
451,451,451,451,2020-11-17,61.47307205200195,61.83016586303711,51.35574722290039,-0.005775397915415148,0.1970047244213804
452,452,452,452,2020-11-18,60.749755859375,64.30227661132812,53.17778396606445,-0.05524720024185392,0.1423897599445405
453,453,453,453,2020-11-19,60.484222412109375,63.64303207397461,54.4321517944336,-0.04963323648995277,0.11118558458853123
454,454,454,454,2020-11-20,60.786380767822266,63.53316879272461,55.27448654174805,-0.043233921384649876,0.09971859660625082
455,455,455,455,2020-11-23,61.14345169067383,65.00728607177734,56.22671890258789,-0.059436943373351814,0.08744477508289461
456,456,456,456,2020-11-24,62.65420150756836,67.26880645751953,59.46791458129883,-0.06859947712711845,0.05357993379629189
457,457,457,457,2020-11-25,61.92171096801758,61.47307205200195,61.83016586303711,0.007298137233748614,0.0014805896717673406
458,458,458,458,2020-11-27,62.14146423339844,60.749755859375,64.30227661132812,0.022908871884933957,-0.03360397938926185
459,459,459,459,2020-11-30,62.068206787109375,60.484222412109375,63.64303207397461,0.02618838949780189,-0.024744661521386324
460,460,460,460,2020-12-01,61.83930969238281,60.786380767822266,63.53316879272461,0.017321790033564932,-0.026661020259637458
461,461,461,461,2020-12-02,63.75291442871094,61.14345169067383,65.00728607177734,0.04267771389875796,-0.019295862338898462
462,462,462,462,2020-12-03,66.39899444580078,62.65420150756836,67.26880645751953,0.05976922294317433,-0.01293039162614007
463,463,463,463,2020-12-04,68.21186828613281,61.92171096801758,61.47307205200195,0.10158242108917315,0.10962192077256705
464,464,464,464,2020-12-07,67.415283203125,62.14146423339844,60.749755859375,0.0848679546706288,0.10972105565624868
465,465,465,465,2020-12-08,67.62586975097656,62.068206787109375,60.484222412109375,0.08954122007954379,0.11807454992489719
466,466,466,466,2020-12-09,67.32373046875,61.83930969238281,60.786380767822266,0.08868826000240326,0.1075462894541721
467,467,467,467,2020-12-10,66.11514282226562,63.75291442871094,61.14345169067383,0.03705286910759442,0.08131191475325439
468,468,468,468,2020-12-11,65.53832244873047,66.39899444580078,62.65420150756836,-0.012962123963682126,0.04603236290248969
469,469,469,469,2020-12-14,63.8353157043457,68.21186828613281,61.92171096801758,-0.06416115980621573,0.03090361532995267
470,470,470,470,2020-12-15,63.99098587036133,67.415283203125,62.14146423339844,-0.05079408066040636,0.029763084275198803
471,471,471,471,2020-12-16,63.46907043457031,67.62586975097656,62.068206787109375,-0.06146759120012979,0.022569745768003635
472,472,472,472,2020-12-17,63.7162971496582,67.32373046875,61.83930969238281,-0.053583384253584665,0.030352658634328122
473,473,473,473,2020-12-18,63.67967224121094,66.11514282226562,63.75291442871094,-0.036836804355121044,-0.0011488445376391931
474,474,474,474,2020-12-21,62.91056442260742,65.53832244873047,66.39899444580078,-0.04009498455165217,-0.0525373923552539
475,475,475,475,2020-12-22,61.546329498291016,63.8353157043457,68.21186828613281,-0.035857678164484486,-0.09771816775170883
476,476,476,476,2020-12-23,62.269649505615234,63.99098587036133,67.415283203125,-0.02689966940395838,-0.0763274060869219
477,477,477,477,2020-12-24,62.23301696777344,63.46907043457031,67.62586975097656,-0.019474894753202854,-0.07974541108397726
478,478,478,478,2020-12-28,62.33373641967773,63.7162971496582,67.32373046875,-0.021698698634873392,-0.07411939318170291
479,479,479,479,2020-12-29,62.16893005371094,63.67967224121094,66.11514282226562,-0.02372408861932407,-0.05968697336347162
480,480,480,480,2020-12-30,62.03159332275391,62.91056442260742,65.53832244873047,-0.013971756698111015,-0.05350654388079301
481,481,481,481,2020-12-31,62.5351791381836,61.546329498291016,63.8353157043457,0.01606675244410871,-0.020367042158665027
482,482,482,482,2021-01-04,64.08250427246094,62.269649505615234,63.99098587036133,0.029112975281516906,0.00143017646712007
483,483,483,483,2021-01-05,64.51284790039062,62.23301696777344,63.46907043457031,0.03663378450377497,0.016445450652949667
