,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CMS,CMS_6m,CMS_12m,CMS_6m_ret,CMS_12m_ret
0,0,0,0,2019-02-05,45.41366195678711,,,,
1,1,1,1,2019-02-06,45.35259628295898,,,,
2,2,2,2,2019-02-07,45.8935432434082,,,,
3,3,3,3,2019-02-08,46.19891357421875,,,,
4,4,4,4,2019-02-11,46.094215393066406,,,,
5,5,5,5,2019-02-12,46.0593147277832,,,,
6,6,6,6,2019-02-13,46.05058670043945,45.41366195678711,,0.014024958926641906,
7,7,7,7,2019-02-14,45.8062858581543,45.35259628295898,,0.010003607563384254,
8,8,8,8,2019-02-15,46.04186248779297,45.8935432434082,,0.003231810705878857,
9,9,9,9,2019-02-19,46.0593147277832,46.19891357421875,,-0.003021691109928004,
10,10,10,10,2019-02-20,46.0593147277832,46.094215393066406,,-0.0007571593308528524,
11,11,11,11,2019-02-21,46.60026168823242,46.0593147277832,,0.011744572485419935,
12,12,12,12,2019-02-22,47.28954315185547,46.05058670043945,45.41366195678711,0.026904249005022862,0.04130653891891245
13,13,13,13,2019-02-25,46.957984924316406,45.8062858581543,45.35259628295898,0.0251428170738075,0.03539794351223602
14,14,14,14,2019-02-26,46.98416519165039,46.04186248779297,45.8935432434082,0.020466216024759065,0.0237641696666957
15,15,15,15,2019-02-27,46.98416519165039,46.0593147277832,46.19891357421875,0.02007955327458033,0.0169971879570312
16,16,16,16,2019-02-28,47.46403503417969,46.0593147277832,46.094215393066406,0.030498072207512772,0.029717820976714826
17,17,17,17,2019-03-01,47.20228576660156,46.60026168823242,46.0593147277832,0.012918899091100222,0.024815198523327364
18,18,18,18,2019-03-04,47.24591064453125,47.28954315185547,46.05058670043945,-0.0009226671356098448,0.02595675820304777
19,19,19,19,2019-03-05,47.11503601074219,46.957984924316406,45.8062858581543,0.0033445022540661284,0.02857140953625059
20,20,20,20,2019-03-06,47.14122009277344,46.98416519165039,46.04186248779297,0.0033427198393845003,0.023877348690486633
21,21,21,21,2019-03-07,47.35933303833008,46.98416519165039,46.0593147277832,0.007984984837963172,0.02822487304099419
22,22,22,22,2019-03-08,47.67344284057617,47.46403503417969,46.0593147277832,0.004411925919186821,0.035044553361957
23,23,23,23,2019-03-11,47.94391632080078,47.20228576660156,46.60026168823242,0.015711750864488172,0.028833628479551177
24,24,24,24,2019-03-12,48.26673889160156,47.24591064453125,47.28954315185547,0.02160670062538994,0.02066409769720412
25,25,25,25,2019-03-13,48.24928283691406,47.11503601074219,46.957984924316406,0.024073988310510108,0.027499006072745136
26,26,26,26,2019-03-14,48.11841583251953,47.14122009277344,46.98416519165039,0.020729114304275154,0.024141125765297478
27,27,27,27,2019-03-15,48.44997024536133,47.35933303833008,46.98416519165039,0.023028981555727412,0.03119785246224671
28,28,28,28,2019-03-18,48.26673889160156,47.67344284057617,47.46403503417969,0.012445001151047963,0.016911833493377326
29,29,29,29,2019-03-19,47.43786239624024,47.94391632080078,47.20228576660156,-0.010555122805872785,0.004990788598745466
30,30,30,30,2019-03-20,47.6385383605957,48.26673889160156,47.24591064453125,-0.013015184896097653,0.008310300525658398
31,31,31,31,2019-03-21,48.17949295043945,48.24928283691406,47.11503601074219,-0.0014464440168054926,0.022592722617352345
32,32,32,32,2019-03-22,48.54594421386719,48.11841583251953,47.14122009277344,0.008884922205995016,0.029798213078262803
33,33,33,33,2019-03-25,48.71172332763672,48.44997024536133,47.35933303833008,0.0054025437157094736,0.028555940351019826
34,34,34,34,2019-03-26,49.06071472167969,48.26673889160156,47.67344284057617,0.016449750870081603,0.029099469189642235
35,35,35,35,2019-03-27,48.746612548828125,47.43786239624024,47.94391632080078,0.02758872526034417,0.01674240007129102
36,36,36,36,2019-03-28,48.1707649230957,47.6385383605957,48.26673889160156,0.011172184974932664,-0.001988407974307105
37,37,37,37,2019-03-29,48.45869064331055,48.17949295043945,48.24928283691406,0.005794948758765406,0.004340122672999991
38,38,38,38,2019-04-01,47.97882461547852,48.54594421386719,48.11841583251953,-0.011682121082870367,-0.002900993613897618
39,39,39,39,2019-04-02,47.90029144287109,48.71172332763672,48.44997024536133,-0.016657835718681402,-0.01134528668865109
40,40,40,40,2019-04-03,47.86538314819336,49.06071472167969,48.26673889160156,-0.024364332649196352,-0.0083153689813098
41,41,41,41,2019-04-04,47.61236953735352,48.746612548828125,47.43786239624024,-0.02326814012642342,0.003678646808653596
42,42,42,42,2019-04-05,48.08351516723633,48.1707649230957,47.6385383605957,-0.0018112595056082315,0.009340689743090103
43,43,43,43,2019-04-08,47.41169357299805,48.45869064331055,48.17949295043945,-0.021605971115049805,-0.015936227851779505
44,44,44,44,2019-04-09,47.655982971191406,47.97882461547852,48.54594421386719,-0.006728836041201447,-0.01833235004669176
45,45,45,45,2019-04-10,47.455322265625,47.90029144287109,48.71172332763672,-0.009289487889166281,-0.02579258084467928
46,46,46,46,2019-04-11,47.92646026611328,47.86538314819336,49.06071472167969,0.0012760185733984297,-0.023119403416786866
47,47,47,47,2019-04-12,47.9700927734375,47.61236953735352,48.746612548828125,0.007513241612630228,-0.015929717672439447
48,48,48,48,2019-04-15,47.87410736083984,48.08351516723633,48.1707649230957,-0.004355085223452626,-0.0061584565395521595
49,49,49,49,2019-04-16,47.15865707397461,47.41169357299805,48.45869064331055,-0.005337006125584742,-0.026827666040444287
50,50,50,50,2019-04-17,47.19356918334961,47.655982971191406,47.97882461547852,-0.00970316335981003,-0.01636670840568244
51,51,51,51,2019-04-18,46.94926071166992,47.455322265625,47.90029144287109,-0.01066395779850493,-0.019854382980851515
52,52,52,52,2019-04-22,46.73114013671875,47.92646026611328,47.86538314819336,-0.02494071380939622,-0.023696520050052516
53,53,53,53,2019-04-23,47.28081512451172,47.9700927734375,47.61236953735352,-0.014368903812240652,-0.006963619245660246
54,54,54,54,2019-04-24,47.46403503417969,47.87410736083984,48.08351516723633,-0.008565639116136947,-0.012883420251245448
55,55,55,55,2019-04-25,47.778133392333984,47.15865707397461,47.41169357299805,0.01313600422055372,0.007728891159978213
56,56,56,56,2019-04-26,47.90029144287109,47.19356918334961,47.655982971191406,0.014974969508574798,0.005126501573314846
57,57,57,57,2019-04-29,47.66471862792969,46.94926071166992,47.455322265625,0.01523896021821547,0.004412494791050436
58,58,58,58,2019-04-30,48.46742248535156,46.73114013671875,47.92646026611328,0.037154718321724456,0.011287339315997347
59,59,59,59,2019-05-01,47.9700927734375,47.28081512451172,47.9700927734375,0.014578379139839281,0.0
60,60,60,60,2019-05-02,47.95515441894531,47.46403503417969,47.87410736083984,0.010347189917839117,0.0016929205069997622
61,61,61,61,2019-05-03,48.55261993408203,47.778133392333984,47.15865707397461,0.01621006277889281,0.029559002452525407
62,62,62,62,2019-05-06,48.42082214355469,47.90029144287109,47.19356918334961,0.01086696312285329,0.026004665072843602
63,63,63,63,2019-05-07,48.27145767211914,47.66471862792969,46.94926071166992,0.01272931135764499,0.02816225304524478
64,64,64,64,2019-05-08,47.68277740478516,48.46742248535156,46.73114013671875,-0.0161891233395699,0.020364092664597155
65,65,65,65,2019-05-09,47.797000885009766,47.9700927734375,47.28081512451172,-0.003608329240580077,0.010917446307528778
66,66,66,66,2019-05-10,48.87770462036133,47.95515441894531,47.46403503417969,0.019237769382545178,0.029784016153781012
67,67,67,67,2019-05-13,49.59817123413086,48.55261993408203,47.778133392333984,0.021534395084515046,0.03809353175963337
68,68,68,68,2019-05-14,49.07099914550781,48.42082214355469,47.90029144287109,0.013427632435185188,0.024440513144538656
69,69,69,69,2019-05-15,49.07099914550781,48.27145767211914,47.66471862792969,0.016563441668149048,0.029503594231941932
70,70,70,70,2019-05-16,49.39609146118164,47.68277740478516,48.46742248535156,0.03593150713206028,0.019160684191752653
71,71,71,71,2019-05-17,49.606964111328125,47.797000885009766,47.9700927734375,0.037867715396469714,0.034122746971150475
72,72,72,72,2019-05-20,49.83539962768555,48.87770462036133,47.95515441894531,0.019593698492241796,0.03920840692773209
73,73,73,73,2019-05-21,49.51031494140625,49.59817123413086,48.55261993408203,-0.0017713615348815548,0.0197248883505039
74,74,74,74,2019-05-22,49.81782913208008,49.07099914550781,48.42082214355469,0.015219375997576945,0.02885136861955062
75,75,75,75,2019-05-23,50.388938903808594,49.07099914550781,48.27145767211914,0.026857813805517994,0.04386611330596879
76,76,76,76,2019-05-24,50.29228973388672,49.39609146118164,47.68277740478516,0.018143100925492428,0.0547265170178548
77,77,77,77,2019-05-28,49.3521614074707,49.606964111328125,47.797000885009766,-0.005136430104563439,0.03253678041855279
78,78,78,78,2019-05-29,48.75470352172852,49.83539962768555,48.87770462036133,-0.021685310322196227,-0.0025165072621181617
79,79,79,79,2019-05-30,48.98313522338867,49.51031494140625,49.59817123413086,-0.010647876480718743,-0.012400376776774191
80,80,80,80,2019-05-31,49.299442291259766,49.81782913208008,49.07099914550781,-0.010405648938373702,0.004655359575511442
81,81,81,81,2019-06-03,50.08140563964844,50.388938903808594,49.07099914550781,-0.006103189923233554,0.020590705543706456
82,82,82,82,2019-06-04,49.71240234375,50.29228973388672,49.39609146118164,-0.011530343780430274,0.00640356095414818
83,83,83,83,2019-06-05,50.92488861083984,49.3521614074707,49.606964111328125,0.03186744325915303,0.02656732825967789
84,84,84,84,2019-06-06,51.14455032348633,48.75470352172852,49.83539962768555,0.049017769140832224,0.026269493283515244
85,85,85,85,2019-06-07,50.77553176879883,48.98313522338867,49.51031494140625,0.036592115576838724,0.025554610769289665
86,86,86,86,2019-06-10,50.52073669433594,49.299442291259766,49.81782913208008,0.024772986190407575,0.014109558254581156
87,87,87,87,2019-06-11,50.23078155517578,50.08140563964844,50.388938903808594,0.0029826622000619363,-0.0031387314770555674
88,88,88,88,2019-06-12,50.91611099243164,49.71240234375,50.29228973388672,0.02421344758916022,0.01240391443391764
