,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PSA,PSA_6m,PSA_12m,PSA_6m_ret,PSA_12m_ret
92,92,92,92,2019-06-18,199.6250762939453,199.815185546875,195.0272216796875,-0.0009514254505200714,0.023575450517411944
93,93,93,93,2019-06-19,200.3111572265625,199.09600830078125,196.71612548828125,0.006103331433674253,0.018275226442965975
94,94,94,94,2019-06-20,200.44338989257807,199.9887542724609,194.8796539306641,0.0022733059254811394,0.028549598943220067
95,95,95,95,2019-06-21,198.80667114257807,200.2615203857422,200.77438354492188,-0.007264746818868684,-0.009800614837418009
96,96,96,96,2019-06-24,198.27761840820312,201.1295318603516,200.635009765625,-0.014179486352748127,-0.011749651071244704
97,97,97,97,2019-06-25,197.08721923828125,201.8652191162109,201.03677368164065,-0.023669257630652196,-0.01964593029936834
98,98,98,98,2019-06-26,193.53268432617188,199.6250762939453,199.815185546875,-0.030519171643558773,-0.031441560377448385
99,99,99,99,2019-06-27,195.9464874267578,200.3111572265625,199.09600830078125,-0.02178944927599824,-0.015819106073012512
100,100,100,100,2019-06-28,196.88055419921875,200.44338989257807,199.9887542724609,-0.017774772694019614,-0.015541874264627942
101,101,101,101,2019-07-01,195.458740234375,198.80667114257807,200.2615203857422,-0.016840133628121756,-0.02398254113978615
102,102,102,102,2019-07-02,200.4682159423828,198.27761840820312,201.1295318603516,0.011048133176936759,-0.0032880100294170322
103,103,103,103,2019-07-03,204.6675262451172,197.08721923828125,201.8652191162109,0.03846168734904731,0.013882070131620905
104,104,104,104,2019-07-05,202.7084045410156,193.53268432617188,199.6250762939453,0.04741173433723134,0.015445595835515746
105,105,105,105,2019-07-08,203.8822326660156,195.9464874267578,200.3111572265625,0.04049955344172251,0.017827641200305333
106,106,106,106,2019-07-09,204.6014099121093,196.88055419921875,200.44338989257807,0.039215938538439854,0.020744111450916813
107,107,107,107,2019-07-10,206.3043212890625,195.458740234375,198.80667114257807,0.055487828488419266,0.03771327241381828
108,108,108,108,2019-07-11,205.5272521972656,200.4682159423828,198.27761840820312,0.025236101549069634,0.036563046536787214
109,109,109,109,2019-07-12,205.56857299804688,204.6675262451172,197.08721923828125,0.004402490074808307,0.04303350462067024
110,110,110,110,2019-07-15,206.35386657714844,202.7084045410156,193.53268432617188,0.017983773511449197,0.0662481497407863
111,111,111,111,2019-07-16,205.8165740966797,203.8822326660156,195.9464874267578,0.009487542908325874,0.0503713376010948
112,112,112,112,2019-07-17,205.6016082763672,204.6014099121093,196.88055419921875,0.004888521367900411,0.04429616785984769
113,113,113,113,2019-07-18,204.63449096679688,206.3043212890625,195.458740234375,-0.008094015248114705,0.04694469391043454
114,114,114,114,2019-07-19,201.76600646972656,205.5272521972656,200.4682159423828,-0.018300472016864133,0.006473796961991907
115,115,115,115,2019-07-22,200.5508728027344,205.56857299804688,204.6675262451172,-0.02440888761415949,-0.020113857424809645
116,116,116,116,2019-07-23,201.93136596679688,206.35386657714844,202.7084045410156,-0.02143163432655204,-0.003833282472811783
117,117,117,117,2019-07-24,200.22023010253903,205.8165740966797,203.8822326660156,-0.027190929684369536,-0.01796136188814146
118,118,118,118,2019-07-25,200.1292724609375,205.6016082763672,204.6014099121093,-0.02661621113427204,-0.02185780368323409
119,119,119,119,2019-07-26,197.9221343994141,204.63449096679688,206.3043212890625,-0.032801687221299836,-0.04063020511288151
120,120,120,120,2019-07-29,200.66661071777344,201.76600646972656,205.5272521972656,-0.0054488651046283865,-0.023649620318121567
121,121,121,121,2019-07-30,200.9559326171875,200.5508728027344,205.56857299804688,0.0020197359841536144,-0.022438451138653392
122,122,122,122,2019-07-31,200.6748504638672,201.93136596679688,206.35386657714844,-0.0062224880068225685,-0.02752076424581107
123,123,123,123,2019-08-01,203.6590270996093,200.22023010253903,205.8165740966797,0.01717507264530238,-0.010482863231689565
124,124,124,124,2019-08-02,206.2794647216797,200.1292724609375,205.6016082763672,0.030731097880459357,0.00329694135661307
125,125,125,125,2019-08-05,203.14654541015625,197.9221343994141,204.63449096679688,0.026396294818643806,-0.007271235409098575
126,126,126,126,2019-08-06,206.7258758544922,200.66661071777344,201.76600646972656,0.030195681857809298,0.024582284555995315
127,127,127,127,2019-08-07,210.1481170654297,200.9559326171875,200.5508728027344,0.045742289508580614,0.047854412840852234
128,128,128,128,2019-08-08,211.6195373535156,200.6748504638672,201.93136596679688,0.05453940473531871,0.047977545936631394
129,129,129,129,2019-08-09,212.487548828125,203.6590270996093,200.22023010253903,0.04334952324110675,0.061269127097214326
130,130,130,130,2019-08-12,213.84323120117188,206.2794647216797,200.1292724609375,0.036667568871664,0.0685255014001569
131,131,131,131,2019-08-13,213.5043334960937,203.14654541015625,197.9221343994141,0.050986779347022004,0.07872893622516286
132,132,132,132,2019-08-14,211.3219451904297,206.7258758544922,200.66661071777344,0.022232675599703544,0.05309968825676936
133,133,133,133,2019-08-15,214.88479614257807,210.1481170654297,200.9559326171875,0.02253971695436907,0.06931302472131762
134,134,134,134,2019-08-16,213.9176025390625,211.6195373535156,200.6748504638672,0.010859418814945787,0.06599108978820323
135,135,135,135,2019-08-19,215.80235290527344,212.487548828125,203.6590270996093,0.015599992072145685,0.05962576753214521
136,136,136,136,2019-08-20,215.37252807617188,213.84323120117188,206.2794647216797,0.0071514860040686745,0.044081282481321704
137,137,137,137,2019-08-21,215.80235290527344,213.5043334960937,203.14654541015625,0.010763338483814833,0.06229890579514863
138,138,138,138,2019-08-22,216.4884490966797,211.3219451904297,206.7258758544922,0.02444849682598882,0.04722472792452481
139,139,139,139,2019-08-23,214.5128173828125,214.88479614257807,210.1481170654297,-0.0017310613242211836,0.02076963799786924
140,140,140,140,2019-08-26,215.9924774169922,213.9176025390625,211.6195373535156,0.009699411611304054,0.020664160399195497
141,141,141,141,2019-08-27,216.76956176757807,215.80235290527344,212.487548828125,0.004481919910897192,0.020151829898121143
142,142,142,142,2019-08-28,216.52981567382807,215.37252807617188,213.84323120117188,0.005373422543690776,0.012563336503874645
143,143,143,143,2019-08-29,216.77780151367188,215.80235290527344,213.5043334960937,0.004520101821255951,0.015332091690954286
144,144,144,144,2019-08-30,218.84439086914065,216.4884490966797,211.3219451904297,0.010882528755189469,0.03559708705090814
145,145,145,145,2019-09-03,216.70339965820312,214.5128173828125,214.88479614257807,0.010211894571695357,0.00846315583173407
146,146,146,146,2019-09-04,218.2905731201172,215.9924774169922,213.9176025390625,0.010639702505417903,0.020442312970743837
147,147,147,147,2019-09-05,213.4877777099609,216.76956176757807,215.80235290527344,-0.015139505892141414,-0.010725440034143219
148,148,148,148,2019-09-06,212.8595428466797,216.52981567382807,215.37252807617188,-0.016950426968806664,-0.011668086231515162
149,149,149,149,2019-09-09,210.63584899902344,216.77780151367188,215.80235290527344,-0.028332940327661094,-0.023940906281581853
150,150,150,150,2019-09-10,206.6597442626953,218.84439086914065,216.4884490966797,-0.05567721684825466,-0.04540059700642529
151,151,151,151,2019-09-11,208.06802368164065,216.70339965820312,214.5128173828125,-0.03984882558456704,-0.030043863018547223
152,152,152,152,2019-09-12,207.97637939453125,218.2905731201172,215.9924774169922,-0.047249835749482494,-0.03711285743986892
153,153,153,153,2019-09-13,202.86817932128903,213.4877777099609,216.76956176757807,-0.04974335534608165,-0.06412977141686615
154,154,154,154,2019-09-16,206.1181182861328,212.8595428466797,216.52981567382807,-0.031670765004896406,-0.0480843589844413
155,155,155,155,2019-09-17,209.0179901123047,210.63584899902344,216.77780151367188,-0.0076808335067705125,-0.03579615323701757
156,156,156,156,2019-09-18,208.718017578125,206.6597442626953,218.84439086914065,0.00995972061599626,-0.04627202575674316
157,157,157,157,2019-09-19,208.65133666992188,208.06802368164065,216.70339965820312,0.0028034725276850914,-0.03715706814466879
158,158,158,158,2019-09-20,206.4930877685547,207.97637939453125,218.2905731201172,-0.007132019656726274,-0.05404486864886637
159,159,159,159,2019-09-23,204.53482055664065,202.86817932128903,213.4877777099609,0.00821539011651562,-0.04193662629943862
160,160,160,160,2019-09-24,206.4847412109375,206.1181182861328,212.8595428466797,0.0017787030458706887,-0.02994839484520495
161,161,161,161,2019-09-25,204.9931182861328,209.0179901123047,210.63584899902344,-0.019256102424529686,-0.026789033014588015
162,162,162,162,2019-09-26,205.3847503662109,208.718017578125,206.6597442626953,-0.01597019390367882,-0.0061695319571464236
163,163,163,163,2019-09-27,204.1681671142578,208.65133666992188,208.06802368164065,-0.02148641665668438,-0.018743180707814666
164,164,164,164,2019-09-30,204.38479614257807,206.4930877685547,207.97637939453125,-0.010209986439544516,-0.01726918827228907
165,165,165,165,2019-10-01,200.1766357421875,204.53482055664065,202.86817932128903,-0.02130778907274744,-0.01326745075598501
166,166,166,166,2019-10-02,201.89321899414065,206.4847412109375,206.1181182861328,-0.02223661753342976,-0.020497466826895683
167,167,167,167,2019-10-03,204.87643432617188,204.9931182861328,209.0179901123047,-0.0005692091565633328,-0.019814350831273253
168,168,168,168,2019-10-04,205.67645263671875,205.3847503662109,208.718017578125,0.0014202722937692869,-0.014572603633837056
169,169,169,169,2019-10-07,205.5097503662109,204.1681671142578,208.65133666992188,0.006570971718633745,-0.015056631574236312
170,170,170,170,2019-10-08,205.67645263671875,204.38479614257807,206.4930877685547,0.006319728857129059,-0.0039547819283484165
171,171,171,171,2019-10-09,206.1014404296875,200.1766357421875,204.53482055664065,0.02959788321715373,0.007659428691815462
172,172,172,172,2019-10-10,205.5764312744141,201.89321899414065,206.4847412109375,0.018243367947788025,-0.004398920381218474
173,173,173,173,2019-10-11,204.9598083496093,204.87643432617188,204.9931182861328,0.0004069478449857389,-0.0001624929500171346
174,174,174,174,2019-10-14,204.4348297119141,205.67645263671875,205.3847503662109,-0.006036777224069034,-0.004625078797734772
175,175,175,175,2019-10-15,202.40155029296875,205.5097503662109,204.1681671142578,-0.015124343578362898,-0.00865275349364536
176,176,176,176,2019-10-16,201.7015991210937,205.67645263671875,204.38479614257807,-0.01932575880548537,-0.013128163503965284
177,177,177,177,2019-10-17,200.5682983398437,206.1014404296875,200.1766357421875,-0.02684669296006914,0.0019565849740856844
178,178,178,178,2019-10-18,201.28494262695312,205.5764312744141,201.89321899414065,-0.02087539228527835,-0.003012861800005151
179,179,179,179,2019-10-21,203.1515045166016,204.9598083496093,204.87643432617188,-0.008822724062676701,-0.008419366606235101
180,180,180,180,2019-10-22,200.4432830810547,204.4348297119141,205.67645263671875,-0.01952478761316856,-0.02544369804406965
181,181,181,181,2019-10-23,200.34329223632807,202.40155029296875,205.5097503662109,-0.010169181281770912,-0.025139722668517717
182,182,182,182,2019-10-24,201.1349334716797,201.7015991210937,205.67645263671875,-0.002809425665851073,-0.022080890188536206
183,183,183,183,2019-10-25,194.9934844970703,200.5682983398437,206.1014404296875,-0.027795089697213227,-0.05389557641838372
184,184,184,184,2019-10-28,193.82684326171875,201.28494262695312,205.5764312744141,-0.03705244549293818,-0.05715435344342257
185,185,185,185,2019-10-29,195.57681274414065,203.1515045166016,204.9598083496093,-0.037285925056203206,-0.045779685690687355
186,186,186,186,2019-10-30,186.04373168945312,200.4432830810547,204.4348297119141,-0.07183853292693632,-0.08996068844226479
187,187,187,187,2019-10-31,185.71047973632807,200.34329223632807,202.40155029296875,-0.07303869441627675,-0.08246513197394478
188,188,188,188,2019-11-01,182.7105255126953,201.1349334716797,201.7015991210937,-0.09160222762386816,-0.09415430364038357
189,189,189,189,2019-11-04,180.09397888183594,194.9934844970703,200.5682983398437,-0.07641027418769075,-0.10208153346006854
190,190,190,190,2019-11-05,179.38565063476562,193.82684326171875,201.28494262695312,-0.07450563804237165,-0.10879746744282837
191,191,191,191,2019-11-06,178.73568725585938,195.57681274414065,203.1515045166016,-0.08611003140905737,-0.12018526428755516
192,192,192,192,2019-11-07,178.718994140625,186.04373168945312,200.4432830810547,-0.03937105261388052,-0.1083812268812464
193,193,193,193,2019-11-08,176.11912536621094,185.71047973632807,200.34329223632807,-0.05164681273633531,-0.12091329137958817
194,194,194,194,2019-11-11,176.2191162109375,182.7105255126953,201.1349334716797,-0.03552838175875517,-0.12387613046965007
195,195,195,195,2019-11-12,174.302490234375,180.09397888183594,194.9934844970703,-0.03215814700424202,-0.10611120836197063
196,196,196,196,2019-11-13,176.39407348632812,179.38565063476562,193.82684326171875,-0.016676791804983493,-0.08993991483342512
197,197,197,197,2019-11-14,177.452392578125,178.73568725585938,195.57681274414065,-0.007179845823947484,-0.09267162048359256
198,198,198,198,2019-11-15,177.66905212402344,178.718994140625,186.04373168945312,-0.005874820534046976,-0.04501457527958441
199,199,199,199,2019-11-18,177.9440460205078,176.11912536621094,185.71047973632807,0.010361853946879718,-0.04182011551985132
200,200,200,200,2019-11-19,178.11068725585938,176.2191162109375,182.7105255126953,0.01073419890869065,-0.025175551566766874
201,201,201,201,2019-11-20,177.90235900878906,174.302490234375,180.09397888183594,0.020652996807868362,-0.01216931230379914
202,202,202,202,2019-11-21,175.69407653808594,176.39407348632812,179.38565063476562,-0.003968369993430865,-0.02057898211822884
203,203,203,203,2019-11-22,174.17752075195312,177.452392578125,178.73568725585938,-0.018454931931842444,-0.025502274189827867
204,204,204,204,2019-11-25,173.66920471191406,177.66905212402344,178.718994140625,-0.02251291017929924,-0.028255471406343657
205,205,205,205,2019-11-26,176.75241088867188,177.9440460205078,176.11912536621094,-0.006696684483045834,0.003595779397292276
206,206,206,206,2019-11-27,176.76072692871094,178.11068725585938,176.2191162109375,-0.0075793336601368555,0.0030735071734506736
207,207,207,207,2019-11-29,175.56077575683594,177.90235900878906,174.302490234375,-0.013162182137435474,0.007218976164763857
208,208,208,208,2019-12-02,174.1858673095703,175.69407653808594,176.39407348632812,-0.008584291845426417,-0.01251859619268314
209,209,209,209,2019-12-03,176.61077880859375,174.17752075195312,177.452392578125,0.01396998904414204,-0.004742758084598453
210,210,210,210,2019-12-04,177.452392578125,173.66920471191406,177.66905212402344,0.02178387280857641,-0.001219455742619724
211,211,211,211,2019-12-05,177.87738037109375,176.75241088867188,177.9440460205078,0.006364662732269322,-0.00037464388893559963
212,212,212,212,2019-12-06,178.20236206054688,176.76072692871094,178.11068725585938,0.008155856546218976,0.0005147069280340144
213,213,213,213,2019-12-09,177.7940673828125,175.56077575683594,177.90235900878906,0.012720903153616847,-0.0006087138280792548
214,214,214,214,2019-12-10,176.11912536621094,174.1858673095703,175.69407653808594,0.011098822691537613,0.002419255312986479
215,215,215,215,2019-12-11,174.927490234375,176.61077880859375,174.17752075195312,-0.009531063650668026,0.0043057765386953495
216,216,216,216,2019-12-12,171.83982849121094,177.452392578125,173.66920471191406,-0.03162856248581192,-0.010533682259544652
217,217,217,217,2019-12-13,172.83253479003906,177.87738037109375,176.75241088867188,-0.028361366524118803,-0.022177214324401784
218,218,218,218,2019-12-16,173.46356201171875,178.20236206054688,176.76072692871094,-0.026592240383536803,-0.01865326633512865
219,219,219,219,2019-12-17,172.6727294921875,177.7940673828125,175.56077575683594,-0.02880488627102573,-0.016450407286013546
220,220,220,220,2019-12-18,175.1714630126953,176.11912536621094,174.1858673095703,-0.005380803200930706,0.00565829890994185
221,221,221,221,2019-12-19,176.77838134765625,174.927490234375,176.61077880859375,0.010580904755458143,0.0009489938280842214
222,222,222,222,2019-12-20,177.9393768310547,171.83982849121094,177.452392578125,0.03549554485359452,0.002744309309412607
223,223,223,223,2019-12-23,176.8709259033203,172.83253479003906,177.87738037109375,0.023365919606439745,-0.005658136327810426
224,224,224,224,2019-12-24,176.55963134765625,173.46356201171875,178.20236206054688,0.017848528532628194,-0.009218344212140628
225,225,225,225,2019-12-26,177.82162475585938,172.6727294921875,177.7940673828125,0.02981880971485329,0.00015499602125390588
226,226,226,226,2019-12-27,178.0571746826172,175.1714630126953,176.11912536621094,0.016473640285305624,0.01100419566799693
227,227,227,227,2019-12-30,177.6954345703125,176.77838134765625,174.927490234375,0.005187586941712841,0.015823381060511954
228,228,228,228,2019-12-31,179.167724609375,177.9393768310547,171.83982849121094,0.006903181298013594,0.042643758333004156
229,229,229,229,2020-01-02,177.8720703125,176.8709259033203,172.83253479003906,0.005660310783508482,0.02915848875666316
230,230,230,230,2020-01-03,179.79031372070312,176.55963134765625,173.46356201171875,0.018297967368800627,0.03647308769409996
231,231,231,231,2020-01-06,180.4297637939453,177.82162475585938,172.6727294921875,0.014667164590734139,0.04492333169557483
232,232,232,232,2020-01-07,179.71458435058594,178.0571746826172,175.1714630126953,0.00930830038678887,0.02593528226433417
233,233,233,233,2020-01-08,180.04269409179688,177.6954345703125,176.77838134765625,0.013209453170028418,0.018465565298513287
234,234,234,234,2020-01-09,180.118408203125,179.167724609375,177.9393768310547,0.0053061096568742805,0.01224591999183633
235,235,235,235,2020-01-10,181.57394409179688,177.8720703125,176.8709259033203,0.020812001416484982,0.02659011459603766
236,236,236,236,2020-01-13,182.381576538086,179.79031372070312,176.55963134765625,0.014412694231171308,0.032974384608710494
237,237,237,237,2020-01-14,181.9861602783203,180.4297637939453,177.82162475585938,0.008626051775761479,0.023419736087658904
238,238,238,238,2020-01-15,183.6183013916016,179.71458435058594,178.0571746826172,0.02172175984003788,0.031232252892347656
239,239,239,239,2020-01-16,185.1074676513672,180.04269409179688,177.6954345703125,0.028130958521360272,0.041712006270604673
240,240,240,240,2020-01-17,185.7216339111328,180.118408203125,179.167724609375,0.03110856776886939,0.0365797428975938
241,241,241,241,2020-01-21,187.3201141357422,181.57394409179688,177.8720703125,0.031646446150006335,0.053117073448591956
242,242,242,242,2020-01-22,185.923568725586,182.381576538086,179.79031372070312,0.019420778429121377,0.03411337840152284
243,243,243,243,2020-01-23,187.7828521728516,181.9861602783203,180.4297637939453,0.0318523775965498,0.04075318963064034
