,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,EQR,EQR_6m,EQR_12m,EQR_6m_ret,EQR_12m_ret
0,0,0,0,2019-02-05,60.91095733642578,,,,
1,1,1,1,2019-02-06,60.95269775390625,,,,
2,2,2,2,2019-02-07,61.403587341308594,,,,
3,3,3,3,2019-02-08,61.320091247558594,,,,
4,4,4,4,2019-02-11,61.3367805480957,,,,
5,5,5,5,2019-02-12,60.568603515625,,,,
6,6,6,6,2019-02-13,61.19484329223633,60.91095733642578,,0.004660671383681869,
7,7,7,7,2019-02-14,61.05289077758789,60.95269775390625,,0.001643783251172426,
8,8,8,8,2019-02-15,61.128055572509766,61.403587341308594,,-0.004487225921627314,
9,9,9,9,2019-02-19,61.39523696899414,61.320091247558594,,0.0012254665625361927,
10,10,10,10,2019-02-20,60.685523986816406,61.3367805480957,,-0.010617716734718896,
11,11,11,11,2019-02-21,61.670780181884766,60.568603515625,,0.018197161603295653,
12,12,12,12,2019-02-22,61.97972106933594,61.19484329223633,60.91095733642578,0.01282588098724946,0.017546329587419196
13,13,13,13,2019-02-25,61.37017440795898,61.05289077758789,60.95269775390625,0.0051968649859173155,0.006849190756712309
14,14,14,14,2019-02-26,61.55387115478516,61.128055572509766,61.403587341308594,0.006965959873699745,0.002447476116358205
15,15,15,15,2019-02-27,61.22824096679688,61.39523696899414,61.320091247558594,-0.002720015597978631,-0.001497882323607369
16,16,16,16,2019-02-28,61.5288314819336,60.685523986816406,61.3367805480957,0.013896353524118776,0.0031310892440352678
17,17,17,17,2019-03-01,61.37017440795898,61.670780181884766,60.568603515625,-0.004874363078255506,0.013234098952392026
18,18,18,18,2019-03-04,61.77096176147461,61.97972106933594,61.19484329223633,-0.003368187275767043,0.009414493742340824
19,19,19,19,2019-03-05,61.72923278808594,61.37017440795898,61.05289077758789,0.005850698382248609,0.011077968657731807
20,20,20,20,2019-03-06,61.41193389892578,61.55387115478516,61.128055572509766,-0.0023059029951578713,0.004643994050804956
21,21,21,21,2019-03-07,61.311744689941406,61.22824096679688,61.39523696899414,0.0013638105852136206,-0.0013599145988295591
22,22,22,22,2019-03-08,61.48708724975586,61.5288314819336,60.685523986816406,-0.0006784499424469237,0.013208475601423242
23,23,23,23,2019-03-11,62.15507125854492,61.37017440795898,61.670780181884766,0.012789548965077557,0.007852844981559137
24,24,24,24,2019-03-12,62.66438293457031,61.77096176147461,61.97972106933594,0.014463449291037378,0.011046546409404723
25,25,25,25,2019-03-13,62.54749298095703,61.72923278808594,61.37017440795898,0.013255635230072338,0.01918388833591722
26,26,26,26,2019-03-14,62.67273712158203,61.41193389892578,61.55387115478516,0.020530264113345353,0.01817702032067703
27,27,27,27,2019-03-15,62.42225646972656,61.311744689941406,61.22824096679688,0.018112545734934038,0.019501058401745874
28,28,28,28,2019-03-18,61.77096176147461,61.48708724975586,61.5288314819336,0.004616815081281533,0.003935232860908577
29,29,29,29,2019-03-19,61.37017440795898,62.15507125854492,61.37017440795898,-0.012628042003540285,0.0
30,30,30,30,2019-03-20,61.47038269042969,62.66438293457031,61.77096176147461,-0.019053889757237652,-0.004866025434500987
31,31,31,31,2019-03-21,62.4472885131836,62.54749298095703,61.72923278808594,-0.0016020541031747104,0.011632344882087198
32,32,32,32,2019-03-22,62.59705352783203,62.67273712158203,61.41193389892578,-0.0012075999425903428,0.01929787182499032
33,33,33,33,2019-03-25,62.65594482421875,62.42225646972656,61.311744689941406,0.0037436704103370744,0.02192402354679479
34,34,34,34,2019-03-26,63.21965026855469,61.77096176147461,61.48708724975586,0.023452581371067538,0.028177672683717958
35,35,35,35,2019-03-27,63.08504104614258,61.37017440795898,62.15507125854492,0.02794299763243302,0.014962090281085638
36,36,36,36,2019-03-28,63.63191223144531,61.47038269042969,62.66438293457031,0.03516375604657096,0.015439859958171542
37,37,37,37,2019-03-29,63.3711051940918,62.4472885131836,62.54749298095703,0.014793543529326492,0.013167789369040284
38,38,38,38,2019-04-01,63.08504104614258,62.59705352783203,62.67273712158203,0.007795694698210953,0.006578680675150661
39,39,39,39,2019-04-02,63.68241882324219,62.65594482421875,62.42225646972656,0.01638270721003754,0.02018770907659806
40,40,40,40,2019-04-03,63.42999649047852,63.21965026855469,61.77096176147461,0.003327228496682544,0.02685784196480845
41,41,41,41,2019-04-04,63.33746337890625,63.08504104614258,61.37017440795898,0.004001302504963666,0.03205610852381957
42,42,42,42,2019-04-05,63.61509323120117,63.63191223144531,61.47038269042969,-0.0002643170644152093,0.03489014460138362
43,43,43,43,2019-04-08,63.573036193847656,63.3711051940918,62.4472885131836,0.0031864837947419566,0.01802716671079141
44,44,44,44,2019-04-09,63.42999649047852,63.08504104614258,62.59705352783203,0.005468102082768489,0.013306424435395314
45,45,45,45,2019-04-10,64.23771667480469,63.68241882324219,62.65594482421875,0.00871979836544523,0.02524535947903428
46,46,46,46,2019-04-11,64.5237808227539,63.42999649047852,63.21965026855469,0.017243960157550475,0.02062856324986484
47,47,47,47,2019-04-12,65.16319274902344,63.33746337890625,63.08504104614258,0.028825426102006224,0.03294206785663856
48,48,48,48,2019-04-15,65.28941345214844,63.61509323120117,63.63191223144531,0.02631954361620048,0.026048269847279926
49,49,49,49,2019-04-16,63.716064453125,63.573036193847656,63.3711051940918,0.002249825835614061,0.005443478663922141
50,50,50,50,2019-04-17,62.504512786865234,63.42999649047852,63.08504104614258,-0.014590631480678296,-0.009202312460298234
51,51,51,51,2019-04-18,63.160770416259766,64.23771667480469,63.68241882324219,-0.016765014609669726,-0.008191403791214635
52,52,52,52,2019-04-22,62.40353393554688,64.5237808227539,63.42999649047852,-0.032859929473620264,-0.016182604630692765
53,53,53,53,2019-04-23,63.06822967529297,65.16319274902344,63.33746337890625,-0.03214948478352242,-0.004250781279361182
54,54,54,54,2019-04-24,63.4973030090332,65.28941345214844,63.61509323120117,-0.027448714092502935,-0.0018516081040685917
55,55,55,55,2019-04-25,63.91799545288086,63.716064453125,63.573036193847656,0.003169232147167911,0.005426188203145665
56,56,56,56,2019-04-26,64.11149597167969,62.504512786865234,63.42999649047852,0.02570987458608176,0.01074411979990364
57,57,57,57,2019-04-29,63.354278564453125,63.160770416259766,64.23771667480469,0.003063739516127706,-0.013752638731290179
58,58,58,58,2019-04-30,64.29659271240234,62.40353393554688,64.5237808227539,0.030335762375424125,-0.0035209981103810906
59,59,59,59,2019-05-01,64.3807373046875,63.06822967529297,65.16319274902344,0.02081091598974605,-0.012007629020719834
60,60,60,60,2019-05-02,64.27977752685547,63.4973030090332,65.28941345214844,0.012322956735830948,-0.015464006672888053
61,61,61,61,2019-05-03,64.43963623046875,63.91799545288086,63.716064453125,0.008161094131502233,0.011356190680547718
62,62,62,62,2019-05-06,64.11991882324219,64.11149597167969,62.504512786865234,0.000131378178513053,0.02584463048108776
63,63,63,63,2019-05-07,62.90835571289063,63.354278564453125,63.160770416259766,-0.007038559378572007,-0.003996384174949075
64,64,64,64,2019-05-08,62.630706787109375,64.29659271240234,62.40353393554688,-0.025909396672766927,0.0036403844019015086
65,65,65,65,2019-05-09,62.9504280090332,64.3807373046875,63.06822967529297,-0.02221641682799058,-0.0018678448224449529
66,66,66,66,2019-05-10,63.80020904541016,64.27977752685547,63.4973030090332,-0.0074606431430934705,0.004770376410063726
67,67,67,67,2019-05-13,63.80862045288086,64.43963623046875,63.91799545288086,-0.009792354744695642,-0.0017111769420339318
68,68,68,68,2019-05-14,63.78336715698242,64.11991882324219,64.11149597167969,-0.0052487849709780265,-0.005118096368273983
69,69,69,69,2019-05-15,64.10308074951172,62.90835571289063,63.354278564453125,0.01899151588182857,0.011819283591033347
70,70,70,70,2019-05-16,64.62472534179688,62.630706787109375,64.29659271240234,0.03183771438929228,0.005103421745259018
71,71,71,71,2019-05-17,64.46485137939453,62.9504280090332,64.3807373046875,0.024057395926585512,0.0013065099628939425
72,72,72,72,2019-05-20,63.73287963867188,63.80020904541016,64.27977752685547,-0.0010553163970099533,-0.008508086201062137
73,73,73,73,2019-05-21,64.24610900878906,63.80862045288086,64.43963623046875,0.006856261000522057,-0.0030032326841128443
74,74,74,74,2019-05-22,64.48169708251953,63.78336715698242,64.11991882324219,0.010948464414216152,0.005642213307765598
75,75,75,75,2019-05-23,64.87713623046875,64.10308074951172,62.90835571289063,0.012075168180788687,0.03129600981089853
76,76,76,76,2019-05-24,64.9444580078125,64.62472534179688,62.630706787109375,0.004947528431642478,0.03694276081807435
77,77,77,77,2019-05-28,64.11991882324219,64.46485137939453,62.9504280090332,-0.005350707381954756,0.01857796445865567
78,78,78,78,2019-05-29,63.66556167602539,63.73287963867188,63.80020904541016,-0.001056251702859612,-0.0021104534201280556
79,79,79,79,2019-05-30,63.791778564453125,64.24610900878906,63.80862045288086,-0.007071719226977358,-0.0002639437791978061
80,80,80,80,2019-05-31,64.42281341552734,64.48169708251953,63.78336715698242,-0.0009131842004225232,0.010025282249071843
81,81,81,81,2019-06-03,64.14515686035156,64.87713623046875,64.10308074951172,-0.01128254748355284,0.0006563820388643116
82,82,82,82,2019-06-04,63.505741119384766,64.9444580078125,64.62472534179688,-0.022153035571636726,-0.017315109913332072
83,83,83,83,2019-06-05,64.99493408203125,64.11991882324219,64.46485137939453,0.013646543458690097,0.008222817415912909
84,84,84,84,2019-06-06,65.44926452636719,63.66556167602539,63.73287963867188,0.02801676139163778,0.02693091693684968
85,85,85,85,2019-06-07,65.60911560058594,63.791778564453125,64.24610900878906,0.02848857763538648,0.02121539518619575
86,86,86,86,2019-06-10,65.48291778564453,64.42281341552734,64.48169708251953,0.016455418723791304,0.015527207694979062
87,87,87,87,2019-06-11,65.45767974853516,64.14515686035156,64.87713623046875,0.02046176129931432,0.0089483530223049
88,88,88,88,2019-06-12,65.33145904541016,63.505741119384766,64.9444580078125,0.028748864178959943,0.005958953996522798
89,89,89,89,2019-06-13,65.56705474853516,64.99493408203125,64.11991882324219,0.008802542453259843,0.022569210190085398
90,90,90,90,2019-06-14,65.84471130371094,65.44926452636719,63.66556167602539,0.006042035463736051,0.03422807512128112
91,91,91,91,2019-06-17,66.18965148925781,65.60911560058594,63.791778564453125,0.008848402898860241,0.03758905894718012
92,92,92,92,2019-06-18,65.66800689697266,65.48291778564453,64.42281341552734,0.0028265251089452104,0.019328455486937735
93,93,93,93,2019-06-19,65.98771667480469,65.45767974853516,64.14515686035156,0.008097398629247854,0.028724846966459383
94,94,94,94,2019-06-20,66.32428741455078,65.33145904541016,63.505741119384766,0.015196788555579932,0.04438254314468071
95,95,95,95,2019-06-21,65.65119171142578,65.56705474853516,64.99493408203125,0.0012832201051780068,0.010097058157890526
96,96,96,96,2019-06-24,65.85309600830078,65.84471130371094,65.44926452636719,0.00012734059309904566,0.006170145453214371
97,97,97,97,2019-06-25,64.70884704589844,66.18965148925781,65.60911560058594,-0.02237214443710589,-0.013721699285936695
98,98,98,98,2019-06-26,63.64875793457031,65.66800689697266,65.48291778564453,-0.030749356616995627,-0.02800974533661227
99,99,99,99,2019-06-27,64.09635925292969,65.98771667480469,65.45767974853516,-0.02866226499692104,-0.020796956152970503
100,100,100,100,2019-06-28,64.35914611816406,66.32428741455078,65.33145904541016,-0.029629286238748054,-0.014882767681191122
101,101,101,101,2019-07-01,64.54564666748047,65.65119171142578,65.56705474853516,-0.016839679754859782,-0.015578068665307976
102,102,102,102,2019-07-02,65.63921356201172,65.85309600830078,65.84471130371094,-0.003247872298397403,-0.0031209452912832614
103,103,103,103,2019-07-03,66.41062927246094,64.70884704589844,66.18965148925781,0.026299065804022304,0.003338554868187904
104,104,104,104,2019-07-05,66.0545883178711,63.64875793457031,65.66800689697266,0.037798544093726516,0.005886906564789518
105,105,105,105,2019-07-08,66.82601928710938,64.09635925292969,65.98771667480469,0.042586818752188726,0.012703919070816472
106,106,106,106,2019-07-09,67.24140167236328,64.35914611816406,66.32428741455078,0.04478393092579824,0.013827728778753379
107,107,107,107,2019-07-10,67.45333099365234,64.54564666748047,65.65119171142578,0.045048496316899334,0.027450214310625
108,108,108,108,2019-07-11,67.21597290039062,65.63921356201172,65.85309600830078,0.024021606183463495,0.020695714775779805
109,109,109,109,2019-07-12,66.84296417236328,66.41062927246094,64.70884704589844,0.006510025648584383,0.032980299045524575
110,110,110,110,2019-07-15,67.08035278320312,66.0545883178711,63.64875793457031,0.015529041834244639,0.05391456110047632
111,111,111,111,2019-07-16,66.84296417236328,66.82601928710938,64.09635925292969,0.0002535671798900019,0.04285118455161019
112,112,112,112,2019-07-17,66.66496276855469,67.24140167236328,64.35914611816406,-0.008572678282605106,0.03582733441113595
113,113,113,113,2019-07-18,66.62255859375,67.45333099365234,64.54564666748047,-0.012316254626187795,0.03217741293954579
114,114,114,114,2019-07-19,65.40185546875,67.21597290039062,65.63921356201172,-0.026989379954806547,-0.0036161020277531986
115,115,115,115,2019-07-22,65.17296600341797,66.84296417236328,66.41062927246094,-0.024983903536040186,-0.018636523740277244
116,116,116,116,2019-07-23,66.08849334716797,67.08035278320312,66.0545883178711,-0.014786139232760842,0.000513288026771308
117,117,117,117,2019-07-24,65.63921356201172,66.84296417236328,66.82601928710938,-0.018008635991179744,-0.017759635210331748
118,118,118,118,2019-07-25,66.20719146728516,66.66496276855469,67.24140167236328,-0.006866745022551135,-0.015380556909229237
119,119,119,119,2019-07-26,66.59713745117188,66.62255859375,67.45333099365234,-0.0003815695931634888,-0.012693124711084192
120,120,120,120,2019-07-29,67.48725128173828,65.40185546875,67.21597290039062,0.031885881494367,0.004035921368715112
121,121,121,121,2019-07-30,67.42790222167969,65.17296600341797,66.84296417236328,0.0345992572770657,0.0087509292347967
122,122,122,122,2019-07-31,66.87689971923828,66.08849334716797,67.08035278320312,0.011929555844596873,-0.0030329754618670934
