,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LRCX,LRCX_6m,LRCX_12m,LRCX_6m_ret,LRCX_12m_ret
245,245,245,245,2020-01-27,278.9858093261719,290.5331115722656,284.8544311523437,-0.03974521934385966,-0.020602178461577858
246,246,246,246,2020-01-28,286.4877319335937,292.4798278808594,282.917236328125,-0.02048721100077555,0.012620283061607784
247,247,247,247,2020-01-29,283.1925964355469,293.12554931640625,279.5081481933594,-0.03388634291355319,0.013181899225487514
248,248,248,248,2020-01-30,295.2812194824219,295.6514892578125,282.3094482421875,-0.0012523859640285462,0.04594876764133726
249,249,249,249,2020-01-31,283.18310546875,296.677001953125,285.6045837402344,-0.04548345977457002,-0.008478429301704726
250,250,250,250,2020-02-03,292.8975830078125,291.0934143066406,283.3065795898437,0.006197902846649006,0.033853796942711956
251,251,251,251,2020-02-04,309.0030212402344,278.9858093261719,290.5331115722656,0.10759404568484099,0.06357247739514404
252,252,252,252,2020-02-05,309.2119140625,286.4877319335937,292.4798278808594,0.0793199135458047,0.057207658739652834
253,253,253,253,2020-02-06,307.2177124023437,283.1925964355469,293.12554931640625,0.0848366668803957,0.04807551958129053
254,254,254,254,2020-02-07,299.5069580078125,295.2812194824219,295.6514892578125,0.014310894992907608,0.013040586264857268
255,255,255,255,2020-02-10,303.7137145996094,283.18310546875,296.677001953125,0.07249941375166169,0.023718429808038177
256,256,256,256,2020-02-11,309.2593688964844,292.8975830078125,291.0934143066406,0.0558617989286565,0.0624059277779041
257,257,257,257,2020-02-12,317.7583923339844,309.0030212402344,278.9858093261719,0.02833425724644667,0.13897690029990795
258,258,258,258,2020-02-13,324.36767578125,309.2119140625,286.4877319335937,0.049014158347361114,0.13222187069579894
259,259,259,259,2020-02-14,322.2025756835937,307.2177124023437,283.1925964355469,0.04877603951957443,0.13775070301643733
260,260,260,260,2020-02-18,308.9459533691406,299.5069580078125,295.2812194824219,0.031515112116633714,0.046277016569732154
261,261,261,261,2020-02-19,317.0272521972656,303.7137145996094,283.18310546875,0.04383581299648487,0.11951329749171924
262,262,262,262,2020-02-20,311.9372863769531,309.2593688964844,292.8975830078125,0.008659131298185851,0.06500464487831836
263,263,263,263,2020-02-21,300.8363952636719,317.7583923339844,309.0030212402344,-0.05325428841082003,-0.026428951871682038
264,264,264,264,2020-02-24,285.3197326660156,324.36767578125,309.2119140625,-0.12038173354106929,-0.07726798454361994
265,265,265,265,2020-02-25,277.49493408203125,322.2025756835937,307.2177124023437,-0.13875631349845519,-0.09674825740967175
266,266,266,266,2020-02-26,281.6542663574219,308.9459533691406,299.5069580078125,-0.08833806273911471,-0.05960693457387034
267,267,267,267,2020-02-27,271.30352783203125,317.0272521972656,303.7137145996094,-0.14422647910654518,-0.10671295107731626
268,268,268,268,2020-02-28,278.6439819335937,311.9372863769531,309.2593688964844,-0.10673076255182568,-0.09899582694013154
269,269,269,269,2020-03-02,285.1963806152344,300.8363952636719,317.7583923339844,-0.051988439213711546,-0.10247412028861613
270,270,270,270,2020-03-03,276.7732238769531,285.3197326660156,324.36767578125,-0.029954145509685892,-0.1467299470875577
271,271,271,271,2020-03-04,290.8084411621094,277.49493408203125,322.2025756835937,0.04797747794611085,-0.09743601352310005
272,272,272,272,2020-03-05,284.0567932128906,281.6542663574219,308.9459533691406,0.008530056677430009,-0.08056153474362382
273,273,273,273,2020-03-06,279.5746459960937,271.30352783203125,317.0272521972656,0.03048658537600457,-0.11813686659930289
274,274,274,274,2020-03-09,254.11558532714844,278.6439819335937,311.9372863769531,-0.08802772784194157,-0.1853632238754922
275,275,275,275,2020-03-10,273.0793151855469,285.1963806152344,300.8363952636719,-0.04248674335750058,-0.09226636309678204
276,276,276,276,2020-03-11,262.6905212402344,276.7732238769531,285.3197326660156,-0.050881737906046776,-0.07931176443470922
277,277,277,277,2020-03-12,225.8647003173828,290.8084411621094,277.49493408203125,-0.22332137466575142,-0.18605829304756183
278,278,278,278,2020-03-13,248.5888214111328,284.0567932128906,281.6542663574219,-0.12486225518703165,-0.11739728062321875
279,279,279,279,2020-03-16,202.7796630859375,279.5746459960937,271.30352783203125,-0.2746850760967402,-0.2525727007446732
280,280,280,280,2020-03-17,217.7455139160156,254.11558532714844,278.6439819335937,-0.14312412740961955,-0.2185529635163317
281,281,281,281,2020-03-18,184.35723876953125,273.0793151855469,285.1963806152344,-0.3248948985965209,-0.35357791577918984
282,282,282,282,2020-03-19,185.18338012695312,262.6905212402344,276.7732238769531,-0.2950511527684694,-0.330920175250474
283,283,283,283,2020-03-20,178.42218017578125,225.8647003173828,290.8084411621094,-0.21004840541676417,-0.3864614814384948
284,284,284,284,2020-03-23,183.1322479248047,248.5888214111328,284.0567932128906,-0.26331261846272513,-0.35529706628929847
285,285,285,285,2020-03-24,220.3318634033203,202.7796630859375,279.5746459960937,0.08655799132058051,-0.2119032732088343
286,286,286,286,2020-03-25,223.11181640625,217.7455139160156,254.11558532714844,0.024644836046101792,-0.12200656201776916
287,287,287,287,2020-03-26,248.7044677734375,184.35723876953125,273.0793151855469,0.34903554334716436,-0.08925922271171516
288,288,288,288,2020-03-27,230.43899536132807,185.18338012695312,262.6905212402344,0.24438270434069076,-0.12277384706017547
289,289,289,289,2020-03-30,243.8897399902344,178.42218017578125,225.8647003173828,0.3669250075856858,0.07980458941801438
290,290,290,290,2020-03-31,229.27354431152344,183.1322479248047,248.5888214111328,0.2519561514128559,-0.07769970101617918
291,291,291,291,2020-04-01,213.34860229492188,220.3318634033203,202.7796630859375,-0.03169428606708369,0.052120311515190254
292,292,292,292,2020-04-02,210.71194458007807,223.11181640625,217.7455139160156,-0.05557693906984196,-0.032301787575060525
293,293,293,293,2020-04-03,208.40011596679688,248.7044677734375,184.35723876953125,-0.16205720857156736,0.1304146089284952
294,294,294,294,2020-04-06,239.54307556152344,230.43899536132807,185.18338012695312,0.039507550299462846,0.2935452166242123
295,295,295,295,2020-04-07,244.7686004638672,243.8897399902344,178.42218017578125,0.0036035155626799042,0.3718507431235374
296,296,296,296,2020-04-08,254.82798767089844,229.27354431152344,183.1322479248047,0.11145831690311869,0.3914970768858388
297,297,297,297,2020-04-09,246.7365264892578,213.34860229492188,220.3318634033203,0.1564946938259395,0.11984042016475582
298,298,298,298,2020-04-13,247.2142028808593,210.71194458007807,223.11181640625,0.17323298104208362,0.10802828313997859
299,299,299,299,2020-04-14,260.33056640625,208.40011596679688,248.7044677734375,0.249186283791353,0.04674664165423659
300,300,300,300,2020-04-15,251.0640869140625,239.54307556152344,230.43899536132807,0.04809578120983948,0.08950347800464198
301,301,301,301,2020-04-16,258.6109619140625,244.7686004638672,243.8897399902344,0.05655284797135862,0.060360152601817374
302,302,302,302,2020-04-17,266.5495910644531,254.82798767089844,229.27354431152344,0.045998100525334484,0.16258328829374746
303,303,303,303,2020-04-20,254.8089141845703,246.7365264892578,213.34860229492188,0.03271663020539428,0.19433130305834334
304,304,304,304,2020-04-21,232.7412872314453,247.2142028808593,210.71194458007807,-0.05854402975539785,0.10454719448994165
305,305,305,305,2020-04-22,259.6332092285156,260.33056640625,208.40011596679688,-0.0026787372199933435,0.24584004199825582
306,306,306,306,2020-04-23,252.1626739501953,251.0640869140625,239.54307556152344,0.004375723543880827,0.05268195859592151
307,307,307,307,2020-04-24,254.7516326904297,258.6109619140625,244.7686004638672,-0.014923300988746502,0.04078559181056485
308,308,308,308,2020-04-27,252.59259033203125,266.5495910644531,254.82798767089844,-0.052361741305568144,-0.008772181420488745
309,309,309,309,2020-04-28,250.1470184326172,254.8089141845703,246.7365264892578,-0.018295654086011637,0.01382240397028478
310,310,310,310,2020-04-29,267.47625732421875,232.7412872314453,247.2142028808593,0.1492428374267427,0.08196153055625377
311,311,311,311,2020-04-30,243.87062072753903,259.6332092285156,260.33056640625,-0.060710987426509044,-0.06322709586482045
312,312,312,312,2020-05-01,224.51612854003903,252.1626739501953,251.0640869140625,-0.10963773891300321,-0.10574175980458189
313,313,313,313,2020-05-04,224.0384826660156,254.7516326904297,258.6109619140625,-0.12056115087488462,-0.13368528152157555
314,314,314,314,2020-05-05,231.95797729492188,252.59259033203125,266.5495910644531,-0.08169128401583481,-0.12977552744084608
315,315,315,315,2020-05-06,233.6297302246093,250.1470184326172,254.8089141845703,-0.06603032213417015,-0.0831179082872271
316,316,316,316,2020-05-07,236.5625457763672,267.47625732421875,232.7412872314453,-0.11557553502918883,0.016418481612684
317,317,317,317,2020-05-08,253.5383453369141,243.87062072753903,259.6332092285156,0.03964284250613437,-0.02347490103331562
318,318,318,318,2020-05-11,250.5100250244141,224.51612854003903,252.1626739501953,0.11577741275607045,-0.006553899908705918
319,319,319,319,2020-05-12,244.539306640625,224.0384826660156,254.7516326904297,0.09150581512003408,-0.04008738213746621
320,320,320,320,2020-05-13,237.09751892089844,231.95797729492188,252.59259033203125,0.02215721005120641,-0.06134412490391994
321,321,321,321,2020-05-14,256.9774169921875,233.6297302246093,250.1470184326172,0.09993457059224431,0.027305536569528277
322,322,322,322,2020-05-15,240.5843963623047,236.5625457763672,267.47625732421875,0.017001214510683926,-0.10053924498172317
323,323,323,323,2020-05-18,245.96275329589844,253.5383453369141,243.87062072753903,-0.029879472593973277,0.00857886268595176
324,324,324,324,2020-05-19,249.96551513671875,250.5100250244141,224.51612854003903,-0.002173605178644178,0.11335215319348957
325,325,325,325,2020-05-20,259.05047607421875,244.539306640625,224.0384826660156,0.059340846397832436,0.15627669403741296
326,326,326,326,2020-05-21,249.04840087890625,237.09751892089844,231.95797729492188,0.05040492204389091,0.07367896454043854
327,327,327,327,2020-05-22,249.46871948242188,256.9774169921875,233.6297302246093,-0.029219289374341817,0.06779526408126713
328,328,328,328,2020-05-26,254.4553985595703,240.5843963623047,236.5625457763672,0.057655452336055735,0.07563687955961562
329,329,329,329,2020-05-27,263.76959228515625,245.96275329589844,253.5383453369141,0.07239648585261937,0.040353844443712816
330,330,330,330,2020-05-28,254.89488220214844,249.96551513671875,250.5100250244141,0.01972018845372947,0.017503719371338544
331,331,331,331,2020-05-29,261.438720703125,259.05047607421875,244.539306640625,0.009219225013977539,0.06910714802727136
332,332,332,332,2020-06-01,258.8594055175781,249.04840087890625,237.09751892089844,0.039393967614520964,0.09178453952502119
333,333,333,333,2020-06-02,259.3275146484375,249.46871948242188,256.9774169921875,0.03951916371106523,0.009145152456417671
334,334,334,334,2020-06-03,274.0678405761719,254.4553985595703,240.5843963623047,0.07707614822725062,0.1391754607536695
335,335,335,335,2020-06-04,278.796630859375,263.76959228515625,245.96275329589844,0.056970321878396346,0.13349125883290425
336,336,336,336,2020-06-05,291.29205322265625,254.89488220214844,249.96551513671875,0.14279286702838734,0.16532895772976497
337,337,337,337,2020-06-08,284.2896728515625,261.438720703125,259.05047607421875,0.08740462042876107,0.09742964830573264
338,338,338,338,2020-06-09,288.8178100585937,258.8594055175781,249.04840087890625,0.11573233926391446,0.15968546290335084
339,339,339,339,2020-06-10,287.8338317871094,259.3275146484375,249.46871948242188,0.10992399775749617,0.15378726593171455
340,340,340,340,2020-06-11,269.8071594238281,274.0678405761719,254.4553985595703,-0.015546082106483339,0.06033183399197495
341,341,341,341,2020-06-12,271.80377197265625,278.796630859375,263.76959228515625,-0.025082293373358433,0.030459082178109442
342,342,342,342,2020-06-15,278.1278991699219,291.29205322265625,254.89488220214844,-0.0451922869405299,0.09114744386804952
343,343,343,343,2020-06-16,292.9842834472656,284.2896728515625,261.438720703125,0.03058363150687815,0.12066140263883085
344,344,344,344,2020-06-17,300.9447937011719,288.8178100585937,258.8594055175781,0.04198835120354216,0.16258010057407746
345,345,345,345,2020-06-18,301.92303466796875,287.8338317871094,259.3275146484375,0.04894908563521527,0.16425376257230817
346,346,346,346,2020-06-19,302.3546447753906,269.8071594238281,274.0678405761719,0.12063240064150826,0.10321095732994978
347,347,347,347,2020-06-22,299.5252990722656,271.80377197265625,278.796630859375,0.10199095802981795,0.07435049752572565
348,348,348,348,2020-06-23,303.0548400878906,278.1278991699219,291.29205322265625,0.08962402187038299,0.04038142041672255
349,349,349,349,2020-06-24,293.27203369140625,292.9842834472656,284.2896728515625,0.0009821354263612747,0.031595804201209
350,350,350,350,2020-06-25,299.81304931640625,300.9447937011719,288.8178100585937,-0.0037606378593457723,0.03806981036100887
351,351,351,351,2020-06-26,290.14532470703125,301.92303466796875,287.8338317871094,-0.03900898112623208,0.008030650551292817
352,352,352,352,2020-06-29,295.8424072265625,302.3546447753906,269.8071594238281,-0.021538407500456436,0.09649576333827659
353,353,353,353,2020-06-30,310.22882080078125,299.5252990722656,271.80377197265625,0.03573495047552977,0.14137055033949486
354,354,354,354,2020-07-01,304.49346923828125,303.0548400878906,278.1278991699219,0.004747091813393833,0.0947965671442812
355,355,355,355,2020-07-02,310.458984375,293.27203369140625,292.9842834472656,0.05860412418893857,0.059643816801796756
356,356,356,356,2020-07-06,321.2583923339844,299.81304931640625,300.9447937011719,0.07152905140878607,0.06749941869066922
357,357,357,357,2020-07-07,314.4776306152344,290.14532470703125,301.92303466796875,0.08386247799364743,0.041582107046162164
358,358,358,358,2020-07-08,320.1458740234375,295.8424072265625,302.3546447753906,0.08215004408838134,0.058842255462169035
359,359,359,359,2020-07-09,322.02569580078125,310.22882080078125,299.5252990722656,0.03802636702015372,0.07512018783791286
360,360,360,360,2020-07-10,326.0730895996094,304.49346923828125,303.0548400878906,0.07087055238101336,0.07595407321342607
361,361,361,361,2020-07-13,323.3492736816406,310.458984375,293.27203369140625,0.04152010396024042,0.10255747747800248
362,362,362,362,2020-07-14,331.90435791015625,321.2583923339844,299.81304931640625,0.033138326749466485,0.10703773123591631
363,363,363,363,2020-07-15,329.1805419921875,314.4776306152344,290.14532470703125,0.046753441089558034,0.13453677850770585
364,364,364,364,2020-07-16,330.7725830078125,320.1458740234375,295.8424072265625,0.03319333418489423,0.11807021214000502
365,365,365,365,2020-07-17,332.1058349609375,322.02569580078125,310.22882080078125,0.031302282058858655,0.07051896114515088
366,366,366,366,2020-07-20,339.2797546386719,326.0730895996094,304.49346923828125,0.04050216181678534,0.1142431247783795
367,367,367,367,2020-07-21,342.4160461425781,323.3492736816406,310.458984375,0.05896649231292228,0.10293489116416588
368,368,368,368,2020-07-22,347.15399169921875,331.90435791015625,321.2583923339844,0.045945867915330174,0.08060676384856258
369,369,369,369,2020-07-23,340.3060302734375,329.1805419921875,314.4776306152344,0.03379752707714423,0.08213111885787638
370,370,370,370,2020-07-24,331.5782775878906,330.7725830078125,320.1458740234375,0.0024357961374903425,0.03570998251758262
371,371,371,371,2020-07-27,343.4326477050781,332.1058349609375,322.02569580078125,0.0341060335343788,0.06647591227483951
372,372,372,372,2020-07-28,334.6569519042969,339.2797546386719,326.0730895996094,-0.013625342128940843,0.026324963876128926
373,373,373,373,2020-07-29,346.07012939453125,342.4160461425781,323.3492736816406,0.010671472009321725,0.07026722359444926
374,374,374,374,2020-07-30,363.0557556152344,347.15399169921875,331.90435791015625,0.045806081152001354,0.09385654922166031
375,375,375,375,2020-07-31,361.7322082519531,340.3060302734375,329.1805419921875,0.06296149956937169,0.09888696963302945
376,376,376,376,2020-08-03,365.8083801269531,331.5782775878906,330.7725830078125,0.10323385110771977,0.10592110386099662
377,377,377,377,2020-08-04,369.2131652832031,343.4326477050781,332.1058349609375,0.0750671718323761,0.11173344884660108
378,378,378,378,2020-08-05,367.78411865234375,334.6569519042969,339.2797546386719,0.09898843146554559,0.08401433809107939
379,379,379,379,2020-08-06,362.3556213378906,346.07012939453125,342.4160461425781,0.047058357714523824,0.05823201167100067
380,380,380,380,2020-08-07,357.20526123046875,363.0557556152344,347.15399169921875,-0.016114589272524737,0.02895334569552821
381,381,381,381,2020-08-10,360.3894653320313,361.7322082519531,340.3060302734375,-0.003711980546080018,0.059015807161738154
382,382,382,382,2020-08-11,353.9156188964844,365.8083801269531,331.5782775878906,-0.032510904278194475,0.06736672097789298
383,383,383,383,2020-08-12,365.9138488769531,369.2131652832031,343.4326477050781,-0.008936074648690506,0.06546029133252551
384,384,384,384,2020-08-13,361.5979309082031,367.78411865234375,334.6569519042969,-0.016820160062398615,0.08050327014157066
385,385,385,385,2020-08-14,358.3561706542969,362.3556213378906,346.07012939453125,-0.01103736342995576,0.035501594088055866
386,386,386,386,2020-08-17,363.57373046875,357.20526123046875,363.0557556152344,0.017828598650377447,0.0014267088332970967
387,387,387,387,2020-08-18,359.2481994628906,360.3894653320313,361.7322082519531,-0.003166757019629318,-0.006866982625258311
388,388,388,388,2020-08-19,356.96551513671875,353.9156188964844,365.8083801269531,0.008617580229276056,-0.024173489374861967
389,389,389,389,2020-08-20,343.8354797363281,365.9138488769531,369.2131652832031,-0.06033761555728756,-0.06873450876923404
390,390,390,390,2020-08-21,338.98248291015625,361.5979309082031,367.78411865234375,-0.06254307910790602,-0.07831125456891441
391,391,391,391,2020-08-24,336.6615600585937,358.3561706542969,362.3556213378906,-0.060539241046393966,-0.07090841087114708
392,392,392,392,2020-08-25,338.0809326171875,363.57373046875,357.20526123046875,-0.07011727117549182,-0.053538765211361916
393,393,393,393,2020-08-26,337.40948486328125,359.2481994628906,360.3894653320313,-0.060790046080287374,-0.06376429579476839
394,394,394,394,2020-08-27,327.48297119140625,356.96551513671875,353.9156188964844,-0.08259213480052996,-0.07468629891920464
395,395,395,395,2020-08-28,336.4313049316406,343.8354797363281,365.9138488769531,-0.021534062774340335,-0.08057236433056314
396,396,396,396,2020-08-31,322.5820007324219,338.98248291015625,361.5979309082031,-0.04838150348341497,-0.10789865439159829
397,397,397,397,2020-09-01,326.6293640136719,336.6615600585937,358.3561706542969,-0.029799054109936884,-0.08853428303661492
398,398,398,398,2020-09-02,347.8637084960937,338.0809326171875,363.57373046875,0.02893619525707858,-0.04321000296804067
399,399,399,399,2020-09-03,327.5596923828125,337.40948486328125,359.2481994628906,-0.029192399509634148,-0.08820783827853662
400,400,400,400,2020-09-04,319.4936218261719,327.48297119140625,356.96551513671875,-0.024396228408972043,-0.10497342662412368
401,401,401,401,2020-09-08,290.337158203125,336.4313049316406,343.8354797363281,-0.1370090893826943,-0.15559278982561242
402,402,402,402,2020-09-09,288.6012268066406,322.5820007324219,338.98248291015625,-0.10533995650292938,-0.14862495451385505
403,403,403,403,2020-09-10,285.34033203125,326.6293640136719,336.6615600585937,-0.12640943078434808,-0.15244160342633584
404,404,404,404,2020-09-11,281.9643249511719,347.8637084960937,338.0809326171875,-0.18944023747065253,-0.16598572191457195
405,405,405,405,2020-09-14,292.92681884765625,327.5596923828125,337.40948486328125,-0.10572996110486477,-0.13183584934978765
406,406,406,406,2020-09-15,296.29315185546875,319.4936218261719,327.48297119140625,-0.07261637912548347,-0.09524104176307768
407,407,407,407,2020-09-16,294.0585021972656,290.337158203125,336.4313049316406,0.012817319068533006,-0.1259478595280683
408,408,408,408,2020-09-17,293.3775634765625,288.6012268066406,322.5820007324219,0.016549952759286057,-0.09053337504743209
409,409,409,409,2020-09-18,294.6434936523437,285.34033203125,326.6293640136719,0.032603738682391414,-0.0979271121502393
410,410,410,410,2020-09-21,302.07647705078125,281.9643249511719,347.8637084960937,0.07132871189677004,-0.13162405369408237
411,411,411,411,2020-09-22,305.6539306640625,292.92681884765625,327.5596923828125,0.04344809350838341,-0.0668756328332033
412,412,412,412,2020-09-23,304.0522766113281,296.29315185546875,319.4936218261719,0.026187323963681175,-0.04833068380703065
413,413,413,413,2020-09-24,313.787109375,294.0585021972656,290.337158203125,0.06709075585408408,0.08076799854694805
414,414,414,414,2020-09-25,316.76031494140625,293.3775634765625,288.6012268066406,0.07970190762972829,0.09757092319511118
415,415,415,415,2020-09-28,322.84088134765625,294.6434936523437,285.34033203125,0.0957000181669827,0.13142393523359064
416,416,416,416,2020-09-29,325.1517028808594,302.07647705078125,281.9643249511719,0.07638868824002798,0.15316610687244325
417,417,417,417,2020-09-30,319.413330078125,305.6539306640625,292.92681884765625,0.04501626851049778,0.09042023306252367
418,418,418,418,2020-10-01,326.5188903808594,304.0522766113281,296.29315185546875,0.0738906283482641,0.10201295013438139
419,419,419,419,2020-10-02,316.4863586425781,313.787109375,294.0585021972656,0.008602167478946043,0.07627004925117609
420,420,420,420,2020-10-05,329.5035705566406,316.76031494140625,293.3775634765625,0.04022996257467293,0.12313827496547525
421,421,421,421,2020-10-06,328.300048828125,322.84088134765625,294.6434936523437,0.016909777527803094,0.11422806171139621
422,422,422,422,2020-10-07,332.91192626953125,325.1517028808594,302.07647705078125,0.023866470081244984,0.10207828666369911
423,423,423,423,2020-10-08,342.21270751953125,319.413330078125,305.6539306640625,0.07137891657755735,0.1196083975626987
424,424,424,424,2020-10-09,349.2220153808594,326.5188903808594,304.0522766113281,0.06953081634425051,0.14855912040175911
425,425,425,425,2020-10-12,356.3467712402344,316.4863586425781,313.787109375,0.1259467004158381,0.1356322825051819
426,426,426,426,2020-10-13,360.27508544921875,329.5035705566406,316.76031494140625,0.09338750059853629,0.13737443882723066
427,427,427,427,2020-10-14,360.3232116699219,328.300048828125,322.84088134765625,0.09754236393233673,0.11610156113377168
428,428,428,428,2020-10-15,361.5267333984375,332.91192626953125,325.1517028808594,0.08595308509836674,0.1118709519135026
429,429,429,429,2020-10-16,351.3883056640625,342.21270751953125,319.413330078125,0.02681255822157791,0.10010532615566414
430,430,430,430,2020-10-19,350.04998779296875,349.2220153808594,326.5188903808594,0.002370905543301438,0.07206657288545282
431,431,431,431,2020-10-20,350.04998779296875,356.3467712402344,316.4863586425781,-0.01767038164917334,0.10605079250286265
432,432,432,432,2020-10-21,352.9866027832031,360.27508544921875,329.5035705566406,-0.020230326659773867,0.07126791429571422
433,433,433,433,2020-10-22,344.69683837890625,360.3232116699219,328.300048828125,-0.04336765655089225,0.04994452364326474
434,434,434,434,2020-10-23,340.7589416503906,361.5267333984375,332.91192626953125,-0.057444691718437246,0.023570844904205357
435,435,435,435,2020-10-26,334.7027587890625,351.3883056640625,342.21270751953125,-0.04748463909027145,-0.021945265518932056
436,436,436,436,2020-10-27,331.0440368652344,350.04998779296875,349.2220153808594,-0.05429496240684095,-0.05205278509088329
437,437,437,437,2020-10-28,326.29742431640625,350.04998779296875,356.3467712402344,-0.06785477590306488,-0.08432613776531195
438,438,438,438,2020-10-29,340.1234130859375,352.9866027832031,360.27508544921875,-0.03644101389639964,-0.055934126941236006
439,439,439,439,2020-10-30,329.3591003417969,344.69683837890625,360.3232116699219,-0.044496311916413456,-0.08593426769433332
440,440,440,440,2020-11-02,337.8993225097656,340.7589416503906,361.5267333984375,-0.008391912261421663,-0.0653545331670734
441,441,441,441,2020-11-03,356.7511901855469,334.7027587890625,351.3883056640625,0.06587466286879273,0.015261989187003389
442,442,442,442,2020-11-04,366.19635009765625,331.0440368652344,350.04998779296875,0.10618621487730384,0.04612587592557493
443,443,443,443,2020-11-05,384.8460388183594,326.29742431640625,350.04998779296875,0.17943327203582005,0.0994030916692108
444,444,444,444,2020-11-06,394.1950073242188,340.1234130859375,352.9866027832031,0.15897639550212106,0.11674212056802902
445,445,445,445,2020-11-09,400.7998962402344,329.3591003417969,344.69683837890625,0.21690852271669092,0.16276058151614703
446,446,446,446,2020-11-10,392.7026062011719,337.8993225097656,340.7589416503906,0.16218820234486375,0.15243522091952633
447,447,447,447,2020-11-11,408.23284912109375,356.7511901855469,334.7027587890625,0.14430690170583915,0.21968773307414424
448,448,448,448,2020-11-12,402.8988342285156,366.19635009765625,331.0440368652344,0.10022624234532018,0.2170551025286489
449,449,449,449,2020-11-13,410.4569396972656,384.8460388183594,326.29742431640625,0.06654843312807013,0.2579227082689166
450,450,450,450,2020-11-16,422.9542846679688,394.1950073242188,340.1234130859375,0.0729569801986254,0.24353181343944352
451,451,451,451,2020-11-17,415.867919921875,400.7998962402344,329.3591003417969,0.03759487919779558,0.2626580516229928
452,452,452,452,2020-11-18,414.327392578125,392.7026062011719,337.8993225097656,0.05506657209673649,0.22618592277926375
453,453,453,453,2020-11-19,421.4040832519531,408.23284912109375,356.7511901855469,0.03226402323873834,0.1812268461747253
454,454,454,454,2020-11-20,417.5143737792969,402.8988342285156,366.19635009765625,0.03627595393460892,0.14013799883028666
455,455,455,455,2020-11-23,432.05279541015625,410.4569396972656,384.8460388183594,0.052614180987702985,0.12266400542082145
456,456,456,456,2020-11-24,429.83837890625,422.9542846679688,394.1950073242188,0.016276213500675096,0.09042065708537783
457,457,457,457,2020-11-25,430.1657104492188,415.867919921875,400.7998962402344,0.03438060461607573,0.07326801849115983
458,458,458,458,2020-11-27,439.5628356933594,414.327392578125,392.7026062011719,0.06090701113968944,0.1193275235565463
459,459,459,459,2020-11-30,435.82708740234375,421.4040832519531,408.23284912109375,0.03422606643744186,0.0675943602790885
460,460,460,460,2020-12-01,450.2595825195313,417.5143737792969,402.8988342285156,0.07842893753292413,0.11754997599261774
461,461,461,461,2020-12-02,461.3994140625,432.05279541015625,410.4569396972656,0.0679236865589179,0.12411161668458393
462,462,462,462,2020-12-03,466.0690002441406,429.83837890625,422.9542846679688,0.08428894001992493,0.10193705830410993
463,463,463,463,2020-12-04,481.3874206542969,430.1657104492188,415.867919921875,0.11907436822797335,0.1575488216180041
464,464,464,464,2020-12-07,489.7638244628906,439.5628356933594,414.327392578125,0.11420662688724592,0.18206962232298318
465,465,465,465,2020-12-08,493.8952941894531,435.82708740234375,421.4040832519531,0.13323680070739252,0.1720230387377577
466,466,466,466,2020-12-09,476.6842651367188,450.2595825195313,417.5143737792969,0.058687662946165675,0.14171941153024803
467,467,467,467,2020-12-10,473.1320495605469,461.3994140625,432.05279541015625,0.0254283710391916,0.0950792463022796
468,468,468,468,2020-12-11,474.6282348632813,466.0690002441406,429.83837890625,0.018364737012453336,0.10420162124890253
469,469,469,469,2020-12-14,474.7922973632813,481.3874206542969,430.1657104492188,-0.013700240197493163,0.10374278058439224
470,470,470,470,2020-12-15,478.1322326660156,489.7638244628906,439.5628356933594,-0.023749389432000223,0.08774489979758515
471,471,471,471,2020-12-16,476.1823120117188,493.8952941894531,435.82708740234375,-0.03586384074949256,0.09259457655535819
472,472,472,472,2020-12-17,469.3577880859375,476.6842651367188,450.2595825195313,-0.015369664129106453,0.04241598914905431
473,473,473,473,2020-12-18,464.2707824707031,473.1320495605469,461.3994140625,-0.018728951247488412,0.006223173070207144
474,474,474,474,2020-12-21,466.4523315429688,474.6282348632813,466.0690002441406,-0.0172259101329435,0.0008224775701182185
475,475,475,475,2020-12-22,460.3903198242188,474.7922973632813,481.3874206542969,-0.030333216480222358,-0.04361788432597391
476,476,476,476,2020-12-23,454.7724609375,478.1322326660156,489.7638244628906,-0.048856299853000884,-0.07144538199358563
477,477,477,477,2020-12-24,463.6627197265625,476.1823120117188,493.8952941894531,-0.02629159456231167,-0.061212517751371265
478,478,478,478,2020-12-28,459.5698852539063,469.3577880859375,476.6842651367188,-0.020853820007859514,-0.035902967927636364
479,479,479,479,2020-12-29,456.7898559570313,464.2707824707031,473.1320495605469,-0.01611328301527115,-0.03454044937072953
480,480,480,480,2020-12-30,467.6299743652344,466.4523315429688,474.6282348632813,0.00252467989251981,-0.014744720149366564
481,481,481,481,2020-12-31,455.8728332519531,460.3903198242188,474.7922973632813,-0.00981229703958697,-0.039847874989539234
482,482,482,482,2021-01-04,461.4231567382813,454.7724609375,478.1322326660156,0.014624227216993413,-0.03494655826603921
483,483,483,483,2021-01-05,477.3792419433594,463.6627197265625,476.1823120117188,0.02958297407409849,0.0025135959514832606
484,484,484,484,2021-01-06,479.251953125,459.5698852539063,469.3577880859375,0.04282714882464411,0.021080219163745806
485,485,485,485,2021-01-07,496.5980529785156,456.7898559570313,464.2707824707031,0.08714772559491535,0.06963020661299635
486,486,486,486,2021-01-08,484.2135009765625,467.6299743652344,466.4523315429688,0.035462924791848094,0.03807713721751993
