,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,UNP,UNP_6m,UNP_12m,UNP_6m_ret,UNP_12m_ret
59,59,59,59,2019-05-01,157.97201538085938,159.20619201660156,152.69308471679688,-0.007752064289141991,0.034572165948794975
60,60,60,60,2019-05-02,158.44943237304688,159.30526733398438,151.00851440429688,-0.005372295437935715,0.04927482399322436
61,61,61,61,2019-05-03,161.43124389648438,158.0891571044922,151.32379150390625,0.021140518762986282,0.0667935444395551
62,62,62,62,2019-05-06,159.5935516357422,159.64756774902344,152.49488830566406,-0.00033834598323578824,0.04655017233003522
63,63,63,63,2019-05-07,157.42250061035156,158.9179229736328,159.14312744140625,-0.009410029625981031,-0.010811819892682428
64,64,64,64,2019-05-08,158.17022705078125,159.48544311523438,160.09803771972656,-0.008246621376615693,-0.012041438461102283
65,65,65,65,2019-05-09,158.2152862548828,157.97201538085938,159.20619201660156,0.001539961830814951,-0.006224040341442416
66,66,66,66,2019-05-10,158.4765167236328,158.44943237304688,159.30526733398438,0.00017093371797116674,-0.0052022800263978874
67,67,67,67,2019-05-13,154.75599670410156,161.43124389648438,158.0891571044922,-0.04135040424184078,-0.021084054475586256
68,68,68,68,2019-05-14,157.1883087158203,159.5935516357422,159.64756774902344,-0.01507105328047098,-0.015404300033366236
69,69,69,69,2019-05-15,156.53970336914062,157.42250061035156,158.9179229736328,-0.005607821231324639,-0.014965081093381571
70,70,70,70,2019-05-16,158.2152862548828,158.17022705078125,159.48544311523438,0.0002848779124979828,-0.007964092744400686
71,71,71,71,2019-05-17,157.30538940429688,158.2152862548828,157.97201538085938,-0.005751004672962523,-0.004219899169832786
72,72,72,72,2019-05-20,157.4134979248047,158.4765167236328,158.44943237304688,-0.006707737025050342,-0.006537949885508154
73,73,73,73,2019-05-21,157.68374633789062,154.75599670410156,161.43124389648438,0.018918489080504086,-0.02321420233246041
74,74,74,74,2019-05-22,157.16127014160156,157.1883087158203,159.5935516357422,-0.00017201390128596117,-0.015240474751085697
75,75,75,75,2019-05-23,155.53074645996094,156.53970336914062,157.42250061035156,-0.0064453738410403805,-0.012017050568095433
76,76,76,76,2019-05-24,155.09832763671875,158.2152862548828,158.17022705078125,-0.01970074252586873,-0.019421476919776137
77,77,77,77,2019-05-28,152.97235107421875,157.30538940429688,158.2152862548828,-0.02754539018966229,-0.0331379811949255
78,78,78,78,2019-05-29,152.24269104003906,157.4134979248047,158.4765167236328,-0.03284856097433064,-0.03933595849071392
79,79,79,79,2019-05-30,153.47421264648438,157.68374633789062,154.75599670410156,-0.026696053265920616,-0.008282613177620468
80,80,80,80,2019-05-31,151.02923583984375,157.16127014160156,157.1883087158203,-0.03901746464782885,-0.03918276700280243
81,81,81,81,2019-06-03,150.63076782226562,155.53074645996094,156.53970336914062,-0.03150488729221612,-0.03774720035683843
82,82,82,82,2019-06-04,154.31639099121094,155.09832763671875,158.2152862548828,-0.005041554331516207,-0.02464297449356956
83,83,83,83,2019-06-05,156.1908721923828,152.97235107421875,157.30538940429688,0.021039887898451015,-0.007085054212920827
84,84,84,84,2019-06-06,154.5518341064453,152.24269104003906,157.4134979248047,0.015167513465713434,-0.01817927849952472
85,85,85,85,2019-06-07,155.72906494140625,153.47421264648438,157.68374633789062,0.014692059702014815,-0.01239621357229681
86,86,86,86,2019-06-10,156.10939025878906,151.02923583984375,157.16127014160156,0.03363689414632587,-0.0066929968297199105
87,87,87,87,2019-06-11,154.85975646972656,150.63076782226562,155.53074645996094,0.028075198105946386,-0.004314195138304111
88,88,88,88,2019-06-12,155.05894470214844,154.31639099121094,155.09832763671875,0.004811891375685384,-0.0002539223676386593
89,89,89,89,2019-06-13,151.3642578125,156.1908721923828,152.97235107421875,-0.030902025913126296,-0.010512313175722432
90,90,90,90,2019-06-14,151.2193603515625,154.5518341064453,152.24269104003906,-0.02156217539668681,-0.0067217065166526035
91,91,91,91,2019-06-17,149.18185424804688,155.72906494140625,153.47421264648438,-0.042042316865016804,-0.027967945392393778
92,92,92,92,2019-06-18,149.9062957763672,156.10939025878906,151.02923583984375,-0.03973556281360624,-0.0074352495874862035
93,93,93,93,2019-06-19,150.2594757080078,154.85975646972656,150.63076782226562,-0.029706108717909907,-0.0024649154991754907
94,94,94,94,2019-06-20,151.61782836914062,155.05894470214844,154.31639099121094,-0.022192311057048886,-0.017487206671545352
95,95,95,95,2019-06-21,152.92181396484375,151.3642578125,156.1908721923828,0.010290118518422986,-0.020929892903808867
96,96,96,96,2019-06-24,151.454833984375,151.2193603515625,154.5518341064453,0.001557165909610081,-0.020038585371541462
97,97,97,97,2019-06-25,150.6488800048828,149.18185424804688,155.72906494140625,0.009833808302159186,-0.0326219446474868
98,98,98,98,2019-06-26,150.16891479492188,149.9062957763672,156.10939025878906,0.0017518878523052894,-0.038053287211098685
99,99,99,99,2019-06-27,150.33192443847656,150.2594757080078,154.85975646972656,0.00048215748209812226,-0.029238274258394203
100,100,100,100,2019-06-28,153.13917541503906,151.61782836914062,155.05894470214844,0.010034090728396672,-0.012380899991271344
101,101,101,101,2019-07-01,155.303466796875,152.92181396484375,151.3642578125,0.015574317164317675,0.02602469725220491
102,102,102,102,2019-07-02,155.05894470214844,151.454833984375,151.2193603515625,0.02379660406313122,0.025390825233352787
103,103,103,103,2019-07-03,155.57510375976562,150.6488800048828,149.18185424804688,0.03270003570370483,0.04285540988844794
104,104,104,104,2019-07-05,153.97225952148438,150.16891479492188,149.9062957763672,0.025327110685700482,0.027123368795549885
105,105,105,105,2019-07-08,153.57386779785156,150.33192443847656,150.2594757080078,0.02156523553785661,0.02205779085962245
106,106,106,106,2019-07-09,153.58291625976562,153.13917541503906,151.61782836914062,0.002897631148423896,0.012960796970661326
107,107,107,107,2019-07-10,153.5557098388672,155.303466796875,152.92181396484375,-0.011253818050911524,0.004145228581771576
108,108,108,108,2019-07-11,155.5298309326172,155.05894470214844,151.454833984375,0.003036820812712726,0.026905690898334722
109,109,109,109,2019-07-12,157.6125946044922,155.57510375976562,150.6488800048828,0.013096509630954767,0.04622480166718579
110,110,110,110,2019-07-15,156.38107299804688,153.97225952148438,150.16891479492188,0.01564446403559061,0.04136780379353899
111,111,111,111,2019-07-16,158.6087646484375,153.57386779785156,150.33192443847656,0.03278485410820897,0.05505710274698328
112,112,112,112,2019-07-17,149.00982666015625,153.58291625976562,153.13917541503906,-0.02977603050507638,-0.026964679310120476
113,113,113,113,2019-07-18,157.7937469482422,153.5557098388672,155.303466796875,0.02759934563046973,0.01603492956550845
114,114,114,114,2019-07-19,158.74461364746094,155.5298309326172,155.05894470214844,0.020669878540770403,0.023769470070831966
115,115,115,115,2019-07-22,157.18702697753906,157.6125946044922,155.57510375976562,-0.002700086424064163,0.010361061499033486
116,116,116,116,2019-07-23,156.86102294921875,156.38107299804688,153.97225952148438,0.0030691051159232874,0.01876158365612146
117,117,117,117,2019-07-24,157.90240478515625,158.6087646484375,153.57386779785156,-0.004453473077902892,0.028185374565172117
118,118,118,118,2019-07-25,156.85195922851562,149.00982666015625,153.58291625976562,0.052628291329032795,0.021285199215913098
119,119,119,119,2019-07-26,157.77560424804688,157.7937469482422,153.5557098388672,-0.00011497730769560732,0.027481195024319227
120,120,120,120,2019-07-29,160.73683166503906,158.74461364746094,155.5298309326172,0.01254983064812798,0.033479112664102306
121,121,121,121,2019-07-30,162.36683654785156,157.18702697753906,157.6125946044922,0.03295316203831922,0.030164099228805252
122,122,122,122,2019-07-31,162.95541381835938,156.86102294921875,156.38107299804688,0.03885216833702265,0.04204051484155391
123,123,123,123,2019-08-01,158.4819793701172,157.90240478515625,158.6087646484375,0.0036704607871520523,-0.0007993585890497812
124,124,124,124,2019-08-02,157.13267517089844,156.85195922851562,149.00982666015625,0.0017896871914353518,0.05451216669936687
125,125,125,125,2019-08-05,151.0835418701172,157.77560424804688,157.7937469482422,-0.0424150641654889,-0.04252516470330103
126,126,126,126,2019-08-06,152.43283081054688,160.73683166503906,158.74461364746094,-0.05166209118639942,-0.03976061103358908
127,127,127,127,2019-08-07,151.156005859375,162.36683654785156,157.18702697753906,-0.06904630851246885,-0.03836844066670875
128,128,128,128,2019-08-08,153.6734161376953,162.95541381835938,156.86102294921875,-0.05696035168865499,-0.020321216523976005
129,129,129,129,2019-08-09,152.14305114746094,158.4819793701172,157.90240478515625,-0.03999778553908884,-0.036474135055330925
130,130,130,130,2019-08-12,150.0240478515625,157.13267517089844,156.85195922851562,-0.04523965057938806,-0.043530928211139686
131,131,131,131,2019-08-13,152.84030151367188,151.0835418701172,157.77560424804688,0.01162773669328554,-0.03128051867014858
132,132,132,132,2019-08-14,148.2400665283203,152.43283081054688,160.73683166503906,-0.027505651242792917,-0.07774674296654593
133,133,133,133,2019-08-15,147.1081085205078,151.156005859375,162.36683654785156,-0.02677959976418709,-0.09397687576949754
134,134,134,134,2019-08-16,150.54928588867188,153.6734161376953,162.95541381835938,-0.02032967267561836,-0.07613203905895494
135,135,135,135,2019-08-19,152.8221893310547,152.14305114746094,158.4819793701172,0.004463813355074064,-0.03571251483327753
136,136,136,136,2019-08-20,151.73553466796875,150.0240478515625,157.13267517089844,0.011408083176769335,-0.034347665099316416
137,137,137,137,2019-08-21,152.6139678955078,152.84030151367188,151.0835418701172,-0.0014808503773058312,0.010129667377710039
138,138,138,138,2019-08-22,150.3862762451172,148.2400665283203,152.43283081054688,0.014477932768512725,-0.013425943443727495
139,139,139,139,2019-08-23,144.87139892578125,147.1081085205078,151.156005859375,-0.015204529629410324,-0.041576958175519096
140,140,140,140,2019-08-26,144.0835723876953,150.54928588867188,153.6734161376953,-0.04294748701603157,-0.06240405133837368
141,141,141,141,2019-08-27,142.5984649658203,152.8221893310547,152.14305114746094,-0.06689947585482492,-0.0627342892735191
142,142,142,142,2019-08-28,143.4406280517578,151.73553466796875,150.0240478515625,-0.05466686913096552,-0.04388243014425586
143,143,143,143,2019-08-29,147.3585205078125,152.6139678955078,152.84030151367188,-0.034436214850881997,-0.035866070346432966
144,144,144,144,2019-08-30,147.56808471679688,150.3862762451172,148.2400665283203,-0.01873968555300143,-0.004533064692028188
145,145,145,145,2019-09-03,145.17178344726562,144.87139892578125,147.1081085205078,0.0020734563461919375,-0.01316259921166918
146,146,146,146,2019-09-04,145.8551483154297,144.0835723876953,150.54928588867188,0.01229547476076931,-0.0311800719979064
147,147,147,147,2019-09-05,151.3675537109375,142.5984649658203,152.8221893310547,0.06149497294531936,-0.00951848436725411
148,148,148,148,2019-09-06,149.97348022460938,143.4406280517578,151.73553466796875,0.045543945683884646,-0.011612668365489576
149,149,149,149,2019-09-09,151.35841369628906,147.3585205078125,152.6139678955078,0.027143955942910747,-0.00822699400672422
150,150,150,150,2019-09-10,152.6795654296875,147.56808471679688,150.3862762451172,0.0346381178742019,0.015249324884090143
151,151,151,151,2019-09-11,152.43353271484375,145.17178344726562,144.87139892578125,0.05002176797129443,0.052198942269734205
152,152,152,152,2019-09-12,152.80714416503906,145.8551483154297,144.0835723876953,0.04766369874428311,0.060545221309967534
153,153,153,153,2019-09-13,156.21475219726562,151.3675537109375,142.5984649658203,0.032022704783778666,0.09548691309341262
154,154,154,154,2019-09-16,153.93692016601562,149.97348022460938,143.4406280517578,0.026427605303753543,0.07317516840814742
155,155,155,155,2019-09-17,152.0691375732422,151.35841369628906,147.3585205078125,0.0046956350796543145,0.03196704913429116
156,156,156,156,2019-09-18,152.9529266357422,152.6795654296875,147.56808471679688,0.001790424313072636,0.03649055911567567
157,157,157,157,2019-09-19,152.2604522705078,152.43353271484375,145.17178344726562,-0.0011354486198238423,0.048829522204066445
158,158,158,158,2019-09-20,151.59530639648438,152.80714416503906,145.8551483154297,-0.007930504657857163,0.03935519690152378
159,159,159,159,2019-09-23,151.29466247558594,156.21475219726562,151.3675537109375,-0.03149567920106977,-0.00048155125431148527
160,160,160,160,2019-09-24,150.4108123779297,153.93692016601562,149.97348022460938,-0.02290618640598474,0.0029160632444171775
161,161,161,161,2019-09-25,149.06236267089844,152.0691375732422,151.35841369628906,-0.019772420297284654,-0.015169629287987929
162,162,162,162,2019-09-26,149.1807861328125,152.9529266357422,152.6795654296875,-0.02466210085612186,-0.0229158321680335
163,163,163,163,2019-09-27,148.23318481445312,152.2604522705078,152.43353271484375,-0.02644985875189565,-0.0275552749161051
164,164,164,164,2019-09-30,147.58628845214844,151.59530639648438,152.80714416503906,-0.02644552816068524,-0.03416630643428453
165,165,165,165,2019-10-01,142.09210205078125,151.29466247558594,156.21475219726562,-0.06082541362812244,-0.09040535511428849
166,166,166,166,2019-10-02,138.51138305664062,150.4108123779297,153.93692016601562,-0.07911285853167238,-0.10020687105302029
167,167,167,167,2019-10-03,140.0147247314453,149.06236267089844,152.0691375732422,-0.06069699807072426,-0.0792692918113711
168,168,168,168,2019-10-04,142.4292755126953,149.1807861328125,152.9529266357422,-0.045257239857326215,-0.0688032020996171
169,169,169,169,2019-10-07,142.05569458007812,148.23318481445312,152.2604522705078,-0.04167413823097377,-0.06702172191305322
170,170,170,170,2019-10-08,138.01022338867188,147.58628845214844,151.59530639648438,-0.06488451714524546,-0.08961413998057366
171,171,171,171,2019-10-09,139.61386108398438,142.09210205078125,151.29466247558594,-0.017441088779946323,-0.0772056409689037
172,172,172,172,2019-10-10,141.9281463623047,138.51138305664062,150.4108123779297,0.024667743764184902,-0.05639665049019904
173,173,173,173,2019-10-11,147.04873657226562,140.0147247314453,149.06236267089844,0.050237657891424536,-0.013508615203413399
174,174,174,174,2019-10-14,145.3722381591797,142.4292755126953,149.1807861328125,0.020662624561493814,-0.025529748651693995
175,175,175,175,2019-10-15,148.64320373535156,142.05569458007812,148.23318481445312,0.04637272145088134,0.0027660400160172127
176,176,176,176,2019-10-16,148.79811096191406,138.01022338867188,147.58628845214844,0.07816730752518786,0.008210942374626606
177,177,177,177,2019-10-17,149.13523864746094,139.61386108398438,142.09210205078125,0.06819793886904257,0.04956740378267188
178,178,178,178,2019-10-18,147.14894104003906,141.9281463623047,138.51138305664062,0.036784773221846256,0.06235991434629118
179,179,179,179,2019-10-21,152.22401428222656,147.04873657226562,140.0147247314453,0.03519430245099464,0.0872000396686794
180,180,180,180,2019-10-22,155.59519958496094,145.3722381591797,142.4292755126953,0.0703226527652916,0.09243832789904283
181,181,181,181,2019-10-23,154.92098999023438,148.64320373535156,142.05569458007812,0.042233927264242466,0.09056515085992523
182,182,182,182,2019-10-24,155.24899291992188,148.79811096191406,138.01022338867188,0.04335325170666282,0.1249093661902223
183,183,183,183,2019-10-25,157.01658630371094,149.13523864746094,139.61386108398438,0.05284698457405246,0.12464897886648951
184,184,184,184,2019-10-28,155.57701110839844,147.14894104003906,141.9281463623047,0.057275777921270254,0.09616742764505526
185,185,185,185,2019-10-29,155.06675720214844,152.22401428222656,147.04873657226562,0.018674733637304985,0.05452628031212248
186,186,186,186,2019-10-30,153.02578735351562,155.59519958496094,145.3722381591797,-0.016513441534822593,0.052647942215455545
187,187,187,187,2019-10-31,150.75709533691406,154.92098999023438,148.64320373535156,-0.02687753708250118,0.014221246235557095
188,188,188,188,2019-11-01,157.19882202148438,155.24899291992188,148.79811096191406,0.012559367148798461,0.056457108260739464
189,189,189,189,2019-11-04,160.9344940185547,157.01658630371094,149.13523864746094,0.024952190128917362,0.0791178227098015
190,190,190,190,2019-11-05,161.97315979003906,155.57701110839844,147.14894104003906,0.04111242808993221,0.1007429523122858
191,191,191,191,2019-11-06,160.67027282714844,155.06675720214844,152.22401428222656,0.036136150172374704,0.0554857167888263
192,192,192,192,2019-11-07,161.2806854248047,153.02578735351562,155.59519958496094,0.05394449010230451,0.03654023938405149
193,193,193,193,2019-11-08,160.4516143798828,150.75709533691406,154.92098999023438,0.06430555736898014,0.03569964528368352
194,194,194,194,2019-11-11,161.08938598632812,157.19882202148438,155.24899291992188,0.024749320095490468,0.037619523042051295
195,195,195,195,2019-11-12,159.87754821777344,160.9344940185547,157.01658630371094,-0.006567552886824868,0.01822076241377868
196,196,196,196,2019-11-13,159.94134521484375,161.97315979003906,155.57701110839844,-0.012544143596563084,0.028052564291805693
197,197,197,197,2019-11-14,159.23977661132812,160.67027282714844,155.06675720214844,-0.008903303583477795,0.026911115473573943
198,198,198,198,2019-11-15,160.6064910888672,161.2806854248047,153.02578735351562,-0.004180254654558957,0.04953873374190754
199,199,199,199,2019-11-18,160.58824157714844,160.4516143798828,150.75709533691406,0.0008515165010565262,0.06521183111324613
200,200,200,200,2019-11-19,161.42649841308594,161.08938598632812,157.19882202148438,0.0020927041511376032,0.02689381725152984
201,201,201,201,2019-11-20,158.62022399902344,159.87754821777344,160.9344940185547,-0.00786429509812947,-0.014380198810979739
202,202,202,202,2019-11-21,158.69308471679688,159.94134521484375,161.97315979003906,-0.007804489179268348,-0.020250732142868877
203,203,203,203,2019-11-22,160.3057861328125,159.23977661132812,160.67027282714844,0.0066943670995363025,-0.0022685384665279695
204,204,204,204,2019-11-25,163.9138946533203,160.6064910888672,161.2806854248047,0.020593212279465423,0.016326872753422927
205,205,205,205,2019-11-26,162.26475524902344,160.58824157714844,160.4516143798828,0.010439828317502231,0.01130023450463935
206,206,206,206,2019-11-27,162.32888793945312,161.42649841308594,161.08938598632812,0.0055900954009298065,0.007694497967918323
207,207,207,207,2019-11-29,161.22950744628906,158.62022399902344,159.87754821777344,0.016449878719637212,0.008456216920928128
208,208,208,208,2019-12-02,158.4903106689453,158.69308471679688,159.94134521484375,-0.0012777749466111876,-0.00907229174513513
209,209,209,209,2019-12-03,153.90963745117188,160.3057861328125,159.23977661132812,-0.03989967446553333,-0.03347241043402138
210,210,210,210,2019-12-04,157.0794677734375,163.9138946533203,160.6064910888672,-0.04169522598641018,-0.021960652346723064
211,211,211,211,2019-12-05,156.19082641601562,162.26475524902344,160.58824157714844,-0.03743221270500985,-0.027383170261692236
212,212,212,212,2019-12-06,157.57415771484375,162.32888793945312,161.42649841308594,-0.02929072135566424,-0.023864363881474726
213,213,213,213,2019-12-09,156.9878387451172,161.22950744628906,158.62022399902344,-0.026308265579642165,-0.010291154638114142
214,214,214,214,2019-12-10,157.43675231933594,158.4903106689453,158.69308471679688,-0.006647462202342802,-0.007916743188293163
215,215,215,215,2019-12-11,159.81869506835938,153.90963745117188,160.3057861328125,0.03839303187925558,-0.0030385120600049387
216,216,216,216,2019-12-12,160.52410888671875,157.0794677734375,163.9138946533203,0.02192928943615735,-0.02068028322901483
217,217,217,217,2019-12-13,162.1822967529297,156.19082641601562,162.26475524902344,0.03835993748413702,-0.0005081725601299159
218,218,218,218,2019-12-16,164.98565673828125,157.57415771484375,162.32888793945312,0.04703499057789551,0.016366580419247878
219,219,219,219,2019-12-17,162.51211547851562,156.9878387451172,161.22950744628906,0.03518920177229501,0.007955169326891554
220,220,220,220,2019-12-18,163.27249145507812,157.43675231933594,158.4903106689453,0.03706719714279494,0.03017333214849849
221,221,221,221,2019-12-19,162.58538818359375,159.81869506835938,153.90963745117188,0.017311448538926966,0.05636911941381362
222,222,222,222,2019-12-20,165.26966857910156,160.52410888671875,157.0794677734375,0.02956290943020745,0.052140492463834676
223,223,223,223,2019-12-23,164.371826171875,162.1822967529297,156.19082641601562,0.013500421826439402,0.052378234647848076
224,224,224,224,2019-12-24,164.80242919921875,164.98565673828125,157.57415771484375,-0.001110566473988439,0.045872188620266874
225,225,225,225,2019-12-26,165.64524841308594,162.51211547851562,156.9878387451172,0.019279380650143008,0.05514700843818088
226,226,226,226,2019-12-27,166.19496154785156,163.27249145507812,157.43675231933594,0.017899341565309035,0.055630017130631426
227,227,227,227,2019-12-30,165.04063415527344,162.58538818359375,159.81869506835938,0.015101270779064091,0.03267414418995518
228,228,228,228,2019-12-31,165.62692260742188,165.26966857910156,160.52410888671875,0.0021616430370543505,0.03178845692458676
229,229,229,229,2020-01-02,166.9827880859375,164.371826171875,162.1822967529297,0.01588448564982392,0.02959935473303199
230,230,230,230,2020-01-03,165.80099487304688,164.80242919921875,164.98565673828125,0.006059168415661009,0.00494187283237002
231,231,231,231,2020-01-06,164.38099670410156,165.64524841308594,162.51211547851562,-0.007632284783874899,0.011499950142689563
232,232,232,232,2020-01-07,163.13507080078125,166.19496154785156,163.27249145507812,-0.018411453142574974,-0.0008416644657786021
233,233,233,233,2020-01-08,164.92153930664062,165.04063415527344,162.58538818359375,-0.0007216092524267026,0.014368764309919735
234,234,234,234,2020-01-09,164.0786895751953,165.62692260742188,165.26966857910156,-0.009347713571278948,-0.007206276954178192
235,235,235,235,2020-01-10,163.01597595214844,166.9827880859375,164.371826171875,-0.02375581447201336,-0.008248677716270025
236,236,236,236,2020-01-13,164.8115692138672,165.80099487304688,164.80242919921875,-0.005967549591227028,5.546043643200882e-05
237,237,237,237,2020-01-14,165.6361083984375,164.38099670410156,165.64524841308594,0.007635381945002129,-5.517824831080542e-05
238,238,238,238,2020-01-15,165.6361083984375,163.13507080078125,166.19496154785156,0.015331084759269809,-0.0033626359319752774
239,239,239,239,2020-01-16,168.47613525390625,164.92153930664062,165.04063415527344,0.021553254730763305,0.020816092450303136
240,240,240,240,2020-01-17,169.7770233154297,164.0786895751953,165.62692260742188,0.03472927383188851,0.02505692095629053
241,241,241,241,2020-01-21,167.1569061279297,163.01597595214844,166.9827880859375,0.025401989906785438,0.0010427304753264366
242,242,242,242,2020-01-22,165.75518798828125,164.8115692138672,165.80099487304688,0.00572544014303733,-0.0002762762961747711
