,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,AVY,AVY_6m,AVY_12m,AVY_6m_ret,AVY_12m_ret
41,41,41,41,2019-04-04,104.79251098632812,102.49535369873048,103.5747528076172,0.02241230655537607,0.011757287810986394
42,42,42,42,2019-04-05,105.2076416015625,104.26665496826172,101.4621124267578,0.009024808876694213,0.03691554497752536
43,43,43,43,2019-04-08,105.08773803710938,104.24820709228516,102.62451171875,0.008053193126679181,0.024002319495658453
44,44,44,44,2019-04-09,103.89764404296876,104.88477325439452,100.54878997802734,-0.009411558806839415,0.03330576196564117
45,45,45,45,2019-04-10,104.94934844970705,104.33124542236328,100.90857696533205,0.005924428725464725,0.04004388532565706
46,46,46,46,2019-04-11,105.4936294555664,104.49729919433594,102.27394104003906,0.009534507292648486,0.03148102422558319
47,47,47,47,2019-04-12,107.30184936523438,104.79251098632812,102.49535369873048,0.02394577966772493,0.0468947663777215
48,48,48,48,2019-04-15,107.04351806640624,105.2076416015625,104.26665496826172,0.01745002964515141,0.026632321704285866
49,49,49,49,2019-04-16,107.35720825195312,105.08773803710938,104.24820709228516,0.02159595645728274,0.029823065992067743
50,50,50,50,2019-04-17,104.83863830566406,103.89764404296876,104.88477325439452,0.009056935519212939,-0.00043986316887534294
51,51,51,51,2019-04-18,104.5895538330078,104.94934844970705,104.33124542236328,-0.0034282691795048947,0.0024758490095542207
52,52,52,52,2019-04-22,105.06927490234376,105.4936294555664,104.49729919433594,-0.004022560939581421,0.005473593216453576
53,53,53,53,2019-04-23,107.01586151123048,107.30184936523438,104.79251098632812,-0.0026652649110496807,0.021216692910359214
54,54,54,54,2019-04-24,102.21859741210938,107.04351806640624,105.2076416015625,-0.045074384151907676,-0.028410903846443958
55,55,55,55,2019-04-25,100.05982971191406,107.35720825195312,105.08773803710938,-0.0679728791280888,-0.04784486200873239
56,56,56,56,2019-04-26,100.72406768798828,104.83863830566406,103.89764404296876,-0.03924670030222521,-0.030545219616991415
57,57,57,57,2019-04-29,101.12075805664062,104.5895538330078,104.94934844970705,-0.03316579571517819,-0.036480363619418976
58,58,58,58,2019-04-30,102.0802230834961,105.06927490234376,105.4936294555664,-0.02844839104129948,-0.03235651659428429
59,59,59,59,2019-05-01,100.1151885986328,107.01586151123048,107.30184936523438,-0.06448271139576367,-0.06697611279876081
60,60,60,60,2019-05-02,101.12075805664062,102.21859741210938,107.04351806640624,-0.010740113670731022,-0.05533039381320903
61,61,61,61,2019-05-03,102.7905731201172,100.05982971191406,107.35720825195312,0.027291105891998013,-0.04253682827815941
62,62,62,62,2019-05-06,100.94546508789062,100.72406768798828,104.83863830566406,0.002198058567175476,-0.037134908280882395
63,63,63,63,2019-05-07,98.55607604980467,101.12075805664062,104.5895538330078,-0.02536256705472284,-0.05768719305215164
64,64,64,64,2019-05-08,97.99331665039062,102.0802230834961,105.06927490234376,-0.04003622160741749,-0.06734564656061315
65,65,65,65,2019-05-09,97.3659896850586,100.1151885986328,107.01586151123048,-0.02746035793425805,-0.09017235099452248
66,66,66,66,2019-05-10,98.02098083496094,101.12075805664062,102.21859741210938,-0.030654212658724478,-0.041065096601014095
67,67,67,67,2019-05-13,95.72384643554688,102.7905731201172,100.05982971191406,-0.06874878181983102,-0.043333906212423834
68,68,68,68,2019-05-14,95.39173126220705,100.94546508789062,100.72406768798828,-0.055017170120996384,-0.05294004251594708
69,69,69,69,2019-05-15,95.05037689208984,98.55607604980467,101.12075805664062,-0.03557060404822987,-0.06003100927260241
70,70,70,70,2019-05-16,94.82898712158205,97.99331665039062,102.0802230834961,-0.03229127900730122,-0.07103467981239553
71,71,71,71,2019-05-17,93.78649139404295,97.3659896850586,100.1151885986328,-0.03676333289061129,-0.06321415654483686
72,72,72,72,2019-05-20,92.18123626708984,98.02098083496094,101.12075805664062,-0.05957647554765377,-0.08840441825548317
73,73,73,73,2019-05-21,93.6296615600586,95.72384643554688,102.7905731201172,-0.021877358186795703,-0.08912209828184836
74,74,74,74,2019-05-22,92.80859375,95.39173126220705,100.94546508789062,-0.027079260204500022,-0.08060660606007475
75,75,75,75,2019-05-23,91.96905517578124,95.05037689208984,98.55607604980467,-0.03241777483751396,-0.06683525905287391
76,76,76,76,2019-05-24,93.41748046875,94.82898712158205,97.99331665039062,-0.014884759351297627,-0.04669539044142945
77,77,77,77,2019-05-28,93.9156494140625,93.78649139404295,97.3659896850586,0.0013771495030865388,-0.035436811993146855
78,78,78,78,2019-05-29,94.59833526611328,92.18123626708984,98.02098083496094,0.026221160584351866,-0.03491747929568678
79,79,79,79,2019-05-30,95.61315155029295,93.6296615600586,95.72384643554688,0.021184419095246376,-0.0011563982160751607
80,80,80,80,2019-05-31,96.00060272216795,92.80859375,95.39173126220705,0.03439346339808047,0.006382853648889908
81,81,81,81,2019-06-03,97.58738708496094,91.96905517578124,95.05037689208984,0.06108937292485317,0.026691216550896346
82,82,82,82,2019-06-04,99.89722442626952,93.41748046875,94.82898712158205,0.069363291805832,0.05344607654819078
83,83,83,83,2019-06-05,101.23299407958984,93.9156494140625,93.78649139404295,0.07791400806127724,0.07939845680184887
84,84,84,84,2019-06-06,102.36473083496094,94.59833526611328,92.18123626708984,0.08209864948468826,0.11047253194093654
85,85,85,85,2019-06-07,104.0344467163086,95.61315155029295,93.6296615600586,0.0880767449819495,0.11112701875543851
86,86,86,86,2019-06-10,104.38697814941406,96.00060272216795,92.80859375,0.08735752890548842,0.1247555202765267
87,87,87,87,2019-06-11,104.14579010009766,97.58738708496094,91.96905517578124,0.06720543720908201,0.13240034815017854
88,88,88,88,2019-06-12,103.73763275146484,99.89722442626952,93.41748046875,0.03844359387612206,0.11047345990204849
89,89,89,89,2019-06-13,103.01407623291016,101.23299407958984,93.9156494140625,0.017593889912215888,0.09687870845394264
90,90,90,90,2019-06-14,102.4018325805664,102.36473083496094,94.59833526611328,0.0003624465702478652,0.08249085242886367
91,91,91,91,2019-06-17,102.1513671875,104.0344467163086,95.61315155029295,-0.018100538698913482,0.06838196975201583
92,92,92,92,2019-06-18,102.54097747802734,104.38697814941406,96.00060272216795,-0.017684204525438507,0.06812847597204841
93,93,93,93,2019-06-19,103.3665771484375,104.14579010009766,97.58738708496094,-0.0074819438300024466,0.05922066607281051
94,94,94,94,2019-06-20,104.67453002929688,103.73763275146484,99.89722442626952,0.009031411773937847,0.04782220557642525
95,95,95,95,2019-06-21,103.9602508544922,103.01407623291016,101.23299407958984,0.009184906142756466,0.026940394282502167
96,96,96,96,2019-06-24,103.62631225585938,102.4018325805664,102.36473083496094,0.011957595332384274,0.0123243758920486
97,97,97,97,2019-06-25,103.83039093017578,102.1513671875,104.0344467163086,0.01643662526409373,-0.001961425206492007
98,98,98,98,2019-06-26,102.36473083496094,102.54097747802734,104.38697814941406,-0.0017187923052924825,-0.019372601356067443
99,99,99,99,2019-06-27,104.85079956054688,103.3665771484375,104.14579010009766,0.014358823258489029,0.006769447519401561
100,100,100,100,2019-06-28,107.30902862548828,104.67453002929688,103.73763275146484,0.025168477904357944,0.034427196565973484
101,101,101,101,2019-07-01,109.98063659667967,103.9602508544922,103.01407623291016,0.057910458013552546,0.06762726627784765
102,102,102,102,2019-07-02,110.79695129394533,103.62631225585938,102.4018325805664,0.06919708790158641,0.08198211400927735
103,103,103,103,2019-07-03,111.45557403564452,103.83039093017578,102.1513671875,0.07343883652134697,0.09108254842117325
104,104,104,104,2019-07-05,111.76170349121094,102.36473083496094,102.54097747802734,0.0917989289826826,0.08992235338462051
105,105,105,105,2019-07-08,109.182861328125,104.85079956054688,103.3665771484375,0.04131643998648338,0.05626851870440808
106,106,106,106,2019-07-09,107.28119659423828,107.30902862548828,104.67453002929688,-0.00025936336957377293,0.02490258675354773
107,107,107,107,2019-07-10,106.30718231201172,109.98063659667967,103.9602508544922,-0.03340091854659133,0.02257527697585493
108,108,108,108,2019-07-11,106.95653533935548,110.79695129394533,103.62631225585938,-0.03466174754575313,0.032136848364087145
109,109,109,109,2019-07-12,105.26821899414062,111.45557403564452,103.83039093017578,-0.05551409245378003,0.013847853707222857
110,110,110,110,2019-07-15,105.24967193603516,111.76170349121094,102.36473083496094,-0.05826711075218971,0.02818295986852637
111,111,111,111,2019-07-16,107.52238464355467,109.182861328125,104.85079956054688,-0.015208217337152719,0.025479873250418672
112,112,112,112,2019-07-17,105.06415557861328,107.28119659423828,107.30902862548828,-0.0206656999176692,-0.0209197033616777
113,113,113,113,2019-07-18,105.61143493652344,106.30718231201172,109.98063659667967,-0.00654468833014743,-0.03972700827491071
114,114,114,114,2019-07-19,105.62073516845705,106.95653533935548,110.79695129394533,-0.012489187001618607,-0.04671803750046999
115,115,115,115,2019-07-22,104.16434478759766,105.26821899414062,111.45557403564452,-0.01048630077615742,-0.06541825575915172
116,116,116,116,2019-07-23,108.61701202392578,105.24967193603516,111.76170349121094,0.03199382977589815,-0.02813746899923064
117,117,117,117,2019-07-24,108.17173767089844,107.52238464355467,109.182861328125,0.006039235732135495,-0.009260827614581912
118,118,118,118,2019-07-25,107.59658813476562,105.06415557861328,107.28119659423828,0.024103677816717184,0.0029398585263755717
119,119,119,119,2019-07-26,108.70975494384766,105.61143493652344,106.30718231201172,0.02933697481893338,0.022600285132046816
120,120,120,120,2019-07-29,107.97693634033205,105.62073516845705,106.95653533935548,0.02230813076728766,0.009540333348859953
121,121,121,121,2019-07-30,107.68936920166016,104.16434478759766,105.26821899414062,0.03384098869195995,0.02299982112981591
122,122,122,122,2019-07-31,106.55764770507812,108.61701202392578,105.24967193603516,-0.018959868997261875,0.012427361957364491
123,123,123,123,2019-08-01,102.98623657226562,108.17173767089844,107.52238464355467,-0.047937670322068526,-0.04218794148145755
124,124,124,124,2019-08-02,102.84710693359376,107.59658813476562,105.06415557861328,-0.044141559537399955,-0.0211018556500997
125,125,125,125,2019-08-05,100.50017547607422,108.70975494384766,105.61143493652344,-0.07551833294090271,-0.0483968375538244
126,126,126,126,2019-08-06,102.09571075439452,107.97693634033205,105.62073516845705,-0.05446742411176142,-0.03337435976411618
127,127,127,127,2019-08-07,102.97695922851562,107.68936920166016,104.16434478759766,-0.04375928662299089,-0.011399155454807852
128,128,128,128,2019-08-08,106.37212371826172,106.55764770507812,108.61701202392578,-0.0017410668385799966,-0.020667925436667067
129,129,129,129,2019-08-09,105.0548858642578,102.98623657226562,108.17173767089844,0.02008665779859431,-0.02881392010289552
130,130,130,130,2019-08-12,104.00665283203124,102.84710693359376,107.59658813476562,0.011274462967501453,-0.033364768948230594
131,131,131,131,2019-08-13,104.57250213623048,100.50017547607422,108.70975494384766,0.040520592534943,-0.0380577880039763
132,132,132,132,2019-08-14,101.9472885131836,102.09571075439452,107.97693634033205,-0.001453755893506381,-0.05584199766646125
133,133,133,133,2019-08-15,103.55210876464844,102.97695922851562,107.68936920166016,0.005585225476084421,-0.03841846662936843
134,134,134,134,2019-08-16,105.73207092285156,106.37212371826172,106.55764770507812,-0.006017110245024382,-0.00774770089249277
135,135,135,135,2019-08-19,107.36467742919922,105.0548858642578,102.98623657226562,0.021986522054061597,0.04251481559733694
136,136,136,136,2019-08-20,105.83407592773438,104.00665283203124,102.84710693359376,0.017570251959308836,0.029042810081855164
137,137,137,137,2019-08-21,106.6504135131836,104.57250213623048,100.50017547607422,0.019870533213847574,0.061196291528600844
138,138,138,138,2019-08-22,106.6318588256836,101.9472885131836,102.09571075439452,0.04595090640291244,0.044430349108410816
139,139,139,139,2019-08-23,102.70797729492188,103.55210876464844,102.97695922851562,-0.008151755476511702,-0.002612059392789523
140,140,140,140,2019-08-26,103.60775756835938,105.73207092285156,106.37212371826172,-0.020091475897055067,-0.02598769351662167
141,141,141,141,2019-08-27,104.74874877929688,107.36467742919922,105.0548858642578,-0.024364890879753243,-0.0029140680363641813
142,142,142,142,2019-08-28,105.4630355834961,105.83407592773438,104.00665283203124,-0.0035058684170080623,0.014002784550877667
143,143,143,143,2019-08-29,106.67822265625,106.6504135131836,104.57250213623048,0.0002607504476572764,0.020136464911935548
144,144,144,144,2019-08-30,107.20697784423828,106.6318588256836,101.9472885131836,0.005393500825066289,0.05159224347957547
145,145,145,145,2019-09-03,105.0346908569336,102.70797729492188,103.55210876464844,0.02265367913273808,0.014317256403292955
146,146,146,146,2019-09-04,106.61028289794922,103.60775756835938,105.73207092285156,0.0289797347231342,0.008306013184386174
147,147,147,147,2019-09-05,106.2187271118164,104.74874877929688,107.36467742919922,0.014033373664603221,-0.010673438833162852
148,148,148,148,2019-09-06,106.4611587524414,105.4630355834961,105.83407592773438,0.009464199123635941,0.005925150469828111
149,149,149,149,2019-09-09,105.7432632446289,106.67822265625,106.6504135131836,-0.008764294982995913,-0.008505829829178801
150,150,150,150,2019-09-10,105.99498748779295,107.20697784423828,106.6318588256836,-0.011305144318182636,-0.00597261779832392
151,151,151,151,2019-09-11,105.35169982910156,105.0346908569336,102.70797729492188,0.003018135909018449,0.025740186924218644
152,152,152,152,2019-09-12,105.35169982910156,106.61028289794922,103.60775756835938,-0.01180545660921295,0.016832159113100653
153,153,153,153,2019-09-13,108.66141510009766,106.2187271118164,104.74874877929688,0.022996773306366514,0.03735286928385828
154,154,154,154,2019-09-16,105.2957534790039,106.4611587524414,105.4630355834961,-0.010946764877390325,-0.0015861681163136243
155,155,155,155,2019-09-17,106.93660736083984,105.7432632446289,106.67822265625,0.011285296855745974,0.002422094202135794
156,156,156,156,2019-09-18,106.67557525634766,105.99498748779295,107.20697784423828,0.006420942958581755,-0.004956791046406561
157,157,157,157,2019-09-19,106.34925842285156,105.35169982910156,105.0346908569336,0.009468841939600514,0.012515556100493708
158,158,158,158,2019-09-20,105.18384552001952,105.35169982910156,106.61028289794922,-0.001593275754964929,-0.01337992301638613
159,159,159,159,2019-09-23,105.53814697265624,108.66141510009766,106.2187271118164,-0.028743120311513493,-0.0064073460270684945
160,160,160,160,2019-09-24,104.72704315185548,105.2957534790039,106.4611587524414,-0.005401075621362272,-0.016288716193840536
161,161,161,161,2019-09-25,104.66178131103516,106.93660736083984,105.7432632446289,-0.021272659624675283,-0.010227431047704849
162,162,162,162,2019-09-26,104.94145965576172,106.67557525634766,105.99498748779295,-0.016255976088422774,-0.009939411825040989
163,163,163,163,2019-09-27,105.18384552001952,106.34925842285156,105.35169982910156,-0.01095835476537399,-0.001593275754964929
164,164,164,164,2019-09-30,105.88309478759766,105.18384552001952,105.35169982910156,0.006647877001654701,0.005044009345441136
165,165,165,165,2019-10-01,104.10238647460938,105.53814697265624,108.66141510009766,-0.013604185209153297,-0.04195627878846009
166,166,166,166,2019-10-02,102.00466918945312,104.72704315185548,105.2957534790039,-0.025994947250204348,-0.031255622195695
167,167,167,167,2019-10-03,102.04196166992188,104.66178131103516,106.93660736083984,-0.02503129230456791,-0.04577146976808233
168,168,168,168,2019-10-04,103.82268524169922,104.94145965576172,106.67557525634766,-0.010660938181462298,-0.026743610313727184
169,169,169,169,2019-10-07,103.64556121826172,105.18384552001952,106.34925842285156,-0.014624720118880052,-0.025422812012847018
170,170,170,170,2019-10-08,101.52918243408205,105.88309478759766,105.18384552001952,-0.04111999523861287,-0.03474547890761304
171,171,171,171,2019-10-09,103.03020477294922,104.10238647460938,105.53814697265624,-0.01029929992932166,-0.023763371554711865
172,172,172,172,2019-10-10,103.7667465209961,102.00466918945312,104.72704315185548,0.017274477193492732,-0.009169519180131425
173,173,173,173,2019-10-11,105.69664764404295,102.04196166992188,104.66178131103516,0.03581552053990289,0.00988771947166045
174,174,174,174,2019-10-14,105.2584457397461,103.82268524169922,104.94145965576172,0.013828967096202849,0.0030205991514142827
175,175,175,175,2019-10-15,105.9297103881836,103.64556121826172,105.18384552001952,0.02203808000143681,0.007091059130578392
176,176,176,176,2019-10-16,106.35857391357422,101.52918243408205,105.88309478759766,0.04756653568669944,0.00449060472713203
177,177,177,177,2019-10-17,107.54261779785156,103.03020477294922,104.10238647460938,0.04379699171564777,0.03304661343264459
178,178,178,178,2019-10-18,108.97837829589844,103.7667465209961,102.00466918945312,0.05022448857301143,0.06836656754891335
179,179,179,179,2019-10-21,110.47943115234376,105.69664764404295,102.04196166992188,0.0452500965253686,0.08268627282680852
180,180,180,180,2019-10-22,110.41414642333984,105.2584457397461,103.82268524169922,0.0489813491673754,0.06348767772954145
181,181,181,181,2019-10-23,117.6023178100586,105.9297103881836,103.64556121826172,0.11019200731409784,0.13465850758824183
182,182,182,182,2019-10-24,117.65824127197266,106.35857391357422,101.52918243408205,0.10624124546442704,0.15886130914490937
183,183,183,183,2019-10-25,118.21763610839844,107.54261779785156,103.03020477294922,0.09926314357172106,0.14740756236404873
184,184,184,184,2019-10-28,118.8609390258789,108.97837829589844,103.7667465209961,0.09068368317197106,0.1454627133542119
185,185,185,185,2019-10-29,120.43653869628906,110.47943115234376,105.69664764404295,0.0901263469596898,0.13945466938446316
186,186,186,186,2019-10-30,120.27806091308594,110.41414642333984,105.2584457397461,0.08933560426149367,0.14269273185427966
187,187,187,187,2019-10-31,119.20588684082033,117.6023178100586,105.9297103881836,0.013635522331725491,0.12533005522233243
188,188,188,188,2019-11-01,120.64165496826172,117.65824127197266,106.35857391357422,0.025356606252449065,0.13429176914588736
189,189,189,189,2019-11-04,121.80704498291016,118.21763610839844,107.54261779785156,0.030362719071970412,0.1326397615861603
190,190,190,190,2019-11-05,124.28701782226562,118.8609390258789,108.97837829589844,0.04565064722570744,0.14047409922728993
191,191,191,191,2019-11-06,123.08434295654295,120.43653869628906,110.47943115234376,0.021985057764994265,0.1140928376687409
192,192,192,192,2019-11-07,123.69032287597656,120.27806091308594,110.41414642333984,0.028369778636158305,0.12023981421487795
193,193,193,193,2019-11-08,124.77181243896484,119.20588684082033,117.6023178100586,0.04669170076790663,0.060963888828159174
194,194,194,194,2019-11-11,124.42683410644533,120.64165496826172,117.65824127197266,0.031375391353669846,0.057527571050690396
195,195,195,195,2019-11-12,124.8277359008789,121.80704498291016,118.21763610839844,0.024798983658067986,0.05591466730411865
196,196,196,196,2019-11-13,123.27079010009766,124.28701782226562,118.8609390258789,-0.008176459134462521,0.03710092743974225
197,197,197,197,2019-11-14,122.92584991455078,123.08434295654295,120.43653869628906,-0.0012876783365382005,0.020669069745844704
198,198,198,198,2019-11-15,123.1402359008789,123.69032287597656,120.27806091308594,-0.004447291932847652,0.023796318015645523
199,199,199,199,2019-11-18,122.24522399902344,124.77181243896484,119.20588684082033,-0.020249673308042615,0.025496535773116946
200,200,200,200,2019-11-19,122.63681030273438,124.42683410644533,120.64165496826172,-0.014386155659796174,0.016537864429972737
201,201,201,201,2019-11-20,122.85124969482422,124.8277359008789,121.80704498291016,-0.01583371028714442,0.008572613448266209
202,202,202,202,2019-11-21,122.6181869506836,123.27079010009766,124.28701782226562,-0.005294061544378392,-0.013427234000967903
203,203,203,203,2019-11-22,120.51112365722656,122.92584991455078,123.08434295654295,-0.019643762959562716,-0.020906146448089746
204,204,204,204,2019-11-25,120.50181579589844,123.1402359008789,123.69032287597656,-0.02142614138813448,-0.025778145015234677
205,205,205,205,2019-11-26,121.8909683227539,122.24522399902344,124.77181243896484,-0.0028979101569838184,-0.023088901731071476
206,206,206,206,2019-11-27,121.95620727539062,122.63681030273438,124.42683410644533,-0.00554974502079475,-0.019856061184849505
207,207,207,207,2019-11-29,121.54602813720705,122.85124969482422,124.8277359008789,-0.010624406026470967,-0.026289892546619176
208,208,208,208,2019-12-02,120.03565216064452,122.6181869506836,123.27079010009766,-0.021061596605385757,-0.02624415676111236
209,209,209,209,2019-12-03,120.59758758544922,120.51112365722656,122.92584991455078,0.000717476740724754,-0.018940380161861836
210,210,210,210,2019-12-04,120.372802734375,120.50181579589844,123.1402359008789,-0.0010706316802889804,-0.022473833562666967
211,211,211,211,2019-12-05,121.6558609008789,121.8909683227539,122.24522399902344,-0.0019288338185358134,-0.004821154388405691
212,212,212,212,2019-12-06,121.88063049316406,121.95620727539062,122.63681030273438,-0.0006197042685650578,-0.0061660100886810065
213,213,213,213,2019-12-09,121.83380126953124,121.54602813720705,122.85124969482422,0.002367606220742502,-0.008281954215528464
214,214,214,214,2019-12-10,121.53410339355467,120.03565216064452,122.6181869506836,0.012483384777255857,-0.008841131842578398
215,215,215,215,2019-12-11,121.57156372070312,120.59758758544922,120.51112365722656,0.008076248909737016,0.008799520171206776
216,216,216,216,2019-12-12,121.39361572265624,120.372802734375,120.50181579589844,0.008480428843497645,0.007400717747426233
217,217,217,217,2019-12-13,121.74015045166016,121.6558609008789,121.8909683227539,0.0006928523636844375,-0.0012373178519216044
218,218,218,218,2019-12-16,122.50808715820312,121.88063049316406,121.95620727539062,0.005148124542022625,0.004525229958703969
219,219,219,219,2019-12-17,122.36761474609376,121.83380126953124,121.54602813720705,0.0043814891351996454,0.006759468996874851
220,220,220,220,2019-12-18,121.9274673461914,121.53410339355467,120.03565216064452,0.0032366549112796683,0.015760444097184134
221,221,221,221,2019-12-19,123.5757293701172,121.57156372070312,120.59758758544922,0.016485480552166143,0.02469487030623907
222,222,222,222,2019-12-20,123.54763793945312,121.39361572265624,120.372802734375,0.017744114498723818,0.026375021042618574
223,223,223,223,2019-12-23,124.43736267089844,121.74015045166016,121.6558609008789,0.02215548616649099,0.022863689011134447
224,224,224,224,2019-12-24,124.7651596069336,122.50808715820312,121.88063049316406,0.018423864914450583,0.023666837807598373
225,225,225,225,2019-12-26,124.63404846191406,122.36761474609376,121.83380126953124,0.01852151584815176,0.022984156803807387
226,226,226,226,2019-12-27,123.25733947753906,121.9274673461914,121.53410339355467,0.01090707582379058,0.014179033175603095
227,227,227,227,2019-12-30,122.66730499267578,123.5757293701172,121.57156372070312,-0.007351155296204115,0.009013137928290504
228,228,228,228,2019-12-31,122.51748657226562,123.54763793945312,121.39361572265624,-0.008338090346108773,0.009258072122812822
229,229,229,229,2020-01-02,121.10328674316406,124.43736267089844,121.74015045166016,-0.026793206286057858,-0.005231336630793559
230,230,230,230,2020-01-03,120.35407257080078,124.7651596069336,122.50808715820312,-0.03535511876897146,-0.017582631786754788
231,231,231,231,2020-01-06,118.8368911743164,124.63404846191406,122.36761474609376,-0.04651343159545329,-0.02885341500774874
232,232,232,232,2020-01-07,118.57466888427734,123.25733947753906,121.9274673461914,-0.03799100818750867,-0.027498303170641503
233,233,233,233,2020-01-08,118.93054962158205,122.66730499267578,123.5757293701172,-0.030462521136474408,-0.03758974170909035
234,234,234,234,2020-01-09,120.5601043701172,122.51748657226562,123.54763793945312,-0.01597634963719141,-0.024181227736624344
235,235,235,235,2020-01-10,120.35407257080078,121.10328674316406,124.43736267089844,-0.006186571748066694,-0.032814019941075134
236,236,236,236,2020-01-13,122.63919830322266,120.35407257080078,124.7651596069336,0.018986692212493272,-0.017039703314680743
237,237,237,237,2020-01-14,123.18240356445312,118.8368911743164,124.63404846191406,0.03656703189721178,-0.01164725783504128
238,238,238,238,2020-01-15,123.58509826660156,118.57466888427734,123.25733947753906,0.042255478589732665,0.002659142169154416
239,239,239,239,2020-01-16,125.44883728027344,118.93054962158205,122.66730499267578,0.05480751311947629,0.022675416956162264
240,240,240,240,2020-01-17,126.16995239257812,120.5601043701172,122.51748657226562,0.04653154583575003,0.029811791953127775
241,241,241,241,2020-01-21,122.23649597167967,120.35407257080078,121.10328674316406,0.01564071211442819,0.009357377978674641
242,242,242,242,2020-01-22,121.96491241455078,122.63919830322266,120.35407257080078,-0.005498127009968878,0.013384173957240897
243,243,243,243,2020-01-23,122.51748657226562,123.18240356445312,118.8368911743164,-0.005397824469625556,0.030971825008029974
