,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,RJF,RJF_6m,RJF_12m,RJF_6m_ret,RJF_12m_ret
22,22,22,22,2019-03-08,49.43043899536133,50.80230712890625,50.92535018920898,-0.027004051805441298,-0.0293549516752154
23,23,23,23,2019-03-11,49.83030700683594,51.95885848999024,51.00532531738281,-0.040966094040814305,-0.023037169221748366
24,24,24,24,2019-03-12,49.92874526977539,51.60205459594727,51.40519714355469,-0.03242718413586776,-0.02872184051072002
25,25,25,25,2019-03-13,50.390132904052734,51.4913215637207,51.41749572753906,-0.021385907881685373,-0.019980802428230193
26,26,26,26,2019-03-14,50.44550704956055,50.87612533569336,51.41134643554688,-0.00846405427479957,-0.01878650245422353
27,27,27,27,2019-03-15,50.37783050537109,49.49811553955078,51.56515121459961,0.01777269611642862,-0.02302564195511092
28,28,28,28,2019-03-18,50.76539611816406,49.43043899536133,50.80230712890625,0.027006782661347817,-0.000726561702178774
29,29,29,29,2019-03-19,50.1563606262207,49.83030700683594,51.95885848999024,0.0065432793608923845,-0.03469086727755544
30,30,30,30,2019-03-20,48.81525421142578,49.92874526977539,51.60205459594727,-0.022301603061186226,-0.05400560900806384
31,31,31,31,2019-03-21,48.85215759277344,50.390132904052734,51.4913215637207,-0.030521358501033102,-0.051254539421391465
32,32,32,32,2019-03-22,47.2219123840332,50.44550704956055,50.87612533569336,-0.06390251291081883,-0.07182569284804508
33,33,33,33,2019-03-25,47.37570571899414,50.37783050537109,49.49811553955078,-0.05959218085139395,-0.042878598456152495
34,34,34,34,2019-03-26,48.04625701904297,50.76539611816406,49.43043899536133,-0.05356284609287576,-0.028002623574681418
35,35,35,35,2019-03-27,48.29233932495117,50.1563606262207,49.83030700683594,-0.03716420565600331,-0.030864102074943722
36,36,36,36,2019-03-28,49.17821502685547,48.81525421142578,49.92874526977539,0.00743539742428978,-0.01503202691885508
37,37,37,37,2019-03-29,49.678653717041016,48.85215759277344,50.390132904052734,0.01691831364250418,-0.014119414774444783
38,38,38,38,2019-04-01,51.328216552734375,47.2219123840332,50.44550704956055,0.08695760000794905,0.01749827793992842
39,39,39,39,2019-04-02,51.284969329833984,47.37570571899414,50.37783050537109,0.08251620849781904,0.01800670682645178
40,40,40,40,2019-04-03,51.760684967041016,48.04625701904297,50.76539611816406,0.07730941343726005,0.019605655130913835
41,41,41,41,2019-04-04,52.15608978271485,48.29233932495117,50.1563606262207,0.08000752317598736,0.0398699014746442
42,42,42,42,2019-04-05,52.63798141479492,49.17821502685547,48.81525421142578,0.07035160560524867,0.07831009517665044
43,43,43,43,2019-04-08,52.82332992553711,49.678653717041016,48.85215759277344,0.06330035081883456,0.08128959965017213
44,44,44,44,2019-04-09,52.31671905517578,51.328216552734375,47.2219123840332,0.019258461891537237,0.10789073152541895
45,45,45,45,2019-04-10,52.89129257202149,51.284969329833984,47.37570571899414,0.03132152096760765,0.11642226262005861
46,46,46,46,2019-04-11,53.45351409912109,51.760684967041016,48.04625701904297,0.03270492137339365,0.11254273309854224
47,47,47,47,2019-04-12,54.24431991577149,52.15608978271485,48.29233932495117,0.040038088394976024,0.12324895985614659
48,48,48,48,2019-04-15,54.03425216674805,52.63798141479492,49.17821502685547,0.02652591749197808,0.09874366398293977
49,49,49,49,2019-04-16,54.70766830444336,52.82332992553711,49.678653717041016,0.035672464828751416,0.10123089518581829
50,50,50,50,2019-04-17,54.86212921142578,52.31671905517578,51.328216552734375,0.04865385678267553,0.06884931712093834
51,51,51,51,2019-04-18,55.10307693481445,52.89129257202149,51.284969329833984,0.04181755172235957,0.07444886201305301
52,52,52,52,2019-04-22,54.72003555297852,53.45351409912109,51.760684967041016,0.02369388570990627,0.05717371375247238
53,53,53,53,2019-04-23,55.31314086914063,54.24431991577149,52.15608978271485,0.019703831756555656,0.060530823909120235
54,54,54,54,2019-04-24,54.6644287109375,54.03425216674805,52.63798141479492,0.01166253846254306,0.03849781548752573
55,55,55,55,2019-04-25,55.73325347900391,54.70766830444336,52.82332992553711,0.018746643868155166,0.05508784769095021
56,56,56,56,2019-04-26,55.44905090332031,54.86212921142578,52.31671905517578,0.010698120913839704,0.05987248253930111
57,57,57,57,2019-04-29,56.58583450317383,55.10307693481445,52.89129257202149,0.02690879803524293,0.06985160981122784
58,58,58,58,2019-04-30,56.57347869873047,54.72003555297852,53.45351409912109,0.03387138051029748,0.05836781083885145
59,59,59,59,2019-05-01,55.29459762573242,55.31314086914063,54.24431991577149,-0.00033524119434980015,0.019361985026114414
60,60,60,60,2019-05-02,55.56026458740234,54.6644287109375,54.03425216674805,0.01638791253452898,0.02824157565732688
61,61,61,61,2019-05-03,56.27693176269531,55.73325347900391,54.70766830444336,0.009755007105340052,0.028684524617630158
62,62,62,62,2019-05-06,56.11011505126953,55.44905090332031,54.86212921142578,0.011922010154904905,0.022747674174917742
63,63,63,63,2019-05-07,54.39259338378906,56.58583450317383,55.10307693481445,-0.03875954359675915,-0.01289371829209962
64,64,64,64,2019-05-08,54.269020080566406,56.57347869873047,54.72003555297852,-0.04073390343266581,-0.008242236465205832
65,65,65,65,2019-05-09,53.91068649291992,55.29459762573242,55.31314086914063,-0.02502796280713815,-0.025354813597344372
66,66,66,66,2019-05-10,54.06513977050781,55.56026458740234,54.6644287109375,-0.026909965746158893,-0.010963051376585264
67,67,67,67,2019-05-13,51.525917053222656,56.27693176269531,55.73325347900391,-0.08442206354650617,-0.07549059427090976
68,68,68,68,2019-05-14,52.32290267944336,56.11011505126953,55.44905090332031,-0.0674960721140151,-0.05637875081626975
69,69,69,69,2019-05-15,51.47648239135742,54.39259338378906,56.58583450317383,-0.05361228084595693,-0.09029383690594561
70,70,70,70,2019-05-16,51.9892692565918,54.269020080566406,56.57347869873047,-0.042008328519478555,-0.08103106875486421
71,71,71,71,2019-05-17,51.8966064453125,53.91068649291992,55.29459762573242,-0.037359569662907766,-0.061452498550031986
72,72,72,72,2019-05-20,52.230228424072266,54.06513977050781,55.56026458740234,-0.033938899524245336,-0.059935570646744485
73,73,73,73,2019-05-21,52.99631881713867,51.525917053222656,56.27693176269531,0.02853712942939368,-0.058294097471235706
74,74,74,74,2019-05-22,52.576210021972656,52.32290267944336,56.11011505126953,0.004841232606707324,-0.06298160369245076
75,75,75,75,2019-05-23,52.34761047363281,51.47648239135742,54.39259338378906,0.01692283625078561,-0.037596716444958656
76,76,76,76,2019-05-24,53.65119934082031,51.9892692565918,54.269020080566406,0.0319667906087715,-0.011384409352313551
77,77,77,77,2019-05-28,52.662696838378906,51.8966064453125,53.91068649291992,0.014761859118354703,-0.023149207248639114
78,78,78,78,2019-05-29,52.62562561035156,52.230228424072266,54.06513977050781,0.007570274881222971,-0.02662555144158707
79,79,79,79,2019-05-30,52.20551300048828,52.99631881713867,51.525917053222656,-0.014921900884833694,0.013189400327676903
80,80,80,80,2019-05-31,51.019309997558594,52.576210021972656,52.32290267944336,-0.029612252837612374,-0.02491438003490054
81,81,81,81,2019-06-03,50.698036193847656,52.34761047363281,51.47648239135742,-0.0315119308190015,-0.015122365813411975
82,82,82,82,2019-06-04,52.60091781616211,53.65119934082031,51.9892692565918,-0.01957610524205189,0.0117649001095117
83,83,83,83,2019-06-05,52.32290267944336,52.662696838378906,51.8966064453125,-0.006452274177647377,0.008214337378303904
84,84,84,84,2019-06-06,52.37232971191406,52.62562561035156,52.230228424072266,-0.0048131665039564675,0.0027206713837824026
85,85,85,85,2019-06-07,51.742149353027344,52.20551300048828,52.99631881713867,-0.008875760831171253,-0.023665218492604723
86,86,86,86,2019-06-10,52.30436325073242,51.019309997558594,52.576210021972656,0.025187585901011333,-0.005170528098670912
87,87,87,87,2019-06-11,52.03870391845703,50.698036193847656,52.34761047363281,0.026444174671445442,-0.005901063150368202
88,88,88,88,2019-06-12,51.4517822265625,52.60091781616211,53.65119934082031,-0.021846303017293067,-0.040994742732328726
89,89,89,89,2019-06-13,51.630950927734375,52.32290267944336,52.662696838378906,-0.01322464382276789,-0.019591588972569074
90,90,90,90,2019-06-14,51.006954193115234,52.37232971191406,52.62562561035156,-0.026070551497506145,-0.030758236096255165
91,91,91,91,2019-06-17,50.80924606323242,51.742149353027344,52.20551300048828,-0.018029851899461935,-0.02674558407735217
92,92,92,92,2019-06-18,51.35292816162109,52.30436325073242,51.019309997558594,-0.018190357935348955,0.006539056762595585
93,93,93,93,2019-06-19,50.12347412109375,52.03870391845703,50.698036193847656,-0.03680394885246152,-0.011333024233069477
94,94,94,94,2019-06-20,49.85163116455078,51.4517822265625,52.60091781616211,-0.031100012337096916,-0.052266895061032326
95,95,95,95,2019-06-21,50.883392333984375,51.630950927734375,52.32290267944336,-0.014478884861065744,-0.02751205058859507
96,96,96,96,2019-06-24,49.60450744628906,51.006954193115234,52.37232971191406,-0.027495206663711524,-0.0528489429599569
97,97,97,97,2019-06-25,49.51801681518555,50.80924606323242,51.742149353027344,-0.025413273136151826,-0.04298492748468841
98,98,98,98,2019-06-26,49.95049285888672,51.35292816162109,52.30436325073242,-0.02730974362981864,-0.045003327553418626
99,99,99,99,2019-06-27,50.96987915039063,50.12347412109375,52.03870391845703,0.01688639991817098,-0.020539035133181116
100,100,100,100,2019-06-28,52.45258331298828,49.85163116455078,51.4517822265625,0.05217386247307032,0.01945124236938689
101,101,101,101,2019-07-01,53.34591674804688,50.883392333984375,51.630950927734375,0.04839544497935955,0.03321584804263766
102,102,102,102,2019-07-02,52.458778381347656,49.60450744628906,51.006954193115234,0.0575405559293003,0.02846325978876796
103,103,103,103,2019-07-03,52.36572265625,49.51801681518555,50.80924606323242,0.05750847922066127,0.030633727394429933
104,104,104,104,2019-07-05,53.11017608642578,49.95049285888672,51.35292816162109,0.06325629731953519,0.034219040426948455
105,105,105,105,2019-07-08,51.90044403076172,50.96987915039063,50.12347412109375,0.018257152967253054,0.03545185047179644
106,106,106,106,2019-07-09,52.7503547668457,52.45258331298828,49.85163116455078,0.005676964508699145,0.05814701614731099
107,107,107,107,2019-07-10,52.6448860168457,53.34591674804688,50.883392333984375,-0.013141225682035795,0.03461824383286749
108,108,108,108,2019-07-11,52.96747970581055,52.458778381347656,49.60450744628906,0.009697162994626085,0.06779569907357419
109,109,109,109,2019-07-12,53.414154052734375,52.36572265625,49.51801681518555,0.02002132966571879,0.07868120510743104
110,110,110,110,2019-07-15,53.07915115356445,53.11017608642578,49.95049285888672,-0.0005841617397547294,0.06263518367108789
111,111,111,111,2019-07-16,53.2714729309082,51.90044403076172,50.96987915039063,0.02641651580733817,0.04515595914454762
112,112,112,112,2019-07-17,51.912845611572266,52.7503547668457,52.45258331298828,-0.01587684403214329,-0.010290011803524735
113,113,113,113,2019-07-18,52.30988693237305,52.6448860168457,53.34591674804688,-0.006363373725711163,-0.019420976877518314
114,114,114,114,2019-07-19,52.62007522583008,52.96747970581055,52.458778381347656,-0.006558825942068691,0.0030747350483435465
115,115,115,115,2019-07-22,52.62628173828125,53.414154052734375,52.36572265625,-0.014750253531587876,0.0049757564455219505
116,116,116,116,2019-07-23,53.27766036987305,53.07915115356445,53.11017608642578,0.0037398717197696385,0.0031535252900445343
117,117,117,117,2019-07-24,53.72433090209961,53.2714729309082,51.90044403076172,0.008500947059953745,0.03514202826967838
118,118,118,118,2019-07-25,51.503414154052734,51.912845611572266,52.7503547668457,-0.007886900683176212,-0.02363852562327573
119,119,119,119,2019-07-26,52.62628173828125,52.30988693237305,52.6448860168457,0.00604847046060808,-0.0003533919431129018
120,120,120,120,2019-07-29,50.78377532958984,52.62007522583008,52.96747970581055,-0.03489732556176284,-0.04122726601962823
121,121,121,121,2019-07-30,50.734134674072266,52.62628173828125,53.414154052734375,-0.035954412922785006,-0.05017432974818248
122,122,122,122,2019-07-31,50.04552459716797,53.27766036987305,53.07915115356445,-0.06066587290557446,-0.05715288376823946
123,123,123,123,2019-08-01,48.575233459472656,53.72433090209961,53.2714729309082,-0.09584293291637291,-0.08815674155521203
124,124,124,124,2019-08-02,48.23402786254883,51.503414154052734,51.912845611572266,-0.06347902066695599,-0.0708652686186666
125,125,125,125,2019-08-05,46.534210205078125,52.62628173828125,52.30988693237305,-0.1157610101260802,-0.11041271671570996
126,126,126,126,2019-08-06,47.520606994628906,50.78377532958984,52.62007522583008,-0.06425611947482768,-0.09691107831594192
127,127,127,127,2019-08-07,47.1359748840332,50.734134674072266,52.62628173828125,-0.07092187169751618,-0.10432633036003192
128,128,128,128,2019-08-08,47.830787658691406,50.04552459716797,53.27766036987305,-0.044254445453488,-0.10223558379567443
129,129,129,129,2019-08-09,47.60125732421875,48.575233459472656,53.72433090209961,-0.02005087913919168,-0.11397207699131273
130,130,130,130,2019-08-12,46.25504684448242,48.23402786254883,51.503414154052734,-0.04102873232370008,-0.10190328924354086
131,131,131,131,2019-08-13,47.123565673828125,46.534210205078125,52.62628173828125,0.01266499347797434,-0.10456212908635643
132,132,132,132,2019-08-14,45.47957992553711,47.520606994628906,50.78377532958984,-0.042950357711602605,-0.10444665386982699
133,133,133,133,2019-08-15,45.75254821777344,47.1359748840332,50.734134674072266,-0.029349698816315106,-0.09819003494001988
134,134,134,134,2019-08-16,46.9932861328125,47.830787658691406,50.04552459716797,-0.017509674560559407,-0.06098923907629883
135,135,135,135,2019-08-19,47.7253303527832,47.60125732421875,48.575233459472656,0.0026065073810839223,-0.01749663452258121
136,136,136,136,2019-08-20,47.53921890258789,46.25504684448242,48.23402786254883,0.027762852828213003,-0.01440495415271803
137,137,137,137,2019-08-21,48.1782112121582,47.123565673828125,46.534210205078125,0.02238042735623913,0.03532886880071451
138,138,138,138,2019-08-22,48.73653411865234,45.47957992553711,47.520606994628906,0.07161355048678497,0.02558736516477711
139,139,139,139,2019-08-23,47.27245330810547,45.75254821777344,47.1359748840332,0.033220118868517945,0.002895419568769597
140,140,140,140,2019-08-26,47.489593505859375,46.9932861328125,47.830787658691406,0.010561239995947824,-0.007133358439896709
141,141,141,141,2019-08-27,46.93745040893555,47.7253303527832,47.60125732421875,-0.016508632586169414,-0.013945155077772942
142,142,142,142,2019-08-28,47.29726791381836,47.53921890258789,46.25504684448242,-0.005089502822192116,0.02253205088819965
143,143,143,143,2019-08-29,48.56283187866211,48.1782112121582,47.123565673828125,0.007983290720574576,0.03054238753484939
144,144,144,144,2019-08-30,48.70552062988281,48.73653411865234,45.47957992553711,-0.0006363499032167041,0.07093162930764696
145,145,145,145,2019-09-03,47.71912384033203,47.27245330810547,45.75254821777344,0.009448854480120117,0.04298286541763896
146,146,146,146,2019-09-04,48.40774154663086,47.489593505859375,46.9932861328125,0.01933366813632964,0.03009909564146729
147,147,147,147,2019-09-05,49.598854064941406,46.93745040893555,47.7253303527832,0.05670106988809098,0.039256380171896366
148,148,148,148,2019-09-06,49.977294921875,47.29726791381836,47.53921890258789,0.056663463372556455,0.051285571693614695
149,149,149,149,2019-09-09,51.03812789916992,48.56283187866211,48.1782112121582,0.050970998287178215,0.059361205305397347
150,150,150,150,2019-09-10,52.291290283203125,48.70552062988281,48.73653411865234,0.07362142128751414,0.07293822239998637
151,151,151,151,2019-09-11,53.21563720703125,47.71912384033203,47.27245330810547,0.11518470844289874,0.12572192647143088
152,152,152,152,2019-09-12,53.6064682006836,48.40774154663086,47.489593505859375,0.10739453004732402,0.12880452838724565
153,153,153,153,2019-09-13,54.04073333740234,49.598854064941406,46.93745040893555,0.08955608665161963,0.1513350824678481
154,154,154,154,2019-09-16,54.18962478637695,49.977294921875,47.29726791381836,0.08428487118173789,0.1457242072653615
155,155,155,155,2019-09-17,53.56924057006836,51.03812789916992,48.56283187866211,0.049592584506603865,0.10309136633372495
156,156,156,156,2019-09-18,53.265262603759766,52.291290283203125,48.70552062988281,0.01862589955768401,0.09361858604339335
157,157,157,157,2019-09-19,52.83100509643555,53.21563720703125,47.71912384033203,-0.007227802405133654,0.10712437372504668
158,158,158,158,2019-09-20,52.23543930053711,53.6064682006836,48.40774154663086,-0.025575811019928563,0.07907201682233111
159,159,159,159,2019-09-23,52.291290283203125,54.04073333740234,49.598854064941406,-0.03237267420626211,0.054284242428996876
160,160,160,160,2019-09-24,51.993499755859375,54.18962478637695,49.977294921875,-0.040526669803952475,0.04034241623393431
161,161,161,161,2019-09-25,52.60146331787109,53.56924057006836,51.03812789916992,-0.01806591323488005,0.030630735942933862
162,162,162,162,2019-09-26,52.52701568603516,53.265262603759766,52.291290283203125,-0.013859819357625591,0.004507928596815702
163,163,163,163,2019-09-27,52.03072738647461,52.83100509643555,53.21563720703125,-0.015147879706247203,-0.022266196230007362
164,164,164,164,2019-09-30,51.36421585083008,52.23543930053711,53.6064682006836,-0.01667878094590991,-0.041828018616323015
165,165,165,165,2019-10-01,49.458152770996094,52.291290283203125,54.04073333740234,-0.05417991212041451,-0.08479863768307849
166,166,166,166,2019-10-02,48.710670471191406,51.993499755859375,54.18962478637695,-0.06313922509703751,-0.1011070723738049
167,167,167,167,2019-10-03,48.35561752319336,52.60146331787109,53.56924057006836,-0.08071725626756898,-0.09732493855416158
168,168,168,168,2019-10-04,48.972293853759766,52.52701568603516,53.265262603759766,-0.06767416320627662,-0.08059603088668477
169,169,169,169,2019-10-07,48.66706085205078,52.03072738647461,52.83100509643555,-0.06464769384135527,-0.07881629805800727
170,170,170,170,2019-10-08,47.614376068115234,51.36421585083008,52.23543930053711,-0.07300490663782311,-0.08846605473794411
171,171,171,171,2019-10-09,48.3182487487793,49.458152770996094,52.291290283203125,-0.023047848703425022,-0.07597903040652332
172,172,172,172,2019-10-10,48.80411529541016,48.710670471191406,51.993499755859375,0.0019183645660147963,-0.061341984583174525
173,173,173,173,2019-10-11,50.193172454833984,48.35561752319336,52.60146331787109,0.038000857516900854,-0.04578372370524719
174,174,174,174,2019-10-14,50.367584228515625,48.972293853759766,52.52701568603516,0.02849142372057245,-0.04111087274454939
175,175,175,175,2019-10-15,51.57600784301758,48.66706085205078,52.03072738647461,0.0597723992375474,-0.008739442369880002
176,176,176,176,2019-10-16,50.89081954956055,47.614376068115234,51.36421585083008,0.06881206375062354,-0.009216461176869695
177,177,177,177,2019-10-17,51.35176086425781,48.3182487487793,49.458152770996094,0.06278191354265816,0.038287076794590647
178,178,178,178,2019-10-18,51.50748443603516,48.80411529541016,48.710670471191406,0.05539223740173482,0.05741686447321337
179,179,179,179,2019-10-21,52.40445327758789,50.193172454833984,48.35561752319336,0.044055410618719426,0.08373041151739069
180,180,180,180,2019-10-22,51.76287078857422,50.367584228515625,48.972293853759766,0.027702074289055467,0.056982769546136236
181,181,181,181,2019-10-23,52.26742172241211,51.57600784301758,48.66706085205078,0.013405726970939558,0.07397941867306357
182,182,182,182,2019-10-24,52.27988052368164,50.89081954956055,47.614376068115234,0.027294922471593264,0.09798520616740047
183,183,183,183,2019-10-25,52.62248229980469,51.35176086425781,48.3182487487793,0.02474543061738177,0.08908090964563642
184,184,184,184,2019-10-28,52.82179641723633,51.50748443603516,48.80411529541016,0.025516912650497492,0.08232258893552791
185,185,185,185,2019-10-29,52.85294723510742,52.40445327758789,50.193172454833984,0.00855831765181958,0.05299076846889528
186,186,186,186,2019-10-30,53.08965301513672,51.76287078857422,50.367584228515625,0.025631928955056393,0.05404406084419655
187,187,187,187,2019-10-31,52.005802154541016,52.26742172241211,51.57600784301758,-0.00500540411693795,0.008333221773030752
188,188,188,188,2019-11-01,53.05850601196289,52.27988052368164,50.89081954956055,0.01489340603845779,0.04259484287320858
189,189,189,189,2019-11-04,54.25446701049805,52.62248229980469,51.35176086425781,0.03101306968750528,0.056525932069071416
190,190,190,190,2019-11-05,54.88982391357422,52.82179641723633,51.50748443603516,0.03915102545931348,0.06566695140663348
191,191,191,191,2019-11-06,55.02063751220703,52.85294723510742,52.40445327758789,0.04101361211621746,0.04992293728857611
192,192,192,192,2019-11-07,55.4753532409668,53.08965301513672,51.76287078857422,0.04493719755806036,0.0717209535683645
193,193,193,193,2019-11-08,55.618614196777344,52.005802154541016,52.26742172241211,0.069469403269667,0.06411627671560183
194,194,194,194,2019-11-11,55.500267028808594,53.05850601196289,52.27988052368164,0.046020161523115055,0.06159896451309188
195,195,195,195,2019-11-12,55.82416534423828,54.25446701049805,52.62248229980469,0.028932149189420775,0.06084249363594685
196,196,196,196,2019-11-13,55.02686309814453,54.88982391357422,52.82179641723633,0.0024966227763107973,0.041745393577501844
197,197,197,197,2019-11-14,55.39437103271485,55.02063751220703,52.85294723510742,0.006792606145737734,0.04808480757567479
198,198,198,198,2019-11-15,55.687129974365234,55.4753532409668,53.08965301513672,0.0038174922920912735,0.04892623725545797
199,199,199,199,2019-11-18,55.7120475769043,55.618614196777344,52.005802154541016,0.0016798940692119846,0.07126599857742333
200,200,200,200,2019-11-19,55.59370422363281,55.500267028808594,53.05850601196289,0.0016835449598056051,0.04778118349390237
201,201,201,201,2019-11-20,55.41929244995117,55.82416534423828,54.25446701049805,-0.007252645727714335,0.021469668833494104
202,202,202,202,2019-11-21,54.90851211547852,55.02686309814453,54.88982391357422,-0.0021507855618613236,0.0003404675142286706
203,203,203,203,2019-11-22,55.07046890258789,55.39437103271485,55.02063751220703,-0.005847202957420916,0.0009056854415727678
204,204,204,204,2019-11-25,55.78680419921875,55.687129974365234,55.4753532409668,0.0017898969636143125,0.005614222173567995
205,205,205,205,2019-11-26,55.76187896728516,55.7120475769043,55.618614196777344,0.0008944455023318643,0.0025758421452384272
206,206,206,206,2019-11-27,56.35987091064453,55.59370422363281,55.500267028808594,0.013781536915218329,0.01548828371203581
207,207,207,207,2019-11-29,55.9487533569336,55.41929244995117,55.82416534423828,0.009553729100034714,0.002231793559779094
208,208,208,208,2019-12-02,54.97703552246094,54.90851211547852,55.02686309814453,0.001247955997028427,-0.0009055136505732309
209,209,209,209,2019-12-03,54.8150749206543,55.07046890258789,55.39437103271485,-0.004637585025566993,-0.010457671082111042
210,210,210,210,2019-12-04,55.307167053222656,55.78680419921875,55.687129974365234,-0.008597680990710233,-0.006823172990195192
211,211,211,211,2019-12-05,56.00481796264648,55.76187896728516,55.7120475769043,0.004356721829690269,0.005255064182267732
212,212,212,212,2019-12-06,56.40346908569336,56.35987091064453,55.59370422363281,0.0007735676882218989,0.014565765555091703
213,213,213,213,2019-12-09,55.73073959350586,55.9487533569336,55.41929244995117,-0.0038966688325813292,0.00561983254903442
214,214,214,214,2019-12-10,55.73696899414063,54.97703552246094,54.90851211547852,0.013822743704855034,0.01508794987778539
215,215,215,215,2019-12-11,55.643531799316406,54.8150749206543,55.07046890258789,0.015113668636981936,0.010405992688062637
216,216,216,216,2019-12-12,56.683780670166016,55.307167053222656,55.78680419921875,0.024890329595414373,0.01607864949108917
217,217,217,217,2019-12-13,56.6090202331543,56.00481796264648,55.76187896728516,0.010788398078729555,0.015192121957836813
218,218,218,218,2019-12-16,56.71491622924805,56.40346908569336,56.35987091064453,0.005521772837793204,0.006299611991064102
219,219,219,219,2019-12-17,56.88310241699219,55.73073959350586,55.9487533569336,0.020677328739785894,0.016700087204763348
220,220,220,220,2019-12-18,56.677547454833984,55.73696899414063,54.97703552246094,0.0168753069581562,0.030931313706034524
221,221,221,221,2019-12-19,56.71491622924805,55.643531799316406,54.8150749206543,0.019254428956732905,0.034659102652761176
222,222,222,222,2019-12-20,56.42838668823242,56.683780670166016,55.307167053222656,-0.004505591880324511,0.020272592048166338
223,223,223,223,2019-12-23,56.33494567871094,56.6090202331543,56.00481796264648,-0.0048415350294800374,0.0058946306420395445
224,224,224,224,2019-12-24,56.19169235229492,56.71491622924805,56.40346908569336,-0.009225507357503493,-0.0037546756756519084
225,225,225,225,2019-12-26,56.50313568115234,56.88310241699219,55.73073959350586,-0.0066797822146624775,0.013859426472360825
226,226,226,226,2019-12-27,56.24774169921875,56.677547454833984,55.73696899414063,-0.007583351343100064,0.009163984233369726
227,227,227,227,2019-12-30,56.10447692871094,56.71491622924805,55.643531799316406,-0.010763293699838083,0.008283894183010787
228,228,228,228,2019-12-31,55.954368591308594,56.42838668823242,56.683780670166016,-0.008400348206706432,-0.012868091546358817
229,229,229,229,2020-01-02,56.77998352050781,56.33494567871094,56.6090202331543,0.007899853926105038,0.003020071477114028
230,230,230,230,2020-01-03,55.80424880981445,56.19169235229492,56.71491622924805,-0.006895032455178307,-0.016056929640036355
231,231,231,231,2020-01-06,55.57908630371094,56.50313568115234,56.88310241699219,-0.01635394861368078,-0.02292449001325414
232,232,232,232,2020-01-07,56.167022705078125,56.24774169921875,56.677547454833984,-0.0014350619545272503,-0.009007530718627033
233,233,233,233,2020-01-08,57.26159286499024,56.10447692871094,56.71491622924805,0.020624306644006163,0.00963902747440315
234,234,234,234,2020-01-09,58.07469940185547,55.954368591308594,56.42838668823242,0.037893927926053506,0.029175257529848286
235,235,235,235,2020-01-10,58.09346008300781,56.77998352050781,56.33494567871094,0.023132739410281822,0.031215338598638676
236,236,236,236,2020-01-13,58.69391250610352,55.80424880981445,56.19169235229492,0.0517821448710345,0.04453007284637178
237,237,237,237,2020-01-14,58.76271057128906,55.57908630371094,56.50313568115234,0.05728097526075304,0.03999025652111632
238,238,238,238,2020-01-15,58.52504348754883,56.167022705078125,56.24774169921875,0.0419822997357755,0.04048699058013394
239,239,239,239,2020-01-16,59.657135009765625,57.26159286499024,56.10447692871094,0.04183505950355815,0.06332218524323596
240,240,240,240,2020-01-17,60.21380615234375,58.07469940185547,55.954368591308594,0.036833711969586735,0.07612341392226485
241,241,241,241,2020-01-21,60.445220947265625,58.09346008300781,56.77998352050781,0.04048236859876231,0.06455157609255036
242,242,242,242,2020-01-22,60.82050704956055,58.69391250610352,55.80424880981445,0.03623194387042927,0.0898902565079216
