,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,VZ,VZ_6m,VZ_12m,VZ_6m_ret,VZ_12m_ret
0,0,0,0,2019-02-05,41.78225326538086,,,,
1,1,1,1,2019-02-06,41.51214218139648,,,,
2,2,2,2,2019-02-07,41.34236145019531,,,,
3,3,3,3,2019-02-08,41.6356201171875,,,,
4,4,4,4,2019-02-11,41.71279525756836,,,,
5,5,5,5,2019-02-12,41.99834060668945,,,,
6,6,6,6,2019-02-13,42.04464340209961,41.78225326538086,,0.00627994222935202,
7,7,7,7,2019-02-14,41.69736099243164,41.51214218139648,,0.004461798435402509,
8,8,8,8,2019-02-15,42.56943130493164,41.34236145019531,,0.029680690983618918,
9,9,9,9,2019-02-19,42.78551864624024,41.6356201171875,,0.027618143450637733,
10,10,10,10,2019-02-20,43.03248596191406,41.71279525756836,,0.031637551408311815,
11,11,11,11,2019-02-21,43.33345413208008,41.99834060668945,,0.0317896732609948,
12,12,12,12,2019-02-22,43.92770004272461,42.04464340209961,41.78225326538086,0.044787076028119266,0.05134827850754964
13,13,13,13,2019-02-25,43.81965255737305,41.69736099243164,41.51214218139648,0.050897503209534456,0.055586396045123276
14,14,14,14,2019-02-26,43.71161651611328,42.56943130493164,41.34236145019531,0.026831112753186392,0.0573081697031792
15,15,15,15,2019-02-27,43.77335739135742,42.78551864624024,41.6356201171875,0.023088156375638214,0.05134395184106899
16,16,16,16,2019-02-28,43.92770004272461,43.03248596191406,41.71279525756836,0.020803215542854137,0.05309892975236119
17,17,17,17,2019-03-01,43.95856857299805,43.33345413208008,41.99834060668945,0.014425677653404412,0.04667393849356927
18,18,18,18,2019-03-04,43.40291595458984,43.92770004272461,42.04464340209961,-0.011946541422026669,0.03230548394715127
19,19,19,19,2019-03-05,43.27943801879883,43.81965255737305,41.69736099243164,-0.012328133772099514,0.03794189820920191
20,20,20,20,2019-03-06,42.970733642578125,43.71161651611328,42.56943130493164,-0.016949335956542466,0.009427007252502229
21,21,21,21,2019-03-07,43.44921875,43.77335739135742,42.78551864624024,-0.007404929863145893,0.015512260333861327
22,22,22,22,2019-03-08,43.62672424316406,43.92770004272461,43.03248596191406,-0.006851617527614984,0.013809062338995037
23,23,23,23,2019-03-11,44.437049865722656,43.95856857299805,43.33345413208008,0.010884824239216107,0.025467522858409142
24,24,24,24,2019-03-12,44.32129669189453,43.40291595458984,43.92770004272461,0.021159424824487516,0.00896010145732884
25,25,25,25,2019-03-13,44.49878692626953,43.27943801879883,43.81965255737305,0.02817386184499604,0.015498396935194725
26,26,26,26,2019-03-14,44.72260284423828,42.970733642578125,43.71161651611328,0.04076889206109091,0.02312855045642892
27,27,27,27,2019-03-15,45.06216430664063,43.44921875,43.77335739135742,0.037122544502382615,0.02944272480085508
28,28,28,28,2019-03-18,44.81520080566406,43.62672424316406,43.92770004272461,0.02724193904350325,0.020203670168851495
29,29,29,29,2019-03-19,44.37531661987305,44.437049865722656,43.95856857299805,-0.0013892291688163416,0.009480473555069091
30,30,30,30,2019-03-20,44.50651168823242,44.32129669189453,43.40291595458984,0.004178916461434756,0.02542676475463579
31,31,31,31,2019-03-21,44.98499298095703,44.49878692626953,43.27943801879883,0.01092627660823875,0.03940797386087547
32,32,32,32,2019-03-22,46.11945343017578,44.72260284423828,42.970733642578125,0.031233660321661194,0.07327591410907885
33,33,33,33,2019-03-25,46.36641311645508,45.06216430664063,43.44921875,0.028943323736943638,0.06714031806279785
34,34,34,34,2019-03-26,46.79087448120117,44.81520080566406,43.62672424316406,0.04408490065913995,0.07252779787913832
35,35,35,35,2019-03-27,46.98381423950195,44.37531661987305,44.437049865722656,0.05878262552972324,0.057311733822901445
36,36,36,36,2019-03-28,45.594669342041016,44.50651168823242,44.32129669189453,0.024449403301501693,0.028730491776865374
37,37,37,37,2019-03-29,45.63324737548828,44.98499298095703,44.49878692626953,0.014410458945846027,0.025494188214578717
38,38,38,38,2019-04-01,45.60239410400391,46.11945343017578,44.72260284423828,-0.011211306459966819,0.019672183723961734
39,39,39,39,2019-04-02,45.17021560668945,46.36641311645508,45.06216430664063,-0.025798793336918813,0.0023978275724518827
40,40,40,40,2019-04-03,45.4326057434082,46.79087448120117,44.81520080566406,-0.02902849653597883,0.013776685737088235
41,41,41,41,2019-04-04,45.52521514892578,46.98381423950195,44.37531661987305,-0.031044714316741162,0.02591302139662388
42,42,42,42,2019-04-05,45.60239410400391,45.594669342041016,44.50651168823242,0.00016942248017959294,0.024622968060227457
43,43,43,43,2019-04-08,45.63324737548828,45.63324737548828,44.98499298095703,0.0,0.014410458945846027
44,44,44,44,2019-04-09,45.53423690795898,45.60239410400391,46.11945343017578,-0.0014945968821175049,-0.012689146958404729
45,45,45,45,2019-04-10,45.69797134399414,45.17021560668945,46.36641311645508,0.011683710830606042,-0.014416508147439888
46,46,46,46,2019-04-11,45.65898895263672,45.4326057434082,46.79087448120117,0.004982835686490716,-0.024190305077952834
47,47,47,47,2019-04-12,45.7993392944336,45.52521514892578,46.98381423950195,0.006021369577520641,-0.02521027643755025
48,48,48,48,2019-04-15,45.77594375610352,45.60239410400391,45.594669342041016,0.0038057136145923653,0.003975780868211265
49,49,49,49,2019-04-16,45.83831787109375,45.63324737548828,45.63324737548828,0.0044938834599710376,0.0044938834599710376
50,50,50,50,2019-04-17,45.05081558227539,45.53423690795898,45.60239410400391,-0.010616655916750206,-0.012095385178035989
51,51,51,51,2019-04-18,45.25355529785156,45.69797134399414,45.17021560668945,-0.009725071662310958,0.0018450142431856165
52,52,52,52,2019-04-22,45.51083755493164,45.65898895263672,45.4326057434082,-0.0032447367123866755,0.0017219309842202435
53,53,53,53,2019-04-23,44.55961990356445,45.7993392944336,45.52521514892578,-0.027068499458022144,-0.021210119319647225
54,54,54,54,2019-04-24,44.50503921508789,45.77594375610352,45.60239410400391,-0.027763590146542394,-0.02406353680496076
55,55,55,55,2019-04-25,43.5460090637207,45.83831787109375,45.63324737548828,-0.05000857173292139,-0.04573942096631789
