,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,NWS,NWS_6m,NWS_12m,NWS_6m_ret,NWS_12m_ret
34,34,34,34,2019-03-26,11.855241775512695,12.07337760925293,12.283743858337402,-0.018067506939653533,-0.034883671278595374
35,35,35,35,2019-03-27,11.750914573669434,11.969051361083984,12.509649276733398,-0.018225069041294062,-0.060651956444145005
36,36,36,36,2019-03-28,11.807819366455078,11.959568977355955,12.386356353759766,-0.012688551835621897,-0.04670760074887381
37,37,37,37,2019-03-29,11.84575653076172,12.187188148498535,12.291513442993164,-0.028015618826634725,-0.036265421202915316
38,38,38,38,2019-04-01,11.959568977355955,11.988019943237305,12.12079906463623,-0.002373283162362405,-0.013301935492906702
39,39,39,39,2019-04-02,11.83627223968506,11.940600395202637,12.08286190032959,-0.008737262119540623,-0.020408216420797043
40,40,40,40,2019-04-03,11.90266227722168,11.855241775512695,12.07337760925293,0.003999960743688247,-0.014139815514460086
41,41,41,41,2019-04-04,11.931114196777344,11.750914573669434,11.969051361083984,0.015334944525227767,-0.003169604938783155
42,42,42,42,2019-04-05,11.988019943237305,11.807819366455078,11.959568977355955,0.015261122413013917,0.002378929034584587
43,43,43,43,2019-04-08,11.978534698486328,11.84575653076172,12.187188148498535,0.011208922569006186,-0.01712072115977903
44,44,44,44,2019-04-09,11.978534698486328,11.959568977355955,11.988019943237305,0.0015858197871747581,-0.0007912269745870004
45,45,45,45,2019-04-10,12.10183048248291,11.83627223968506,11.940600395202637,0.022435969486024332,0.01350267842017816
46,46,46,46,2019-04-11,11.988019943237305,11.90266227722168,11.855241775512695,0.007171308739808202,0.011199954436936554
47,47,47,47,2019-04-12,12.092347145080566,11.931114196777344,11.750914573669434,0.013513653934078773,0.029055829592718574
48,48,48,48,2019-04-15,11.997504234313965,11.988019943237305,11.807819366455078,0.0007911474223072368,0.016064343632979705
49,49,49,49,2019-04-16,12.092347145080566,11.978534698486328,11.84575653076172,0.009501366357324237,0.020816789006129488
50,50,50,50,2019-04-17,12.054410934448242,11.978534698486328,11.959568977355955,0.006334350391914212,0.007930215317279332
51,51,51,51,2019-04-18,11.978534698486328,12.10183048248291,11.83627223968506,-0.010188192949409536,0.012019194550483947
52,52,52,52,2019-04-22,11.8742094039917,11.988019943237305,11.90266227722168,-0.0094936895154073,-0.0023904629541939837
53,53,53,53,2019-04-23,11.95008373260498,12.092347145080566,11.931114196777344,-0.01176474763490909,0.0015899215710097891
54,54,54,54,2019-04-24,11.969051361083984,11.997504234313965,11.988019943237305,-0.0023715660085872337,-0.0015822948446144736
55,55,55,55,2019-04-25,11.817305564880373,12.092347145080566,11.978534698486328,-0.02274509463715546,-0.01345983775681081
56,56,56,56,2019-04-26,11.921629905700684,12.054410934448242,11.978534698486328,-0.011015140388827005,-0.00475056375575178
57,57,57,57,2019-04-29,11.8742094039917,11.978534698486328,12.10183048248291,-0.008709353616332738,-0.0188088139906345
58,58,58,58,2019-04-30,11.84575653076172,11.8742094039917,11.988019943237305,-0.0023961909599147235,-0.011867131782328899
59,59,59,59,2019-05-01,11.798336029052734,11.95008373260498,12.092347145080566,-0.012698463621490186,-0.02431381703654134
60,60,60,60,2019-05-02,11.73194694519043,11.969051361083984,11.997504234313965,-0.019809791832331225,-0.02213437761197179
61,61,61,61,2019-05-03,11.788851737976074,11.817305564880373,12.092347145080566,-0.002407810033182134,-0.025098138803264614
62,62,62,62,2019-05-06,11.54226303100586,11.921629905700684,12.054410934448242,-0.03182172888234169,-0.042486348460114565
63,63,63,63,2019-05-07,11.134444236755373,11.8742094039917,11.978534698486328,-0.0623001618101533,-0.07046692128692666
64,64,64,64,2019-05-08,11.011147499084473,11.84575653076172,11.8742094039917,-0.07045637224687917,-0.0726837362845475
65,65,65,65,2019-05-09,11.058568954467772,11.798336029052734,11.95008373260498,-0.06270096670948577,-0.07460322438618339
66,66,66,66,2019-05-10,11.409483909606934,11.73194694519043,11.969051361083984,-0.027485892758464248,-0.046751194776924465
67,67,67,67,2019-05-13,10.982695579528809,11.788851737976074,11.817305564880373,-0.06838292450912331,-0.07062608145057414
68,68,68,68,2019-05-14,11.049083709716797,11.54226303100586,11.921629905700684,-0.04272813052035296,-0.0731901764176266
69,69,69,69,2019-05-15,11.124958038330078,11.134444236755373,11.8742094039917,-0.0008519687398478304,-0.06309905275965144
70,70,70,70,2019-05-16,11.077537536621094,11.011147499084473,11.84575653076172,0.006029347762541715,-0.064851830454701
71,71,71,71,2019-05-17,10.96372890472412,11.058568954467772,11.798336029052734,-0.008576159368734237,-0.07073939259514583
72,72,72,72,2019-05-20,11.20083236694336,11.409483909606934,11.73194694519043,-0.01828755308449026,-0.045270796120059464
73,73,73,73,2019-05-21,11.390517234802246,10.982695579528809,11.788851737976074,0.03713311111286699,-0.03378908413027637
74,74,74,74,2019-05-22,11.37154769897461,11.049083709716797,11.54226303100586,0.029184681529223155,-0.014790455872705333
75,75,75,75,2019-05-23,11.38103199005127,11.124958038330078,11.134444236755373,0.023017970120777997,0.022146390789932635
76,76,76,76,2019-05-24,11.437936782836914,11.077537536621094,11.011147499084473,0.032534238320058195,0.03875974631962076
77,77,77,77,2019-05-28,11.37154769897461,10.96372890472412,11.058568954467772,0.03719708849010006,0.02830192096242179
78,78,78,78,2019-05-29,11.25773811340332,11.20083236694336,11.409483909606934,0.005080492645163082,-0.013299970218270896
79,79,79,79,2019-05-30,11.16289520263672,11.390517234802246,10.982695579528809,-0.019983467604970162,0.016407595184901203
80,80,80,80,2019-05-31,11.049083709716797,11.37154769897461,11.049083709716797,-0.02835708891999722,0.0
81,81,81,81,2019-06-03,11.115474700927734,11.38103199005127,11.124958038330078,-0.02333332243997488,-0.0008524380379386631
82,82,82,82,2019-06-04,11.276707649230955,11.437936782836914,11.077537536621094,-0.014095997964238549,0.01797963779869205
83,83,83,83,2019-06-05,11.352579116821287,11.37154769897461,10.96372890472412,-0.0016680739205827688,0.03546696707628527
84,84,84,84,2019-06-06,11.314642906188965,11.25773811340332,11.20083236694336,0.005054726998658277,0.010160900147161422
85,85,85,85,2019-06-07,11.447421073913574,11.16289520263672,11.390517234802246,0.025488537347340356,0.004995720381991697
86,86,86,86,2019-06-10,11.494842529296877,11.049083709716797,11.37154769897461,0.04034351004039105,0.010842396618833572
87,87,87,87,2019-06-11,11.504326820373535,11.115474700927734,11.38103199005127,0.03498295213728886,0.010833361195192515
88,88,88,88,2019-06-12,11.447421073913574,11.276707649230955,11.437936782836914,0.015138587431080763,0.0008291959692321438
89,89,89,89,2019-06-13,11.5327787399292,11.352579116821287,11.37154769897461,0.015873011872774123,0.01417846059504524
90,90,90,90,2019-06-14,11.580198287963867,11.314642906188965,11.25773811340332,0.02347006299506349,0.028643424754803082
91,91,91,91,2019-06-17,11.959568977355955,11.447421073913574,11.16289520263672,0.044739151301900204,0.07136802417808763
92,92,92,92,2019-06-18,12.519134521484377,11.494842529296877,11.049083709716797,0.08910883203287812,0.13304730513307517
93,93,93,93,2019-06-19,13.012311935424805,11.504326820373535,11.115474700927734,0.13107982227875437,0.17064833356498532
94,94,94,94,2019-06-20,13.230449676513672,11.447421073913574,11.276707649230955,0.15575810403823365,0.17325464914539634
95,95,95,95,2019-06-21,13.201996803283691,11.5327787399292,11.352579116821287,0.14473684972167766,0.16290727132851202
96,96,96,96,2019-06-24,13.02179718017578,11.580198287963867,11.314642906188965,0.12448827354798153,0.15088008416536258
97,97,97,97,2019-06-25,12.955408096313477,11.959568977355955,11.447421073913574,0.08326714121913814,0.13173159375051813
98,98,98,98,2019-06-26,12.9933443069458,12.519134521484377,11.494842529296877,0.037878799420808296,0.1303629670288824
99,99,99,99,2019-06-27,13.145089149475098,13.012311935424805,11.504326820373535,0.010203967958132054,0.14262132454337628
100,100,100,100,2019-06-28,13.239933013916016,13.230449676513672,11.447421073913574,0.0007167811853876493,0.15658652970206743
101,101,101,101,2019-07-01,13.268386840820312,13.201996803283691,11.5327787399292,0.005028787578565952,0.1504934881722848
102,102,102,102,2019-07-02,13.192512512207031,13.02179718017578,11.580198287963867,0.01310996705517331,0.13923027776812402
103,103,103,103,2019-07-03,13.183028221130373,12.955408096313477,11.959568977355955,0.017569506350144648,0.102299610135691
104,104,104,104,2019-07-05,13.192512512207031,12.9933443069458,12.519134521484377,0.015328478993261285,0.05378790279528145
105,105,105,105,2019-07-08,13.00282859802246,13.145089149475098,13.012311935424805,-0.010822334472970763,-0.0007287972690331879
106,106,106,106,2019-07-09,12.9933443069458,13.239933013916016,13.230449676513672,-0.018624618924509284,-0.017921187515551606
107,107,107,107,2019-07-10,12.983860969543455,13.268386840820312,13.201996803283691,-0.02144389326979157,-0.0165229424753367
108,108,108,108,2019-07-11,12.936440467834473,13.192512512207031,13.02179718017578,-0.01941040754258261,-0.006554910290820115
109,109,109,109,2019-07-12,13.02179718017578,13.183028221130373,12.955408096313477,-0.012230197664006015,0.005124430150617476
110,110,110,110,2019-07-15,13.040764808654783,13.192512512207031,12.9933443069458,-0.011502562791722681,0.0036495994094170037
111,111,111,111,2019-07-16,13.164060592651367,13.00282859802246,13.145089149475098,0.012399763129495422,0.0014432342725516634
112,112,112,112,2019-07-17,12.832112312316896,12.9933443069458,13.239933013916016,-0.012408814145155489,-0.030802323634906092
113,113,113,113,2019-07-18,12.955408096313477,12.983860969543455,13.268386840820312,-0.0021914031039550474,-0.023588304159474327
114,114,114,114,2019-07-19,12.813143730163574,12.936440467834473,13.192512512207031,-0.009530963171628826,-0.028756370834776668
115,115,115,115,2019-07-22,12.889019012451172,13.02179718017578,13.183028221130373,-0.010196608493238335,-0.02230209961986951
116,116,116,116,2019-07-23,12.955408096313477,13.040764808654783,13.192512512207031,-0.006545376256203772,-0.017972650446543947
117,117,117,117,2019-07-24,13.116640090942385,13.164060592651367,13.00282859802246,-0.003602270087958548,0.008752825745717674
118,118,118,118,2019-07-25,12.955408096313477,12.832112312316896,12.9933443069458,0.009608377872303508,-0.0029196648481056853
119,119,119,119,2019-07-26,12.9933443069458,12.955408096313477,12.983860969543455,0.0029282142523259225,0.0007303942505691996
120,120,120,120,2019-07-29,12.9459228515625,12.813143730163574,12.936440467834473,0.010362727851584763,0.0007329979024450761
121,121,121,121,2019-07-30,12.974376678466797,12.889019012451172,13.02179718017578,0.0066225106761939045,-0.0036416249656517907
122,122,122,122,2019-07-31,12.765724182128906,12.955408096313477,13.040764808654783,-0.014641292097818615,-0.02109083558836522
123,123,123,123,2019-08-01,12.651912689208984,13.116640090942385,13.164060592651367,-0.03543036924938692,-0.038905009577993144
124,124,124,124,2019-08-02,12.61397647857666,12.955408096313477,12.832112312316896,-0.026354369943311307,-0.016999214816009522
125,125,125,125,2019-08-05,12.41480827331543,12.9933443069458,12.955408096313477,-0.044525567857161,-0.04172773400722718
126,126,126,126,2019-08-06,12.519134521484377,12.9459228515625,12.813143730163574,-0.032967007062506326,-0.022945907333191573
127,127,127,127,2019-08-07,12.443262100219728,12.974376678466797,12.889019012451172,-0.04093565274149502,-0.03458423886261863
128,128,128,128,2019-08-08,12.670881271362305,12.765724182128906,12.955408096313477,-0.007429497098125792,-0.021962011758790978
129,129,129,129,2019-08-09,13.344260215759276,12.651912689208984,13.116640090942385,0.054722755646330556,0.01735353895805014
130,130,130,130,2019-08-12,13.657238960266112,12.61397647857666,12.955408096313477,0.08270686753390644,0.05417281020675402
131,131,131,131,2019-08-13,13.71414279937744,12.41480827331543,12.9933443069458,0.10466005575412862,0.05547443948255304
132,132,132,132,2019-08-14,13.040764808654783,12.519134521484377,12.9459228515625,0.04166664127422104,0.0073260097545564395
133,133,133,133,2019-08-15,13.268386840820312,12.443262100219728,12.974376678466797,0.06631096684735227,0.02266083139404107
134,134,134,134,2019-08-16,13.410650253295898,12.670881271362305,12.765724182128906,0.05838338834454704,0.05052013203213668
135,135,135,135,2019-08-19,13.619301795959473,13.344260215759276,12.651912689208984,0.020611227280728395,0.07646188608111326
136,136,136,136,2019-08-20,13.552911758422852,13.657238960266112,12.61397647857666,-0.007638967301281441,0.07443610517594212
137,137,137,137,2019-08-21,13.71414279937744,13.71414279937744,12.41480827331543,0.0,0.10466005575412862
138,138,138,138,2019-08-22,13.723627090454102,13.040764808654783,12.519134521484377,0.05236366822183025,0.09621212767565268
139,139,139,139,2019-08-23,13.230449676513672,13.268386840820312,12.443262100219728,-0.002859214519577158,0.0632621550485577
140,140,140,140,2019-08-26,13.31580638885498,13.410650253295898,12.670881271362305,-0.007072279319014219,0.05089820539556977
141,141,141,141,2019-08-27,13.201996803283691,13.619301795959473,13.344260215759276,-0.03064070382812034,-0.010661019058034737
142,142,142,142,2019-08-28,13.401165962219238,13.552911758422852,13.657238960266112,-0.011196545724523443,-0.018749982979128
143,143,143,143,2019-08-29,13.45806884765625,13.71414279937744,13.71414279937744,-0.018672253560960028,-0.018672253560960028
144,144,144,144,2019-08-30,13.429616928100586,13.723627090454102,13.040764808654783,-0.021423648457922884,0.029818198943955432
145,145,145,145,2019-09-03,13.211481094360352,13.230449676513672,13.268386840820312,-0.001433706534328394,-0.004288821779365848
146,146,146,146,2019-09-04,13.467554092407228,13.31580638885498,13.410650253295898,0.011396058122267183,0.004243182697076575
147,147,147,147,2019-09-05,13.600332260131836,13.201996803283691,13.619301795959473,0.03017236428576231,-0.0013928420202322656
148,148,148,148,2019-09-06,13.76156520843506,13.401165962219238,13.552911758422852,0.0268931261079719,0.015395470267305145
149,149,149,149,2019-09-09,13.989184379577637,13.45806884765625,13.71414279937744,0.039464468337437664,0.02005532421703249
150,150,150,150,2019-09-10,14.170615196228027,13.429616928100586,13.723627090454102,0.0551764262595571,0.032570697442285024
151,151,151,151,2019-09-11,14.199260711669922,13.211481094360352,13.230449676513672,0.07476675856813886,0.07322585844350082
152,152,152,152,2019-09-12,14.151515007019045,13.467554092407228,13.31580638885498,0.05078583014546201,0.06276064653985447
153,153,153,153,2019-09-13,14.22790813446045,13.600332260131836,13.201996803283691,0.04614415753417256,0.07770880015071557
154,154,154,154,2019-09-16,13.826852798461914,13.76156520843506,13.401165962219238,0.004744197991870536,0.03176491041471907
155,155,155,155,2019-09-17,13.960538864135742,13.989184379577637,13.45806884765625,-0.0020476901772567002,0.03733596715601584
156,156,156,156,2019-09-18,13.941441535949709,14.170615196228027,13.429616928100586,-0.016172456672122526,0.0381116312244294
157,157,157,157,2019-09-19,13.702715873718262,14.199260711669922,13.211481094360352,-0.034969766950159964,0.037182415495232046
158,158,158,158,2019-09-20,13.674070358276367,14.151515007019045,13.467554092407228,-0.03373805903508342,0.015334355774785369
159,159,159,159,2019-09-23,13.74091339111328,14.22790813446045,13.600332260131836,-0.034228133801880056,0.010336595334037968
160,160,160,160,2019-09-24,13.616777420043944,13.826852798461914,13.76156520843506,-0.01519328957066346,-0.010521171552663966
161,161,161,161,2019-09-25,13.721814155578612,13.960538864135742,13.989184379577637,-0.017099963753577474,-0.01911263850302458
162,162,162,162,2019-09-26,13.588129043579102,13.941441535949709,14.170615196228027,-0.02534260832780799,-0.0411052127647904
163,163,163,163,2019-09-27,13.530837059020996,13.702715873718262,14.199260711669922,-0.01254341229003575,-0.047074539035653395
164,164,164,164,2019-09-30,13.654972076416016,13.674070358276367,14.151515007019045,-0.0013966786304263623,-0.035087616439423486
165,165,165,165,2019-10-01,13.60722827911377,13.74091339111328,14.22790813446045,-0.00972898294271829,-0.043624111814678734
166,166,166,166,2019-10-02,13.425798416137695,13.616777420043944,13.826852798461914,-0.014025271766954672,-0.029005471322355536
167,167,167,167,2019-10-03,13.339858055114746,13.721814155578612,13.960538864135742,-0.027835685291553114,-0.04445965983558908
168,168,168,168,2019-10-04,13.483091354370115,13.588129043579102,13.941441535949709,-0.00773010683605635,-0.03287681409398602
169,169,169,169,2019-10-07,13.311211585998535,13.530837059020996,13.702715873718262,-0.016231477185370213,-0.02857129136499359
170,170,170,170,2019-10-08,12.604589462280272,13.654972076416016,13.674070358276367,-0.07692308766781708,-0.07821232946551149
171,171,171,171,2019-10-09,12.75737190246582,13.60722827911377,13.74091339111328,-0.062456244520599724,-0.07157759172571088
172,172,172,172,2019-10-10,12.862411499023438,13.425798416137695,13.616777420043944,-0.04196301029196681,-0.055399739435417095
173,173,173,173,2019-10-11,13.139331817626951,13.339858055114746,13.721814155578612,-0.015032111785545532,-0.04244936794416876
174,174,174,174,2019-10-14,13.17752456665039,13.483091354370115,13.588129043579102,-0.02266296205288898,-0.03021788177105489
175,175,175,175,2019-10-15,13.024744033813477,13.311211585998535,13.530837059020996,-0.021520772195250837,-0.03740293545772233
176,176,176,176,2019-10-16,13.244369506835938,12.604589462280272,13.654972076416016,0.05075770587135997,-0.030069821255017004
177,177,177,177,2019-10-17,13.282562255859377,12.75737190246582,13.60722827911377,0.041167597637570275,-0.023859820427407308
178,178,178,178,2019-10-18,13.167976379394531,12.862411499023438,13.425798416137695,0.023756422378050424,-0.01920347891066676
179,179,179,179,2019-10-21,13.368505477905272,13.139331817626951,13.339858055114746,0.017441804762923674,0.002147505818440143
180,180,180,180,2019-10-22,13.549934387207031,13.17752456665039,13.483091354370115,0.028260984729949534,0.004957545052548307
181,181,181,181,2019-10-23,13.60722827911377,13.024744033813477,13.311211585998535,0.04472135834593827,0.022238147985462087
182,182,182,182,2019-10-24,13.588129043579102,13.244369506835938,12.604589462280272,0.025955145434876092,0.07803027494406778
183,183,183,183,2019-10-25,13.569031715393066,13.282562255859377,12.75737190246582,0.021567334224789292,0.06362280719984059
184,184,184,184,2019-10-28,13.654972076416016,13.167976379394531,12.862411499023438,0.03698333616268812,0.061618350295568725
185,185,185,185,2019-10-29,13.683619499206545,13.368505477905272,13.139331817626951,0.023571372418710324,0.04142430445735523
186,186,186,186,2019-10-30,13.387602806091309,13.549934387207031,13.17752456665039,-0.011980248499873558,0.015942162610159905
187,187,187,187,2019-10-31,13.483091354370115,13.60722827911377,13.024744033813477,-0.009122866332315183,0.03519050503923338
188,188,188,188,2019-11-01,13.540385246276855,13.588129043579102,13.244369506835938,-0.003513640262697293,0.02235030812815464
189,189,189,189,2019-11-04,13.588129043579102,13.569031715393066,13.282562255859377,0.0014074201156424326,0.02300510864046057
190,190,190,190,2019-11-05,13.549934387207031,13.654972076416016,13.167976379394531,-0.007692266862295405,0.0290065836091713
191,191,191,191,2019-11-06,13.349405288696287,13.683619499206545,13.368505477905272,-0.02442440105336441,-0.0014287452879868656
192,192,192,192,2019-11-07,13.167976379394531,13.387602806091309,13.549934387207031,-0.016405209347624794,-0.02818891936282142
193,193,193,193,2019-11-08,12.633235931396484,13.483091354370115,13.60722827911377,-0.06303119964385451,-0.07157904076705335
194,194,194,194,2019-11-11,12.75737190246582,13.540385246276855,13.588129043579102,-0.05782799599637223,-0.06113844948402558
195,195,195,195,2019-11-12,12.70962905883789,13.588129043579102,13.569031715393066,-0.0646520195623499,-0.0633355919995564
196,196,196,196,2019-11-13,12.70962905883789,13.549934387207031,13.654972076416016,-0.06201545368090511,-0.06923068112390063
197,197,197,197,2019-11-14,12.604589462280272,13.349405288696287,13.683619499206545,-0.05579393316095471,-0.07885560081445131
198,198,198,198,2019-11-15,12.71917724609375,13.167976379394531,13.387602806091309,-0.03408261986276562,-0.0499286966964263
199,199,199,199,2019-11-18,12.661884307861328,12.633235931396484,13.483091354370115,0.0022676989981360585,-0.060906436434002176
200,200,200,200,2019-11-19,12.671432495117188,12.75737190246582,13.540385246276855,-0.006736450736536281,-0.0641748912866863
201,201,201,201,2019-11-20,12.547297477722168,12.70962905883789,13.588129043579102,-0.012772330361824569,-0.07659859297176497
202,202,202,202,2019-11-21,12.318121910095217,12.70962905883789,13.549934387207031,-0.030803979166522666,-0.09090911010423874
203,203,203,203,2019-11-22,12.394513130187988,12.604589462280272,13.349405288696287,-0.016666654056520014,-0.07153068903502846
204,204,204,204,2019-11-25,12.575942993164062,12.71917724609375,13.167976379394531,-0.011261282876899648,-0.04496008871620494
205,205,205,205,2019-11-26,12.71917724609375,12.661884307861328,12.633235931396484,0.004524835075048861,0.006802795037151421
206,206,206,206,2019-11-27,12.776470184326172,12.671432495117188,12.75737190246582,0.008289330290751185,0.0014970388890724884
207,207,207,207,2019-11-29,12.575942993164062,12.547297477722168,12.70962905883789,0.0022830028133751235,-0.010518486814598771
208,208,208,208,2019-12-02,12.575942993164062,12.318121910095217,12.70962905883789,0.0209302266165714,-0.010518486814598771
209,209,209,209,2019-12-03,12.327670097351074,12.394513130187988,12.604589462280272,-0.005392953489565588,-0.0219697250559322
210,210,210,210,2019-12-04,12.480453491210938,12.575942993164062,12.71917724609375,-0.007593029167278442,-0.018768804794832783
211,211,211,211,2019-12-05,12.680981636047363,12.71917724609375,12.661884307861328,-0.0030029937713240695,0.0015082532521781822
212,212,212,212,2019-12-06,12.871959686279297,12.776470184326172,12.671432495117188,0.007473856282329772,0.01582513983635092
213,213,213,213,2019-12-09,12.881507873535156,12.575942993164062,12.547297477722168,0.024297572002130563,0.026636046240744893
214,214,214,214,2019-12-10,12.843314170837402,12.575942993164062,12.318121910095217,0.021260527168314614,0.04263574143650661
215,215,215,215,2019-12-11,12.929253578186035,12.327670097351074,12.394513130187988,0.04879944677982806,0.04314332014346234
216,216,216,216,2019-12-12,13.397150993347168,12.480453491210938,12.575942993164062,0.07345065648309923,0.0652999143387889
217,217,217,217,2019-12-13,13.282562255859377,12.680981636047363,12.71917724609375,0.04743959395871533,0.044294139382219155
218,218,218,218,2019-12-16,13.454445838928224,12.871959686279297,12.776470184326172,0.045252328848560675,0.053064394533145265
219,219,219,219,2019-12-17,13.521286010742188,12.881507873535156,12.575942993164062,0.04966640113006071,0.07517074608973551
220,220,220,220,2019-12-18,13.731363296508787,12.843314170837402,12.575942993164062,0.06914485730543207,0.09187544059103803
221,221,221,221,2019-12-19,13.664522171020508,12.929253578186035,12.327670097351074,0.05686860331017107,0.10844320647067707
222,222,222,222,2019-12-20,13.664522171020508,13.397150993347168,12.480453491210938,0.019957316134311842,0.09487385058911713
223,223,223,223,2019-12-23,13.664522171020508,13.282562255859377,12.680981636047363,0.028756493499033642,0.07756028383301983
224,224,224,224,2019-12-24,13.645421981811523,13.454445838928224,12.871959686279297,0.014194277874361783,0.060088930853060996
225,225,225,225,2019-12-26,13.874598503112791,13.521286010742188,12.881507873535156,0.026130095324506053,0.07709428425052023
226,226,226,226,2019-12-27,13.817305564880373,13.731363296508787,12.843314170837402,0.006258829987655812,0.07583645319948329
227,227,227,227,2019-12-30,13.807753562927246,13.664522171020508,12.929253578186035,0.010481990523642404,0.06794668999480358
228,228,228,228,2019-12-31,13.85550022125244,13.664522171020508,13.397150993347168,0.013976196740853153,0.03421244025187753
229,229,229,229,2020-01-02,14.141968727111816,13.664522171020508,13.282562255859377,0.034940596540131486,0.0647018590764239
230,230,230,230,2020-01-03,14.151515007019045,13.645421981811523,13.454445838928224,0.037088851182624616,0.05180957851671342
231,231,231,231,2020-01-06,14.10377311706543,13.874598503112791,13.521286010742188,0.01651756725798026,0.04307926818946628
232,232,232,232,2020-01-07,14.25655460357666,13.817305564880373,13.731363296508787,0.031789775266513054,0.03824757205290785
233,233,233,233,2020-01-08,14.294751167297363,13.807753562927246,13.664522171020508,0.03526986501827989,0.04612155393281414
234,234,234,234,2020-01-09,14.141968727111816,13.85550022125244,13.664522171020508,0.020675435840271872,0.034940596540131486
235,235,235,235,2020-01-10,14.056028366088867,14.141968727111816,13.664522171020508,-0.006076972922319568,0.02865129055874771
236,236,236,236,2020-01-13,14.22790813446045,14.151515007019045,13.645421981811523,0.005398229617360029,0.04268729493491241
237,237,237,237,2020-01-14,14.371142387390137,14.10377311706543,13.874598503112791,0.01895728668530494,0.03578798220113866
238,238,238,238,2020-01-15,14.457083702087402,14.25655460357666,13.817305564880373,0.014065747586758048,0.04630266980800957
239,239,239,239,2020-01-16,14.562121391296388,14.294751167297363,13.807753562927246,0.018704083818590567,0.054633639348442786
240,240,240,240,2020-01-17,14.54302215576172,14.141968727111816,13.85550022125244,0.028359094577902644,0.04962086705860802
241,241,241,241,2020-01-21,14.170615196228027,14.056028366088867,14.141968727111816,0.008152148470019327,0.002025635162188788
242,242,242,242,2020-01-22,14.122870445251465,14.22790813446045,14.151515007019045,-0.00738251106320964,-0.0020241339357215393
