,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CMCSA,CMCSA_6m,CMCSA_12m,CMCSA_6m_ret,CMCSA_12m_ret
0,0,0,0,2019-02-05,33.06248474121094,,,,
1,1,1,1,2019-02-06,33.080284118652344,,,,
2,2,2,2,2019-02-07,33.53417205810547,,,,
3,3,3,3,2019-02-08,33.46297073364258,,,,
4,4,4,4,2019-02-11,32.92900085449219,,,,
5,5,5,5,2019-02-12,33.142581939697266,,,,
6,6,6,6,2019-02-13,32.955692291259766,33.06248474121094,,-0.0032300188805247654,
7,7,7,7,2019-02-14,33.1603889465332,33.080284118652344,,0.0024215278077279745,
8,8,8,8,2019-02-15,33.6142692565918,33.53417205810547,,0.0023885247069033166,
9,9,9,9,2019-02-19,33.418479919433594,33.46297073364258,,-0.0013295536299846589,
10,10,10,10,2019-02-20,33.63207244873047,32.92900085449219,,0.021351136566367,
11,11,11,11,2019-02-21,34.237247467041016,33.142581939697266,,0.03302897551360018,
12,12,12,12,2019-02-22,34.36184310913086,32.955692291259766,33.06248474121094,0.04266791926091695,0.03930008219558667
13,13,13,13,2019-02-25,34.326255798339844,33.1603889465332,33.080284118652344,0.0351584190911165,0.037665083988349446
14,14,14,14,2019-02-26,34.53093719482422,33.6142692565918,33.53417205810547,0.027270202759283935,0.029723863019240016
15,15,15,15,2019-02-27,34.290645599365234,33.418479919433594,33.46297073364258,0.026098304950862072,0.024734052224793635
16,16,16,16,2019-02-28,34.41524124145508,33.63207244873047,32.92900085449219,0.02328636731853173,0.04513469429365147
17,17,17,17,2019-03-01,34.79792404174805,34.237247467041016,33.142581939697266,0.01637621643640519,0.04994608160168901
18,18,18,18,2019-03-04,34.4686393737793,34.36184310913086,32.955692291259766,0.0031079899966151014,0.04590852072377127
19,19,19,19,2019-03-05,34.459739685058594,34.326255798339844,33.1603889465332,0.0038886818155450253,0.0391838208116444
20,20,20,20,2019-03-06,34.36184310913086,34.53093719482422,33.6142692565918,-0.004896886659615629,0.022239777007571293
21,21,21,21,2019-03-07,34.157161712646484,34.290645599365234,33.418479919433594,-0.003892720139431316,0.022103991414143653
22,22,22,22,2019-03-08,33.98806381225586,34.41524124145508,33.63207244873047,-0.012412449071682263,0.010584877398443826
23,23,23,23,2019-03-11,34.8602294921875,34.79792404174805,34.237247467041016,0.001790493316920383,0.018196031259411383
24,24,24,24,2019-03-12,35.1450309753418,34.4686393737793,34.36184310913086,0.019623391403057244,0.02279237070385265
25,25,25,25,2019-03-13,35.20731735229492,34.459739685058594,34.326255798339844,0.021694234317169547,0.025667278107205815
26,26,26,26,2019-03-14,35.483211517333984,34.36184310913086,34.53093719482422,0.03263411699546315,0.02757742476368419
27,27,27,27,2019-03-15,36.01719665527344,34.157161712646484,34.290645599365234,0.0544551961979407,0.050350497219572965
28,28,28,28,2019-03-18,35.52770233154297,33.98806381225586,34.41524124145508,0.04529938886168394,0.032324663432777845
29,29,29,29,2019-03-19,35.403114318847656,34.8602294921875,34.79792404174805,0.015573185678018131,0.017391562679818007
30,30,30,30,2019-03-20,35.127220153808594,35.1450309753418,34.4686393737793,-0.0005067806469056801,0.019106666001161843
31,31,31,31,2019-03-21,35.64339828491211,35.20731735229492,34.459739685058594,0.01238608804680097,0.03434902906033099
32,32,32,32,2019-03-22,35.11831283569336,35.483211517333984,34.36184310913086,-0.01028369941831131,0.022014818127188418
33,33,33,33,2019-03-25,34.86913299560547,36.01719665527344,34.157161712646484,-0.03187543080202149,0.020843982557701146
34,34,34,34,2019-03-26,35.26961135864258,35.52770233154297,33.98806381225586,-0.007264499417719117,0.03770581205995627
35,35,35,35,2019-03-27,35.78580474853516,35.403114318847656,34.8602294921875,0.010809513147372218,0.026551037380723397
36,36,36,36,2019-03-28,35.972694396972656,35.127220153808594,35.1450309753418,0.024068919756873974,0.02354994144724354
37,37,37,37,2019-03-29,35.58111572265625,35.64339828491211,35.20731735229492,-0.0017473800269550699,0.01061706481698077
38,38,38,38,2019-04-01,35.87480926513672,35.11831283569336,35.483211517333984,0.02154136598141121,0.0110361416302871
39,39,39,39,2019-04-02,35.8032341003418,34.86913299560547,36.01719665527344,0.02678876772915606,-0.005940566584887508
40,40,40,40,2019-04-03,36.02688217163086,35.26961135864258,35.52770233154297,0.021470914586721568,0.014050439722489427
41,41,41,41,2019-04-04,36.15214157104492,35.78580474853516,35.403114318847656,0.010236931238070124,0.02115710062824916
42,42,42,42,2019-04-05,36.16107940673828,35.972694396972656,35.127220153808594,0.005236889060539207,0.0294318550799868
43,43,43,43,2019-04-08,36.42052459716797,35.58111572265625,35.64339828491211,0.023591415206162925,0.021802812011469053
44,44,44,44,2019-04-09,36.71575546264648,35.87480926513672,35.11831283569336,0.023441133618151255,0.045487453637850006
45,45,45,45,2019-04-10,36.75154495239258,35.8032341003418,34.86913299560547,0.026486737186731668,0.053985051966286335
46,46,46,46,2019-04-11,36.71575546264648,36.02688217163086,35.26961135864258,0.019121090960184883,0.04100255285771759
47,47,47,47,2019-04-12,36.948360443115234,36.15214157104492,35.78580474853516,0.022024113578599902,0.0324865041529534
48,48,48,48,2019-04-15,37.37778472900391,36.16107940673828,35.972694396972656,0.033646819791527394,0.03905991351455462
49,49,49,49,2019-04-16,37.54776763916016,36.42052459716797,35.58111572265625,0.030950763462639586,0.05527235098059746
50,50,50,50,2019-04-17,38.08454513549805,36.71575546264648,35.87480926513672,0.037280716564422445,0.06159575244094073
51,51,51,51,2019-04-18,37.95930099487305,36.75154495239258,35.8032341003418,0.032862728466108715,0.06021989210496126
52,52,52,52,2019-04-22,37.57460403442383,36.71575546264648,36.02688217163086,0.023391826232504354,0.04296019442980592
53,53,53,53,2019-04-23,37.5656623840332,36.948360443115234,36.15214157104492,0.016707153809121023,0.03909922764078799
54,54,54,54,2019-04-24,37.44041061401367,37.37778472900391,36.16107940673828,0.0016754841268364906,0.035378678630842986
55,55,55,55,2019-04-25,38.40661239624024,37.54776763916016,36.42052459716797,0.022873390645582692,0.05453210301168232
56,56,56,56,2019-04-26,38.540809631347656,38.08454513549805,36.71575546264648,0.011980305770393329,0.04970765671859678
57,57,57,57,2019-04-29,38.871829986572266,37.95930099487305,36.75154495239258,0.024039667954435462,0.05769240550094623
58,58,58,58,2019-04-30,38.943389892578125,37.57460403442383,36.71575546264648,0.03642848390099562,0.06067243889882579
59,59,59,59,2019-05-01,38.84498596191406,37.5656623840332,36.948360443115234,0.03405566404772409,0.05133179107416219
60,60,60,60,2019-05-02,38.15611267089844,37.44041061401367,37.37778472900391,0.01911576409412774,0.02082327638027648
61,61,61,61,2019-05-03,38.72868347167969,38.40661239624024,37.54776763916016,0.00838582356904194,0.031451026433004126
62,62,62,62,2019-05-06,38.73763275146485,38.540809631347656,38.08454513549805,0.005106875594982574,0.01714836329653502
63,63,63,63,2019-05-07,38.25453186035156,38.871829986572266,37.95930099487305,-0.015880346421404345,0.007777563278059008
64,64,64,64,2019-05-08,38.06664657592773,38.943389892578125,37.57460403442383,-0.022513276812029415,0.0130950825470606
65,65,65,65,2019-05-09,38.39767074584961,38.84498596191406,37.5656623840332,-0.011515391368734917,0.022148108379157483
66,66,66,66,2019-05-10,38.60343170166016,38.15611267089844,37.44041061401367,0.01172339107549858,0.031063256747808854
67,67,67,67,2019-05-13,37.82509994506836,38.72868347167969,38.40661239624024,-0.02333111909864105,-0.015140946178028636
68,68,68,68,2019-05-14,38.38872146606445,38.73763275146485,38.540809631347656,-0.009007036842931582,-0.003946159064585397
69,69,69,69,2019-05-15,38.01298141479492,38.25453186035156,38.871829986572266,-0.006314296210405135,-0.02209436942058096
70,70,70,70,2019-05-16,38.63921737670898,38.06664657592773,38.943389892578125,0.015041272407308126,-0.007810632734032152
71,71,71,71,2019-05-17,38.95234298706055,38.39767074584961,38.84498596191406,0.014445465843026195,0.002763729281605176
72,72,72,72,2019-05-20,38.27241897583008,38.60343170166016,38.15611267089844,-0.008574696891930689,0.0030481696585498153
73,73,73,73,2019-05-21,38.72868347167969,37.82509994506836,38.72868347167969,0.0238884636900778,0.0
74,74,74,74,2019-05-22,38.73763275146485,38.38872146606445,38.73763275146485,0.009088900908274189,0.0
75,75,75,75,2019-05-23,38.22768020629883,38.01298141479492,38.25453186035156,0.005648038736060457,-0.0007019208639320595
76,76,76,76,2019-05-24,38.17400741577149,38.63921737670898,38.06664657592773,-0.012039839119979301,0.0028203387873850794
77,77,77,77,2019-05-28,37.99508285522461,38.95234298706055,38.39767074584961,-0.02457516181129149,-0.010484695628797058
78,78,78,78,2019-05-29,37.50303268432617,38.27241897583008,38.60343170166016,-0.020102891640839116,-0.028505212330298346
79,79,79,79,2019-05-30,37.34199523925781,38.72868347167969,37.82509994506836,-0.03580519935401083,-0.012772066868617316
80,80,80,80,2019-05-31,36.679969787597656,38.73763275146485,38.38872146606445,-0.053117932555891256,-0.04451181527307002
81,81,81,81,2019-06-03,36.644187927246094,38.22768020629883,38.01298141479492,-0.04142266207385037,-0.03600858013773378
82,82,82,82,2019-06-04,37.037818908691406,38.17400741577149,38.63921737670898,-0.029763406673690485,-0.04144489916565608
83,83,83,83,2019-06-05,36.948360443115234,37.99508285522461,38.95234298706055,-0.027548891420970834,-0.05144703476787027
84,84,84,84,2019-06-06,36.81417083740234,37.50303268432617,38.27241897583008,-0.018368163788837655,-0.03810180222338855
85,85,85,85,2019-06-07,37.10939407348633,37.34199523925781,38.72868347167969,-0.006228943158531286,-0.041811113960986135
86,86,86,86,2019-06-10,36.93941116333008,36.679969787597656,38.73763275146485,0.007073107672519008,-0.04642053373968169
87,87,87,87,2019-06-11,36.87679290771485,36.644187927246094,38.22768020629883,0.00634766367126427,-0.03533793552979947
88,88,88,88,2019-06-12,37.08256149291992,37.037818908691406,38.17400741577149,0.0012080242721317358,-0.028591337319242016
89,89,89,89,2019-06-13,37.297271728515625,36.948360443115234,37.99508285522461,0.009443214291945834,-0.018365827214218866
90,90,90,90,2019-06-14,37.8519401550293,36.81417083740234,37.50303268432617,0.02818939810461818,0.009303446834286078
91,91,91,91,2019-06-17,38.07559585571289,37.10939407348633,37.34199523925781,0.026036582012447518,0.01964545846451826
92,92,92,92,2019-06-18,38.692901611328125,36.93941116333008,36.679969787597656,0.04746936653226208,0.054878230145410045
93,93,93,93,2019-06-19,38.59449005126953,36.87679290771485,36.644187927246094,0.046579352707087684,0.05322268644336159
94,94,94,94,2019-06-20,39.07759475708008,37.08256149291992,37.037818908691406,0.05379976959091848,0.05507278529055104
95,95,95,95,2019-06-21,38.97023391723633,37.297271728515625,36.948360443115234,0.04485481407053271,0.05472160198377196
96,96,96,96,2019-06-24,39.00601196289063,37.8519401550293,36.81417083740234,0.0304891057931147,0.05953797343878886
97,97,97,97,2019-06-25,38.245582580566406,38.07559585571289,37.10939407348633,0.004464453438829397,0.030617274559377794
98,98,98,98,2019-06-26,37.67301559448242,38.692901611328125,36.93941116333008,-0.026358478541891328,0.019859667711233042
99,99,99,99,2019-06-27,37.57460403442383,38.59449005126953,36.87679290771485,-0.0264256896642725,0.01892277152341504
100,100,100,100,2019-06-28,37.82509994506836,39.07759475708008,37.08256149291992,-0.03205148166865601,0.020023925593441128
101,101,101,101,2019-07-01,38.20980072021485,38.97023391723633,37.297271728515625,-0.019513180204061897,0.024466373796492746
102,102,102,102,2019-07-02,38.56042098999024,39.00601196289063,37.8519401550293,-0.011423648573053669,0.018717160390173904
103,103,103,103,2019-07-03,38.9470100402832,38.245582580566406,38.07559585571289,0.01834009086511368,0.02288642278567421
104,104,104,104,2019-07-05,38.91105270385742,37.67301559448242,38.692901611328125,0.032862702649063325,0.0056380132645681424
105,105,105,105,2019-07-08,38.32666778564453,37.57460403442383,38.59449005126953,0.020015214279615723,-0.0069393912257739165
106,106,106,106,2019-07-09,38.64134216308594,37.82509994506836,39.07759475708008,0.02157938033747353,-0.011163752444489972
107,107,107,107,2019-07-10,39.36957550048828,38.20980072021485,38.97023391723633,0.0303528089237024,0.01024734888941281
108,108,108,108,2019-07-11,39.63029098510742,38.56042098999024,39.00601196289063,0.027745288242441823,0.016004687246948368
