,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,BKNG,BKNG_6m,BKNG_12m,BKNG_6m_ret,BKNG_12m_ret
100,100,100,100,2019-06-28,1874.7099609375,1861.31005859375,1798.9000244140625,0.007199177956344283,0.04214238450973973
101,101,101,101,2019-07-01,1898.4200439453125,1880.0,1809.52001953125,0.009797895715591753,0.04912906375973214
102,102,102,102,2019-07-02,1907.989990234375,1870.81005859375,1775.5,0.019873707365339,0.07462122795515347
103,103,103,103,2019-07-03,1919.6500244140625,1845.469970703125,1781.4100341796875,0.0401957522411891,0.07760144356548015
104,104,104,104,2019-07-05,1924.75,1830.219970703125,1808.989990234375,0.05164954530605348,0.0639915148179604
105,105,105,105,2019-07-08,1875.760009765625,1845.1700439453125,1842.06005859375,0.016578399330018145,0.01829470815278511
106,106,106,106,2019-07-09,1877.8699951171875,1874.7099609375,1861.31005859375,0.00168561230565345,0.008896925284951562
107,107,107,107,2019-07-10,1869.3900146484373,1898.4200439453125,1880.0,-0.015291678672199827,-0.005643609229554647
108,108,108,108,2019-07-11,1874.1700439453125,1907.989990234375,1870.81005859375,-0.01772543171723251,0.0017960056052339635
109,109,109,109,2019-07-12,1882.47998046875,1919.6500244140625,1845.469970703125,-0.019362927342267966,0.020054517468807154
110,110,110,110,2019-07-15,1881.9100341796875,1924.75,1830.219970703125,-0.022257418272665253,0.02824254149991834
111,111,111,111,2019-07-16,1888.9000244140625,1875.760009765625,1845.1700439453125,0.007005168347777868,0.02369970215603945
112,112,112,112,2019-07-17,1867.739990234375,1877.8699951171875,1874.7099609375,-0.005394412237882507,-0.0037178928198788874
113,113,113,113,2019-07-18,1885.9100341796875,1869.3900146484373,1898.4200439453125,0.008837117670363215,-0.006589695365640247
114,114,114,114,2019-07-19,1882.0899658203125,1874.1700439453125,1907.989990234375,0.0042258288678693745,-0.013574507490409338
115,115,115,115,2019-07-22,1893.699951171875,1882.47998046875,1919.6500244140625,0.005960207183893118,-0.013518127217021392
116,116,116,116,2019-07-23,1900.25,1881.9100341796875,1924.75,0.009745399879493633,-0.012728925834524007
117,117,117,117,2019-07-24,1919.25,1888.9000244140625,1875.760009765625,0.01606753941111938,0.0231852635774068
118,118,118,118,2019-07-25,1926.1300048828125,1867.739990234375,1877.8699951171875,0.031262389279950176,0.025699334826750464
119,119,119,119,2019-07-26,1966.8499755859373,1885.9100341796875,1869.3900146484373,0.04291824102916775,0.0521346322457108
120,120,120,120,2019-07-29,1919.550048828125,1882.0899658203125,1874.1700439453125,0.019903449722439515,0.02421338716271615
121,121,121,121,2019-07-30,1916.5899658203125,1893.699951171875,1882.47998046875,0.012087455900430477,0.01811970682581654
122,122,122,122,2019-07-31,1886.6099853515625,1900.25,1881.9100341796875,-0.007178010603045681,0.002497436692781907
123,123,123,123,2019-08-01,1879.8599853515625,1919.25,1888.9000244140625,-0.020523649680050826,-0.004785874819025593
124,124,124,124,2019-08-02,1846.0799560546875,1926.1300048828125,1867.739990234375,-0.0415600445583606,-0.011596921569885899
125,125,125,125,2019-08-05,1788.5999755859375,1966.8499755859373,1885.9100341796875,-0.09062714605210187,-0.051598462720983895
126,126,126,126,2019-08-06,1786.52001953125,1919.550048828125,1882.0899658203125,-0.06930271465341009,-0.050778628027703276
127,127,127,127,2019-08-07,1821.56005859375,1916.5899658203125,1893.699951171875,-0.04958280535810333,-0.038094679430858536
128,128,128,128,2019-08-08,1941.010009765625,1886.6099853515625,1900.25,0.028834801488621054,0.02144981437475324
129,129,129,129,2019-08-09,1917.68994140625,1879.8599853515625,1919.25,0.020123815789191646,-0.0008128480363422952
130,130,130,130,2019-08-12,1916.8900146484373,1846.0799560546875,1926.1300048828125,0.03835698359733031,-0.004797178908459765
131,131,131,131,2019-08-13,1943.18994140625,1788.5999755859375,1966.8499755859373,0.08643071001366276,-0.012029404618234207
132,132,132,132,2019-08-14,1891.18994140625,1786.52001953125,1919.550048828125,0.05858872037855112,-0.014774351645162165
133,133,133,133,2019-08-15,1904.6700439453125,1821.56005859375,1916.5899658203125,0.045625717889161255,-0.006219338558364096
134,134,134,134,2019-08-16,1922.18994140625,1941.010009765625,1886.6099853515625,-0.009696018188823041,0.018859200540093157
135,135,135,135,2019-08-19,1943.72998046875,1917.68994140625,1879.8599853515625,0.013578857822764023,0.0339759320454085
136,136,136,136,2019-08-20,1934.4000244140625,1916.8900146484373,1846.0799560546875,0.0091345928205675,0.04784195184488449
137,137,137,137,2019-08-21,1955.75,1943.18994140625,1788.5999755859375,0.00646362886412466,0.09345299490977843
138,138,138,138,2019-08-22,1952.469970703125,1891.18994140625,1786.52001953125,0.032402895105982044,0.09289005964535302
139,139,139,139,2019-08-23,1898.6700439453125,1904.6700439453125,1821.56005859375,-0.003150151922152178,0.0423318380241009
140,140,140,140,2019-08-26,1916.81005859375,1922.18994140625,1941.010009765625,-0.0027988299681581674,-0.012467710650702513
141,141,141,141,2019-08-27,1919.989990234375,1943.72998046875,1917.68994140625,-0.012213625592506383,0.001199385144836418
142,142,142,142,2019-08-28,1942.0,1934.4000244140625,1916.8900146484373,0.0039288541615065675,0.013099335465090789
143,143,143,143,2019-08-29,1957.1400146484373,1955.75,1943.18994140625,0.0007107322758210799,0.007178955049598423
144,144,144,144,2019-08-30,1966.4100341796875,1952.469970703125,1891.18994140625,0.007139706979228055,0.03977394926154565
145,145,145,145,2019-09-03,1941.780029296875,1898.6700439453125,1904.6700439453125,0.02270535920079242,0.019483681947710663
146,146,146,146,2019-09-04,1958.7900390625,1916.81005859375,1922.18994140625,0.02190096002498465,0.01904083299357695
147,147,147,147,2019-09-05,1994.43994140625,1919.989990234375,1943.72998046875,0.03877621839204837,0.02608899458620839
148,148,148,148,2019-09-06,1967.6300048828125,1942.0,1934.4000244140625,0.01319773680886338,0.017178442953553752
149,149,149,149,2019-09-09,1992.25,1957.1400146484373,1955.75,0.017939434628477358,0.01866291703949896
150,150,150,150,2019-09-10,2018.760009765625,1966.4100341796875,1952.469970703125,0.026622105601579626,0.03395188661397319
151,151,151,151,2019-09-11,2050.159912109375,1941.780029296875,1898.6700439453125,0.055814706700709316,0.07978735886582822
152,152,152,152,2019-09-12,2041.4100341796875,1958.7900390625,1916.81005859375,0.04217909702906719,0.06500381977197534
153,153,153,153,2019-09-13,2063.89990234375,1994.43994140625,1919.989990234375,0.034826799993047164,0.07495346998752206
154,154,154,154,2019-09-16,2072.949951171875,1967.6300048828125,1942.0,0.053526296116497285,0.06743045889385946
155,155,155,155,2019-09-17,2077.43994140625,1992.25,1957.1400146484373,0.042760668292759485,0.061467205134744685
156,156,156,156,2019-09-18,2058.3701171875,2018.760009765625,1966.4100341796875,0.01962100855488691,0.046765466718224236
157,157,157,157,2019-09-19,2058.570068359375,2050.159912109375,1941.780029296875,0.004102195248441243,0.060145864773771596
158,158,158,158,2019-09-20,2031.5699462890625,2041.4100341796875,1958.7900390625,-0.0048202407776344325,0.037155542847969514
159,159,159,159,2019-09-23,2009.4100341796875,2063.89990234375,1994.43994140625,-0.026401410311703732,0.00750591304488335
160,160,160,160,2019-09-24,1990.6400146484373,2072.949951171875,1967.6300048828125,-0.039706668497667574,0.011694276723024144
161,161,161,161,2019-09-25,1993.530029296875,2077.43994140625,1992.25,-0.04039101705754977,0.0006425043528046626
162,162,162,162,2019-09-26,1978.449951171875,2058.3701171875,2018.760009765625,-0.03882691715561126,-0.01996773187439449
163,163,163,163,2019-09-27,1944.25,2058.570068359375,2050.159912109375,-0.0555337270839098,-0.051659342026840305
164,164,164,164,2019-09-30,1962.6099853515625,2031.5699462890625,2041.4100341796875,-0.033944172615599455,-0.03860079430822905
165,165,165,165,2019-10-01,1978.030029296875,2009.4100341796875,2063.89990234375,-0.015616526417726817,-0.0416056384078326
166,166,166,166,2019-10-02,1941.43994140625,1990.6400146484373,2072.949951171875,-0.024715705943887833,-0.0634409960989556
167,167,167,167,2019-10-03,1961.449951171875,1993.530029296875,2077.43994140625,-0.01609209675979384,-0.055833137662626986
168,168,168,168,2019-10-04,1983.199951171875,1978.449951171875,2058.3701171875,0.002400869426687491,-0.0365192660872552
169,169,169,169,2019-10-07,1951.56005859375,1944.25,2058.570068359375,0.0037598346888261247,-0.051982690028573586
170,170,170,170,2019-10-08,1938.18994140625,1962.6099853515625,2031.5699462890625,-0.01244263716559968,-0.04596445475745681
171,171,171,171,2019-10-09,1943.3299560546875,1978.030029296875,2009.4100341796875,-0.017542743400373095,-0.032885313102348546
172,172,172,172,2019-10-10,1962.9100341796875,1941.43994140625,1990.6400146484373,0.011058849833843531,-0.013930183390615247
173,173,173,173,2019-10-11,1977.1800537109373,1961.449951171875,1993.530029296875,0.008019629830301911,-0.008201519588698858
174,174,174,174,2019-10-14,1988.75,1983.199951171875,1978.449951171875,0.002798532152466837,0.0052061204894386925
175,175,175,175,2019-10-15,2016.3900146484373,1951.56005859375,1944.25,0.03321955466817772,0.03710428939099253
176,176,176,176,2019-10-16,2027.6300048828125,1938.18994140625,1962.6099853515625,0.046146180808094295,0.03312936345812134
177,177,177,177,2019-10-17,2028.530029296875,1943.3299560546875,1978.030029296875,0.043842309421895154,0.025530451637254092
178,178,178,178,2019-10-18,2013.530029296875,1962.9100341796875,1941.43994140625,0.025788240029218645,0.037132278137024244
179,179,179,179,2019-10-21,2022.239990234375,1977.1800537109373,1961.449951171875,0.022790001567568607,0.0309923987742744
180,180,180,180,2019-10-22,2023.050048828125,1988.75,1983.199951171875,0.01724703900848512,0.020093837554152172
181,181,181,181,2019-10-23,2032.22998046875,2016.3900146484373,1951.56005859375,0.007855606160137807,0.04133612056660407
182,182,182,182,2019-10-24,2043.75,2027.6300048828125,1938.18994140625,0.00795016599595022,0.05446321660154796
183,183,183,183,2019-10-25,2055.929931640625,2028.530029296875,1943.3299560546875,0.01350726977073502,0.05794176909336368
184,184,184,184,2019-10-28,2057.050048828125,2013.530029296875,1962.9100341796875,0.021613792145154687,0.04795941383415414
185,185,185,185,2019-10-29,2042.800048828125,2022.239990234375,1977.1800537109373,0.010166972611083125,0.033188679500395946
186,186,186,186,2019-10-30,2049.550048828125,2023.050048828125,1988.75,0.013099033321172904,0.030571991868321824
187,187,187,187,2019-10-31,2048.77001953125,2032.22998046875,2016.3900146484373,0.008138861851986423,0.016058403705425217
188,188,188,188,2019-11-01,2032.02001953125,2043.75,2027.6300048828125,-0.0057394399847094935,0.0021650965106383424
189,189,189,189,2019-11-04,2007.6800537109373,2055.929931640625,2028.530029296875,-0.02346863926981424,-0.010278366740848699
190,190,190,190,2019-11-05,2025.4300537109373,2057.050048828125,2013.530029296875,-0.01537152444842127,0.005910030762351193
191,191,191,191,2019-11-06,2012.0899658203125,2042.800048828125,2022.239990234375,-0.01503332791940637,-0.005019198741533226
192,192,192,192,2019-11-07,1849.9300537109373,2049.550048828125,2023.050048828125,-0.09739698488032766,-0.08557375790948396
193,193,193,193,2019-11-08,1879.18994140625,2048.77001953125,2032.22998046875,-0.08277165153158539,-0.07530645671667535
194,194,194,194,2019-11-11,1896.0400390625,2032.02001953125,2043.75,-0.06691862243567759,-0.0722739870030581
195,195,195,195,2019-11-12,1875.8399658203125,2007.6800537109373,2055.929931640625,-0.06566787753204772,-0.08759538107244802
196,196,196,196,2019-11-13,1859.0899658203125,2025.4300537109373,2057.050048828125,-0.08212581203970037,-0.09623493756050705
197,197,197,197,2019-11-14,1865.550048828125,2012.0899658203125,2042.800048828125,-0.07282970417898005,-0.08676815927319048
198,198,198,198,2019-11-15,1848.8199462890625,1849.9300537109373,2049.550048828125,-0.0006000807542143605,-0.09793861957839689
199,199,199,199,2019-11-18,1838.030029296875,1879.18994140625,2048.77001953125,-0.021903007887842274,-0.10286171128304167
200,200,200,200,2019-11-19,1845.300048828125,1896.0400390625,2032.02001953125,-0.02676103309477762,-0.09188884406079711
201,201,201,201,2019-11-20,1851.8199462890625,1875.8399658203125,2007.6800537109373,-0.01280494070332161,-0.07763194495745851
202,202,202,202,2019-11-21,1873.31005859375,1859.0899658203125,2025.4300537109373,0.007648953539030501,-0.07510503502131671
203,203,203,203,2019-11-22,1877.530029296875,1865.550048828125,2012.0899658203125,0.006421688057243635,-0.06687570576327506
204,204,204,204,2019-11-25,1897.5400390625,1848.8199462890625,1849.9300537109373,0.026351994347112218,0.02573610026825479
205,205,205,205,2019-11-26,1887.4599609375,1838.030029296875,1879.18994140625,0.026892885781378606,0.004400842804139993
206,206,206,206,2019-11-27,1906.449951171875,1845.300048828125,1896.0400390625,0.03313818930562751,0.005490344030141037
207,207,207,207,2019-11-29,1904.030029296875,1851.8199462890625,1875.8399658203125,0.0281939305775587,0.01502796826499786
208,208,208,208,2019-12-02,1884.43994140625,1873.31005859375,1859.0899658203125,0.005941292399217035,0.013635690607771034
209,209,209,209,2019-12-03,1879.97998046875,1877.530029296875,1865.550048828125,0.0013048798866841516,0.007734947475512399
210,210,210,210,2019-12-04,1921.530029296875,1897.5400390625,1848.8199462890625,0.012642679332462103,0.03932783349387581
211,211,211,211,2019-12-05,1904.219970703125,1887.4599609375,1838.030029296875,0.008879663734588705,0.03601134929855876
212,212,212,212,2019-12-06,1930.27001953125,1906.449951171875,1845.300048828125,0.012494462991138544,0.04604669617663859
213,213,213,213,2019-12-09,1905.7900390625,1904.030029296875,1851.8199462890625,0.0009243602981803267,0.029144352225814574
214,214,214,214,2019-12-10,1904.6300048828125,1884.43994140625,1873.31005859375,0.010714092305587508,0.016719040259984386
215,215,215,215,2019-12-11,1925.8800048828125,1879.97998046875,1877.530029296875,0.02441516659268772,0.025751905339188808
216,216,216,216,2019-12-12,1948.47998046875,1921.530029296875,1897.5400390625,0.014025256311886336,0.02684525246245517
217,217,217,217,2019-12-13,1973.5999755859373,1904.219970703125,1887.4599609375,0.03643486884406211,0.045638061962200105
218,218,218,218,2019-12-16,1995.02001953125,1930.27001953125,1906.449951171875,0.03354452970042199,0.04645811357645768
219,219,219,219,2019-12-17,2001.8699951171875,1905.7900390625,1904.030029296875,0.050414764525661626,0.05138572623061144
220,220,220,220,2019-12-18,1991.510009765625,1904.6300048828125,1884.43994140625,0.045615161296463036,0.05681797865071503
221,221,221,221,2019-12-19,2003.1199951171875,1925.8800048828125,1879.97998046875,0.04010633582494405,0.06550070528822016
222,222,222,222,2019-12-20,2023.260009765625,1948.47998046875,1921.530029296875,0.03837864902203658,0.05294217572336102
223,223,223,223,2019-12-23,2032.0999755859373,1973.5999755859373,1904.219970703125,0.029641265060632138,0.06715610950955053
224,224,224,224,2019-12-24,2044.0,1995.02001953125,1930.27001953125,0.024551122289117933,0.058919207840345766
225,225,225,225,2019-12-26,2064.320068359375,2001.8699951171875,1905.7900390625,0.031195868560151885,0.08318336545344707
226,226,226,226,2019-12-27,2072.5400390625,1991.510009765625,1904.6300048828125,0.04068773388008795,0.08815887272027867
227,227,227,227,2019-12-30,2053.8701171875,2003.1199951171875,1925.8800048828125,0.025335537658263796,0.06645798906483558
228,228,228,228,2019-12-31,2053.72998046875,2023.260009765625,1948.47998046875,0.015059839346429182,0.05401646465707066
229,229,229,229,2020-01-02,2074.580078125,2032.0999755859373,1973.5999755859373,0.02090453375789947,0.05116543564461851
230,230,230,230,2020-01-03,2065.47998046875,2044.0,1995.02001953125,0.010508796706824919,0.03531792174900339
231,231,231,231,2020-01-06,2047.4000244140625,2064.320068359375,2001.8699951171875,-0.008196424674958402,0.022743749298370197
232,232,232,232,2020-01-07,2068.050048828125,2072.5400390625,1991.510009765625,-0.0021664190557235674,0.038433168142352425
233,233,233,233,2020-01-08,2062.89990234375,2053.8701171875,2003.1199951171875,0.004396473311863991,0.029843397985284126
234,234,234,234,2020-01-09,2084.2900390625,2053.72998046875,2023.260009765625,0.01488027096277511,0.030164204799335126
235,235,235,235,2020-01-10,2086.89990234375,2074.580078125,2032.0999755859373,0.0059384664629984485,0.0269671410935437
236,236,236,236,2020-01-13,2080.5,2065.47998046875,2044.0,0.007271926948350993,0.017857142857142794
237,237,237,237,2020-01-14,2071.47998046875,2047.4000244140625,2064.320068359375,0.011761236576901313,0.0034684118122561003
238,238,238,238,2020-01-15,2065.159912109375,2068.050048828125,2072.5400390625,-0.0013975177826995866,-0.0035609092292679945
239,239,239,239,2020-01-16,2054.75,2062.89990234375,2053.8701171875,-0.0039507017933786415,0.0004284023634877343
240,240,240,240,2020-01-17,2054.68994140625,2084.2900390625,2053.72998046875,-0.014201525268318194,0.00046742315037962
241,241,241,241,2020-01-21,1990.5699462890625,2086.89990234375,2074.580078125,-0.04615935625206624,-0.040495005578124355
