,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,SWK,SWK_6m,SWK_12m,SWK_6m_ret,SWK_12m_ret
244,244,244,244,2020-01-24,150.33013916015625,150.87196350097656,149.165283203125,-0.003591285804514621,0.007809162641718714
245,245,245,245,2020-01-27,146.5917205810547,153.96018981933594,149.878662109375,-0.04785957491301973,-0.02193068367478246
246,246,246,246,2020-01-28,150.21273803710938,155.79324340820312,149.22850036621094,-0.03581994474864314,0.006595507349354213
247,247,247,247,2020-01-29,146.96197509765625,153.3190460205078,149.896728515625,-0.04146302163921134,-0.01957850212630119
248,248,248,248,2020-01-30,149.13821411132812,151.5943145751953,149.26463317871094,-0.016201798007727364,-0.000846945888591355
249,249,249,249,2020-01-31,143.87376403808594,152.13613891601562,150.49269104003906,-0.054309087484406326,-0.04398171735923129
250,250,250,250,2020-02-03,145.26434326171875,150.33013916015625,150.87196350097656,-0.033697806219952886,-0.03716807357134655
251,251,251,251,2020-02-04,149.7161102294922,146.5917205810547,153.96018981933594,0.021313547832395807,-0.02756608441977082
252,252,252,252,2020-02-05,151.58529663085938,150.21273803710938,155.79324340820312,0.009137431430155551,-0.027009815607460297
253,253,253,253,2020-02-06,150.0050506591797,146.96197509765625,153.3190460205078,0.02070655051758319,-0.021615027273812037
254,254,254,254,2020-02-07,147.23291015625,149.13821411132812,151.5943145751953,-0.012775424236043609,-0.028770237400835508
255,255,255,255,2020-02-10,148.533203125,143.87376403808594,152.13613891601562,0.03238560635475296,-0.023682313858409243
256,256,256,256,2020-02-11,149.47230529785156,145.26434326171875,150.33013916015625,0.028967618216890534,-0.005706333188388646
257,257,257,257,2020-02-12,152.0367889404297,149.7161102294922,146.5917205810547,0.015500527681224563,0.03714444675178141
258,258,258,258,2020-02-13,151.5943145751953,151.58529663085938,150.21273803710938,5.949089084733572e-05,0.009197465914938752
259,259,259,259,2020-02-14,150.77259826660156,150.0050506591797,146.96197509765625,0.005116811760997209,0.02592931379979868
260,260,260,260,2020-02-18,148.9304962158203,147.23291015625,149.13821411132812,0.011529936192721912,-0.0013927878695982887
261,261,261,261,2020-02-19,146.09507751464844,148.533203125,143.87376403808594,-0.016414684118134404,0.015439322738331152
262,262,262,262,2020-02-20,146.32989501953125,149.47230529785156,145.26434326171875,-0.02102336129799076,0.007335260215183936
263,263,263,263,2020-02-21,142.7631072998047,152.0367889404297,149.7161102294922,-0.060996300337930465,-0.04644124749854639
264,264,264,264,2020-02-24,136.4241180419922,151.5943145751953,151.58529663085938,-0.10007101239722449,-0.10001747482005263
265,265,265,265,2020-02-25,129.75096130371094,150.77259826660156,150.0050506591797,-0.13942611061009513,-0.13502271601165772
266,266,266,266,2020-02-26,128.41456604003906,148.9304962158203,147.23291015625,-0.1377550649267354,-0.1278134358428431
267,267,267,267,2020-02-27,122.92432403564452,146.09507751464844,148.533203125,-0.15860050778699697,-0.17241181466883204
268,268,268,268,2020-02-28,129.7599334716797,146.32989501953125,149.47230529785156,-0.11323702204282937,-0.1318797605141051
269,269,269,269,2020-03-02,129.2246551513672,142.7631072998047,152.0367889404297,-0.09483158782756496,-0.1500435121528424
270,270,270,270,2020-03-03,121.90232849121094,136.4241180419922,151.5943145751953,-0.10644591117174274,-0.195864773472466
271,271,271,271,2020-03-04,124.9510269165039,129.75096130371094,150.77259826660156,-0.03699343988652015,-0.17126169905514943
272,272,272,272,2020-03-05,115.80496978759766,128.41456604003906,148.9304962158203,-0.09819443884979362,-0.2224227224773314
273,273,273,273,2020-03-06,116.33122253417967,122.92432403564452,146.09507751464844,-0.05363545053583563,-0.20372934863246472
274,274,274,274,2020-03-09,108.90003204345705,129.7599334716797,146.32989501953125,-0.16075764583198826,-0.25579095079018743
275,275,275,275,2020-03-10,118.4906997680664,129.2246551513672,142.7631072998047,-0.0830642989197965,-0.17001876738901356
276,276,276,276,2020-03-11,110.85989379882812,121.90232849121094,136.4241180419922,-0.09058428029271781,-0.1873878652108657
277,277,277,277,2020-03-12,95.0357437133789,124.9510269165039,129.75096130371094,-0.23941606516859848,-0.26755268124043685
278,278,278,278,2020-03-13,98.9827117919922,115.80496978759766,128.41456604003906,-0.14526369659661242,-0.22919404827385503
279,279,279,279,2020-03-16,78.61272430419922,116.33122253417967,122.92432403564452,-0.3242336615081841,-0.3604786935301447
280,280,280,280,2020-03-17,82.48709106445312,108.90003204345705,129.7599334716797,-0.2425430046564515,-0.36431000804685165
281,281,281,281,2020-03-18,71.0726547241211,118.4906997680664,129.2246551513672,-0.40018368645607927,-0.4500070080212619
282,282,282,282,2020-03-19,76.00862884521484,110.85989379882812,121.90232849121094,-0.31437216615826924,-0.37647927003547754
283,283,283,283,2020-03-20,72.0888671875,95.0357437133789,124.9510269165039,-0.24145522125954066,-0.42306302743976665
284,284,284,284,2020-03-23,65.35635375976562,98.9827117919922,115.80496978759766,-0.3397195068052983,-0.4356342920373951
285,285,285,285,2020-03-24,81.90640258789062,78.61272430419922,116.33122253417967,0.04189752120720569,-0.2959207270101075
286,286,286,286,2020-03-25,89.15612030029297,82.48709106445312,108.90003204345705,0.08084936866823011,-0.18130308478959112
287,287,287,287,2020-03-26,97.30410766601562,71.0726547241211,118.4906997680664,0.36907940253133575,-0.17880383982474068
288,288,288,288,2020-03-27,87.70436096191406,76.00862884521484,110.85989379882812,0.15387374163157963,-0.20887204599828724
289,289,289,289,2020-03-30,91.07969665527344,72.0888671875,95.0357437133789,0.26343636970156736,-0.04162693849207544
290,290,290,290,2020-03-31,90.73490142822266,65.35635375976562,98.9827117919922,0.3883103356980795,-0.08332576683797022
291,291,291,291,2020-04-01,83.59407806396484,81.90640258789062,78.61272430419922,0.020604927365271974,0.06336574395373717
292,292,292,292,2020-04-02,86.82423400878906,89.15612030029297,82.48709106445312,-0.0261550893382273,0.05257965686954602
293,293,293,293,2020-04-03,86.44314575195312,97.30410766601562,71.0726547241211,-0.1116187402009935,0.21626448438565915
294,294,294,294,2020-04-06,96.8050765991211,87.70436096191406,76.00862884521484,0.10376582803173329,0.2736064058760548
295,295,295,295,2020-04-07,97.44929504394533,91.07969665527344,72.0888671875,0.06993433907427371,0.35179395717904627
296,296,296,296,2020-04-08,103.7825927734375,90.73490142822266,65.35635375976562,0.14380013798258684,0.587949553534115
297,297,297,297,2020-04-09,108.3102569580078,83.59407806396484,81.90640258789062,0.2956690170699716,0.32236618305613174
298,298,298,298,2020-04-13,103.48314666748048,86.82423400878906,89.15612030029297,0.191869388182625,0.1606959378552102
299,299,299,299,2020-04-14,104.82603454589844,86.44314575195312,97.30410766601562,0.21265872075843517,0.07730328205363035
300,300,300,300,2020-04-15,97.25873565673828,96.8050765991211,87.70436096191406,0.004686314742519571,0.10893842210392757
301,301,301,301,2020-04-16,96.8232192993164,97.44929504394533,91.07969665527344,-0.006424630823102295,0.06306040594076157
302,302,302,302,2020-04-17,102.11305236816406,103.7825927734375,90.73490142822266,-0.01608690205801777,0.12539993718891385
303,303,303,303,2020-04-20,100.24393463134766,108.3102569580078,83.59407806396484,-0.07447422389356417,0.19917507260074818
304,304,304,304,2020-04-21,96.48748779296876,103.48314666748048,86.82423400878906,-0.06760191489915435,0.11129673523179617
305,305,305,305,2020-04-22,97.42206573486328,104.82603454589844,86.44314575195312,-0.07063101111387837,0.12700740917520448
306,306,306,306,2020-04-23,96.02473449707033,97.25873565673828,96.8050765991211,-0.012687818233862225,-0.008060962600982546
307,307,307,307,2020-04-24,97.75777435302734,96.8232192993164,97.44929504394533,0.009652179099951974,0.0031655365894940335
308,308,308,308,2020-04-27,102.29452514648438,102.11305236816406,103.7825927734375,0.001777175141783216,-0.01433831615868042
309,309,309,309,2020-04-28,106.90386199951172,100.24393463134766,108.3102569580078,0.06643721031757477,-0.012984873252044338
310,310,310,310,2020-04-29,110.77825164794922,96.48748779296876,103.48314666748048,0.14811002112153493,0.07049558517881072
311,311,311,311,2020-04-30,99.98985290527344,97.42206573486328,104.82603454589844,0.026357346778074442,-0.046135310389018525
312,312,312,312,2020-05-01,96.63265991210938,96.02473449707033,97.25873565673828,0.006330925237367779,-0.006437218625158336
313,313,313,313,2020-05-04,94.30078125,97.75777435302734,96.8232192993164,-0.03536284582894955,-0.026051995250422455
314,314,314,314,2020-05-05,97.19522094726562,102.29452514648438,102.11305236816406,-0.049849238675448326,-0.048160654361475874
315,315,315,315,2020-05-06,96.27880096435548,106.90386199951172,100.24393463134766,-0.0993889354081966,-0.03955484869557602
316,316,316,316,2020-05-07,99.7902603149414,110.77825164794922,96.48748779296876,-0.09918906617092493,0.034230060265008966
317,317,317,317,2020-05-08,106.45925903320312,99.98985290527344,97.42206573486328,0.06470062651315778,0.09276331014099837
318,318,318,318,2020-05-11,103.05669403076172,96.63265991210938,96.02473449707033,0.06647891224866642,0.07323071050934216
319,319,319,319,2020-05-12,98.64698791503906,94.30078125,97.75777435302734,0.04608876625864711,0.009096090494046472
320,320,320,320,2020-05-13,92.90348052978516,97.19522094726562,102.29452514648438,-0.04415587902011153,-0.09180398074336205
321,321,321,321,2020-05-14,94.77259826660156,96.27880096435548,106.90386199951172,-0.015644177977575224,-0.11347825519124433
322,322,322,322,2020-05-15,97.84851837158205,99.7902603149414,110.77825164794922,-0.019458231066149745,-0.11671725346828521
323,323,323,323,2020-05-18,109.4807357788086,106.45925903320312,99.98985290527344,0.02838153086020556,0.09491846020142125
324,324,324,324,2020-05-19,110.59677124023438,103.05669403076172,96.63265991210938,0.07316436142636196,0.1445071608380213
325,325,325,325,2020-05-20,115.3512725830078,98.64698791503906,94.30078125,0.16933395556238895,0.22322711491860314
326,326,326,326,2020-05-21,112.07574462890624,92.90348052978516,97.19522094726562,0.20636755468999235,0.15309933489131322
327,327,327,327,2020-05-22,110.23383331298828,94.77259826660156,96.27880096435548,0.16314035205506605,0.14494397737461706
328,328,328,328,2020-05-26,116.23143005371094,97.84851837158205,99.7902603149414,0.18787112966104758,0.1647572587432946
329,329,329,329,2020-05-27,120.53224182128906,109.4807357788086,106.45925903320312,0.10094475492755706,0.13219125246491492
330,330,330,330,2020-05-28,114.77057647705078,110.59677124023438,103.05669403076172,0.037738942918597695,0.11366445000450476
331,331,331,331,2020-05-29,113.82693481445312,115.3512725830078,98.64698791503906,-0.013214746005144828,0.1538815043444406
332,332,332,332,2020-06-01,114.12802124023438,112.07574462890624,92.90348052978516,0.01831151439701273,0.22845797153578729
333,333,333,333,2020-06-02,119.62957763671876,110.23383331298828,94.77259826660156,0.08523466926032608,0.2622802352658189
334,334,334,334,2020-06-03,125.86106872558594,116.23143005371094,97.84851837158205,0.08284883587361103,0.2862848699213367
335,335,335,335,2020-06-04,130.01235961914062,120.53224182128906,109.4807357788086,0.07865213203208787,0.18753640715215392
336,336,336,336,2020-06-05,133.78952026367188,114.77057647705078,110.59677124023438,0.16571271462092962,0.20970548021749247
337,337,337,337,2020-06-08,135.24020385742188,113.82693481445312,115.3512725830078,0.18812128322592603,0.17242056224478874
338,338,338,338,2020-06-09,128.85360717773438,114.12802124023438,112.07574462890624,0.1290269101091599,0.14970110262823844
339,339,339,339,2020-06-10,124.51988220214844,119.62957763671876,110.23383331298828,0.04087872466021869,0.12959767849674253
340,340,340,340,2020-06-11,117.1935577392578,125.86106872558594,116.23143005371094,-0.06886570306522544,0.008277689477813821
341,341,341,341,2020-06-12,119.60223388671876,130.01235961914062,120.53224182128906,-0.08007027764835106,-0.007715843665707323
342,342,342,342,2020-06-15,123.51628875732422,133.78952026367188,114.77057647705078,-0.07678651875050613,0.07620169340198624
343,343,343,343,2020-06-16,126.19865417480467,135.24020385742188,113.82693481445312,-0.06685548693899734,0.10868885629327041
344,344,344,344,2020-06-17,123.45240783691406,128.85360717773438,114.12802124023438,-0.04191733129651665,0.08170111507543165
345,345,345,345,2020-06-18,124.77535247802734,124.51988220214844,119.62957763671876,0.002051642447462143,0.04301423563439166
346,346,346,346,2020-06-19,122.18423461914062,117.1935577392578,125.86106872558594,0.0425849080457692,-0.029213434651996217
347,347,347,347,2020-06-22,123.54364776611328,119.60223388671876,130.01235961914062,0.032954350026000556,-0.04975459157865336
348,348,348,348,2020-06-23,123.78995513916016,123.51628875732422,133.78952026367188,0.002215629894560811,-0.07474101936238808
349,349,349,349,2020-06-24,119.60223388671876,126.19865417480467,135.24020385742188,-0.05227013181098461,-0.11563107363539304
350,350,350,350,2020-06-25,123.70785522460938,123.45240783691406,128.85360717773438,0.00206919728963717,-0.03993486923518719
351,351,351,351,2020-06-26,124.32830810546876,124.77535247802734,124.51988220214844,-0.0035827939066516157,-0.0015385020712488373
352,352,352,352,2020-06-29,124.19142150878906,122.18423461914062,117.1935577392578,0.01642754399456714,0.0597120174907626
353,353,353,353,2020-06-30,127.16574096679688,123.54364776611328,119.60223388671876,0.029318328106522795,0.06323884457912277
354,354,354,354,2020-07-01,123.72614288330078,123.78995513916016,123.51628875732422,-0.000515488157238897,0.0016989996063505597
355,355,355,355,2020-07-02,126.03440856933594,119.60223388671876,126.19865417480467,0.05377972027436706,-0.0013014846041164985
356,356,356,356,2020-07-06,128.7258758544922,123.70785522460938,123.45240783691406,0.04056347610886846,0.04271660723332826
357,357,357,357,2020-07-07,126.71869659423828,124.32830810546876,124.77535247802734,0.019226421763430812,0.015574743550038406
358,358,358,358,2020-07-08,127.0745086669922,124.19142150878906,122.18423461914062,0.023214865593587763,0.04002377281402136
359,359,359,359,2020-07-09,125.03079223632812,127.16574096679688,123.54364776611328,-0.01678870986979264,0.012037401332282371
360,360,360,360,2020-07-10,127.65843963623048,123.72614288330078,123.78995513916016,0.031782262513741166,0.03125039097656601
361,361,361,361,2020-07-13,129.59262084960938,126.03440856933594,119.60223388671876,0.028232070278775723,0.08353010339550182
362,362,362,362,2020-07-14,133.59793090820312,128.7258758544922,123.70785522460938,0.037848296011737004,0.07994703057163921
363,363,363,363,2020-07-15,138.23275756835938,126.71869659423828,124.32830810546876,0.0908631581888022,0.11183655335432818
364,364,364,364,2020-07-16,139.427978515625,127.0745086669922,124.19142150878906,0.09721438216224731,0.12268606657149528
365,365,365,365,2020-07-17,139.920654296875,125.03079223632812,127.16574096679688,0.11908956021331663,0.10030149026858148
366,366,366,366,2020-07-20,138.8714141845703,127.65843963623048,123.72614288330078,0.08783574811263395,0.12240962943098155
367,367,367,367,2020-07-21,140.3129425048828,129.59262084960938,126.03440856933594,0.08272324137741016,0.11329076002044114
368,368,368,368,2020-07-22,138.96266174316406,133.59793090820312,128.7258758544922,0.0401557928217251,0.07952391716676477
369,369,369,369,2020-07-23,139.00830078125,138.23275756835938,126.71869659423828,0.005610415552240511,0.09698335381687095
370,370,370,370,2020-07-24,139.5100860595703,139.427978515625,127.0745086669922,0.0005888885775970909,0.09786051917907801
371,371,371,371,2020-07-27,143.7982177734375,139.920654296875,125.03079223632812,0.02771258822400391,0.15010242838128995
372,372,372,372,2020-07-28,139.32760620117188,138.8714141845703,127.65843963623048,0.0032849958307132887,0.09140928400968473
373,373,373,373,2020-07-29,142.4022674560547,140.3129425048828,129.59262084960938,0.014890464941244907,0.0988454938442116
374,374,374,374,2020-07-30,140.9242401123047,138.96266174316406,133.59793090820312,0.014115866409971867,0.054838493038754876
375,375,375,375,2020-07-31,139.8841552734375,139.00830078125,138.23275756835938,0.006300735188222939,0.011946500483154043
376,376,376,376,2020-08-03,140.86949157714844,139.5100860595703,139.427978515625,0.009744137904105887,0.010338764693213154
377,377,377,377,2020-08-04,141.09756469726562,143.7982177734375,139.920654296875,-0.018780852210747878,0.008411269989443637
378,378,378,378,2020-08-05,143.515380859375,139.32760620117188,138.8714141845703,0.030057034441232755,0.03344076750476899
379,379,379,379,2020-08-06,141.45339965820312,142.4022674560547,140.3129425048828,-0.006663291356258649,0.008127954078652522
380,380,380,380,2020-08-07,143.4788818359375,140.9242401123047,138.96266174316406,0.018127766533259093,0.0324995220739257
381,381,381,381,2020-08-10,145.95138549804688,139.8841552734375,139.00830078125,0.04337324847656632,0.04994726701769303
382,382,382,382,2020-08-11,147.26519775390625,140.86949157714844,139.5100860595703,0.04540164165535554,0.05558817941682381
383,383,383,383,2020-08-12,146.2889404296875,141.09756469726562,143.7982177734375,0.036792808887668116,0.01732095637078257
384,384,384,384,2020-08-13,144.5189971923828,143.515380859375,139.32760620117188,0.006993092496414777,0.03726031855966294
385,385,385,385,2020-08-14,144.8656768798828,141.45339965820312,142.4022674560547,0.02412297781407058,0.017298948028256156
386,386,386,386,2020-08-17,145.76889038085938,143.4788818359375,140.9242401123047,0.015960596539499106,0.03437769304055793
387,387,387,387,2020-08-18,145.90574645996094,145.95138549804688,139.8841552734375,-0.000312700272972366,0.043046985376955504
388,388,388,388,2020-08-19,145.03900146484375,147.26519775390625,140.86949157714844,-0.015116920514938514,0.02959838813226523
389,389,389,389,2020-08-20,144.29087829589844,146.2889404296875,141.09756469726562,-0.013658326650806574,0.022631954034672885
390,390,390,390,2020-08-21,145.23062133789062,144.5189971923828,143.515380859375,0.0049240872088289755,0.011951614302555535
391,391,391,391,2020-08-24,146.31634521484375,144.8656768798828,141.45339965820312,0.010013885733359595,0.034378428290808616
392,392,392,392,2020-08-25,145.71417236328125,145.76889038085938,143.4788818359375,-0.0003753751396141647,0.01557923018873053
393,393,393,393,2020-08-26,145.7050323486328,145.90574645996094,145.95138549804688,-0.0013756422635704535,-0.0016879123728316126
394,394,394,394,2020-08-27,145.50433349609375,145.03900146484375,147.26519775390625,0.0032083234616226974,-0.011957097024071328
395,395,395,395,2020-08-28,151.01502990722656,144.29087829589844,146.2889404296875,0.046601363098912385,0.03230653980852782
396,396,396,396,2020-08-31,147.78985595703125,145.23062133789062,144.5189971923828,0.017621866487690374,0.022632725303887158
397,397,397,397,2020-09-01,151.49143981933594,146.31634521484375,144.8656768798828,0.03536921727298026,0.045737286306589686
398,398,398,398,2020-09-02,152.3252410888672,145.71417236328125,145.76889038085938,0.04537011478268438,0.044977708829899266
399,399,399,399,2020-09-03,147.0843505859375,145.7050323486328,145.90574645996094,0.00946651062815973,0.008077845832480612
400,400,400,400,2020-09-04,146.71783447265625,145.50433349609375,145.03900146484375,0.008339964504184838,0.011575045269595519
401,401,401,401,2020-09-08,142.5672607421875,151.01502990722656,144.29087829589844,-0.05593992313366958,-0.011945436704434598
402,402,402,402,2020-09-09,144.39976501464844,147.78985595703125,145.23062133789062,-0.022938590205869414,-0.005720944492202729
403,403,403,403,2020-09-10,144.0699005126953,151.49143981933594,146.31634521484375,-0.048989826194082875,-0.015353340727926712
404,404,404,404,2020-09-11,145.69168090820312,152.3252410888672,145.71417236328125,-0.04354866030898985,-0.00015435324315637988
405,405,405,405,2020-09-14,148.75193786621094,147.0843505859375,145.7050323486328,0.011337625475655866,0.020911463855879164
406,406,406,406,2020-09-15,149.2008819580078,146.71783447265625,145.50433349609375,0.016923964930891433,0.025405074701869923
407,407,407,407,2020-09-16,151.509765625,142.5672607421875,151.01502990722656,0.06272481379146178,0.0032760693957241127
408,408,408,408,2020-09-17,150.4927520751953,144.39976501464844,147.78985595703125,0.042195269915631606,0.018288779704541458
409,409,409,409,2020-09-18,146.90109252929688,144.0699005126953,151.49143981933594,0.019651516427278137,-0.03030103414102714
410,410,410,410,2020-09-21,141.49525451660156,145.69168090820312,152.3252410888672,-0.028803472960447385,-0.07109778060976357
411,411,411,411,2020-09-22,144.27151489257812,148.75193786621094,147.0843505859375,-0.030120098184284183,-0.019123963101131625
412,412,412,412,2020-09-23,143.59347534179688,149.2008819580078,146.71783447265625,-0.03758293210216501,-0.021295019396170733
413,413,413,413,2020-09-24,144.05157470703125,151.509765625,142.5672607421875,-0.049225809882304405,0.0104113241505559
414,414,414,414,2020-09-25,146.53460693359375,150.4927520751953,144.39976501464844,-0.02630123435860776,0.014784247874148226
415,415,415,415,2020-09-28,150.32785034179688,146.90109252929688,144.0699005126953,0.023326972955062253,0.04343689977456555
416,416,416,416,2020-09-29,147.95472717285156,141.49525451660156,145.69168090820312,0.04565151445055782,0.015533119328030365
417,417,417,417,2020-09-30,148.614501953125,144.27151489257812,148.75193786621094,0.030102872793569713,-0.0009239268748858498
418,418,418,418,2020-10-01,149.00845336914062,143.59347534179688,149.2008819580078,0.037710474061961596,-0.0012897282264145993
419,419,419,419,2020-10-02,151.005859375,144.05157470703125,151.509765625,0.04827635298060584,-0.003325899475332905
420,420,420,420,2020-10-05,155.12893676757812,146.53460693359375,150.4927520751953,0.05865051276166544,0.030806697521660764
421,421,421,421,2020-10-06,152.8841552734375,150.32785034179688,146.90109252929688,0.017004865870352104,0.040728510871676615
422,422,422,422,2020-10-07,157.5936279296875,147.95472717285156,141.49525451660156,0.06514763631428333,0.11377323902546244
423,423,423,423,2020-10-08,159.0504608154297,148.614501953125,144.27151489257812,0.0702216723479403,0.10243841921155195
424,424,424,424,2020-10-09,161.8633270263672,149.00845336914062,143.59347534179688,0.086269425435757,0.12723316042795418
425,425,425,425,2020-10-12,163.06358337402344,151.005859375,144.05157470703125,0.07984937835478245,0.1319805681101256
426,426,426,426,2020-10-13,163.03610229492188,155.12893676757812,146.53460693359375,0.05097157043750422,0.11261159194159664
427,427,427,427,2020-10-14,162.6512908935547,152.8841552734375,150.32785034179688,0.06388585921574674,0.08197709555307475
428,428,428,428,2020-10-15,161.85418701171875,157.5936279296875,147.95472717285156,0.02703509740845722,0.09394400641642786
429,429,429,429,2020-10-16,161.6068115234375,159.0504608154297,148.614501953125,0.016072576557790264,0.08742289211055887
430,430,430,430,2020-10-19,159.0504608154297,161.8633270263672,149.00845336914062,-0.017378032829383883,0.06739219969897858
431,431,431,431,2020-10-20,160.98373413085938,163.06358337402344,151.005859375,-0.01275483587523929,0.06607607676388794
432,432,432,432,2020-10-21,159.78346252441406,163.03610229492188,155.12893676757812,-0.019950426468267723,0.030004239401250965
433,433,433,433,2020-10-22,163.10023498535156,162.6512908935547,152.8841552734375,0.002760163103105562,0.06682235771026979
434,434,434,434,2020-10-23,163.10023498535156,161.85418701171875,157.5936279296875,0.00769858350060848,0.034941812863911625
435,435,435,435,2020-10-26,158.38162231445312,161.6068115234375,159.0504608154297,-0.019957012817597874,-0.00420519687618337
436,436,436,436,2020-10-27,152.38023376464844,159.0504608154297,161.8633270263672,-0.041937803993675415,-0.05858704028846495
437,437,437,437,2020-10-28,148.93515014648438,160.98373413085938,163.06358337402344,-0.07484348682445785,-0.08664370630892049
438,438,438,438,2020-10-29,151.49143981933594,159.78346252441406,163.03610229492188,-0.05189537499108299,-0.07081046659654788
439,439,439,439,2020-10-30,152.27943420410156,163.10023498535156,162.6512908935547,-0.06634448308564267,-0.06376744157684477
440,440,440,440,2020-11-02,154.5792236328125,163.10023498535156,161.85418701171875,-0.05224401640687004,-0.04494763782897704
441,441,441,441,2020-11-03,159.0871124267578,158.38162231445312,161.6068115234375,0.004454368518236329,-0.015591540188974351
442,442,442,442,2020-11-04,160.89212036132812,152.38023376464844,159.0504608154297,0.055859519219706,0.011579089657813624
443,443,443,443,2020-11-05,162.93536376953125,148.93515014648438,160.98373413085938,0.09400207814795247,0.012123148026156771
444,444,444,444,2020-11-06,163.86988830566406,151.49143981933594,159.78346252441406,0.08171054748103446,0.025574772987696504
445,445,445,445,2020-11-09,162.55050659179688,152.27943420410156,163.10023498535156,0.06744884784592053,-0.003370494184781858
446,446,446,446,2020-11-10,163.8148956298828,154.5792236328125,163.10023498535156,0.05974717546135899,0.0043817266394217125
447,447,447,447,2020-11-11,165.73902893066406,159.0871124267578,158.38162231445312,0.04181304445367151,0.04645366368077375
448,448,448,448,2020-11-12,162.83453369140625,160.89212036132812,152.38023376464844,0.01207276854650119,0.06860666681286554
449,449,449,449,2020-11-13,166.206298828125,162.93536376953125,148.93515014648438,0.02007504683403427,0.11596422110330362
450,450,450,450,2020-11-16,170.4576873779297,163.86988830566406,151.49143981933594,0.04020140088200641,0.12519682683861433
451,451,451,451,2020-11-17,169.0741424560547,162.55050659179688,152.27943420410156,0.04013297774974167,0.1102887487055082
452,452,452,452,2020-11-18,168.83595275878906,163.8148956298828,154.5792236328125,0.030650797106086314,0.09222927112017332
453,453,453,453,2020-11-19,170.88829040527344,165.73902893066406,159.0871124267578,0.031068490673753946,0.0741806033090755
454,454,454,454,2020-11-20,170.38436889648438,162.83453369140625,160.89212036132812,0.046365074004425244,0.058997597358023235
455,455,455,455,2020-11-23,174.94729614257812,166.206298828125,162.93536376953125,0.05259125181225688,0.07372207048948254
456,456,456,456,2020-11-24,174.7640380859375,170.4576873779297,163.86988830566406,0.025263458481986856,0.06648048578609345
457,457,457,457,2020-11-25,170.78750610351562,169.0741424560547,162.55050659179688,0.010133800607069698,0.050673477951095114
458,458,458,458,2020-11-27,171.98782348632812,168.83595275878906,163.8148956298828,0.018668243795455286,0.04989123745444313
459,459,459,459,2020-11-30,169.50469970703125,170.88829040527344,165.73902893066406,-0.008096462870340049,0.022720482922236274
460,460,460,460,2020-12-01,167.3066864013672,170.38436889648438,162.83453369140625,-0.018063173958093537,0.02746439964900982
461,461,461,461,2020-12-02,164.27175903320312,174.94729614257812,166.206298828125,-0.06102144671429888,-0.011639389172142023
462,462,462,462,2020-12-03,164.63963317871094,174.7640380859375,170.4576873779297,-0.057931854963479634,-0.03413195549414716
463,463,463,463,2020-12-04,166.3226318359375,170.78750610351562,169.0741424560547,-0.026142862375845732,-0.016273988323390998
464,464,464,464,2020-12-07,164.1154327392578,171.98782348632812,168.83595275878906,-0.045772954081811035,-0.027959210952393065
465,465,465,465,2020-12-08,162.9842071533203,169.50469970703125,170.88829040527344,-0.038467916022274506,-0.046252924838840914
466,466,466,466,2020-12-09,163.96827697753906,167.3066864013672,170.38436889648438,-0.019953831467436456,-0.03765657589660332
467,467,467,467,2020-12-10,163.37046813964844,164.27175903320312,174.94729614257812,-0.0054865845405144276,-0.0661732319286309
468,468,468,468,2020-12-11,161.12646484375,164.63963317871094,174.7640380859375,-0.02133853354220916,-0.07803420767538816
469,469,469,469,2020-12-14,156.71205139160156,166.3226318359375,170.78750610351562,-0.057782758354953945,-0.08241501403142937
470,470,470,470,2020-12-15,162.1657257080078,164.1154327392578,171.98782348632812,-0.011880095605314889,-0.05710926261649629
471,471,471,471,2020-12-16,165.02589416503906,162.9842071533203,169.50469970703125,0.012526900902724458,-0.026422898891495517
472,472,472,472,2020-12-17,167.4630126953125,163.96827697753906,167.3066864013672,0.021313486865829345,0.0009343696734886997
473,473,473,473,2020-12-18,166.9387969970703,163.37046813964844,164.27175903320312,0.021841945475553626,0.01623552325465827
474,474,474,474,2020-12-21,166.70887756347656,161.12646484375,164.63963317871094,0.03464615651525671,0.012568324800138031
475,475,475,475,2020-12-22,164.63963317871094,156.71205139160156,166.3226318359375,0.05058693136049541,-0.010118879425180638
476,476,476,476,2020-12-23,163.60958862304688,162.1657257080078,164.1154327392578,0.008903625650458658,-0.0030822458788175577
477,477,477,477,2020-12-24,165.46734619140625,165.02589416503906,162.9842071533203,0.0026750470197465237,0.01523545797139736
478,478,478,478,2020-12-28,163.04859924316406,167.4630126953125,163.96827697753906,-0.026360528101689873,-0.0056088760053323305
479,479,479,479,2020-12-29,162.11050415039062,166.9387969970703,163.37046813964844,-0.028922532889490205,-0.007712311800323723
480,480,480,480,2020-12-30,163.9774627685547,166.70887756347656,161.12646484375,-0.016384339183627805,0.01769416295187387
481,481,481,481,2020-12-31,164.21656799316406,164.63963317871094,156.71205139160156,-0.0025696436354887275,0.04788729733879715
482,482,482,482,2021-01-04,155.7464141845703,163.60958862304688,162.1657257080078,-0.04806059659860862,-0.03958488450880171
483,483,483,483,2021-01-05,156.46376037597656,165.46734619140625,165.02589416503906,-0.054413067125731795,-0.05188357761903528
484,484,484,484,2021-01-06,162.0829620361328,163.04859924316406,167.4630126953125,-0.005922388855307714,-0.03212679965914811
