,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,FOXA,FOXA_6m,FOXA_12m,FOXA_6m_ret,FOXA_12m_ret
0,0,0,0,2019-03-12,35.47626876831055,,,,
1,1,1,1,2019-03-13,37.11003875732422,,,,
2,2,2,2,2019-03-14,37.95027160644531,,,,
3,3,3,3,2019-03-15,38.93053436279297,,,,
4,4,4,4,2019-03-18,38.93053436279297,,,,
5,5,5,5,2019-03-19,37.660865783691406,,,,
6,6,6,6,2019-03-20,36.05508804321289,35.47626876831055,,0.01631567509769738,
7,7,7,7,2019-03-21,37.36210632324219,37.11003875732422,,0.0067924360727922295,
8,8,8,8,2019-03-22,36.14844512939453,37.95027160644531,,-0.047478618749721035,
9,9,9,9,2019-03-25,34.95345687866211,38.93053436279297,,-0.10215830707764095,
10,10,10,10,2019-03-26,35.04681396484375,38.93053436279297,,-0.0997602643148151,
11,11,11,11,2019-03-27,34.46799087524414,37.660865783691406,,-0.08477964704225949,
12,12,12,12,2019-03-28,33.98252868652344,36.05508804321289,35.47626876831055,-0.05748313120759663,-0.04210533220228063
13,13,13,13,2019-03-29,34.27193832397461,37.36210632324219,37.11003875732422,-0.08270861317433942,-0.0764779700692031
14,14,14,14,2019-04-01,34.40264129638672,36.14844512939453,37.95027160644531,-0.04829540597828341,-0.09348102556019866
15,15,15,15,2019-04-02,33.8704948425293,34.95345687866211,38.93053436279297,-0.030982973726811136,-0.12997611266029008
16,16,16,16,2019-04-03,33.683780670166016,35.04681396484375,38.93053436279297,-0.03889178902381896,-0.13477219818594188
17,17,17,17,2019-04-04,34.31861114501953,34.46799087524414,37.660865783691406,-0.004333868218930559,-0.08874609144326151
18,18,18,18,2019-04-05,35.177520751953125,33.98252868652344,36.05508804321289,0.03516489536293954,-0.024339624138706273
19,19,19,19,2019-04-08,34.98147201538086,34.27193832397461,37.36210632324219,0.020703051128856176,-0.06371788269282841
20,20,20,20,2019-04-09,34.832088470458984,34.40264129638672,36.14844512939453,0.012482971012966138,-0.03641530511820368
21,21,21,21,2019-04-10,34.05721664428711,33.8704948425293,34.95345687866211,0.005512815877828814,-0.025640961278485808
22,22,22,22,2019-04-11,34.626708984375,33.683780670166016,35.04681396484375,0.027993541563585245,-0.011986966372754093
23,23,23,23,2019-04-12,35.0374755859375,34.31861114501953,34.46799087524414,0.020946781263387226,0.016522132454850347
24,24,24,24,2019-04-15,35.0374755859375,35.177520751953125,33.98252868652344,-0.003981098241775616,0.031043802218062355
25,25,25,25,2019-04-16,35.24286651611328,34.98147201538086,34.27193832397461,0.007472369962518766,0.02833012194876261
26,26,26,26,2019-04-17,36.260475158691406,34.832088470458984,34.40264129638672,0.041007781931991616,0.0540026518981207
27,27,27,27,2019-04-18,35.88704299926758,34.05721664428711,33.8704948425293,0.05372800643376752,0.05953701491854835
28,28,28,28,2019-04-22,35.19618606567383,34.626708984375,33.683780670166016,0.016446179784391335,0.044900108165333075
29,29,29,29,2019-04-23,35.55095291137695,35.0374755859375,34.31861114501953,0.014655089068275728,0.03590884727677168
30,30,30,30,2019-04-24,35.43891906738281,35.0374755859375,35.177520751953125,0.011457545805795277,0.007430833948557147
31,31,31,31,2019-04-25,35.616302490234375,35.24286651611328,34.98147201538086,0.010596072653464628,0.01814762039099982
32,32,32,32,2019-04-26,35.92438888549805,36.260475158691406,34.832088470458984,-0.009268667101644423,0.03135902735104268
33,33,33,33,2019-04-29,36.5965690612793,35.88704299926758,34.05721664428711,0.019771092926943012,0.07456136076869191
34,34,34,34,2019-04-30,36.400516510009766,35.19618606567383,34.626708984375,0.03421764057300791,0.05122656982606055
35,35,35,35,2019-05-01,36.78327941894531,35.55095291137695,35.0374755859375,0.03466367021554562,0.049826758458263454
36,36,36,36,2019-05-02,34.80408477783203,35.43891906738281,35.0374755859375,-0.017913477788183085,-0.006661176474687003
37,37,37,37,2019-05-03,34.98147201538086,35.616302490234375,35.24286651611328,-0.01782415440310181,-0.00741694778467894
38,38,38,38,2019-05-06,35.401573181152344,35.92438888549805,36.260475158691406,-0.014553224719064173,-0.023687002825532155
39,39,39,39,2019-05-07,34.7854118347168,36.5965690612793,35.88704299926758,-0.04948980937338143,-0.03069718406649624
40,40,40,40,2019-05-08,34.93478775024414,36.400516510009766,35.19618606567383,-0.04026670224205653,-0.007426893213427599
41,41,41,41,2019-05-09,35.94305419921875,36.78327941894531,35.55095291137695,-0.022842585897705492,0.011029276453411674
42,42,42,42,2019-05-10,35.9710578918457,34.80408477783203,35.43891906738281,0.0335297744923595,0.015015661833564842
43,43,43,43,2019-05-13,35.4482536315918,34.98147201538086,35.616302490234375,0.013343681363828797,-0.004718312876207609
44,44,44,44,2019-05-14,35.37357711791992,35.401573181152344,35.92438888549805,-0.0007908140999600688,-0.015332529923716476
45,45,45,45,2019-05-15,35.20552062988281,34.7854118347168,36.5965690612793,0.01207715456014058,-0.03801035089019511
46,46,46,46,2019-05-16,34.29994201660156,34.93478775024414,36.400516510009766,-0.018172308307158436,-0.05770727162155975
47,47,47,47,2019-05-17,35.06092071533203,35.94305419921875,36.78327941894531,-0.02454252994187378,-0.04682450099123503
48,48,48,48,2019-05-20,34.89181137084961,35.9710578918457,34.80408477783203,-0.03000319101654081,0.0025205832469830103
49,49,49,49,2019-05-21,35.40851211547852,35.4482536315918,34.98147201538086,-0.0011211135117205062,0.012207608070635256
50,50,50,50,2019-05-22,34.87302780151367,35.37357711791992,35.401573181152344,-0.014150373165191632,-0.014929996950532876
51,51,51,51,2019-05-23,34.67573928833008,35.20552062988281,34.7854118347168,-0.015048246186226022,-0.0031528316211355545
52,52,52,52,2019-05-24,34.68512344360352,34.29994201660156,34.93478775024414,0.011229798196612961,-0.0071465814656015425
53,53,53,53,2019-05-28,34.42208480834961,35.06092071533203,35.94305419921875,-0.01822073961403592,-0.042316086508369155
54,54,54,54,2019-05-29,33.623531341552734,34.89181137084961,35.9710578918457,-0.03634893057906596,-0.06526153768819598
55,55,55,55,2019-05-30,33.088035583496094,35.40851211547852,35.4482536315918,-0.06553442642307616,-0.06658206840385095
56,56,56,56,2019-05-31,33.09742736816406,34.87302780151367,35.37357711791992,-0.05091615340818034,-0.0643460440025101
57,57,57,57,2019-06-03,32.1673583984375,34.67573928833008,35.20552062988281,-0.07233820940442814,-0.08629789240686558
58,58,58,58,2019-06-04,32.392822265625,34.68512344360352,34.29994201660156,-0.06608888625423814,-0.055601252913299204
59,59,59,59,2019-06-05,32.28009414672852,34.42208480834961,35.06092071533203,-0.06222722050529361,-0.07931413413759725
60,60,60,60,2019-06-06,32.054622650146484,33.623531341552734,34.89181137084961,-0.046661032580696093,-0.08131388452573884
61,61,61,61,2019-06-07,31.95127487182617,33.088035583496094,35.40851211547852,-0.034355642201887804,-0.09763859131886687
62,62,62,62,2019-06-10,31.97006607055664,33.09742736816406,34.87302780151367,-0.03406190109784224,-0.08324375352435065
63,63,63,63,2019-06-11,32.11098861694336,32.1673583984375,34.67573928833008,-0.001752390755744404,-0.07396383535072515
64,64,64,64,2019-06-12,32.928321838378906,32.392822265625,34.68512344360352,0.016531426881015276,-0.05065000296398248
65,65,65,65,2019-06-13,33.15380096435547,32.28009414672852,34.42208480834961,0.02706642718126928,-0.03684506185652359
66,66,66,66,2019-06-14,33.10681915283203,32.054622650146484,33.623531341552734,0.032825109631441585,-0.015367576459232257
67,67,67,67,2019-06-17,33.94295120239258,31.95127487182617,33.088035583496094,0.06233480005277103,0.02583760576354388
68,68,68,68,2019-06-18,33.99932098388672,31.97006607055664,33.09742736816406,0.06347359147934184,0.027249659186205255
69,69,69,69,2019-06-19,33.81142044067383,32.11098861694336,32.1673583984375,0.05295482627505388,0.05110963797127299
70,70,70,70,2019-06-20,33.42625045776367,32.928321838378906,32.392822265625,0.01512159112841327,0.031902999487492645
71,71,71,71,2019-06-21,33.989925384521484,33.15380096435547,32.28009414672852,0.025219564449486587,0.05296859513547125
72,72,72,72,2019-06-24,33.6329231262207,33.10681915283203,32.054622650146484,0.015891106027432045,0.04923784295638889
73,73,73,73,2019-06-25,33.200775146484375,33.94295120239258,31.95127487182617,-0.021865395601072257,0.03910642938883124
74,74,74,74,2019-06-26,33.322898864746094,33.99932098388672,31.97006607055664,-0.019895165537605952,0.042315608331988
75,75,75,75,2019-06-27,33.81142044067383,33.81142044067383,32.11098861694336,0.0,0.05295482627505388
76,76,76,76,2019-06-28,34.42208480834961,33.42625045776367,32.928321838378906,0.029791984950398254,0.045364078294135135
77,77,77,77,2019-07-01,33.74566650390625,33.989925384521484,33.15380096435547,-0.007186214087026688,0.0178521171731445
78,78,78,78,2019-07-02,34.37510681152344,33.6329231262207,33.10681915283203,0.02206717752475451,0.03830895540995871
79,79,79,79,2019-07-03,34.14963150024414,33.200775146484375,33.94295120239258,0.02857934339103041,0.006089049140694414
80,80,80,80,2019-07-05,34.38449478149414,33.322898864746094,33.99932098388672,0.031857850094523466,0.011328867355614669
81,81,81,81,2019-07-08,33.94295120239258,33.81142044067383,33.81142044067383,0.003890128246742508,0.003890128246742508
82,82,82,82,2019-07-09,33.83960723876953,34.42208480834961,33.42625045776367,-0.01692162380120532,0.012366232387571063
83,83,83,83,2019-07-10,33.95233917236328,33.74566650390625,33.989925384521484,0.006124420995896163,-0.0011058044915661647
84,84,84,84,2019-07-11,34.093265533447266,34.37510681152344,33.6329231262207,-0.008198993522303466,0.013687255356870098
85,85,85,85,2019-07-12,34.72270584106445,34.14963150024414,33.200775146484375,0.016781274515838218,0.04584021571379582
86,86,86,86,2019-07-15,34.76968002319336,34.38449478149414,33.322898864746094,0.011202294643181121,0.04341702576116169
87,87,87,87,2019-07-16,34.46904754638672,33.94295120239258,33.81142044067383,0.01549942846328145,0.019449851474497404
88,88,88,88,2019-07-17,33.980525970458984,33.83960723876953,34.42208480834961,0.0041643134536148985,-0.012827777293242804
89,89,89,89,2019-07-18,34.3375244140625,33.95233917236328,33.74566650390625,0.01134488082673113,0.017538782648958362
90,90,90,90,2019-07-19,34.22479248046875,34.093265533447266,34.37510681152344,0.003857857115284302,-0.004372766952517426
91,91,91,91,2019-07-22,33.91476821899414,34.72270584106445,34.14963150024414,-0.023268279429848326,-0.006877476298633556
92,92,92,92,2019-07-23,34.02750396728516,34.76968002319336,34.38449478149414,-0.02134549571388411,-0.010382319602994738
93,93,93,93,2019-07-24,34.38449478149414,34.46904754638672,33.94295120239258,-0.0024530055487838043,0.013008402730474433
94,94,94,94,2019-07-25,34.91999435424805,33.980525970458984,33.83960723876953,0.02764725845049565,0.03192670375443174
95,95,95,95,2019-07-26,34.95756912231445,34.3375244140625,33.95233917236328,0.018057350342880918,0.029607089657298635
96,96,96,96,2019-07-29,35.239410400390625,34.22479248046875,34.093265533447266,0.029645699692727012,0.03361792568150834
97,97,97,97,2019-07-30,35.5306510925293,33.91476821899414,34.72270584106445,0.047645405184581824,0.023268499153350497
