,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CMI,CMI_6m,CMI_12m,CMI_6m_ret,CMI_12m_ret
244,244,244,244,2020-01-24,152.0706024169922,155.18124389648438,156.6646270751953,-0.020045215525963833,-0.0293239434068171
245,245,245,245,2020-01-27,148.1328582763672,157.56370544433594,156.74559020996094,-0.059854184955687506,-0.05494720407800302
246,246,246,246,2020-01-28,149.31060791015625,156.25111389160156,155.99935913085938,-0.04441892162292205,-0.04287678653277216
247,247,247,247,2020-01-29,148.95999145507812,153.79673767089844,154.12037658691406,-0.03144895196782527,-0.03348282197406782
248,248,248,248,2020-01-30,149.32859802246094,152.9336700439453,155.07337951660156,-0.023572781719345737,-0.03704556844023388
249,249,249,249,2020-01-31,143.81752014160156,154.32716369628906,154.99246215820312,-0.06809976483057867,-0.07209990641477215
250,250,250,250,2020-02-03,146.44271850585938,152.0706024169922,155.18124389648438,-0.03700836204817959,-0.05631173698062475
251,251,251,251,2020-02-04,144.74356079101562,148.1328582763672,157.56370544433594,-0.02288011940624446,-0.08136483346318235
252,252,252,252,2020-02-05,149.62525939941406,149.31060791015625,156.25111389160156,0.0021073619193028303,-0.042405166447543885
253,253,253,253,2020-02-06,149.1937255859375,148.95999145507812,153.79673767089844,0.0015691067687115812,-0.02992919196251531
254,254,254,254,2020-02-07,144.5637664794922,149.32859802246094,152.9336700439453,-0.03190836588616508,-0.05472897866145532
255,255,255,255,2020-02-10,145.8493194580078,143.81752014160156,154.32716369628906,0.014127620295536714,-0.05493423215478366
256,256,256,256,2020-02-11,147.71035766601562,146.44271850585938,152.0706024169922,0.008656211610176712,-0.028672502651237997
257,257,257,257,2020-02-12,151.0727081298828,144.74356079101562,148.1328582763672,0.04372662455088672,0.01984603475368596
258,258,258,258,2020-02-13,149.32859802246094,149.62525939941406,149.31060791015625,-0.0019826958238462478,0.00012048783777984795
259,259,259,259,2020-02-14,149.93991088867188,149.1937255859375,148.95999145507812,0.0050014523050740944,0.006578406886450949
260,260,260,260,2020-02-18,149.2925567626953,144.5637664794922,149.32859802246094,0.03271075732433926,-0.00024135537494429649
261,261,261,261,2020-02-19,150.89288330078125,145.8493194580078,143.81752014160156,0.03458064707820285,0.04919680962523443
262,262,262,262,2020-02-20,151.4283905029297,147.71035766601562,146.44271850585938,0.025171104421267687,0.034045202437776645
263,263,263,263,2020-02-21,151.73646545410156,151.0727081298828,144.74356079101562,0.004393628289552476,0.048312371375072605
264,264,264,264,2020-02-24,147.4958953857422,149.32859802246094,149.62525939941406,-0.012272951470709503,-0.014231313764928477
265,265,265,265,2020-02-25,145.89208984375,149.93991088867188,149.1937255859375,-0.026996288185920814,-0.02212985652862265
266,266,266,266,2020-02-26,143.13754272460938,149.2925567626953,144.5637664794922,-0.04122786943671619,-0.009865706944520825
267,267,267,267,2020-02-27,139.9571075439453,150.89288330078125,145.8493194580078,-0.0724737676000079,-0.04039931030160859
268,268,268,268,2020-02-28,137.084716796875,151.4283905029297,147.71035766601562,-0.09472248670421668,-0.07193565188682305
269,269,269,269,2020-03-02,141.04443359375,151.73646545410156,151.0727081298828,-0.07046448477861622,-0.06638045124279579
270,270,270,270,2020-03-03,137.86398315429688,147.4958953857422,149.32859802246094,-0.06530291711681346,-0.07677440905485255
271,271,271,271,2020-03-04,141.75120544433594,145.89208984375,149.93991088867188,-0.028383200239635586,-0.054613247372248486
272,272,272,272,2020-03-05,134.70169067382812,143.13754272460938,149.2925567626953,-0.05893528623033217,-0.0977333793811287
273,273,273,273,2020-03-06,134.64735412597656,139.9571075439453,150.89288330078125,-0.037938433504004276,-0.10766265989113466
274,274,274,274,2020-03-09,126.19335174560548,137.084716796875,151.4283905029297,-0.07944988548510312,-0.1666466814678056
275,275,275,275,2020-03-10,131.95619201660156,141.04443359375,151.73646545410156,-0.06443530840306166,-0.1303593923735049
276,276,276,276,2020-03-11,127.82434844970705,137.86398315429688,147.4958953857422,-0.07282275235986402,-0.1333701313151031
277,277,277,277,2020-03-12,116.9691925048828,141.75120544433594,145.89208984375,-0.17482752870969231,-0.19824856419456005
278,278,278,278,2020-03-13,123.99151611328124,134.70169067382812,143.13754272460938,-0.0795103202266475,-0.13375964297615683
279,279,279,279,2020-03-16,119.10759735107422,134.64735412597656,139.9571075439453,-0.11541078453248543,-0.1489707136618591
280,280,280,280,2020-03-17,123.95526885986328,126.19335174560548,137.084716796875,-0.017735347027266313,-0.0957761612220146
281,281,281,281,2020-03-18,111.87688446044922,131.95619201660156,141.04443359375,-0.15216646713801918,-0.2067968823024382
282,282,282,282,2020-03-19,107.4188461303711,127.82434844970705,137.86398315429688,-0.1596370532439254,-0.22083459600794864
283,283,283,283,2020-03-20,105.54320526123048,116.9691925048828,141.75120544433594,-0.09768373192091029,-0.25543345518372973
284,284,284,284,2020-03-23,93.1114273071289,123.99151611328124,134.70169067382812,-0.24905001385691294,-0.3087582877293462
285,285,285,285,2020-03-24,112.80110168457033,119.10759735107422,134.64735412597656,-0.05294788751313029,-0.16224791480838752
286,286,286,286,2020-03-25,115.77313232421876,123.95526885986328,126.19335174560548,-0.0660087837403247,-0.08257344208110862
287,287,287,287,2020-03-26,122.28804779052734,111.87688446044922,131.95619201660156,0.09305911029153369,-0.0732678328945553
288,288,288,288,2020-03-27,119.29788970947266,107.4188461303711,127.82434844970705,0.11058621468233154,-0.06670449600288131
289,289,289,289,2020-03-30,121.85311126708984,105.54320526123048,116.9691925048828,0.15453297979240488,0.04175388970051386
290,290,290,290,2020-03-31,122.61424255371094,93.1114273071289,123.99151611328124,0.316854934993819,-0.011107804813935807
291,291,291,291,2020-04-01,118.14713287353516,112.80110168457033,119.10759735107422,0.04739343064143231,-0.008063838906161913
292,292,292,292,2020-04-02,120.29459381103516,115.77313232421876,123.95526885986328,0.03905449732632427,-0.029532226282100837
293,293,293,293,2020-04-03,119.85059356689452,122.28804779052734,111.87688446044922,-0.01993207241159045,0.07127217695505417
294,294,294,294,2020-04-06,128.7757568359375,119.29788970947266,107.4188461303711,0.07944706439943228,0.19881902920132055
295,295,295,295,2020-04-07,132.1464385986328,121.85311126708984,105.54320526123048,0.08447324179504134,0.25206012335475836
296,296,296,296,2020-04-08,135.5171661376953,122.61424255371094,93.1114273071289,0.10523185003024649,0.4554300160246785
297,297,297,297,2020-04-09,136.55014038085938,118.14713287353516,112.80110168457033,0.1557634710189948,0.2105390669206344
298,298,298,298,2020-04-13,132.6991729736328,120.29459381103516,115.77313232421876,0.10311834280835086,0.1462000751781789
299,299,299,299,2020-04-14,134.23048400878906,119.85059356689452,122.28804779052734,0.1199818041273899,0.09765824570785897
300,300,300,300,2020-04-15,131.80218505859375,128.7757568359375,119.29788970947266,0.02350153706735325,0.1048157295956611
301,301,301,301,2020-04-16,131.4215545654297,132.1464385986328,121.85311126708984,-0.005485460227988459,0.07852440695885687
302,302,302,302,2020-04-17,135.1728515625,135.5171661376953,122.61424255371094,-0.002540745095314767,0.10242373762809631
303,303,303,303,2020-04-20,132.38204956054688,136.55014038085938,118.14713287353516,-0.03052425144849391,0.1204846562146269
304,304,304,304,2020-04-21,129.01136779785156,132.6991729736328,120.29459381103516,-0.02779071710201253,0.07246189301332318
305,305,305,305,2020-04-22,131.32191467285156,134.23048400878906,119.85059356689452,-0.021668470894786074,0.09571351100196535
306,306,306,306,2020-04-23,131.7749481201172,131.80218505859375,128.7757568359375,-0.00020665012848197772,0.02329003034321686
307,307,307,307,2020-04-24,133.89524841308594,131.4215545654297,132.1464385986328,0.018822588545965635,0.013233877757120371
308,308,308,308,2020-04-27,137.22067260742188,135.1728515625,135.5171661376953,0.015149647442149528,0.012570410954400257
309,309,309,309,2020-04-28,145.9555206298828,132.38204956054688,136.55014038085938,0.10253256475779149,0.06887858352097176
310,310,310,310,2020-04-29,149.68865966796875,129.01136779785156,132.6991729736328,0.1602749604400484,0.12803008725391019
311,311,311,311,2020-04-30,148.1483154296875,131.32191467285156,134.23048400878906,0.12813094294850758,0.10368607044572031
312,312,312,312,2020-05-01,142.64822387695312,131.7749481201172,131.80218505859375,0.0825139824522989,0.08229028079874157
313,313,313,313,2020-05-04,139.50405883789062,133.89524841308594,131.4215545654297,0.041889540452553664,0.061500598582837185
314,314,314,314,2020-05-05,139.38626098632812,137.22067260742188,135.1728515625,0.015781793936412436,0.0311705299927032
315,315,315,315,2020-05-06,139.22317504882812,145.9555206298828,132.38204956054688,-0.046126008471626845,0.051677138335529005
316,316,316,316,2020-05-07,141.0988006591797,149.68865966796875,129.01136779785156,-0.057384834815427,0.09369277349471994
317,317,317,317,2020-05-08,146.14581298828125,148.1483154296875,131.32191467285156,-0.013516876216906115,0.11288213663621116
318,318,318,318,2020-05-11,146.616943359375,142.64822387695312,131.7749481201172,0.027821723780067975,0.11263138746014789
319,319,319,319,2020-05-12,139.1868896484375,139.50405883789062,133.89524841308594,-0.002273548111038748,0.03952075445594683
320,320,320,320,2020-05-13,133.81369018554688,139.38626098632812,137.22067260742188,-0.039979340584563317,-0.024828492362970134
321,321,321,321,2020-05-14,140.9084930419922,139.22317504882812,145.9555206298828,0.01210515413524349,-0.034579216778575894
322,322,322,322,2020-05-15,141.02627563476562,141.0988006591797,149.68865966796875,-0.0005140017071388892,-0.05786934061950688
323,323,323,323,2020-05-18,146.81631469726562,146.14581298828125,148.1483154296875,0.004587895440002265,-0.008990994791662321
324,324,324,324,2020-05-19,142.9744415283203,146.616943359375,142.64822387695312,-0.024843662318934645,0.0022868679504104428
325,325,325,325,2020-05-20,146.64413452148438,139.1868896484375,139.50405883789062,0.0535772075364469,0.05118184906641887
326,326,326,326,2020-05-21,143.92283630371094,133.81369018554688,139.38626098632812,0.07554642655879729,0.03254678965689295
327,327,327,327,2020-05-22,141.6299285888672,140.9084930419922,139.22317504882812,0.005119886894681347,0.01728701804994004
328,328,328,328,2020-05-26,152.65594482421875,141.02627563476562,141.0988006591797,0.08246455589291757,0.08190816726327133
329,329,329,329,2020-05-27,156.78497314453125,146.81631469726562,146.14581298828125,0.06789884671755275,0.07279825496679204
330,330,330,330,2020-05-28,155.1041259765625,142.9744415283203,146.616943359375,0.0848381313371982,0.05788677913155271
331,331,331,331,2020-05-29,154.93055725097656,146.64413452148438,139.1868896484375,0.05650701786697221,0.1131117136269435
332,332,332,332,2020-06-01,155.1406707763672,143.92283630371094,133.81369018554688,0.07794339495216729,0.1593781664734617
333,333,333,333,2020-06-02,156.6387939453125,141.6299285888672,140.9084930419922,0.10597241350035591,0.11163486716611559
334,334,334,334,2020-06-03,159.8269500732422,152.65594482421875,141.02627563476562,0.04697494917266898,0.1333132733872031
335,335,335,335,2020-06-04,159.68991088867188,156.78497314453125,146.81631469726562,0.018528164312422435,0.08768505201858212
336,336,336,336,2020-06-05,164.44015502929688,155.1041259765625,142.9744415283203,0.0601920096835149,0.15013671864369305
337,337,337,337,2020-06-08,167.99366760253906,154.93055725097656,146.64413452148438,0.0843159063218315,0.1455873646138015
338,338,338,338,2020-06-09,166.0296630859375,155.1406707763672,143.92283630371094,0.07018786405317679,0.15360193941408973
339,339,339,339,2020-06-10,160.96885681152344,156.6387939453125,141.6299285888672,0.02764361724926645,0.13654549158740714
340,340,340,340,2020-06-11,151.9799346923828,159.8269500732422,152.65594482421875,-0.04909694752520399,-0.00442832496706469
341,341,341,341,2020-06-12,152.6285400390625,159.68991088867188,156.78497314453125,-0.04421926726812586,-0.026510404805422105
342,342,342,342,2020-06-15,154.51036071777344,164.44015502929688,155.1041259765625,-0.06038545943814233,-0.0038281719138715253
343,343,343,343,2020-06-16,156.52919006347656,167.99366760253906,154.93055725097656,-0.0682435100243578,0.010318382899187073
344,344,344,344,2020-06-17,156.59312438964844,166.0296630859375,155.1406707763672,-0.05683646235796236,0.009362171801970298
345,345,345,345,2020-06-18,156.41957092285156,160.96885681152344,156.6387939453125,-0.028261900958882924,-0.0013995448824604129
346,346,346,346,2020-06-19,159.2149200439453,151.9799346923828,159.8269500732422,0.04760487209187558,-0.0038293293403672823
347,347,347,347,2020-06-22,157.11383056640625,152.6285400390625,159.68991088867188,0.02938697131084278,-0.01613176629587787
348,348,348,348,2020-06-23,157.51577758789062,154.51036071777344,164.44015502929688,0.019451231983121486,-0.042108799034959565
349,349,349,349,2020-06-24,152.19915771484375,156.52919006347656,167.99366760253906,-0.02766277872438283,-0.09401848363156151
350,350,350,350,2020-06-25,155.03106689453125,156.59312438964844,166.0296630859375,-0.009975262331635593,-0.06624476606757512
351,351,351,351,2020-06-26,154.15408325195312,156.41957092285156,160.96885681152344,-0.014483402924150734,-0.042335975384043656
352,352,352,352,2020-06-29,158.1004180908203,159.2149200439453,151.9799346923828,-0.006999984378457613,0.0402716543524364
353,353,353,353,2020-06-30,158.2739715576172,157.11383056640625,152.6285400390625,0.007384079345710948,0.036988046384443196
354,354,354,354,2020-07-01,156.16378784179688,157.51577758789062,154.51036071777344,-0.00858320205631058,0.010701076072455518
355,355,355,355,2020-07-02,158.44757080078125,152.19915771484375,156.52919006347656,0.041054189653561446,0.01225573796508339
356,356,356,356,2020-07-06,162.75015258789062,155.03106689453125,156.59312438964844,0.04979057325723457,0.039318636895715464
357,357,357,357,2020-07-07,160.3842010498047,154.15408325195312,156.41957092285156,0.04041487365384233,0.025346125830434163
358,358,358,358,2020-07-08,158.98651123046875,158.1004180908203,159.2149200439453,0.005604622368167389,-0.0014345942793144717
359,359,359,359,2020-07-09,157.27825927734375,158.2739715576172,157.11383056640625,-0.00629106776353916,0.0010465578386367191
360,360,360,360,2020-07-10,158.76730346679688,156.16378784179688,157.51577758789062,0.016671698740027496,0.007945400124809154
361,361,361,361,2020-07-13,159.297119140625,158.44757080078125,152.19915771484375,0.005361699996725644,0.04663600989881833
362,362,362,362,2020-07-14,162.88719177246094,162.75015258789062,155.03106689453125,0.0008420218500029275,0.050674519857844214
363,363,363,363,2020-07-15,166.00225830078125,160.3842010498047,154.15408325195312,0.0350287448152824,0.07685930076508707
364,364,364,364,2020-07-16,167.83837890625,158.98651123046875,158.1004180908203,0.0556768470939617,0.06159351716474104
365,365,365,365,2020-07-17,167.2720489501953,157.27825927734375,158.2739715576172,0.0635420923322183,0.05685127695998027
366,366,366,366,2020-07-20,164.70510864257812,158.76730346679688,156.16378784179688,0.03739942070013824,0.05469463131512997
367,367,367,367,2020-07-21,170.0764923095703,159.297119140625,158.44757080078125,0.06766834972972391,0.0733928671169739
368,368,368,368,2020-07-22,173.80357360839844,162.88719177246094,162.75015258789062,0.0670180492225978,0.06791650173439057
369,369,369,369,2020-07-23,173.51124572753906,166.00225830078125,160.3842010498047,0.04523424863987202,0.08184749240767175
370,370,370,370,2020-07-24,171.95831298828125,167.83837890625,158.98651123046875,0.024547032144135228,0.08159058059339652
371,371,371,371,2020-07-27,174.4430694580078,167.2720489501953,157.27825927734375,0.04287040514430274,0.10913657271852006
372,372,372,372,2020-07-28,178.15187072753906,164.70510864257812,158.76730346679688,0.08164143902871501,0.12209420225365286
373,373,373,373,2020-07-29,181.6779937744141,170.0764923095703,159.297119140625,0.06821343330462692,0.1404976734954737
374,374,374,374,2020-07-30,177.65858459472656,173.80357360839844,162.88719177246094,0.02218027458407712,0.09068480254052114
375,375,375,375,2020-07-31,176.54408264160156,173.51124572753906,166.00225830078125,0.017479195088166755,0.06350410198468182
376,376,376,376,2020-08-03,178.41677856445312,171.95831298828125,167.83837890625,0.03755832133926562,0.06302729880459546
377,377,377,377,2020-08-04,176.31573486328125,174.4430694580078,167.2720489501953,0.010735109231291284,0.05406573285760774
378,378,378,378,2020-08-05,181.1847076416016,178.15187072753906,164.70510864257812,0.017023884743264217,0.10005517822027832
379,379,379,379,2020-08-06,179.24807739257812,181.6779937744141,170.0764923095703,-0.013374852569393414,0.05392623612153202
380,380,380,380,2020-08-07,182.0342712402344,177.65858459472656,173.80357360839844,0.024629750684379337,0.04735631990157341
381,381,381,381,2020-08-10,191.9915008544922,176.54408264160156,173.51124572753906,0.08749892934248105,0.1065075352866307
382,382,382,382,2020-08-11,193.69972229003903,178.41677856445312,171.95831298828125,0.08565866870006822,0.12643418584386468
383,383,383,383,2020-08-12,194.7594146728516,176.31573486328125,174.4430694580078,0.1046059775882846,0.1164640434152322
384,384,384,384,2020-08-13,192.0462951660156,181.1847076416016,178.15187072753906,0.05994759527884175,0.07799202097476887
385,385,385,385,2020-08-14,195.0426025390625,179.24807739257812,181.6779937744141,0.08811545081118033,0.07356206707810187
386,386,386,386,2020-08-17,192.2564239501953,182.0342712402344,177.65858459472656,0.05615510002767832,0.08216793682539603
387,387,387,387,2020-08-18,191.7539825439453,191.9915008544922,176.54408264160156,-0.001237129297337436,0.0861535525561683
388,388,388,388,2020-08-19,192.90499877929688,193.69972229003903,178.41677856445312,-0.004102863449397032,0.08120435942973758
389,389,389,389,2020-08-20,192.11538696289065,194.7594146728516,176.31573486328125,-0.013575865969828738,0.08960999488707433
390,390,390,390,2020-08-21,192.14295959472656,192.0462951660156,181.1847076416016,0.0005033392007245396,0.06048110845425936
391,391,391,391,2020-08-24,194.0641021728516,195.0426025390625,179.24807739257812,-0.005016854540868532,0.0826565338707892
392,392,392,392,2020-08-25,193.0897521972656,192.2564239501953,182.0342712402344,0.00433446243276725,0.0607329646319239
393,393,393,393,2020-08-26,192.2532196044922,191.7539825439453,191.9915008544922,0.002603529031958818,0.0013631788325794147
394,394,394,394,2020-08-27,190.89285278320312,192.90499877929688,193.69972229003903,-0.01043076130129661,-0.014490828761401175
395,395,395,395,2020-08-28,191.85801696777344,192.11538696289065,194.7594146728516,-0.0013396636218780955,-0.01489734249793162
396,396,396,396,2020-08-31,190.5067596435547,192.14295959472656,192.0462951660156,-0.00851553423879281,-0.008016481240265771
397,397,397,397,2020-09-01,194.00897216796875,194.0641021728516,195.0426025390625,-0.0002840814157053506,-0.005299510761433424
398,398,398,398,2020-09-02,195.6451568603516,193.0897521972656,192.2564239501953,0.0132342842331441,0.01762611017374449
399,399,399,399,2020-09-03,188.0340881347656,192.2532196044922,191.7539825439453,-0.021945699938894614,-0.01939930717385341
400,400,400,400,2020-09-04,187.8502349853516,190.89285278320312,192.90499877929688,-0.015938877508981597,-0.026203384183571377
401,401,401,401,2020-09-08,187.5744781494141,191.85801696777344,192.11538696289065,-0.02232660842668277,-0.023636361903451752
402,402,402,402,2020-09-09,194.93736267089844,190.5067596435547,192.14295959472656,0.023256933431829774,0.014543353980108975
403,403,403,403,2020-09-10,190.4240264892578,194.00897216796875,194.0641021728516,-0.018478246849363056,-0.018757078938543614
404,404,404,404,2020-09-11,191.11343383789065,195.6451568603516,193.0897521972656,-0.023162970631036894,-0.010235231734907813
405,405,405,405,2020-09-14,193.5677490234375,188.0340881347656,192.2532196044922,0.02942903036127098,0.006837489752575143
406,406,406,406,2020-09-15,193.1540985107422,187.8502349853516,190.89285278320312,0.028234532290067005,0.011845628029390598
407,407,407,407,2020-09-16,192.6669311523437,187.5744781494141,191.85801696777344,0.02714896532391342,0.004216212579253975
408,408,408,408,2020-09-17,193.4390411376953,194.93736267089844,190.5067596435547,-0.007686169099007767,0.015392007609740688
409,409,409,409,2020-09-18,194.78111267089844,190.4240264892578,194.00897216796875,0.022880968657000844,0.0039799216206413135
410,410,410,410,2020-09-21,187.39979553222656,191.11343383789065,195.6451568603516,-0.019431592175849555,-0.04214446940800298
411,411,411,411,2020-09-22,187.7766876220703,193.5677490234375,188.0340881347656,-0.029917491062346313,-0.0013689034538822975
412,412,412,412,2020-09-23,186.60926818847656,193.1540985107422,187.8502349853516,-0.0338839836831194,-0.006606149824469498
413,413,413,413,2020-09-24,188.8246154785156,192.6669311523437,187.5744781494141,-0.01994278753934131,0.006664751737204266
414,414,414,414,2020-09-25,191.77528381347656,193.4390411376953,194.93736267089844,-0.00860093864420286,-0.016220999474381048
415,415,415,415,2020-09-28,195.59918212890625,194.78111267089844,190.4240264892578,0.004199942421470926,0.02717700982937865
416,416,416,416,2020-09-29,195.7003173828125,187.39979553222656,191.11343383789065,0.044293121169166394,0.024000843126562144
417,417,417,417,2020-09-30,194.1009063720703,187.7766876220703,193.5677490234375,0.03367946697796942,0.002754370763325076
418,418,418,418,2020-10-01,190.313720703125,186.60926818847656,193.1540985107422,0.019851385467665628,-0.014705242236727534
419,419,419,419,2020-10-02,193.3471221923828,188.8246154785156,192.6669311523437,0.023950832376416376,0.0035303984756018814
420,420,420,420,2020-10-05,200.2504119873047,191.77528381347656,193.4390411376953,0.04419301593666858,0.03521197587389224
421,421,421,421,2020-10-06,198.85321044921875,195.59918212890625,194.78111267089844,0.01663620616863315,0.02090601969812389
422,422,422,422,2020-10-07,203.6239318847656,195.7003173828125,187.39979553222656,0.040488511249849424,0.08657499495376464
423,423,423,423,2020-10-08,203.1551208496093,194.1009063720703,187.7766876220703,0.04664694589412699,0.08189745714596075
424,424,424,424,2020-10-09,205.27850341796875,190.313720703125,186.60926818847656,0.07863217985311577,0.10004452303320832
425,425,425,425,2020-10-12,203.8353271484375,193.3471221923828,188.8246154785156,0.05424546710149003,0.07949552356763467
426,426,426,426,2020-10-13,202.640365600586,200.2504119873047,191.77528381347656,0.0119348249502369,0.0566552767961328
427,427,427,427,2020-10-14,203.8537139892578,198.85321044921875,195.59918212890625,0.025146707607801133,0.042201259588660056
428,428,428,428,2020-10-15,204.47879028320312,203.6239318847656,195.7003173828125,0.00419822164578032,0.04485671263996438
429,429,429,429,2020-10-16,204.80050659179688,203.1551208496093,194.1009063720703,0.008099159574745052,0.055123906527343
430,430,430,430,2020-10-19,203.2837829589844,205.27850341796875,190.313720703125,-0.009717142446829308,0.06815095731374887
431,431,431,431,2020-10-20,204.3133239746093,203.8353271484375,193.3471221923828,0.002345014639310694,0.05671768815527023
432,432,432,432,2020-10-21,204.29493713378903,202.640365600586,200.2504119873047,0.008165063896816482,0.020197337455369446
433,433,433,433,2020-10-22,205.52664184570312,203.8537139892578,198.85321044921875,0.008206511540591599,0.033559585894584076
434,434,434,434,2020-10-23,207.9993591308593,204.47879028320312,203.6239318847656,0.01721728127782929,0.021487784886551564
435,435,435,435,2020-10-26,202.85177612304688,204.80050659179688,203.1551208496093,-0.00951526195506025,-0.0014931680052848728
436,436,436,436,2020-10-27,202.0244903564453,203.2837829589844,205.27850341796875,-0.006194751908927154,-0.015851699069034608
437,437,437,437,2020-10-28,196.3345642089844,204.3133239746093,203.8353271484375,-0.039051588072721244,-0.036798149979129335
438,438,438,438,2020-10-29,199.8735198974609,204.29493713378903,202.640365600586,-0.021642324074984898,-0.013653971137116194
439,439,439,439,2020-10-30,202.1256103515625,205.52664184570312,203.8537139892578,-0.01654788626719217,-0.008477175146224591
440,440,440,440,2020-11-02,209.2862548828125,207.9993591308593,204.47879028320312,0.006187017870298295,0.023510822775071327
441,441,441,441,2020-11-03,213.2848663330078,202.85177612304688,204.80050659179688,0.051432087060615084,0.04142743532427762
442,442,442,442,2020-11-04,204.80050659179688,202.0244903564453,203.2837829589844,0.013740988681390398,0.007461114756598608
443,443,443,443,2020-11-05,211.02359008789065,196.3345642089844,204.3133239746093,0.07481630113417426,0.03284301768843667
444,444,444,444,2020-11-06,210.54559326171875,199.8735198974609,204.29493713378903,0.05339413329856213,0.030596236087026885
445,445,445,445,2020-11-09,210.47206115722656,202.1256103515625,205.52664184570312,0.041293385786921544,0.024062181268140304
446,446,446,446,2020-11-10,214.96701049804688,209.2862548828125,207.9993591308593,0.0271434720756758,0.03349842709276807
447,447,447,447,2020-11-11,215.9229736328125,213.2848663330078,202.85177612304688,0.012368938055294265,0.06443718541481647
448,448,448,448,2020-11-12,214.30517578125,204.80050659179688,202.0244903564453,0.04640940272866412,0.06078810248765909
449,449,449,449,2020-11-13,217.4397125244141,211.02359008789065,196.3345642089844,0.030404763912182275,0.10749583701912391
450,450,450,450,2020-11-16,213.12857055664065,210.54559326171875,199.8735198974609,0.012268018793017976,0.0663171923223238
451,451,451,451,2020-11-17,212.4115753173828,210.47206115722656,202.1256103515625,0.00921506707109887,0.05088897417763971
452,452,452,452,2020-11-18,214.59933471679688,214.96701049804688,209.2862548828125,-0.0017103823530789652,0.025386664006957327
453,453,453,453,2020-11-19,215.55162048339844,215.9229736328125,213.2848663330078,-0.0017198408449374814,0.010627824605480729
454,454,454,454,2020-11-20,213.2494506835937,214.30517578125,204.80050659179688,-0.00492626971704091,0.04125450777637507
455,455,455,455,2020-11-23,217.4747009277344,217.4397125244141,211.02359008789065,0.00016091082403524304,0.030570567191833264
456,456,456,456,2020-11-24,216.9569396972656,213.12857055664065,210.54559326171875,0.01796272142503552,0.030451107222069673
457,457,457,457,2020-11-25,213.00906372070312,212.4115753173828,210.47206115722656,0.0028128806183351784,0.012053868572994952
458,458,458,458,2020-11-27,211.751693725586,214.59933471679688,214.96701049804688,-0.013269570453090518,-0.014957256767033522
459,459,459,459,2020-11-30,213.7302703857422,215.55162048339844,215.9229736328125,-0.008449716562425658,-0.010155025239690807
460,460,460,460,2020-12-01,212.9813232421875,213.2494506835937,214.30517578125,-0.0012573417682750776,-0.006177417480638936
461,461,461,461,2020-12-02,210.041244506836,217.4747009277344,217.4397125244141,-0.03418078695677118,-0.03402537619133117
462,462,462,462,2020-12-03,203.7172698974609,216.9569396972656,213.12857055664065,-0.061024412578269516,-0.04415785567650399
463,463,463,463,2020-12-04,203.33819580078125,213.00906372070312,212.4115753173828,-0.045401203831411996,-0.04271603137938329
464,464,464,464,2020-12-07,202.56153869628903,211.751693725586,214.59933471679688,-0.04340062111241816,-0.05609428396594951
465,465,465,465,2020-12-08,204.36447143554688,213.7302703857422,215.55162048339844,-0.043820648021882125,-0.05190009252894101
466,466,466,466,2020-12-09,207.27682495117188,212.9813232421875,213.2494506835937,-0.026784030656664015,-0.028007695744471706
467,467,467,467,2020-12-10,202.9868927001953,210.041244506836,217.4747009277344,-0.03358555517609829,-0.0666183614265703
468,468,468,468,2020-12-11,202.1640014648437,203.7172698974609,216.9569396972656,-0.007624628159404678,-0.06818375228311879
469,469,469,469,2020-12-14,200.08377075195312,203.33819580078125,213.00906372070312,-0.016004986352965433,-0.06067954453664759
470,470,470,470,2020-12-15,207.1381225585937,202.56153869628903,211.751693725586,0.022593548073144065,-0.021787647058781667
471,471,471,471,2020-12-16,206.0101928710937,204.36447143554688,213.7302703857422,0.008052874474641092,-0.03612065572515877
472,472,472,472,2020-12-17,206.5741424560547,207.27682495117188,212.9813232421875,-0.0033900678249134675,-0.030083298801026892
473,473,473,473,2020-12-18,207.3877410888672,202.9868927001953,210.041244506836,0.021680455965064516,-0.012633249361091337
474,474,474,474,2020-12-21,207.766830444336,202.1640014648437,203.7172698974609,0.027714276225713874,0.01987833701538122
475,475,475,475,2020-12-22,206.6758270263672,200.08377075195312,203.33819580078125,0.03294648161437519,0.0164141872727932
476,476,476,476,2020-12-23,207.3045654296875,207.1381225585937,202.56153869628903,0.0008035356748332667,0.023415238469875144
477,477,477,477,2020-12-24,209.4402770996093,206.0101928710937,204.36447143554688,0.0166500704684156,0.024837025870532603
478,478,478,478,2020-12-28,207.2305908203125,206.5741424560547,207.27682495117188,0.003177785740523964,-0.00022305499358288294
479,479,479,479,2020-12-29,205.8899688720703,207.3877410888672,202.9868927001953,-0.0072220865559988745,0.014301791279512477
480,480,480,480,2020-12-30,208.0164794921875,207.766830444336,202.1640014648437,0.001201582790273159,0.028949160013344688
481,481,481,481,2020-12-31,209.9672698974609,206.6758270263672,200.08377075195312,0.015925630580269967,0.04939680568975535
482,482,482,482,2021-01-04,204.66954040527344,207.3045654296875,207.1381225585937,-0.012710887572361718,-0.011917565549151687
483,483,483,483,2021-01-05,204.9099578857422,209.4402770996093,206.0101928710937,-0.02163060169994191,-0.005340682274104558
484,484,484,484,2021-01-06,215.9676971435547,207.2305908203125,206.5741424560547,0.04216127690731741,0.04547304215239967
