,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PODD,PODD_6m,PODD_12m,PODD_6m_ret,PODD_12m_ret
246,246,246,246,2020-01-28,193.509994506836,188.759994506836,180.67999267578125,0.025164230441996338,0.07100953260540233
247,247,247,247,2020-01-29,195.759994506836,190.9499969482422,182.52999877929688,0.025189827889327443,0.07248121303904642
248,248,248,248,2020-01-30,196.9199981689453,191.22000122070312,184.4499969482422,0.029808581277349422,0.06760640513429927
249,249,249,249,2020-01-31,194.0399932861328,192.0,185.259994506836,0.010624965031941658,0.047392848103387175
250,250,250,250,2020-02-03,194.83999633789065,192.5599975585937,187.0599975585937,0.011840459120296742,0.04159092740744841
251,251,251,251,2020-02-04,197.72000122070312,193.009994506836,191.4600067138672,0.024402916159351085,0.03269609467940415
252,252,252,252,2020-02-05,194.3000030517578,193.509994506836,188.759994506836,0.004082520631222053,0.029349484563166772
253,253,253,253,2020-02-06,198.4100036621093,195.759994506836,190.9499969482422,0.013537031209820416,0.039067854585455475
254,254,254,254,2020-02-07,200.02999877929688,196.9199981689453,191.22000122070312,0.015793218765335126,0.046072573487882185
255,255,255,255,2020-02-10,202.63999938964844,194.0399932861328,192.0,0.04432079159492641,0.055416663487752205
256,256,256,256,2020-02-11,203.25,194.83999633789065,192.5599975585937,0.04316364103972137,0.055515177487232004
257,257,257,257,2020-02-12,201.8099975585937,197.72000122070312,193.009994506836,0.020685799679543537,0.045593509674163535
258,258,258,258,2020-02-13,205.4100036621093,194.3000030517578,193.509994506836,0.0571796213888478,0.06149557900407521
259,259,259,259,2020-02-14,212.32000732421875,198.4100036621093,195.759994506836,0.07010737062329819,0.0845934474972847
260,260,260,260,2020-02-18,212.2700042724609,200.02999877929688,196.9199981689453,0.06119084921191775,0.07795046844529341
261,261,261,261,2020-02-19,215.6699981689453,202.63999938964844,194.0399932861328,0.06430121801491917,0.11147189049278472
262,262,262,262,2020-02-20,216.44000244140625,203.25,194.83999633789065,0.06489546096632837,0.11086022638830761
263,263,263,263,2020-02-21,212.3099975585937,201.8099975585937,197.72000122070312,0.05202913694576217,0.07379120092966529
264,264,264,264,2020-02-24,207.3099975585937,205.4100036621093,194.3000030517578,0.009249763218006635,0.06695828256559655
265,265,265,265,2020-02-25,196.72999572753903,212.32000732421875,198.4100036621093,-0.07342695487417406,-0.008467354989979747
266,266,266,266,2020-02-26,180.00999450683594,212.2700042724609,200.02999877929688,-0.1519762996010372,-0.10008500922179187
267,267,267,267,2020-02-27,183.75,215.6699981689453,202.63999938964844,-0.14800388760582617,-0.09321949983490474
268,268,268,268,2020-02-28,189.97000122070312,216.44000244140625,203.25,-0.12229717668696194,-0.06533824737661442
269,269,269,269,2020-03-02,181.509994506836,212.3099975585937,201.8099975585937,-0.14507090295292124,-0.10058967988374201
270,270,270,270,2020-03-03,174.25999450683594,207.3099975585937,205.4100036621093,-0.15942310279761862,-0.1516479655319699
271,271,271,271,2020-03-04,179.0500030517578,196.72999572753903,212.32000732421875,-0.08986932882501109,-0.15669745254697875
272,272,272,272,2020-03-05,180.8800048828125,180.00999450683594,212.2700042724609,0.0048331226183306875,-0.14787769707375853
273,273,273,273,2020-03-06,179.3000030517578,183.75,215.6699981689453,-0.024217670466624153,-0.16863724869463315
274,274,274,274,2020-03-09,172.6699981689453,189.97000122070312,216.44000244140625,-0.09106702605986217,-0.20222696257042494
275,275,275,275,2020-03-10,180.52999877929688,181.509994506836,212.3099975585937,-0.005399128186862501,-0.14968677473855707
276,276,276,276,2020-03-11,172.11000061035156,174.25999450683594,207.3099975585937,-0.012337851281178813,-0.1697940155456964
277,277,277,277,2020-03-12,165.6699981689453,179.0500030517578,196.72999572753903,-0.07472775568143808,-0.1578813512587589
278,278,278,278,2020-03-13,165.07000732421875,180.8800048828125,180.00999450683594,-0.08740599918070902,-0.08299532047399649
279,279,279,279,2020-03-16,137.27999877929688,179.3000030517578,183.75,-0.23435584806058918,-0.2528979658269558
280,280,280,280,2020-03-17,130.11000061035156,172.6699981689453,189.97000122070312,-0.24648171662660134,-0.31510238577514926
281,281,281,281,2020-03-18,130.00999450683594,180.52999877929688,181.509994506836,-0.2798427109846885,-0.2837309325027856
282,282,282,282,2020-03-19,139.99000549316406,172.11000061035156,174.25999450683594,-0.18662480392354164,-0.19666010612853269
283,283,283,283,2020-03-20,142.60000610351562,165.6699981689453,179.0500030517578,-0.13925268497862597,-0.20357440003899707
284,284,284,284,2020-03-23,143.8000030517578,165.07000732421875,180.8800048828125,-0.12885444556068815,-0.20499779317828892
285,285,285,285,2020-03-24,157.50999450683594,137.27999877929688,179.3000030517578,0.14736302380117694,-0.12152821067510988
286,286,286,286,2020-03-25,166.42999267578125,130.11000061035156,172.6699981689453,0.2791483505883565,-0.036138330684747366
287,287,287,287,2020-03-26,177.77000427246094,130.00999450683594,180.52999877929688,0.36735644783919885,-0.015288287406516332
288,288,288,288,2020-03-27,175.75,139.99000549316406,172.11000061035156,0.25544676836649005,0.021149261383649698
289,289,289,289,2020-03-30,174.5800018310547,142.60000610351562,165.6699981689453,0.22426363505429503,0.05378163675129177
290,290,290,290,2020-03-31,165.67999267578125,143.8000030517578,165.07000732421875,0.1521556965207309,0.0036953130459635997
291,291,291,291,2020-04-01,159.1699981689453,157.50999450683594,137.27999877929688,0.010539037013535868,0.15945512517698002
292,292,292,292,2020-04-02,167.0399932861328,166.42999267578125,130.11000061035156,0.0036652084191333145,0.28383669589225335
293,293,293,293,2020-04-03,164.9199981689453,177.77000427246094,130.00999450683594,-0.07228444503956322,0.2685178458358739
294,294,294,294,2020-04-06,171.89999389648438,175.75,139.99000549316406,-0.021906151371354876,0.22794476141997522
295,295,295,295,2020-04-07,165.6699981689453,174.5800018310547,142.60000610351562,-0.051036794413210074,0.1617811436044596
296,296,296,296,2020-04-08,175.8699951171875,165.67999267578125,143.8000030517578,0.06150412175202735,0.22301802075683375
297,297,297,297,2020-04-09,182.94000244140625,159.1699981689453,157.50999450683594,0.14933721521584187,0.16145012266803582
298,298,298,298,2020-04-13,180.0,167.0399932861328,166.42999267578125,0.07758625020815946,0.0815358284047647
299,299,299,299,2020-04-14,185.1600036621093,164.9199981689453,177.77000427246094,0.12272620493501307,0.04157056427991068
300,300,300,300,2020-04-15,187.4199981689453,171.89999389648438,175.75,0.09028507750737247,0.06640112756156658
301,301,301,301,2020-04-16,192.3500061035156,165.6699981689453,174.5800018310547,0.16104308703717618,0.101787169699181
302,302,302,302,2020-04-17,199.33999633789065,175.8699951171875,165.67999267578125,0.13345085501972287,0.20316275440679532
303,303,303,303,2020-04-20,203.97999572753903,182.94000244140625,159.1699981689453,0.11501034768419038,0.2815228879441951
304,304,304,304,2020-04-21,197.509994506836,180.0,167.0399932861328,0.0972777472602,0.1824114131069754
305,305,305,305,2020-04-22,200.009994506836,185.1600036621093,164.9199981689453,0.08020085629197671,0.21276980795224243
306,306,306,306,2020-04-23,206.1600036621093,187.4199981689453,171.89999389648438,0.09998935906653483,0.1993019836071419
307,307,307,307,2020-04-24,203.8300018310547,192.3500061035156,165.6699981689453,0.05968284566292659,0.2303374424088238
308,308,308,308,2020-04-27,198.9100036621093,199.33999633789065,175.8699951171875,-0.002157081788305537,0.13100590882242047
309,309,309,309,2020-04-28,191.6499938964844,203.97999572753903,182.94000244140625,-0.060447112899855715,0.047611191313216894
310,310,310,310,2020-04-29,196.5500030517578,197.509994506836,180.0,-0.0048604702636704245,0.09194446139865442
311,311,311,311,2020-04-30,199.72000122070312,200.009994506836,185.1600036621093,-0.0014498939757880969,0.0786346795777979
312,312,312,312,2020-05-01,194.88999938964844,206.1600036621093,187.4199981689453,-0.054666298371492505,0.039857012558336846
313,313,313,313,2020-05-04,192.88999938964844,203.8300018310547,192.3500061035156,-0.05367218929073014,0.00280734738236621
314,314,314,314,2020-05-05,201.259994506836,198.9100036621093,199.33999633789065,0.01181434217214461,0.009631775881498772
315,315,315,315,2020-05-06,206.5599975585937,191.6499938964844,203.97999572753903,0.07779809098330892,0.012648308094391991
316,316,316,316,2020-05-07,215.1499938964844,196.5500030517578,197.509994506836,0.09463236100702899,0.08931193296670292
317,317,317,317,2020-05-08,217.6300048828125,199.72000122070312,200.009994506836,0.08967556355218376,0.08809564951702598
318,318,318,318,2020-05-11,224.72999572753903,194.88999938964844,206.1600036621093,0.1531119935930152,0.09007562929551294
319,319,319,319,2020-05-12,220.6999969482422,192.88999938964844,203.8300018310547,0.14417542457665733,0.08276502460697754
320,320,320,320,2020-05-13,195.0200042724609,201.259994506836,198.9100036621093,-0.031004622899178047,-0.019556579950882558
321,321,321,321,2020-05-14,201.5599975585937,206.5599975585937,191.6499938964844,-0.024206042114140125,0.05170886500242711
322,322,322,322,2020-05-15,203.97999572753903,215.1499938964844,196.5500030517578,-0.05191725998523433,0.0378020481323762
323,323,323,323,2020-05-18,201.259994506836,217.6300048828125,199.72000122070312,-0.07521945507831651,0.0077107614496310095
324,324,324,324,2020-05-19,195.6600036621093,224.72999572753903,194.88999938964844,-0.12935519342364066,0.0039509686226708585
325,325,325,325,2020-05-20,195.4499969482422,220.6999969482422,192.88999938964844,-0.11440870117420776,0.013271800335394435
326,326,326,326,2020-05-21,193.88999938964844,195.0200042724609,201.259994506836,-0.005794302420554565,-0.03661927515821939
327,327,327,327,2020-05-22,192.0800018310547,201.5599975585937,206.5599975585937,-0.047033120869051204,-0.07010067727867564
328,328,328,328,2020-05-26,182.6300048828125,203.97999572753903,215.1499938964844,-0.1046670815369769,-0.15115031343816032
329,329,329,329,2020-05-27,178.42999267578125,201.259994506836,217.6300048828125,-0.11343536944337584,-0.18012227784555412
330,330,330,330,2020-05-28,184.5800018310547,195.6600036621093,224.72999572753903,-0.05662885425571684,-0.17865881128375005
331,331,331,331,2020-05-29,188.57000732421875,195.4499969482422,220.6999969482422,-0.035200766085687674,-0.14558219333169475
332,332,332,332,2020-06-01,188.77999877929688,193.88999938964844,195.0200042724609,-0.026355153058112646,-0.03199674575150846
333,333,333,333,2020-06-02,186.5,192.0800018310547,201.5599975585937,-0.029050404924311768,-0.074717194587263
334,334,334,334,2020-06-03,181.0,182.6300048828125,203.97999572753903,-0.00892517570625051,-0.11265808514984954
335,335,335,335,2020-06-04,172.97999572753906,178.42999267578125,201.259994506836,-0.030544175149663233,-0.14051475480059383
336,336,336,336,2020-06-05,179.02999877929688,184.5800018310547,195.6600036621093,-0.03006827931900069,-0.08499440136744163
337,337,337,337,2020-06-08,180.9499969482422,188.57000732421875,195.4499969482422,-0.04040945049588429,-0.07418777296701518
338,338,338,338,2020-06-09,181.8699951171875,188.77999877929688,193.88999938964844,-0.03660347339120329,-0.06199393630563221
339,339,339,339,2020-06-10,186.1999969482422,186.5,192.0800018310547,-0.0016085954517844891,-0.03061227002686251
340,340,340,340,2020-06-11,180.97999572753903,181.0,182.6300048828125,-0.00011052084232576753,-0.00903471013063939
341,341,341,341,2020-06-12,180.5599975585937,172.97999572753906,178.42999267578125,0.04382010647632284,0.011937482319369863
342,342,342,342,2020-06-15,184.8000030517578,179.02999877929688,184.5800018310547,0.03222925940793897,0.0011919017148156463
343,343,343,343,2020-06-16,183.88999938964844,180.9499969482422,188.57000732421875,0.016247595971207396,-0.024818410949752567
344,344,344,344,2020-06-17,193.8300018310547,181.8699951171875,188.77999877929688,0.0657612967227541,0.0267507314567883
345,345,345,345,2020-06-18,189.5,186.1999969482422,186.5,0.01772289530528348,0.01608579088471851
346,346,346,346,2020-06-19,199.5200042724609,180.97999572753903,181.0,0.1024423084462518,0.10232046559370667
347,347,347,347,2020-06-22,201.9499969482422,180.5599975585937,172.97999572753906,0.11846477447313442,0.1674760199805636
348,348,348,348,2020-06-23,200.509994506836,184.8000030517578,179.02999877929688,0.08501077486821362,0.11997986859185006
349,349,349,349,2020-06-24,192.1100006103516,183.88999938964844,180.9499969482422,0.044700643036523324,0.06167451699544113
350,350,350,350,2020-06-25,193.44000244140625,193.8300018310547,181.8699951171875,-0.002012069266698835,0.0636169111719811
351,351,351,351,2020-06-26,187.1999969482422,189.5,186.1999969482422,-0.01213721927048983,0.005370569368365663
352,352,352,352,2020-06-29,186.97000122070312,199.5200042724609,180.97999572753903,-0.06290097625809854,0.03309761097675068
353,353,353,353,2020-06-30,194.259994506836,201.9499969482422,180.5599975585937,-0.038078745024081706,0.07587503950755492
354,354,354,354,2020-07-01,194.6000061035156,200.509994506836,184.8000030517578,-0.02947478213171517,0.05303031866840957
355,355,355,355,2020-07-02,201.1100006103516,192.1100006103516,183.88999938964844,0.046848159759544705,0.0936429456623975
356,356,356,356,2020-07-06,204.67999267578125,193.44000244140625,193.8300018310547,0.05810582140464793,0.05597683920048446
357,357,357,357,2020-07-07,206.1300048828125,187.1999969482422,189.5,0.10112183890582083,0.08775728170349595
358,358,358,358,2020-07-08,207.69000244140625,186.97000122070312,199.5200042724609,0.11081992343918756,0.04094826580791633
359,359,359,359,2020-07-09,211.2899932861328,194.259994506836,201.9499969482422,0.0876660108146845,0.04624905411751201
360,360,360,360,2020-07-10,207.82000732421875,194.6000061035156,200.509994506836,0.06793422819149808,0.036457099484552336
361,361,361,361,2020-07-13,194.009994506836,201.1100006103516,192.1100006103516,-0.03530409269537904,0.009890135289406743
362,362,362,362,2020-07-14,196.1699981689453,204.67999267578125,193.44000244140625,-0.04157707060462912,0.014112880960937657
363,363,363,363,2020-07-15,202.25,206.1300048828125,187.1999969482422,-0.018823096060267108,0.08039531675803868
364,364,364,364,2020-07-16,196.4199981689453,207.69000244140625,186.97000122070312,-0.05426358582493851,0.05054285118759361
365,365,365,365,2020-07-17,199.92999267578125,211.2899932861328,194.259994506836,-0.05376497217720877,0.02918767800513722
366,366,366,366,2020-07-20,203.1000061035156,207.82000732421875,194.6000061035156,-0.022711967348454154,0.04367934087051628
367,367,367,367,2020-07-21,202.3500061035156,194.009994506836,201.1100006103516,0.042987535863188375,0.0061658072169494815
368,368,368,368,2020-07-22,203.27999877929688,196.1699981689453,204.67999267578125,0.036244077467076696,-0.0068399157054006565
369,369,369,369,2020-07-23,201.6199951171875,202.25,206.1300048828125,-0.003114980879171836,-0.021879443355124373
370,370,370,370,2020-07-24,196.69000244140625,196.4199981689453,207.69000244140625,0.0013746272018020367,-0.05296355082427873
371,371,371,371,2020-07-27,192.5500030517578,199.92999267578125,211.2899932861328,-0.036912868976048396,-0.08869322177977901
372,372,372,372,2020-07-28,196.3800048828125,203.1000061035156,207.82000732421875,-0.03308715420361952,-0.05504764718614785
373,373,373,373,2020-07-29,200.38999938964844,202.3500061035156,194.009994506836,-0.00968622018654397,0.03288492893899675
374,374,374,374,2020-07-30,201.42999267578125,203.27999877929688,196.1699981689453,-0.009100777816927308,0.026813450353942114
375,375,375,375,2020-07-31,203.3600006103516,201.6199951171875,202.25,0.008630123674751244,0.005488260125347866
376,376,376,376,2020-08-03,202.4499969482422,196.69000244140625,196.4199981689453,0.02928463285037486,0.030699515505087982
377,377,377,377,2020-08-04,206.3699951171875,192.5500030517578,199.92999267578125,0.07177352296231776,0.03221128733721179
378,378,378,378,2020-08-05,215.32000732421875,196.3800048828125,203.1000061035156,0.09644567659883951,0.060167409421321594
379,379,379,379,2020-08-06,220.4199981689453,200.38999938964844,202.3500061035156,0.09995508179202872,0.0893006746744831
380,380,380,380,2020-08-07,217.72999572753903,201.42999267578125,203.27999877929688,0.08092142999773633,0.07108420422577177
381,381,381,381,2020-08-10,203.94000244140625,203.3600006103516,201.6199951171875,0.002852093967908642,0.011506831566334919
382,382,382,382,2020-08-11,198.83999633789065,202.4499969482422,196.69000244140625,-0.01783156663259644,0.010930875335795953
383,383,383,383,2020-08-12,204.6499938964844,206.3699951171875,192.5500030517578,-0.008334550862039714,0.06284077202260074
384,384,384,384,2020-08-13,206.5599975585937,215.32000732421875,196.3800048828125,-0.040683677631659365,0.0518382341514656
385,385,385,385,2020-08-14,202.1300048828125,220.4199981689453,200.38999938964844,-0.08297792141398208,0.008683095456179402
386,386,386,386,2020-08-17,209.6000061035156,217.72999572753903,201.42999267578125,-0.037339777630809645,0.04056006416524416
387,387,387,387,2020-08-18,209.94000244140625,203.94000244140625,203.3600006103516,0.0294204174177346,0.032356421180693706
388,388,388,388,2020-08-19,209.759994506836,198.83999633789065,202.4499969482422,0.054918519262034726,0.03610766939385357
389,389,389,389,2020-08-20,210.0399932861328,204.6499938964844,206.3699951171875,0.02633764744881817,0.01778358412452974
390,390,390,390,2020-08-21,208.6000061035156,206.5599975585937,215.32000732421875,0.00987610655031701,-0.031209367416491385
391,391,391,391,2020-08-24,209.9600067138672,202.1300048828125,220.4199981689453,0.03873745432101594,-0.047454820533393005
392,392,392,392,2020-08-25,217.759994506836,209.6000061035156,217.72999572753903,0.038931241248582715,0.00013777972665973692
393,393,393,393,2020-08-26,215.42999267578125,209.94000244140625,203.94000244140625,0.02615028184496304,0.05634005147016796
394,394,394,394,2020-08-27,216.3300018310547,209.759994506836,198.83999633789065,0.031321546034864145,0.0879601982261311
395,395,395,395,2020-08-28,214.33999633789065,210.0399932861328,204.6499938964844,0.020472306175995936,0.04734914600734186
396,396,396,396,2020-08-31,218.25,208.6000061035156,206.5599975585937,0.04626075558068621,0.056593738282216366
397,397,397,397,2020-09-01,223.2100067138672,209.9600067138672,202.1300048828125,0.06310725650745974,0.1042893252947581
398,398,398,398,2020-09-02,224.27999877929688,217.759994506836,209.6000061035156,0.029941240066738706,0.07003813095564149
399,399,399,399,2020-09-03,209.009994506836,215.42999267578125,209.94000244140625,-0.02980085590313908,-0.0044298748392642695
400,400,400,400,2020-09-04,204.8300018310547,216.3300018310547,209.759994506836,-0.0531595243501225,-0.02350301680438227
401,401,401,401,2020-09-08,204.57000732421875,214.33999633789065,210.0399932861328,-0.045581735469801266,-0.026042592538376375
402,402,402,402,2020-09-09,212.44000244140625,218.25,208.6000061035156,-0.026620836465492514,0.01840841910611024
403,403,403,403,2020-09-10,213.0,223.2100067138672,209.9600067138672,-0.04574170694307356,0.014478915931240621
404,404,404,404,2020-09-11,211.58999633789065,224.27999877929688,217.759994506836,-0.056581070583533566,-0.028333937934369557
405,405,405,405,2020-09-14,218.1100006103516,209.009994506836,215.42999267578125,0.04353861701679529,0.012440273061716578
406,406,406,406,2020-09-15,225.58999633789065,204.8300018310547,216.3300018310547,0.10135231324148974,0.04280494812766489
407,407,407,407,2020-09-16,222.5200042724609,204.57000732421875,214.33999633789065,0.08774500809296826,0.03816370287547777
408,408,408,408,2020-09-17,223.72000122070312,212.44000244140625,218.25,0.053097338776429526,0.025063006738616833
409,409,409,409,2020-09-18,225.0200042724609,213.0,223.2100067138672,0.05643194494113102,0.008108944510332616
410,410,410,410,2020-09-21,224.57000732421875,211.58999633789065,224.27999877929688,0.06134510709854246,0.0012930646803117618
411,411,411,411,2020-09-22,230.5599975585937,218.1100006103516,209.009994506836,0.057081275106150464,0.10310513189862247
412,412,412,412,2020-09-23,227.6499938964844,225.58999633789065,204.8300018310547,0.009131599769647059,0.11140942177138591
413,413,413,413,2020-09-24,216.5500030517578,222.5200042724609,204.57000732421875,-0.026829054044926304,0.05856183848374319
414,414,414,414,2020-09-25,223.9600067138672,223.72000122070312,212.44000244140625,0.0010727940812376158,0.05422709536843606
415,415,415,415,2020-09-28,227.3800048828125,225.0200042724609,213.0,0.01048795913937517,0.06751176001320425
416,416,416,416,2020-09-29,231.97000122070312,224.57000732421875,211.58999633789065,0.03295183530809065,0.09631837627270134
417,417,417,417,2020-09-30,236.58999633789065,230.5599975585937,218.1100006103516,0.02615370768194314,0.08472786977133229
418,418,418,418,2020-10-01,237.5599975585937,227.6499938964844,225.58999633789065,0.04353175456976066,0.0530608688994092
419,419,419,419,2020-10-02,231.759994506836,216.5500030517578,222.5200042724609,0.07023777991562907,0.041524312677350794
420,420,420,420,2020-10-05,235.3500061035156,223.9600067138672,223.72000122070312,0.050857291695835416,0.05198464517859214
421,421,421,421,2020-10-06,230.7400054931641,227.3800048828125,225.0200042724609,0.014777027611039495,0.025419967612200445
422,422,422,422,2020-10-07,244.3500061035156,231.97000122070312,224.57000732421875,0.053368990893929213,0.08807943240051563
423,423,423,423,2020-10-08,247.7100067138672,236.58999633789065,230.5599975585937,0.04700118579863899,0.07438414875466437
424,424,424,424,2020-10-09,248.58999633789065,237.5599975585937,227.6499938964844,0.04643037082274937,0.09198332089974914
425,425,425,425,2020-10-12,245.97999572753903,231.759994506836,216.5500030517578,0.06135658248940623,0.1359039125423016
426,426,426,426,2020-10-13,248.75,235.3500061035156,223.9600067138672,0.05693645017621374,0.11068937552678615
427,427,427,427,2020-10-14,247.9199981689453,230.7400054931641,227.3800048828125,0.07445606425752738,0.09033333118590936
428,428,428,428,2020-10-15,250.63999938964844,244.3500061035156,231.97000122070312,0.02574173574388272,0.08048453709832137
429,429,429,429,2020-10-16,248.3300018310547,247.7100067138672,236.58999633789065,0.0025029070299273926,0.04962173242691681
430,430,430,430,2020-10-19,248.5200042724609,248.58999633789065,237.5599975585937,-0.0002815562430541485,0.04613574181892277
431,431,431,431,2020-10-20,245.8300018310547,245.97999572753903,231.759994506836,-0.0006097808727929532,0.060709387546191484
432,432,432,432,2020-10-21,241.13999938964844,248.75,235.3500061035156,-0.030592967277795258,0.02460162794126375
433,433,433,433,2020-10-22,245.25,247.9199981689453,230.7400054931641,-0.010769595791646602,0.06288460674959029
434,434,434,434,2020-10-23,249.38999938964844,250.63999938964844,244.3500061035156,-0.004987232696472943,0.020626123021244114
435,435,435,435,2020-10-26,253.52999877929688,248.3300018310547,247.7100067138672,0.020939865944107128,0.02349518351171187
436,436,436,436,2020-10-27,246.0399932861328,248.5200042724609,248.58999633789065,-0.009979120166154432,-0.010257866725625564
437,437,437,437,2020-10-28,228.4100036621093,245.8300018310547,245.97999572753903,-0.07086196981325821,-0.07142854041225055
438,438,438,438,2020-10-29,228.72000122070312,241.13999938964844,248.75,-0.051505342126489495,-0.0805226081579774
439,439,439,439,2020-10-30,222.25,245.25,247.9199981689453,-0.09378185524974514,-0.1035414583677613
440,440,440,440,2020-11-02,215.97000122070312,249.38999938964844,250.63999938964844,-0.13400697000977058,-0.1383258787638555
441,441,441,441,2020-11-03,223.1000061035156,253.52999877929688,248.3300018310547,-0.12002521524985776,-0.1015986612229951
442,442,442,442,2020-11-04,231.42999267578125,246.0399932861328,248.5200042724609,-0.05938059262325224,-0.06876714672008177
443,443,443,443,2020-11-05,255.67999267578125,228.4100036621093,245.8300018310547,0.11939051957642333,0.040068302368951425
444,444,444,444,2020-11-06,257.010009765625,228.72000122070312,241.13999938964844,0.12368838927044012,0.06581243433750217
445,445,445,445,2020-11-09,255.3300018310547,222.25,245.25,0.148841403064363,0.04110092489726691
446,446,446,446,2020-11-10,260.0,215.97000122070312,249.38999938964844,0.20387090119197593,0.04254380944030722
447,447,447,447,2020-11-11,256.739990234375,223.1000061035156,253.52999877929688,0.1507843263583366,0.012661189881014723
448,448,448,448,2020-11-12,260.6499938964844,231.42999267578125,246.0399932861328,0.12625848915632343,0.05938059262325224
449,449,449,449,2020-11-13,256.0,255.67999267578125,228.4100036621093,0.0012515931374597056,0.12079154106886247
450,450,450,450,2020-11-16,253.0399932861328,257.010009765625,228.72000122070312,-0.01544693330470892,0.10633084966610395
451,451,451,451,2020-11-17,259.6099853515625,255.3300018310547,222.25,0.01676255625979972,0.16809892171681673
452,452,452,452,2020-11-18,259.2699890136719,260.0,215.97000122070312,-0.002807734562800479,0.20049075125354943
453,453,453,453,2020-11-19,264.239990234375,256.739990234375,223.1000061035156,0.029212433922558567,0.18440153745119559
454,454,454,454,2020-11-20,265.239990234375,260.6499938964844,231.42999267578125,0.01760980796229572,0.14609168486627144
455,455,455,455,2020-11-23,265.8900146484375,256.0,255.67999267578125,0.038632869720458984,0.03993281549254113
456,456,456,456,2020-11-24,253.6100006103516,253.0399932861328,257.010009765625,0.002252637287949222,-0.013229092354706262
457,457,457,457,2020-11-25,248.8600006103516,259.6099853515625,255.3300018310547,-0.041408209806157226,-0.025339760992850846
458,458,458,458,2020-11-27,251.47999572753903,259.2699890136719,260.0,-0.03004587347640164,-0.03276924720177299
459,459,459,459,2020-11-30,257.7099914550781,264.239990234375,256.739990234375,-0.024712378976039617,0.0037781462086121653
460,460,460,460,2020-12-01,262.57000732421875,265.239990234375,260.6499938964844,-0.010066290938244182,0.007366251573736493
461,461,461,461,2020-12-02,255.07000732421875,265.8900146484375,256.0,-0.04069354518079615,-0.003632783889770508
462,462,462,462,2020-12-03,255.5399932861328,253.6100006103516,253.0399932861328,0.007610081113269995,0.00987986115369921
463,463,463,463,2020-12-04,258.8800048828125,248.8600006103516,259.6099853515625,0.04026361909461529,-0.0028118350985670837
464,464,464,464,2020-12-07,249.69000244140625,251.47999572753903,259.2699890136719,-0.0071178356789544095,-0.03694984756512043
465,465,465,465,2020-12-08,245.6499938964844,257.7099914550781,264.239990234375,-0.0467967791644428,-0.07035269839891256
466,466,466,466,2020-12-09,243.8800048828125,262.57000732421875,265.239990234375,-0.07118102570766216,-0.0805307877318503
467,467,467,467,2020-12-10,246.97000122070312,255.07000732421875,265.8900146484375,-0.03175601156908947,-0.07115729205833699
468,468,468,468,2020-12-11,238.9600067138672,255.5399932861328,253.6100006103516,-0.06488215937965025,-0.05776583676206348
469,469,469,469,2020-12-14,239.0500030517578,258.8800048828125,248.8600006103516,-0.07659920216716298,-0.0394197441715578
470,470,470,470,2020-12-15,241.759994506836,249.69000244140625,251.47999572753903,-0.031759413100375,-0.038651190495620935
471,471,471,471,2020-12-16,238.3000030517578,245.6499938964844,257.7099914550781,-0.02992058224037175,-0.07531717452524034
472,472,472,472,2020-12-17,240.9199981689453,243.8800048828125,262.57000732421875,-0.012137143901114422,-0.08245423525673379
473,473,473,473,2020-12-18,240.6499938964844,246.97000122070312,255.07000732421875,-0.025590182179943688,-0.05653355162767182
474,474,474,474,2020-12-21,237.4100036621093,238.9600067138672,255.5399932861328,-0.006486453834150918,-0.07094775808232512
475,475,475,475,2020-12-22,254.4600067138672,239.0500030517578,258.8800048828125,0.06446351585602317,-0.01707354019460139
476,476,476,476,2020-12-23,260.9800109863281,241.759994506836,249.69000244140625,0.07950040087773358,0.04521610170423718
477,477,477,477,2020-12-24,257.2799987792969,238.3000030517578,245.6499938964844,0.07964748419838119,0.047343802856812944
478,478,478,478,2020-12-28,255.9499969482422,240.9199981689453,243.8800048828125,0.0623858496327776,0.04949151969727694
479,479,479,479,2020-12-29,260.6499938964844,240.6499938964844,246.97000122070312,0.08310825060150617,0.05539131314801349
480,480,480,480,2020-12-30,260.54998779296875,237.4100036621093,238.9600067138672,0.09746844603815918,0.09034976762849523
481,481,481,481,2020-12-31,255.6300048828125,254.4600067138672,239.0500030517578,0.004597964859212489,0.0693578816958429
482,482,482,482,2021-01-04,251.6199951171875,260.9800109863281,241.759994506836,-0.035864876523554745,0.04078425229312588
483,483,483,483,2021-01-05,253.6600036621093,257.2799987792969,238.3000030517578,-0.014070254720006226,0.06445656908789599
484,484,484,484,2021-01-06,252.3699951171875,255.9499969482422,240.9199981689453,-0.01398711417753462,0.04752613745336687
485,485,485,485,2021-01-07,259.2099914550781,260.6499938964844,240.6499938964844,-0.005524659409653188,0.07712444641314775
486,486,486,486,2021-01-08,265.75,260.54998779296875,237.4100036621093,0.01995782940186941,0.11937153405812362
487,487,487,487,2021-01-11,254.6499938964844,255.6300048828125,254.4600067138672,-0.003833708749398812,0.0007466288517035125
488,488,488,488,2021-01-12,265.82000732421875,251.6199951171875,260.9800109863281,0.056434355307962925,0.018545467599601517
489,489,489,489,2021-01-13,270.3999938964844,253.6600036621093,257.2799987792969,0.06599381058384668,0.05099500613898189
490,490,490,490,2021-01-14,284.1400146484375,252.3699951171875,255.9499969482422,0.1258866749056189,0.11013876943274914
