,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,PAYC,PAYC_6m,PAYC_12m,PAYC_6m_ret,PAYC_12m_ret
32,32,32,32,2019-03-22,180.29641723632807,182.4759826660156,174.80271911621094,-0.011944396176656102,0.031427990067276035
33,33,33,33,2019-03-25,182.9337615966797,181.0726928710937,175.38990783691406,0.010278019816664985,0.04301190332331006
34,34,34,34,2019-03-26,184.82473754882807,180.8238983154297,177.23109436035156,0.022125610998714906,0.04284599841739323
35,35,35,35,2019-03-27,182.0977783203125,182.2470550537109,180.29641723632807,-0.0008190899619991976,0.009991108595481801
36,36,36,36,2019-03-28,185.800048828125,181.1025390625,181.4210205078125,0.025938398157984155,0.024137381148310322
37,37,37,37,2019-03-29,188.2284240722656,189.14404296875,180.16702270507807,-0.00484085505476739,0.044744044976441355
38,38,38,38,2019-04-01,189.3729248046875,180.29641723632807,182.4759826660156,0.05034214050111796,0.037796437853935716
39,39,39,39,2019-04-02,189.8108367919922,182.9337615966797,181.0726928710937,0.03759325307306938,0.04825765708979213
40,40,40,40,2019-04-03,189.40280151367188,184.82473754882807,180.8238983154297,0.024769757693470895,0.04744341471544389
41,41,41,41,2019-04-04,182.81434631347656,182.0977783203125,182.2470550537109,0.00393507268333404,0.003112759542799992
42,42,42,42,2019-04-05,182.6053466796875,185.800048828125,181.1025390625,-0.01719430198531735,0.008298103521722888
43,43,43,43,2019-04-08,183.37168884277344,188.2284240722656,189.14404296875,-0.025802347617953525,-0.030518297247829618
44,44,44,44,2019-04-09,183.46124267578125,189.3729248046875,180.29641723632807,-0.031217145402402946,0.017553457178823617
45,45,45,45,2019-04-10,186.6957550048828,189.8108367919922,182.9337615966797,-0.016411506528065556,0.020564784626783794
46,46,46,46,2019-04-11,187.68104553222656,189.40280151367188,184.82473754882807,-0.00909044622194266,0.015454143321285141
47,47,47,47,2019-04-12,187.86016845703125,182.81434631347656,182.0977783203125,0.02760079963802453,0.03164448347405213
48,48,48,48,2019-04-15,189.2535095214844,182.6053466796875,185.800048828125,0.03640727373365804,0.018586974089301878
49,49,49,49,2019-04-16,187.98956298828125,183.37168884277344,188.2284240722656,0.02518313581911369,-0.0012689958233547127
50,50,50,50,2019-04-17,186.0488739013672,183.46124267578125,189.3729248046875,0.014104511600626646,-0.01755293639124289
51,51,51,51,2019-04-18,188.04928588867188,186.6957550048828,189.8108367919922,0.007249928546868567,-0.009280560230872092
52,52,52,52,2019-04-22,189.28335571289065,187.68104553222656,189.40280151367188,0.008537410776459975,-0.0006306443190208233
53,53,53,53,2019-04-23,193.69224548339844,187.86016845703125,182.81434631347656,0.031044776943767838,0.059502437250024354
54,54,54,54,2019-04-24,191.681884765625,189.2535095214844,182.6053466796875,0.012831335335765193,0.04970576300736074
55,55,55,55,2019-04-25,195.60308837890625,187.98956298828125,183.37168884277344,0.040499723865519144,0.06670276973137468
56,56,56,56,2019-04-26,199.11627197265625,186.0488739013672,183.46124267578125,0.07023637282651163,0.08533153416245565
57,57,57,57,2019-04-29,197.095932006836,188.04928588867188,186.6957550048828,0.04810784617134822,0.05570655316550277
58,58,58,58,2019-04-30,201.5645446777344,189.28335571289065,187.68104553222656,0.06488256148349425,0.07397390133956772
59,59,59,59,2019-05-01,200.4996490478516,193.69224548339844,187.86016845703125,0.035145462573702435,0.06728132256365638
60,60,60,60,2019-05-02,200.5095977783203,191.681884765625,189.2535095214844,0.046053976480298076,0.05947624583182742
61,61,61,61,2019-05-03,205.9037628173828,195.60308837890625,187.98956298828125,0.05266110327728035,0.09529358728398285
62,62,62,62,2019-05-06,206.4710388183593,199.11627197265625,186.0488739013672,0.03693704574135981,0.1097677426836714
63,63,63,63,2019-05-07,200.93753051757807,197.095932006836,188.04928588867188,0.019491008625225348,0.06853652524124043
64,64,64,64,2019-05-08,203.77395629882807,201.5645446777344,189.28335571289065,0.010961310803078606,0.07655507020869323
65,65,65,65,2019-05-09,206.89898681640625,200.4996490478516,193.69224548339844,0.03191695246821791,0.06818415110035869
66,66,66,66,2019-05-10,207.3966064453125,200.5095977783203,191.681884765625,0.034347526219699054,0.08198334286467568
67,67,67,67,2019-05-13,196.3097076416016,205.9037628173828,195.60308837890625,-0.04659485113096373,0.003612515878719247
68,68,68,68,2019-05-14,202.3109436035156,206.4710388183593,199.11627197265625,-0.02014856533222309,0.016044251929837605
69,69,69,69,2019-05-15,203.41567993164065,200.93753051757807,197.095932006836,0.012332934557717223,0.03206432451678132
70,70,70,70,2019-05-16,211.03916931152344,203.77395629882807,201.5645446777344,0.0356532951739974,0.047005412826632176
71,71,71,71,2019-05-17,209.745361328125,206.89898681640625,200.4996490478516,0.013757314888373617,0.04611335892197399
72,72,72,72,2019-05-20,206.3018341064453,207.3966064453125,200.5095977783203,-0.005278641524714911,0.028887576416809724
73,73,73,73,2019-05-21,212.53201293945312,196.3097076416016,205.9037628173828,0.08263628677736223,0.032191010165991685
74,74,74,74,2019-05-22,212.05430603027344,202.3109436035156,206.4710388183593,0.04816033306558376,0.02704140611616701
75,75,75,75,2019-05-23,205.78433227539065,203.41567993164065,200.93753051757807,0.011644394102489963,0.024120938210637544
76,76,76,76,2019-05-24,207.2373504638672,211.03916931152344,203.77395629882807,-0.018014754607208583,0.016996255203290955
77,77,77,77,2019-05-28,207.1975555419922,209.745361328125,206.89898681640625,-0.01214713770068565,0.0014430651893471147
78,78,78,78,2019-05-29,205.06776428222656,206.3018341064453,207.3966064453125,-0.005981865500924277,-0.011228930902010825
79,79,79,79,2019-05-30,208.1430206298828,212.53201293945312,196.3097076416016,-0.02065097040614139,0.06027879685850812
80,80,80,80,2019-05-31,211.08892822265625,212.05430603027344,202.3109436035156,-0.004552502732386721,0.04338858028532333
81,81,81,81,2019-06-03,196.3992919921875,205.78433227539065,203.41567993164065,-0.04560619450193926,-0.03449285690174453
82,82,82,82,2019-06-04,208.02362060546875,207.2373504638672,211.03916931152344,0.003794056138247459,-0.014289047459257742
83,83,83,83,2019-06-05,215.7366638183593,207.1975555419922,209.745361328125,0.041212398737187295,0.02856464835406536
84,84,84,84,2019-06-06,218.1650390625,205.06776428222656,206.3018341064453,0.06386803321388035,0.05750411772846209
85,85,85,85,2019-06-07,221.3895874023437,208.1430206298828,212.53201293945312,0.0636416572238363,0.04167642483776768
86,86,86,86,2019-06-10,220.85215759277344,211.08892822265625,212.05430603027344,0.04625173594997345,0.04148867206329676
87,87,87,87,2019-06-11,212.8106842041016,196.3992919921875,205.78433227539065,0.0835613613748003,0.034144251173155116
88,88,88,88,2019-06-12,212.9798583984375,208.02362060546875,207.2373504638672,0.02382536069001806,0.027709811584237354
89,89,89,89,2019-06-13,217.7171630859375,215.7366638183593,207.1975555419922,0.009180170085719475,0.05077090565295461
90,90,90,90,2019-06-14,213.3182373046875,218.1650390625,205.06776428222656,-0.022216216579155845,0.04023291057636014
91,91,91,91,2019-06-17,218.4735565185547,221.3895874023437,208.1430206298828,-0.013171490664958596,0.04963191106485132
92,92,92,92,2019-06-18,221.35972595214844,220.85215759277344,211.08892822265625,0.0022982268541424933,0.04865625978572674
93,93,93,93,2019-06-19,224.8131866455078,212.8106842041016,196.3992919921875,0.05639990532568806,0.1446741195709127
94,94,94,94,2019-06-20,229.0528717041016,212.9798583984375,208.02362060546875,0.07546729266574626,0.10109068882382477
95,95,95,95,2019-06-21,227.1619415283203,217.7171630859375,215.7366638183593,0.04338095494407468,0.05295936957466174
96,96,96,96,2019-06-24,224.67384338378903,213.3182373046875,218.1650390625,0.05323317041515785,0.029834314192863864
97,97,97,97,2019-06-25,217.30914306640625,218.4735565185547,221.3895874023437,-0.005329768374277122,-0.01843105804484757
98,98,98,98,2019-06-26,215.7864227294922,221.35972595214844,220.85215759277344,-0.02517758457950492,-0.02293722152636557
99,99,99,99,2019-06-27,223.4895172119141,224.8131866455078,212.8106842041016,-0.005887863845286501,0.050179966516956886
100,100,100,100,2019-06-28,225.63922119140625,229.0528717041016,212.9798583984375,-0.014903329905006424,0.05943924880110463
101,101,101,101,2019-07-01,225.9178771972656,227.1619415283203,217.7171630859375,-0.005476552642070143,0.03766682421859002
102,102,102,102,2019-07-02,231.80967712402344,224.67384338378903,213.3182373046875,0.03176085668345885,0.08668475819497878
103,103,103,103,2019-07-03,234.61622619628903,217.30914306640625,218.4735565185547,0.07964268270384744,0.07388843727805283
104,104,104,104,2019-07-05,238.1592712402344,215.7864227294922,221.35972595214844,0.10368051996852734,0.07589251032826794
105,105,105,105,2019-07-08,237.9203948974609,223.4895172119141,224.8131866455078,0.06457071394477709,0.05830266652739069
106,106,106,106,2019-07-09,238.7762908935547,225.63922119140625,229.0528717041016,0.05822156995926009,0.04245054478956356
107,107,107,107,2019-07-10,243.3046264648437,225.9178771972656,227.1619415283203,0.0769604844170717,0.07106245363073227
108,108,108,108,2019-07-11,242.7074584960937,231.80967712402344,224.67384338378903,0.04701176200784629,0.08026575252687307
109,109,109,109,2019-07-12,242.47857666015625,234.61622619628903,217.30914306640625,0.03351153750674207,0.11582316895915712
110,110,110,110,2019-07-15,242.2198181152344,238.1592712402344,215.7864227294922,0.017049711539065315,0.12249795446527645
111,111,111,111,2019-07-16,238.82606506347656,237.9203948974609,223.4895172119141,0.0038066100487348375,0.06862311952206812
112,112,112,112,2019-07-17,241.2544403076172,238.7762908935547,225.63922119140625,0.010378540535949776,0.0692043654190988
113,113,113,113,2019-07-18,240.8961639404297,243.3046264648437,225.9178771972656,-0.009898959010391062,0.06629969672601632
114,114,114,114,2019-07-19,231.7001953125,242.7074584960937,231.80967712402344,-0.04535197744559982,-0.0004722918080113381
115,115,115,115,2019-07-22,232.8148498535156,242.47857666015625,234.61622619628903,-0.03985394066455927,-0.007677969985189104
116,116,116,116,2019-07-23,230.7845764160156,242.2198181152344,238.1592712402344,-0.04721018200822269,-0.030965390454104402
117,117,117,117,2019-07-24,234.0091247558593,238.82606506347656,237.9203948974609,-0.02016924034793688,-0.0164394067321858
118,118,118,118,2019-07-25,233.99917602539065,241.2544403076172,238.7762908935547,-0.03007308082278415,-0.020006654975194493
119,119,119,119,2019-07-26,234.07879638671875,240.8961639404297,243.3046264648437,-0.0283000253810467,-0.037918843600197705
120,120,120,120,2019-07-29,228.5154571533203,231.7001953125,242.7074584960937,-0.01374508189293644,-0.05847369269453995
121,121,121,121,2019-07-30,227.53016662597656,232.8148498535156,242.47857666015625,-0.022699081398218746,-0.06164837421959346
122,122,122,122,2019-07-31,239.6023406982422,230.7845764160156,242.2198181152344,0.03820777115681917,-0.010806206681845398
123,123,123,123,2019-08-01,236.7460327148437,234.0091247558593,238.82606506347656,0.011695731787552344,-0.008709402585852732
124,124,124,124,2019-08-02,235.3925170898437,233.99917602539065,241.2544403076172,0.00595446996061999,-0.024297680118546716
125,125,125,125,2019-08-05,220.11569213867188,234.07879638671875,240.8961639404297,-0.05965129889414933,-0.08626319100247914
126,126,126,126,2019-08-06,224.23594665527344,228.5154571533203,231.7001953125,-0.018727444311023467,-0.03221511594825954
127,127,127,127,2019-08-07,230.09786987304688,227.53016662597656,232.8148498535156,0.011285111267426817,-0.011670131790039173
128,128,128,128,2019-08-08,239.3236846923828,239.6023406982422,230.7845764160156,-0.0011629936712943545,0.037000342089475335
129,129,129,129,2019-08-09,239.47296142578125,236.7460327148437,234.0091247558593,0.011518371309825026,0.023348818878846433
130,130,130,130,2019-08-12,237.81092834472656,235.3925170898437,233.99917602539065,0.010273951291152716,0.01628959718611278
131,131,131,131,2019-08-13,242.4188537597656,220.11569213867188,234.07879638671875,0.10132472339610765,0.03562927314129016
132,132,132,132,2019-08-14,231.192626953125,224.23594665527344,228.5154571533203,0.03102392993459846,0.011715486703415712
133,133,133,133,2019-08-15,234.0190887451172,230.09786987304688,227.53016662597656,0.017041526174204957,0.028518952960674415
134,134,134,134,2019-08-16,240.26914978027344,239.3236846923828,239.6023406982422,0.003950570496630501,0.0027829823368505924
135,135,135,135,2019-08-19,242.4984741210937,239.47296142578125,236.7460327148437,0.012634047189707953,0.02429794214620995
136,136,136,136,2019-08-20,245.7926788330078,237.81092834472656,235.3925170898437,0.03356343017471031,0.04418221051264193
137,137,137,137,2019-08-21,250.69918823242188,242.4188537597656,220.11569213867188,0.034157138952822574,0.1389428250053273
138,138,138,138,2019-08-22,247.41493225097656,231.192626953125,224.23594665527344,0.07016791803287337,0.10336873254018042
139,139,139,139,2019-08-23,247.72344970703125,234.0190887451172,230.09786987304688,0.05856086798474891,0.07660036072350018
140,140,140,140,2019-08-26,251.4754638671875,240.26914978027344,239.3236846923828,0.046640669836981896,0.05077549758781341
141,141,141,141,2019-08-27,253.88394165039065,242.4984741210937,239.47296142578125,0.046950676991111884,0.060177901249514276
142,142,142,142,2019-08-28,252.0228576660156,245.7926788330078,237.81092834472656,0.025347292126795207,0.059761464370921
143,143,143,143,2019-08-29,252.88870239257807,250.69918823242188,242.4188537597656,0.008733630833005712,0.04318908562775392
144,144,144,144,2019-08-30,248.9276733398437,247.41493225097656,231.192626953125,0.006114186702897095,0.0767111244871772
145,145,145,145,2019-09-03,243.10557556152344,247.72344970703125,234.0190887451172,-0.018641247532153793,0.03882797281679373
146,146,146,146,2019-09-04,246.69834899902344,251.4754638671875,240.26914978027344,-0.01899634578539644,0.02675832175969961
147,147,147,147,2019-09-05,251.4854278564453,253.88394165039065,242.4984741210937,-0.009447284370778353,0.03705983622339781
148,148,148,148,2019-09-06,248.4300537109375,252.0228576660156,245.7926788330078,-0.014255865473279172,0.010730079066844533
149,149,149,149,2019-09-09,227.62969970703125,252.88870239257807,250.69918823242188,-0.09988189447204077,-0.09202059523225514
150,150,150,150,2019-09-10,210.31265258789065,248.9276733398437,247.41493225097656,-0.155125463689345,-0.14995974303381787
151,151,151,151,2019-09-11,205.7146453857422,243.10557556152344,247.72344970703125,-0.1538053172553363,-0.16957944179677187
152,152,152,152,2019-09-12,211.49696350097656,246.69834899902344,251.4754638671875,-0.14268999221468737,-0.1589757495678581
153,153,153,153,2019-09-13,208.6605529785156,251.4854278564453,253.88394165039065,-0.17028769914404474,-0.17812622719616367
154,154,154,154,2019-09-16,210.28277587890625,248.4300537109375,252.0228576660156,-0.15355339365026177,-0.1656202226006973
155,155,155,155,2019-09-17,214.4428558349609,227.62969970703125,252.88870239257807,-0.05793112185730753,-0.15202674612934974
156,156,156,156,2019-09-18,215.04000854492188,210.31265258789065,248.9276733398437,0.0224777534725622,-0.13613458214690877
157,157,157,157,2019-09-19,218.2745056152344,205.7146453857422,243.10557556152344,0.061054769367250517,-0.1021410960605672
158,158,158,158,2019-09-20,214.93052673339844,211.49696350097656,246.69834899902344,0.01623457460374378,-0.12877192893476053
159,159,159,159,2019-09-23,216.4034576416016,208.6605529785156,251.4854278564453,0.03710765907863389,-0.139499017950533
160,160,160,160,2019-09-24,207.9340209960937,210.28277587890625,248.4300537109375,-0.011169506741556035,-0.16300778472625232
161,161,161,161,2019-09-25,210.2529296875,214.4428558349609,227.62969970703125,-0.019538660456404067,-0.07633788579388312
162,162,162,162,2019-09-26,211.2879638671875,215.04000854492188,210.31265258789065,-0.01744812373810234,0.004637435110516064
163,163,163,163,2019-09-27,205.4160919189453,218.2745056152344,205.7146453857422,-0.0589093703822442,-0.0014512990372516077
164,164,164,164,2019-09-30,208.4913787841797,214.93052673339844,211.49696350097656,-0.029959206107589953,-0.014211006470468801
165,165,165,165,2019-10-01,206.94874572753903,216.4034576416016,208.6605529785156,-0.04369020725038997,-0.008203789487478352
166,166,166,166,2019-10-02,203.5948181152344,207.9340209960937,210.28277587890625,-0.020868171836780913,-0.03180459139232206
167,167,167,167,2019-10-03,208.1330718994141,210.2529296875,214.4428558349609,-0.010082417359114415,-0.029424080886159
168,168,168,168,2019-10-04,213.2684783935547,211.2879638671875,215.04000854492188,0.009373532169641763,-0.008238142117619529
169,169,169,169,2019-10-07,213.2784423828125,205.4160919189453,218.2745056152344,0.03827524119663206,-0.022888899545734254
170,170,170,170,2019-10-08,206.61038208007807,208.4913787841797,214.93052673339844,-0.00902193997214984,-0.03871085592062384
171,171,171,171,2019-10-09,214.2836151123047,206.94874572753903,216.4034576416016,0.035442927469695684,-0.009795788627405821
172,172,172,172,2019-10-10,213.1589813232422,203.5948181152344,207.9340209960937,0.04697645694790964,0.025127972335256432
173,173,173,173,2019-10-11,218.98110961914065,208.1330718994141,210.2529296875,0.0521206823150584,0.041512762483801646
174,174,174,174,2019-10-14,219.349349975586,213.2684783935547,211.2879638671875,0.0285127536325831,0.03815355101564499
175,175,175,175,2019-10-15,219.8270721435547,213.2784423828125,205.4160919189453,0.03070460233851513,0.07015506959550066
176,176,176,176,2019-10-16,211.098876953125,206.61038208007807,208.4913787841797,0.021724440116989374,0.012506503550175463
177,177,177,177,2019-10-17,209.1880340576172,214.2836151123047,206.94874572753903,-0.023779611203670115,0.010820497230876303
178,178,178,178,2019-10-18,202.01239013671875,213.1589813232422,203.5948181152344,-0.05229238344698384,-0.0077724373987750894
179,179,179,179,2019-10-21,205.0478515625,218.98110961914065,208.1330718994141,-0.06362767126750724,-0.014823306593029661
180,180,180,180,2019-10-22,189.69142150878903,219.349349975586,213.2684783935547,-0.1352086453417708,-0.11055106250281288
181,181,181,181,2019-10-23,193.6822967529297,219.8270721435547,213.2784423828125,-0.11893337401842641,-0.09188057363392488
182,182,182,182,2019-10-24,202.5299224853516,211.098876953125,206.61038208007807,-0.040592136687094604,-0.019749538012784673
183,183,183,183,2019-10-25,208.67051696777344,209.1880340576172,214.2836151123047,-0.002473932565861814,-0.026194714614971693
184,184,184,184,2019-10-28,208.08331298828125,202.01239013671875,213.1589813232422,0.030052230199612007,-0.023811655992406977
185,185,185,185,2019-10-29,208.1629333496093,205.0478515625,218.98110961914065,0.015191974767703398,-0.049402326476227554
186,186,186,186,2019-10-30,211.984619140625,189.69142150878903,219.349349975586,0.11752348869821216,-0.03357534834628273
187,187,187,187,2019-10-31,210.52163696289065,193.6822967529297,219.8270721435547,0.08694310472496114,-0.04233070608604228
188,188,188,188,2019-11-01,213.2883758544922,202.5299224853516,211.098876953125,0.05312031544335749,0.010371911650924437
189,189,189,189,2019-11-04,211.03916931152344,208.67051696777344,209.1880340576172,0.011351159608790296,0.008849145039512063
190,190,190,190,2019-11-05,211.7855834960937,208.08331298828125,202.01239013671875,0.0177922508760755,0.04837917789478463
191,191,191,191,2019-11-06,212.54196166992188,208.1629333496093,205.0478515625,0.021036542144407644,0.03654810352956872
192,192,192,192,2019-11-07,211.984619140625,211.984619140625,189.69142150878903,0.0,0.11752348869821216
193,193,193,193,2019-11-08,217.37879943847656,210.52163696289065,193.6822967529297,0.03257224565850514,0.12234728254888094
194,194,194,194,2019-11-11,219.11050415039065,213.2883758544922,202.5299224853516,0.02729697890273397,0.08186731847605522
195,195,195,195,2019-11-12,220.9417266845703,211.03916931152344,208.67051696777344,0.046922840936837185,0.05880662920239965
196,196,196,196,2019-11-13,225.53970336914065,211.7855834960937,208.08331298828125,0.06494360780369468,0.08389135164261119
197,197,197,197,2019-11-14,229.6997833251953,212.54196166992188,208.1629333496093,0.0807267492991317,0.10346150310735158
198,198,198,198,2019-11-15,231.6404724121093,211.984619140625,211.984619140625,0.09272301618470302,0.09272301618470302
199,199,199,199,2019-11-18,234.1385040283203,217.37879943847656,210.52163696289065,0.0770990760512833,0.11218261175497446
200,200,200,200,2019-11-19,238.3483428955078,219.11050415039065,213.2883758544922,0.08779971010387033,0.11749335584097564
201,201,201,201,2019-11-20,259.6861267089844,220.9417266845703,211.03916931152344,0.17536026628291856,0.23051150910119067
202,202,202,202,2019-11-21,260.213623046875,225.53970336914065,211.7855834960937,0.15373754225872838,0.22866542071157814
203,203,203,203,2019-11-22,262.0548095703125,229.6997833251953,212.54196166992188,0.1408578875292663,0.2329556362017784
204,204,204,204,2019-11-25,265.966064453125,231.6404724121093,211.984619140625,0.1481847782625283,0.25464793404039443
205,205,205,205,2019-11-26,272.7933654785156,234.1385040283203,217.37879943847656,0.16509399686571746,0.254921667536961
206,206,206,206,2019-11-27,278.3268737792969,238.3483428955078,219.11050415039065,0.16773152436522576,0.2702580136836432
207,207,207,207,2019-11-29,275.490478515625,259.6861267089844,220.9417266845703,0.06085943830319307,0.24689203189278852
208,208,208,208,2019-12-02,267.75750732421875,260.213623046875,225.53970336914065,0.028991119638593243,0.1871856853778877
209,209,209,209,2019-12-03,269.140869140625,262.0548095703125,229.6997833251953,0.027040372134102153,0.17170710936018319
210,210,210,210,2019-12-04,268.62335205078125,265.966064453125,231.6404724121093,0.00999107763285556,0.15965638151901218
211,211,211,211,2019-12-05,267.2499084472656,272.7933654785156,234.1385040283203,-0.02032108450117931,0.14141802330359265
212,212,212,212,2019-12-06,267.5086975097656,278.3268737792969,238.3483428955078,-0.038868601233633226,0.12234343339673126
213,213,213,213,2019-12-09,267.5185852050781,275.490478515625,259.6861267089844,-0.028937091958678107,0.030161251181781923
214,214,214,214,2019-12-10,264.234375,267.75750732421875,260.213623046875,-0.013157921730846955,0.015451735024652136
215,215,215,215,2019-12-11,260.8207397460937,269.140869140625,262.0548095703125,-0.030913660274256127,-0.004709205017997209
216,216,216,216,2019-12-12,253.2668914794922,268.62335205078125,265.966064453125,-0.0571672583714391,-0.04774734325503005
217,217,217,217,2019-12-13,255.7649078369141,267.2499084472656,272.7933654785156,-0.042974759756064684,-0.062422550532823196
218,218,218,218,2019-12-16,258.2430725097656,267.5086975097656,278.3268737792969,-0.034636724286924325,-0.0721590444962098
219,219,219,219,2019-12-17,255.2872314453125,267.5185852050781,275.490478515625,-0.04572151034063354,-0.07333555475009501
220,220,220,220,2019-12-18,258.10369873046875,264.234375,267.75750732421875,-0.02320166053160666,-0.03605429662915305
221,221,221,221,2019-12-19,260.5121765136719,260.8207397460937,269.140869140625,-0.0011830471484829408,-0.032060135105102416
222,222,222,222,2019-12-20,262.2837219238281,253.2668914794922,268.62335205078125,0.03560208913080953,-0.023600443068533594
223,223,223,223,2019-12-23,263.75665283203125,255.7649078369141,267.2499084472656,0.031246448399453675,-0.01307111996980781
224,224,224,224,2019-12-24,263.37847900390625,258.2430725097656,267.5086975097656,0.019885940963417115,-0.015439567177843228
225,225,225,225,2019-12-26,267.43902587890625,255.2872314453125,267.5185852050781,0.04760047874230211,-0.00029739737936673727
226,226,226,226,2019-12-27,267.60821533203125,258.10369873046875,264.234375,0.036824410685752484,0.012768362678138523
227,227,227,227,2019-12-30,261.1690368652344,260.5121765136719,260.8207397460937,0.0025214189998832293,0.0013353888938423264
228,228,228,228,2019-12-31,263.4978942871094,262.2837219238281,253.2668914794922,0.0046292326278405405,0.0403961321112738
229,229,229,229,2020-01-02,270.5043029785156,263.75665283203125,255.7649078369141,0.025582862362078407,0.05762868435023916
230,230,230,230,2020-01-03,271.40997314453125,263.37847900390625,258.2430725097656,0.030494116949114414,0.050986462121913156
231,231,231,231,2020-01-06,276.76434326171875,267.43902587890625,255.2872314453125,0.03486894761213688,0.08412920495401699
232,232,232,232,2020-01-07,278.1576538085937,267.60821533203125,258.10369873046875,0.039421205598914044,0.07769727894936818
233,233,233,233,2020-01-08,281.7703552246094,261.1690368652344,260.5121765136719,0.0788811667977527,0.0816014782703327
234,234,234,234,2020-01-09,283.9300231933594,263.4978942871094,262.2837219238281,0.07754190583393039,0.0825300979822825
235,235,235,235,2020-01-10,284.2185974121094,270.5043029785156,263.75665283203125,0.05069898808479567,0.07757887568094435
236,236,236,236,2020-01-13,294.02166748046875,271.40997314453125,263.37847900390625,0.0833119508246527,0.11634659214547294
237,237,237,237,2020-01-14,285.1441955566406,276.76434326171875,267.43902587890625,0.03027793319097305,0.06620264046934987
238,238,238,238,2020-01-15,287.7119140625,278.1576538085937,267.60821533203125,0.03434836368184491,0.07512362318744725
239,239,239,239,2020-01-16,292.90704345703125,281.7703552246094,261.1690368652344,0.03952398833278403,0.12152285344672764
240,240,240,240,2020-01-17,294.82781982421875,283.9300231933594,263.4978942871094,0.03838198056088582,0.11890009831718817
241,241,241,241,2020-01-21,298.3509521484375,284.2185974121094,270.5043029785156,0.04972353978595079,0.10294346102188823
242,242,242,242,2020-01-22,301.83428955078125,294.02166748046875,271.40997314453125,0.026571586159824356,0.11209726766395733
243,243,243,243,2020-01-23,313.34912109375,285.1441955566406,276.76434326171875,0.09891460522999429,0.1321874682297326
244,244,244,244,2020-01-24,313.3092956542969,287.7119140625,278.1576538085937,0.08896879253403567,0.12637308865817443
