,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HII,HII_6m,HII_12m,HII_6m_ret,HII_12m_ret
245,245,245,245,2020-01-27,250.10389709472656,252.34852600097656,245.40493774414065,-0.008894955488035317,0.019147778336412458
246,246,246,246,2020-01-28,250.2772674560547,253.47987365722656,251.8375244140625,-0.012634558140512064,-0.006195490372763124
247,247,247,247,2020-01-29,241.1895904541016,254.1733856201172,247.21160888671875,-0.0510824338840139,-0.024359772017731873
248,248,248,248,2020-01-30,242.5308380126953,251.5911560058593,250.75181579589844,-0.036012068695105426,-0.03278531705586796
249,249,249,249,2020-01-31,238.14212036132807,252.83213806152344,247.62213134765625,-0.05810186083472013,-0.038284182979664516
250,250,250,250,2020-02-03,238.4614715576172,252.2572326660156,250.0948486328125,-0.05468925890685472,-0.04651586043771483
251,251,251,251,2020-02-04,241.8465270996093,250.10389709472656,252.34852600097656,-0.03301575901470177,-0.041617040795897564
252,252,252,252,2020-02-05,245.9524383544922,250.2772674560547,253.47987365722656,-0.01728015151165052,-0.02969638257321172
253,253,253,253,2020-02-06,244.6932678222656,241.1895904541016,254.1733856201172,0.01452665250422891,-0.037297838145888385
254,254,254,254,2020-02-07,245.5692138671875,242.5308380126953,251.5911560058593,0.01252779184448749,-0.02393542855111941
255,255,255,255,2020-02-10,245.36851501464844,238.14212036132807,252.83213806152344,0.03034488246915723,-0.029520072503831818
256,256,256,256,2020-02-11,244.59292602539065,238.4614715576172,252.2572326660156,0.025712558207928282,-0.030382901451917355
257,257,257,257,2020-02-12,246.4268951416016,241.8465270996093,250.10389709472656,0.018939151605455118,-0.014701897874595304
258,258,258,258,2020-02-13,228.4339599609375,245.9524383544922,250.2772674560547,-0.07122709785176118,-0.08727643432079812
259,259,259,259,2020-02-14,224.6473693847656,244.6932678222656,241.1895904541016,-0.08192255804953508,-0.06858596607834944
260,260,260,260,2020-02-18,216.7001800537109,245.5692138671875,242.5308380126953,-0.11755966213700542,-0.10650463326907855
261,261,261,261,2020-02-19,215.05783081054688,245.36851501464844,238.14212036132807,-0.12353126969974948,-0.09693492909089696
262,262,262,262,2020-02-20,216.627197265625,244.59292602539065,238.4614715576172,-0.11433580363179674,-0.09156311143000129
263,263,263,263,2020-02-21,215.34979248046875,246.4268951416016,241.8465270996093,-0.12611083966007586,-0.10956012036603413
264,264,264,264,2020-02-24,214.2731475830078,228.4339599609375,245.9524383544922,-0.0619908370031812,-0.12880250744180421
265,265,265,265,2020-02-25,203.31497192382807,224.6473693847656,244.6932678222656,-0.09495948035964041,-0.1691027148670592
266,266,266,266,2020-02-26,200.5138092041016,216.7001800537109,245.5692138671875,-0.0746947734219574,-0.18347334323207742
267,267,267,267,2020-02-27,197.3236694335937,215.05783081054688,245.36851501464844,-0.08246229077134104,-0.19580688898975684
268,268,268,268,2020-02-28,188.4131317138672,216.627197265625,244.59292602539065,-0.13024248989918907,-0.22968691378135586
269,269,269,269,2020-03-02,192.18084716796875,215.34979248046875,246.4268951416016,-0.10758749774324172,-0.2201303877259908
270,270,270,270,2020-03-03,190.3107452392578,214.2731475830078,228.4339599609375,-0.11183110256252315,-0.16688943591486483
271,271,271,271,2020-03-04,201.2563323974609,203.31497192382807,224.6473693847656,-0.010125371028447572,-0.10412335141677798
272,272,272,272,2020-03-05,192.2266998291016,200.5138092041016,216.7001800537109,-0.04132936982192892,-0.11293705532936504
273,273,273,273,2020-03-06,187.27638244628903,197.3236694335937,215.05783081054688,-0.05091779924904505,-0.12918129165327463
274,274,274,274,2020-03-09,178.6226043701172,188.4131317138672,216.627197265625,-0.051963083754790196,-0.17543777224291535
275,275,275,275,2020-03-10,191.9608612060547,192.18084716796875,215.34979248046875,-0.0011446820281825199,-0.10860902629630043
276,276,276,276,2020-03-11,181.4369201660156,190.3107452392578,214.2731475830078,-0.04662808220358805,-0.15324471492290792
277,277,277,277,2020-03-12,161.94749450683594,201.2563323974609,203.31497192382807,-0.1953172723678278,-0.20346498354528686
278,278,278,278,2020-03-13,163.74423217773438,192.2266998291016,200.5138092041016,-0.14817123571641944,-0.18337678174045224
279,279,279,279,2020-03-16,143.62228393554688,187.27638244628903,197.3236694335937,-0.2330998598996442,-0.27214872727733863
280,280,280,280,2020-03-17,147.68333435058594,178.6226043701172,188.4131317138672,-0.17321027273470468,-0.21617281658019138
281,281,281,281,2020-03-18,158.005615234375,191.9608612060547,192.18084716796875,-0.17688629733345196,-0.17782850079604506
282,282,282,282,2020-03-19,155.35629272460938,181.4369201660156,190.3107452392578,-0.14374487517503232,-0.1836704095226145
283,283,283,283,2020-03-20,146.0515899658203,161.94749450683594,201.2563323974609,-0.0981546802525225,-0.27430064820329136
284,284,284,284,2020-03-23,141.1471405029297,163.74423217773438,192.2266998291016,-0.13800236731561277,-0.26572562173508674
285,285,285,285,2020-03-24,151.60691833496094,143.62228393554688,187.27638244628903,0.05559467640131199,-0.19046429477864413
286,286,286,286,2020-03-25,162.6625213623047,147.68333435058594,178.6226043701172,0.10142774117057529,-0.08935085827514988
287,287,287,287,2020-03-26,179.02593994140625,158.005615234375,191.9608612060547,0.1330353017888073,-0.06738311749270509
288,288,288,288,2020-03-27,170.13377380371094,155.35629272460938,181.4369201660156,0.09511993894767246,-0.06229793997804989
289,289,289,289,2020-03-30,173.7548065185547,146.0515899658203,161.94749450683594,0.18968103366226696,0.07290827220065665
290,290,290,290,2020-03-31,167.03526306152344,141.1471405029297,163.74423217773438,0.18341230623837124,0.020098606467046976
291,291,291,291,2020-04-01,158.7206268310547,151.60691833496094,143.62228393554688,0.04692205721362064,0.10512535020180769
292,292,292,292,2020-04-02,165.5960235595703,162.6625213623047,147.68333435058594,0.018034284558590574,0.12129120247557101
293,293,293,293,2020-04-03,165.96273803710938,179.02593994140625,158.005615234375,-0.07296820733672649,0.05035974696805123
294,294,294,294,2020-04-06,177.5775146484375,170.13377380371094,155.35629272460938,0.043752281973799434,0.143033935311641
295,295,295,295,2020-04-07,175.77159118652344,173.7548065185547,146.0515899658203,0.011607072681200314,0.20348974788743024
296,296,296,296,2020-04-08,179.16348266601562,167.03526306152344,141.1471405029297,0.07260873771321608,0.2693383799886251
297,297,297,297,2020-04-09,176.36744689941406,158.7206268310547,151.60691833496094,0.11118164299554456,0.16332057162290647
298,298,298,298,2020-04-13,178.38426208496094,165.5960235595703,162.6625213623047,0.07722551695687474,0.09665250846344997
299,299,299,299,2020-04-14,180.6118927001953,165.96273803710938,179.02593994140625,0.08826773308482272,0.008858787499220089
300,300,300,300,2020-04-15,175.07485961914062,177.5775146484375,170.13377380371094,-0.014093310373509582,0.029042357110883765
301,301,301,301,2020-04-16,176.44998168945312,175.77159118652344,173.7548065185547,0.003859500265943394,0.0155113704472436
302,302,302,302,2020-04-17,179.6401824951172,179.16348266601562,167.03526306152344,0.0026606974926368654,0.0754626250922299
303,303,303,303,2020-04-20,176.248291015625,176.36744689941406,158.7206268310547,-0.0006756115478443458,0.11043091584578413
304,304,304,304,2020-04-21,169.08871459960938,178.38426208496094,165.5960235595703,-0.052109683761924486,0.02109163592797647
305,305,305,305,2020-04-22,170.720458984375,180.6118927001953,165.96273803710938,-0.05476623697332872,0.028667404524272078
306,306,306,306,2020-04-23,171.21551513671875,175.07485961914062,177.5775146484375,-0.022043967310997892,-0.035826605211330076
307,307,307,307,2020-04-24,169.13455200195312,176.44998168945312,175.77159118652344,-0.04145894274092332,-0.03775945327551422
308,308,308,308,2020-04-27,172.58140563964844,179.6401824951172,179.16348266601562,-0.03929397508634025,-0.0367378269746913
309,309,309,309,2020-04-28,175.3407440185547,176.248291015625,176.36744689941406,-0.0051492527492924545,-0.005821385402516643
310,310,310,310,2020-04-29,179.2642822265625,169.08871459960938,178.38426208496094,0.06017886912824544,0.004933283526897814
311,311,311,311,2020-04-30,175.46908569335938,170.720458984375,180.6118927001953,0.027815217562289885,-0.02847435420751987
312,312,312,312,2020-05-01,170.20712280273438,171.21551513671875,175.07485961914062,-0.005889608387295686,-0.027803745363529475
313,313,313,313,2020-05-04,164.990966796875,169.13455200195312,176.44998168945312,-0.0244987505866352,-0.064942001029763
314,314,314,314,2020-05-05,167.45693969726562,172.58140563964844,179.6401824951172,-0.029693036300114217,-0.06782025395783997
315,315,315,315,2020-05-06,163.77174377441406,175.3407440185547,176.248291015625,-0.0659801023937504,-0.07078960691939329
316,316,316,316,2020-05-07,158.87648010253906,179.2642822265625,169.08871459960938,-0.11373042008589529,-0.060395719023899286
317,317,317,317,2020-05-08,165.54100036621094,175.46908569335938,170.720458984375,-0.05658025337009076,-0.030338827865019402
318,318,318,318,2020-05-11,163.2767333984375,170.20712280273438,171.21551513671875,-0.04071738767553823,-0.04636718659487127
319,319,319,319,2020-05-12,159.06900024414062,164.990966796875,169.13455200195312,-0.03589267138500418,-0.05951209636749011
320,320,320,320,2020-05-13,156.08045959472656,167.45693969726562,172.58140563964844,-0.06793674913148329,-0.09561253707352457
321,321,321,321,2020-05-14,157.87725830078125,163.77174377441406,175.3407440185547,-0.03599207859539022,-0.09959741995805282
322,322,322,322,2020-05-15,156.337158203125,158.87648010253906,179.2642822265625,-0.015982994448109467,-0.12789566186119072
323,323,323,323,2020-05-18,165.38516235351562,165.54100036621094,175.46908569335938,-0.0009413861964744363,-0.057468375697049545
324,324,324,324,2020-05-19,159.0506591796875,163.2767333984375,170.20712280273438,-0.025882892992703854,-0.06554639688009367
325,325,325,325,2020-05-20,160.52658081054688,159.06900024414062,164.990966796875,0.009163196877890467,-0.027058366121488042
326,326,326,326,2020-05-21,166.38438415527344,156.08045959472656,167.45693969726562,0.06601674922858192,-0.0064049632337196405
327,327,327,327,2020-05-22,167.5486602783203,157.87725830078125,163.77174377441406,0.061258993737486334,0.02306207662482196
328,328,328,328,2020-05-26,177.31167602539062,156.337158203125,158.87648010253906,0.1341620767790468,0.11603477060263079
329,329,329,329,2020-05-27,188.7706756591797,165.38516235351562,165.54100036621094,0.1414003104805548,0.14032581198361682
330,330,330,330,2020-05-28,184.89187622070312,159.0506591796875,163.2767333984375,0.16247161234221297,0.13238348399290345
331,331,331,331,2020-05-29,184.16403198242188,160.52658081054688,159.06900024414062,0.14724945272317158,0.1577619253265259
332,332,332,332,2020-06-01,180.1470642089844,166.38438415527344,156.08045959472656,0.08271617630214223,0.15419357859880978
333,333,333,333,2020-06-02,178.96774291992188,167.5486602783203,157.87725830078125,0.06815382840204731,0.13358785708680032
334,334,334,334,2020-06-03,183.9613494873047,177.31167602539062,156.337158203125,0.03750273874215626,0.17669626083575252
335,335,335,335,2020-06-04,182.9017944335937,188.7706756591797,165.38516235351562,-0.03109000487015312,0.10591416926892006
336,336,336,336,2020-06-05,186.63319396972656,184.89187622070312,159.0506591796875,0.009418032769297202,0.17341980808062973
337,337,337,337,2020-06-08,189.81173706054688,184.16403198242188,160.52658081054688,0.030666710634702277,0.1824318197156536
338,338,338,338,2020-06-09,182.2015991210937,180.1470642089844,166.38438415527344,0.011404764885459828,0.0950642997305522
339,339,339,339,2020-06-10,181.5106201171875,178.96774291992188,167.5486602783203,0.014208578349247158,0.08333077576194614
340,340,340,340,2020-06-11,166.57591247558594,183.9613494873047,177.31167602539062,-0.09450592235907973,-0.060547414532742594
341,341,341,341,2020-06-12,167.94866943359375,182.9017944335937,188.7706756591797,-0.0817549387435288,-0.11030318216998647
342,342,342,342,2020-06-15,167.7552032470703,186.63319396972656,184.89187622070312,-0.1011502312162027,-0.09268483463912158
343,343,343,343,2020-06-16,170.97982788085938,189.81173706054688,184.16403198242188,-0.09921361803712081,-0.07158946271778466
344,344,344,344,2020-06-17,169.4780731201172,182.2015991210937,180.1470642089844,-0.06983213134435928,-0.059223785498332404
345,345,345,345,2020-06-18,167.2115936279297,181.5106201171875,178.96774291992188,-0.07877790555740505,-0.0656886492514599
346,346,346,346,2020-06-19,164.60423278808594,166.57591247558594,183.9613494873047,-0.011836523409643473,-0.10522382420637
347,347,347,347,2020-06-22,163.9224853515625,167.94866943359375,182.9017944335937,-0.023972706039348424,-0.10376775766911361
348,348,348,348,2020-06-23,163.23146057128906,167.7552032470703,186.63319396972656,-0.02696633301512963,-0.1253889134117988
349,349,349,349,2020-06-24,154.06431579589844,170.97982788085938,189.81173706054688,-0.09893279397115695,-0.1883309315758782
350,350,350,350,2020-06-25,158.569580078125,169.4780731201172,182.2015991210937,-0.06436521752439806,-0.12970258854458527
351,351,351,351,2020-06-26,157.5100555419922,167.2115936279297,181.5106201171875,-0.05801953007830807,-0.1322267785747191
352,352,352,352,2020-06-29,163.45260620117188,164.60423278808594,166.57591247558594,-0.006996336408898296,-0.018750047518856117
353,353,353,353,2020-06-30,160.7623291015625,163.9224853515625,167.94866943359375,-0.019278357348123776,-0.04278890899384413
354,354,354,354,2020-07-01,160.06211853027344,163.23146057128906,167.7552032470703,-0.019416245066504523,-0.0458589931512674
355,355,355,355,2020-07-02,159.4908905029297,154.06431579589844,170.97982788085938,0.03522278782726218,-0.06719469495509911
356,356,356,356,2020-07-06,159.6475372314453,158.569580078125,169.4780731201172,0.006798007239403825,-0.05800476549969091
357,357,357,357,2020-07-07,155.07777404785156,157.5100555419922,167.2115936279297,-0.0154420712110801,-0.07256565957428562
358,358,358,358,2020-07-08,154.31301879882812,163.45260620117188,164.60423278808594,-0.055915825478457415,-0.06252095596172724
359,359,359,359,2020-07-09,149.0430145263672,160.7623291015625,163.9224853515625,-0.07289838758053557,-0.09077138376277971
360,360,360,360,2020-07-10,153.8984375,160.06211853027344,163.23146057128906,-0.03850805604017837,-0.05717661925357209
361,361,361,361,2020-07-13,156.2754669189453,159.4908905029297,154.06431579589844,-0.02016054693685032,0.014352130223173498
362,362,362,362,2020-07-14,158.3024139404297,159.6475372314453,158.569580078125,-0.008425581216862543,-0.0016848511395671784
363,363,363,363,2020-07-15,163.04722595214844,155.07777404785156,157.5100555419922,0.05139003286078747,0.035154393102731385
364,364,364,364,2020-07-16,165.2584228515625,154.31301879882812,163.45260620117188,0.07092988095193364,0.01104795262896019
365,365,365,365,2020-07-17,166.71414184570312,149.0430145263672,160.7623291015625,0.11856394192972886,0.03702243415732376
366,366,366,366,2020-07-20,162.36544799804688,153.8984375,160.06211853027344,0.05501687109751763,0.014390222301960742
367,367,367,367,2020-07-21,164.00540161132812,156.2754669189453,159.4908905029297,0.049463520057131394,0.0283057615025073
368,368,368,368,2020-07-22,165.4795379638672,158.3024139404297,159.6475372314453,0.045338057991574976,0.03653047728488956
369,369,369,369,2020-07-23,166.67726135253906,163.04722595214844,155.07777404785156,0.02226370537242972,0.07479787078390943
370,370,370,370,2020-07-24,163.13011169433594,165.2584228515625,154.31301879882812,-0.012878684913616989,0.057137712450576306
371,371,371,371,2020-07-27,159.5738067626953,166.71414184570312,149.0430145263672,-0.042829810380551336,0.07065606039835659
372,372,372,372,2020-07-28,161.2230224609375,162.36544799804688,153.8984375,-0.007036137005720033,0.04759362784912935
373,373,373,373,2020-07-29,162.04299926757812,164.00540161132812,156.2754669189453,-0.011965473847017849,0.03690619175448839
374,374,374,374,2020-07-30,161.03871154785156,165.4795379638672,158.3024139404297,-0.026836105966075885,0.0172852550969409
375,375,375,375,2020-07-31,160.04368591308594,166.67726135253906,163.04722595214844,-0.0397989226942147,-0.01842128881078897
376,376,376,376,2020-08-03,161.54544067382812,163.13011169433594,165.2584228515625,-0.009714153959981875,-0.02246773334554586
377,377,377,377,2020-08-04,159.8870391845703,159.5738067626953,166.71414184570312,0.0019629313120341774,-0.04095095104440161
378,378,378,378,2020-08-05,164.6134796142578,161.2230224609375,162.36544799804688,0.021029609180920783,0.01384550496382686
379,379,379,379,2020-08-06,149.9920196533203,162.04299926757812,164.00540161132812,-0.0743690234612252,-0.08544463670298941
380,380,380,380,2020-08-07,154.6907501220703,161.03871154785156,165.4795379638672,-0.03941885379463561,-0.06519711122321736
381,381,381,381,2020-08-10,155.8240509033203,160.04368591308594,166.67726135253906,-0.02636552004967674,-0.06511512344964154
382,382,382,382,2020-08-11,155.28045654296875,161.54544067382812,163.13011169433594,-0.038781559570652546,-0.048118983490156864
383,383,383,383,2020-08-12,151.2542266845703,159.8870391845703,159.5738067626953,-0.053993197597676845,-0.05213625122384391
384,384,384,384,2020-08-13,151.2174072265625,164.6134796142578,161.2230224609375,-0.0813789515845641,-0.062060709951019866
385,385,385,385,2020-08-14,153.76025390625,149.9920196533203,162.04299926757812,0.025122898282450512,-0.05111449059055617
386,386,386,386,2020-08-17,150.2592010498047,154.6907501220703,161.03871154785156,-0.028647796127231784,-0.06693738663478943
387,387,387,387,2020-08-18,149.52212524414062,155.8240509033203,160.04368591308594,-0.04044257367618853,-0.0657418042387452
388,388,388,388,2020-08-19,149.96438598632812,155.28045654296875,161.54544067382812,-0.034235284175440195,-0.07168914603342469
389,389,389,389,2020-08-20,146.98846435546875,151.2542266845703,159.8870391845703,-0.028202599177591936,-0.08067304826510491
390,390,390,390,2020-08-21,146.15011596679688,151.2174072265625,164.6134796142578,-0.03350997317506921,-0.11216191827501931
391,391,391,391,2020-08-24,149.42080688476562,153.76025390625,149.9920196533203,-0.028222163473599626,-0.003808287733407023
392,392,392,392,2020-08-25,146.43569946289062,150.2592010498047,154.6907501220703,-0.02544603964483172,-0.05336486281607289
393,393,393,393,2020-08-26,141.78302001953125,149.52212524414062,155.8240509033203,-0.05175893007120458,-0.09010823940458779
394,394,394,394,2020-08-27,142.3209686279297,149.96438598632812,155.28045654296875,-0.05096821694115605,-0.0834585897257003
395,395,395,395,2020-08-28,141.4119873046875,146.98846435546875,151.2542266845703,-0.03793819518581676,-0.06507083865106189
396,396,396,396,2020-08-31,140.5401153564453,146.15011596679688,151.2174072265625,-0.03838519438209731,-0.07060888072310267
397,397,397,397,2020-09-01,139.43634033203125,149.42080688476562,153.76025390625,-0.06682112592548417,-0.09315745265972475
398,398,398,398,2020-09-02,140.38241577148438,146.43569946289062,150.2592010498047,-0.04133748610215271,-0.06573165043681128
399,399,399,399,2020-09-03,139.2415313720703,141.78302001953125,149.52212524414062,-0.017925197580858643,-0.06875633860396313
400,400,400,400,2020-09-04,136.8206787109375,142.3209686279297,149.96438598632812,-0.03864708039875431,-0.08764552456200436
401,401,401,401,2020-09-08,131.48733520507812,141.4119873046875,146.98846435546875,-0.07018253748337211,-0.10545813386350888
402,402,402,402,2020-09-09,131.10707092285156,140.5401153564453,146.15011596679688,-0.06711994230024043,-0.10292872465022795
403,403,403,403,2020-09-10,127.8421401977539,139.43634033203125,149.42080688476562,-0.08315049080224557,-0.14441540731106706
404,404,404,404,2020-09-11,136.71865844726562,140.38241577148438,146.43569946289062,-0.026098406300277932,-0.06635704989470459
405,405,405,405,2020-09-14,136.2085418701172,139.2415313720703,141.78302001953125,-0.021782218796837283,-0.03931696580201316
406,406,406,406,2020-09-15,134.74302673339844,136.8206787109375,142.3209686279297,-0.01518521905543635,-0.05324543507248247
407,407,407,407,2020-09-16,137.21954345703125,131.48733520507812,141.4119873046875,0.04359513593467179,-0.029647018810528225
408,408,408,408,2020-09-17,139.677490234375,131.10707092285156,140.5401153564453,0.06536961928290363,-0.0061379280917941426
409,409,409,409,2020-09-18,138.36968994140625,127.8421401977539,139.43634033203125,0.08234804053943168,-0.007649730250270825
410,410,410,410,2020-09-21,133.47227478027344,136.71865844726562,140.38241577148438,-0.02374499357923676,-0.04922369338948629
411,411,411,411,2020-09-22,133.2032928466797,136.2085418701172,139.2415313720703,-0.022063587071530222,-0.04336521198733245
412,412,412,412,2020-09-23,129.326171875,134.74302673339844,136.8206787109375,-0.040201374347306196,-0.05477612672694909
413,413,413,413,2020-09-24,129.3818359375,137.21954345703125,131.48733520507812,-0.057118011925069156,-0.016012943484589037
414,414,414,414,2020-09-25,130.98648071289062,139.677490234375,131.10707092285156,-0.062221976546837254,-0.0009197841818302521
415,415,415,415,2020-09-28,132.75808715820312,138.36968994140625,127.8421401977539,-0.040555144595463055,0.0384532592527389
416,416,416,416,2020-09-29,130.97723388671875,133.47227478027344,136.71865844726562,-0.01869332711727667,-0.041994447764139076
417,417,417,417,2020-09-30,130.55055236816406,133.2032928466797,136.2085418701172,-0.01991497673836784,-0.04153916798660362
418,418,418,418,2020-10-01,129.83633422851562,129.326171875,134.74302673339844,0.003944772710110955,-0.03641518692162937
419,419,419,419,2020-10-02,133.6856231689453,129.3818359375,137.21954345703125,0.03326423064149697,-0.025753768006031463
420,420,420,420,2020-10-05,135.7169189453125,130.98648071289062,139.677490234375,0.03611394249755073,-0.028355114932382963
421,421,421,421,2020-10-06,136.46823120117188,132.75808715820312,138.36968994140625,0.02794665185667755,-0.013741873245792235
422,422,422,422,2020-10-07,137.21954345703125,130.97723388671875,133.47227478027344,0.04765950070156033,0.028075258947423354
423,423,423,423,2020-10-08,138.79632568359375,130.55055236816406,133.2032928466797,0.06316153525092627,0.04198869800727656
424,424,424,424,2020-10-09,139.1116943359375,129.83633422851562,129.326171875,0.07143886310820347,0.07566544589594493
425,425,425,425,2020-10-12,138.6200714111328,133.6856231689453,129.3818359375,0.036910836971239425,0.07140287820691849
426,426,426,426,2020-10-13,137.70184326171875,135.7169189453125,130.98648071289062,0.014625474346393608,0.05126760038348954
427,427,427,427,2020-10-14,140.54934692382812,136.46823120117188,132.75808715820312,0.029905243782636592,0.058687647075996496
428,428,428,428,2020-10-15,136.8577880859375,137.21954345703125,130.97723388671875,-0.0026363254240605594,0.04489752932410229
429,429,429,429,2020-10-16,137.27516174316406,138.79632568359375,130.55055236816406,-0.010959684508489054,0.0515096202430152
430,430,430,430,2020-10-19,136.3105010986328,139.1116943359375,129.83633422851562,-0.02013628869000872,0.04986406084696182
431,431,431,431,2020-10-20,136.99691772460938,138.6200714111328,133.6856231689453,-0.011709369862531127,0.0247692644666766
432,432,432,432,2020-10-21,138.68504333496094,137.70184326171875,135.7169189453125,0.0071400647221075975,0.021869965901925914
433,433,433,433,2020-10-22,141.19863891601562,140.54934692382812,136.46823120117188,0.004619672779692108,0.0346630690030012
434,434,434,434,2020-10-23,141.7458953857422,136.8577880859375,137.21954345703125,0.03571669079391593,0.032986204549851905
435,435,435,435,2020-10-26,138.8612823486328,137.27516174316406,138.79632568359375,0.011554316056362035,0.0004679998891838899
436,436,436,436,2020-10-27,135.89315795898438,136.3105010986328,139.1116943359375,-0.0030617093788427585,-0.02313634660491415
437,437,437,437,2020-10-28,131.20907592773438,136.99691772460938,138.6200714111328,-0.04224797092522692,-0.05346264367025311
438,438,438,438,2020-10-29,132.6096954345703,138.68504333496094,137.70184326171875,-0.043806799596385115,-0.03697951825866419
439,439,439,439,2020-10-30,136.7928466796875,141.19863891601562,140.54934692382812,-0.03120279536794024,-0.026727269292659783
440,440,440,440,2020-11-02,138.66647338867188,141.7458953857422,136.8577880859375,-0.021724946522719946,0.01321580107372955
441,441,441,441,2020-11-03,145.5302276611328,138.8612823486328,137.27516174316406,0.04802595222876138,0.06013517531608259
442,442,442,442,2020-11-04,139.798095703125,135.89315795898438,136.3105010986328,0.028735352116250112,0.025585663440328865
443,443,443,443,2020-11-05,140.80909729003906,131.20907592773438,136.99691772460938,0.0731658331897107,0.027826754271164766
444,444,444,444,2020-11-06,141.6531219482422,132.6096954345703,138.68504333496094,0.06819581693507404,0.021401576852902338
445,445,445,445,2020-11-09,144.6676483154297,136.7928466796875,141.19863891601562,0.05756734965960408,0.024568292060360486
446,446,446,446,2020-11-10,149.83396911621094,138.66647338867188,141.7458953857422,0.08053493721036231,0.05706037348353665
447,447,447,447,2020-11-11,146.58763122558594,145.5302276611328,138.8612823486328,0.0072658689637681295,0.055640771468283834
448,448,448,448,2020-11-12,147.04209899902344,139.798095703125,135.89315795898438,0.05181761067247859,0.0820419600772253
449,449,449,449,2020-11-13,152.12501525878906,140.80909729003906,131.20907592773438,0.08036354316966765,0.1594092419534643
450,450,450,450,2020-11-16,151.4293670654297,141.6531219482422,132.6096954345703,0.0690153876083266,0.14191776528244127
451,451,451,451,2020-11-17,151.02125549316406,144.6676483154297,136.7928466796875,0.04391864561094638,0.10401427529901208
452,452,452,452,2020-11-18,151.20675659179688,149.83396911621094,138.66647338867188,0.00916205773419243,0.09043486068889561
453,453,453,453,2020-11-19,150.45542907714844,146.58763122558594,145.5302276611328,0.026385567590012426,0.03384315063042398
454,454,454,454,2020-11-20,147.23690795898438,147.04209899902344,139.798095703125,0.0013248515988759646,0.05321111291570402
455,455,455,455,2020-11-23,153.1453094482422,152.12501525878906,140.80909729003906,0.0067069455192325655,0.08760948259467183
456,456,456,456,2020-11-24,158.48789978027344,151.4293670654297,141.6531219482422,0.04661270697772846,0.11884508862559628
457,457,457,457,2020-11-25,154.5660858154297,151.02125549316406,144.6676483154297,0.023472393410383763,0.06842191474916137
458,458,458,458,2020-11-27,153.63230895996094,151.20675659179688,149.83396911621094,0.016041296188318954,0.025350325204320123
459,459,459,459,2020-11-30,149.57980346679688,150.45542907714844,146.58763122558594,-0.005819833925052809,0.020412174043567433
460,460,460,460,2020-12-01,153.52960205078125,147.23690795898438,147.04209899902344,0.04273856452860181,0.04412003838302736
461,461,461,461,2020-12-02,152.36239624023438,153.1453094482422,152.12501525878906,-0.005112224532560106,0.0015604335752505971
462,462,462,462,2020-12-03,152.8852996826172,158.48789978027344,151.4293670654297,-0.03535033340351945,0.009614598841705568
463,463,463,463,2020-12-04,156.58302307128906,154.5660858154297,151.02125549316406,0.01304902848007572,0.03682771382056704
464,464,464,464,2020-12-07,158.77735900878906,153.63230895996094,151.20675659179688,0.0334893752730685,0.050067884449304545
465,465,465,465,2020-12-08,160.22470092773438,149.57980346679688,150.45542907714844,0.07116533926520652,0.06493133488441005
466,466,466,466,2020-12-09,161.95217895507812,153.52960205078125,147.23690795898438,0.0548596283178735,0.0999428146113539
467,467,467,467,2020-12-10,162.90460205078125,152.36239624023438,153.1453094482422,0.06919165142247219,0.06372570363206176
468,468,468,468,2020-12-11,165.9300079345703,152.8852996826172,158.48789978027344,0.08532349597399702,0.04695694854064292
469,469,469,469,2020-12-14,163.39016723632812,156.58302307128906,154.5660858154297,0.04347306643798743,0.05708937620012877
470,470,470,470,2020-12-15,164.40794372558594,158.77735900878906,153.63230895996094,0.03546213863202752,0.07013911877372947
471,471,471,471,2020-12-16,163.05401611328125,160.22470092773438,149.57980346679688,0.01765842076262003,0.09008042753228596
472,472,472,472,2020-12-17,159.17889404296875,161.95217895507812,153.52960205078125,-0.017124097557703277,0.036796109132875454
473,473,473,473,2020-12-18,158.38519287109375,162.90460205078125,152.36239624023438,-0.02774267345914938,0.03952941657180986
474,474,474,474,2020-12-21,154.32330322265625,165.9300079345703,152.8852996826172,-0.06994940129509808,0.009405767219113237
475,475,475,475,2020-12-22,152.79196166992188,163.39016723632812,156.58302307128906,-0.0648644024647883,-0.024211190504612956
476,476,476,476,2020-12-23,155.51853942871094,164.40794372558594,158.77735900878906,-0.054069189696285935,-0.020524460164989433
477,477,477,477,2020-12-24,154.4446563720703,163.05401611328125,160.22470092773438,-0.0528006604586152,-0.03607461597491768
478,478,478,478,2020-12-28,155.8360137939453,159.17889404296875,161.95217895507812,-0.021000775694050677,-0.037765253919981534
479,479,479,479,2020-12-29,155.54652404785156,158.38519287109375,162.90460205078125,-0.01792256442527751,-0.04516801803202586
480,480,480,480,2020-12-30,157.376708984375,154.32330322265625,165.9300079345703,0.019785772452740602,-0.051547631779587766
481,481,481,481,2020-12-31,159.18821716308594,152.79196166992188,163.39016723632812,0.04186251307501343,-0.02571727628605991
482,482,482,482,2021-01-04,153.18411254882812,155.51853942871094,164.40794372558594,-0.01501060187716663,-0.06826818049310046
483,483,483,483,2021-01-05,154.59408569335938,154.4446563720703,163.05401611328125,0.0009675266519360015,-0.051884219852912805
