,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CHD,CHD_6m,CHD_12m,CHD_6m_ret,CHD_12m_ret
34,34,34,34,2019-03-26,64.97623443603516,63.17161178588867,62.02836608886719,0.02856698759346199,0.047524520361290845
35,35,35,35,2019-03-27,65.52424621582031,62.71807861328125,62.78422927856445,0.044742563302071936,0.04364180254724159
36,36,36,36,2019-03-28,67.9808120727539,62.1889877319336,62.73698425292969,0.0931326357294322,0.08358431445609926
37,37,37,37,2019-03-29,67.30054473876953,63.08658599853516,63.24721145629883,0.06679643023212911,0.06408714612297794
38,38,38,38,2019-04-01,67.99971008300781,63.398380279541016,63.23776245117188,0.07257803406298802,0.075302279006358
39,39,39,39,2019-04-02,68.03750610351562,64.25816345214844,63.68181610107422,0.05881498082623504,0.06839770391485311
40,40,40,40,2019-04-03,68.16034698486328,64.97623443603516,63.17161178588867,0.049004264043073675,0.078971155839481
41,41,41,41,2019-04-04,68.64221954345703,65.52424621582031,62.71807861328125,0.04758503161359395,0.09445667120486823
42,42,42,42,2019-04-05,68.3209457397461,67.9808120727539,62.1889877319336,0.005003377521118235,0.0986019909866418
43,43,43,43,2019-04-08,68.36820220947266,67.30054473876953,63.08658599853516,0.015864024204369942,0.08372011462246709
44,44,44,44,2019-04-09,68.98233795166016,67.99971008300781,63.398380279541016,0.014450471442493562,0.08807729231406114
45,45,45,45,2019-04-10,69.1807632446289,68.03750610351562,64.25816345214844,0.016803336962026183,0.0766066057294994
46,46,46,46,2019-04-11,69.63427734375,68.16034698486328,64.97623443603516,0.021624455040025525,0.0716884095876682
47,47,47,47,2019-04-12,69.81378936767578,68.64221954345703,65.52424621582031,0.01706777304129914,0.06546497517463679
48,48,48,48,2019-04-15,69.7004165649414,68.3209457397461,67.9808120727539,0.020191038198594358,0.025295439106363782
49,49,49,49,2019-04-16,69.51146697998047,68.36820220947266,67.30054473876953,0.016722171032155675,0.03285147616252959
50,50,50,50,2019-04-17,69.58702087402344,68.98233795166016,67.99971008300781,0.008765764401708509,0.02334290527236038
51,51,51,51,2019-04-18,69.75711059570312,69.1807632446289,68.03750610351562,0.008331034872168352,0.02527436102039382
52,52,52,52,2019-04-22,69.6815185546875,69.63427734375,68.16034698486328,0.0006784189157920117,0.022317544395160427
53,53,53,53,2019-04-23,69.38863372802734,69.81378936767578,68.64221954345703,-0.006089851926090795,0.010873980904678726
54,54,54,54,2019-04-24,69.23745727539062,69.7004165649414,68.3209457397461,-0.006642130884819464,0.013414795795359424
55,55,55,55,2019-04-25,69.350830078125,69.51146697998047,68.36820220947266,-0.0023109410408750364,0.014372586039949953
56,56,56,56,2019-04-26,70.0311050415039,69.58702087402344,68.98233795166016,0.006381709719753825,0.015203414685345695
57,57,57,57,2019-04-29,69.71930694580078,69.75711059570312,69.1807632446289,-0.000541932565433334,0.007784587447633884
58,58,58,58,2019-04-30,70.8153076171875,69.6815185546875,69.63427734375,0.016271015414369483,0.01696047289479763
59,59,59,59,2019-05-01,69.57759094238281,69.38863372802734,69.81378936767578,0.0027231724304601634,-0.003383263212501264
60,60,60,60,2019-05-02,70.54133605957031,69.23745727539062,69.7004165649414,0.018831985394748507,0.012064769998116232
61,61,61,61,2019-05-03,70.23897552490234,69.350830078125,69.51146697998047,0.012806558274455204,0.010466022032471267
62,62,62,62,2019-05-06,69.77598571777344,70.0311050415039,69.58702087402344,-0.0036429429976760908,0.0027155185173408647
63,63,63,63,2019-05-07,68.8594970703125,69.71930694580078,69.75711059570312,-0.012332450122556349,-0.012867699331656657
64,64,64,64,2019-05-08,69.14295959472656,70.8153076171875,69.6815185546875,-0.023615628862354132,-0.0077288637092238766
65,65,65,65,2019-05-09,68.64221954345703,69.57759094238281,69.38863372802734,-0.013443572654022518,-0.010757009389980587
66,66,66,66,2019-05-10,69.45476531982422,70.54133605957031,69.23745727539062,-0.01540331953492502,0.0031385907713112893
67,67,67,67,2019-05-13,69.83267974853516,70.23897552490234,69.350830078125,-0.005784477540153432,0.006948001485596489
68,68,68,68,2019-05-14,68.68402099609375,69.77598571777344,70.0311050415039,-0.015649577866178932,-0.019235510343750928
69,69,69,69,2019-05-15,69.76446533203125,68.8594970703125,69.71930694580078,0.013142243266672127,0.000647717084531152
70,70,70,70,2019-05-16,70.2288589477539,69.14295959472656,70.8153076171875,0.01570513266126028,-0.008281382785256142
71,71,71,71,2019-05-17,70.0203628540039,68.64221954345703,69.57759094238281,0.020077196217036297,0.006363714316981017
72,72,72,72,2019-05-20,70.10563659667969,69.45476531982422,70.54133605957031,0.00937115364019081,-0.006176512768665043
73,73,73,73,2019-05-21,70.13407897949219,69.83267974853516,70.23897552490234,0.004316019835446161,-0.0014934236245084387
74,74,74,74,2019-05-22,70.26676177978516,68.68402099609375,69.77598571777344,0.023043799136067245,0.007033595540975712
75,75,75,75,2019-05-23,71.25244140625,69.76446533203125,68.8594970703125,0.021328567016704048,0.03475111549963916
76,76,76,76,2019-05-24,70.80699157714844,70.2288589477539,69.14295959472656,0.008232123347249987,0.02406654259776264
77,77,77,77,2019-05-28,69.27163696289062,70.0203628540039,68.64221954345703,-0.010692973595044286,0.00916953769298079
78,78,78,78,2019-05-29,69.53700256347656,70.10563659667969,69.45476531982422,-0.008111102912801371,0.0011840403358021057
79,79,79,79,2019-05-30,70.9586410522461,70.13407897949219,69.83267974853516,0.011756938777153003,0.01612370179356537
80,80,80,80,2019-05-31,70.52266693115234,70.26676177978516,68.68402099609375,0.0036419089891917,0.026769631544477646
81,81,81,81,2019-06-03,72.00115966796875,71.25244140625,69.76446533203125,0.01050796642110674,0.032060653303832565
82,82,82,82,2019-06-04,71.18608856201172,70.80699157714844,70.2288589477539,0.0053539484790881,0.013630146190612757
83,83,83,83,2019-06-05,72.99629974365234,69.27163696289062,70.0203628540039,0.053768944174901634,0.04250102067956174
84,84,84,84,2019-06-06,73.7545166015625,69.53700256347656,70.10563659667969,0.06065136377191416,0.05204831140575683
85,85,85,85,2019-06-07,73.90616607666016,70.9586410522461,70.13407897949219,0.0415386340649313,0.05378394001967224
86,86,86,86,2019-06-10,73.25221252441406,70.52266693115234,70.26676177978516,0.03870451461976665,0.042487381928674406
87,87,87,87,2019-06-11,72.68354034423828,72.00115966796875,71.25244140625,0.009477356745590138,0.02008491091314024
88,88,88,88,2019-06-12,72.77832794189453,71.18608856201172,70.80699157714844,0.022367282878532846,0.02784098463776985
89,89,89,89,2019-06-13,72.92050170898438,72.99629974365234,69.27163696289062,-0.001038381875987593,0.05267472960179176
90,90,90,90,2019-06-14,73.1290054321289,73.7545166015625,69.53700256347656,-0.008480987989016864,0.05165599229523021
91,91,91,91,2019-06-17,73.29013061523438,73.90616607666016,70.9586410522461,-0.008335373002393176,0.032857021053597
92,92,92,92,2019-06-18,72.34235382080078,73.25221252441406,70.52266693115234,-0.012420904055424065,0.025802865501738603
93,93,93,93,2019-06-19,72.20966339111328,72.68354034423828,72.00115966796875,-0.006519728550379633,0.002895838401854034
94,94,94,94,2019-06-20,72.37079620361328,72.77832794189453,71.18608856201172,-0.00559963040929734,0.016642403951855567
95,95,95,95,2019-06-21,71.97274017333984,72.92050170898438,72.99629974365234,-0.012997188903429602,-0.014022074734021173
96,96,96,96,2019-06-24,72.1433334350586,73.1290054321289,73.7545166015625,-0.013478536884863224,-0.021845213564450017
97,97,97,97,2019-06-25,71.33773803710938,73.29013061523438,73.90616607666016,-0.026639229071303783,-0.03475255416289147
98,98,98,98,2019-06-26,68.92094421386719,72.34235382080078,73.25221252441406,-0.04729469565517275,-0.05912815683353345
99,99,99,99,2019-06-27,69.31900024414062,72.20966339111328,72.68354034423828,-0.04003152779311259,-0.046290261648824105
100,100,100,100,2019-06-28,69.24317169189453,72.37079620361328,72.77832794189453,-0.04321666577937411,-0.04857429883278486
101,101,101,101,2019-07-01,69.70758819580078,71.97274017333984,72.92050170898438,-0.031472359841846376,-0.044060496539174765
102,102,102,102,2019-07-02,70.00139617919922,72.1433334350586,73.1290054321289,-0.02969002337253357,-0.04276838218225765
103,103,103,103,2019-07-03,71.11975860595703,71.33773803710938,73.29013061523438,-0.003055597740412641,-0.02961342804355982
104,104,104,104,2019-07-05,70.44683074951172,68.92094421386719,72.34235382080078,0.022139663828597334,-0.02620212048925674
105,105,105,105,2019-07-08,70.20042419433594,69.31900024414062,72.20966339111328,0.012715474070470467,-0.02782507357629671
106,106,106,106,2019-07-09,69.84027862548828,69.24317169189453,72.37079620361328,0.008623333088360718,-0.03496600439499731
107,107,107,107,2019-07-10,70.48474884033203,69.70758819580078,71.97274017333984,0.011148867212968261,-0.02067437378963366
108,108,108,108,2019-07-11,71.1766128540039,70.00139617919922,72.1433334350586,0.016788474786934238,-0.01339999879441256
109,109,109,109,2019-07-12,71.35669708251953,71.11975860595703,71.33773803710938,0.00333154219315146,0.0002657645999413205
110,110,110,110,2019-07-15,71.34720611572266,70.44683074951172,68.92094421386719,0.012780920825415265,0.03520354994450714
111,111,111,111,2019-07-16,71.4135513305664,70.20042419433594,69.31900024414062,0.01728090891405687,0.03021611793373813
112,112,112,112,2019-07-17,71.47042083740234,69.84027862548828,69.24317169189453,0.023341003844723263,0.03216561418385355
113,113,113,113,2019-07-18,72.62667846679688,70.48474884033203,69.70758819580078,0.030388554427808634,0.04187621959888643
114,114,114,114,2019-07-19,71.57465362548828,71.1766128540039,70.00139617919922,0.0055922971819526435,0.022474658109127077
115,115,115,115,2019-07-22,71.42304992675781,71.35669708251953,71.11975860595703,0.0009298754980426871,0.004264515610650221
116,116,116,116,2019-07-23,71.08184051513672,71.34720611572266,70.44683074951172,-0.0037193551791716573,0.009014028862176948
117,117,117,117,2019-07-24,70.14353942871094,71.4135513305664,70.20042419433594,-0.017783906250183668,-0.000810319400172399
118,118,118,118,2019-07-25,70.5890121459961,71.47042083740234,69.84027862548828,-0.012332496172248408,0.010720654831903209
119,119,119,119,2019-07-26,71.8779525756836,72.62667846679688,70.48474884033203,-0.010309240446065293,0.019766031067338652
120,120,120,120,2019-07-29,72.1433334350586,71.57465362548828,71.1766128540039,0.007945268062992117,0.01358199754514322
121,121,121,121,2019-07-30,72.62667846679688,71.42304992675781,71.35669708251953,0.016852102245330514,0.017797648100341457
122,122,122,122,2019-07-31,71.49884796142578,71.08184051513672,71.34720611572266,0.00586658200275858,0.00212540692143115
123,123,123,123,2019-08-01,70.44683074951172,70.14353942871094,71.4135513305664,0.004323866791880793,-0.013536934699967973
124,124,124,124,2019-08-02,70.43736267089844,70.5890121459961,71.47042083740234,-0.0021483439204957877,-0.014454345649568046
125,125,125,125,2019-08-05,70.26676177978516,71.8779525756836,72.62667846679688,-0.0224156467757195,-0.032493798929419726
126,126,126,126,2019-08-06,70.7596206665039,72.1433334350586,71.57465362548828,-0.01918005036182957,-0.011387172940423906
127,127,127,127,2019-08-07,71.91585540771484,72.62667846679688,71.42304992675781,-0.009787354648292279,0.006899810095793768
128,128,128,128,2019-08-08,73.16691589355469,71.49884796142578,71.08184051513672,0.023329997331269503,0.02933344667649629
129,129,129,129,2019-08-09,72.68354034423828,70.44683074951172,70.14353942871094,0.03175032249044163,0.03621147344737041
130,130,130,130,2019-08-12,72.98683166503906,70.43736267089844,70.5890121459961,0.03619483889611819,0.03396873601352657
131,131,131,131,2019-08-13,74.33264923095703,70.26676177978516,71.8779525756836,0.05786359507948147,0.03415089839528718
132,132,132,132,2019-08-14,73.82695770263672,70.7596206665039,72.1433334350586,0.04334869247800843,0.02333721201133132
133,133,133,133,2019-08-15,75.0816650390625,71.91585540771484,72.62667846679688,0.04402102447922829,0.03380282045237659
134,134,134,134,2019-08-16,75.75653839111328,73.16691589355469,71.49884796142578,0.035393353210706024,0.05954907737792592
135,135,135,135,2019-08-19,75.74703216552734,72.68354034423828,70.44683074951172,0.04214835720412058,0.07523690362823543
136,136,136,136,2019-08-20,74.3687744140625,72.98683166503906,70.43736267089844,0.018934138083505747,0.055814295057193375
137,137,137,137,2019-08-21,74.98660278320312,74.33264923095703,70.26676177978516,0.008797662386742289,0.06717032184021621
138,138,138,138,2019-08-22,75.39533996582031,73.82695770263672,70.7596206665039,0.02124403215287285,0.06551362564766916
139,139,139,139,2019-08-23,74.61589050292969,75.0816650390625,71.91585540771484,-0.006203572282134195,0.03754436458980348
140,140,140,140,2019-08-26,75.2337646484375,75.75653839111328,73.16691589355469,-0.00690070789635111,0.028248406122375336
141,141,141,141,2019-08-27,75.77555084228516,75.74703216552734,72.68354034423828,0.00037649893259827927,0.042540724948217035
142,142,142,142,2019-08-28,76.30782318115234,74.3687744140625,72.98683166503906,0.02607342641272825,0.04550124235224273
143,143,143,143,2019-08-29,75.97515106201172,74.98660278320312,74.33264923095703,0.013182998590649975,0.022096640548237678
144,144,144,144,2019-08-30,75.83257293701172,75.39533996582031,73.82695770263672,0.005799204186752505,0.02716643481982972
145,145,145,145,2019-09-03,75.9181137084961,74.61589050292969,75.0816650390625,0.017452357625019177,0.011140518380864606
146,146,146,146,2019-09-04,76.2222900390625,75.2337646484375,75.75653839111328,0.013139384892465689,0.006148005939033974
147,147,147,147,2019-09-05,73.66537475585938,75.77555084228516,75.74703216552734,-0.027847716881897466,-0.027481702584980394
148,148,148,148,2019-09-06,72.1445541381836,76.30782318115234,74.3687744140625,-0.05455887574050278,-0.02990798615955581
149,149,149,149,2019-09-09,69.99637603759766,75.97515106201172,74.98660278320312,-0.07869382213579446,-0.06654824409145355
150,150,150,150,2019-09-10,68.03829193115234,75.83257293701172,75.39533996582031,-0.10278275817350258,-0.09757961218827593
151,151,151,151,2019-09-11,68.31394958496094,75.9181137084961,74.61589050292969,-0.10016271153328415,-0.08445842937063541
152,152,152,152,2019-09-12,69.05537414550781,76.2222900390625,75.2337646484375,-0.09402650969790827,-0.0821225753064585
153,153,153,153,2019-09-13,68.41851806640625,73.66537475585938,75.77555084228516,-0.07122554805215031,-0.09708979603713352
154,154,154,154,2019-09-16,68.79872131347656,72.1445541381836,76.30782318115234,-0.046376789830851584,-0.09840540005772946
155,155,155,155,2019-09-17,69.15039825439453,69.99637603759766,75.97515106201172,-0.012086022607066371,-0.08982874942949115
156,156,156,156,2019-09-18,69.20745086669922,68.03829193115234,75.83257293701172,0.01718383725343875,-0.08736512310897693
157,157,157,157,2019-09-19,69.16940307617188,68.31394958496094,75.9181137084961,0.012522383735799503,-0.0888946037073226
158,158,158,158,2019-09-20,69.19793701171875,69.05537414550781,76.2222900390625,0.00206447170803159,-0.09215615305895297
159,159,159,159,2019-09-23,69.7207260131836,68.41851806640625,73.66537475585938,0.019032975042128752,-0.05354820708846009
160,160,160,160,2019-09-24,70.18647766113281,68.79872131347656,72.1445541381836,0.02017125204018022,-0.027141015707163985
161,161,161,161,2019-09-25,69.7872543334961,69.15039825439453,69.99637603759766,0.009209723952111837,-0.002987607586844687
162,162,162,162,2019-09-26,70.94688415527344,69.20745086669922,68.03829193115234,0.025133613025634327,0.042749342194896345
163,163,163,163,2019-09-27,71.91641998291016,69.16940307617188,68.31394958496094,0.03971433588509021,0.05273403777465524
164,164,164,164,2019-09-30,71.51720428466797,69.19793701171875,69.05537414550781,0.033516422210050134,0.03565008762348887
165,165,165,165,2019-10-01,71.82137298583984,69.7207260131836,68.41851806640625,0.030129447766493955,0.04973587583599537
166,166,166,166,2019-10-02,71.146484375,70.18647766113281,68.79872131347656,0.013677944040762391,0.03412509733758018
167,167,167,167,2019-10-03,71.42215728759766,69.7872543334961,69.15039825439453,0.02342695625033131,0.032852436002546836
168,168,168,168,2019-10-04,72.2871322631836,70.94688415527344,69.20745086669922,0.018890866369506876,0.04449927512019136
169,169,169,169,2019-10-07,72.2871322631836,71.91641998291016,69.16940307617188,0.005154765495300362,0.04507381946867994
170,170,170,170,2019-10-08,71.92594146728516,71.51720428466797,69.19793701171875,0.005715228757967816,0.03942320498809693
171,171,171,171,2019-10-09,72.16355895996094,71.82137298583984,69.7207260131836,0.004764403128140637,0.03503739972982234
172,172,172,172,2019-10-10,71.88790893554688,71.146484375,70.18647766113281,0.010421099047409843,0.024241582297785946
173,173,173,173,2019-10-11,70.45260620117188,71.42215728759766,69.7872543334961,-0.01357493421154532,0.009534002648911022
174,174,174,174,2019-10-14,70.03438568115234,72.2871322631836,70.94688415527344,-0.031163867088120578,-0.012861713167332534
175,175,175,175,2019-10-15,69.19793701171875,72.2871322631836,71.91641998291016,-0.04273506438487107,-0.03780058812490128
176,176,176,176,2019-10-16,69.3785400390625,71.92594146728516,71.51720428466797,-0.035417004995079826,-0.02990419252258103
177,177,177,177,2019-10-17,70.11043548583984,72.16355895996094,71.82137298583984,-0.028450973091006304,-0.023822121868058987
178,178,178,178,2019-10-18,70.23399353027344,71.88790893554688,71.146484375,-0.023006864850614872,-0.012825522620583674
179,179,179,179,2019-10-21,70.05340576171875,70.45260620117188,71.42215728759766,-0.0056662267157759905,-0.019164242272426968
180,180,180,180,2019-10-22,70.5096435546875,70.03438568115234,72.2871322631836,0.006786064715393891,-0.024589282391568656
181,181,181,181,2019-10-23,71.55522155761719,69.19793701171875,72.2871322631836,0.03406582114578405,-0.010125048299075678
182,182,182,182,2019-10-24,72.0019760131836,69.3785400390625,71.92594146728516,0.03781336379583666,0.0010571227063189692
183,183,183,183,2019-10-25,71.18450927734375,70.11043548583984,72.16355895996094,0.015319742119143331,-0.013567092542655756
184,184,184,184,2019-10-28,70.90888214111328,70.23399353027344,71.88790893554688,0.009609144759068045,-0.013618796386348775
185,185,185,185,2019-10-29,70.00586700439453,70.05340576171875,70.45260620117188,-0.0006786073682972793,-0.006340988940873427
186,186,186,186,2019-10-30,71.67879486083984,70.5096435546875,70.03438568115234,0.01658143832829828,0.02348002575726227
187,187,187,187,2019-10-31,66.47943878173828,71.55522155761719,69.19793701171875,-0.0709351835601797,-0.03928582769050015
188,188,188,188,2019-11-01,65.37683868408203,72.0019760131836,69.3785400390625,-0.09201327096757039,-0.057679238460875304
189,189,189,189,2019-11-04,63.83699417114258,71.18450927734375,70.11043548583984,-0.10321789362309619,-0.08947942301633982
190,190,190,190,2019-11-05,63.94155502319336,70.90888214111328,70.23399353027344,-0.09825746659007384,-0.08959249205112918
191,191,191,191,2019-11-06,64.169677734375,70.00586700439453,70.05340576171875,-0.08336714506590104,-0.08398917887528257
192,192,192,192,2019-11-07,63.865516662597656,71.67879486083984,70.5096435546875,-0.1090040396662808,-0.09423004509924426
193,193,193,193,2019-11-08,64.23622131347656,66.47943878173828,71.55522155761719,-0.03374302655632411,-0.10228464233385504
194,194,194,194,2019-11-11,64.18869018554688,65.37683868408203,72.0019760131836,-0.01817384447535919,-0.10851488056669589
195,195,195,195,2019-11-12,63.73244857788086,63.83699417114258,71.18450927734375,-0.001637696050998838,-0.10468655013731609
196,196,196,196,2019-11-13,64.98712158203125,63.94155502319336,70.90888214111328,0.016351910091311206,-0.08351225375824345
197,197,197,197,2019-11-14,64.87077331542969,64.169677734375,70.00586700439453,0.010925652205342473,-0.07335233329290092
198,198,198,198,2019-11-15,64.24134063720703,63.865516662597656,71.67879486083984,0.005884614957315071,-0.10376087151119362
199,199,199,199,2019-11-18,64.87077331542969,64.23622131347656,66.47943878173828,0.009878414218303266,-0.024197939931323353
200,200,200,200,2019-11-19,65.71003723144531,64.18869018554688,65.37683868408203,0.023701169808898692,0.005096583959548484
201,201,201,201,2019-11-20,66.45391082763672,63.73244857788086,63.83699417114258,0.042701360303617486,0.040993732403477035
202,202,202,202,2019-11-21,65.76724243164062,64.98712158203125,63.94155502319336,0.012004237618443492,0.028552439924006245
203,203,203,203,2019-11-22,65.65282440185547,64.87077331542969,64.169677734375,0.012055522794881979,0.023112889449434793
204,204,204,204,2019-11-25,65.6051254272461,64.24134063720703,63.865516662597656,0.021229083585612374,0.02723862352572537
205,205,205,205,2019-11-26,66.28225708007812,64.87077331542969,64.23622131347656,0.021758392763181478,0.031851745397924125
206,206,206,206,2019-11-27,66.94983673095703,65.71003723144531,64.18869018554688,0.01886773393758512,0.04301609111244753
207,207,207,207,2019-11-29,66.98799133300781,66.45391082763672,63.73244857788086,0.008036855900871664,0.05108140088402058
208,208,208,208,2019-12-02,66.57789611816406,65.76724243164062,64.98712158203125,0.012326101210128115,0.02447830427640696
209,209,209,209,2019-12-03,65.91986846923828,65.65282440185547,64.87077331542969,0.0040675183408447335,0.01617207719580338
210,210,210,210,2019-12-04,66.89263153076172,65.6051254272461,64.24134063720703,0.019625084094129663,0.04127079023035085
211,211,211,211,2019-12-05,66.5111312866211,66.28225708007812,64.87077331542969,0.003453023729509619,0.02528654873921843
212,212,212,212,2019-12-06,66.9975357055664,66.94983673095703,65.71003723144531,0.0007124584157098823,0.01959363482912413
213,213,213,213,2019-12-09,67.09290313720703,66.98799133300781,66.45391082763672,0.0015661285270920366,0.009615571177258309
214,214,214,214,2019-12-10,66.13919067382812,66.57789611816406,65.76724243164062,-0.006589355775936667,0.005655524367987663
215,215,215,215,2019-12-11,66.18688201904297,65.91986846923828,65.65282440185547,0.004050577709045156,0.008134571849012673
216,216,216,216,2019-12-12,66.32994079589844,66.89263153076172,65.6051254272461,-0.008411849287234596,0.011048151557246033
217,217,217,217,2019-12-13,66.74956512451172,66.5111312866211,66.28225708007812,0.003584871182886973,0.007050273557658526
218,218,218,218,2019-12-16,65.72909545898438,66.9975357055664,66.94983673095703,-0.018932640331077777,-0.018233670634303367
219,219,219,219,2019-12-17,65.55744171142578,67.09290313720703,66.98799133300781,-0.022885601218376017,-0.021355314484211685
220,220,220,220,2019-12-18,65.4334716796875,66.13919067382812,66.57789611816406,-0.010670209099185146,-0.017189255071163756
221,221,221,221,2019-12-19,66.27272033691406,66.18688201904297,65.91986846923828,0.0012969083185758734,0.005352739255547023
222,222,222,222,2019-12-20,66.9975357055664,66.32994079589844,66.89263153076172,0.010064759619222263,0.0015682470909585966
223,223,223,223,2019-12-23,66.90216827392578,66.74956512451172,66.5111312866211,0.0022862043989260172,0.005879271330081037
224,224,224,224,2019-12-24,67.09290313720703,65.72909545898438,66.9975357055664,0.02074891900914233,0.0014234468572058567
225,225,225,225,2019-12-26,67.1119613647461,65.55744171142578,67.09290313720703,0.0237123294127779,0.0002840572795022034
226,226,226,226,2019-12-27,67.42668914794922,65.4334716796875,66.13919067382812,0.030461741018709798,0.019466498773329732
227,227,227,227,2019-12-30,67.09290313720703,66.27272033691406,66.18688201904297,0.012375873453260411,0.013688832145067442
228,228,228,228,2019-12-31,67.09290313720703,66.9975357055664,66.32994079589844,0.0014234468572058567,0.011502533126876768
229,229,229,229,2020-01-02,66.78772735595703,66.90216827392578,66.74956512451172,-0.0017105711357542353,0.0005717225479167087
230,230,230,230,2020-01-03,67.01660919189453,67.09290313720703,65.72909545898438,-0.0011371388290721818,0.01958818577860355
231,231,231,231,2020-01-06,67.27410888671875,67.1119613647461,65.55744171142578,0.002416074849778349,0.02618569502528012
232,232,232,232,2020-01-07,66.6255874633789,67.42668914794922,65.4334716796875,-0.01188107698440477,0.018218745744182696
233,233,233,233,2020-01-08,66.02476501464844,67.09290313720703,66.27272033691406,-0.01592028474865992,-0.003741438724788715
234,234,234,234,2020-01-09,66.52069091796875,67.09290313720703,66.9975357055664,-0.008528654931924562,-0.007117348161777781
235,235,235,235,2020-01-10,66.85446166992188,66.78772735595703,66.90216827392578,0.0009992002514049858,-0.0007130800874580734
236,236,236,236,2020-01-13,67.54114532470703,67.01660919189453,67.09290313720703,0.007826957214599695,0.0066809180485651876
237,237,237,237,2020-01-14,67.87494659423828,67.27410888671875,67.1119613647461,0.00893118790367442,0.01136884117192527
238,238,238,238,2020-01-15,68.51390838623047,66.6255874633789,67.42668914794922,0.028342278015777156,0.016124464244353653
239,239,239,239,2020-01-16,68.36132049560547,66.02476501464844,67.09290313720703,0.03538907681744319,0.018905387888857428
240,240,240,240,2020-01-17,68.66651153564453,66.52069091796875,67.09290313720703,0.0322579424245899,0.023454170632912108
241,241,241,241,2020-01-21,69.14336395263672,66.85446166992188,66.78772735595703,0.03423709092170624,0.03527050088296768
242,242,242,242,2020-01-22,68.8763427734375,67.54114532470703,67.01660919189453,0.019768652756944727,0.027750338370863048
243,243,243,243,2020-01-23,67.6937255859375,67.87494659423828,67.27410888671875,-0.002669924874993068,0.006237417427934044
