,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,STZ,STZ_6m,STZ_12m,STZ_6m_ret,STZ_12m_ret
42,42,42,42,2019-04-05,180.3419647216797,160.936279296875,153.5658721923828,0.12057993082471796,0.17436225996719235
43,43,43,43,2019-04-08,179.4462890625,163.5765838623047,158.03480529785156,0.09701697410158716,0.13548587429391756
44,44,44,44,2019-04-09,178.09349060058594,165.68507385253906,158.16542053222656,0.07489157870123209,0.12599511322576973
45,45,45,45,2019-04-10,177.3564910888672,164.86407470703125,156.77528381347656,0.07577403630254409,0.13127839270810782
46,46,46,46,2019-04-11,178.35476684570312,167.6443328857422,160.19923400878906,0.06388783787436836,0.11333095909758217
47,47,47,47,2019-04-12,177.75762939453125,178.61598205566406,158.71583557128906,-0.004805575913499838,0.1199741270598631
48,48,48,48,2019-04-15,178.1214599609375,180.3419647216797,160.936279296875,-0.01231274575592578,0.10678251503728031
49,49,49,49,2019-04-16,177.27247619628906,179.4462890625,163.5765838623047,-0.012114002900632914,0.0837277072952769
50,50,50,50,2019-04-17,178.7372283935547,178.09349060058594,165.68507385253906,0.003614605962283468,0.07877688821041384
51,51,51,51,2019-04-18,185.4732666015625,177.3564910888672,164.86407470703125,0.0457653140455303,0.12500717291595786
52,52,52,52,2019-04-22,191.6867828369141,178.35476684570312,167.6443328857422,0.07474998412991485,0.14341343687148678
53,53,53,53,2019-04-23,193.5713806152344,177.75762939453125,178.61598205566406,0.0889624331431913,0.08372934150377209
54,54,54,54,2019-04-24,196.05303955078125,178.1214599609375,180.3419647216797,0.10067051771176927,0.08711824146614089
55,55,55,55,2019-04-25,197.9376678466797,177.27247619628906,179.4462890625,0.1165730410822976,0.1030468720238582
56,56,56,56,2019-04-26,197.9376678466797,178.7372283935547,178.09349060058594,0.10742272119632679,0.11142561796713113
57,57,57,57,2019-04-29,198.29217529296875,185.4732666015625,177.3564910888672,0.06911458953782312,0.11804295447868007
58,58,58,58,2019-04-30,197.48048400878903,191.6867828369141,178.35476684570312,0.03022483389897679,0.10723412388316933
59,59,59,59,2019-05-01,197.87234497070312,193.5713806152344,177.75762939453125,0.022219009555022096,0.11315809985025993
60,60,60,60,2019-05-02,195.1014099121093,196.05303955078125,178.1214599609375,-0.004853939734127288,0.09532792935166556
61,61,61,61,2019-05-03,197.2286071777344,197.9376678466797,177.27247619628906,-0.003582242211192077,0.11257320600265341
62,62,62,62,2019-05-06,196.30499267578125,197.9376678466797,178.7372283935547,-0.008248430875537505,0.09828822143053917
63,63,63,63,2019-05-07,193.9352264404297,198.29217529296875,185.4732666015625,-0.02197236903625599,0.045623609234452855
64,64,64,64,2019-05-08,193.30084228515625,197.48048400878903,191.6867828369141,-0.021164834310648972,0.00842029598678895
65,65,65,65,2019-05-09,189.0404052734375,197.87234497070312,193.5713806152344,-0.044634532928658044,-0.023407258487261662
66,66,66,66,2019-05-10,190.2951202392578,195.1014099121093,196.05303955078125,-0.024634827985182906,-0.029369191748909507
67,67,67,67,2019-05-13,188.26319885253903,197.2286071777344,197.9376678466797,-0.04545693676737328,-0.04887634122088569
68,68,68,68,2019-05-14,192.2614898681641,196.30499267578125,197.9376678466797,-0.02059806402527642,-0.028676593193531552
69,69,69,69,2019-05-15,191.94308471679688,193.9352264404297,198.29217529296875,-0.010272201498394251,-0.032018865932512686
70,70,70,70,2019-05-16,193.637924194336,193.30084228515625,197.48048400878903,0.0017438201778887663,-0.019457921797892852
71,71,71,71,2019-05-17,191.75582885742188,189.0404052734375,197.87234497070312,0.01436424969601946,-0.030911424808690913
72,72,72,72,2019-05-20,190.1265869140625,190.2951202392578,195.1014099121093,-0.0008856418650327047,-0.02549865221521408
73,73,73,73,2019-05-21,191.9524841308593,188.26319885253903,197.2286071777344,0.019596422990825646,-0.026751307137308333
74,74,74,74,2019-05-22,191.92437744140625,192.2614898681641,196.30499267578125,-0.0017534058796122576,-0.022315353138318117
75,75,75,75,2019-05-23,193.08547973632807,191.94308471679688,193.9352264404297,0.005951738356277492,-0.004381600597778146
76,76,76,76,2019-05-24,186.03469848632807,193.637924194336,193.30084228515625,-0.03926516843042216,-0.03758981964553065
77,77,77,77,2019-05-28,181.87730407714844,191.75582885742188,189.0404052734375,-0.05151616427586414,-0.03789190562688438
78,78,78,78,2019-05-29,176.87718200683594,190.1265869140625,190.2951202392578,-0.0696872811019077,-0.07051120499333619
79,79,79,79,2019-05-30,175.36964416503906,191.9524841308593,188.26319885253903,-0.0863903379052664,-0.06848685651835285
80,80,80,80,2019-05-31,165.21957397460938,191.92437744140625,192.2614898681641,-0.1391423216936043,-0.14065175460825596
81,81,81,81,2019-06-03,165.94992065429688,193.08547973632807,191.94308471679688,-0.1405365080744897,-0.1354212062437764
82,82,82,82,2019-06-04,172.7010498046875,186.03469848632807,193.637924194336,-0.0716729125809854,-0.10812383202701625
83,83,83,83,2019-06-05,175.09808349609375,181.87730407714844,191.75582885742188,-0.037273592851250315,-0.0868695645946378
84,84,84,84,2019-06-06,172.43885803222656,176.87718200683594,190.1265869140625,-0.025092688182005496,-0.0930313280689713
85,85,85,85,2019-06-07,176.4089813232422,175.36964416503906,191.9524841308593,0.005926551103821565,-0.08097578355391677
86,86,86,86,2019-06-10,179.74241638183594,165.21957397460938,191.92437744140625,0.087900253328691,-0.06347271369052332
87,87,87,87,2019-06-11,182.5514678955078,165.94992065429688,193.08547973632807,0.10003950092748104,-0.05455620927687155
88,88,88,88,2019-06-12,177.2704315185547,172.7010498046875,186.03469848632807,0.02645833200802672,-0.04711092629000857
89,89,89,89,2019-06-13,177.28916931152344,175.09808349609375,181.87730407714844,0.012513476856407468,-0.025226538236342133
90,90,90,90,2019-06-14,175.68800354003906,172.43885803222656,176.87718200683594,0.01884230471536341,-0.006723187543495102
91,91,91,91,2019-06-17,175.31346130371094,176.4089813232422,175.36964416503906,-0.006210114764643837,-0.00032036822333547654
92,92,92,92,2019-06-18,170.38821411132812,179.74241638183594,165.21957397460938,-0.05204226391747291,0.03128346122907355
93,93,93,93,2019-06-19,172.58868408203125,182.5514678955078,165.94992065429688,-0.05457520516449221,0.04000461947531808
94,94,94,94,2019-06-20,173.91830444335938,177.2704315185547,172.7010498046875,-0.018909679671222812,0.007048333753897351
95,95,95,95,2019-06-21,172.03623962402344,177.28916931152344,175.09808349609375,-0.029629162953941246,-0.017486449942432536
96,96,96,96,2019-06-24,169.72348022460938,175.68800354003906,172.43885803222656,-0.03394951957587922,-0.015746902053304757
97,97,97,97,2019-06-25,172.19540405273438,175.31346130371094,176.4089813232422,-0.01778561228435782,-0.023885276355556262
98,98,98,98,2019-06-26,173.24415588378906,170.38821411132812,179.74241638183594,0.016761380987272645,-0.036153183143161294
99,99,99,99,2019-06-27,176.23109436035156,172.58868408203125,182.5514678955078,0.02110457181879366,-0.03462241968261803
100,100,100,100,2019-06-28,184.40545654296875,173.91830444335938,177.2704315185547,0.0602993004857908,0.04024938035798287
101,101,101,101,2019-07-01,183.6095428466797,172.03623962402344,177.28916931152344,0.06727247263686498,0.0356500826288515
102,102,102,102,2019-07-02,186.0159606933593,169.72348022460938,175.68800354003906,0.0959942634171107,0.05878578471618012
103,103,103,103,2019-07-03,187.17706298828125,172.19540405273438,175.31346130371094,0.08700382578712018,0.06767079719005697
104,104,104,104,2019-07-05,184.9204559326172,173.24415588378906,170.38821411132812,0.06739794476334593,0.0852890083805562
105,105,105,105,2019-07-08,187.3643341064453,176.23109436035156,172.58868408203125,0.0631740941432779,0.08561192816900554
106,106,106,106,2019-07-09,185.4354248046875,184.40545654296875,173.91830444335938,0.0055853459058503585,0.06622143884273513
107,107,107,107,2019-07-10,188.01040649414065,183.6095428466797,172.03623962402344,0.023968599775534782,0.09285349938494325
108,108,108,108,2019-07-11,185.0890045166016,186.0159606933593,169.72348022460938,-0.00498320774896166,0.09053269631083283
109,109,109,109,2019-07-12,186.8961639404297,187.17706298828125,172.19540405273438,-0.0015007129792882212,0.08537254503722558
110,110,110,110,2019-07-15,185.950439453125,184.9204559326172,173.24415588378906,0.005569873356158661,0.0733432161363019
111,111,111,111,2019-07-16,185.28561401367188,187.3643341064453,176.23109436035156,-0.011094534627878905,0.05137867234034155
112,112,112,112,2019-07-17,186.690170288086,185.4354248046875,184.40545654296875,0.006766482104053617,0.012389621153021002
113,113,113,113,2019-07-18,189.70518493652344,188.01040649414065,183.6095428466797,0.00901427997516513,0.03319893941968921
114,114,114,114,2019-07-19,188.74078369140625,185.0890045166016,186.0159606933593,0.01972985474929767,0.014648329035263474
115,115,115,115,2019-07-22,188.36627197265625,186.8961639404297,187.17706298828125,0.00786590800598308,0.00635339055645634
116,116,116,116,2019-07-23,189.4149169921875,185.950439453125,184.9204559326172,0.018631187693083362,0.024304834405167286
117,117,117,117,2019-07-24,191.10040283203125,185.28561401367188,187.3643341064453,0.03138284021300386,0.019940127577660505
118,118,118,118,2019-07-25,190.089111328125,186.690170288086,185.4354248046875,0.0182063203156011,0.02509599516025096
119,119,119,119,2019-07-26,190.9412078857422,189.70518493652344,188.01040649414065,0.006515493762768498,0.015588506222887544
120,120,120,120,2019-07-29,186.33433532714844,188.74078369140625,185.0890045166016,-0.012750017866792307,0.006728280881942661
121,121,121,121,2019-07-30,188.16021728515625,188.36627197265625,186.8961639404297,-0.001093904366965992,0.006763399087899247
122,122,122,122,2019-07-31,184.2931060791016,189.4149169921875,185.950439453125,-0.027040166605765026,-0.008912769331965942
123,123,123,123,2019-08-01,181.27801513671875,191.10040283203125,185.28561401367188,-0.05139909466306014,-0.021629304024960105
124,124,124,124,2019-08-02,180.4727935791016,190.089111328125,186.690170288086,-0.05058847233192687,-0.033303181947877736
125,125,125,125,2019-08-05,174.8078155517578,190.9412078857422,189.70518493652344,-0.08449403097752728,-0.07852905754658412
126,126,126,126,2019-08-06,175.27601623535156,186.33433532714844,188.74078369140625,-0.05934665273784201,-0.07133999972189242
127,127,127,127,2019-08-07,176.18426513671875,188.16021728515625,188.36627197265625,-0.06364763137091822,-0.0646719113159806
128,128,128,128,2019-08-08,180.9596710205078,184.2931060791016,189.4149169921875,-0.01808768178861242,-0.0446387544653013
129,129,129,129,2019-08-09,181.7930145263672,181.27801513671875,191.10040283203125,0.0028409368298745186,-0.048704179414236215
130,130,130,130,2019-08-12,181.4640350341797,180.4727935791016,190.089111328125,0.005492470279979456,-0.04537385773273994
131,131,131,131,2019-08-13,184.73521423339844,174.8078155517578,190.9412078857422,0.056790359460222595,-0.03250211790876156
132,132,132,132,2019-08-14,181.75543212890625,175.27601623535156,186.33433532714844,0.03696692812126945,-0.024573588062570262
133,133,133,133,2019-08-15,182.73301696777344,176.18426513671875,188.16021728515625,0.03716990178420798,-0.02884350579356476
134,134,134,134,2019-08-16,186.85955810546875,180.9596710205078,184.2931060791016,0.032603325656423765,0.013925925288087448
135,135,135,135,2019-08-19,189.68893432617188,181.7930145263672,181.27801513671875,0.04343357097838019,0.04639789983970011
136,136,136,136,2019-08-20,190.3280792236328,181.4640350341797,180.4727935791016,0.04884738834217783,0.05460815145088138
137,137,137,137,2019-08-21,190.6759033203125,184.73521423339844,174.8078155517578,0.03215785962392892,0.09077447549166595
138,138,138,138,2019-08-22,189.5572967529297,181.75543212890625,175.27601623535156,0.042925069873510635,0.08147880596739476
139,139,139,139,2019-08-23,186.5963592529297,182.73301696777344,176.18426513671875,0.021142004599188358,0.05909775261786954
140,140,140,140,2019-08-26,190.29049682617188,186.85955810546875,180.9596710205078,0.018361055519389602,0.05156301264830776
141,141,141,141,2019-08-27,186.2955474853516,189.68893432617188,181.7930145263672,-0.017889218751080738,0.024767359574926706
142,142,142,142,2019-08-28,189.7170867919922,190.3280792236328,181.4640350341797,-0.0032102064715460177,0.04548037166845753
143,143,143,143,2019-08-29,192.3490447998047,190.6759033203125,184.73521423339844,0.008774792463846381,0.041214830632056776
144,144,144,144,2019-08-30,192.0858764648437,189.5572967529297,181.75543212890625,0.013339395292230716,0.056837059640730825
145,145,145,145,2019-09-03,195.8458404541016,186.5963592529297,182.73301696777344,0.04956946233143977,0.07175946473121875
146,146,146,146,2019-09-04,197.56597900390625,190.29049682617188,186.85955810546875,0.03823355500711334,0.057296618952692224
147,147,147,147,2019-09-05,192.63107299804688,186.2955474853516,189.68893432617188,0.03400792771600436,0.015510333706741042
148,148,148,148,2019-09-06,192.4618682861328,189.7170867919922,190.3280792236328,0.014467761130814827,0.011211110158857895
149,149,149,149,2019-09-09,194.34185791015625,192.3490447998047,190.6759033203125,0.010360400346285381,0.019226103173012765
150,150,150,150,2019-09-10,195.6859741210937,192.0858764648437,189.5572967529297,0.01874212577471246,0.032331529691268734
151,151,151,151,2019-09-11,194.36062622070312,195.8458404541016,186.5963592529297,-0.007583588346603332,0.04160995958795222
152,152,152,152,2019-09-12,191.72866821289065,197.56597900390625,190.29049682617188,-0.02954613350155888,0.007557767785075109
153,153,153,153,2019-09-13,191.8226623535156,192.63107299804688,186.2955474853516,-0.004196678302983203,0.02966852908064599
154,154,154,154,2019-09-16,191.60647583007807,192.4618682861328,189.7170867919922,-0.004444477566761584,0.00995898192426603
155,155,155,155,2019-09-17,193.40185546875,194.34185791015625,192.3490447998047,-0.00483685013364854,0.005473438508837303
156,156,156,156,2019-09-18,194.8870086669922,195.6859741210937,192.0858764648437,-0.004082895862567493,0.014582707764363656
157,157,157,157,2019-09-19,194.8963928222656,194.36062622070312,195.8458404541016,0.002756559350421517,-0.004847933607548316
158,158,158,158,2019-09-20,192.7908935546875,191.72866821289065,197.56597900390625,0.005540253065427825,-0.02416957349283466
159,159,159,159,2019-09-23,193.420654296875,191.8226623535156,192.63107299804688,0.008330569098318641,0.004098930076748886
160,160,160,160,2019-09-24,192.7344512939453,191.60647583007807,192.4618682861328,0.0058869381057222725,0.0014162961746129188
161,161,161,161,2019-09-25,191.7568817138672,193.40185546875,194.34185791015625,-0.008505470389081227,-0.013301180837141602
162,162,162,162,2019-09-26,193.70265197753903,194.8870086669922,195.6859741210937,-0.00607714540622295,-0.010135228916955175
163,163,163,163,2019-09-27,193.63682556152344,194.8963928222656,194.36062622070312,-0.006462753068451121,-0.00372400868042988
164,164,164,164,2019-09-30,194.8400115966797,192.7908935546875,191.72866821289065,0.010628707633490553,0.016227846428966464
165,165,165,165,2019-10-01,196.8421936035156,193.420654296875,191.8226623535156,0.01768962740343638,0.026167561165162834
166,166,166,166,2019-10-02,194.37942504882807,192.7344512939453,191.60647583007807,0.008534923278319173,0.014472105949117964
167,167,167,167,2019-10-03,182.60142517089844,191.7568817138672,193.40185546875,-0.04774512633465844,-0.0558445019654773
168,168,168,168,2019-10-04,182.11260986328125,193.70265197753903,194.8870086669922,-0.05983419429694603,-0.06554771860416231
169,169,169,169,2019-10-07,177.41268920898438,193.63682556152344,194.8963928222656,-0.08378641978606616,-0.08970768191295031
170,170,170,170,2019-10-08,178.14588928222656,194.8400115966797,192.7908935546875,-0.0856811810759388,-0.07596315366579642
171,171,171,171,2019-10-09,179.96946716308594,196.8421936035156,193.420654296875,-0.08571702098796519,-0.0695436957479385
172,172,172,172,2019-10-10,181.1444396972656,194.37942504882807,192.7344512939453,-0.06808840672431171,-0.06013461277352761
173,173,173,173,2019-10-11,181.4922332763672,182.60142517089844,191.7568817138672,-0.006074387938063142,-0.053529491853213096
174,174,174,174,2019-10-14,181.3888397216797,182.11260986328125,193.70265197753903,-0.003974299979254137,-0.06357069523904713
175,175,175,175,2019-10-15,184.95135498046875,177.41268920898438,193.63682556152344,0.042492258051531895,-0.04485443590529781
176,176,176,176,2019-10-16,186.56814575195312,178.14588928222656,194.8400115966797,0.047277298980408444,-0.042454656910252075
177,177,177,177,2019-10-17,185.44956970214844,179.96946716308594,196.8421936035156,0.030450179274557287,-0.05787694036937252
178,178,178,178,2019-10-18,185.19577026367188,181.1444396972656,194.37942504882807,0.022365194168681102,-0.04724602299265601
179,179,179,179,2019-10-21,182.9022216796875,181.4922332763672,182.60142517089844,0.00776886359193818,0.0016472845625796761
180,180,180,180,2019-10-22,184.9983825683593,181.3888397216797,182.11260986328125,0.01989947591162733,0.015846089445670453
181,181,181,181,2019-10-23,185.6845703125,184.95135498046875,177.41268920898438,0.0039643685341406165,0.04662508155643663
182,182,182,182,2019-10-24,184.88555908203125,186.56814575195312,178.14588928222656,-0.00901861710175822,0.03783230602154064
183,183,183,183,2019-10-25,184.0865936279297,185.44956970214844,179.96946716308594,-0.007349577981808353,0.022876805325610317
184,184,184,184,2019-10-28,181.341796875,185.19577026367188,181.1444396972656,-0.020810266795968313,0.0010895017151189013
185,185,185,185,2019-10-29,181.39825439453125,182.9022216796875,181.4922332763672,-0.008222793967971098,-0.0005178121407147795
186,186,186,186,2019-10-30,180.04466247558594,184.9983825683593,181.3888397216797,-0.026777099475142063,-0.007410473809503548
187,187,187,187,2019-10-31,178.9073028564453,185.6845703125,184.95135498046875,-0.036498818639851494,-0.03267914487385992
188,188,188,188,2019-11-01,179.53704833984375,184.88555908203125,186.56814575195312,-0.02892876419739432,-0.037686483851629204
189,189,189,189,2019-11-04,182.2818603515625,184.0865936279297,185.44956970214844,-0.009803719221481488,-0.01708124400435984
190,190,190,190,2019-11-05,180.2138519287109,181.341796875,185.19577026367188,-0.006219994318610311,-0.026900821373339046
191,191,191,191,2019-11-06,181.61441040039065,181.39825439453125,182.9022216796875,0.0011916101760784947,-0.0070409821568606645
192,192,192,192,2019-11-07,179.5572967529297,180.04466247558594,184.9983825683593,-0.002706915695000589,-0.02941153181930689
193,193,193,193,2019-11-08,176.99058532714844,178.9073028564453,185.6845703125,-0.010713467246414421,-0.04682125698823503
194,194,194,194,2019-11-11,174.1218719482422,179.53704833984375,184.88555908203125,-0.030161888265820447,-0.0582181063098246
195,195,195,195,2019-11-12,173.4707489013672,182.2818603515625,184.0865936279297,-0.04833784027221111,-0.05766766887989094
196,196,196,196,2019-11-13,173.64064025878906,180.2138519287109,181.341796875,-0.03647450847741762,-0.042467631560524355
197,197,197,197,2019-11-14,172.55540466308594,181.61441040039065,181.39825439453125,-0.049880434693111986,-0.04874826255060094
198,198,198,198,2019-11-15,169.5263214111328,179.5572967529297,180.04466247558594,-0.05586503875472948,-0.058420732499523065
199,199,199,199,2019-11-18,165.03451538085938,176.99058532714844,178.9073028564453,-0.06755201088345764,-0.07754176187384265
200,200,200,200,2019-11-19,170.76251220703125,174.1218719482422,179.53704833984375,-0.019293151995342095,-0.048873122366383526
201,201,201,201,2019-11-20,175.3863525390625,173.4707489013672,182.2818603515625,0.011042804909918713,-0.03782882070218507
202,202,202,202,2019-11-21,176.11294555664062,173.64064025878906,180.2138519287109,0.014238056794578124,-0.022755777806095168
203,203,203,203,2019-11-22,171.00784301757812,172.55540466308594,181.61441040039065,-0.008968491300109793,-0.058401573748630864
204,204,204,204,2019-11-25,173.22540283203125,169.5263214111328,179.5572967529297,0.021820100796781094,-0.03526391873459256
205,205,205,205,2019-11-26,173.68777465820312,165.03451538085938,176.99058532714844,0.05243302746321965,-0.018660939862085946
206,206,206,206,2019-11-27,175.28256225585938,170.76251220703125,174.1218719482422,0.026469802946843757,0.006665965019961417
207,207,207,207,2019-11-29,175.57508850097656,175.3863525390625,173.4707489013672,0.0010761154398943873,0.012130803682676605
208,208,208,208,2019-12-02,175.59396362304688,176.11294555664062,173.64064025878906,-0.0029468698734973486,0.011249229220455792
209,209,209,209,2019-12-03,174.09356689453125,171.00784301757812,172.55540466308594,0.01804434125653498,0.00891401943884973
210,210,210,210,2019-12-04,173.90481567382812,173.22540283203125,169.5263214111328,0.003922131689055197,0.02582781379462995
211,211,211,211,2019-12-05,172.17799377441406,173.68777465820312,165.03451538085938,-0.008692499439066026,0.043284753962341105
212,212,212,212,2019-12-06,173.30088806152344,175.28256225585938,170.76251220703125,-0.011305598051694954,0.014864947942524243
213,213,213,213,2019-12-09,171.05506896972656,175.57508850097656,175.3863525390625,-0.02574408231737757,-0.02469567048195076
214,214,214,214,2019-12-10,170.734130859375,175.59396362304688,176.11294555664062,-0.027676536615487746,-0.030541847337030137
215,215,215,215,2019-12-11,171.38528442382812,174.09356689453125,171.00784301757812,-0.015556476433984723,0.0022071584530261035
216,216,216,216,2019-12-12,169.65843200683594,173.90481567382812,173.22540283203125,-0.024417861291182508,-0.020591499669676327
217,217,217,217,2019-12-13,171.8004913330078,172.17799377441406,173.68777465820312,-0.0021925127197198746,-0.010865953743199652
218,218,218,218,2019-12-16,172.58375549316406,173.30088806152344,175.28256225585938,-0.004138077862040679,-0.015396892468720669
219,219,219,219,2019-12-17,172.80078125,171.05506896972656,175.57508850097656,0.010205557138925903,-0.015801257881530972
220,220,220,220,2019-12-18,173.32919311523438,170.734130859375,175.59396362304688,0.01519943459926476,-0.01289776972444423
221,221,221,221,2019-12-19,175.34861755371094,171.38528442382812,174.09356689453125,0.023125282565577,0.007209058218331732
222,222,222,222,2019-12-20,178.25506591796875,169.65843200683594,173.90481567382812,0.05067024261303099,0.025015122366133014
223,223,223,223,2019-12-23,177.44351196289062,171.8004913330078,172.17799377441406,0.03284635908837252,0.03058183030855499
224,224,224,224,2019-12-24,176.3016815185547,172.58375549316406,173.30088806152344,0.021542734510362926,0.017315511135557182
225,225,225,225,2019-12-26,178.97222900390625,172.80078125,171.05506896972656,0.03571423525555528,0.04628427606305463
226,226,226,226,2019-12-27,178.56643676757812,173.32919311523438,170.734130859375,0.03021558895080001,0.045874283418200656
227,227,227,227,2019-12-30,177.7549285888672,175.34861755371094,171.38528442382812,0.013723011157582565,0.037165642233829344
228,228,228,228,2019-12-31,179.05712890625,178.25506591796875,169.65843200683594,0.004499524230354046,0.05539775882778031
229,229,229,229,2020-01-02,177.68885803222656,177.44351196289062,171.8004913330078,0.0013826714012921126,0.03427444621101272
230,230,230,230,2020-01-03,178.84954833984375,176.3016815185547,172.58375549316406,0.01445174430183127,0.03630580890290025
231,231,231,231,2020-01-06,179.67056274414062,178.97222900390625,172.80078125,0.0039019111742701895,0.039755500203449534
232,232,232,232,2020-01-07,173.25372314453125,178.56643676757812,173.32919311523438,-0.02975202798027432,-0.00043541407737901494
233,233,233,233,2020-01-08,179.5666961669922,177.7549285888672,175.34861755371094,0.010192502635555378,0.024055385620529446
234,234,234,234,2020-01-09,182.68077087402344,179.05712890625,178.25506591796875,0.020237351005838455,0.024827933687401327
235,235,235,235,2020-01-10,177.7643585205078,177.68885803222656,177.44351196289062,0.00042490277171780555,0.0018081616739207274
236,236,236,236,2020-01-13,177.8209991455078,178.84954833984375,176.3016815185547,-0.005750918601044042,0.008617714895664319
237,237,237,237,2020-01-14,180.07626342773438,179.67056274414062,178.97222900390625,0.0022580253403641226,0.006168747128941554
238,238,238,238,2020-01-15,180.0951690673828,173.25372314453125,178.56643676757812,0.03948801675762148,0.008561140197888895
239,239,239,239,2020-01-16,180.10458374023438,179.5666961669922,177.7549285888672,0.002995475133885428,0.013218509157637781
240,240,240,240,2020-01-17,179.24588012695312,182.68077087402344,179.05712890625,-0.01880269461660533,0.0010541396584211604
241,241,241,241,2020-01-21,179.51010131835938,177.7643585205078,177.68885803222656,0.00982054452524106,0.01024962007354735
242,242,242,242,2020-01-22,181.12374877929688,177.8209991455078,178.84954833984375,0.0185734511090363,0.012715718102523699
243,243,243,243,2020-01-23,183.03933715820312,180.07626342773438,179.67056274414062,0.016454549167485677,0.01874972929683416
