,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CME,CME_6m,CME_12m,CME_6m_ret,CME_12m_ret
0,0,0,0,2019-02-05,148.6334228515625,,,,
1,1,1,1,2019-02-06,147.78536987304688,,,,
2,2,2,2,2019-02-07,147.3447265625,,,,
3,3,3,3,2019-02-08,148.15115356445312,,,,
4,4,4,4,2019-02-11,147.41957092285156,,,,
5,5,5,5,2019-02-12,148.758056640625,,,,
6,6,6,6,2019-02-13,149.98019409179688,148.6334228515625,,0.009061025537838718,
7,7,7,7,2019-02-14,147.48605346679688,147.78536987304688,,-0.0020253453133224353,
8,8,8,8,2019-02-15,145.82334899902344,147.3447265625,,-0.010325293608870578,
9,9,9,9,2019-02-19,144.90879821777344,148.15115356445312,,-0.021885454609498534,
10,10,10,10,2019-02-20,145.9812774658203,147.41957092285156,,-0.00975646210355574,
11,11,11,11,2019-02-21,146.72955322265625,148.758056640625,,-0.0136362591968332,
12,12,12,12,2019-02-22,148.03475952148438,149.98019409179688,148.6334228515625,-0.0129712765214971,-0.004027784051478078
13,13,13,13,2019-02-25,147.56088256835938,147.48605346679688,147.78536987304688,0.0005073639154589138,-0.0015190089849917987
14,14,14,14,2019-02-26,148.0763397216797,145.82334899902344,147.3447265625,0.015450137019355825,0.004965316209463166
15,15,15,15,2019-02-27,149.53125,144.90879821777344,148.15115356445312,0.031899041597735156,0.009315461961262761
16,16,16,16,2019-02-28,151.23562622070312,145.9812774658203,147.41957092285156,0.035993305758768024,0.02588567633159511
17,17,17,17,2019-03-01,151.80087280273438,146.72955322265625,148.758056640625,0.034562359583979685,0.020454799093405196
18,18,18,18,2019-03-04,149.8970947265625,148.03475952148438,149.98019409179688,0.012580391329023222,-0.0005540689271512633
19,19,19,19,2019-03-05,146.31382751464844,147.56088256835938,147.48605346679688,-0.00845112222159028,-0.007948046100591744
20,20,20,20,2019-03-06,144.8672332763672,148.0763397216797,145.82334899902344,-0.021671973060275906,-0.006556670994181113
21,21,21,21,2019-03-07,144.0322723388672,149.53125,144.90879821777344,-0.03677477223746084,-0.006048810629075696
22,22,22,22,2019-03-08,143.23065185546875,151.23562622070312,145.9812774658203,-0.05293048050432547,-0.01884231771430822
23,23,23,23,2019-03-11,142.6295166015625,151.80087280273438,146.72955322265625,-0.060417018900082886,-0.027942814048319997
24,24,24,24,2019-03-12,142.25376892089844,149.8970947265625,148.03475952148438,-0.05099048663756145,-0.03905157558449601
25,25,25,25,2019-03-13,141.68601989746094,146.31382751464844,147.56088256835938,-0.03162932510069272,-0.039813144030070635
26,26,26,26,2019-03-14,140.63392639160156,144.8672332763672,148.0763397216797,-0.02922197648856617,-0.05026065166161375
27,27,27,27,2019-03-15,142.06175231933594,144.0322723388672,149.53125,-0.013681100683429981,-0.049952753559299845
28,28,28,28,2019-03-18,141.85299682617188,143.23065185546875,151.23562622070312,-0.009618437195182516,-0.0620398091970662
29,29,29,29,2019-03-19,140.8844451904297,142.6295166015625,151.80087280273438,-0.01223499492049529,-0.07191281190122412
30,30,30,30,2019-03-20,137.59463500976562,142.25376892089844,149.8970947265625,-0.032752270442293674,-0.08207270287151747
31,31,31,31,2019-03-21,137.21055603027344,141.68601989746094,146.31382751464844,-0.03158719449121672,-0.062217437948328014
32,32,32,32,2019-03-22,136.3672332763672,140.63392639160156,144.8672332763672,-0.030339003003824083,-0.05867441385992589
33,33,33,33,2019-03-25,137.0769500732422,142.06175231933594,144.0322723388672,-0.035088981831567057,-0.04829002662168025
34,34,34,34,2019-03-26,137.06024169921875,141.85299682617188,143.23065185546875,-0.03378677387285811,-0.04308023510551662
35,35,35,35,2019-03-27,135.7493438720703,140.8844451904297,142.6295166015625,-0.03644902963856933,-0.04823807086657972
36,36,36,36,2019-03-28,135.899658203125,137.59463500976562,142.25376892089844,-0.012318625697290586,-0.044667433179269245
37,37,37,37,2019-03-29,137.41932678222656,137.21055603027344,141.68601989746094,0.0015215356456033113,-0.030113719887976287
38,38,38,38,2019-04-01,139.06419372558594,136.3672332763672,140.63392639160156,0.019777188290921677,-0.011161834887867927
39,39,39,39,2019-04-02,140.33338928222656,137.0769500732422,142.06175231933594,0.023756285847069236,-0.012166279866971164
40,40,40,40,2019-04-03,140.64230346679688,137.06024169921875,141.85299682617188,0.02613494419073792,-0.008534845131672464
41,41,41,41,2019-04-04,141.4104766845703,135.7493438720703,140.8844451904297,0.04170283738413527,0.003733779789738989
42,42,42,42,2019-04-05,142.0199737548828,135.899658203125,137.59463500976562,0.04503554779078223,0.03216214603718459
43,43,43,43,2019-04-08,143.94041442871094,137.41932678222656,137.21055603027344,0.04745393387655428,0.049047672374074924
44,44,44,44,2019-04-09,142.57940673828125,139.06419372558594,136.3672332763672,0.025277628399671626,0.04555473710700153
45,45,45,45,2019-04-10,141.99496459960938,140.33338928222656,137.0769500732422,0.011840199441354615,0.03587776445083901
46,46,46,46,2019-04-11,142.39572143554688,140.64230346679688,137.06024169921875,0.01246721594803768,0.03892799013179138
47,47,47,47,2019-04-12,144.38294982910156,141.4104766845703,135.7493438720703,0.021020176257248835,0.06359961463362596
48,48,48,48,2019-04-15,144.78375244140625,142.0199737548828,135.899658203125,0.01946049286907736,0.0653724546164971
49,49,49,49,2019-04-16,145.2179412841797,143.94041442871094,137.41932678222656,0.008875386808764985,0.056750492704071176
50,50,50,50,2019-04-17,147.7228546142578,142.57940673828125,139.06419372558594,0.036074269024122696,0.062263769390975776
51,51,51,51,2019-04-18,147.25527954101562,141.99496459960938,140.33338928222656,0.0370457850828656,0.049324614008062984
52,52,52,52,2019-04-22,145.93600463867188,142.39572143554688,140.64230346679688,0.024862286362497654,0.037639465803578354
53,53,53,53,2019-04-23,145.94436645507812,144.38294982910156,141.4104766845703,0.01081441145110773,0.032061908543177475
54,54,54,54,2019-04-24,147.12998962402344,144.78375244140625,142.0199737548828,0.016205113785586533,0.03598096615593094
55,55,55,55,2019-04-25,148.63291931152344,145.2179412841797,143.94041442871094,0.023516226694475062,0.03260032911143629
56,56,56,56,2019-04-26,149.46791076660156,147.7228546142578,142.57940673828125,0.011813041095777299,0.04831345694238198
57,57,57,57,2019-04-29,148.232177734375,147.25527954101562,141.99496459960938,0.006634045287913004,0.043925593786744654
58,58,58,58,2019-04-30,149.3760528564453,145.93600463867188,142.39572143554688,0.02357230641122987,0.04902065420594792
59,59,59,59,2019-05-01,146.3701934814453,145.94436645507812,144.38294982910156,0.002917735276189992,0.013763700317080074
60,60,60,60,2019-05-02,144.2827606201172,147.12998962402344,144.78375244140625,-0.019351792324474926,-0.0034602765354614373
61,61,61,61,2019-05-03,145.2095947265625,148.63291931152344,145.2179412841797,-0.023032075268507035,-5.747607729034154e-05
62,62,62,62,2019-05-06,148.74984741210938,149.46791076660156,147.7228546142578,-0.004804130537513607,0.00695215916679448
63,63,63,63,2019-05-07,148.7164306640625,148.232177734375,147.25527954101562,0.0032668543165792485,0.009922572063977508
