,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MSCI,MSCI_6m,MSCI_12m,MSCI_6m_ret,MSCI_12m_ret
38,38,38,38,2019-04-01,193.2242584228516,183.6339263916016,178.8004150390625,0.05222527350854822,0.08067007775478552
39,39,39,39,2019-04-02,196.1052703857422,183.365951538086,181.45167541503903,0.06947483292725787,0.08075756223901265
40,40,40,40,2019-04-03,197.4930877685547,186.10333251953125,182.7820739746093,0.0612012428516191,0.08048389797781241
41,41,41,41,2019-04-04,197.4356384277344,185.0695953369141,183.5478057861328,0.06681833970787188,0.07566329971704211
42,42,42,42,2019-04-05,198.11524963378903,188.208984375,183.7391967773437,0.05263439092286437,0.07824162241150057
43,43,43,43,2019-04-08,201.95327758789065,190.3146514892578,187.2805633544922,0.06115465103478801,0.0783461666848222
44,44,44,44,2019-04-09,202.8050994873047,193.2242584228516,183.6339263916016,0.04958404882831213,0.10439886284858035
45,45,45,45,2019-04-10,205.40850830078125,196.1052703857422,183.365951538086,0.04744001982577739,0.12021074020449718
46,46,46,46,2019-04-11,207.02603149414065,197.4930877685547,186.10333251953125,0.04826975887256246,0.11242517095933025
47,47,47,47,2019-04-12,208.64358520507807,197.4356384277344,185.0695953369141,0.05676759710960688,0.12737905340554811
48,48,48,48,2019-04-15,209.60069274902344,198.11524963378903,188.208984375,0.05797354386633513,0.1136593369602441
49,49,49,49,2019-04-16,209.9357147216797,201.95327758789065,190.3146514892578,0.039526157877358914,0.10309801730388246
50,50,50,50,2019-04-17,209.6102752685547,202.8050994873047,193.2242584228516,0.033555249835697465,0.0848031038103092
51,51,51,51,2019-04-18,211.8595428466797,205.40850830078125,196.1052703857422,0.03140587797099492,0.08033579327036233
52,52,52,52,2019-04-22,212.98895263671875,207.02603149414065,197.4930877685547,0.0288027602110843,0.07846282137390004
53,53,53,53,2019-04-23,216.33888244628903,208.64358520507807,197.4356384277344,0.036882501005948365,0.09574382907305568
54,54,54,54,2019-04-24,215.1328887939453,209.60069274902344,198.11524963378903,0.026393977865073914,0.08589767416497684
55,55,55,55,2019-04-25,213.706787109375,209.9357147216797,201.95327758789065,0.01796298639654892,0.058199152110166574
56,56,56,56,2019-04-26,216.32931518554688,209.6102752685547,202.8050994873047,0.03205491671810301,0.06668577729273895
