,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,SYY,SYY_6m,SYY_12m,SYY_6m_ret,SYY_12m_ret
51,51,51,51,2019-04-18,62.75764465332031,59.60163116455078,58.29398727416992,0.05295179724286858,0.07657148855089968
52,52,52,52,2019-04-22,62.39518737792969,60.220458984375,58.417030334472656,0.03611278343326729,0.06809926866668303
53,53,53,53,2019-04-23,62.23604965209961,61.00726318359375,59.1065673828125,0.020141642230499412,0.052946439082116825
54,54,54,54,2019-04-24,61.9443244934082,61.55534362792969,59.35411834716797,0.006319205491398083,0.04363987231837685
55,55,55,55,2019-04-25,61.32549285888672,61.970848083496094,59.4425048828125,-0.01041385174751619,0.03167746681917971
56,56,56,56,2019-04-26,61.0868034362793,62.44821548461914,59.19496536254883,-0.021800655755730203,0.03195944219484903
57,57,57,57,2019-04-29,61.634910583496094,62.75764465332031,59.60163116455078,-0.017889996924300045,0.03411449282875734
58,58,58,58,2019-04-30,62.20953750610352,62.39518737792969,60.220458984375,-0.0029753876801695833,0.0330299462221737
59,59,59,59,2019-05-01,61.855918884277344,62.23604965209961,61.00726318359375,-0.006107887148159352,0.01391073220461747
60,60,60,60,2019-05-02,62.61619186401367,61.9443244934082,61.55534362792969,0.010846310394053482,0.017234055949655103
61,61,61,61,2019-05-03,62.34214401245117,61.32549285888672,61.970848083496094,0.01657795324864031,0.005991461153715516
62,62,62,62,2019-05-06,64.49034118652344,61.0868034362793,62.44821548461914,0.05571641596526544,0.03270110580513341
63,63,63,63,2019-05-07,64.4461441040039,61.634910583496094,62.75764465332031,0.04561105863371817,0.02690508001074665
64,64,64,64,2019-05-08,64.51687622070312,62.20953750610352,62.39518737792969,0.037089790522445654,0.03400404633649545
65,65,65,65,2019-05-09,65.02078247070312,61.855918884277344,62.23604965209961,0.051165088863148966,0.04474469112628787
66,66,66,66,2019-05-10,65.40974426269531,62.61619186401367,61.9443244934082,0.044613898027342946,0.05594410460728949
67,67,67,67,2019-05-13,64.86165618896484,62.34214401245117,61.32549285888672,0.040414268973657075,0.05766220808392086
68,68,68,68,2019-05-14,65.09147644042969,64.49034118652344,61.0868034362793,0.009321322276270916,0.06555708891082723
69,69,69,69,2019-05-15,65.3301773071289,64.4461441040039,61.634910583496094,0.013717394817265305,0.059954118350295627
70,70,70,70,2019-05-16,65.98436737060547,64.51687622070312,62.20953750610352,0.022745849394230744,0.06067927870596357
71,71,71,71,2019-05-17,66.2407455444336,65.02078247070312,61.855918884277344,0.01876266368034174,0.07088774589800484
72,72,72,72,2019-05-20,66.26725006103516,65.40974426269531,62.61619186401367,0.01310975616868304,0.058308531520898654
73,73,73,73,2019-05-21,66.73580169677734,64.86165618896484,62.34214401245117,0.028894505905807444,0.07047652521300285
74,74,74,74,2019-05-22,66.66507720947266,65.09147644042969,64.49034118652344,0.0241752200917289,0.03372188738557447
75,75,75,75,2019-05-23,66.01972961425781,65.3301773071289,64.4461441040039,0.010554881917543169,0.024417062217321206
76,76,76,76,2019-05-24,66.3468246459961,65.98436737060547,64.51687622070312,0.005493077979437988,0.028363872098099874
77,77,77,77,2019-05-28,65.9048080444336,66.2407455444336,65.02078247070312,-0.005071463149137645,0.013596046373769655
78,78,78,78,2019-05-29,65.76334381103516,66.26725006103516,65.40974426269531,-0.007604152119423668,0.005405915469103961
79,79,79,79,2019-05-30,65.87828826904297,66.73580169677734,64.86165618896484,-0.01284937628576932,0.015673853241062963
80,80,80,80,2019-05-31,60.83927536010742,66.66507720947266,65.09147644042969,-0.08738911125925208,-0.06532654216583622
81,81,81,81,2019-06-03,60.96305084228516,66.01972961425781,65.3301773071289,-0.07659344867841744,-0.06684700156733225
82,82,82,82,2019-06-04,61.35201644897461,66.3468246459961,65.98436737060547,-0.07528330441844155,-0.07020376350072377
83,83,83,83,2019-06-05,62.62502670288086,65.9048080444336,66.2407455444336,-0.04976543349221918,-0.054584513079300234
84,84,84,84,2019-06-06,62.722267150878906,65.76334381103516,66.26725006103516,-0.046242731648416524,-0.05349524700196795
85,85,85,85,2019-06-07,63.208492279052734,65.87828826904297,66.73580169677734,-0.04052618943417208,-0.05285482946247344
86,86,86,86,2019-06-10,63.40298080444336,60.83927536010742,66.66507720947266,0.04213898717828868,-0.048932612719839064
87,87,87,87,2019-06-11,64.3223876953125,60.96305084228516,66.01972961425781,0.05510447404802843,-0.02570961633533786
88,88,88,88,2019-06-12,64.51687622070312,61.35201644897461,66.3468246459961,0.05158526084241544,-0.02758155247153038
89,89,89,89,2019-06-13,64.11021423339844,62.62502670288086,65.9048080444336,0.023715559237426298,-0.02723008934075377
90,90,90,90,2019-06-14,63.87153244018555,62.722267150878906,65.76334381103516,0.018323082718647132,-0.02876695832689946
91,91,91,91,2019-06-17,63.50906753540039,63.208492279052734,65.87828826904297,0.004755298623809523,-0.03596360494320716
92,92,92,92,2019-06-18,63.36763000488281,63.40298080444336,60.83927536010742,-0.0005575573752530927,0.041557934899948634
93,93,93,93,2019-06-19,62.84604263305664,64.3223876953125,60.96305084228516,-0.022952273930643363,0.03088742713423054
94,94,94,94,2019-06-20,62.57198333740234,64.51687622070312,61.35201644897461,-0.03014549056354776,0.01988470728492442
95,95,95,95,2019-06-21,62.457069396972656,64.11021423339844,62.62502670288086,-0.025785982096509175,-0.002681951844987873
96,96,96,96,2019-06-24,62.86371994018555,63.87153244018555,62.722267150878906,-0.015778743072178414,0.0022552244319609116
97,97,97,97,2019-06-25,63.38529968261719,63.50906753540039,63.208492279052734,-0.0019488217602031677,0.00279720963417196
98,98,98,98,2019-06-26,62.1564826965332,63.36763000488281,63.40298080444336,-0.01911302834359252,-0.01965992910892922
99,99,99,99,2019-06-27,62.27141571044922,62.84604263305664,64.3223876953125,-0.009143406625657158,-0.031885818582769176
100,100,100,100,2019-06-28,62.518951416015625,62.57198333740234,64.51687622070312,-0.0008475346082726931,-0.030967475825284585
101,101,101,101,2019-07-01,62.48360061645508,62.457069396972656,64.11021423339844,0.00042479129646300073,-0.025372144460811485
102,102,102,102,2019-07-02,63.13777160644531,62.86371994018555,63.87153244018555,0.004359456718764365,-0.01148807310091371
103,103,103,103,2019-07-03,63.77778625488281,63.38529968261719,63.50906753540039,0.00619207567418445,0.004231186662166486
104,104,104,104,2019-07-05,63.77778625488281,62.1564826965332,63.36763000488281,0.026084223045008903,0.006472646207036581
105,105,105,105,2019-07-08,63.999996185302734,62.27141571044922,62.84604263305664,0.027758811248022708,0.018361594523679914
106,106,106,106,2019-07-09,63.54667282104492,62.518951416015625,62.57198333740234,0.01643855793726612,0.015577091082231487
107,107,107,107,2019-07-10,64.0533447265625,62.48360061645508,62.457069396972656,0.02512249765731367,0.02555796077212702
108,108,108,108,2019-07-11,63.982215881347656,63.13777160644531,62.86371994018555,0.013374629059859533,0.017792391895139925
109,109,109,109,2019-07-12,64.5244369506836,63.77778625488281,63.38529968261719,0.0117070651028377,0.01797163181006156
110,110,110,110,2019-07-15,64.74666595458984,63.77778625488281,62.1564826965332,0.015191491530216927,0.04167197282868629
111,111,111,111,2019-07-16,64.57777404785156,63.999996185302734,62.27141571044922,0.009027779640423006,0.03703719131947292
112,112,112,112,2019-07-17,63.77778625488281,63.54667282104492,62.518951416015625,0.0036369084891152426,0.020135251957292155
113,113,113,113,2019-07-18,63.893314361572266,64.0533447265625,62.48360061645508,-0.002498392014864903,0.022561339794908264
114,114,114,114,2019-07-19,62.98664855957031,63.982215881347656,63.13777160644531,-0.015560063184175799,-0.002393544197552444
115,115,115,115,2019-07-22,62.44443893432617,64.5244369506836,63.77778625488281,-0.03223581815905152,-0.020906139878045127
116,116,116,116,2019-07-23,62.373321533203125,64.74666595458984,63.77778625488281,-0.036655855346301,-0.02202122093211034
117,117,117,117,2019-07-24,62.328895568847656,64.57777404785156,63.999996185302734,-0.03482434184457195,-0.026110948688444435
118,118,118,118,2019-07-25,62.33778381347656,63.77778625488281,63.54667282104492,-0.022578432491391243,-0.019023639695074812
119,119,119,119,2019-07-26,63.01333618164063,63.893314361572266,64.0533447265625,-0.013772617506611629,-0.01623660012387429
120,120,120,120,2019-07-29,62.17777633666992,62.98664855957031,63.982215881347656,-0.012841963200111994,-0.028202204625485172
121,121,121,121,2019-07-30,61.89332580566406,62.44443893432617,64.5244369506836,-0.00882565586411499,-0.04077697178559658
122,122,122,122,2019-07-31,60.95109939575195,62.373321533203125,64.74666595458984,-0.022801770091626095,-0.05862180705180886
123,123,123,123,2019-08-01,61.27109909057617,62.328895568847656,64.57777404785156,-0.016971205227005126,-0.05120453601923747
124,124,124,124,2019-08-02,61.24444580078125,62.33778381347656,63.77778625488281,-0.017538929775988366,-0.039721360725461174
125,125,125,125,2019-08-05,59.68001556396485,63.01333618164063,63.893314361572266,-0.052898653200446955,-0.0659427177899139
126,126,126,126,2019-08-06,60.9688835144043,62.17777633666992,62.98664855957031,-0.01944252261000634,-0.0320348056502433
127,127,127,127,2019-08-07,62.106666564941406,61.89332580566406,62.44443893432617,0.0034469105755796647,-0.0054091665350697316
128,128,128,128,2019-08-08,62.782203674316406,60.95109939575195,62.373321533203125,0.03004218622333954,0.006555401108398806
129,129,129,129,2019-08-09,62.213321685791016,61.27109909057617,62.328895568847656,0.015377928733120383,-0.0018542584783807214
130,130,130,130,2019-08-12,64.16889190673828,61.24444580078125,62.33778381347656,0.047750388916405706,0.029373968422436336
131,131,131,131,2019-08-13,65.2088851928711,59.68001556396485,63.01333618164063,0.09264189321432759,0.03484260863290323
132,132,132,132,2019-08-14,64.24888610839844,60.9688835144043,62.17777633666992,0.05379797701591871,0.0333094860214076
133,133,133,133,2019-08-15,64.22220611572266,62.106666564941406,61.89332580566406,0.03406300269825535,0.037627325398071676
134,134,134,134,2019-08-16,64.85333251953125,62.782203674316406,60.95109939575195,0.0329891071673567,0.06402235829155956
135,135,135,135,2019-08-19,65.4222183227539,62.213321685791016,61.27109909057617,0.05157893116798129,0.06775003702873339
136,136,136,136,2019-08-20,64.71112060546875,64.16889190673828,61.24444580078125,0.008450024343860107,0.05660390520903813
137,137,137,137,2019-08-21,64.22220611572266,65.2088851928711,59.68001556396485,-0.015131052681396029,0.07610907116620136
138,138,138,138,2019-08-22,65.14668273925781,64.24888610839844,60.9688835144043,0.013973730678297658,0.06852346613607385
139,139,139,139,2019-08-23,64.71112060546875,64.22220611572266,62.106666564941406,0.007612857285922425,0.04193517676244962
140,140,140,140,2019-08-26,65.20000457763672,64.85333251953125,62.782203674316406,0.005345477936713028,0.03851092764858488
141,141,141,141,2019-08-27,65.66222381591797,65.4222183227539,62.213321685791016,0.003668562444336887,0.055436714142119925
142,142,142,142,2019-08-28,66.14222717285156,64.71112060546875,64.16889190673828,0.022115311155064044,0.030752210416556514
143,143,143,143,2019-08-29,66.21333312988281,64.22220611572266,65.2088851928711,0.031003715608466154,0.01540354407287925
144,144,144,144,2019-08-30,66.07111358642578,65.14668273925781,64.24888610839844,0.014189991083166875,0.02836200887518814
145,145,145,145,2019-09-03,66.195556640625,64.71112060546875,64.22220611572266,0.022939427122682154,0.030726918993510433
146,146,146,146,2019-09-04,66.72888946533203,65.20000457763672,64.85333251953125,0.02344915307290818,0.02891997794000689
147,147,147,147,2019-09-05,66.11554718017578,65.66222381591797,65.4222183227539,0.006903868585515616,0.010597758302866023
148,148,148,148,2019-09-06,67.29776000976562,66.14222717285156,64.71112060546875,0.017470425268478973,0.03997210031436671
149,149,149,149,2019-09-09,68.1866683959961,66.21333312988281,64.22220611572266,0.02980268735667524,0.06173039700831562
150,150,150,150,2019-09-10,68.22220611572266,66.07111358642578,65.14668273925781,0.03255723133049804,0.0472092092359373
151,151,151,151,2019-09-11,68.50666809082031,66.195556640625,64.71112060546875,0.03491339249161873,0.058653712836967964
152,152,152,152,2019-09-12,69.08444213867188,66.72888946533203,65.20000457763672,0.03530034280824701,0.059577259023191775
153,153,153,153,2019-09-13,69.58222198486328,66.11554718017578,65.66222381591797,0.052433579582125134,0.05969944271054395
154,154,154,154,2019-09-16,68.61333465576172,67.29776000976562,66.14222717285156,0.01954856514994252,0.037360512164979376
155,155,155,155,2019-09-17,69.67110443115234,68.1866683959961,66.21333312988281,0.021770179861777983,0.052221677082572304
156,156,156,156,2019-09-18,70.09777069091797,68.22220611572266,66.07111358642578,0.0274919953777788,0.06094428996152801
157,157,157,157,2019-09-19,69.67999267578125,68.50666809082031,66.195556640625,0.01712715882496929,0.052638518534910306
158,158,158,158,2019-09-20,69.54664611816406,69.08444213867188,66.72888946533203,0.006690420667571084,0.04222693761891483
159,159,159,159,2019-09-23,69.95555877685547,69.58222198486328,66.11554718017578,0.005365404859784428,0.058080311824615594
160,160,160,160,2019-09-24,69.87554168701172,68.61333465576172,67.29776000976562,0.018395943552118377,0.038304123003084056
161,161,161,161,2019-09-25,69.97333526611328,69.67110443115234,68.1866683959961,0.004337965321901782,0.026202583468971863
162,162,162,162,2019-09-26,70.04444122314453,70.09777069091797,68.22220611572266,-0.0007607869301377024,0.0267102928968741
163,163,163,163,2019-09-27,70.1066665649414,69.67999267578125,68.50666809082031,0.006123334299781735,0.023355368443841895
164,164,164,164,2019-09-30,70.57776641845703,69.54664611816406,69.08444213867188,0.014826312379478734,0.02161592731381745
165,165,165,165,2019-10-01,70.5422134399414,69.95555877685547,69.58222198486328,0.008386105026439106,0.013796504734886916
166,166,166,166,2019-10-02,69.89332580566406,69.87554168701172,68.61333465576172,0.00025451135294241034,0.018655136881542855
167,167,167,167,2019-10-03,69.63426971435547,69.97333526611328,69.67110443115234,-0.004845639420621106,-0.0005286943144883205
168,168,168,168,2019-10-04,69.81293487548828,70.04444122314453,70.09777069091797,-0.003305135191509767,-0.004063407617991399
169,169,169,169,2019-10-07,69.8754653930664,70.1066665649414,69.67999267578125,-0.0032978485956229875,0.0028052918747376587
170,170,170,170,2019-10-08,69.29480743408203,70.57776641845703,69.54664611816406,-0.018177948233276564,-0.003621147792722379
171,171,171,171,2019-10-09,69.81293487548828,70.5422134399414,69.95555877685547,-0.0103381865820531,-0.002038778674074093
172,172,172,172,2019-10-10,69.8843994140625,69.89332580566406,69.87554168701172,-0.00012771450633763948,0.00012676434181302376
173,173,173,173,2019-10-11,70.45612335205078,69.63426971435547,69.97333526611328,0.011802430628864435,0.006899600885128976
174,174,174,174,2019-10-14,70.56331634521484,69.81293487548828,70.04444122314453,0.010748459022169365,0.007407798720491021
175,175,175,175,2019-10-15,70.64371490478516,69.8754653930664,70.1066665649414,0.010994553058031986,0.007660446091047213
176,176,176,176,2019-10-16,70.49185943603516,69.29480743408203,70.57776641845703,0.0172747720396198,-0.0012171961055346125
177,177,177,177,2019-10-17,70.75985717773438,69.81293487548828,70.5422134399414,0.013563708558234078,0.003085297826361355
178,178,178,178,2019-10-18,70.69731140136719,69.8843994140625,69.89332580566406,0.01163223829811022,0.011503038186200687
179,179,179,179,2019-10-21,70.98316192626953,70.45612335205078,69.63426971435547,0.007480379974715179,0.019371097269308857
180,180,180,180,2019-10-22,70.57225036621094,70.56331634521484,69.81293487548828,0.00012660999310720733,0.010876429877599403
181,181,181,181,2019-10-23,70.42931365966797,70.64371490478516,69.8754653930664,-0.003034965607431106,0.00792621936020077
182,182,182,182,2019-10-24,70.52759552001953,70.49185943603516,69.29480743408203,0.0005069533456809605,0.017790482888782266
183,183,183,183,2019-10-25,70.72412872314453,70.75985717773438,69.81293487548828,-0.000504925476320528,0.013051934419908928
184,184,184,184,2019-10-28,70.44718170166016,70.69731140136719,69.8843994140625,-0.003538036945803791,0.008053046063445368
185,185,185,185,2019-10-29,70.67052459716797,70.98316192626953,70.45612335205078,-0.004404387190109937,0.003043046294867624
186,186,186,186,2019-10-30,71.15292358398438,70.57225036621094,70.56331634521484,0.008228067190152455,0.008355718938789947
187,187,187,187,2019-10-31,71.34944915771484,70.42931365966797,70.64371490478516,0.013064666546279247,0.009990050125207706
188,188,188,188,2019-11-01,72.60902404785156,70.52759552001953,70.49185943603516,0.029512257046126145,0.030034171729255377
189,189,189,189,2019-11-04,72.18915557861328,70.72412872314453,70.75985717773438,0.020714668132621572,0.020199283292627435
190,190,190,190,2019-11-05,71.53704071044922,70.44718170166016,70.69731140136719,0.01547058352745112,0.01187781108555419
191,191,191,191,2019-11-06,72.4124755859375,70.67052459716797,70.98316192626953,0.024648904174674025,0.020135953666766904
192,192,192,192,2019-11-07,72.26956176757812,71.15292358398438,70.57225036621094,0.015693496870522017,0.024050691207373465
193,193,193,193,2019-11-08,71.82290649414062,71.34944915771484,70.42931365966797,0.006635753212042683,0.0197871136613208
194,194,194,194,2019-11-11,71.59957122802734,72.60902404785156,70.52759552001953,-0.013902580747524707,0.01519937976197605
195,195,195,195,2019-11-12,71.73359680175781,72.18915557861328,70.72412872314453,-0.006310626204227732,0.014273319400864182
196,196,196,196,2019-11-13,72.555419921875,71.53704071044922,70.44718170166016,0.01423569106734135,0.02992650904252092
197,197,197,197,2019-11-14,72.80554962158203,72.4124755859375,70.67052459716797,0.00542826401754537,0.030210968951822625
198,198,198,198,2019-11-15,72.90382385253906,72.26956176757812,71.15292358398438,0.008776337775518117,0.02460756607545478
199,199,199,199,2019-11-18,72.09088897705078,71.82290649414062,71.34944915771484,0.003731156200591945,0.010391668444377444
200,200,200,200,2019-11-19,71.72464752197266,71.59957122802734,72.60902404785156,0.0017468860748757198,-0.01217998089736172
201,201,201,201,2019-11-20,71.30477905273438,71.73359680175781,72.18915557861328,-0.005977920641683565,-0.012250822423263141
202,202,202,202,2019-11-21,70.76878356933594,72.555419921875,71.53704071044922,-0.024624436802417327,-0.010739291610102453
203,203,203,203,2019-11-22,70.6258544921875,72.80554962158203,72.4124755859375,-0.02993858491177981,-0.02467283543744725
204,204,204,204,2019-11-25,71.30477905273438,72.90382385253906,72.26956176757812,-0.021933620423519096,-0.013349779509477688
205,205,205,205,2019-11-26,72.04623413085938,72.09088897705078,71.82290649414062,-0.0006194242687952434,0.003109420763095505
206,206,206,206,2019-11-27,72.4124755859375,71.72464752197266,71.59957122802734,0.009589842372583757,0.011353480809560335
207,207,207,207,2019-11-29,71.9569091796875,71.30477905273438,71.73359680175781,0.00914567207999939,0.003113079336406699
208,208,208,208,2019-12-02,72.1980972290039,70.76878356933594,72.555419921875,0.02019695107896813,-0.004924824268894623
209,209,209,209,2019-12-03,72.62690734863281,70.6258544921875,72.80554962158203,0.02833314896978223,-0.002453690328247493
210,210,210,210,2019-12-04,73.2432861328125,71.30477905273438,72.90382385253906,0.027186215367759337,0.00465630281561169
211,211,211,211,2019-12-05,74.1187515258789,72.04623413085938,72.09088897705078,0.028766491684425466,0.02812924875255285
212,212,212,212,2019-12-06,73.94007110595703,72.4124755859375,71.72464752197266,0.021095750527222457,0.03088789782209367
213,213,213,213,2019-12-09,74.26167297363281,71.9569091796875,71.30477905273438,0.032029777546308535,0.04146838346854187
214,214,214,214,2019-12-10,73.72566986083984,72.1980972290039,70.76878356933594,0.02115807327983532,0.041782352929761624
215,215,215,215,2019-12-11,74.03833770751953,72.62690734863281,70.6258544921875,0.019433986802045666,0.04831776181496705
216,216,216,216,2019-12-12,74.38672637939453,73.2432861328125,71.30477905273438,0.015611536660283365,0.04322217062591083
217,217,217,217,2019-12-13,74.6279067993164,74.1187515258789,72.04623413085938,0.00686945291111285,0.035833554655582356
218,218,218,218,2019-12-16,75.24431610107422,73.94007110595703,72.4124755859375,0.017639217485309056,0.03910708054409695
219,219,219,219,2019-12-17,75.16393280029297,74.26167297363281,71.9569091796875,0.012149737415429795,0.044568668348400564
220,220,220,220,2019-12-18,75.10137176513672,73.72566986083984,72.1980972290039,0.018659740995145446,0.04021261844233881
221,221,221,221,2019-12-19,75.47657775878906,74.03833770751953,72.62690734863281,0.019425612403011217,0.03923711630011861
222,222,222,222,2019-12-20,76.32522583007812,74.38672637939453,73.2432861328125,0.02605974943428313,0.04207811882821755
223,223,223,223,2019-12-23,76.20016479492188,74.6279067993164,74.1187515258789,0.021067963219623342,0.028082141512006276
224,224,224,224,2019-12-24,76.2716293334961,75.24431610107422,73.94007110595703,0.013653034350686433,0.031533080678241676
225,225,225,225,2019-12-26,76.41458129882812,75.16393280029297,74.26167297363281,0.016638944397149524,0.02899084061787449
226,226,226,226,2019-12-27,76.59323120117188,75.10137176513672,73.72566986083984,0.019864609673184486,0.0388950191398012
227,227,227,227,2019-12-30,76.64683532714844,75.47657775878906,74.03833770751953,0.01550491030607315,0.0352317150870336
228,228,228,228,2019-12-31,76.41458129882812,76.32522583007812,74.38672637939453,0.0011707200047981203,0.027260978109063805
229,229,229,229,2020-01-02,76.02839660644531,76.20016479492188,74.6279067993164,-0.002254170826780255,0.01876630160477366
230,230,230,230,2020-01-03,75.75001525878906,76.2716293334961,75.24431610107422,-0.006838900378360657,0.00672076223053919
231,231,231,231,2020-01-06,75.65121459960938,76.41458129882812,75.16393280029297,-0.009989804121722679,0.006482920480106902
232,232,232,232,2020-01-07,75.04056549072266,76.59323120117188,75.10137176513672,-0.02027157865126683,-0.0008096559754490196
233,233,233,233,2020-01-08,75.91166687011719,76.64683532714844,75.47657775878906,-0.009591634852154862,0.005764558015846966
234,234,234,234,2020-01-09,76.00146484375,76.41458129882812,76.32522583007812,-0.005406251634914927,-0.004241860837056799
235,235,235,235,2020-01-10,76.26189422607422,76.02839660644531,76.20016479492188,0.003071189582460665,0.0008100957697201316
236,236,236,236,2020-01-13,75.18425750732422,75.75001525878906,76.2716293334961,-0.007468747689779565,-0.014256570046738637
237,237,237,237,2020-01-14,73.9988021850586,75.65121459960938,76.41458129882812,-0.021842510041594432,-0.031614111766474884
238,238,238,238,2020-01-15,74.22332763671875,75.04056549072266,76.59323120117188,-0.010890614278552313,-0.03094142298591085
239,239,239,239,2020-01-16,74.23233032226562,75.91166687011719,76.64683532714844,-0.02212224572442678,-0.0315016920734833
240,240,240,240,2020-01-17,74.3759994506836,76.00146484375,76.41458129882812,-0.02138729031615605,-0.02667791687783272
241,241,241,241,2020-01-21,74.74421691894531,76.26189422607422,76.02839660644531,-0.01990086035143368,-0.01689079008396621
242,242,242,242,2020-01-22,74.66337585449219,75.18425750732422,75.75001525878906,-0.0069280680570834585,-0.014345071754567007
243,243,243,243,2020-01-23,75.0675048828125,73.9988021850586,75.65121459960938,0.01444216211880378,-0.007715800993892907
