,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ZION,ZION_6m,ZION_12m,ZION_6m_ret,ZION_12m_ret
0,0,0,0,2019-02-05,41.36833190917969,,,,
1,1,1,1,2019-02-06,41.49540710449219,,,,
2,2,2,2,2019-02-07,41.766510009765625,,,,
3,3,3,3,2019-02-08,41.54623031616211,,,,
4,4,4,4,2019-02-11,41.8681755065918,,,,
5,5,5,5,2019-02-12,42.26634979248047,,,,
6,6,6,6,2019-02-13,42.23226165771485,41.36833190917969,,0.020883842994487756,
7,7,7,7,2019-02-14,41.70381927490234,41.49540710449219,,0.005022535864880995,
8,8,8,8,2019-02-15,42.70954513549805,41.766510009765625,,0.02257873893490081,
9,9,9,9,2019-02-19,43.22945785522461,41.54623031616211,,0.04051456717621149,
10,10,10,10,2019-02-20,43.706764221191406,41.8681755065918,,0.043913752924584326,
11,11,11,11,2019-02-21,43.38289260864258,42.26634979248047,,0.026416826190198917,
12,12,12,12,2019-02-22,43.61300277709961,42.23226165771485,41.36833190917969,0.032693989504408494,0.05426060864256965
13,13,13,13,2019-02-25,43.45957946777344,41.70381927490234,41.49540710449219,0.04210070500491869,0.047334693170623554
14,14,14,14,2019-02-26,42.97377014160156,42.70954513549805,41.766510009765625,0.006186556313471536,0.028904979888280335
15,15,15,15,2019-02-27,43.53630447387695,43.22945785522461,41.54623031616211,0.007098090836114013,0.04790023409032784
16,16,16,16,2019-02-28,43.5533447265625,43.706764221191406,41.8681755065918,-0.0035102002484668215,0.04024940660969056
17,17,17,17,2019-03-01,43.61300277709961,43.38289260864258,42.26634979248047,0.005304168408797771,0.03186111389393553
18,18,18,18,2019-03-04,43.34879684448242,43.61300277709961,42.23226165771485,-0.0060579624376589924,0.026437968106394427
19,19,19,19,2019-03-05,43.28912353515625,43.45957946777344,41.70381927490234,-0.003922171698499399,0.03801340711276202
20,20,20,20,2019-03-06,42.33452987670898,42.97377014160156,42.70954513549805,-0.014875126450070497,-0.008780595944052227
21,21,21,21,2019-03-07,41.51631546020508,43.53630447387695,43.22945785522461,-0.046397806108782746,-0.03962905111502535
22,22,22,22,2019-03-08,41.50778198242188,43.5533447265625,43.706764221191406,-0.046966834739860075,-0.05031217199335336
23,23,23,23,2019-03-11,41.64415740966797,43.61300277709961,43.38289260864258,-0.04514354073472426,-0.04007882126855289
24,24,24,24,2019-03-12,41.6953010559082,43.34879684448242,43.61300277709961,-0.03814398343064229,-0.04397087104945585
25,25,25,25,2019-03-13,41.86575698852539,43.28912353515625,43.45957946777344,-0.0328804658166596,-0.03667367468269944
26,26,26,26,2019-03-14,41.83167266845703,42.33452987670898,42.97377014160156,-0.011878180995901433,-0.026576618001661
27,27,27,27,2019-03-15,41.89984893798828,41.51631546020508,43.53630447387695,0.009238138633733906,-0.037588296840182944
28,28,28,28,2019-03-18,42.64988708496094,41.50778198242188,43.5533447265625,0.027515445248862624,-0.020743702860794522
29,29,29,29,2019-03-19,41.737911224365234,41.64415740966797,43.61300277709961,0.002251307759092658,-0.04299386497916058
30,30,30,30,2019-03-20,40.15260696411133,41.6953010559082,43.34879684448242,-0.03699923139368422,-0.07373191675509938
31,31,31,31,2019-03-21,39.24915313720703,41.86575698852539,43.28912353515625,-0.06249985762912447,-0.09332529901346354
32,32,32,32,2019-03-22,37.195068359375,41.83167266845703,42.33452987670898,-0.11083956278368567,-0.12140117139133588
33,33,33,33,2019-03-25,37.288822174072266,41.89984893798828,41.51631546020508,-0.11004876821251386,-0.10182727535599878
34,34,34,34,2019-03-26,38.33717346191406,42.64988708496094,41.50778198242188,-0.1011189927526821,-0.07638588161252602
35,35,35,35,2019-03-27,38.2434196472168,41.737911224365234,41.64415740966797,-0.08372463965346855,-0.08166182182525483
36,36,36,36,2019-03-28,38.6695671081543,40.15260696411133,41.6953010559082,-0.03693508262819856,-0.07256774435317725
37,37,37,37,2019-03-29,38.70366668701172,39.24915313720703,41.86575698852539,-0.013898043819911332,-0.07552927568896795
38,38,38,38,2019-04-01,39.8202018737793,37.195068359375,41.83167266845703,0.07057746174951274,-0.04808487603687128
39,39,39,39,2019-04-02,39.99918746948242,37.288822174072266,41.89984893798828,0.07268573093453012,-0.04536201243395499
40,40,40,40,2019-04-03,40.21225738525391,38.33717346191406,42.64988708496094,0.048910333079267065,-0.05715442328958875
41,41,41,41,2019-04-04,40.63842010498047,38.2434196472168,41.737911224365234,0.06262516479584668,-0.02634274421339322
42,42,42,42,2019-04-05,40.5446662902832,38.6695671081543,40.15260696411133,0.048490307038723035,0.009764230913382521
43,43,43,43,2019-04-08,40.587284088134766,38.70366668701172,39.24915313720703,0.04866767317824072,0.03409324390388502
44,44,44,44,2019-04-09,39.97361373901367,39.8202018737793,37.195068359375,0.003852613950091399,0.07470198341330225
45,45,45,45,2019-04-10,40.17817306518555,39.99918746948242,37.288822174072266,0.004474730788961212,0.07748571080162225
46,46,46,46,2019-04-11,40.48501205444336,40.21225738525391,38.33717346191406,0.006782873853022453,0.0560249595516753
47,47,47,47,2019-04-12,41.26914978027344,40.63842010498047,38.2434196472168,0.015520526478726593,0.07911766680302201
48,48,48,48,2019-04-15,40.61285781860352,40.5446662902832,38.6695671081543,0.0016818865355086032,0.05025374876874289
49,49,49,49,2019-04-16,41.132774353027344,40.587284088134766,38.70366668701172,0.013439930193605676,0.06276169350204719
50,50,50,50,2019-04-17,41.217994689941406,39.97361373901367,39.8202018737793,0.0311300589196728,0.035102604969025064
51,51,51,51,2019-04-18,40.314544677734375,40.17817306518555,39.99918746948242,0.0033941715649334903,0.007884090357899387
52,52,52,52,2019-04-22,39.81167602539063,40.48501205444336,40.21225738525391,-0.016631735916176615,-0.00996167302983042
53,53,53,53,2019-04-23,41.62710952758789,41.26914978027344,40.63842010498047,0.008673785363166209,0.02432893355729271
54,54,54,54,2019-04-24,41.252098083496094,40.61285781860352,40.5446662902832,0.01573984937843398,0.017448208554682987
55,55,55,55,2019-04-25,41.217994689941406,41.132774353027344,40.587284088134766,0.0020718353734821005,0.015539610889880207
56,56,56,56,2019-04-26,41.55039596557617,41.217994689941406,39.97361373901367,0.008064469854373701,0.03944557619576905
57,57,57,57,2019-04-29,42.12145614624024,40.314544677734375,40.17817306518555,0.04482033675314745,0.04836663623061921
58,58,58,58,2019-04-30,42.044734954833984,39.81167602539063,40.48501205444336,0.05609055313368816,0.03852593395039983
59,59,59,59,2019-05-01,41.40550231933594,41.62710952758789,41.26914978027344,-0.005323627097026384,0.003303982267346628
60,60,60,60,2019-05-02,42.17258834838867,41.252098083496094,40.61285781860352,0.02231378057497735,0.038404845498724915
61,61,61,61,2019-05-03,42.65842056274414,41.217994689941406,41.132774353027344,0.03494652963197753,0.03709076846173187
62,62,62,62,2019-05-06,42.34305953979492,41.55039596557617,41.217994689941406,0.019077160537181337,0.02729547757761419
63,63,63,63,2019-05-07,41.51631546020508,42.12145614624024,40.314544677734375,-0.014366566149427329,0.02980985627091659
64,64,64,64,2019-05-08,41.07310485839844,42.044734954833984,39.81167602539063,-0.023109435639903753,0.031684896466134926
65,65,65,65,2019-05-09,41.11572647094727,41.40550231933594,41.62710952758789,-0.00699848648505208,-0.012284856249788478
66,66,66,66,2019-05-10,41.28618240356445,42.17258834838867,41.252098083496094,-0.02101853311685775,0.0008262445221420833
67,67,67,67,2019-05-13,39.23210525512695,42.65842056274414,41.217994689941406,-0.08031978827199171,-0.048180156500895466
68,68,68,68,2019-05-14,39.58155822753906,42.34305953979492,41.55039596557617,-0.06521733059134616,-0.04738433153966237
69,69,69,69,2019-05-15,38.715118408203125,41.51631546020508,42.12145614624024,-0.06747219788054182,-0.08086942023587107
70,70,70,70,2019-05-16,39.09257888793945,41.07310485839844,42.044734954833984,-0.04821953386010003,-0.07021464328567772
71,71,71,71,2019-05-17,38.68936920166016,41.11572647094727,41.40550231933594,-0.05901287603422489,-0.06559836170390732
72,72,72,72,2019-05-20,38.51781463623047,41.28618240356445,42.17258834838867,-0.06705313027670434,-0.0866623049542522
73,73,73,73,2019-05-21,39.272727966308594,39.23210525512695,42.65842056274414,0.0010354456106158594,-0.07936750943358772
74,74,74,74,2019-05-22,38.96389389038086,39.58155822753906,42.34305953979492,-0.015604851471675008,-0.07980447530576407
75,75,75,75,2019-05-23,38.543548583984375,38.715118408203125,41.51631546020508,-0.00443159755860123,-0.07160478581174212
76,76,76,76,2019-05-24,38.8952751159668,39.09257888793945,41.07310485839844,-0.005047090204466587,-0.053023255727557395
77,77,77,77,2019-05-28,37.960208892822266,38.68936920166016,41.11572647094727,-0.018846528746367053,-0.07674721691600717
