,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,IQV,IQV_6m,IQV_12m,IQV_6m_ret,IQV_12m_ret
58,58,58,58,2019-04-30,138.89999389648438,134.3699951171875,143.17999267578125,0.03371287448024507,-0.02989243608210379
59,59,59,59,2019-05-01,134.99000549316406,137.02000427246094,142.52000427246094,-0.014815346051663125,-0.052834679719076405
60,60,60,60,2019-05-02,136.13999938964844,135.7899932861328,141.0800018310547,0.0025775544651371884,-0.03501561083988336
61,61,61,61,2019-05-03,138.83999633789062,137.36000061035156,136.2899932861328,0.01077457572046292,0.018710126769206248
62,62,62,62,2019-05-06,138.77000427246094,138.6999969482422,132.30999755859375,0.0005047391907648802,0.04882478144560731
63,63,63,63,2019-05-07,134.3699951171875,139.08999633789062,133.00999450683594,-0.03393487198918932,0.010224800139223111
64,64,64,64,2019-05-08,133.22000122070312,138.89999389648438,134.3699951171875,-0.04089267764845461,-0.008558412876933152
65,65,65,65,2019-05-09,133.13999938964844,134.99000549316406,137.02000427246094,-0.01370476352495087,-0.02831706876243567
66,66,66,66,2019-05-10,134.16000366210938,136.13999938964844,135.7899932861328,-0.01454382059949988,-0.012003753624089009
67,67,67,67,2019-05-13,132.27999877929688,138.83999633789062,137.36000061035156,-0.04724861518023149,-0.036983123241715044
68,68,68,68,2019-05-14,134.5500030517578,138.77000427246094,138.6999969482422,-0.03041003884685034,-0.029920648794484084
69,69,69,69,2019-05-15,135.27000427246094,134.3699951171875,139.08999633789062,0.006697992021868604,-0.027464175469167462
70,70,70,70,2019-05-16,135.24000549316406,133.22000122070312,138.89999389648438,0.015162920386965206,-0.02634980967708267
71,71,71,71,2019-05-17,133.6699981689453,133.13999938964844,134.99000549316406,0.0039807629692545365,-0.009778555970838876
72,72,72,72,2019-05-20,133.6699981689453,134.16000366210938,136.13999938964844,-0.0036523962417157607,-0.018143097045517753
73,73,73,73,2019-05-21,134.57000732421875,132.27999877929688,138.83999633789062,0.0173118276841131,-0.030754747380431602
74,74,74,74,2019-05-22,134.82000732421875,134.5500030517578,138.77000427246094,0.002006720671400286,-0.028464342629022088
75,75,75,75,2019-05-23,134.44000244140625,135.27000427246094,134.3699951171875,-0.006135889737852729,0.0005210041435046442
76,76,76,76,2019-05-24,136.3800048828125,135.24000549316406,133.22000122070312,0.008429453884531757,0.023720189409653702
77,77,77,77,2019-05-28,136.61000061035156,133.6699981689453,133.13999938964844,0.021994482544171134,0.02606280033506536
78,78,78,78,2019-05-29,135.32000732421875,133.6699981689453,134.16000366210938,0.012343900485342951,0.008646419427886354
79,79,79,79,2019-05-30,136.1300048828125,134.57000732421875,132.27999877929688,0.011592460977097652,0.029104975348080986
80,80,80,80,2019-05-31,135.85000610351562,134.82000732421875,134.5500030517578,0.007639806581673847,0.009661858210866958
81,81,81,81,2019-06-03,132.9499969482422,134.44000244140625,135.27000427246094,-0.011083051666958,-0.017150937021823354
82,82,82,82,2019-06-04,135.57000732421875,136.3800048828125,135.24000549316406,-0.0059392691713844314,0.0024401199175592136
83,83,83,83,2019-06-05,138.1699981689453,136.61000061035156,133.6699981689453,0.011419351084283269,0.03366499634654341
84,84,84,84,2019-06-06,137.41000366210938,135.32000732421875,133.6699981689453,0.015444843517360418,0.027979393614093295
85,85,85,85,2019-06-07,138.74000549316406,136.1300048828125,134.57000732421875,0.01917285327799978,0.030987574808542195
86,86,86,86,2019-06-10,139.72000122070312,135.85000610351562,134.82000732421875,0.028487264948951374,0.03634470872487605
87,87,87,87,2019-06-11,139.42999267578125,132.9499969482422,134.44000244140625,0.04874009685056069,0.03711685617195526
88,88,88,88,2019-06-12,139.89999389648438,135.57000732421875,136.3800048828125,0.03193911881932965,0.02581015462418046
89,89,89,89,2019-06-13,141.0800018310547,138.1699981689453,136.61000061035156,0.021061038580540536,0.03272089305857451
90,90,90,90,2019-06-14,141.3000030517578,137.41000366210938,135.32000732421875,0.028309433709163834,0.04419151200022742
91,91,91,91,2019-06-17,141.4499969482422,138.74000549316406,136.1300048828125,0.019532876948110234,0.039080231209933425
92,92,92,92,2019-06-18,145.66000366210938,139.72000122070312,135.85000610351562,0.0425136157279542,0.0722119773120855
93,93,93,93,2019-06-19,154.24000549316406,139.42999267578125,132.9499969482422,0.10621827150074359,0.16013545719154942
94,94,94,94,2019-06-20,154.52000427246094,139.89999389648438,135.57000732421875,0.10450329530960722,0.13978015729484206
95,95,95,95,2019-06-21,158.6699981689453,141.0800018310547,138.1699981689453,0.12468100446266583,0.14836795448845508
96,96,96,96,2019-06-24,157.42999267578125,141.3000030517578,137.41000366210938,0.11415420577248714,0.1456952804025895
97,97,97,97,2019-06-25,154.13999938964844,141.4499969482422,138.74000549316406,0.08971369894090309,0.11099894253098586
98,98,98,98,2019-06-26,155.6300048828125,145.66000366210938,139.72000122070312,0.06844707517535675,0.1138706235550182
99,99,99,99,2019-06-27,156.6300048828125,154.24000549316406,139.42999267578125,0.015495327441195972,0.1233594858390814
100,100,100,100,2019-06-28,160.89999389648438,154.52000427246094,139.89999389648438,0.041289085216266175,0.15010722599129234
101,101,101,101,2019-07-01,160.6999969482422,158.6699981689453,141.0800018310547,0.012793841323016863,0.1390699947727725
102,102,102,102,2019-07-02,160.88999938964844,157.42999267578125,141.3000030517578,0.02197806564720417,0.13864116004806348
103,103,103,103,2019-07-03,161.4600067138672,154.13999938964844,141.4499969482422,0.047489343150408425,0.14146348672560838
104,104,104,104,2019-07-05,160.89999389648438,155.6300048828125,145.66000366210938,0.03386229421273956,0.10462714438568543
105,105,105,105,2019-07-08,159.13999938964844,156.6300048828125,154.24000549316406,0.01602499156348669,0.03176863149620113
106,106,106,106,2019-07-09,158.5399932861328,160.89999389648438,154.52000427246094,-0.014667499688470365,0.026015977883248942
107,107,107,107,2019-07-10,159.35000610351562,160.6999969482422,158.6699981689453,-0.008400689921365445,0.0042856743077936965
108,108,108,108,2019-07-11,159.24000549316406,160.88999938964844,157.42999267578125,-0.010255416139870577,0.011497255298172027
109,109,109,109,2019-07-12,157.36000061035156,161.4600067138672,154.13999938964844,-0.02539332300896957,0.02089010791133661
110,110,110,110,2019-07-15,158.39999389648438,160.89999389648438,155.6300048828125,-0.015537601583803573,0.017798553792744753
111,111,111,111,2019-07-16,156.57000732421875,159.13999938964844,156.6300048828125,-0.016149252703823058,-0.0003830527786718996
112,112,112,112,2019-07-17,156.02000427246094,158.5399932861328,160.89999389648438,-0.015894973636865206,-0.03032933380446856
113,113,113,113,2019-07-18,157.27999877929688,159.35000610351562,160.6999969482422,-0.012990318449527027,-0.021281880733618252
114,114,114,114,2019-07-19,155.85000610351562,159.24000549316406,160.88999938964844,-0.021288616382231673,-0.031325708902060434
115,115,115,115,2019-07-22,156.27000427246094,157.36000061035156,161.4600067138672,-0.006926768770099567,-0.03214419810228153
116,116,116,116,2019-07-23,156.75999450683594,158.39999389648438,160.89999389648438,-0.010353531899251145,-0.025730264429418948
117,117,117,117,2019-07-24,160.61000061035156,156.57000732421875,159.13999938964844,0.02580311105029809,0.009237157385578953
118,118,118,118,2019-07-25,160.08999633789062,156.02000427246094,158.5399932861328,0.026086347609131977,0.009776732164737512
119,119,119,119,2019-07-26,159.8800048828125,157.27999877929688,159.35000610351562,0.016531066401927363,0.0033260041355289705
120,120,120,120,2019-07-29,159.3000030517578,155.85000610351562,159.24000549316406,0.02213664942656912,0.0003767744067073586
121,121,121,121,2019-07-30,160.52999877929688,156.27000427246094,157.36000061035156,0.027260474757577313,0.020144878982269132
122,122,122,122,2019-07-31,159.1699981689453,156.75999450683594,158.39999389648438,0.015373843751980143,0.004861138271028853
123,123,123,123,2019-08-01,158.2100067138672,160.61000061035156,156.57000732421875,-0.014942991640395364,0.01047454373718204
124,124,124,124,2019-08-02,157.0800018310547,160.08999633789062,156.02000427246094,-0.018801890034921054,0.006793984935051345
125,125,125,125,2019-08-05,151.8000030517578,159.8800048828125,157.27999877929688,-0.05053791333679969,-0.03484229253605775
126,126,126,126,2019-08-06,154.4499969482422,159.3000030517578,155.85000610351562,-0.030445737668566286,-0.008983054863299422
127,127,127,127,2019-08-07,155.25,160.52999877929688,156.27000427246094,-0.0328910410480725,-0.0065271916847364775
128,128,128,128,2019-08-08,158.10000610351562,159.1699981689453,156.75999450683594,-0.0067223225340116155,0.008548173281680338
129,129,129,129,2019-08-09,156.0,158.2100067138672,160.61000061035156,-0.013968817521537225,-0.02870307323848198
130,130,130,130,2019-08-12,155.41000366210938,157.0800018310547,160.08999633789062,-0.010631513556649042,-0.029233511042773275
131,131,131,131,2019-08-13,157.0800018310547,151.8000030517578,159.8800048828125,0.03478259995486699,-0.01751315340408033
132,132,132,132,2019-08-14,151.2100067138672,154.4499969482422,159.3000030517578,-0.020977599860107166,-0.05078465902641649
133,133,133,133,2019-08-15,152.14999389648438,155.25,160.52999877929688,-0.01996783319494766,-0.05220211142176401
134,134,134,134,2019-08-16,155.2100067138672,158.10000610351562,159.1699981689453,-0.018279565326241753,-0.024879006726348907
135,135,135,135,2019-08-19,156.72000122070312,156.0,158.2100067138672,0.004615392440404653,-0.009417896655922853
136,136,136,136,2019-08-20,154.82000732421875,155.41000366210938,157.0800018310547,-0.003796385843818584,-0.014387538072902828
137,137,137,137,2019-08-21,157.19000244140625,157.0800018310547,151.8000030517578,0.0007002839894914015,0.03550724164221952
138,138,138,138,2019-08-22,156.5500030517578,151.2100067138672,154.4499969482422,0.03531509887434514,0.013596673001031956
139,139,139,139,2019-08-23,153.14999389648438,152.14999389648438,155.25,0.006572461650444339,-0.01352660936241945
140,140,140,140,2019-08-26,155.1199951171875,155.2100067138672,158.10000610351562,-0.0005799342361064719,-0.018848898616594445
141,141,141,141,2019-08-27,153.66000366210938,156.72000122070312,156.0,-0.019525252263649873,-0.014999976524939895
142,142,142,142,2019-08-28,153.4600067138672,154.82000732421875,155.41000366210938,-0.008784398307794317,-0.012547435186230693
143,143,143,143,2019-08-29,155.97999572753906,157.19000244140625,157.0800018310547,-0.007697733285030206,-0.007002839894913682
144,144,144,144,2019-08-30,155.14999389648438,156.5500030517578,151.2100067138672,-0.008942888073982136,0.026056391823808145
145,145,145,145,2019-09-03,153.91000366210938,153.14999389648438,152.14999389648438,0.004962519072241767,0.01156759668897811
146,146,146,146,2019-09-04,151.4600067138672,155.1199951171875,155.2100067138672,-0.02359456239381208,-0.024160813335400433
147,147,147,147,2019-09-05,154.0800018310547,153.66000366210938,156.72000122070312,0.0027332953204197707,-0.016845325223872498
148,148,148,148,2019-09-06,154.07000732421875,153.4600067138672,154.82000732421875,0.003974980996116706,-0.004844335128013411
149,149,149,149,2019-09-09,151.8699951171875,155.97999572753906,157.19000244140625,-0.026349536626034897,-0.03384443820593375
150,150,150,150,2019-09-10,150.41000366210938,155.14999389648438,156.5500030517578,-0.030551017859127394,-0.0392206915998492
151,151,151,151,2019-09-11,150.22999572753906,153.91000366210938,153.14999389648438,-0.02391012830231176,-0.019066263697790076
152,152,152,152,2019-09-12,150.72999572753906,151.4600067138672,155.1199951171875,-0.004819826713115316,-0.028300667404817514
153,153,153,153,2019-09-13,151.35000610351562,154.0800018310547,153.66000366210938,-0.017718040596419793,-0.015033173913449271
154,154,154,154,2019-09-16,150.83999633789062,154.07000732421875,153.4600067138672,-0.02096456696812521,-0.01707291972729863
155,155,155,155,2019-09-17,152.94000244140625,151.8699951171875,155.97999572753906,0.007045547893730353,-0.01948963565458084
156,156,156,156,2019-09-18,153.44000244140625,150.41000366210938,155.14999389648438,0.020144928565414055,-0.01102153736608602
157,157,157,157,2019-09-19,153.9199981689453,150.22999572753906,153.91000366210938,0.024562354698448807,6.493734389012573e-05
158,158,158,158,2019-09-20,155.60000610351562,150.72999572753906,151.4600067138672,0.032309497207043236,0.027333944316202174
159,159,159,159,2019-09-23,157.33999633789062,151.35000610351562,154.0800018310547,0.039577072962112325,0.021157804180262474
160,160,160,160,2019-09-24,155.4199981689453,150.83999633789062,154.07000732421875,0.030363311735935206,0.008762191085547766
161,161,161,161,2019-09-25,154.64999389648438,152.94000244140625,151.8699951171875,0.011180799187794355,0.018305121937692403
162,162,162,162,2019-09-26,151.83999633789062,153.44000244140625,150.41000366210938,-0.010427568287654454,0.009507297659493874
163,163,163,163,2019-09-27,148.25,153.9199981689453,150.22999572753906,-0.03683730662939477,-0.013179762922512661
164,164,164,164,2019-09-30,149.3800048828125,155.60000610351562,150.72999572753906,-0.03997429933624275,-0.008956351641957294
165,165,165,165,2019-10-01,145.02999877929688,157.33999633789062,151.35000610351562,-0.07823819654957787,-0.04175756240073214
166,166,166,166,2019-10-02,143.24000549316406,155.4199981689453,150.83999633789062,-0.0783682461670171,-0.05038445391964963
167,167,167,167,2019-10-03,147.52000427246094,154.64999389648438,152.94000244140625,-0.04610404077219643,-0.035438721606021906
168,168,168,168,2019-10-04,149.3000030517578,151.83999633789062,153.44000244140625,-0.016728091065548734,-0.026981226041294937
169,169,169,169,2019-10-07,148.6999969482422,148.25,153.9199981689453,0.003035392568244033,-0.03391372974792761
170,170,170,170,2019-10-08,144.52999877929688,149.3800048828125,155.60000610351562,-0.03246757226524677,-0.07114400314903735
171,171,171,171,2019-10-09,145.5800018310547,145.02999877929688,157.33999633789062,0.0037923399047585793,-0.0747425624796706
172,172,172,172,2019-10-10,144.88999938964844,143.24000549316406,155.4199981689453,0.011519085682827113,-0.06775189102660073
173,173,173,173,2019-10-11,145.97999572753906,147.52000427246094,154.64999389648438,-0.010439320094361992,-0.05606206602729391
174,174,174,174,2019-10-14,146.36000061035156,149.3000030517578,151.83999633789062,-0.01969191146223248,-0.03609059443958618
175,175,175,175,2019-10-15,146.55999755859375,148.6999969482422,148.25,-0.014391388255329263,-0.011399679200042145
176,176,176,176,2019-10-16,144.8300018310547,144.52999877929688,149.3800048828125,0.0020757147601995207,-0.030459250924026016
177,177,177,177,2019-10-17,143.35000610351562,145.5800018310547,145.02999877929688,-0.015318008651538317,-0.011583759842250463
178,178,178,178,2019-10-18,143.49000549316406,144.88999938964844,143.24000549316406,-0.009662460503705339,0.0017453224686725388
179,179,179,179,2019-10-21,143.13999938964844,145.97999572753906,147.52000427246094,-0.01945469530764521,-0.029690921610352472
180,180,180,180,2019-10-22,142.86000061035156,146.36000061035156,149.3000030517578,-0.023913637506178476,-0.04313464373589926
181,181,181,181,2019-10-23,143.47999572753906,146.55999755859375,148.6999969482422,-0.021015296686418994,-0.0351042456478331
182,182,182,182,2019-10-24,145.1699981689453,144.8300018310547,144.52999877929688,0.002347554606035418,0.004428142219981224
183,183,183,183,2019-10-25,147.50999450683594,143.35000610351562,145.5800018310547,0.02901979927588072,0.01325726508796854
184,184,184,184,2019-10-28,147.75,143.49000549316406,144.88999938964844,0.029688440614345613,0.019739116725787653
185,185,185,185,2019-10-29,150.08999633789062,143.13999938964844,145.97999572753906,0.04855384223750936,0.0281545467231179
186,186,186,186,2019-10-30,145.74000549316406,142.86000061035156,146.36000061035156,0.020159630900938197,-0.004236096710863557
187,187,187,187,2019-10-31,144.4199981689453,143.47999572753906,146.55999755859375,0.006551452950913639,-0.014601524462996007
188,188,188,188,2019-11-01,146.74000549316406,145.1699981689453,144.8300018310547,0.01081495725026893,0.0131879005590112
189,189,189,189,2019-11-04,146.5,147.50999450683594,143.35000610351562,-0.006846956439884755,0.021974145534459977
190,190,190,190,2019-11-05,139.88999938964844,147.75,143.49000549316406,-0.05319797367412227,-0.025088897942004307
191,191,191,191,2019-11-06,138.0399932861328,150.08999633789062,143.13999938964844,-0.08028518452775624,-0.03562949647381686
192,192,192,192,2019-11-07,137.83999633789062,145.74000549316406,142.86000061035156,-0.05420618126464927,-0.03513932697055577
193,193,193,193,2019-11-08,137.58999633789062,144.4199981689453,143.47999572753906,-0.04729263202915168,-0.041051014531901964
194,194,194,194,2019-11-11,140.52000427246094,146.74000549316406,145.1699981689453,-0.042387903692649664,-0.032031369808745325
195,195,195,195,2019-11-12,142.94000244140625,146.5,147.50999450683594,-0.02430032463203924,-0.03098089780769331
196,196,196,196,2019-11-13,143.57000732421875,139.88999938964844,147.75,0.026306440421949295,-0.02829098257719964
197,197,197,197,2019-11-14,145.6999969482422,138.0399932861328,150.08999633789062,0.05549119121030044,-0.029249113843439867
198,198,198,198,2019-11-15,146.5,137.83999633789062,145.74000549316406,0.06282649370419957,0.005214728133598134
199,199,199,199,2019-11-18,142.1199951171875,137.58999633789062,144.4199981689453,0.03292389635778603,-0.01592579338678035
200,200,200,200,2019-11-19,142.86000061035156,140.52000427246094,146.74000549316406,0.016652407249813983,-0.026441357077591543
201,201,201,201,2019-11-20,142.36000061035156,142.94000244140625,146.5,-0.004057659305640726,-0.028259381499306735
202,202,202,202,2019-11-21,143.47999572753906,143.57000732421875,139.88999938964844,-0.0006269526508863033,0.025662994878504986
203,203,203,203,2019-11-22,143.74000549316406,145.6999969482422,138.0399932861328,-0.013452240879417321,0.041292469460036285
204,204,204,204,2019-11-25,146.49000549316406,146.5,137.83999633789062,-6.82218896651543e-05,0.06275398567241286
205,205,205,205,2019-11-26,147.9600067138672,142.1199951171875,137.58999633789062,0.041092117909687476,0.07536892689865415
206,206,206,206,2019-11-27,147.52000427246094,142.86000061035156,140.52000427246094,0.0326193731079385,0.04981497144297942
207,207,207,207,2019-11-29,145.97999572753906,142.36000061035156,142.94000244140625,0.02542845674112959,0.02126761742136507
208,208,208,208,2019-12-02,143.94000244140625,143.47999572753906,143.57000732421875,0.003206068633711867,0.0025771059295967014
209,209,209,209,2019-12-03,143.33999633789062,143.74000549316406,145.6999969482422,-0.0027828658688374697,-0.01619767096625213
210,210,210,210,2019-12-04,145.13999938964844,146.49000549316406,146.5,-0.00921568743868073,-0.009283280616734224
211,211,211,211,2019-12-05,145.35000610351562,147.9600067138672,142.1199951171875,-0.017639906001078565,0.022727350811296843
212,212,212,212,2019-12-06,148.49000549316406,147.52000427246094,142.86000061035156,0.00657538769394006,0.0394092458263966
213,213,213,213,2019-12-09,146.39999389648438,145.97999572753906,142.36000061035156,0.002877093993955304,0.028378710795250228
214,214,214,214,2019-12-10,146.1199951171875,143.94000244140625,143.47999572753906,0.015145148247921236,0.018399773266383868
215,215,215,215,2019-12-11,143.83999633789062,143.33999633789062,143.74000549316406,0.003488209939822795,0.0006956368506005894
216,216,216,216,2019-12-12,145.2899932861328,145.13999938964844,146.49000549316406,0.0010334428628575587,-0.008191768462233018
217,217,217,217,2019-12-13,144.85000610351562,145.35000610351562,147.9600067138672,-0.0034399723357693146,-0.021019197548198587
218,218,218,218,2019-12-16,146.52999877929688,148.49000549316406,147.52000427246094,-0.013199586782676853,-0.006710991489232709
219,219,219,219,2019-12-17,147.99000549316406,146.39999389648438,145.97999572753906,0.010860735402789423,0.013769076753341825
220,220,220,220,2019-12-18,147.16000366210938,146.1199951171875,143.94000244140625,0.00711749643905879,0.02237044022570367
221,221,221,221,2019-12-19,149.69000244140625,143.83999633789062,143.33999633789062,0.040670232567119546,0.04430030881643776
222,222,222,222,2019-12-20,155.9499969482422,145.2899932861328,145.13999938964844,0.07337052897452923,0.0744797960868997
223,223,223,223,2019-12-23,154.8699951171875,144.85000610351562,145.35000610351562,0.06917492986856488,0.06549699768771888
224,224,224,224,2019-12-24,154.6999969482422,146.52999877929688,148.49000549316406,0.0557564883437347,0.04182093895446726
225,225,225,225,2019-12-26,154.13999938964844,147.99000549316406,146.39999389648438,0.041556819164848546,0.05286889218476887
226,226,226,226,2019-12-27,154.44000244140625,147.16000366210938,146.1199951171875,0.04946995513816588,0.05693955380676097
227,227,227,227,2019-12-30,153.4499969482422,149.69000244140625,143.83999633789062,0.025118541288739138,0.06681035077181852
228,228,228,228,2019-12-31,154.50999450683594,155.9499969482422,145.2899932861328,-0.009233744594968951,0.06345929965421182
229,229,229,229,2020-01-02,156.41000366210938,154.8699951171875,144.85000610351562,0.009943879340582162,0.07980667636515326
230,230,230,230,2020-01-03,154.19000244140625,154.6999969482422,146.52999877929688,-0.00329666785324223,0.05227600986775993
231,231,231,231,2020-01-06,155.0,154.13999938964844,147.99000549316406,0.005579347435817672,0.04736802653311445
232,232,232,232,2020-01-07,156.8000030517578,154.44000244140625,147.16000366210938,0.015281018991481377,0.06550692545362136
233,233,233,233,2020-01-08,157.60000610351562,153.4499969482422,149.69000244140625,0.027044700148630252,0.05284256485469441
234,234,234,234,2020-01-09,159.5,154.50999450683594,155.9499969482422,0.03229568099520774,0.02276372633040835
235,235,235,235,2020-01-10,159.3000030517578,156.41000366210938,154.8699951171875,0.018477075135754584,0.028604688282053647
236,236,236,236,2020-01-13,158.14999389648438,154.19000244140625,154.6999969482422,0.025682543565578753,0.02230120889657461
237,237,237,237,2020-01-14,158.92999267578125,155.0,154.13999938964844,0.025354791456653203,0.031075602083170173
238,238,238,238,2020-01-15,159.3699951171875,156.8000030517578,154.44000244140625,0.01639025520032278,0.03192173399279552
239,239,239,239,2020-01-16,160.97000122070312,157.60000610351562,153.4499969482422,0.021383216920524806,0.04900621975898378
240,240,240,240,2020-01-17,161.50999450683594,159.5,154.50999450683594,0.01260184643784279,0.04530451264555779
241,241,241,241,2020-01-21,160.85000610351562,159.3000030517578,156.41000366210938,0.009730088023000238,0.02838694672623321
242,242,242,242,2020-01-22,160.5,158.14999389648438,154.19000244140625,0.014859349947580869,0.04092351941554462
243,243,243,243,2020-01-23,160.91000366210938,158.92999267578125,155.0,0.012458384682414003,0.0381290558845766
244,244,244,244,2020-01-24,158.10000610351562,159.3699951171875,156.8000030517578,-0.007968808763142876,0.008290835627909443
245,245,245,245,2020-01-27,157.16000366210938,160.97000122070312,157.60000610351562,-0.023668991300869302,-0.002791893555621039
246,246,246,246,2020-01-28,158.6699981689453,161.50999450683594,159.5,-0.017584028447047095,-0.0052037732354526245
247,247,247,247,2020-01-29,158.5,160.85000610351562,159.3000030517578,-0.014609922377020412,-0.005021990184757796
248,248,248,248,2020-01-30,157.0,160.5,158.14999389648438,-0.02180685358255452,-0.007271539303612573
249,249,249,249,2020-01-31,155.25,160.91000366210938,158.92999267578125,-0.035174964472654335,-0.023154803028830884
250,250,250,250,2020-02-03,155.25,158.10000610351562,159.3699951171875,-0.01802660337438311,-0.025851761582586508
251,251,251,251,2020-02-04,157.0399932861328,157.16000366210938,160.97000122070312,-0.0007636190708838475,-0.024414536278607235
252,252,252,252,2020-02-05,159.75999450683594,158.6699981689453,161.50999450683594,0.006869580578995338,-0.010835242768372
253,253,253,253,2020-02-06,160.52999877929688,158.5,160.85000610351562,0.012807563276320932,-0.001989476606005236
254,254,254,254,2020-02-07,157.0,157.0,160.5,0.0,-0.02180685358255452
255,255,255,255,2020-02-10,159.92999267578125,155.25,160.91000366210938,0.03014488035929941,-0.006090429209025583
256,256,256,256,2020-02-11,161.6999969482422,155.25,158.10000610351562,0.041545874062751675,0.022770339694797137
257,257,257,257,2020-02-12,166.11000061035156,157.0399932861328,157.16000366210938,0.057756034844530735,0.056948312163980885
258,258,258,258,2020-02-13,165.7899932861328,159.75999450683594,158.6699981689453,0.03774410983119347,0.04487297661405676
259,259,259,259,2020-02-14,164.32000732421875,160.52999877929688,158.5,0.023609347621889265,0.03671928911179023
260,260,260,260,2020-02-18,165.4199981689453,157.0,157.0,0.05363056158563895,0.05363056158563895
261,261,261,261,2020-02-19,164.38999938964844,159.92999267578125,155.25,0.027887243907456227,0.058872781897896465
262,262,262,262,2020-02-20,164.13999938964844,161.6999969482422,155.25,0.01508968761568541,0.05726247593976441
263,263,263,263,2020-02-21,163.42999267578125,166.11000061035156,157.0399932861328,-0.016133934890873114,0.04069026784792085
264,264,264,264,2020-02-24,158.0800018310547,165.7899932861328,159.75999450683594,-0.04650456461368957,-0.01051572817692703
265,265,265,265,2020-02-25,150.05999755859375,164.32000732421875,160.52999877929688,-0.08678194455948796,-0.06522146203400714
266,266,266,266,2020-02-26,149.38999938964844,165.4199981689453,157.0,-0.09690484195825744,-0.04847134146720744
267,267,267,267,2020-02-27,142.74000549316406,164.38999938964844,159.92999267578125,-0.1316989718162117,-0.10748444925815548
268,268,268,268,2020-02-28,139.49000549316406,164.13999938964844,161.6999969482422,-0.15017664181884316,-0.1373530728153769
269,269,269,269,2020-03-02,147.0800018310547,163.42999267578125,166.11000061035156,-0.10004278025736868,-0.11456263144526757
270,270,270,270,2020-03-03,141.36000061035156,158.0800018310547,165.7899932861328,-0.1057692372661555,-0.14735504955126055
271,271,271,271,2020-03-04,147.88999938964844,150.05999755859375,164.32000732421875,-0.014460870346862387,-0.09998787245762697
272,272,272,272,2020-03-05,138.2100067138672,149.38999938964844,165.4199981689453,-0.07483762448261944,-0.1644903382678572
273,273,273,273,2020-03-06,136.0500030517578,142.74000549316406,164.38999938964844,-0.04686844741453122,-0.17239489289562693
274,274,274,274,2020-03-09,124.0,139.49000549316406,164.13999938964844,-0.11104742191671346,-0.24454733482946445
275,275,275,275,2020-03-10,130.82000732421875,147.0800018310547,163.42999267578125,-0.11055204177596611,-0.19953488841093847
276,276,276,276,2020-03-11,125.41999816894533,141.36000061035156,158.0800018310547,-0.1127617598513152,-0.2066042717852078
277,277,277,277,2020-03-12,113.01000213623048,147.88999938964844,150.05999755859375,-0.23585095271735712,-0.24690121301578993
278,278,278,278,2020-03-13,118.70999908447266,138.2100067138672,149.38999938964844,-0.14108969453829,-0.20536850144268537
279,279,279,279,2020-03-16,102.36000061035156,136.0500030517578,142.74000549316406,-0.24762956035061234,-0.2828919947375673
280,280,280,280,2020-03-17,107.69000244140624,124.0,139.49000549316406,-0.13153223837575612,-0.2279733443219073
281,281,281,281,2020-03-18,89.87999725341797,130.82000732421875,147.0800018310547,-0.3129491498141932,-0.38890402410614755
282,282,282,282,2020-03-19,90.62000274658205,125.41999816894533,141.36000061035156,-0.27746767605184,-0.3589416924496951
283,283,283,283,2020-03-20,91.66999816894533,113.01000213623048,147.88999938964844,-0.18883287818683836,-0.38014741667946905
284,284,284,284,2020-03-23,84.0,118.70999908447266,138.2100067138672,-0.29239322173504045,-0.39222924593366704
285,285,285,285,2020-03-24,96.91000366210938,102.36000061035156,136.0500030517578,-0.053243424342956036,-0.2876883389319611
286,286,286,286,2020-03-25,104.87999725341795,107.69000244140624,124.0,-0.026093463871144307,-0.15419357053695193
287,287,287,287,2020-03-26,110.5500030517578,89.87999725341797,130.82000732421875,0.2299733692699215,-0.15494575093719898
288,288,288,288,2020-03-27,107.13999938964844,90.62000274658205,125.41999816894533,0.18229967051826734,-0.14575027145729236
289,289,289,289,2020-03-30,112.9800033569336,91.66999816894533,113.01000213623048,0.23246433526391597,-0.000265452426597812
290,290,290,290,2020-03-31,107.86000061035156,84.0,118.70999908447266,0.28404762631370906,-0.0913991960053876
291,291,291,291,2020-04-01,100.04000091552734,96.91000366210938,102.36000061035156,0.03229797889938335,-0.022665100439532404
292,292,292,292,2020-04-02,104.77999877929688,104.87999725341795,107.69000244140624,-0.0009534561092661153,-0.027022041007870534
293,293,293,293,2020-04-03,102.72000122070312,110.5500030517578,89.87999725341797,-0.07082769439082504,0.14285719136241815
294,294,294,294,2020-04-06,117.13999938964844,107.13999938964844,90.62000274658205,0.09333582282030672,0.29265058308626735
295,295,295,295,2020-04-07,119.68000030517578,112.9800033569336,91.66999816894533,0.05930250264796966,0.30555255476943266
296,296,296,296,2020-04-08,127.87000274658205,107.86000061035156,84.0,0.18551828317262298,0.52226193745931
297,297,297,297,2020-04-09,128.52999877929688,100.04000091552734,96.91000366210938,0.2847860616057587,0.3262820547137233
298,298,298,298,2020-04-13,124.79000091552734,104.77999877929688,104.87999725341795,0.19097158207052956,0.18983604293964196
299,299,299,299,2020-04-14,126.48999786376952,102.72000122070312,110.5500030517578,0.23140572780946944,0.14418809924906895
300,300,300,300,2020-04-15,124.0199966430664,117.13999938964844,107.13999938964844,0.05873311669170067,0.1575508432852284
