,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CTVA,CTVA_6m,CTVA_12m,CTVA_6m_ret,CTVA_12m_ret
484,484,484,484,2021-04-27,47.67205047607422,46.08168411254883,45.70348739624024,0.03451189760428708,0.04307249166276783
485,485,485,485,2021-04-28,47.70114135742188,45.53863525390625,45.67438888549805,0.04748728396137292,0.044373937372314654
486,486,486,486,2021-04-29,48.05994415283203,46.81867599487305,45.451358795166016,0.026512243919390555,0.05739290148446452
487,487,487,487,2021-04-30,47.28414916992188,46.62472915649414,45.79076766967773,0.014143138745416062,0.03261315711099244
488,488,488,488,2021-05-03,48.22480010986328,47.15809631347656,46.08168411254883,0.02261973827984831,0.046506893977228625
489,489,489,489,2021-05-04,48.282981872558594,47.39081954956055,46.062286376953125,0.018825636093189768,0.048210709243398986
490,490,490,490,2021-05-05,46.23683547973633,47.67205047607422,46.08168411254883,-0.030106005133095803,0.00336687710476391
491,491,491,491,2021-05-06,46.94474411010742,47.70114135742188,45.53863525390625,-0.015857005216013964,0.03087727263588902
492,492,492,492,2021-05-07,47.381126403808594,48.05994415283203,46.81867599487305,-0.014124397374761344,0.01201337707621497
493,493,493,493,2021-05-10,45.56772994995117,47.28414916992188,46.62472915649414,-0.03630009739209916,-0.022670355960571764
494,494,494,494,2021-05-11,45.66469955444336,48.22480010986328,47.15809631347656,-0.0530868049133979,-0.03166787626680401
495,495,495,495,2021-05-12,43.81251525878906,48.282981872558594,47.39081954956055,-0.09258886755522244,-0.0755062757889079
496,496,496,496,2021-05-13,44.65861129760742,46.23683547973633,47.67205047607422,-0.03413348179549558,-0.06321186415044577
497,497,497,497,2021-05-14,45.04762649536133,46.94474411010742,47.70114135742188,-0.040411714893928585,-0.05562791133608147
498,498,498,498,2021-05-17,44.95037460327149,47.381126403808594,48.05994415283203,-0.051302110883157725,-0.06470189685764127
499,499,499,499,2021-05-18,44.52245330810547,45.56772994995117,47.28414916992188,-0.02293896674233653,-0.058406377407614785
500,500,500,500,2021-05-19,43.588829040527344,45.66469955444336,48.22480010986328,-0.04545897671879073,-0.09613250980355548
501,501,501,501,2021-05-20,42.91778564453125,43.81251525878906,48.282981872558594,-0.02042178151546148,-0.11111981944670712
502,502,502,502,2021-05-21,43.472129821777344,44.65861129760742,46.23683547973633,-0.02656780946284476,-0.059794439417694134
503,503,503,503,2021-05-24,43.90977096557617,45.04762649536133,46.94474411010742,-0.02525894521662142,-0.06464990281793459
504,504,504,504,2021-05-25,43.3748779296875,44.95037460327149,47.381126403808594,-0.03504968951847909,-0.08455367734353958
505,505,505,505,2021-05-26,43.549922943115234,44.52245330810547,45.56772994995117,-0.02184359334963204,-0.04428149063058828
506,506,506,506,2021-05-27,43.93894577026367,43.588829040527344,45.66469955444336,0.008032258205670217,-0.03779185675189156
507,507,507,507,2021-05-28,44.25014877319336,42.91778564453125,43.81251525878906,0.03104454502143872,0.00998877859030256
508,508,508,508,2021-06-01,44.70724487304688,43.472129821777344,44.65861129760742,0.028411652622798433,0.0010890077865468584
509,509,509,509,2021-06-02,44.40575408935547,43.90977096557617,45.04762649536133,0.011295506965138369,-0.014248750843109503
510,510,510,510,2021-06-03,44.71696472167969,43.3748779296875,44.95037460327149,0.03094156931502523,-0.005192612601159885
511,511,511,511,2021-06-04,44.697513580322266,43.549922943115234,44.52245330810547,0.026351151957398677,0.003931954760114875
512,512,512,512,2021-06-07,44.6683349609375,43.93894577026367,43.588829040527344,0.016600061241511366,0.02476565542530329
513,513,513,513,2021-06-08,44.63916778564453,44.25014877319336,42.91778564453125,0.008791360554404326,0.04010882936437388
514,514,514,514,2021-06-09,44.24042892456055,44.70724487304688,43.472129821777344,-0.010441617456229513,0.017673371558582396
515,515,515,515,2021-06-10,43.335975646972656,44.40575408935547,43.90977096557617,-0.02409098695250511,-0.013067599898285764
516,516,516,516,2021-06-11,43.316524505615234,44.71696472167969,43.3748779296875,-0.03131787286504917,-0.0013453276840769135
517,517,517,517,2021-06-14,42.75244903564453,44.697513580322266,43.549922943115234,-0.04351616877261899,-0.0183117179911515
518,518,518,518,2021-06-15,43.09283828735352,44.6683349609375,43.93894577026367,-0.035270996220516215,-0.01925643567631441
519,519,519,519,2021-06-16,42.49959945678711,44.63916778564453,44.25014877319336,-0.047930291602467645,-0.039560303523018425
520,520,520,520,2021-06-17,42.31481552124024,44.24042892456055,44.70724487304688,-0.04352610158016079,-0.053513236134329345
521,521,521,521,2021-06-18,41.53678512573242,43.335975646972656,44.40575408935547,-0.041517249684118296,-0.06460804511617946
522,522,522,522,2021-06-21,42.21756362915039,43.316524505615234,44.71696472167969,-0.0253704767177797,-0.05589380021845569
523,523,523,523,2021-06-22,42.29536437988281,42.75244903564453,44.697513580322266,-0.01069142624743269,-0.05374234511104847
524,524,524,524,2021-06-23,42.373165130615234,43.09283828735352,44.6683349609375,-0.016700528100268786,-0.051382480057279856
525,525,525,525,2021-06-24,43.131744384765625,42.49959945678711,44.63916778564453,0.01487413848738206,-0.03376907491012138
526,526,526,526,2021-06-25,42.94696044921875,42.31481552124024,44.24042892456055,0.014939092140463073,-0.02923724988171883
527,527,527,527,2021-06-28,43.12201690673828,41.53678512573242,43.335975646972656,0.038164527567729145,-0.004937208336494914
528,528,528,528,2021-06-29,43.06365966796875,42.21756362915039,43.316524505615234,0.020041327970762968,-0.005837606791692318
529,529,529,529,2021-06-30,43.131744384765625,42.29536437988281,42.75244903564453,0.019774744044541714,0.008871897579594945
530,530,530,530,2021-07-01,43.39432144165039,42.373165130615234,43.09283828735352,0.02409912754658383,0.006996131289531249
531,531,531,531,2021-07-02,43.277618408203125,43.131744384765625,42.49959945678711,0.003382057125633553,0.018306500799074366
532,532,532,532,2021-07-06,42.878883361816406,42.94696044921875,42.31481552124024,-0.0015851433184157493,0.013330268219957864
533,533,533,533,2021-07-07,42.188385009765625,43.12201690673828,41.53678512573242,-0.021650932955938895,0.015687296984126187
534,534,534,534,2021-07-08,41.72156524658203,43.06365966796875,42.21756362915039,-0.03116535918532215,-0.01174862639931884
535,535,535,535,2021-07-09,42.25646209716797,43.131744384765625,42.29536437988281,-0.02029322718296578,-0.0009197765118048595
536,536,536,536,2021-07-12,42.59684753417969,43.39432144165039,42.373165130615234,-0.018377379366169233,0.005278869371097228
537,537,537,537,2021-07-13,41.8674430847168,43.277618408203125,43.131744384765625,-0.03258440217724723,-0.029312547361181718
538,538,538,538,2021-07-14,41.49789047241211,42.878883361816406,42.94696044921875,-0.032206829589085606,-0.033740920466770796
539,539,539,539,2021-07-15,41.25475692749024,42.188385009765625,43.12201690673828,-0.02212997918880444,-0.043301777449010315
540,540,540,540,2021-07-16,40.6615104675293,41.72156524658203,43.06365966796875,-0.025407838195609878,-0.055781352977443244
541,541,541,541,2021-07-19,39.80567932128906,42.25646209716797,43.131744384765625,-0.057997822208669,-0.07711408640943695
542,542,542,542,2021-07-20,40.58370971679688,42.59684753417969,43.39432144165039,-0.04726025360837949,-0.0647691133650462
543,543,543,543,2021-07-21,41.05052947998047,41.8674430847168,43.277618408203125,-0.01951190578042561,-0.05146052417247893
544,544,544,544,2021-07-22,41.10887908935547,41.49789047241211,42.878883361816406,-0.009374244777942575,-0.04127915966293849
545,545,545,545,2021-07-23,40.97272109985352,41.25475692749024,42.188385009765625,-0.006836443810163018,-0.02881513263972313
546,546,546,546,2021-07-26,41.18667984008789,40.6615104675293,41.72156524658203,0.012915638561385334,-0.012820358088985184
547,547,547,547,2021-07-27,41.36173248291016,39.80567932128906,42.25646209716797,0.03909123492307498,-0.021173793778579753
548,548,548,548,2021-07-28,41.64376831054688,40.58370971679688,42.59684753417969,0.026120298049324475,-0.022374407469192503
549,549,549,549,2021-07-29,42.03277969360352,41.05052947998047,41.8674430847168,0.023927832991827325,0.003949049588535258
550,550,550,550,2021-07-30,41.604862213134766,41.10887908935547,41.49789047241211,0.012065109406199426,0.0025777633394103994
551,551,551,551,2021-08-02,41.31310272216797,40.97272109985352,41.25475692749024,0.008307518104177403,0.0014142804132932785
552,552,552,552,2021-08-03,41.88689422607422,41.18667984008789,40.6615104675293,0.01700099130847632,0.030136208528787067
553,553,553,553,2021-08-04,41.10887908935547,41.36173248291016,39.80567932128906,-0.00611322056345609,0.03273904101843628
554,554,554,554,2021-08-05,40.30167388916016,41.64376831054688,40.58370971679688,-0.032227977338131875,-0.0069494836624063305
555,555,555,555,2021-08-06,43.53047561645508,42.03277969360352,41.05052947998047,0.03563161736551712,0.060412037746895075
556,556,556,556,2021-08-09,43.93894577026367,41.604862213134766,41.10887908935547,0.056101220697998944,0.06884319746974099
557,557,557,557,2021-08-10,44.376583099365234,41.31310272216797,40.97272109985352,0.07415275482452333,0.08307629828188001
558,558,558,558,2021-08-11,44.48355865478516,41.88689422607422,41.18667984008789,0.06199228843981808,0.08004721010525229
559,559,559,559,2021-08-12,44.93229293823242,41.10887908935547,41.36173248291016,0.09300700806184148,0.08632521514415625
560,560,560,560,2021-08-13,44.86400604248047,40.30167388916016,41.64376831054688,0.11320453254293805,0.07732820209543845
561,561,561,561,2021-08-16,44.064083099365234,43.53047561645508,42.03277969360352,0.01225825069341635,0.04832664935721187
562,562,562,562,2021-08-17,43.96653366088867,43.93894577026367,41.604862213134766,0.0006278687424419171,0.05676431364332979
563,563,563,563,2021-08-18,42.864200592041016,44.376583099365234,41.31310272216797,-0.03408064347671358,0.037544937747818974
564,564,564,564,2021-08-19,41.50822830200195,44.48355865478516,41.88689422607422,-0.06688606853316914,-0.009040200546464705
565,565,565,565,2021-08-20,40.91316604614258,44.93229293823242,41.10887908935547,-0.08944851529421971,-0.004760846015467446
566,566,566,566,2021-08-23,40.92292022705078,44.86400604248047,40.30167388916016,-0.08784516058815572,0.01541490161424064
567,567,567,567,2021-08-24,41.50822830200195,44.064083099365234,43.53047561645508,-0.058003131294024346,-0.04645589752501322
568,568,568,568,2021-08-25,42.70811080932617,43.96653366088867,43.93894577026367,-0.028622289427423175,-0.028012391725849906
569,569,569,569,2021-08-26,42.912967681884766,42.864200592041016,44.376583099365234,0.0011377114041595249,-0.032981706009298506
570,570,570,570,2021-08-27,43.09832763671875,41.50822830200195,44.48355865478516,0.03830805119283065,-0.031140292277794246
571,571,571,571,2021-08-30,42.68860626220703,40.91316604614258,44.93229293823242,0.04339532692390713,-0.04993483593436343
572,572,572,572,2021-08-31,42.89347076416016,40.92292022705078,44.86400604248047,0.04815273509750195,-0.04392241023805277
573,573,573,573,2021-09-01,43.29343032836914,41.50822830200195,44.064083099365234,0.04300838892420478,-0.017489363599334617
574,574,574,574,2021-09-02,43.8202018737793,42.70811080932617,43.96653366088867,0.02603934108483852,-0.0033282538996142197
575,575,575,575,2021-09-03,43.8202018737793,42.912967681884766,42.864200592041016,0.02114125964486746,0.02230302370122339
576,576,576,576,2021-09-07,43.2446517944336,43.09832763671875,41.50822830200195,0.003395123795712829,0.04183323556471574
577,577,577,577,2021-09-08,43.059303283691406,42.68860626220703,40.91316604614258,0.008683746178252738,0.0524559071064894
578,578,578,578,2021-09-09,42.51301193237305,42.89347076416016,40.92292022705078,-0.008869854199465066,0.03885577315841671
579,579,579,579,2021-09-10,42.356929779052734,43.29343032836914,41.50822830200195,-0.02163147023031664,0.02044658400922028
580,580,580,580,2021-09-13,42.08378982543945,43.8202018737793,42.70811080932617,-0.03962583406944231,-0.014618323593709182
581,581,581,581,2021-09-14,41.22533416748047,43.8202018737793,42.912967681884766,-0.059216242631039084,-0.0393268889468279
582,582,582,582,2021-09-15,41.91794967651367,43.2446517944336,43.09832763671875,-0.030678987178032968,-0.027388022341716667
583,583,583,583,2021-09-16,41.53749847412109,43.059303283691406,42.68860626220703,-0.03534206764898351,-0.02696522301560922
584,584,584,584,2021-09-17,40.84487915039063,42.51301193237305,42.89347076416016,-0.03923816982518136,-0.047759987179243124
585,585,585,585,2021-09-20,40.47418594360352,42.356929779052734,43.29343032836914,-0.04444948784697578,-0.06511945030417776
586,586,586,586,2021-09-21,40.38639068603516,42.08378982543945,43.8202018737793,-0.04033379946162119,-0.07836137308620716
587,587,587,587,2021-09-22,40.91316604614258,41.22533416748047,43.8202018737793,-0.0075722399258109085,-0.06634008296014271
588,588,588,588,2021-09-23,41.37165832519531,41.91794967651367,43.2446517944336,-0.013032396754472986,-0.04331156319957641
589,589,589,589,2021-09-24,41.27410888671875,41.53749847412109,43.059303283691406,-0.006341007452974945,-0.04145897078759264
590,590,590,590,2021-09-27,42.39595031738281,40.84487915039063,42.51301193237305,0.037974678815455576,-0.00275354790614335
591,591,591,591,2021-09-28,41.98623275756836,40.47418594360352,42.356929779052734,0.03735830082096547,-0.008751744364335345
592,592,592,592,2021-09-29,41.81064224243164,40.38639068603516,42.08378982543945,0.0352656311248174,-0.00649056523047975
593,593,593,593,2021-09-30,41.04973983764648,40.91316604614258,41.22533416748047,0.0033381379321724136,-0.004259379174966216
594,594,594,594,2021-10-01,42.43497085571289,41.37165832519531,41.91794967651367,0.025701472301631778,0.012334123762949734
595,595,595,595,2021-10-04,41.50822830200195,41.27410888671875,41.53749847412109,0.005672306964294993,-0.0007046686294160942
596,596,596,596,2021-10-05,42.39595031738281,42.39595031738281,40.84487915039063,0.0,0.037974678815455576
597,597,597,597,2021-10-06,40.97169494628906,41.98623275756836,40.47418594360352,-0.02416358279003772,0.012292007636145241
598,598,598,598,2021-10-07,41.44969940185547,41.81064224243164,40.38639068603516,-0.00863279828334873,0.02632839176163304
599,599,599,599,2021-10-08,41.73259353637695,41.04973983764648,40.91316604614258,0.01663478749027858,0.020028454637565973
600,600,600,600,2021-10-11,41.42043685913086,42.43497085571289,41.37165832519531,-0.02390796967981057,0.0011790326013072505
601,601,601,601,2021-10-12,40.92292022705078,41.50822830200195,41.27410888671875,-0.01410101319412238,-0.008508691505171972
602,602,602,602,2021-10-13,41.20582580566406,42.39595031738281,42.39595031738281,-0.0280716554956143,-0.0280716554956143
603,603,603,603,2021-10-14,42.30815124511719,40.97169494628906,41.98623275756836,0.032619014189677165,0.007667239149737659
604,604,604,604,2021-10-15,42.44472885131836,41.44969940185547,41.81064224243164,0.024005709663080133,0.015165674930561535
605,605,605,605,2021-10-18,42.220359802246094,41.73259353637695,41.04973983764648,0.011687897265334701,0.02851711044283034
606,606,606,606,2021-10-19,42.561790466308594,41.42043685913086,42.43497085571289,0.027555325190302238,0.0029885636313247144
607,607,607,607,2021-10-20,43.04954528808594,40.92292022705078,41.50822830200195,0.05196660084950189,0.037132805931147095
608,608,608,608,2021-10-21,41.664310455322266,41.20582580566406,42.39595031738281,0.011126694846998575,-0.0172573053931655
609,609,609,609,2021-10-22,41.70333099365234,42.30815124511719,40.97169494628906,-0.014295596325179849,0.017857109605116328
610,610,610,610,2021-10-25,41.47896957397461,42.44472885131836,41.44969940185547,-0.022753338364505882,0.0007061612639300829
611,611,611,611,2021-10-26,41.664310455322266,42.220359802246094,41.73259353637695,-0.013170170731094721,-0.0016362050682320328
612,612,612,612,2021-10-27,41.07900238037109,42.561790466308594,41.42043685913086,-0.03483848000030132,-0.008243140455543196
613,613,613,613,2021-10-28,41.98623275756836,43.04954528808594,40.92292022705078,-0.024699738949666705,0.025983300424750944
614,614,614,614,2021-10-29,42.09354782104492,41.664310455322266,41.20582580566406,0.01030227936168382,0.021543604527368476
615,615,615,615,2021-11-01,41.95696640014648,41.70333099365234,42.30815124511719,0.006081898027108457,-0.008300642657157908
616,616,616,616,2021-11-02,41.79113006591797,41.47896957397461,42.44472885131836,0.007525753294971516,-0.015398821080702674
617,617,617,617,2021-11-03,43.7129020690918,41.664310455322266,42.220359802246094,0.04916897919062624,0.035351244608917254
618,618,618,618,2021-11-04,46.2394905090332,41.07900238037109,42.561790466308594,0.1256235017802665,0.08640848992562544
619,619,619,619,2021-11-05,46.43458557128906,41.98623275756836,43.04954528808594,0.10594789104814017,0.07863126684731658
620,620,620,620,2021-11-08,45.40054321289063,42.09354782104492,41.664310455322266,0.07856299986651072,0.08967465720031131
621,621,621,621,2021-11-09,46.67847442626953,41.95696640014648,41.70333099365234,0.112532159286582,0.11929846643124176
622,622,622,622,2021-11-10,46.64911651611328,41.79113006591797,41.47896957397461,0.11624443853355282,0.12464501879484025
623,623,623,623,2021-11-11,46.65890121459961,43.7129020690918,41.664310455322266,0.06739427047994706,0.11987695715336932
624,624,624,624,2021-11-12,47.64706802368164,46.2394905090332,41.07900238037109,0.030441025607180094,0.15988863562200328
625,625,625,625,2021-11-15,47.32419204711914,46.43458557128906,41.98623275756836,0.019158273189803898,0.1271359428785277
626,626,626,626,2021-11-16,47.382904052734375,45.40054321289063,42.09354782104492,0.043663813240033766,0.1256571732602927
627,627,627,627,2021-11-17,47.30463790893555,46.67847442626953,41.95696640014648,0.013414394758231918,0.1274561048524805
628,628,628,628,2021-11-18,47.617713928222656,46.64911651611328,41.79113006591797,0.020763467444765205,0.1394215435934445
629,629,629,629,2021-11-19,46.77630615234375,46.65890121459961,43.7129020690918,0.002516238803056181,0.07008008936148857
630,630,630,630,2021-11-22,46.52192687988281,47.64706802368164,46.2394905090332,-0.023614068828739065,0.006108120304535669
631,631,631,631,2021-11-23,46.86436462402344,47.32419204711914,46.43458557128906,-0.00971654038251446,0.009255580672181463
632,632,632,632,2021-11-24,46.541500091552734,47.382904052734375,45.40054321289063,-0.01775754310553035,0.025130908088741855
633,633,633,633,2021-11-26,45.81749725341797,47.30463790893555,46.67847442626953,-0.03143752328007288,-0.018444843869340866
634,634,634,634,2021-11-29,45.58268356323242,47.617713928222656,46.64911651611328,-0.042736834617003505,-0.022860732046500742
635,635,635,635,2021-11-30,44.02706527709961,46.77630615234375,46.65890121459961,-0.05877421928722326,-0.05640587045535694
636,636,636,636,2021-12-01,43.69441223144531,46.52192687988281,47.64706802368164,-0.06077810697175112,-0.08295695739917874
637,637,637,637,2021-12-02,45.19133377075195,46.86436462402344,47.32419204711914,-0.03569942464159348,-0.045069090122945354
638,638,638,638,2021-12-03,45.044578552246094,46.541500091552734,47.382904052734375,-0.03216315624468524,-0.04934956071679064
639,639,639,639,2021-12-06,46.0816535949707,45.81749725341797,47.30463790893555,0.005765403118631163,-0.025853370156202593
640,640,640,640,2021-12-07,46.71760940551758,45.58268356323242,47.617713928222656,0.024898179606094972,-0.018902724394998627
641,641,641,641,2021-12-08,47.069820404052734,44.02706527709961,46.77630615234375,0.06911101405016407,0.006274848867994232
642,642,642,642,2021-12-09,46.99155426025391,43.69441223144531,46.52192687988281,0.07545912304172764,0.01009475341775179
643,643,643,643,2021-12-10,46.92306137084961,45.19133377075195,46.86436462402344,0.038319904627786006,0.0012524814386598582
644,644,644,644,2021-12-13,45.621826171875,45.044578552246094,46.541500091552734,0.012815029870006933,-0.019760298182667668
645,645,645,645,2021-12-14,45.30874252319336,46.0816535949707,45.81749725341797,-0.016772641853757153,-0.01110393977677726
646,646,646,646,2021-12-15,45.09349060058594,46.71760940551758,45.58268356323242,-0.03476459574020552,-0.010731991282783349
647,647,647,647,2021-12-16,45.96425628662109,47.069820404052734,44.02706527709961,-0.023487748794054464,0.04400000311919716
648,648,648,648,2021-12-17,45.08371353149414,46.99155426025391,43.69441223144531,-0.04059965155001166,0.03179585738995239
649,649,649,649,2021-12-20,43.7922477722168,46.92306137084961,45.19133377075195,-0.06672227913453643,-0.030959165879734463
650,650,650,650,2021-12-21,44.8293342590332,45.621826171875,45.044578552246094,-0.017370894138611925,-0.004778472795860078
651,651,651,651,2021-12-22,44.93695068359375,45.30874252319336,46.0816535949707,-0.008205741737575045,-0.02484075162402344
652,652,652,652,2021-12-23,45.4359245300293,45.09349060058594,46.71760940551758,0.007593866096471835,-0.027434727328682795
653,653,653,653,2021-12-27,45.99360275268555,45.96425628662109,47.069820404052734,0.0006384627629230089,-0.02286428208412128
654,654,654,654,2021-12-28,46.35560607910156,45.08371353149414,46.99155426025391,0.028211796411112378,-0.013533244242790343
655,655,655,655,2021-12-29,46.32625198364258,43.7922477722168,46.92306137084961,0.05786421890482263,-0.012718892795383407
656,656,656,656,2021-12-30,46.10122299194336,44.8293342590332,45.621826171875,0.028371796144928574,0.010508058538960974
657,657,657,657,2021-12-31,46.25776672363281,44.93695068359375,45.30874252319336,0.029392649477688826,0.020945719249516825
658,658,658,658,2022-01-03,45.885986328125,45.4359245300293,45.09349060058594,0.009905417414765028,0.017574503924714158
659,659,659,659,2022-01-04,46.7371711730957,45.99360275268555,45.96425628662109,0.016166779202064996,0.016815563851505066
660,660,660,660,2022-01-05,46.218631744384766,46.35560607910156,45.08371353149414,-0.0029548601841827837,0.025173574312990166
661,661,661,661,2022-01-06,46.86436462402344,46.32625198364258,43.7922477722168,0.011615717165525563,0.07015207047115068
662,662,662,662,2022-01-07,47.37311935424805,46.10122299194336,44.8293342590332,0.027589210865988534,0.056743762477406534
663,663,663,663,2022-01-10,46.36539077758789,46.25776672363281,44.93695068359375,0.002326615865354542,0.031787650747643115
664,664,664,664,2022-01-11,47.36333084106445,45.885986328125,45.4359245300293,0.03219598468201479,0.0424203167641346
665,665,665,665,2022-01-12,47.80360794067383,46.7371711730957,45.99360275268555,0.022817743154126102,0.03935341177165341
666,666,666,666,2022-01-13,47.84274673461914,46.218631744384766,46.35560607910156,0.03513983276737087,0.032081139290464966
667,667,667,667,2022-01-14,47.549224853515625,46.86436462402344,46.32625198364258,0.014613667228534633,0.026399132619338017
668,668,668,668,2022-01-18,47.09917449951172,47.37311935424805,46.10122299194336,-0.005782706700984019,0.021646963850454837
669,669,669,669,2022-01-19,46.19905853271485,46.36539077758789,46.25776672363281,-0.0035874224736058835,-0.0012691531622941454
670,670,670,670,2022-01-20,45.53376388549805,47.36333084106445,45.885986328125,-0.03862834228669054,-0.007676035121229718
671,671,671,671,2022-01-21,44.45754623413086,47.80360794067383,46.7371711730957,-0.06999600763807545,-0.048775415408049194
672,672,672,672,2022-01-24,45.07392883300781,47.84274673461914,46.218631744384766,-0.057873305581090384,-0.024767131093534123
673,673,673,673,2022-01-25,45.05436325073242,47.549224853515625,46.86436462402344,-0.05246902784365248,-0.03862212552782973
674,674,674,674,2022-01-26,45.01522445678711,47.09917449951172,47.37311935424805,-0.04424599931674411,-0.0497728443809875
675,675,675,675,2022-01-27,45.8272819519043,46.19905853271485,46.36539077758789,-0.008047276126791347,-0.01160582962116874
676,676,676,676,2022-01-28,46.433876037597656,45.53376388549805,47.36333084106445,0.019768015540360118,-0.01962393241695215
677,677,677,677,2022-01-31,47.040470123291016,44.45754623413086,47.80360794067383,0.05809866058638202,-0.015964021341859702
678,678,678,678,2022-02-01,46.89371109008789,45.07392883300781,47.84274673461914,0.04037327795014489,-0.01983656268306444
679,679,679,679,2022-02-02,47.089385986328125,45.05436325073242,47.549224853515625,0.045168161056246214,-0.009670796287512995
680,680,680,680,2022-02-03,47.48073959350586,45.01522445678711,47.09917449951172,0.05477069516970978,0.008101311711909087
681,681,681,681,2022-02-04,49.163551330566406,45.8272819519043,46.19905853271485,0.07280094381690638,0.06416781839292929
682,682,682,682,2022-02-07,48.47868728637695,46.433876037597656,45.53376388549805,0.04403705706419192,0.06467559783294852
683,683,683,683,2022-02-08,49.28096008300781,47.040470123291016,44.45754623413086,0.04762898741965316,0.10849482838020275
684,684,684,684,2022-02-09,50.42565536499024,46.89371109008789,45.07392883300781,0.07531807981921301,0.11873219554057024
685,685,685,685,2022-02-10,49.848419189453125,47.089385986328125,45.05436325073242,0.058591403250109364,0.10640603024486794
686,686,686,686,2022-02-11,49.94625473022461,47.48073959350586,45.01522445678711,0.05192663715491008,0.10954139033941956
687,687,687,687,2022-02-14,49.799503326416016,49.163551330566406,45.8272819519043,0.012935436489800889,0.08667809229184842
688,688,688,688,2022-02-15,49.78971481323242,48.47868728637695,46.433876037597656,0.027043379271201484,0.07227134717156791
689,689,689,689,2022-02-16,50.347389221191406,49.28096008300781,47.040470123291016,0.021639780077078896,0.0702994483097874
690,690,690,690,2022-02-17,50.1614990234375,50.42565536499024,46.89371109008789,-0.005238530657474483,0.06968499309154352
691,691,691,691,2022-02-18,49.60382461547852,49.848419189453125,47.089385986328125,-0.004906766913610694,0.05339714197760914
692,692,692,692,2022-02-22,49.57447052001953,49.94625473022461,47.48073959350586,-0.00744368546176688,0.04409642613907483
693,693,693,693,2022-02-23,49.329872131347656,49.799503326416016,49.163551330566406,-0.009430439335712082,0.0033830103049907745
694,694,694,694,2022-02-24,48.96788024902344,49.78971481323242,48.47868728637695,-0.01650611109727762,0.010090887151227745
695,695,695,695,2022-02-25,50.71916961669922,50.347389221191406,49.28096008300781,0.007384303362274913,0.0291838781401359
696,696,696,696,2022-02-28,51.04291534423828,50.1614990234375,50.42565536499024,0.017571570586216945,0.01224099071752649
697,697,697,697,2022-03-01,49.41440582275391,49.60382461547852,49.848419189453125,-0.0038186328210164655,-0.008706662593445658
698,698,698,698,2022-03-02,50.326759338378906,49.57447052001953,49.94625473022461,0.015174923916849048,0.007618281094538881
699,699,699,699,2022-03-03,50.5425910949707,49.329872131347656,49.799503326416016,0.024583865946256944,0.01492158995410131
700,700,700,700,2022-03-04,50.50334548950195,48.96788024902344,49.78971481323242,0.031356579714498345,0.014332893428822713
701,701,701,701,2022-03-07,50.24828338623047,50.71916961669922,50.347389221191406,-0.009284186512267145,-0.001968440399670701
702,702,702,702,2022-03-08,49.12990951538086,51.04291534423828,50.1614990234375,-0.037478381004610095,-0.020565364435672917
703,703,703,703,2022-03-09,50.55239868164063,49.41440582275391,49.60382461547852,0.023029576900481574,0.019123002581258985
704,704,704,704,2022-03-10,52.57332229614258,50.326759338378906,49.57447052001953,0.04463953147983557,0.06049185689057501
705,705,705,705,2022-03-11,52.63217926025391,50.5425910949707,49.329872131347656,0.04134311518293199,0.06694335473064683
706,706,706,706,2022-03-14,53.18155670166016,50.50334548950195,48.96788024902344,0.05303037226939611,0.08604980307924937
707,707,707,707,2022-03-15,53.9467658996582,50.24828338623047,50.71916961669922,0.07360415648430352,0.06363661525515796
708,708,708,708,2022-03-16,53.72112274169922,49.12990951538086,51.04291534423828,0.09345047185322031,0.05246971845943471
709,709,709,709,2022-03-17,54.73158645629883,50.55239868164063,49.41440582275391,0.08267041492881666,0.10760385650729631
710,710,710,710,2022-03-18,54.79044342041016,52.57332229614258,50.326759338378906,0.04217198052994764,0.08869404946221682
711,711,711,711,2022-03-21,55.86957550048828,52.63217926025391,50.5425910949707,0.06150982698676022,0.10539595003168811
712,712,712,712,2022-03-22,55.40849685668945,53.18155670166016,50.50334548950195,0.041874294269384826,0.09712527595240439
713,713,713,713,2022-03-23,56.32084655761719,53.9467658996582,50.24828338623047,0.04400784029157201,0.12085115673923275
714,714,714,714,2022-03-24,57.3803596496582,53.72112274169922,49.12990951538086,0.06811542129439951,0.16793131140806228
715,715,715,715,2022-03-25,58.65569686889648,54.73158645629883,50.55239868164063,0.07169736283326822,0.1602950284968132
716,716,716,716,2022-03-28,57.91011047363281,54.79044342041016,52.57332229614258,0.05693816035189325,0.10151133587161199
717,717,717,717,2022-03-29,56.92908477783203,55.86957550048828,52.63217926025391,0.01896397579277287,0.08164027364952764
718,718,718,718,2022-03-30,57.26263046264648,55.40849685668945,53.18155670166016,0.033462983317389394,0.0767385163973382
719,719,719,719,2022-03-31,56.38951873779297,56.32084655761719,53.9467658996582,0.0012193030533644844,0.045280802238976126
720,720,720,720,2022-04-01,57.18415451049805,57.3803596496582,53.72112274169922,-0.0034193779955041803,0.06446313092616673
721,721,721,721,2022-04-04,57.556941986083984,58.65569686889648,54.73158645629883,-0.01873227907032393,0.05162202875374522
722,722,722,722,2022-04-05,57.17434310913086,57.91011047363281,54.79044342041016,-0.012705335190768774,0.04350940674870807
723,723,723,723,2022-04-06,56.94870376586914,56.92908477783203,55.86957550048828,0.00034462152542369395,0.019315132712462324
