,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CSCO,CSCO_6m,CSCO_12m,CSCO_6m_ret,CSCO_12m_ret
0,0,0,0,2019-02-05,40.60844802856445,,,,
1,1,1,1,2019-02-06,40.797481536865234,,,,
2,2,2,2,2019-02-07,40.12726593017578,,,,
3,3,3,3,2019-02-08,40.548301696777344,,,,
4,4,4,4,2019-02-11,40.88341522216797,,,,
5,5,5,5,2019-02-12,41.14977264404297,,,,
6,6,6,6,2019-02-13,40.81467056274414,40.60844802856445,,0.005078316069469846,
7,7,7,7,2019-02-14,41.588008880615234,40.797481536865234,,0.019376866266503923,
8,8,8,8,2019-02-15,42.47303009033203,40.12726593017578,,0.058458110857541046,
9,9,9,9,2019-02-19,42.66205978393555,40.548301696777344,,0.05212938640352971,
10,10,10,10,2019-02-20,42.6448860168457,40.88341522216797,,0.04308521646505259,
11,11,11,11,2019-02-21,42.455848693847656,41.14977264404297,,0.0317395690397273,
12,12,12,12,2019-02-22,43.05732727050781,40.81467056274414,40.60844802856445,0.05494731861956481,0.060304674540154535
13,13,13,13,2019-02-25,43.6416244506836,41.588008880615234,40.797481536865234,0.049379992583044485,0.06971368836207104
14,14,14,14,2019-02-26,43.97673416137695,42.47303009033203,40.12726593017578,0.0354037389808739,0.09593148553653053
15,15,15,15,2019-02-27,44.32903289794922,42.66205978393555,40.548301696777344,0.039073901317848936,0.09324018622147023
16,16,16,16,2019-02-28,44.483699798583984,42.6448860168457,40.88341522216797,0.043119209675268166,0.0880622266229818
17,17,17,17,2019-03-01,44.17436981201172,42.455848693847656,41.14977264404297,0.040477841593898,0.07350215988147402
18,18,18,18,2019-03-04,43.95954895019531,43.05732727050781,40.81467056274414,0.020953963863555414,0.07705264661187372
19,19,19,19,2019-03-05,44.0798454284668,43.6416244506836,41.588008880615234,0.010041353485326754,0.05991718802900037
20,20,20,20,2019-03-06,44.39776611328125,43.97673416137695,42.47303009033203,0.009573970417159128,0.04531666374769294
21,21,21,21,2019-03-07,44.071250915527344,44.32903289794922,42.66205978393555,-0.005815195269775475,0.033031483681958296
22,22,22,22,2019-03-08,43.8822135925293,44.483699798583984,42.6448860168457,-0.013521496835428137,0.029014676582669763
23,23,23,23,2019-03-11,44.612586975097656,44.17436981201172,42.455848693847656,0.009920167847347061,0.05079955642395473
24,24,24,24,2019-03-12,44.81021881103516,43.95954895019531,43.05732727050781,0.019351196296477635,0.04071064442794614
25,25,25,25,2019-03-13,45.18828582763672,44.0798454284668,43.6416244506836,0.025146195237202296,0.03544005055771682
26,26,26,26,2019-03-14,45.31716537475586,44.39776611328125,43.97673416137695,0.02070823246216391,0.03048046288430739
27,27,27,27,2019-03-15,45.712432861328125,44.071250915527344,44.32903289794922,0.03723928664848852,0.031207537655144835
28,28,28,28,2019-03-18,45.97880172729492,43.8822135925293,44.483699798583984,0.047777629320015835,0.033610107420932955
29,29,29,29,2019-03-19,45.80694580078125,44.612586975097656,44.17436981201172,0.026771790354822356,0.03695753885606323
30,30,30,30,2019-03-20,45.76396942138672,44.81021881103516,43.95954895019531,0.021284221225821742,0.041047292665258084
31,31,31,31,2019-03-21,46.3482780456543,45.18828582763672,44.0798454284668,0.025670197414484397,0.051461900447648645
32,32,32,32,2019-03-22,45.31716537475586,45.31716537475586,44.39776611328125,0.0,0.02070823246216391
33,33,33,33,2019-03-25,45.3085823059082,45.712432861328125,44.071250915527344,-0.008834588975936364,0.028075703881255576
34,34,34,34,2019-03-26,45.73821258544922,45.97880172729492,43.8822135925293,-0.005232610090029399,0.04229501752472897
35,35,35,35,2019-03-27,45.66087341308594,45.80694580078125,44.612586975097656,-0.0031888698349502587,0.023497548765182064
36,36,36,36,2019-03-28,45.849910736083984,45.76396942138672,44.81021881103516,0.0018779252714276051,0.023202116674172046
37,37,37,37,2019-03-29,46.39124298095703,46.3482780456543,45.18828582763672,0.0009270017595996993,0.026620995492256494
38,38,38,38,2019-04-01,47.24190902709961,45.31716537475586,45.31716537475586,0.0424727283012265,0.0424727283012265
39,39,39,39,2019-04-02,47.50827407836914,45.3085823059082,45.712432861328125,0.048549119405444374,0.039285618914417064
40,40,40,40,2019-04-03,47.8004264831543,45.73821258544922,45.97880172729492,0.0450873302897965,0.039618795780360205
41,41,41,41,2019-04-04,47.67937088012695,45.66087341308594,45.80694580078125,0.04420628245062286,0.04087644453505068
42,42,42,42,2019-04-05,47.739891052246094,45.849910736083984,45.76396942138672,0.04122102498827096,0.04317636026423832
43,43,43,43,2019-04-08,47.98200988769531,46.39124298095703,46.3482780456543,0.034290241099840024,0.03524902997327639
44,44,44,44,2019-04-09,47.71395492553711,47.24190902709961,45.31716537475586,0.009992100407431037,0.052889220474420684
45,45,45,45,2019-04-10,48.267364501953125,47.50827407836914,45.3085823059082,0.0159780677852408,0.06530290831145913
46,46,46,46,2019-04-11,48.07711791992188,47.8004264831543,45.73821258544922,0.005788472135600964,0.051136789180448616
47,47,47,47,2019-04-12,48.67376327514648,47.67937088012695,45.66087341308594,0.020855820382353008,0.0659840611195377
48,48,48,48,2019-04-15,48.9072380065918,47.739891052246094,45.849910736083984,0.024452233312978633,0.06668120442166292
49,49,49,49,2019-04-16,49.24447250366211,47.98200988769531,46.39124298095703,0.02631116576653758,0.061503623084130155
50,50,50,50,2019-04-17,48.691062927246094,47.71395492553711,47.24190902709961,0.020478453384001893,0.030675176553834893
51,51,51,51,2019-04-18,48.76888275146485,48.267364501953125,47.50827407836914,0.010390421243973824,0.026534507884168113
52,52,52,52,2019-04-22,48.71699523925781,48.07711791992188,47.8004264831543,0.01330939430274758,0.01917490749641182
53,53,53,53,2019-04-23,49.01964569091797,48.67376327514648,47.67937088012695,0.007106136704825294,0.028110161397906674
54,54,54,54,2019-04-24,49.18394088745117,48.9072380065918,47.739891052246094,0.005657708186712185,0.030248285100288985
55,55,55,55,2019-04-25,48.70835876464844,49.24447250366211,47.98200988769531,-0.010886780013204644,0.015137941879741712
56,56,56,56,2019-04-26,48.31924057006836,48.691062927246094,47.71395492553711,-0.00763635736877033,0.012685715226831817
57,57,57,57,2019-04-29,48.535404205322266,48.76888275146485,48.267364501953125,-0.004787449147285905,0.0055532284833637036
58,58,58,58,2019-04-30,48.3797721862793,48.71699523925781,48.07711791992188,-0.006922082351802583,0.006295183227528867
59,59,59,59,2019-05-01,48.05983352661133,49.01964569091797,48.67376327514648,-0.019580153034122527,-0.012613155573459212
60,60,60,60,2019-05-02,47.50642776489258,49.18394088745117,48.9072380065918,-0.034106927836410894,-0.028642186694542326
61,61,61,61,2019-05-03,47.50642776489258,48.70835876464844,49.24447250366211,-0.024676072654457815,-0.03529420969308339
62,62,62,62,2019-05-06,47.20377731323242,48.31924057006836,48.691062927246094,-0.023085281218739095,-0.030545351130164544
63,63,63,63,2019-05-07,46.2180290222168,48.535404205322266,48.76888275146485,-0.04774607775598483,-0.0523049449840316
64,64,64,64,2019-05-08,46.235328674316406,48.3797721862793,48.71699523925781,-0.044325208967624374,-0.05094046857269219
65,65,65,65,2019-05-09,45.75973892211914,48.05983352661133,49.01964569091797,-0.04785897985307408,-0.0665020467376165
66,66,66,66,2019-05-10,46.14020919799805,47.50642776489258,49.18394088745117,-0.028758604491499362,-0.06188466467984277
67,67,67,67,2019-05-13,44.35893249511719,47.50642776489258,48.70835876464844,-0.06625409271672078,-0.08929527456564557
68,68,68,68,2019-05-14,44.98151016235352,47.20377731323242,48.31924057006836,-0.047078163599757916,-0.0690766321725349
69,69,69,69,2019-05-15,45.34468460083008,46.2180290222168,48.535404205322266,-0.018896184884191092,-0.06574004392740385
70,70,70,70,2019-05-16,48.36248016357422,46.235328674316406,48.3797721862793,0.046007058893028585,-0.0003574225740149428
