,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,ARE,ARE_6m,ARE_12m,ARE_6m_ret,ARE_12m_ret
72,72,72,72,2019-05-20,125.3318099975586,123.52303314208984,121.95661926269533,0.014643235431144985,0.027675338618505796
73,73,73,73,2019-05-21,126.39627838134766,123.48846435546876,123.15090942382812,0.023547252296445942,0.026352781093564426
74,74,74,74,2019-05-22,125.97219848632812,124.4923324584961,122.7787857055664,0.01188720621268291,0.026009483335498906
75,75,75,75,2019-05-23,124.66539764404295,125.95491027832033,120.73633575439452,-0.010237890935954508,0.03254249737743442
76,76,76,76,2019-05-24,125.78182220458984,126.76844024658205,120.97002410888672,-0.007782836485745959,0.03977678049705902
77,77,77,77,2019-05-28,125.3404541015625,126.61266326904295,121.85277557373048,-0.01004804049320962,0.028622068815508328
78,78,78,78,2019-05-29,124.76061248779295,125.3318099975586,123.52303314208984,-0.004557482332512075,0.010019016811864567
79,79,79,79,2019-05-30,125.95491027832033,126.39627838134766,123.48846435546876,-0.0034919390719375665,0.01997308765417749
80,80,80,80,2019-05-31,126.70783233642578,125.97219848632812,124.4923324584961,0.0058396523910591025,0.017796275755924906
81,81,81,81,2019-06-03,127.45211029052734,124.66539764404295,125.95491027832033,0.022353537542480595,0.011886793527133399
82,82,82,82,2019-06-04,127.33096313476562,125.78182220458984,126.76844024658205,0.012316095466132104,0.0044374048232305174
83,83,83,83,2019-06-05,130.36863708496094,125.3404541015625,126.61266326904295,0.04011620206293598,0.02966507234696425
84,84,84,84,2019-06-06,130.3859100341797,124.76061248779295,125.3318099975586,0.045088729801940675,0.04032575637996083
85,85,85,85,2019-06-07,130.42051696777344,125.95491027832033,126.39627838134766,0.0354540103246912,0.03183826800884382
86,86,86,86,2019-06-10,130.0916748046875,126.70783233642578,125.97219848632812,0.026705866605603257,0.032701471974440954
87,87,87,87,2019-06-11,130.70616149902344,127.45211029052734,124.66539764404295,0.025531560058742686,0.04845581828751455
88,88,88,88,2019-06-12,131.54559326171875,127.33096313476562,125.78182220458984,0.03309980560260439,0.045823561434448434
89,89,89,89,2019-06-13,132.2033233642578,130.36863708496094,125.3404541015625,0.014073064813136194,0.054753824787760585
90,90,90,90,2019-06-14,130.9398193359375,130.3859100341797,124.76061248779295,0.004248229748234467,0.04952850683342991
91,91,91,91,2019-06-17,129.08778381347656,130.42051696777344,125.95491027832033,-0.010218738472154598,0.024872976593239393
92,92,92,92,2019-06-18,128.7243194580078,130.0916748046875,126.70783233642578,-0.010510705998155179,0.01591446309513045
93,93,93,93,2019-06-19,129.42530822753906,130.70616149902344,127.45211029052734,-0.009799486549025072,0.01548187733034645
94,94,94,94,2019-06-20,129.7541961669922,131.54559326171875,127.33096313476562,-0.013618069980972036,0.019030980152579646
95,95,95,95,2019-06-21,125.72992706298828,132.2033233642578,130.36863708496094,-0.048965458178638066,-0.035581487432054804
96,96,96,96,2019-06-24,126.0241470336914,130.9398193359375,130.3859100341797,-0.037541462384597546,-0.03345271739365763
97,97,97,97,2019-06-25,123.03843688964844,129.08778381347656,130.42051696777344,-0.04686227267305976,-0.05660213783655754
98,98,98,98,2019-06-26,120.21709442138672,128.7243194580078,130.0916748046875,-0.0660887163547701,-0.07590478328552486
99,99,99,99,2019-06-27,122.09127044677734,129.42530822753906,130.70616149902344,-0.05666617975417876,-0.06591036683691809
100,100,100,100,2019-06-28,122.98912048339844,129.7541961669922,131.54559326171875,-0.05213762547522682,-0.0650456816238355
101,101,101,101,2019-07-01,124.81971740722656,125.72992706298828,132.2033233642578,-0.007239403354666107,-0.05585038083110294
102,102,102,102,2019-07-02,125.76117706298828,126.0241470336914,130.9398193359375,-0.0020866633648615185,-0.039549789355237785
103,103,103,103,2019-07-03,127.09488677978516,123.03843688964844,129.08778381347656,0.032968964761596276,-0.01543830852786976
104,104,104,104,2019-07-05,126.39752197265624,120.21709442138672,128.7243194580078,0.051410555054722806,-0.01807581889070009
105,105,105,105,2019-07-08,127.04258728027344,122.09127044677734,129.42530822753906,0.0405542248465216,-0.0184100079026015
106,106,106,106,2019-07-09,128.9951934814453,122.98912048339844,129.7541961669922,0.04883418122221306,-0.005849542503966854
107,107,107,107,2019-07-10,129.81460571289062,124.81971740722656,125.72992706298828,0.04001682113546323,0.03248771987162602
108,108,108,108,2019-07-11,126.60674285888672,125.76117706298828,126.0241470336914,0.006723583665847244,0.004622890445269645
109,109,109,109,2019-07-12,127.00765991210938,127.09488677978516,123.03843688964844,-0.0006863129578683624,0.03226002477600454
110,110,110,110,2019-07-15,126.6851806640625,126.39752197265624,120.21709442138672,0.002275825403194931,0.05380338190510381
111,111,111,111,2019-07-16,124.68894958496094,127.04258728027344,122.09127044677734,-0.018526367777130126,0.021276534584968365
112,112,112,112,2019-07-17,124.64537811279295,128.9951934814453,122.98912048339844,-0.03372075541154207,0.013466700329953785
113,113,113,113,2019-07-18,125.39505004882812,129.81460571289062,124.81971740722656,-0.03404513413411414,0.004609308958171576
114,114,114,114,2019-07-19,123.41626739501952,126.60674285888672,125.76117706298828,-0.025199885818271484,-0.018645735693093135
115,115,115,115,2019-07-22,122.8147964477539,127.00765991210938,127.09488677978516,-0.03301268181192363,-0.033676337738490436
116,116,116,116,2019-07-23,124.1223602294922,126.6851806640625,126.39752197265624,-0.020229836048197725,-0.018000050219783792
117,117,117,117,2019-07-24,124.53205871582033,124.68894958496094,127.04258728027344,-0.001258258006526125,-0.019761314833068866
118,118,118,118,2019-07-25,124.70640563964844,124.64537811279295,128.9951934814453,0.0004896092240200822,-0.03324765618041248
119,119,119,119,2019-07-26,125.05509948730467,125.39505004882812,129.81460571289062,-0.002711036531275135,-0.03666387306303953
120,120,120,120,2019-07-29,125.65652465820312,123.41626739501952,126.60674285888672,0.01815204195094644,-0.007505273251857458
121,121,121,121,2019-07-30,129.0300750732422,122.8147964477539,127.00765991210938,0.050606920381391474,0.01592356840943565
122,122,122,122,2019-07-31,127.5830535888672,124.1223602294922,126.6851806640625,0.02788130481064388,0.007087434537316861
123,123,123,123,2019-08-01,126.86822509765624,124.53205871582033,124.68894958496094,0.018759558028081713,0.017477695657467818
124,124,124,124,2019-08-02,126.2841796875,124.70640563964844,124.64537811279295,0.012651908614948804,0.013147712330128014
125,125,125,125,2019-08-05,124.36641693115234,125.05509948730467,125.39505004882812,-0.00550703297167221,-0.008203139735382226
126,126,126,126,2019-08-06,125.76988220214844,125.65652465820312,123.41626739501952,0.0009021222276650587,0.019070539539132847
127,127,127,127,2019-08-07,125.83963012695312,129.0300750732422,122.8147964477539,-0.024726366658920806,0.024629228453641572
128,128,128,128,2019-08-08,127.6614990234375,127.5830535888672,124.1223602294922,0.0006148577915612297,0.028513305639706887
129,129,129,129,2019-08-09,126.6764678955078,126.86822509765624,124.53205871582033,-0.0015114675246763465,0.01721973604066851
130,130,130,130,2019-08-12,124.52334594726562,126.2841796875,124.70640563964844,-0.013943423036770652,-0.0014679253358627076
131,131,131,131,2019-08-13,125.7524642944336,124.36641693115234,125.05509948730467,0.011144868506170358,0.005576460376169656
132,132,132,132,2019-08-14,124.79359436035156,125.76988220214844,125.65652465820312,-0.007762493092167366,-0.006867373582062797
133,133,133,133,2019-08-15,126.53697204589844,125.83963012695312,129.0300750732422,0.00554151278291104,-0.019321875352925066
134,134,134,134,2019-08-16,129.09979248046875,127.6614990234375,127.5830535888672,0.011266462230458352,0.011888247294105314
135,135,135,135,2019-08-19,129.84071350097656,126.6764678955078,126.86822509765624,0.02497895353443913,0.023429731132695197
136,136,136,136,2019-08-20,128.87315368652344,124.52334594726562,126.2841796875,0.03493166446956786,0.020501174457719484
137,137,137,137,2019-08-21,129.49208068847656,125.7524642944336,124.36641693115234,0.029737917384164536,0.041214211069228845
138,138,138,138,2019-08-22,130.24172973632812,124.79359436035156,125.76988220214844,0.04365717169941141,0.03555579011350374
139,139,139,139,2019-08-23,127.9927215576172,126.53697204589844,125.83963012695312,0.011504538856759838,0.017109804188807143
140,140,140,140,2019-08-26,128.35011291503906,129.09979248046875,127.6614990234375,-0.0058069773082176646,0.005394060831724445
141,141,141,141,2019-08-27,127.47845458984376,129.84071350097656,126.6764678955078,-0.018193514556703594,0.006330984022995478
142,142,142,142,2019-08-28,128.49835205078125,128.87315368652344,124.52334594726562,-0.002908298780783136,0.031921773971597345
143,143,143,143,2019-08-29,130.2156219482422,129.49208068847656,125.7524642944336,0.005587532889414826,0.03549161186502614
144,144,144,144,2019-08-30,130.61654663085938,130.24172973632812,124.79359436035156,0.0028778556249986487,0.046660666361556746
145,145,145,145,2019-09-03,130.74732971191406,127.9927215576172,126.53697204589844,0.0215215999845495,0.03327373492459107
146,146,146,146,2019-09-04,133.01376342773438,128.35011291503906,129.09979248046875,0.03633538301429007,0.030317406961422932
147,147,147,147,2019-09-05,132.66506958007812,127.47845458984376,129.84071350097656,0.040686208559101766,0.021752468874721043
148,148,148,148,2019-09-06,133.46705627441406,128.49835205078125,128.87315368652344,0.038667454829842685,0.03564669953732191
149,149,149,149,2019-09-09,132.9788818359375,130.2156219482422,129.49208068847656,0.021220648078566606,0.02692675203705508
150,150,150,150,2019-09-10,132.15943908691406,130.61654663085938,130.24172973632812,0.011812381324206367,0.014724231277243538
151,151,151,151,2019-09-11,132.78712463378906,130.74732971191406,127.9927215576172,0.015601044597770786,0.03745840402349443
152,152,152,152,2019-09-12,133.70240783691406,133.01376342773438,128.35011291503906,0.0051772417487745415,0.04170074182496375
153,153,153,153,2019-09-13,132.0810089111328,132.66506958007812,127.47845458984376,-0.004402520352900896,0.03610456634493686
154,154,154,154,2019-09-16,133.5106201171875,133.46705627441406,128.49835205078125,0.00032640146557105787,0.03900647740934016
155,155,155,155,2019-09-17,134.17312622070312,132.9788818359375,130.2156219482422,0.008980707073766858,0.03039193157664255
156,156,156,156,2019-09-18,133.3886260986328,132.15943908691406,130.61654663085938,0.009300788655060677,0.02122303444147633
157,157,157,157,2019-09-19,134.2777099609375,132.78712463378906,130.74732971191406,0.011225375436506368,0.027001547617088617
158,158,158,158,2019-09-20,133.75473022460938,133.70240783691406,133.01376342773438,0.00039133467034591085,0.005570602453313533
159,159,159,159,2019-09-23,133.84188842773438,132.0810089111328,132.66506958007812,0.013331814551676535,0.008870600613870794
160,160,160,160,2019-09-24,133.50192260742188,133.5106201171875,133.46705627441406,-6.514470352991797e-05,0.00026123549871459595
161,161,161,161,2019-09-25,133.824462890625,134.17312622070312,132.9788818359375,-0.002598607783086182,0.00635876195538132
162,162,162,162,2019-09-26,135.31504821777344,133.3886260986328,132.15943908691406,0.014442176784369654,0.023877289073420682
163,163,163,163,2019-09-27,134.3324432373047,134.2777099609375,132.78712463378906,0.0004076125246930129,0.011637563564821818
164,164,164,164,2019-09-30,135.14837646484375,133.75473022460938,133.70240783691406,0.010419416478909316,0.010814828628168183
165,165,165,165,2019-10-01,134.35873413085938,133.84188842773438,132.0810089111328,0.0038616139475950995,0.017244910820291226
166,166,166,166,2019-10-02,133.2707977294922,133.50192260742188,133.5106201171875,-0.0017312475612005773,-0.0017962794831213325
167,167,167,167,2019-10-03,135.23609924316406,133.824462890625,134.17312622070312,0.010548417845642977,0.007922398861843982
168,168,168,168,2019-10-04,135.81517028808594,135.31504821777344,133.3886260986328,0.0036959826486380187,0.018191537467811214
169,169,169,169,2019-10-07,135.4203643798828,134.3324432373047,134.2777099609375,0.00809872221750818,0.008509635882811173
170,170,170,170,2019-10-08,134.32363891601562,135.14837646484375,133.75473022460938,-0.006102459906669022,0.004253372500926833
171,171,171,171,2019-10-09,134.981689453125,134.35873413085938,133.84188842773438,0.004636507825824587,0.008516026176708102
172,172,172,172,2019-10-10,135.2273406982422,133.2707977294922,133.50192260742188,0.014680957884872337,0.012924293951137367
173,173,173,173,2019-10-11,135.08694458007812,135.23609924316406,133.824462890625,-0.0011029204770077738,0.009433863302593215
174,174,174,174,2019-10-14,134.99920654296875,135.81517028808594,135.31504821777344,-0.006007898406241385,-0.0023341208458675933
175,175,175,175,2019-10-15,134.4815673828125,135.4203643798828,134.3324432373047,-0.006932465448378111,0.0011101126571813058
176,176,176,176,2019-10-16,136.22752380371094,134.32363891601562,135.14837646484375,0.014173863238515327,0.007984907899710514
177,177,177,177,2019-10-17,136.26260375976562,134.981689453125,134.35873413085938,0.009489541224666942,0.01417004738264338
178,178,178,178,2019-10-18,136.87677001953125,135.2273406982422,133.2707977294922,0.012197454396221108,0.027057482595386873
179,179,179,179,2019-10-21,138.2279052734375,135.08694458007812,135.23609924316406,0.02325140081540189,0.022122835892315784
180,180,180,180,2019-10-22,137.86817932128906,134.99920654296875,135.81517028808594,0.021251775116227334,0.015116198204135456
181,181,181,181,2019-10-23,138.38584899902344,134.4815673828125,135.4203643798828,0.029032094823055576,0.021898365380422558
182,182,182,182,2019-10-24,139.6404571533203,136.22752380371094,134.32363891601562,0.025053184953482965,0.03958214860921805
183,183,183,183,2019-10-25,138.842041015625,136.26260375976562,134.981689453125,0.018929898480488427,0.028599075757164583
184,184,184,184,2019-10-28,139.39480590820312,136.87677001953125,135.2273406982422,0.01839637133687888,0.03081821463353762
185,185,185,185,2019-10-29,137.13995361328125,138.2279052734375,135.08694458007812,-0.007870709304348522,0.01519768649431641
186,186,186,186,2019-10-30,139.55271911621094,137.86817932128906,134.99920654296875,0.012218481474221887,0.03372992101100136
187,187,187,187,2019-10-31,139.28074645996094,138.38584899902344,134.4815673828125,0.006466683316325383,0.035686519502611036
188,188,188,188,2019-11-01,138.9912109375,139.6404571533203,136.22752380371094,-0.004649413422554649,0.02028728891652798
189,189,189,189,2019-11-04,137.92079162597656,138.842041015625,136.26260375976562,-0.006635233700898691,0.01216906047923727
190,190,190,190,2019-11-05,136.06082153320312,139.39480590820312,136.87677001953125,-0.023917565315852318,-0.005961190391997828
191,191,191,191,2019-11-06,135.99940490722656,137.13995361328125,138.2279052734375,-0.008316677058757826,-0.016121928215598658
192,192,192,192,2019-11-07,135.00799560546875,139.55271911621094,137.86817932128906,-0.03256635585120793,-0.02074578579263686
193,193,193,193,2019-11-08,135.0343017578125,139.28074645996094,138.38584899902344,-0.030488382709588424,-0.02421885810907287
194,194,194,194,2019-11-11,136.10470581054688,138.9912109375,139.6404571533203,-0.02076753708010426,-0.025320393637005223
195,195,195,195,2019-11-12,135.75375366210938,137.92079162597656,138.842041015625,-0.01571219203659968,-0.022243171671382123
196,196,196,196,2019-11-13,137.39443969726562,136.06082153320312,139.39480590820312,0.00980163245403487,-0.014350364046238684
197,197,197,197,2019-11-14,138.1489715576172,135.99940490722656,137.13995361328125,0.01580570629597222,0.0073575782822652425
198,198,198,198,2019-11-15,139.28948974609375,135.00799560546875,139.55271911621094,0.03171289316180004,-0.0018862360531863853
199,199,199,199,2019-11-18,139.92999267578125,135.0343017578125,139.28074645996094,0.03625516520053762,0.004661421139116051
200,200,200,200,2019-11-19,139.7983856201172,136.10470581054688,138.9912109375,0.027138516538228963,0.005807379309618055
201,201,201,201,2019-11-20,140.40374755859375,135.75375366210938,137.92079162597656,0.0342531515412694,0.01800276740979445
202,202,202,202,2019-11-21,139.5088348388672,137.39443969726562,136.06082153320312,0.015389233700144,0.025341705766656952
203,203,203,203,2019-11-22,140.087890625,138.1489715576172,135.99940490722656,0.014034987343891636,0.03006252652768926
204,204,204,204,2019-11-25,141.08810424804688,139.28948974609375,135.00799560546875,0.012912779745490877,0.04503517451178163
205,205,205,205,2019-11-26,141.4653778076172,139.92999267578125,135.0343017578125,0.010972523491753705,0.047625499344151834
206,206,206,206,2019-11-27,142.4041290283203,139.7983856201172,136.10470581054688,0.018639295415641355,0.04628365478076879
207,207,207,207,2019-11-29,142.58839416503906,140.40374755859375,135.75375366210938,0.01555974569363694,0.05034586756209403
208,208,208,208,2019-12-02,140.03529357910156,139.5088348388672,137.39443969726562,0.0037736587854269033,0.019220966202524448
209,209,209,209,2019-12-03,141.50045776367188,140.087890625,138.1489715576172,0.0100834349947716,0.024259943221198066
210,210,210,210,2019-12-04,140.4388427734375,141.08810424804688,139.28948974609375,-0.004601815851660418,0.008251541659308748
211,211,211,211,2019-12-05,141.31619262695312,141.4653778076172,139.92999267578125,-0.0010545702628875775,0.00990638193188298
212,212,212,212,2019-12-06,142.07952880859375,142.4041290283203,139.7983856201172,-0.002279429830732038,0.016317378618915246
213,213,213,213,2019-12-09,142.48309326171875,142.58839416503906,140.40374755859375,-0.0007384956113498653,0.014809759278378465
214,214,214,214,2019-12-10,142.16725158691406,140.03529357910156,139.5088348388672,0.015224433450473196,0.01905554405294363
215,215,215,215,2019-12-11,139.57029724121094,141.50045776367188,140.087890625,-0.013640666277451974,-0.0036947760543742936
216,216,216,216,2019-12-12,137.61376953125,140.4388427734375,141.08810424804688,-0.020116039027358257,-0.02462528457174995
217,217,217,217,2019-12-13,137.28033447265625,141.31619262695312,141.4653778076172,-0.02855906375110706,-0.02958351647462676
218,218,218,218,2019-12-16,137.19265747070312,142.07952880859375,142.4041290283203,-0.0343953233718427,-0.036596351476443245
219,219,219,219,2019-12-17,135.9029083251953,142.48309326171875,142.58839416503906,-0.046182215629167245,-0.04688660587695259
220,220,220,220,2019-12-18,138.74554443359375,142.16725158691406,140.03529357910156,-0.02406818106931219,-0.009210172039802789
221,221,221,221,2019-12-19,140.21951293945312,139.57029724121094,141.50045776367188,0.00465153195969914,-0.00905258431289413
222,222,222,222,2019-12-20,139.7106170654297,137.61376953125,140.4388427734375,0.015237192770186647,-0.005185358221604153
223,223,223,223,2019-12-23,139.68431091308594,137.28033447265625,141.31619262695312,0.01751144072939681,-0.011547733373874824
224,224,224,224,2019-12-24,140.46517944335938,137.19265747070312,142.07952880859375,0.023853477532900014,-0.01136229391222987
225,225,225,225,2019-12-26,140.40374755859375,135.9029083251953,142.48309326171875,0.033118049413840334,-0.014593631114574235
226,226,226,226,2019-12-27,140.72837829589844,138.74554443359375,142.16725158691406,0.014291153423335423,-0.01012098971425901
227,227,227,227,2019-12-30,140.99327087402344,140.21951293945312,139.57029724121094,0.005518190145935131,0.010195390143457717
228,228,228,228,2019-12-31,142.6798858642578,139.7106170654297,137.61376953125,0.021252993231269945,0.03681402195626493
229,229,229,229,2020-01-02,141.04624938964844,139.68431091308594,137.28033447265625,0.009750117730901842,0.02743229706904815
230,230,230,230,2020-01-03,141.84982299804688,140.46517944335938,137.19265747070312,0.009857557297649366,0.03394617185207793
231,231,231,231,2020-01-06,142.19418334960938,140.40374755859375,135.9029083251953,0.012752051295984446,0.04629242377477305
232,232,232,232,2020-01-07,137.5406036376953,140.72837829589844,138.74554443359375,-0.022651967547728358,-0.008684536867957893
233,233,233,233,2020-01-08,139.36851501464844,140.99327087402344,140.21951293945312,-0.01152364115892246,-0.00606904065607583
234,234,234,234,2020-01-09,138.87400817871094,142.6798858642578,139.7106170654297,-0.026674241169268198,-0.005988155405017959
235,235,235,235,2020-01-10,140.02197265625,141.04624938964844,139.68431091308594,-0.0072619919907889185,0.0024173204632420564
236,236,236,236,2020-01-13,141.9734344482422,141.84982299804688,140.46517944335938,0.0008714247757433125,0.010737572193050049
237,237,237,237,2020-01-14,141.69090270996094,142.19418334960938,140.40374755859375,-0.0035393897822882936,0.00916752703363577
238,238,238,238,2020-01-15,143.3068084716797,137.5406036376953,140.72837829589844,0.0419236551351303,0.018322034311798685
239,239,239,239,2020-01-16,144.64901733398438,139.36851501464844,140.99327087402344,0.037888775085111126,0.025928517278156704
240,240,240,240,2020-01-17,143.845458984375,138.87400817871094,142.6798858642578,0.03579828126848983,0.008169148111220714
241,241,241,241,2020-01-21,145.52320861816406,140.02197265625,141.04624938964844,0.039288376370895994,0.03174107250557068
242,242,242,242,2020-01-22,144.1810302734375,141.9734344482422,141.84982299804688,0.015549358468186725,0.016434333340146212
243,243,243,243,2020-01-23,146.06187438964844,141.69090270996094,142.19418334960938,0.030848640216759815,0.027200065072490842
244,244,244,244,2020-01-24,145.39962768554688,143.3068084716797,137.5406036376953,0.014603766814615504,0.05713966523335556
