,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CNP,CNP_6m,CNP_12m,CNP_6m_ret,CNP_12m_ret
85,85,85,85,2019-06-07,25.26458740234375,24.78243827819824,25.878231048583984,0.019455273881168855,-0.023712735429565313
86,86,86,86,2019-06-10,25.352256774902344,24.93146705627441,25.90453147888184,0.016877856312191408,-0.02131961755145917
87,87,87,87,2019-06-11,25.10679817199707,25.12432861328125,25.790573120117188,-0.0006977476514501424,-0.026512592214818165
88,88,88,88,2019-06-12,25.40485000610352,25.26458740234375,25.76426696777344,0.005551747255003958,-0.013950211046931393
89,89,89,89,2019-06-13,25.65030860900879,25.45745277404785,25.26458740234375,0.007575613973348494,0.015267267203788126
90,90,90,90,2019-06-14,25.965896606445312,25.553878784179688,24.94023704528809,0.016123494430939633,0.041124691769960586
91,91,91,91,2019-06-17,25.94836807250977,25.26458740234375,24.78243827819824,0.027064786741879843,0.047046613461647624
92,92,92,92,2019-06-18,25.8957633972168,25.352256774902344,24.93146705627441,0.0214381949165372,0.03867788200212274
93,93,93,93,2019-06-19,26.28148651123047,25.10679817199707,25.12432861328125,0.04678766010648028,0.04605726647507402
94,94,94,94,2019-06-20,26.334083557128903,25.40485000610352,25.26458740234375,0.03657701386948298,0.04233182746083308
95,95,95,95,2019-06-21,26.2288875579834,25.65030860900879,25.45745277404785,0.022556412782160473,0.030302905431370375
96,96,96,96,2019-06-24,26.16752052307129,25.965896606445312,25.553878784179688,0.007764951069547443,0.024013643645813376
97,97,97,97,2019-06-25,25.869468688964844,25.94836807250977,25.26458740234375,-0.0030406298894963824,0.02394186285286337
98,98,98,98,2019-06-26,25.11555862426757,25.8957633972168,25.352256774902344,-0.030128664715599163,-0.009336373985809998
99,99,99,99,2019-06-27,24.99283218383789,26.28148651123047,25.10679817199707,-0.04903277928521721,-0.004539248190009837
100,100,100,100,2019-06-28,25.0980281829834,26.334083557128903,25.40485000610352,-0.046937474450706396,-0.012077293235205344
101,101,101,101,2019-07-01,24.97530174255371,26.2288875579834,25.65030860900879,-0.04779409010993785,-0.026315740552844802
102,102,102,102,2019-07-02,25.42238044738769,26.16752052307129,25.965896606445312,-0.028475761584924486,-0.020931923410752118
103,103,103,103,2019-07-03,25.799335479736328,25.869468688964844,25.94836807250977,-0.0027110417330848957,-0.005743428348055857
104,104,104,104,2019-07-05,25.8080997467041,25.11555862426757,25.8957633972168,0.027574187490592816,-0.003385250674715401
105,105,105,105,2019-07-08,25.562644958496094,24.99283218383789,26.28148651123047,0.022799047761649094,-0.027351632200378173
106,106,106,106,2019-07-09,25.501279830932617,25.0980281829834,26.334083557128903,0.01606706491080545,-0.03162455698864963
107,107,107,107,2019-07-10,25.43114852905273,24.97530174255371,26.2288875579834,0.018251903067995068,-0.03041452014185242
108,108,108,108,2019-07-11,25.4749813079834,25.42238044738769,26.16752052307129,0.002069076918448598,-0.02646560320750657
109,109,109,109,2019-07-12,25.308422088623047,25.799335479736328,25.869468688964844,-0.019028140918546543,-0.02168759656749819
110,110,110,110,2019-07-15,25.41361427307129,25.8080997467041,25.11555862426757,-0.01528533590246961,0.01186737087009182
111,111,111,111,2019-07-16,25.33471870422364,25.562644958496094,24.99283218383789,-0.008916379922442208,0.01367938286749415
112,112,112,112,2019-07-17,25.43114852905273,25.501279830932617,25.0980281829834,-0.002750109106085641,0.013272769623200453
113,113,113,113,2019-07-18,25.641542434692383,25.43114852905273,24.97530174255371,0.00827307918866893,0.026675981696089313
114,114,114,114,2019-07-19,25.10679817199707,25.4749813079834,25.42238044738769,-0.014452734293899039,-0.012413561194386524
115,115,115,115,2019-07-22,25.141864776611328,25.308422088623047,25.799335479736328,-0.006581102189163857,-0.025484016967855627
116,116,116,116,2019-07-23,25.15062522888184,25.41361427307129,25.8080997467041,-0.010348352712196363,-0.02547551056742281
117,117,117,117,2019-07-24,24.922700881958008,25.33471870422364,25.562644958496094,-0.01626297205332472,-0.025034345138271408
118,118,118,118,2019-07-25,25.027891159057617,25.43114852905273,25.501279830932617,-0.015856828862228944,-0.018563329958866892
119,119,119,119,2019-07-26,25.247055053710938,25.641542434692383,25.43114852905273,-0.015384697780415624,-0.007238897414777901
120,120,120,120,2019-07-29,25.211990356445312,25.10679817199707,25.4749813079834,0.0041897889060806826,-0.010323499293625416
121,121,121,121,2019-07-30,25.28211784362793,25.141864776611328,25.308422088623047,0.005578467160760159,-0.001039347490847442
122,122,122,122,2019-07-31,25.43114852905273,25.15062522888184,25.41361427307129,0.011153730677389007,0.0006899552260861697
123,123,123,123,2019-08-01,25.501279830932617,24.922700881958008,25.33471870422364,0.023214937727453755,0.0065744217906476
124,124,124,124,2019-08-02,25.711669921875,25.027891159057617,25.43114852905273,0.027320670306252515,0.011030622250575828
125,125,125,125,2019-08-05,25.027891159057617,25.247055053710938,25.641542434692383,-0.008680770655708825,-0.023931917403085312
126,126,126,126,2019-08-06,25.29965209960937,25.211990356445312,25.10679817199707,0.003476986224598022,0.007681342968989258
127,127,127,127,2019-08-07,24.59834289550781,25.28211784362793,25.141864776611328,-0.027045793882827684,-0.02161820079507948
128,128,128,128,2019-08-08,24.39672470092773,25.43114852905273,25.15062522888184,-0.040675466424305085,-0.029975418944589993
129,129,129,129,2019-08-09,24.212627410888672,25.501279830932617,24.922700881958008,-0.050532852805325934,-0.028491032108938552
130,130,130,130,2019-08-12,24.335355758666992,25.711669921875,25.027891159057617,-0.05352877379765464,-0.027670545472225916
131,131,131,131,2019-08-13,24.54574966430664,25.027891159057617,25.247055053710938,-0.019264167791319897,-0.027777710624559138
132,132,132,132,2019-08-14,24.35797119140625,25.29965209960937,25.211990356445312,-0.03722110108453469,-0.03387353211567201
133,133,133,133,2019-08-15,24.41997528076172,24.59834289550781,25.28211784362793,-0.007251204502018105,-0.034100883802481885
134,134,134,134,2019-08-16,24.685697555541992,24.39672470092773,25.43114852905273,0.0118447397409569,-0.029312516996986226
135,135,135,135,2019-08-19,24.89827537536621,24.212627410888672,25.501279830932617,0.028317784470147878,-0.02364604676958104
136,136,136,136,2019-08-20,24.650270462036133,24.335355758666992,25.711669921875,0.012940624599539152,-0.041280844965104646
137,137,137,137,2019-08-21,24.72998237609864,24.54574966430664,25.027891159057617,0.007505686903501063,-0.01190307169971705
138,138,138,138,2019-08-22,24.81856155395508,24.35797119140625,25.29965209960937,0.01890922519488547,-0.019015698072058385
139,139,139,139,2019-08-23,24.287113189697266,24.41997528076172,24.59834289550781,-0.005440713577180567,-0.012652466352413572
140,140,140,140,2019-08-26,24.428831100463867,24.685697555541992,24.39672470092773,-0.010405476875838038,0.001316012699643876
141,141,141,141,2019-08-27,24.16310691833496,24.89827537536621,24.212627410888672,-0.029526882723717063,-0.0020452341546147723
142,142,142,142,2019-08-28,24.189682006835938,24.650270462036133,24.335355758666992,-0.018684925015713172,-0.00598609501647307
143,143,143,143,2019-08-29,24.46426010131836,24.72998237609864,24.54574966430664,-0.010744943960700137,-0.0033199052423638076
144,144,144,144,2019-08-30,24.526262283325195,24.81856155395508,24.35797119140625,-0.01177744608584319,0.006909076728784491
145,145,145,145,2019-09-03,25.05771446228028,24.287113189697266,24.41997528076172,0.0317288129949469,0.026115472034117015
146,146,146,146,2019-09-04,24.93370819091797,24.428831100463867,24.685697555541992,0.02066726354518522,0.010046733936440733
147,147,147,147,2019-09-05,24.79198455810547,24.16310691833496,24.89827537536621,0.02602635670553255,-0.004269003200354393
148,148,148,148,2019-09-06,25.24371719360352,24.189682006835938,24.650270462036133,0.043573751257652615,0.024074653967036674
149,149,149,149,2019-09-09,25.491724014282227,24.46426010131836,24.72998237609864,0.04199856888001685,0.030802352650271425
150,150,150,150,2019-09-10,25.96116828918457,24.526262283325195,24.81856155395508,0.05850487894500467,0.04603839480162786
151,151,151,151,2019-09-11,26.935487747192383,25.05771446228028,24.287113189697266,0.07493793130010884,0.10904443590350521
152,152,152,152,2019-09-12,26.46604347229004,24.93370819091797,24.428831100463867,0.061456373421832966,0.08339377203305842
153,153,153,153,2019-09-13,26.439468383789062,24.79198455810547,24.16310691833496,0.06645227701809642,0.09420814438919689
154,154,154,154,2019-09-16,26.87348747253418,25.24371719360352,24.189682006835938,0.06456142201369719,0.1109483566150149
155,155,155,155,2019-09-17,26.492618560791016,25.491724014282227,24.46426010131836,0.039263509441261,0.08291108952701776
156,156,156,156,2019-09-18,26.54576110839844,25.96116828918457,24.526262283325195,0.022517970404953402,0.08234026048258691
157,157,157,157,2019-09-19,26.607765197753903,26.935487747192383,25.05771446228028,-0.012166943198295699,0.061859222548286796
158,158,158,158,2019-09-20,26.86462783813477,26.46604347229004,24.93370819091797,0.015060217303052736,0.07744213706327607
159,159,159,159,2019-09-23,26.92662811279297,26.439468383789062,24.79198455810547,0.01842547368700509,0.08610216538673998
160,160,160,160,2019-09-24,26.970922470092773,26.87348747253418,25.24371719360352,0.003625692335547326,0.06842119420221149
161,161,161,161,2019-09-25,27.112638473510746,26.492618560791016,25.491724014282227,0.02340349676257958,0.06358590961993671
162,162,162,162,2019-09-26,26.678625106811523,26.54576110839844,25.96116828918457,0.005005092823315183,0.027635767760337826
163,163,163,163,2019-09-27,26.57233238220215,26.607765197753903,26.935487747192383,-0.0013316719870463123,-0.013482412807916844
164,164,164,164,2019-09-30,26.73176383972168,26.86462783813477,26.46604347229004,-0.0049456854274558815,0.010040048778346966
165,165,165,165,2019-10-01,26.474899291992188,26.92662811279297,26.439468383789062,-0.016776286243808003,0.001340076422446046
166,166,166,166,2019-10-02,25.79287910461425,26.970922470092773,26.87348747253418,-0.043678274882322565,-0.040210946533246084
167,167,167,167,2019-10-03,25.59801483154297,27.112638473510746,26.492618560791016,-0.05586411825789572,-0.0337680372061091
168,168,168,168,2019-10-04,25.90802574157715,26.678625106811523,26.54576110839844,-0.02888452317723178,-0.024024000073575857
169,169,169,169,2019-10-07,25.53601455688477,26.57233238220215,26.607765197753903,-0.03899988192272852,-0.04027961885952025
170,170,170,170,2019-10-08,24.960281372070312,26.73176383972168,26.86462783813477,-0.06626882080332686,-0.07088676148944106
171,171,171,171,2019-10-09,24.924850463867188,26.474899291992188,26.92662811279297,-0.0585478649429213,-0.07434193544548295
172,172,172,172,2019-10-10,24.94256591796875,25.79287910461425,26.970922470092773,-0.0329669744582094,-0.07520530876810783
173,173,173,173,2019-10-11,25.039995193481445,25.59801483154297,27.112638473510746,-0.021799332555034967,-0.07644565032113304
174,174,174,174,2019-10-14,24.70340919494629,25.90802574157715,26.678625106811523,-0.046495883501369684,-0.07403739525396036
175,175,175,175,2019-10-15,24.960281372070312,25.53601455688477,26.57233238220215,-0.022545929535399356,-0.06066652286840912
176,176,176,176,2019-10-16,25.350004196166992,24.960281372070312,26.73176383972168,0.0156137191839818,-0.05168980437802173
177,177,177,177,2019-10-17,25.42972183227539,24.924850463867188,26.474899291992188,0.02025574312432088,-0.03947805233136159
178,178,178,178,2019-10-18,25.36772346496582,24.94256591796875,25.79287910461425,0.017045461497238623,-0.01648345025477871
179,179,179,179,2019-10-21,25.4562931060791,25.039995193481445,25.59801483154297,0.016625319189599086,-0.00553643422728356
180,180,180,180,2019-10-22,25.94345474243164,24.70340919494629,25.90802574157715,0.05019734473487314,0.0013674913406325206
181,181,181,181,2019-10-23,26.2180404663086,24.960281372070312,25.53601455688477,0.050390421305333444,0.026708392881924947
182,182,182,182,2019-10-24,26.71404838562012,25.350004196166992,24.960281372070312,0.05380844038122001,0.07026230944304235
183,183,183,183,2019-10-25,26.16489028930664,25.42972183227539,24.924850463867188,0.02890981119967173,0.04975114403342573
184,184,184,184,2019-10-28,25.810592651367188,25.36772346496582,24.94256591796875,0.01745797911322211,0.03480101992125473
185,185,185,185,2019-10-29,25.72202110290528,25.4562931060791,25.039995193481445,0.010438597470529665,0.02723746167496799
186,186,186,186,2019-10-30,25.75745010375977,25.94345474243164,24.70340919494629,-0.007169617173909071,0.04266783181606826
187,187,187,187,2019-10-31,25.74859046936035,26.2180404663086,24.960281372070312,-0.017905609595481153,0.0315825404986072
188,188,188,188,2019-11-01,25.70430564880371,26.71404838562012,25.350004196166992,-0.03779819225602443,0.013976386350669445
189,189,189,189,2019-11-04,25.60687065124512,26.16489028930664,25.42972183227539,-0.021327039092901456,0.006966211433146352
190,190,190,190,2019-11-05,25.4562931060791,25.810592651367188,25.36772346496582,-0.013726904688851405,0.003491430409023444
191,191,191,191,2019-11-06,25.482866287231445,25.72202110290528,25.4562931060791,-0.009297668123241842,0.001043874732334693
192,192,192,192,2019-11-07,25.68658447265625,25.75745010375977,25.94345474243164,-0.002751267335005969,-0.009901158975379909
193,193,193,193,2019-11-08,25.491724014282227,25.74859046936035,26.2180404663086,-0.009975942387362324,-0.027702926653108362
194,194,194,194,2019-11-11,24.53512191772461,25.70430564880371,26.71404838562012,-0.04548590991149826,-0.08156481699974771
195,195,195,195,2019-11-12,24.747697830200195,25.60687065124512,26.16489028930664,-0.03355243335847247,-0.054163898393475796
196,196,196,196,2019-11-13,24.88056182861328,25.4562931060791,25.810592651367188,-0.022616461676752686,-0.0360329123517682
197,197,197,197,2019-11-14,23.640520095825195,25.482866287231445,25.72202110290528,-0.0722974476513022,-0.08092291810012475
198,198,198,198,2019-11-15,22.568767547607425,25.68658447265625,25.75745010375977,-0.12137919420029497,-0.12379651492314825
199,199,199,199,2019-11-18,22.28532791137696,25.491724014282227,25.74859046936035,-0.12578184594768171,-0.13450299588649395
200,200,200,200,2019-11-19,22.44476890563965,24.53512191772461,25.70430564880371,-0.08519839514532235,-0.12680897853063633
201,201,201,201,2019-11-20,21.905420303344727,24.747697830200195,25.60687065124512,-0.11485017904925976,-0.14454910942897325
202,202,202,202,2019-11-21,21.986047744750977,24.88056182861328,25.4562931060791,-0.11633636345516685,-0.13632170822622292
203,203,203,203,2019-11-22,22.1741943359375,23.640520095825195,25.482866287231445,-0.06202595179564774,-0.12983908144398193
204,204,204,204,2019-11-25,22.21898651123047,22.568767547607425,25.68658447265625,-0.015498455360449581,-0.13499645953774397
205,205,205,205,2019-11-26,21.94124984741211,22.28532791137696,25.491724014282227,-0.015439667988425443,-0.13927948399570367
206,206,206,206,2019-11-27,22.10251808166504,22.44476890563965,24.53512191772461,-0.01524857865159901,-0.0991478193675579
207,207,207,207,2019-11-29,22.003969192504883,21.905420303344727,24.747697830200195,0.004498835803899537,-0.1108680353429512
208,208,208,208,2019-12-02,21.85165977478028,21.986047744750977,24.88056182861328,-0.006112420546470432,-0.12173768722335221
209,209,209,209,2019-12-03,21.860620498657227,22.1741943359375,23.640520095825195,-0.0141413858167585,-0.07529020469741232
210,210,210,210,2019-12-04,22.14731788635254,22.21898651123047,22.568767547607425,-0.0032255577832817073,-0.018674021980414457
211,211,211,211,2019-12-05,22.21002769470215,21.94124984741211,22.28532791137696,0.01224988773015312,-0.003378914457721316
212,212,212,212,2019-12-06,22.416093826293945,22.10251808166504,22.44476890563965,0.014187331211326093,-0.0012775840761050095
213,213,213,213,2019-12-09,22.43401527404785,22.003969192504883,21.905420303344727,0.01954402307059455,0.024130784225236512
214,214,214,214,2019-12-10,22.36233711242676,21.85165977478028,21.986047744750977,0.02337018528157153,0.017114916334411312
215,215,215,215,2019-12-11,22.496728897094727,21.860620498657227,22.1741943359375,0.02909836884440553,0.014545491767179897
216,216,216,216,2019-12-12,22.23691177368164,22.14731788635254,22.21898651123047,0.004045360607042747,0.0008067542793688265
217,217,217,217,2019-12-13,23.240345001220703,22.21002769470215,21.94124984741211,0.04638973533402302,0.05920789211384947
218,218,218,218,2019-12-16,23.60767936706543,22.416093826293945,22.10251808166504,0.05315759070270132,0.06809908625972283
219,219,219,219,2019-12-17,23.661436080932617,22.43401527404785,22.003969192504883,0.05471248868697498,0.0753258138987174
220,220,220,220,2019-12-18,24.055641174316406,22.36233711242676,21.85165977478028,0.07572124744281195,0.10086105230687381
221,221,221,221,2019-12-19,23.992923736572266,22.496728897094727,21.860620498657227,0.0665072173968706,0.09754083778390532
222,222,222,222,2019-12-20,23.948129653930664,22.23691177368164,22.14731788635254,0.0769539357652318,0.08131060279257607
223,223,223,223,2019-12-23,23.948129653930664,23.240345001220703,22.21002769470215,0.0304549976634505,0.07825753227867938
224,224,224,224,2019-12-24,23.97500991821289,23.60767936706543,22.416093826293945,0.015559790754355873,0.0695445024453969
225,225,225,225,2019-12-26,24.10939216613769,23.661436080932617,22.43401527404785,0.01893190606321893,0.07468020644650064
226,226,226,226,2019-12-27,24.10939216613769,24.055641174316406,22.36233711242676,0.0022344443630408772,0.07812488672036388
227,227,227,227,2019-12-30,24.10939216613769,23.992923736572266,22.496728897094727,0.004854282489461514,0.07168434470716445
228,228,228,228,2019-12-31,24.43193244934082,23.948129653930664,22.23691177368164,0.020202111914437104,0.09871067970225456
229,229,229,229,2020-01-02,24.145235061645508,23.948129653930664,23.240345001220703,0.00823051363773164,0.03893617157478846
230,230,230,230,2020-01-03,24.001882553100582,23.97500991821289,23.60767936706543,0.0011208602198440332,0.01669809132468547
231,231,231,231,2020-01-06,23.966049194335938,24.10939216613769,23.661436080932617,-0.005945524085135712,0.012873821874606728
232,232,232,232,2020-01-07,24.07356071472168,24.10939216613769,24.055641174316406,-0.001486203018686516,0.0007449205063969622
233,233,233,233,2020-01-08,23.86749267578125,24.10939216613769,23.992923736572266,-0.010033413065311358,-0.005227835597202413
234,234,234,234,2020-01-09,23.697269439697266,24.43193244934082,23.948129653930664,-0.030069787200290632,-0.01047514849211717
235,235,235,235,2020-01-10,23.56288146972656,24.145235061645508,23.948129653930664,-0.024118779147609626,-0.016086775450577795
236,236,236,236,2020-01-13,23.54496383666992,24.001882553100582,23.97500991821289,-0.019036786611208445,-0.01793726396819062
237,237,237,237,2020-01-14,23.88541412353516,23.966049194335938,24.10939216613769,-0.0033645541719006244,-0.009290074219171496
238,238,238,238,2020-01-15,24.190031051635746,24.07356071472168,24.10939216613769,0.004838101778722015,0.00334470835856715
239,239,239,239,2020-01-16,24.23482894897461,23.86749267578125,24.10939216613769,0.015390651971000757,0.00520281813711998
240,240,240,240,2020-01-17,24.23482894897461,23.697269439697266,24.43193244934082,0.022684449389634542,-0.008067454376558314
241,241,241,241,2020-01-21,24.19898796081543,23.56288146972656,24.145235061645508,0.026996124896954354,0.0022262321751138625
242,242,242,242,2020-01-22,23.455371856689453,23.54496383666992,24.001882553100582,-0.0038051440894945054,-0.022769492984646367
