,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CNP,CNP_6m,CNP_12m,CNP_6m_ret,CNP_12m_ret
0,0,0,0,2019-02-05,26.518266677856445,,,,
1,1,1,1,2019-02-06,26.320432662963867,,,,
2,2,2,2,2019-02-07,26.50106239318848,,,,
3,3,3,3,2019-02-08,26.53546714782715,,,,
4,4,4,4,2019-02-11,26.483861923217773,,,,
5,5,5,5,2019-02-12,26.526870727539062,,,,
6,6,6,6,2019-02-13,26.45805931091309,26.518266677856445,,-0.0022704110971789593,
7,7,7,7,2019-02-14,26.518266677856445,26.320432662963867,,0.007516366369271443,
8,8,8,8,2019-02-15,26.569873809814453,26.50106239318848,,0.002596553134551316,
9,9,9,9,2019-02-19,26.84511947631836,26.53546714782715,,0.011669375435004126,
10,10,10,10,2019-02-20,26.89547538757324,26.483861923217773,,0.01554204841985718,
11,11,11,11,2019-02-21,27.103832244873047,26.526870727539062,,0.021750078373737658,
12,12,12,12,2019-02-22,27.26009750366211,26.45805931091309,26.518266677856445,0.03031356847923483,0.027974333119785477
13,13,13,13,2019-02-25,26.92151641845703,26.518266677856445,26.320432662963867,0.01520648937953828,0.022837153294176904
14,14,14,14,2019-02-26,26.85206794738769,26.569873809814453,26.50106239318848,0.010620830930292202,0.0132449616166872
15,15,15,15,2019-02-27,27.051740646362305,26.84511947631836,26.53546714782715,0.007696787128335103,0.01945597926198306
16,16,16,16,2019-02-28,26.16622734069824,26.89547538757324,26.483861923217773,-0.02711415345392787,-0.011993514519914927
17,17,17,17,2019-03-01,26.192270278930664,27.103832244873047,26.526870727539062,-0.03363221693916785,-0.012613641919739571
18,18,18,18,2019-03-04,26.33986091613769,27.26009750366211,26.45805931091309,-0.03375764108696944,-0.0044673871725219305
19,19,19,19,2019-03-05,26.192270278930664,26.92151641845703,26.518266677856445,-0.02708785523784263,-0.012293277041293127
20,20,20,20,2019-03-06,26.131498336791992,26.85206794738769,26.569873809814453,-0.02683479022947277,-0.016498967069257686
21,21,21,21,2019-03-07,26.070724487304688,27.051740646362305,26.84511947631836,-0.03626443754145392,-0.02884677006920422
22,22,22,22,2019-03-08,26.070724487304688,26.16622734069824,26.89547538757324,-0.0036498518548376824,-0.030665042665489306
23,23,23,23,2019-03-11,26.41798973083496,26.192270278930664,27.103832244873047,0.008617788740744148,-0.02530426353888826
24,24,24,24,2019-03-12,26.63502693176269,26.33986091613769,27.26009750366211,0.011206058246274297,-0.02292987293297266
25,25,25,25,2019-03-13,26.40062713623047,26.192270278930664,26.92151641845703,0.007954898719390924,-0.019348437663394336
26,26,26,26,2019-03-14,26.40062713623047,26.131498336791992,26.85206794738769,0.010299019060057368,-0.016812143185461537
27,27,27,27,2019-03-15,26.74788284301757,26.070724487304688,27.051740646362305,0.02597389865565991,-0.011232467711300265
28,28,28,28,2019-03-18,26.5482120513916,26.070724487304688,26.16622734069824,0.01831508611582433,0.014598386909955297
29,29,29,29,2019-03-19,26.27908515930176,26.41798973083496,26.192270278930664,-0.005257953877204735,0.0033145229278170873
30,30,30,30,2019-03-20,26.270404815673828,26.63502693176269,26.33986091613769,-0.013689571894295538,-0.0026369197880353745
31,31,31,31,2019-03-21,26.58293533325196,26.40062713623047,26.192270278930664,0.006905449483482373,0.014915280354126148
32,32,32,32,2019-03-22,26.66975212097168,26.40062713623047,26.131498336791992,0.010193886052497714,0.02059789213930574
33,33,33,33,2019-03-25,26.739208221435547,26.74788284301757,26.070724487304688,-0.00032431058685788994,0.025641164458485965
34,34,34,34,2019-03-26,26.85206794738769,26.5482120513916,26.070724487304688,0.0114454372824766,0.029970147567762728
35,35,35,35,2019-03-27,26.51348114013672,26.27908515930176,26.41798973083496,0.008919487851805519,0.003614635718867776
36,36,36,36,2019-03-28,26.331174850463867,26.270404815673828,26.63502693176269,0.002313250793675614,-0.01140798851366942
37,37,37,37,2019-03-29,26.652389526367188,26.58293533325196,26.40062713623047,0.00261273603703005,0.009536227637229722
38,38,38,38,2019-04-01,26.652389526367188,26.66975212097168,26.40062713623047,-0.0006510219714730425,0.009536227637229722
39,39,39,39,2019-04-02,26.721847534179688,26.739208221435547,26.74788284301757,-0.0006492595858519357,-0.0009733596109525733
40,40,40,40,2019-04-03,26.652389526367188,26.85206794738769,26.5482120513916,-0.007436239972718028,0.003924086291533291
41,41,41,41,2019-04-04,26.504806518554688,26.51348114013672,26.27908515930176,-0.0003271777680260435,0.008589391825652326
42,42,42,42,2019-04-05,26.79997444152832,26.331174850463867,26.270404815673828,0.01780397546736112,0.02015841132141727
43,43,43,43,2019-04-08,26.444034576416016,26.652389526367188,26.58293533325196,-0.007817496053967199,-0.005225185070596661
44,44,44,44,2019-04-09,26.322490692138672,26.652389526367188,26.66975212097168,-0.012377833285910356,-0.013020797015955043
45,45,45,45,2019-04-10,26.21831321716309,26.721847534179688,26.739208221435547,-0.01884354427112611,-0.019480569505228695
46,46,46,46,2019-04-11,26.296445846557617,26.652389526367188,26.85206794738769,-0.013355038183628376,-0.020691966887568136
47,47,47,47,2019-04-12,26.539527893066406,26.504806518554688,26.51348114013672,0.0013100029418215975,0.0009823965699569115
48,48,48,48,2019-04-15,26.478759765625,26.79997444152832,26.331174850463867,-0.011985633665589468,0.0056049498740287085
49,49,49,49,2019-04-16,26.174909591674805,26.444034576416016,26.652389526367188,-0.010177152959149005,-0.017915089160017383
50,50,50,50,2019-04-17,26.053361892700195,26.322490692138672,26.652389526367188,-0.010224290800826541,-0.022475569519737615
51,51,51,51,2019-04-18,26.296445846557617,26.21831321716309,26.721847534179688,0.002980078418751253,-0.015919621091990077
52,52,52,52,2019-04-22,26.461400985717773,26.296445846557617,26.652389526367188,0.006272906236937326,-0.007165906849007642
53,53,53,53,2019-04-23,26.58293533325196,26.539527893066406,26.504806518554688,0.0016355769537594878,0.0029477225062020107
54,54,54,54,2019-04-24,26.296445846557617,26.478759765625,26.79997444152832,-0.006885289216002621,-0.01878839832736756
55,55,55,55,2019-04-25,26.48744010925293,26.174909591674805,26.444034576416016,0.011940080116934926,0.0016414111360913974
56,56,56,56,2019-04-26,26.45271873474121,26.053361892700195,26.322490692138672,0.015328418792390552,0.004947405780313607
57,57,57,57,2019-04-29,26.43535804748535,26.296445846557617,26.21831321716309,0.005282546612508154,0.008278367434415346
58,58,58,58,2019-04-30,26.9128360748291,26.461400985717773,26.296445846557617,0.017060135604875404,0.023440058472851577
59,59,59,59,2019-05-01,26.721847534179688,26.58293533325196,26.539527893066406,0.005225615575792597,0.006869739425956922
60,60,60,60,2019-05-02,26.6957950592041,26.296445846557617,26.478759765625,0.015186432987055687,0.00819658078777774
61,61,61,61,2019-05-03,27.04306030273437,26.48744010925293,26.174909591674805,0.020976741851597147,0.0331672859468326
62,62,62,62,2019-05-06,26.95624542236328,26.45271873474121,26.053361892700195,0.019034969247254452,0.034655164019967044
63,63,63,63,2019-05-07,26.74788284301757,26.43535804748535,26.296445846557617,0.011822226692403293,0.01716722476847754
64,64,64,64,2019-05-08,26.43535804748535,26.9128360748291,26.461400985717773,-0.017741646626024843,-0.0009841859184431812
65,65,65,65,2019-05-09,25.3935661315918,26.721847534179688,26.58293533325196,-0.04970769333553349,-0.04474183105627194
66,66,66,66,2019-05-10,25.74950790405273,26.6957950592041,26.296445846557617,-0.035447048984784346,-0.020798930231724966
67,67,67,67,2019-05-13,26.183582305908203,27.04306030273437,26.48744010925293,-0.0317818319082499,-0.011471769340162807
68,68,68,68,2019-05-14,25.85368728637696,26.95624542236328,26.45271873474121,-0.04090176946792534,-0.022645364144651126
69,69,69,69,2019-05-15,25.790573120117188,26.74788284301757,26.43535804748535,-0.03579011200695037,-0.02439100413203965
70,70,70,70,2019-05-16,25.94836807250977,26.43535804748535,26.9128360748291,-0.018421917119518905,-0.03583672860183529
71,71,71,71,2019-05-17,26.097394943237305,25.3935661315918,26.721847534179688,0.027716816456507143,-0.02336861589168382
72,72,72,72,2019-05-20,25.98342704772949,25.74950790405273,26.6957950592041,0.009084412197249758,-0.02668465239168838
73,73,73,73,2019-05-21,25.878231048583984,26.183582305908203,27.04306030273437,-0.011661935855710515,-0.04307313007886937
74,74,74,74,2019-05-22,25.90453147888184,25.85368728637696,26.95624542236328,0.001966612806199919,-0.039015594605357196
75,75,75,75,2019-05-23,25.790573120117188,25.790573120117188,26.74788284301757,0.0,-0.03579011200695037
76,76,76,76,2019-05-24,25.76426696777344,25.94836807250977,26.43535804748535,-0.00709490108286881,-0.02538611652266798
77,77,77,77,2019-05-28,25.26458740234375,26.097394943237305,25.3935661315918,-0.03191152000822073,-0.0050791892946295825
78,78,78,78,2019-05-29,24.94023704528809,25.98342704772949,25.74950790405273,-0.0401482837704642,-0.03142859513199747
79,79,79,79,2019-05-30,24.78243827819824,25.878231048583984,26.183582305908203,-0.04234419146843915,-0.053512312079382784
80,80,80,80,2019-05-31,24.93146705627441,25.90453147888184,25.85368728637696,-0.03756348279839383,-0.03567074281851057
81,81,81,81,2019-06-03,25.12432861328125,25.790573120117188,25.790573120117188,-0.025832869387313218,-0.025832869387313218
82,82,82,82,2019-06-04,25.26458740234375,25.76426696777344,25.94836807250977,-0.019394286127166094,-0.02635158666838977
83,83,83,83,2019-06-05,25.45745277404785,25.26458740234375,26.097394943237305,0.0076338223392562465,-0.02452130454328294
84,84,84,84,2019-06-06,25.553878784179688,24.94023704528809,25.98342704772949,0.02460448702942597,-0.016531624668322475
