,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,CTLT,CTLT_6m,CTLT_12m,CTLT_6m_ret,CTLT_12m_ret
0,0,0,0,2019-02-05,39.22999954223633,,,,
1,1,1,1,2019-02-06,39.47999954223633,,,,
2,2,2,2,2019-02-07,39.52000045776367,,,,
3,3,3,3,2019-02-08,39.709999084472656,,,,
4,4,4,4,2019-02-11,40.0099983215332,,,,
5,5,5,5,2019-02-12,40.84999847412109,,,,
6,6,6,6,2019-02-13,41.130001068115234,39.22999954223633,,0.04843236166325471,
7,7,7,7,2019-02-14,41.58000183105469,39.47999954223633,,0.053191547952571305,
8,8,8,8,2019-02-15,42.02999877929688,39.52000045776367,,0.0635121025419958,
9,9,9,9,2019-02-19,42.2400016784668,39.709999084472656,,0.06371197814969021,
10,10,10,10,2019-02-20,42.790000915527344,40.0099983215332,,0.06948269709119081,
11,11,11,11,2019-02-21,42.540000915527344,40.84999847412109,,0.04137093034353212,
12,12,12,12,2019-02-22,43.58000183105469,41.130001068115234,39.22999954223633,0.05956724287174264,0.11088458678504454
13,13,13,13,2019-02-25,43.41999816894531,41.58000183105469,39.47999954223633,0.04425195422950634,0.09979733212747166
14,14,14,14,2019-02-26,42.86000061035156,42.02999877929688,39.52000045776367,0.01974784333002466,0.08451417292258023
15,15,15,15,2019-02-27,43.08000183105469,42.2400016784668,39.709999084472656,0.01988636645855313,0.08486534435352744
16,16,16,16,2019-02-28,43.220001220703125,42.790000915527344,40.0099983215332,0.010049083804056336,0.08023001834124832
17,17,17,17,2019-03-01,43.91999816894531,42.540000915527344,40.84999847412109,0.03243999115463736,0.07515299411257259
18,18,18,18,2019-03-04,43.709999084472656,43.58000183105469,41.130001068115234,0.002982956584580254,0.06272788595567258
19,19,19,19,2019-03-05,43.720001220703125,43.41999816894531,41.58000183105469,0.006909328982247054,0.05146703452163259
20,20,20,20,2019-03-06,42.63999938964844,42.86000061035156,42.02999877929688,-0.005133019542001405,0.01451345772229784
21,21,21,21,2019-03-07,42.56999969482422,43.08000183105469,42.2400016784668,-0.0118384891957648,0.007812452728325647
22,22,22,22,2019-03-08,42.220001220703125,43.220001220703125,42.790000915527344,-0.023137435718557642,-0.013320861945048001
23,23,23,23,2019-03-11,41.81999969482422,43.91999816894531,42.540000915527344,-0.04781417490144502,-0.016925275157676833
24,24,24,24,2019-03-12,41.79999923706055,43.709999084472656,43.58000183105469,-0.04369709191072957,-0.04084448185419143
25,25,25,25,2019-03-13,42.04999923706055,43.720001220703125,43.41999816894531,-0.038197665530982805,-0.03155225678624307
26,26,26,26,2019-03-14,41.88999938964844,42.63999938964844,42.86000061035156,-0.017589118450646035,-0.022631852703913657
27,27,27,27,2019-03-15,42.20000076293945,42.56999969482422,43.08000183105469,-0.008691541802612446,-0.020427136274652535
28,28,28,28,2019-03-18,42.56999969482422,42.220001220703125,43.220001220703125,0.008289873614439003,-0.015039368521987506
29,29,29,29,2019-03-19,42.66999816894531,41.81999969482422,43.91999816894531,0.02032516691353048,-0.028460839073619182
30,30,30,30,2019-03-20,42.45000076293945,41.79999923706055,43.709999084472656,0.015550276022555654,-0.02882631772876887
31,31,31,31,2019-03-21,43.119998931884766,42.04999923706055,43.720001220703125,0.02544589094501526,-0.01372374821742306
32,32,32,32,2019-03-22,40.66999816894531,41.88999938964844,42.63999938964844,-0.029123925482906654,-0.04620077975848602
33,33,33,33,2019-03-25,40.459999084472656,42.20000076293945,42.56999969482422,-0.041232266516802674,-0.0495654363513679
34,34,34,34,2019-03-26,40.869998931884766,42.56999969482422,42.220001220703125,-0.039934244189016144,-0.03197542041179213
35,35,35,35,2019-03-27,39.95000076293945,42.66999816894531,41.81999969482422,-0.06374496186375367,-0.044715421940000666
36,36,36,36,2019-03-28,40.52999877929688,42.45000076293945,41.79999923706055,-0.04522972789481805,-0.030382786625451907
37,37,37,37,2019-03-29,40.59000015258789,43.119998931884766,42.04999923706055,-0.05867344253169926,-0.034720549606714224
38,38,38,38,2019-04-01,40.72999954223633,40.66999816894531,41.88999938964844,0.001475322743850871,-0.027691569928710913
39,39,39,39,2019-04-02,40.34000015258789,40.459999084472656,42.20000076293945,-0.0029658659070711524,-0.0440758430503404
40,40,40,40,2019-04-03,40.380001068115234,40.869998931884766,42.56999969482422,-0.011989182201501358,-0.051444647460856086
41,41,41,41,2019-04-04,39.93999862670898,39.95000076293945,42.66999816894531,-0.00025036635893516124,-0.06397936862868658
42,42,42,42,2019-04-05,40.06999969482422,40.52999877929688,42.45000076293945,-0.011349595320186312,-0.05606598410695607
43,43,43,43,2019-04-08,40.119998931884766,40.59000015258789,43.119998931884766,-0.011579236731615539,-0.0695732855823814
44,44,44,44,2019-04-09,39.54999923706055,40.72999954223633,40.66999816894531,-0.028971282063289472,-0.027538701310785174
45,45,45,45,2019-04-10,39.90999984741211,40.34000015258789,40.459999084472656,-0.010659402666070572,-0.01359365421418457
46,46,46,46,2019-04-11,39.47999954223633,40.380001068115234,40.869998931884766,-0.0222882987140276,-0.03401026244128502
47,47,47,47,2019-04-12,39.2599983215332,39.93999862670898,39.95000076293945,-0.01702554653372068,-0.017271650268561367
48,48,48,48,2019-04-15,44.40999984741211,40.06999969482422,40.52999877929688,0.10831046133370648,0.09573158610844001
49,49,49,49,2019-04-16,42.560001373291016,40.119998931884766,40.59000015258789,0.06081760982967266,0.04853415159638841
50,50,50,50,2019-04-17,42.75,39.54999923706055,40.72999954223633,0.0809102610535799,0.049594904995492683
51,51,51,51,2019-04-18,43.970001220703125,39.90999984741211,40.34000015258789,0.10172892480114304,0.08998515256283057
52,52,52,52,2019-04-22,44.040000915527344,39.47999954223633,40.380001068115234,0.11550155588053279,0.09063892398710482
53,53,53,53,2019-04-23,44.45000076293945,39.2599983215332,39.93999862670898,0.13219568678788396,0.11291943643719882
54,54,54,54,2019-04-24,44.45000076293945,44.40999984741211,40.06999969482422,0.0009007186594187644,0.1093087372466588
55,55,55,55,2019-04-25,44.630001068115234,42.560001373291016,40.119998931884766,0.048637209305243845,0.11241281795364677
56,56,56,56,2019-04-26,45.0099983215332,42.75,39.54999923706055,0.05286545781364227,0.13805307685964086
57,57,57,57,2019-04-29,45.18000030517578,43.970001220703125,39.90999984741211,0.027518741207196884,0.13204711796322877
58,58,58,58,2019-04-30,44.81999969482422,44.040000915527344,39.47999954223633,0.017711143575881882,0.13525836409585246
59,59,59,59,2019-05-01,44.09000015258789,44.45000076293945,39.2599983215332,-0.008099001218729196,0.12302603254074884
60,60,60,60,2019-05-02,44.41999816894531,44.45000076293945,44.40999984741211,-0.0006749739815338218,0.00022513671622514941
61,61,61,61,2019-05-03,45.790000915527344,44.630001068115234,42.560001373291016,0.02599148150683872,0.075892843938284
62,62,62,62,2019-05-06,46.5099983215332,45.0099983215332,42.75,0.03332592881440721,0.08795317711188777
63,63,63,63,2019-05-07,44.68999862670898,45.18000030517578,43.970001220703125,-0.010845543938844737,0.01637474155144769
64,64,64,64,2019-05-08,45.040000915527344,44.81999969482422,44.040000915527344,0.00490855024991288,0.02270662986402039
65,65,65,65,2019-05-09,45.209999084472656,44.09000015258789,44.45000076293945,0.02540256130661467,0.01709782471290433
66,66,66,66,2019-05-10,44.77000045776367,44.41999816894531,44.45000076293945,0.007879385485050516,0.007199093123323896
67,67,67,67,2019-05-13,43.31999969482422,45.790000915527344,44.630001068115234,-0.053941934293902816,-0.02935248357470721
68,68,68,68,2019-05-14,43.9900016784668,46.5099983215332,45.0099983215332,-0.05418182614510436,-0.02266155701184358
69,69,69,69,2019-05-15,44.68000030517578,44.68999862670898,45.18000030517578,-0.0002237261544066893,-0.011066843661413639
70,70,70,70,2019-05-16,45.459999084472656,45.040000915527344,44.81999969482422,0.009325003561456935,0.014279326059931874
71,71,71,71,2019-05-17,45.369998931884766,45.209999084472656,44.09000015258789,0.0035390367319663163,0.02903149863613108
72,72,72,72,2019-05-20,45.369998931884766,44.77000045776367,44.41999816894531,0.013401797363999046,0.021386780776672998
73,73,73,73,2019-05-21,46.0099983215332,43.31999969482422,45.790000915527344,0.062095998283914655,0.004804485730666608
74,74,74,74,2019-05-22,46.18000030517578,43.9900016784668,46.5099983215332,0.049784008709892635,-0.007095205939937399
75,75,75,75,2019-05-23,46.18999862670898,44.68000030517578,44.68999862670898,0.03379584402908509,0.03356455686045878
76,76,76,76,2019-05-24,46.22999954223633,45.459999084472656,45.040000915527344,0.01693797785461615,0.026420928119891274
77,77,77,77,2019-05-28,44.959999084472656,45.369998931884766,45.209999084472656,-0.009036805313300866,-0.005529750167277969
78,78,78,78,2019-05-29,45.38999938964844,45.369998931884766,44.77000045776367,0.00044083002500605595,0.01384853530367236
79,79,79,79,2019-05-30,45.4900016784668,46.0099983215332,43.31999969482422,-0.011301818344623626,0.05009238224675805
80,80,80,80,2019-05-31,45.5,46.18000030517578,43.9900016784668,-0.01472499568389063,0.03432594371262221
81,81,81,81,2019-06-03,45.59000015258789,46.18999862670898,44.68000030517578,-0.012989791988738952,0.020367051056324526
82,82,82,82,2019-06-04,46.77999877929688,46.22999954223633,45.459999084472656,0.011897020171026895,0.029036509489835938
83,83,83,83,2019-06-05,46.02999877929688,44.959999084472656,45.369998931884766,0.023798926081245453,0.014547054506282686
84,84,84,84,2019-06-06,47.61000061035156,45.38999938964844,45.369998931884766,0.04890947897235298,0.04937186976419761
85,85,85,85,2019-06-07,48.15999984741211,45.4900016784668,46.0099983215332,0.058694176092088046,0.04672900683138437
86,86,86,86,2019-06-10,48.810001373291016,45.5,46.18000030517578,0.07274728292947286,0.05695108381843106
87,87,87,87,2019-06-11,49.68999862670898,45.59000015258789,46.18999862670898,0.08993196886156074,0.07577397930417251
88,88,88,88,2019-06-12,49.52000045776367,46.77999877929688,46.22999954223633,0.058572076741468804,0.07116593009094796
89,89,89,89,2019-06-13,50.31999969482422,46.02999877929688,44.959999084472656,0.09320010926128619,0.1192170978536049
90,90,90,90,2019-06-14,49.68999862670898,47.61000061035156,45.38999938964844,0.043688258552661674,0.09473450748803458
91,91,91,91,2019-06-17,50.56999969482422,48.15999984741211,45.4900016784668,0.05004152522939864,0.11167284741521777
92,92,92,92,2019-06-18,50.47999954223633,48.810001373291016,45.5,0.03421426187173071,0.10945053938980931
93,93,93,93,2019-06-19,50.59000015258789,49.68999862670898,45.59000015258789,0.01811232744520841,0.10967317357458217
94,94,94,94,2019-06-20,50.27999877929688,49.52000045776367,46.77999877929688,0.015347300373743433,0.07481830037047743
95,95,95,95,2019-06-21,53.2400016784668,50.31999969482422,46.02999877929688,0.058028656624632635,0.15663704302362036
96,96,96,96,2019-06-24,52.70000076293945,49.68999862670898,47.61000061035156,0.06057561319014737,0.10691031479384616
97,97,97,97,2019-06-25,53.15999984741211,50.56999969482422,48.15999984741211,0.05121613937547598,0.10382059833558488
98,98,98,98,2019-06-26,52.970001220703125,50.47999954223633,48.810001373291016,0.049326499624537945,0.08522843127163848
99,99,99,99,2019-06-27,53.77000045776367,50.59000015258789,49.68999862670898,0.06285827822859003,0.08210911539171684
100,100,100,100,2019-06-28,54.209999084472656,50.27999877929688,49.52000045776367,0.07816229913660977,0.094709179793105
101,101,101,101,2019-07-01,54.709999084472656,53.2400016784668,50.31999969482422,0.02761076934000939,0.08724164181781546
102,102,102,102,2019-07-02,55.52000045776367,52.70000076293945,49.68999862670898,0.05351042986715382,0.11732747015857226
103,103,103,103,2019-07-03,55.91999816894531,53.15999984741211,50.56999969482422,0.05191870446680524,0.10579391944644723
104,104,104,104,2019-07-05,55.459999084472656,52.970001220703125,50.47999954223633,0.04700769881795508,0.09865292368058731
105,105,105,105,2019-07-08,54.54999923706055,53.77000045776367,50.59000015258789,0.014506207414105576,0.07827632086437308
106,106,106,106,2019-07-09,54.52999877929688,54.209999084472656,50.27999877929688,0.005902964401928612,0.08452665280791472
107,107,107,107,2019-07-10,54.869998931884766,54.709999084472656,53.2400016784668,0.0029245083182156684,0.030616025582832274
108,108,108,108,2019-07-11,54.2599983215332,55.52000045776367,52.70000076293945,-0.02269456278533366,0.02960147127152979
109,109,109,109,2019-07-12,53.43999862670898,55.91999816894531,53.15999984741211,-0.044349063366271424,0.0052670951862408
110,110,110,110,2019-07-15,53.97999954223633,55.459999084472656,52.970001220703125,-0.026685891934150607,0.019067364513075447
111,111,111,111,2019-07-16,53.7400016784668,54.54999923706055,53.77000045776367,-0.01484871805540644,-0.0005579092252461226
