,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,HCA,HCA_6m,HCA_12m,HCA_6m_ret,HCA_12m_ret
44,44,44,44,2019-04-09,126.70866394042967,126.42130279541016,128.77767944335938,0.002273043693312937,-0.01606656923678862
45,45,45,45,2019-04-10,128.28915405273438,125.14732360839844,127.07264709472656,0.025105055016335198,0.009573318773323125
46,46,46,46,2019-04-11,124.64923858642578,125.68375396728516,124.28521728515624,-0.008231098675877013,0.00292891873403045
47,47,47,47,2019-04-12,122.48439025878906,126.77571868896484,123.26028442382812,-0.03384976614255486,-0.006294762085500061
48,48,48,48,2019-04-15,121.73724365234376,128.43284606933594,123.24114227294922,-0.05213310007455163,-0.012202894202933301
49,49,49,49,2019-04-16,109.56256866455078,126.28720092773438,124.88870239257812,-0.13243331185045404,-0.1227183358815821
50,50,50,50,2019-04-17,107.29239654541016,126.70866394042967,126.42130279541016,-0.1532355151668856,-0.15131078249491425
51,51,51,51,2019-04-18,110.38634490966795,128.28915405273438,125.14732360839844,-0.13955044972630593,-0.117948816427904
52,52,52,52,2019-04-22,110.1564483642578,124.64923858642578,125.68375396728516,-0.11626858203485435,-0.12354266253909818
53,53,53,53,2019-04-23,115.11827850341795,122.48439025878906,126.77571868896484,-0.060139187857389365,-0.09195325655496844
54,54,54,54,2019-04-24,118.62413787841795,121.73724365234376,128.43284606933594,-0.025572336620469205,-0.0763722715108458
55,55,55,55,2019-04-25,119.31381225585938,109.56256866455078,126.28720092773438,0.08900159707978461,-0.05521849103192489
56,56,56,56,2019-04-26,120.26213073730467,107.29239654541016,126.70866394042967,0.12088213712707252,-0.050876814596954034
57,57,57,57,2019-04-29,120.13760375976562,110.38634490966795,128.28915405273438,0.08833754626151791,-0.06354044777330115
58,58,58,58,2019-04-30,121.87136840820312,110.1564483642578,124.64923858642578,0.10634801882144229,-0.022285496563997143
59,59,59,59,2019-05-01,118.86360168457033,115.11827850341795,122.48439025878906,0.03253456557762169,-0.02956122463089883
60,60,60,60,2019-05-02,120.2333755493164,118.62413787841795,121.73724365234376,0.013565853456805055,-0.012353393734805485
61,61,61,61,2019-05-03,120.31957244873048,119.31381225585938,109.56256866455078,0.00842953698197424,0.09818137631579793
62,62,62,62,2019-05-06,123.35607147216795,120.26213073730467,107.29239654541016,0.02572664159444793,0.14971867013855955
63,63,63,63,2019-05-07,121.18167877197266,120.13760375976562,110.38634490966795,0.008690659539829282,0.09779591734048987
64,64,64,64,2019-05-08,119.82147979736328,121.87136840820312,110.1564483642578,-0.016820100058069665,0.08773913444581849
65,65,65,65,2019-05-09,119.35212707519533,118.86360168457033,115.11827850341795,0.00410996624451454,0.03677824778844019
66,66,66,66,2019-05-10,118.5379409790039,120.2333755493164,118.62413787841795,-0.01410119746340388,-0.0007266387849528266
67,67,67,67,2019-05-13,117.02447509765624,120.31957244873048,119.31381225585938,-0.027386212267985988,-0.019187528375120833
68,68,68,68,2019-05-14,117.09154510498048,123.35607147216795,120.26213073730467,-0.050784094308652605,-0.026363956907181962
69,69,69,69,2019-05-15,117.99192810058594,121.18167877197266,120.13760375976562,-0.026322053826213,-0.017860150294576438
70,70,70,70,2019-05-16,117.53214263916016,119.82147979736328,121.87136840820312,-0.019106233390496885,-0.03560496469120544
71,71,71,71,2019-05-17,118.30803680419922,119.35212707519533,118.86360168457033,-0.008747982097866647,-0.004673969764481978
72,72,72,72,2019-05-20,120.39622497558594,118.5379409790039,120.2333755493164,0.015676702170077217,0.0013544444337980632
73,73,73,73,2019-05-21,122.8100814819336,117.02447509765624,120.31957244873048,0.049439285067925276,0.020699118044691822
74,74,74,74,2019-05-22,122.8100814819336,117.09154510498048,123.35607147216795,0.04883816651173278,-0.004426129850913285
75,75,75,75,2019-05-23,121.3732681274414,117.99192810058594,121.18167877197266,0.0286573842913469,0.0015810092532986264
76,76,76,76,2019-05-24,118.62413787841795,117.53214263916016,119.82147979736328,0.009291034901068418,-0.00999271517068745
77,77,77,77,2019-05-28,117.85782623291016,118.30803680419922,119.35212707519533,-0.0038054098728235175,-0.012520102313247516
78,78,78,78,2019-05-29,116.72753143310548,120.39622497558594,118.5379409790039,-0.030471832013208022,-0.015272827678178502
79,79,79,79,2019-05-30,117.40763854980467,122.8100814819336,117.02447509765624,-0.04399022349743875,0.003274216370795058
80,80,80,80,2019-05-31,116.24479675292967,122.8100814819336,117.09154510498048,-0.05345884189458605,-0.00723150720482546
81,81,81,81,2019-06-03,118.2341079711914,121.3732681274414,117.99192810058594,-0.025863686499352556,0.0020525121887915443
82,82,82,82,2019-06-04,120.63664245605467,118.62413787841795,117.53214263916016,0.0169653884414267,0.02641404935861469
83,83,83,83,2019-06-05,119.8870620727539,117.85782623291016,118.30803680419922,0.01721765880726145,0.01334672868562592
84,84,84,84,2019-06-06,121.0979461669922,116.72753143310548,120.39622497558594,0.03744116473834058,0.005828431842846982
85,85,85,85,2019-06-07,123.40438842773438,117.40763854980467,122.8100814819336,0.051076317963637985,0.004839235823552501
86,86,86,86,2019-06-10,125.19187927246094,116.24479675292967,122.8100814819336,0.07696759570708078,0.01939415528258337
87,87,87,87,2019-06-11,123.04879760742188,118.2341079711914,121.3732681274414,0.04072166415298373,0.01380476529824648
88,88,88,88,2019-06-12,121.78987121582033,120.63664245605467,118.62413787841795,0.009559523012966364,0.026687092475622842
89,89,89,89,2019-06-13,122.4145278930664,119.8870620727539,117.85782623291016,0.021082056533996196,0.03866269899761532
90,90,90,90,2019-06-14,121.69377136230467,121.0979461669922,116.72753143310548,0.004920192407646962,0.0425455748804664
91,91,91,91,2019-06-17,123.1737289428711,123.40438842773438,117.40763854980467,-0.001869135188805382,0.0491117142316122
92,92,92,92,2019-06-18,124.02903747558594,125.19187927246094,116.24479675292967,-0.009288476246484434,0.06696420777612211
93,93,93,93,2019-06-19,125.02849578857422,123.04879760742188,118.2341079711914,0.016088724308127134,0.057465548089036256
94,94,94,94,2019-06-20,123.0872573852539,121.78987121582033,120.63664245605467,0.010652660656275126,0.02031401802393451
95,95,95,95,2019-06-21,123.23138427734376,122.4145278930664,119.8870620727539,0.006672871254226553,0.027895605637248355
96,96,96,96,2019-06-24,125.97990417480467,121.69377136230467,121.0979461669922,0.03522064247429224,0.04031412721963368
97,97,97,97,2019-06-25,129.91046142578125,123.1737289428711,123.40438842773438,0.05469293282526744,0.05272156915113957
98,98,98,98,2019-06-26,128.44972229003906,124.02903747558594,125.19187927246094,0.03564233750764445,0.026022798255851187
99,99,99,99,2019-06-27,128.8726043701172,125.02849578857422,123.04879760742188,0.030745859632218764,0.04732924559958507
100,100,100,100,2019-06-28,129.90087890625,123.0872573852539,121.78987121582033,0.055356026819819215,0.06659837644508548
101,101,101,101,2019-07-01,129.29547119140625,123.23138427734376,122.4145278930664,0.04920894908081763,0.05621018531681643
102,102,102,102,2019-07-02,130.06423950195312,125.97990417480467,121.69377136230467,0.03242053051160587,0.0687830448998743
103,103,103,103,2019-07-03,132.79351806640625,129.91046142578125,123.1737289428711,0.02219264414107336,0.07809935776156363
104,104,104,104,2019-07-05,133.12989807128906,128.44972229003906,124.02903747558594,0.036435857530950244,0.07337685417009343
105,105,105,105,2019-07-08,132.0054931640625,128.8726043701172,125.02849578857422,0.024309967267734933,0.055803257741231516
106,106,106,106,2019-07-09,129.72789001464844,129.90087890625,123.0872573852539,-0.0013316991621465935,0.05395061008313684
107,107,107,107,2019-07-10,131.35198974609375,129.29547119140625,123.23138427734376,0.015905572992909178,0.06589721860523623
108,108,108,108,2019-07-11,133.24520874023438,130.06423950195312,125.97990417480467,0.02445690875879447,0.0576703452270344
109,109,109,109,2019-07-12,135.99374389648438,132.79351806640625,129.91046142578125,0.024099262348616923,0.046826732843055385
110,110,110,110,2019-07-15,135.4267120361328,133.12989807128906,128.44972229003906,0.01725242787772463,0.05431689241289073
111,111,111,111,2019-07-16,134.25425720214844,132.0054931640625,128.8726043701172,0.017035382272244215,0.041759479125411
112,112,112,112,2019-07-17,134.51377868652344,129.72789001464844,129.90087890625,0.03689174834597697,0.035510920473468044
113,113,113,113,2019-07-18,135.7246551513672,131.35198974609375,129.29547119140625,0.03328967771044722,0.049724742102090325
114,114,114,114,2019-07-19,134.0428466796875,133.24520874023438,130.06423950195312,0.005986241058829611,0.030589554769008043
115,115,115,115,2019-07-22,135.0903778076172,135.99374389648438,132.79351806640625,-0.006642703281665718,0.01729647481786234
116,116,116,116,2019-07-23,135.18646240234375,135.4267120361328,133.12989807128906,-0.0017740195429463146,0.015447802190559967
117,117,117,117,2019-07-24,137.70433044433594,134.25425720214844,132.0054931640625,0.025698054676900783,0.04317121313421901
118,118,118,118,2019-07-25,136.3396759033203,134.51377868652344,129.72789001464844,0.013574053413903497,0.05096657232246127
119,119,119,119,2019-07-26,139.4053497314453,135.7246551513672,131.35198974609375,0.027118835380154138,0.061311290380289485
120,120,120,120,2019-07-29,140.46246337890625,134.0428466796875,133.24520874023438,0.04789227368886939,0.05416520944285619
121,121,121,121,2019-07-30,127.62322235107422,135.0903778076172,135.99374389648438,-0.05527525777725617,-0.06155078392268998
122,122,122,122,2019-07-31,128.30557250976562,135.18646240234375,135.4267120361328,-0.05089925256050509,-0.05258297583468774
123,123,123,123,2019-08-01,124.49031066894533,137.70433044433594,134.25425720214844,-0.09595936259050397,-0.07272727686021463
124,124,124,124,2019-08-02,122.18389129638672,136.3396759033203,134.51377868652344,-0.10382733062217042,-0.09166263493995519
125,125,125,125,2019-08-05,118.7242202758789,139.4053497314453,135.7246551513672,-0.14835248070039753,-0.12525679182259486
126,126,126,126,2019-08-06,119.4834213256836,140.46246337890625,134.0428466796875,-0.14935692816827784,-0.10861769736057236
127,127,127,127,2019-08-07,121.18441772460938,127.62322235107422,135.0903778076172,-0.05045166943640211,-0.10293819818026828
128,128,128,128,2019-08-08,121.68415069580078,128.30557250976562,135.18646240234375,-0.05160665810879628,-0.09987917034441818
129,129,129,129,2019-08-09,122.52986145019533,124.49031066894533,137.70433044433594,-0.01574780565825229,-0.11019601885559127
130,130,130,130,2019-08-12,120.89613342285156,122.18389129638672,136.3396759033203,-0.010539506148248168,-0.11327254798096997
131,131,131,131,2019-08-13,122.91426849365234,118.7242202758789,139.4053497314453,0.035292278256593645,-0.11829589947273822
132,132,132,132,2019-08-14,118.4647445678711,119.4834213256836,140.46246337890625,-0.008525674495341251,-0.15660923411043237
133,133,133,133,2019-08-15,118.4647445678711,121.18441772460938,127.62322235107422,-0.022442432845769966,-0.07176184407888864
134,134,134,134,2019-08-16,119.09901428222656,121.68415069580078,128.30557250976562,-0.021244643602245428,-0.07175493665201749
135,135,135,135,2019-08-19,119.75249481201172,122.52986145019533,124.49031066894533,-0.02266685528990431,-0.038057707716167455
136,136,136,136,2019-08-20,118.38786315917967,120.89613342285156,122.18389129638672,-0.02074731583762779,-0.03106815552304565
137,137,137,137,2019-08-21,118.76266479492188,122.91426849365234,118.7242202758789,-0.033776417901757894,0.00032381361573596834
138,138,138,138,2019-08-22,117.47490692138672,118.4647445678711,119.4834213256836,-0.008355546201488484,-0.016809984029685032
139,139,139,139,2019-08-23,115.11078643798828,118.4647445678711,121.18441772460938,-0.028311867316450856,-0.050118912981233055
140,140,140,140,2019-08-26,115.71623992919922,119.09901428222656,121.68415069580078,-0.028403042404794854,-0.04904427349393092
141,141,141,141,2019-08-27,112.82357788085938,119.75249481201172,122.52986145019533,-0.057860313825022214,-0.0792156577544264
142,142,142,142,2019-08-28,114.40925598144533,118.38786315917967,120.89613342285156,-0.03360654607292701,-0.053656616284967984
143,143,143,143,2019-08-29,116.04297637939452,118.76266479492188,122.91426849365234,-0.022900196961929797,-0.05590312824106891
144,144,144,144,2019-08-30,115.89834594726562,117.47490692138672,118.4647445678711,-0.01342040624195695,-0.02166381761904801
145,145,145,145,2019-09-03,115.66693878173828,115.11078643798828,118.4647445678711,0.004831452906888245,-0.02361720186320826
146,146,146,146,2019-09-04,116.96862030029295,115.71623992919922,119.09901428222656,0.010822857464604763,-0.01788758701969817
147,147,147,147,2019-09-05,119.80340576171876,112.82357788085938,119.75249481201172,0.06186497549501602,0.00042513477307482006
148,148,148,148,2019-09-06,121.58719635009766,114.40925598144533,118.38786315917967,0.06273915783366713,0.027024165362426356
149,149,149,149,2019-09-09,122.9467315673828,116.04297637939452,118.76266479492188,0.059493089572409286,0.03523048914139748
150,150,150,150,2019-09-10,125.4440460205078,115.89834594726562,117.47490692138672,0.08236269461158252,0.06783694754875569
151,151,151,151,2019-09-11,126.57218933105467,115.66693878173828,115.11078643798828,0.094281483232598,0.0995684526857159
152,152,152,152,2019-09-12,124.08450317382812,116.96862030029295,115.71623992919922,0.06083582806454069,0.07231710302502936
153,153,153,153,2019-09-13,124.45091247558594,119.80340576171876,112.82357788085938,0.038792776251376004,0.10305766589856713
154,154,154,154,2019-09-16,124.335205078125,121.58719635009766,114.40925598144533,0.022601135732373878,0.08675826978797452
155,155,155,155,2019-09-17,120.51692199707033,122.9467315673828,116.04297637939452,-0.01976310829361716,0.03855421290685057
156,156,156,156,2019-09-18,121.03759765625,125.4440460205078,115.89834594726562,-0.03512680357533604,0.04434275284068989
157,157,157,157,2019-09-19,122.28143310546876,126.57218933105467,115.66693878173828,-0.03389967613156519,0.057185695354244004
158,158,158,158,2019-09-20,119.83232879638672,124.08450317382812,116.96862030029295,-0.034268375733306544,0.024482707317071695
159,159,159,159,2019-09-23,119.02239227294922,124.45091247558594,119.80340576171876,-0.04361977019414509,-0.006519125928046932
160,160,160,160,2019-09-24,116.94934844970705,124.335205078125,121.58719635009766,-0.05940277835048502,-0.038144212874490546
161,161,161,161,2019-09-25,114.83770751953124,120.51692199707033,122.9467315673828,-0.04712379293654001,-0.06595558860714645
162,162,162,162,2019-09-26,113.90243530273438,121.03759765625,125.4440460205078,-0.058949966718437996,-0.09200604639208287
163,163,163,163,2019-09-27,114.70272827148438,122.28143310546876,126.57218933105467,-0.06197755981030817,-0.0937762167368793
164,164,164,164,2019-09-30,116.1104736328125,119.83232879638672,124.08450317382812,-0.031058856995913153,-0.06426289614783665
165,165,165,165,2019-10-01,112.85144805908205,119.02239227294922,124.45091247558594,-0.0518469180128357,-0.0932051375579862
166,166,166,166,2019-10-02,110.9712142944336,116.94934844970705,124.335205078125,-0.05111729337974291,-0.10748356248171431
167,167,167,167,2019-10-03,111.80046081542967,114.83770751953124,120.51692199707033,-0.02644816558694363,-0.07232562064481318
168,168,168,168,2019-10-04,113.4106903076172,113.90243530273438,121.03759765625,-0.004317247421534054,-0.06301271254815732
169,169,169,169,2019-10-07,113.9506378173828,114.70272827148438,122.28143310546876,-0.006556866305058473,-0.0681280475417767
170,170,170,170,2019-10-08,112.46573638916016,116.1104736328125,119.83232879638672,-0.031390253864422735,-0.061474165454495355
171,171,171,171,2019-10-09,113.34318542480467,112.85144805908205,119.02239227294922,0.00435738640646588,-0.04771544866213617
172,172,172,172,2019-10-10,114.31703186035156,110.9712142944336,116.94934844970705,0.0301503194967363,-0.022508176610214203
173,173,173,173,2019-10-11,116.1201171875,111.80046081542967,114.83770751953124,0.03863719648885522,0.01116714793135909
174,174,174,174,2019-10-14,115.15591430664062,113.4106903076172,113.90243530273438,0.015388531665662564,0.011004848145473867
175,175,175,175,2019-10-15,117.16146850585938,113.9506378173828,114.70272827148438,0.028177382329550804,0.021435760695730943
176,176,176,176,2019-10-16,117.08432006835938,112.46573638916016,116.1104736328125,0.04106658461042523,0.00838724022973647
177,177,177,177,2019-10-17,118.40531158447266,113.34318542480467,112.85144805908205,0.04466193658397177,0.04921393230579496
178,178,178,178,2019-10-18,119.21524047851562,114.31703186035156,110.9712142944336,0.042847583937865474,0.07428977177999174
179,179,179,179,2019-10-21,119.1863250732422,116.1201171875,111.80046081542967,0.026405483907591787,0.06606291426656807
180,180,180,180,2019-10-22,120.7483367919922,115.15591430664062,113.4106903076172,0.048563918918310245,0.06469977798805604
181,181,181,181,2019-10-23,120.7676239013672,117.16146850585938,113.9506378173828,0.030779363228342183,0.05982402744343829
182,182,182,182,2019-10-24,120.52657318115234,117.08432006835938,112.46573638916016,0.029399778815670796,0.07167371193035743
183,183,183,183,2019-10-25,121.75111389160156,118.40531158447266,113.34318542480467,0.028257197775641618,0.07418115553470983
184,184,184,184,2019-10-28,122.3296356201172,119.21524047851562,114.31703186035156,0.02612413588313678,0.07009107592605934
185,185,185,185,2019-10-29,130.1590576171875,119.1863250732422,116.1201171875,0.09206368714869217,0.12090015726576242
186,186,186,186,2019-10-30,129.94691467285156,120.7483367919922,115.15591430664062,0.07617974810456674,0.12844325413304447
187,187,187,187,2019-10-31,128.7609405517578,120.7676239013672,117.16146850585938,0.0661875790229911,0.09900415378728655
188,188,188,188,2019-11-01,128.8670196533203,120.52657318115234,117.08432006835938,0.06920006312327676,0.10063430848880217
189,189,189,189,2019-11-04,131.3450164794922,121.75111389160156,118.40531158447266,0.07879930032042548,0.10928314550980334
190,190,190,190,2019-11-05,129.53231811523438,122.3296356201172,119.21524047851562,0.058879293301292934,0.08654159984333587
191,191,191,191,2019-11-06,130.0433349609375,130.1590576171875,119.1863250732422,-0.0008890864636585949,0.09109274810699519
192,192,192,192,2019-11-07,131.33538818359375,129.94691467285156,120.7483367919922,0.010684928643652336,0.0876786519208077
193,193,193,193,2019-11-08,131.94284057617188,128.7609405517578,120.7676239013672,0.024711686717875825,0.09253487245829772
194,194,194,194,2019-11-11,130.48690795898438,128.8670196533203,120.52657318115234,0.012570231778634255,0.0826401557344667
195,195,195,195,2019-11-12,130.30368041992188,131.3450164794922,121.75111389160156,-0.007928249487356154,0.07024631032069983
196,196,196,196,2019-11-13,129.58050537109375,129.53231811523438,122.3296356201172,0.0003720095228783027,0.059273206481979646
197,197,197,197,2019-11-14,129.6769561767578,130.0433349609375,130.1590576171875,-0.00281735918484205,-0.0037039407725861784
198,198,198,198,2019-11-15,133.10952758789062,131.33538818359375,129.94691467285156,0.013508464312884216,0.024337729933805008
199,199,199,199,2019-11-18,131.88497924804688,131.94284057617188,128.7609405517578,-0.00043853329117615747,0.024262316529392702
200,200,200,200,2019-11-19,133.8423309326172,130.48690795898438,128.8670196533203,0.02571463318517364,0.03860810386304836
201,201,201,201,2019-11-20,134.7583465576172,130.30368041992188,131.3450164794922,0.03418680211748071,0.02598751113376241
202,202,202,202,2019-11-21,134.30519104003906,129.58050537109375,129.53231811523438,0.03646139251745262,0.03684696602556481
203,203,203,203,2019-11-22,134.21836853027344,129.6769561767578,130.0433349609375,0.03502096661896803,0.032104940792160086
204,204,204,204,2019-11-25,136.47463989257812,133.10952758789062,131.33538818359375,0.025280777158987133,0.03913074594792554
205,205,205,205,2019-11-26,133.9291229248047,131.88497924804688,131.94284057617188,0.015499442684168141,0.015054112371380324
206,206,206,206,2019-11-27,134.92225646972656,133.8423309326172,130.48690795898438,0.008068639641766628,0.03399075493563175
207,207,207,207,2019-11-29,134.0810089111328,134.7583465576172,130.30368041992188,-0.005026313128550952,0.028988655416623432
208,208,208,208,2019-12-02,133.9166259765625,134.30519104003906,129.58050537109375,-0.0028931500001420085,0.03346275423954337
209,209,209,209,2019-12-03,133.60719299316406,134.21836853027344,129.6769561767578,-0.004553590866897772,0.03030790459832433
210,210,210,210,2019-12-04,135.9665985107422,136.47463989257812,133.10952758789062,-0.003722606502100545,0.02146406027145642
211,211,211,211,2019-12-05,136.03427124023438,133.9291229248047,131.88497924804688,0.01571837602947368,0.03146144478199897
212,212,212,212,2019-12-06,139.83450317382812,134.92225646972656,133.8423309326172,0.03640797917728089,0.04477038168311398
213,213,213,213,2019-12-09,138.12294006347656,134.0810089111328,134.7583465576172,0.0301454410670694,0.02496760751231686
214,214,214,214,2019-12-10,137.73617553710938,133.9166259765625,134.30519104003906,0.028521847326226313,0.02554617934348835
215,215,215,215,2019-12-11,137.82318115234375,133.60719299316406,134.21836853027344,0.031555098679420635,0.026857818803372124
216,216,216,216,2019-12-12,138.83853149414062,135.9665985107422,136.47463989257812,0.02112234191967044,0.01732110525020003
217,217,217,217,2019-12-13,138.14227294921875,136.03427124023438,133.9291229248047,0.015496107633507172,0.03145805730975759
218,218,218,218,2019-12-16,138.925537109375,139.83450317382812,134.92225646972656,-0.006500298880621647,0.029671017550367385
219,219,219,219,2019-12-17,138.6934356689453,138.12294006347656,134.0810089111328,0.004130346524672701,0.03440029870948802
220,220,220,220,2019-12-18,139.322021484375,137.73617553710938,133.9166259765625,0.011513648764251982,0.040363886622700074
221,221,221,221,2019-12-19,140.5887451171875,137.82318115234375,133.60719299316406,0.020066029108606998,0.05225431331665398
222,222,222,222,2019-12-20,142.65809631347656,138.83853149414062,135.9665985107422,0.027510841394178254,0.049214276712274296
223,223,223,223,2019-12-23,143.84747314453125,138.14227294921875,136.03427124023438,0.04129945217717479,0.05743554056682432
224,224,224,224,2019-12-24,143.0932159423828,138.925537109375,139.83450317382812,0.029999371747806425,0.023304067984593058
225,225,225,225,2019-12-26,143.3736572265625,138.6934356689453,138.12294006347656,0.033745083428379896,0.03801480884111563
226,226,226,226,2019-12-27,144.33094787597656,139.322021484375,137.73617553710938,0.035952151269663446,0.04787974047595367
227,227,227,227,2019-12-30,142.6774444580078,140.5887451171875,137.82318115234375,0.014856803359893922,0.03522094951718158
228,228,228,228,2019-12-31,142.92884826660156,142.65809631347656,138.83853149414062,0.0018979080761742928,0.02946096251841701
229,229,229,229,2020-01-02,142.61941528320312,143.84747314453125,138.14227294921875,-0.008537222340320394,0.03240964723108464
230,230,230,230,2020-01-03,143.05455017089844,143.0932159423828,138.925537109375,-0.0002702138688387423,0.02972105163266492
231,231,231,231,2020-01-06,143.5960235595703,143.3736572265625,138.6934356689453,0.001550956691133365,0.03534837728244944
232,232,232,232,2020-01-07,143.40267944335938,144.33094787597656,139.322021484375,-0.006431527307745877,0.02928939671925468
233,233,233,233,2020-01-08,144.35028076171875,142.6774444580078,140.5887451171875,0.01172460237191375,0.026755595843720226
234,234,234,234,2020-01-09,142.55169677734375,142.92884826660156,142.65809631347656,-0.002638735943315762,-0.0007458359453992314
235,235,235,235,2020-01-10,143.24794006347656,142.61941528320312,143.84747314453125,0.004407007131710383,-0.004167838808348812
236,236,236,236,2020-01-13,142.30032348632812,143.05455017089844,143.0932159423828,-0.005272301256194156,-0.005541090476112731
237,237,237,237,2020-01-14,143.02552795410156,143.5960235595703,143.3736572265625,-0.0039729206375417325,-0.0024281257742544415
238,238,238,238,2020-01-15,142.3873291015625,143.40267944335938,144.33094787597656,-0.007080414018330261,-0.01346640344996708
239,239,239,239,2020-01-16,142.89015197753906,144.35028076171875,142.6774444580078,-0.010115177999479918,0.0014908279324687967
240,240,240,240,2020-01-17,143.4993133544922,142.55169677734375,142.92884826660156,0.00664752927233514,0.00399125225459418
241,241,241,241,2020-01-21,142.37765502929688,143.24794006347656,142.61941528320312,-0.00607537556068205,-0.0016951426523954538
242,242,242,242,2020-01-22,142.28097534179688,142.30032348632812,143.05455017089844,-0.0001359669750371495,-0.005407551372378028
243,243,243,243,2020-01-23,141.84584045410156,143.02552795410156,143.5960235595703,-0.008248090511356665,-0.012188242139885563
