,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,T,T_6m,T_12m,T_6m_ret,T_12m_ret
243,243,243,243,2020-01-23,21.214221954345703,20.917675018310547,21.09683418273925,0.014176859319956492,0.0055642363489065705
244,244,244,244,2020-01-24,21.1428337097168,20.796857833862305,21.177770614624023,0.01663596869384576,-0.0016496970121632204
245,245,245,245,2020-01-27,21.00554084777832,20.884727478027344,21.24251747131348,0.0057847711864127405,-0.011155769265821736
246,246,246,246,2020-01-28,21.186767578125,21.07693099975586,21.307579040527344,0.005211222562260698,-0.005669882165991624
247,247,247,247,2020-01-29,20.346540451049805,21.1538143157959,21.181276321411133,-0.03816209467922238,-0.03940913935944146
248,248,248,248,2020-01-30,20.55522346496582,21.439382553100582,20.923168182373047,-0.04123995110143197,-0.01758551640937467
249,249,249,249,2020-01-31,20.659568786621094,21.214221954345703,20.917675018310547,-0.026145345745804738,-0.012339145314358202
250,250,250,250,2020-02-03,20.297117233276367,21.1428337097168,20.796857833862305,-0.04000014794855811,-0.024029620463733692
251,251,251,251,2020-02-04,20.6650619506836,21.00554084777832,20.884727478027344,-0.016209004070025235,-0.010517998263317119
252,252,252,252,2020-02-05,20.76390838623047,21.186767578125,21.07693099975586,-0.01995864590175267,-0.01485143228532737
253,253,253,253,2020-02-06,21.10988426208496,20.346540451049805,21.1538143157959,0.03751713038742999,-0.002076696573730219
254,254,254,254,2020-02-07,21.115373611450195,20.55522346496582,21.439382553100582,0.027250987927185166,-0.015112792583829693
255,255,255,255,2020-02-10,21.054969787597656,20.659568786621094,21.214221954345703,0.01913887966686989,-0.0075068587050124425
256,256,256,256,2020-02-11,20.961610794067383,20.297117233276367,21.1428337097168,0.032738322055981595,-0.008571363618403272
257,257,257,257,2020-02-12,20.890213012695312,20.6650619506836,21.00554084777832,0.01089525221598775,-0.005490353041550211
258,258,258,258,2020-02-13,21.03849220275879,20.76390838623047,21.186767578125,0.013224091121034398,-0.006998489732775615
259,259,259,259,2020-02-14,21.00554084777832,21.10988426208496,20.346540451049805,-0.00494287003240701,0.03238881805552918
260,260,260,260,2020-02-18,21.011032104492188,21.115373611450195,20.55522346496582,-0.004941494707980332,0.02217483260657538
261,261,261,261,2020-02-19,21.10988426208496,21.054969787597656,20.659568786621094,0.0026081478644368605,0.02179694455943748
262,262,262,262,2020-02-20,21.20323944091797,20.961610794067383,20.297117233276367,0.011527198421171558,0.044642901611468666
263,263,263,263,2020-02-21,21.17029571533203,20.890213012695312,20.6650619506836,0.01340736460975811,0.024448693444721004
264,264,264,264,2020-02-24,20.895708084106445,21.03849220275879,20.76390838623047,-0.006786803791652973,0.0063475380176198914
265,265,265,265,2020-02-25,20.51129531860352,21.00554084777832,21.10988426208496,-0.02352929318775787,-0.028355860981983505
266,266,266,266,2020-02-26,20.374006271362305,21.011032104492188,21.115373611450195,-0.030318635941434136,-0.035110311270356576
267,267,267,267,2020-02-27,19.62165069580078,21.10988426208496,21.054969787597656,-0.07049937118590299,-0.06807509610586882
268,268,268,268,2020-02-28,19.34157371520996,21.20323944091797,20.961610794067383,-0.08780100469531882,-0.07728590587684847
269,269,269,269,2020-03-02,20.417940139770508,21.17029571533203,20.890213012695312,-0.03553826482530664,-0.022607374689659565
270,270,270,270,2020-03-03,19.93467140197754,20.895708084106445,21.03849220275879,-0.04599206106156717,-0.0524667257588215
271,271,271,271,2020-03-04,20.96710205078125,20.51129531860352,21.00554084777832,0.022222230488013972,-0.0018299360761823147
272,272,272,272,2020-03-05,20.417940139770508,20.374006271362305,21.011032104492188,0.002156368650477747,-0.028227645447025718
273,273,273,273,2020-03-06,20.335561752319336,19.62165069580078,21.10988426208496,0.03638384290835117,-0.03668056632391725
274,274,274,274,2020-03-09,19.05051612854004,19.34157371520996,21.20323944091797,-0.015048288777093521,-0.1015280385988383
275,275,275,275,2020-03-10,19.68754768371582,20.417940139770508,21.17029571533203,-0.03577209312275398,-0.07003907982930868
276,276,276,276,2020-03-11,18.9571590423584,19.93467140197754,20.895708084106445,-0.049035789951479725,-0.09277259396739623
277,277,277,277,2020-03-12,17.205322265625,20.96710205078125,20.51129531860352,-0.17941343424787137,-0.1611781704483597
278,278,278,278,2020-03-13,18.92970085144043,20.417940139770508,20.374006271362305,-0.0728888065173261,-0.07088961300419305
279,279,279,279,2020-03-16,17.468921661376953,20.335561752319336,19.62165069580078,-0.1409668503804884,-0.10971192321166601
280,280,280,280,2020-03-17,18.52881050109864,19.05051612854004,19.34157371520996,-0.027385380213390653,-0.04202156588076256
281,281,281,281,2020-03-18,18.04005622863769,19.68754768371582,20.417940139770508,-0.08368190297468181,-0.11646051927153622
282,282,282,282,2020-03-19,17.106473922729492,18.9571590423584,19.93467140197754,-0.09762460268934203,-0.14187329312925057
283,283,283,283,2020-03-20,15.62372875213623,17.205322265625,20.96710205078125,-0.09192466662764465,-0.2548455807437595
284,284,284,284,2020-03-23,14.70113468170166,18.92970085144043,20.417940139770508,-0.2233826198799651,-0.279989333837527
285,285,285,285,2020-03-24,15.426029205322266,17.468921661376953,20.335561752319336,-0.1169443939159357,-0.24142596141643946
286,286,286,286,2020-03-25,15.59627628326416,18.52881050109864,19.05051612854004,-0.15826888712907927,-0.18132001369248985
287,287,287,287,2020-03-26,16.80443572998047,18.04005622863769,19.68754768371582,-0.06849316227161961,-0.14644342708665858
288,288,288,288,2020-03-27,16.387067794799805,17.106473922729492,18.9571590423584,-0.04205461225845075,-0.13557365013480716
289,289,289,289,2020-03-30,16.601242065429688,15.62372875213623,17.205322265625,0.06256594240730151,-0.0351100776183787
290,290,290,290,2020-03-31,16.008146286010742,14.70113468170166,18.92970085144043,0.0889054914880758,-0.15433707000221164
291,291,291,291,2020-04-01,15.404064178466797,15.426029205322266,17.468921661376953,-0.0014238937683257458,-0.11820177129052378
292,292,292,292,2020-04-02,15.793972969055176,15.59627628326416,18.52881050109864,0.01267589020612303,-0.14759919595924986
293,293,293,293,2020-04-03,15.080059051513672,16.80443572998047,18.04005622863769,-0.10261437552409869,-0.16407915472154522
294,294,294,294,2020-04-06,16.167400360107422,16.387067794799805,17.106473922729492,-0.013404926216396773,-0.05489579950046375
295,295,295,295,2020-04-07,16.518869400024414,16.601242065429688,15.62372875213623,-0.0049618374987017155,0.05729366286942161
296,296,296,296,2020-04-08,16.799028396606445,16.008146286010742,14.70113468170166,0.04940497771980268,0.14270284303401493
297,297,297,297,2020-04-09,17.271133422851562,15.404064178466797,15.426029205322266,0.12120627535392403,0.11960979672543992
298,298,298,298,2020-04-13,16.967634201049805,15.793972969055176,15.59627628326416,0.07431070284178398,0.08792854735826916
299,299,299,299,2020-04-14,17.495943069458008,15.080059051513672,16.80443572998047,0.16020388313412082,0.04115028618567851
300,300,300,300,2020-04-15,16.911434173583984,16.167400360107422,16.387067794799805,0.04602062155350861,0.03199879230075431
301,301,301,301,2020-04-16,16.950773239135742,16.518869400024414,16.601242065429688,0.026146089581087884,0.021054519434658303
302,302,302,302,2020-04-17,17.55214500427246,16.799028396606445,16.008146286010742,0.04483096223696803,0.09645081264724542
303,303,303,303,2020-04-20,17.411638259887695,17.271133422851562,15.404064178466797,0.008135241248859115,0.1303275588936632
304,304,304,304,2020-04-21,16.787784576416016,16.967634201049805,15.793972969055176,-0.010599569893053329,0.06292347146015742
305,305,305,305,2020-04-22,16.562976837158203,17.495943069458008,15.080059051513672,-0.053324718112992,0.09833633811239495
306,306,306,306,2020-04-23,16.579835891723633,16.911434173583984,16.167400360107422,-0.019607933807193945,0.025510318445127522
307,307,307,307,2020-04-24,16.69786262512207,16.950773239135742,16.518869400024414,-0.014920299531218761,0.01083568256174905
308,308,308,308,2020-04-27,17.16434669494629,17.55214500427246,16.799028396606445,-0.022094069370539926,0.021746394476816366
309,309,309,309,2020-04-28,17.22616958618164,17.411638259887695,17.271133422851562,-0.010651994426815747,-0.0026034097224001407
310,310,310,310,2020-04-29,17.66455078125,16.787784576416016,16.967634201049805,0.05222643886351097,0.04107329118145864
311,311,311,311,2020-04-30,17.1250057220459,16.562976837158203,17.495943069458008,0.03393284253267881,-0.021201334843140907
312,312,312,312,2020-05-01,16.80464744567871,16.579835891723633,16.911434173583984,0.013559335292775643,-0.006314469063308459
313,313,313,313,2020-05-04,16.63603973388672,16.69786262512207,16.950773239135742,-0.003702443397895605,-0.018567501364620376
314,314,314,314,2020-05-05,16.714725494384766,17.16434669494629,17.55214500427246,-0.026195066351922702,-0.047710380109317385
315,315,315,315,2020-05-06,16.18079376220703,17.22616958618164,17.411638259887695,-0.06068533220601646,-0.07069090681238421
316,316,316,316,2020-05-07,16.23699951171875,17.66455078125,16.787784576416016,-0.0808144677557564,-0.03280868075177856
317,317,317,317,2020-05-08,16.74282455444336,17.1250057220459,16.562976837158203,-0.02231714101622384,0.010858417484571836
318,318,318,318,2020-05-11,16.512393951416016,16.80464744567871,16.579835891723633,-0.017391230325266238,-0.004067708555624661
319,319,319,319,2020-05-12,16.23699951171875,16.63603973388672,16.69786262512207,-0.023986491289459067,-0.02760012606104134
320,320,320,320,2020-05-13,15.787378311157228,16.714725494384766,17.16434669494629,-0.05548085031603278,-0.08022259211266591
321,321,321,321,2020-05-14,16.062772750854492,16.18079376220703,17.22616958618164,-0.007293895039203635,-0.06753659480169016
322,322,322,322,2020-05-15,15.91102695465088,16.23699951171875,17.66455078125,-0.02007591099775574,-0.09926795469151661
323,323,323,323,2020-05-18,16.551733016967773,16.74282455444336,17.1250057220459,-0.011413339299722436,-0.033475767213328345
324,324,324,324,2020-05-19,16.27634048461914,16.512393951416016,16.80464744567871,-0.014295532646048104,-0.031438146070444595
325,325,325,325,2020-05-20,16.63041877746582,16.23699951171875,16.63603973388672,0.024229800922462852,-0.00033787827576825524
326,326,326,326,2020-05-21,16.731584548950195,15.787378311157228,16.714725494384766,0.0598076652870021,0.001008634845429679
327,327,327,327,2020-05-22,16.79340934753418,16.062772750854492,16.18079376220703,0.04548633091013632,0.037860663347555557
328,328,328,328,2020-05-26,17.32171630859375,15.91102695465088,16.23699951171875,0.08866111269646981,0.06680524909125762
329,329,329,329,2020-05-27,17.900604248046875,16.551733016967773,16.74282455444336,0.08149425982743463,0.06915079888932207
330,330,330,330,2020-05-28,17.45659828186035,16.27634048461914,16.512393951416016,0.07251370775614663,0.05718155303358463
331,331,331,331,2020-05-29,17.344194412231445,16.63041877746582,16.23699951171875,0.042919883396610015,0.06818962454938782
332,332,332,332,2020-06-01,17.383541107177734,16.731584548950195,15.787378311157228,0.03896561956341693,0.10110372758296848
333,333,333,333,2020-06-02,17.417259216308594,16.79340934753418,16.062772750854492,0.03714849414219845,0.08432457374970004
334,334,334,334,2020-06-03,17.709518432617188,17.32171630859375,15.91102695465088,0.022388204327710826,0.11303428013115124
335,335,335,335,2020-06-04,17.87250328063965,17.900604248046875,16.551733016967773,-0.001569833454660774,0.07979649395733412
336,336,336,336,2020-06-05,18.41767120361328,17.45659828186035,16.27634048461914,0.055054994463131335,0.13156094399829388
337,337,337,337,2020-06-08,18.67620086669922,17.344194412231445,16.63041877746582,0.07679840428497609,0.12301446623854284
338,338,338,338,2020-06-09,18.33336639404297,17.383541107177734,16.731584548950195,0.05463934425150274,0.09573401971621842
339,339,339,339,2020-06-10,18.06359100341797,17.417259216308594,16.79340934753418,0.03710869655681437,0.07563572289567833
340,340,340,340,2020-06-11,16.95639419555664,17.709518432617188,17.32171630859375,-0.04252652266780166,-0.02109041081892471
341,341,341,341,2020-06-12,17.14186668395996,17.87250328063965,17.900604248046875,-0.040880484686840024,-0.042386142588996645
342,342,342,342,2020-06-15,17.14186668395996,18.41767120361328,17.45659828186035,-0.06927067518737251,-0.018029377363139365
343,343,343,343,2020-06-16,17.29923439025879,18.67620086669922,17.344194412231445,-0.07372840366563216,-0.0025922231326552803
344,344,344,344,2020-06-17,17.006977081298828,18.33336639404297,17.383541107177734,-0.07234837750120582,-0.021662101154029
345,345,345,345,2020-06-18,17.057559967041016,18.06359100341797,17.417259216308594,-0.055693856010501586,-0.02065188585645983
346,346,346,346,2020-06-19,17.035079956054688,16.95639419555664,17.709518432617188,0.00464047719052596,-0.038083388835708054
347,347,347,347,2020-06-22,16.92267417907715,17.14186668395996,17.87250328063965,-0.01278696824120773,-0.053144715468671944
348,348,348,348,2020-06-23,17.001358032226562,17.14186668395996,18.41767120361328,-0.008196811603072174,-0.0768996881163162
349,349,349,349,2020-06-24,16.534875869750977,17.29923439025879,18.67620086669922,-0.044184528821588964,-0.11465527771048734
350,350,350,350,2020-06-25,16.703481674194336,17.006977081298828,18.33336639404297,-0.01784534698045903,-0.08890264258168257
351,351,351,351,2020-06-26,16.34378433227539,17.057559967041016,18.06359100341797,-0.04184511947457892,-0.09520845942632106
352,352,352,352,2020-06-29,16.81026840209961,17.035079956054688,16.95639419555664,-0.013196976740644795,-0.008617739819667736
353,353,353,353,2020-06-30,16.99011993408203,16.92267417907715,17.14186668395996,0.00398552582713374,-0.00885240520624997
354,354,354,354,2020-07-01,16.80464744567871,17.001358032226562,17.14186668395996,-0.011570286689744469,-0.019672258832627243
355,355,355,355,2020-07-02,16.90581512451172,16.534875869750977,17.29923439025879,0.02243374898503725,-0.022742004465157395
356,356,356,356,2020-07-06,17.136245727539062,16.703481674194336,17.006977081298828,0.02590861365228525,0.007600918471418527
357,357,357,357,2020-07-07,17.04070281982422,16.34378433227539,17.057559967041016,0.042641194559363216,-0.0009882507960908837
358,358,358,358,2020-07-08,17.1193790435791,16.81026840209961,17.035079956054688,0.01838820381005246,0.004948558371424161
359,359,359,359,2020-07-09,16.986251831054688,16.99011993408203,16.92267417907715,-0.000227667788241126,0.003756950663042602
360,360,360,360,2020-07-10,17.325519561767578,16.80464744567871,17.001358032226562,0.03099571816502511,0.019066802129956706
361,361,361,361,2020-07-13,17.112756729125977,16.90581512451172,16.534875869750977,0.012240853403999052,0.03494921062166423
362,362,362,362,2020-07-14,17.227767944335938,17.136245727539062,16.703481674194336,0.005340855765728847,0.031387843586621056
363,363,363,363,2020-07-15,17.25651741027832,17.04070281982422,16.34378433227539,0.012664653138779958,0.055845883636660654
364,364,364,364,2020-07-16,17.475025177001953,17.1193790435791,16.81026840209961,0.020774476253929475,0.0395446853673862
365,365,365,365,2020-07-17,17.39452362060547,16.986251831054688,16.99011993408203,0.024035425449443037,0.023802285569050508
366,366,366,366,2020-07-20,17.16451072692871,17.325519561767578,16.80464744567871,-0.009293160546490431,0.021414509433373308
367,367,367,367,2020-07-21,17.39452362060547,17.112756729125977,16.90581512451172,0.016465312745311378,0.02890771562887684
368,368,368,368,2020-07-22,17.342771530151367,17.227767944335938,17.136245727539062,0.006675477995002899,0.012051986525870362
369,369,369,369,2020-07-23,17.19326400756836,17.25651741027832,17.04070281982422,-0.0036654790306812624,0.008952752087587612
370,370,370,370,2020-07-24,17.003503799438477,17.475025177001953,17.1193790435791,-0.02698258645052043,-0.006768659298076907
371,371,371,371,2020-07-27,16.842498779296875,17.39452362060547,16.986251831054688,-0.03173555386447424,-0.008462905954037425
372,372,372,372,2020-07-28,17.072507858276367,17.16451072692871,17.325519561767578,-0.0053600635704694755,-0.014603412185660192
373,373,373,373,2020-07-29,16.99775505065918,17.39452362060547,17.112756729125977,-0.022809970459684137,-0.006720231011702715
374,374,374,374,2020-07-30,17.003503799438477,17.342771530151367,17.227767944335938,-0.019562486314431027,-0.013017597266347769
375,375,375,375,2020-07-31,17.009258270263672,17.19326400756836,17.25651741027832,-0.010702199258016964,-0.014328449601735738
376,376,376,376,2020-08-03,17.032255172729492,17.003503799438477,17.475025177001953,0.001690908746229347,-0.02533730279571611
377,377,377,377,2020-08-04,17.25651741027832,16.842498779296875,17.39452362060547,0.02458178186067994,-0.007933888466118533
378,378,378,378,2020-08-05,17.16451072692871,17.072507858276367,17.16451072692871,0.005388948677961469,0.0
379,379,379,379,2020-08-06,17.15876007080078,16.99775505065918,17.39452362060547,0.009472134388438525,-0.01355389517683614
380,380,380,380,2020-08-07,17.26226806640625,17.003503799438477,17.342771530151367,0.015218290889923436,-0.004641903031770811
381,381,381,381,2020-08-10,17.365768432617188,17.009258270263672,17.19326400756836,0.020959771242746283,0.010033256336486884
382,382,382,382,2020-08-11,17.365768432617188,17.032255172729492,17.003503799438477,0.01958127426494216,0.021305293159088468
383,383,383,383,2020-08-12,17.35426902770996,17.25651741027832,16.842498779296875,0.00566462021899139,0.030385648538218346
384,384,384,384,2020-08-13,17.199012756347656,17.16451072692871,17.072507858276367,0.002010079399747511,0.007409860292432846
385,385,385,385,2020-08-14,17.25651741027832,17.15876007080078,16.99775505065918,0.005697226319044679,0.015223325600818516
386,386,386,386,2020-08-17,17.16451072692871,17.26226806640625,17.003503799438477,-0.005663064615928581,0.00946904410934124
387,387,387,387,2020-08-18,17.1300106048584,17.365768432617188,17.009258270263672,-0.013576008955410113,0.007099212245241127
388,388,388,388,2020-08-19,17.095508575439453,17.365768432617188,17.032255172729492,-0.015562792871873121,0.003713742077516402
389,389,389,389,2020-08-20,17.061010360717773,17.35426902770996,17.25651741027832,-0.016898358929663626,-0.01132946149633296
390,390,390,390,2020-08-21,17.072507858276367,17.199012756347656,17.16451072692871,-0.007355358116389543,-0.0053600635704694755
391,391,391,391,2020-08-24,17.268014907836914,17.25651741027832,17.15876007080078,0.0006662698669284151,0.006367292076194575
392,392,392,392,2020-08-25,17.19326400756836,17.16451072692871,17.26226806640625,0.0016751587678254243,-0.003997392380447273
393,393,393,393,2020-08-26,17.24501609802246,17.1300106048584,17.365768432617188,0.006713684878364656,-0.006953469123078038
394,394,394,394,2020-08-27,17.19326400756836,17.095508575439453,17.365768432617188,0.005718193857616294,-0.00993359008086403
395,395,395,395,2020-08-28,17.27376365661621,17.061010360717773,17.35426902770996,0.012470146339532917,-0.004638937598881565
396,396,396,396,2020-08-31,17.141510009765625,17.072507858276367,17.199012756347656,0.004041711508470991,-0.0033433748434664734
397,397,397,397,2020-09-01,16.94600486755371,17.268014907836914,17.25651741027832,-0.01864777404941098,-0.017993928632417
398,398,398,398,2020-09-02,17.078256607055664,17.19326400756836,17.16451072692871,-0.006689096407876405,-0.005025142938547389
399,399,399,399,2020-09-03,17.01500701904297,17.24501609802246,17.1300106048584,-0.013337713207810076,-0.006713573532920791
400,400,400,400,2020-09-04,16.917251586914062,17.19326400756836,17.095508575439453,-0.016053520758641193,-0.010427124044819935
401,401,401,401,2020-09-08,16.96900177001953,17.27376365661621,17.061010360717773,-0.017643050620294254,-0.005392915703872236
402,402,402,402,2020-09-09,16.888500213623047,17.141510009765625,17.072507858276367,-0.014760064661656802,-0.01077800907639459
403,403,403,403,2020-09-10,16.623985290527344,16.94600486755371,17.268014907836914,-0.01900268408649719,-0.03729610037673081
404,404,404,404,2020-09-11,16.67574119567871,17.078256607055664,17.19326400756836,-0.02356888180323158,-0.03010032368850024
405,405,405,405,2020-09-14,16.756244659423828,17.01500701904297,17.24501609802246,-0.01520789026590097,-0.028342764994848668
406,406,406,406,2020-09-15,16.74474334716797,16.917251586914062,17.19326400756836,-0.010197178830131826,-0.026086998966743935
407,407,407,407,2020-09-16,16.813745498657227,16.96900177001953,17.27376365661621,-0.009149405101519181,-0.026631032304461844
408,408,408,408,2020-09-17,16.71599578857422,16.888500213623047,17.141510009765625,-0.010214312867739328,-0.024823613610993944
409,409,409,409,2020-09-18,16.635488510131836,16.623985290527344,16.94600486755371,0.0006919652179340208,-0.018323868064998416
410,410,410,410,2020-09-21,16.46297836303711,16.67574119567871,17.078256607055664,-0.01275882313985155,-0.03602699374855156
411,411,411,411,2020-09-22,16.393980026245117,16.756244659423828,17.01500701904297,-0.021619679143021542,-0.036498779700931405
412,412,412,412,2020-09-23,16.025962829589844,16.74474334716797,16.917251586914062,-0.0429257410923346,-0.052685198464132
413,413,413,413,2020-09-24,16.12371253967285,16.813745498657227,16.96900177001953,-0.04103981227974951,-0.04981372751343094
414,414,414,414,2020-09-25,16.12371253967285,16.71599578857422,16.888500213623047,-0.03543212479786617,-0.045284522857351295
415,415,415,415,2020-09-28,16.319223403930664,16.635488510131836,16.623985290527344,-0.0190114709290653,-0.01833266098775599
416,416,416,416,2020-09-29,16.273223876953125,16.46297836303711,16.67574119567871,-0.011526133479590972,-0.024137896720890173
417,417,417,417,2020-09-30,16.393980026245117,16.393980026245117,16.756244659423828,0.0,-0.021619679143021542
418,418,418,418,2020-10-01,16.382478713989258,16.025962829589844,16.74474334716797,0.02224614447134199,-0.02163452885887207
419,419,419,419,2020-10-02,16.491731643676758,16.12371253967285,16.813745498657227,0.022824712552917514,-0.019151821645342793
420,420,420,420,2020-10-05,16.485980987548828,16.12371253967285,16.71599578857422,0.022468054239034974,-0.013760161460594
421,421,421,421,2020-10-06,16.50898551940918,16.319223403930664,16.635488510131836,0.011628133936373963,-0.007604404922981978
422,422,422,422,2020-10-07,16.56073570251465,16.273223876953125,16.46297836303711,0.017667785297829752,0.005938010566607144
423,423,423,423,2020-10-08,16.85439109802246,16.393980026245117,16.393980026245117,0.028084154734864475,0.028084154734864475
424,424,424,424,2020-10-09,16.683555603027344,16.382478713989258,16.025962829589844,0.018377981396733967,0.041032965097319574
425,425,425,425,2020-10-12,16.571622848510742,16.491731643676758,16.12371253967285,0.0048443187507611896,0.027779601486679573
426,426,426,426,2020-10-13,16.347761154174805,16.485980987548828,16.12371253967285,-0.008384083026567568,0.013895597180281882
427,427,427,427,2020-10-14,16.194589614868164,16.50898551940918,16.319223403930664,-0.01904392636188268,-0.007637237751919046
428,428,428,428,2020-10-15,16.171030044555664,16.56073570251465,16.273223876953125,-0.023531904920130464,-0.00627987626607851
429,429,429,429,2020-10-16,16.1003360748291,16.85439109802246,16.393980026245117,-0.0447393809012675,-0.017911693862376343
430,430,430,430,2020-10-19,15.835235595703123,16.683555603027344,16.382478713989258,-0.05084767465097706,-0.033404170873045924
431,431,431,431,2020-10-20,15.76454257965088,16.571622848510742,16.491731643676758,-0.04870254870254864,-0.04409416062167704
432,432,432,432,2020-10-21,15.740982055664062,16.347761154174805,16.485980987548828,-0.03711695398460024,-0.04518984538726767
433,433,433,433,2020-10-22,16.659988403320312,16.194589614868164,16.50898551940918,0.028737918003483687,0.009146708847348695
434,434,434,434,2020-10-23,16.38899803161621,16.171030044555664,16.56073570251465,0.013478917945238145,-0.010370171590405874
435,435,435,435,2020-10-26,16.129789352416992,16.1003360748291,16.85439109802246,0.001829357937064291,-0.04299186730575433
436,436,436,436,2020-10-27,15.85880184173584,15.835235595703123,16.683555603027344,0.0014882156877482622,-0.049435131270329835
437,437,437,437,2020-10-28,15.611377716064451,15.76454257965088,16.571622848510742,-0.009715782288801544,-0.05794514763124636
438,438,438,438,2020-10-29,15.76454257965088,15.740982055664062,16.347761154174805,0.001496763283478808,-0.03567574599504009
439,439,439,439,2020-10-30,15.917712211608888,16.659988403320312,16.194589614868164,-0.04455442427339806,-0.017096907661375726
440,440,440,440,2020-11-02,16.10622787475586,16.38899803161621,16.171030044555664,-0.0172536573813028,-0.004007300068162412
441,441,441,441,2020-11-03,16.17691993713379,16.129789352416992,16.1003360748291,0.0029219590961202524,0.004756662342248585
442,442,442,442,2020-11-04,15.929492950439451,15.85880184173584,15.835235595703123,0.004457531496331102,0.005952380952380931
443,443,443,443,2020-11-05,16.20638084411621,15.611377716064451,15.76454257965088,0.03811342847976107,0.028027344417570488
444,444,444,444,2020-11-06,16.165136337280273,15.76454257965088,15.740982055664062,0.025411061285500525,0.026945858912506004
445,445,445,445,2020-11-09,16.671772003173828,15.917712211608888,16.659988403320312,0.047372372457833434,0.0007072994031116497
446,446,446,446,2020-11-10,16.99578094482422,16.10622787475586,16.38899803161621,0.05523037901770933,0.037023795599795406
447,447,447,447,2020-11-11,16.925090789794922,16.17691993713379,16.129789352416992,0.046249277091600316,0.0493063746836071
448,448,448,448,2020-11-12,16.754247665405273,15.929492950439451,15.85880184173584,0.051775327534393956,0.05646364918394253
449,449,449,449,2020-11-13,17.031126022338867,16.20638084411621,15.611377716064451,0.050890151610998524,0.09094317824450959
450,450,450,450,2020-11-16,17.06647491455078,16.165136337280273,15.76454257965088,0.0557581797310196,0.082586115538833
451,451,451,451,2020-11-17,17.10181999206543,16.671772003173828,15.917712211608888,0.025794977810980946,0.07438931956521766
452,452,452,452,2020-11-18,16.86028480529785,16.99578094482422,16.10622787475586,-0.007972339721619592,0.04681772395160655
453,453,453,453,2020-11-19,16.659988403320312,16.925090789794922,16.17691993713379,-0.01566327706994952,0.029861584780280115
454,454,454,454,2020-11-20,16.683555603027344,16.754247665405273,15.929492950439451,-0.004219351640831759,0.04733751758037541
455,455,455,455,2020-11-23,16.86028480529785,17.031126022338867,16.20638084411621,-0.010031116957089692,0.040348549591134875
456,456,456,456,2020-11-24,17.219642639160156,17.06647491455078,16.165136337280273,0.008974772199664027,0.06523336889203746
457,457,457,457,2020-11-25,17.07825469970703,17.10181999206543,16.671772003173828,-0.0013779406150533635,0.024381493248337494
458,458,458,458,2020-11-27,17.10181999206543,16.86028480529785,16.99578094482422,0.014325688418482807,0.006239139442045127
459,459,459,459,2020-11-30,16.93686866760254,16.659988403320312,16.925090789794922,0.01661947521086171,0.0006958826959273523
460,460,460,460,2020-12-01,17.007564544677734,16.683555603027344,16.754247665405273,0.019420856642309303,0.01511956157813743
461,461,461,461,2020-12-02,17.13716697692871,16.86028480529785,17.031126022338867,0.016422152699571146,0.006226303208064721
462,462,462,462,2020-12-03,17.219642639160156,17.219642639160156,17.06647491455078,0.0,0.008974772199664027
463,463,463,463,2020-12-04,17.402263641357422,17.07825469970703,17.10181999206543,0.01897201718486774,0.017567934256785822
464,464,464,464,2020-12-07,17.46117401123047,17.10181999206543,16.86028480529785,0.02101261850094116,0.035639327144924904
465,465,465,465,2020-12-08,18.150434494018555,16.93686866760254,16.659988403320312,0.07165231367338687,0.08946261273514433
466,466,466,466,2020-12-09,18.533353805541992,17.007564544677734,16.683555603027344,0.08971238985194563,0.11087553795660865
467,467,467,467,2020-12-10,18.079740524291992,17.13716697692871,16.86028480529785,0.05500171344728333,0.07232711268382386
468,468,468,468,2020-12-11,18.268251419067383,17.219642639160156,17.219642639160156,0.06089608256576273,0.06089608256576273
469,469,469,469,2020-12-14,17.997262954711914,17.402263641357422,17.07825469970703,0.034190914792282756,0.05381160260015605
470,470,470,470,2020-12-15,18.014936447143555,17.46117401123047,17.10181999206543,0.031713929175490874,0.05339294037136244
471,471,471,471,2020-12-16,17.844097137451172,18.150434494018555,16.93686866760254,-0.016877687234888805,0.05356530109866253
472,472,472,472,2020-12-17,17.449392318725586,18.533353805541992,17.007564544677734,-0.05848706597789499,0.025978309409745215
473,473,473,473,2020-12-18,17.319791793823242,18.079740524291992,17.13716697692871,-0.04203316576627192,0.010656651542252815
474,474,474,474,2020-12-21,17.090036392211914,18.268251419067383,17.219642639160156,-0.0644952272567102,-0.007526651375069582
475,475,475,475,2020-12-22,16.730684280395508,17.997262954711914,17.402263641357422,-0.07037618317316408,-0.038591494463161014
476,476,476,476,2020-12-23,16.93686866760254,18.014936447143555,17.46117401123047,-0.059842996543679416,-0.030026923922223836
477,477,477,477,2020-12-24,16.901521682739258,17.844097137451172,18.150434494018555,-0.05282281571610803,-0.06880897598847424
478,478,478,478,2020-12-28,16.819047927856445,17.449392318725586,18.533353805541992,-0.036124145721263545,-0.09249841640496392
479,479,479,479,2020-12-29,16.813152313232422,17.319791793823242,18.079740524291992,-0.029252053755721374,-0.07005566309747524
480,480,480,480,2020-12-30,16.783700942993164,17.090036392211914,18.268251419067383,-0.01792479794591606,-0.08126396128557367
481,481,481,481,2020-12-31,16.942758560180664,16.730684280395508,17.997262954711914,0.012675768440245871,-0.058592486934529564
