,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,JNPR,JNPR_6m,JNPR_12m,JNPR_6m_ret,JNPR_12m_ret
0,0,0,0,2019-02-05,22.40098571777344,,,,
1,1,1,1,2019-02-06,22.45256233215332,,,,
2,2,2,2,2019-02-07,22.32362365722656,,,,
3,3,3,3,2019-02-08,22.42677116394043,,,,
4,4,4,4,2019-02-11,22.495540618896484,,,,
5,5,5,5,2019-02-12,22.88235855102539,,,,
6,6,6,6,2019-02-13,22.976911544799805,22.40098571777344,,0.025709843052549752,
7,7,7,7,2019-02-14,23.174617767333984,22.45256233215332,,0.032159155133338224,
8,8,8,8,2019-02-15,23.31215476989746,22.32362365722656,,0.044281839178510696,
9,9,9,9,2019-02-19,23.33794212341309,22.42677116394043,,0.04062871791984546,
10,10,10,10,2019-02-20,23.372323989868164,22.495540618896484,,0.03897587463335617,
11,11,11,11,2019-02-21,23.415302276611328,22.88235855102539,,0.023290594122870933,
12,12,12,12,2019-02-22,23.73335266113281,22.976911544799805,22.40098571777344,0.03292179259419248,0.059478049767347496
13,13,13,13,2019-02-25,23.724760055541992,23.174617767333984,22.45256233215332,0.02373900159783715,0.056661582966270885
14,14,14,14,2019-02-26,23.698972702026367,23.31215476989746,22.32362365722656,0.016592972033129927,0.061609578530705145
15,15,15,15,2019-02-27,23.604412078857425,23.33794212341309,22.42677116394043,0.011417885691686891,0.05251049766854088
16,16,16,16,2019-02-28,23.4399528503418,23.372323989868164,22.495540618896484,0.0028935445402413773,0.04198219760284405
17,17,17,17,2019-03-01,23.39667701721192,23.415302276611328,22.88235855102539,-0.0007954310894381367,0.022476636970776065
18,18,18,18,2019-03-04,23.37070846557617,23.73335266113281,22.976911544799805,-0.015279939616391736,0.017138809974897917
19,19,19,19,2019-03-05,22.981199264526367,23.724760055541992,23.174617767333984,-0.03134113007991968,-0.008346135619127781
20,20,20,20,2019-03-06,23.00716018676757,23.698972702026367,23.31215476989746,-0.02919166682696095,-0.013083071305091232
21,21,21,21,2019-03-07,22.461849212646484,23.604412078857425,23.33794212341309,-0.04840463140508966,-0.03753942426173429
22,22,22,22,2019-03-08,22.23679542541504,23.4399528503418,23.372323989868164,-0.05132934492695518,-0.04858432413248137
23,23,23,23,2019-03-11,22.652273178100582,23.39667701721192,23.415302276611328,-0.031816648089115995,-0.0325867712275022
24,24,24,24,2019-03-12,22.74748992919922,23.37070846557617,23.73335266113281,-0.026666651432279753,-0.04153912622501499
25,25,25,25,2019-03-13,22.903291702270508,22.981199264526367,23.724760055541992,-0.0033900564265206823,-0.03462493830699853
26,26,26,26,2019-03-14,23.111034393310547,23.00716018676757,23.698972702026367,0.00451486431614101,-0.02480859892570575
27,27,27,27,2019-03-15,23.23221778869629,22.461849212646484,23.604412078857425,0.034296756636406966,-0.01576799663205819
28,28,28,28,2019-03-18,22.81673240661621,22.23679542541504,23.4399528503418,0.026080061002780486,-0.02658795637110256
29,29,29,29,2019-03-19,22.678241729736328,22.652273178100582,23.39667701721192,0.001146399367143891,-0.03070672330720603
30,30,30,30,2019-03-20,22.6955509185791,22.74748992919922,23.37070846557617,-0.0022832853550777132,-0.0288890492126731
31,31,31,31,2019-03-21,23.180280685424805,22.903291702270508,22.981199264526367,0.01209385038425892,0.008662795122521771
32,32,32,32,2019-03-22,22.78211212158203,23.111034393310547,23.00716018676757,-0.014232260924838647,-0.009781653335685259
33,33,33,33,2019-03-25,22.461849212646484,23.23221778869629,22.461849212646484,-0.03315949355573922,0.0
34,34,34,34,2019-03-26,22.58302879333496,22.81673240661621,22.23679542541504,-0.010242641633185112,0.015570290650972263
35,35,35,35,2019-03-27,22.453187942504883,22.678241729736328,22.652273178100582,-0.009923775833835857,-0.008788753077027534
36,36,36,36,2019-03-28,22.48781394958496,22.6955509185791,22.74748992919922,-0.009153202305570929,-0.011415588287872258
37,37,37,37,2019-03-29,22.91195106506348,23.180280685424805,22.903291702270508,-0.011575770975458588,0.0003780837665405823
38,38,38,38,2019-04-01,23.5438232421875,22.78211212158203,23.111034393310547,0.03343461381194257,0.01872650273941101
39,39,39,39,2019-04-02,23.483230590820312,22.461849212646484,23.23221778869629,0.04547182952322415,0.010804513129441862
40,40,40,40,2019-04-03,23.578441619873047,22.58302879333496,22.81673240661621,0.044077915130315226,0.03338379920851242
41,41,41,41,2019-04-04,23.301464080810547,22.453187942504883,22.678241729736328,0.03777976385704407,0.02748107011563561
42,42,42,42,2019-04-05,23.39667701721192,22.48781394958496,22.6955509185791,0.04041580340643702,0.030892667075944846
43,43,43,43,2019-04-08,23.66500473022461,22.91195106506348,23.180280685424805,0.03286728672833972,0.02091105156912909
44,44,44,44,2019-04-09,23.535171508789062,23.5438232421875,22.78211212158203,-0.00036747359634159427,0.03305485387782103
45,45,45,45,2019-04-10,23.79484367370605,23.483230590820312,22.461849212646484,0.013269600265627401,0.05934482278997155
46,46,46,46,2019-04-11,23.812156677246094,23.578441619873047,22.58302879333496,0.009912235131606772,0.05442706092080485
47,47,47,47,2019-04-12,24.06317138671875,23.301464080810547,22.453187942504883,0.03268924661843431,0.07170400249338749
48,48,48,48,2019-04-15,23.890056610107425,23.39667701721192,22.48781394958496,0.021087592589859927,0.06235566799272396
49,49,49,49,2019-04-16,24.17569732666016,23.66500473022461,22.91195106506348,0.02158007582323873,0.055156641091280045
50,50,50,50,2019-04-17,24.141077041625977,23.535171508789062,23.5438232421875,0.025744683127150392,0.025367749039513443
51,51,51,51,2019-04-18,24.24494743347168,23.79484367370605,23.483230590820312,0.018916020879893525,0.03243662918121348
52,52,52,52,2019-04-22,24.15838623046875,23.812156677246094,23.578441619873047,0.014540033391998497,0.02459639275340808
53,53,53,53,2019-04-23,24.547901153564453,24.06317138671875,23.301464080810547,0.020144051632082105,0.053491792122212
54,54,54,54,2019-04-24,24.85951232910156,23.890056610107425,23.39667701721192,0.04057988370709742,0.06252320835191649
55,55,55,55,2019-04-25,24.331506729125977,24.17569732666016,23.66500473022461,0.006444877281533312,0.028164034045178976
56,56,56,56,2019-04-26,23.578441619873047,24.141077041625977,23.535171508789062,-0.023306144161786557,0.0018385296690031083
57,57,57,57,2019-04-29,24.18435287475586,24.24494743347168,23.79484367370605,-0.0024992654194071484,0.016369479303628642
58,58,58,58,2019-04-30,24.037202835083008,24.15838623046875,23.812156677246094,-0.005016204072145536,0.009450893545142725
59,59,59,59,2019-05-01,24.05451774597168,24.547901153564453,24.06317138671875,-0.020098802113724945,-0.00035962178916482124
60,60,60,60,2019-05-02,24.123764038085938,24.85951232910156,23.890056610107425,-0.029596247958344923,0.00978262344843639
61,61,61,61,2019-05-03,23.93333625793457,24.331506729125977,24.17569732666016,-0.016364398457691,-0.010024987716003575
62,62,62,62,2019-05-06,23.569787979125977,23.578441619873047,24.141077041625977,-0.0003670149574167558,-0.02366460541569615
63,63,63,63,2019-05-07,23.09372329711914,24.18435287475586,24.24494743347168,-0.04509649620499634,-0.047483053510901874
64,64,64,64,2019-05-08,23.08506774902344,24.037202835083008,24.15838623046875,-0.039610893688091564,-0.044428401434017606
65,65,65,65,2019-05-09,22.87732696533203,24.05451774597168,24.547901153564453,-0.048938448613744856,-0.06805364653302948
66,66,66,66,2019-05-10,22.860015869140625,24.123764038085938,24.85951232910156,-0.052386027609544694,-0.08043184570520479
67,67,67,67,2019-05-13,22.02905464172364,23.93333625793457,24.331506729125977,-0.07956607451999542,-0.0946284220305268
68,68,68,68,2019-05-14,22.06367874145508,23.569787979125977,23.578441619873047,-0.06389999091229603,-0.06424355361726919
69,69,69,69,2019-05-15,22.25410461425781,23.09372329711914,24.18435287475586,-0.03635700800858177,-0.07981393053989405
70,70,70,70,2019-05-16,22.38394546508789,23.08506774902344,24.037202835083008,-0.0303712465372864,-0.06877910800761478
71,71,71,71,2019-05-17,21.79534912109375,22.87732696533203,24.05451774597168,-0.04729476681772726,-0.0939186829158637
72,72,72,72,2019-05-20,21.985774993896484,22.860015869140625,24.123764038085938,-0.03824323133669838,-0.08862584797356066
73,73,73,73,2019-05-21,22.565719604492188,22.02905464172364,23.93333625793457,0.024361688301961504,-0.057142750124900776
74,74,74,74,2019-05-22,22.38394546508789,22.06367874145508,23.569787979125977,0.014515563219793748,-0.05031197205033411
75,75,75,75,2019-05-23,21.76937866210937,22.25410461425781,23.09372329711914,-0.02178141788000232,-0.057346518704282534
76,76,76,76,2019-05-24,21.804004669189453,22.38394546508789,23.08506774902344,-0.0259087834538807,-0.05549314794140814
77,77,77,77,2019-05-28,21.622234344482425,21.79534912109375,22.87732696533203,-0.007942739327069681,-0.054861856140429155
78,78,78,78,2019-05-29,21.64820098876953,21.985774993896484,22.860015869140625,-0.0153542008512626,-0.05301023793281601
79,79,79,79,2019-05-30,21.864595413208008,22.565719604492188,22.02905464172364,-0.03107032275383792,-0.007465559970246782
80,80,80,80,2019-05-31,21.46341133117676,22.38394546508789,22.06367874145508,-0.04112474877795258,-0.027206134448943375
81,81,81,81,2019-06-03,21.698888778686523,21.76937866210937,22.25410461425781,-0.0032380291838801645,-0.02494891819712075
82,82,82,82,2019-06-04,22.57103157043457,21.804004669189453,22.38394546508789,0.03517825797978191,0.008358048657618244
83,83,83,83,2019-06-05,23.094316482543945,21.622234344482425,21.79534912109375,0.06808186955189321,0.059598373682073325
84,84,84,84,2019-06-06,23.198972702026367,21.64820098876953,21.985774993896484,0.07163513097745766,0.055181029937160675
85,85,85,85,2019-06-07,23.3210678100586,21.864595413208008,22.565719604492188,0.06661327910832338,0.03347326027289843
86,86,86,86,2019-06-10,23.425731658935547,21.46341133117676,22.38394546508789,0.09142630206729585,0.0465416695851284
