,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,SWKS,SWKS_6m,SWKS_12m,SWKS_6m_ret,SWKS_12m_ret
239,239,239,239,2020-01-16,114.23746490478516,110.9427719116211,112.3256378173828,0.029697229809515502,0.017020398232775458
240,240,240,240,2020-01-17,115.23978424072266,111.0448760986328,112.18639373779295,0.03777669253612248,0.027217119663069056
241,241,241,241,2020-01-21,114.89641571044922,111.4439468383789,112.91958618164062,0.03097942032757728,0.01750652473724701
242,242,242,242,2020-01-22,115.97296905517578,115.55535125732422,110.1167984008789,0.0036140065631542484,0.05318144678505421
243,243,243,243,2020-01-23,118.9706802368164,114.4695053100586,108.1771011352539,0.03932204402007056,0.09977693049906455
244,244,244,244,2020-01-24,113.51358032226562,111.7594985961914,109.207275390625,0.015695146704371554,0.039432399684337316
245,245,245,245,2020-01-27,108.4740982055664,114.23746490478516,110.9427719116211,-0.05045075802428223,-0.02225177596987815
246,246,246,246,2020-01-28,111.1748046875,115.23978424072266,111.0448760986328,-0.03527409895814615,0.0011700547871456024
247,247,247,247,2020-01-29,109.41145324707033,114.89641571044922,111.4439468383789,-0.0477383252511685,-0.018237810567281798
248,248,248,248,2020-01-30,107.87084197998048,115.97296905517578,115.55535125732422,-0.06986220272881516,-0.06650067862483933
249,249,249,249,2020-01-31,105.0123519897461,118.9706802368164,114.4695053100586,-0.11732578328782894,-0.08261722888289169
250,250,250,250,2020-02-03,106.75714874267578,113.51358032226562,111.7594985961914,-0.059520909836587865,-0.04475995254407927
251,251,251,251,2020-02-04,109.4764175415039,108.4740982055664,114.23746490478516,0.00924017210115946,-0.04167675960990114
252,252,252,252,2020-02-05,111.03558349609376,111.1748046875,115.23978424072266,-0.0012522728670184557,-0.03648219902813077
253,253,253,253,2020-02-06,109.21656036376952,109.41145324707033,114.89641571044922,-0.0017812841116432443,-0.049434573842525475
254,254,254,254,2020-02-07,105.74552154541016,107.87084197998048,115.97296905517578,-0.019702455228492233,-0.0881882010358791
255,255,255,255,2020-02-10,108.3355941772461,105.0123519897461,118.9706802368164,0.03164620279930963,-0.08939249602003374
256,256,256,256,2020-02-11,111.02814483642578,106.75714874267578,113.51358032226562,0.04000665195775022,-0.02189549020287862
257,257,257,257,2020-02-12,114.64307403564452,109.4764175415039,108.4740982055664,0.047194241556012484,0.05687049657133314
258,258,258,258,2020-02-13,114.2144775390625,111.03558349609376,111.1748046875,0.028629507252335706,0.02734138243018891
259,259,259,259,2020-02-14,110.8604507446289,109.21656036376952,109.41145324707033,0.015051658607303287,0.013243563215328935
260,260,260,260,2020-02-18,108.79212188720705,105.74552154541016,107.87084197998048,0.02881067961340178,0.008540583259724066
261,261,261,261,2020-02-19,111.0001983642578,108.3355941772461,105.0123519897461,0.024595833043128845,0.05702040056293933
262,262,262,262,2020-02-20,109.47224426269533,111.02814483642578,106.75714874267578,-0.01401356904614337,0.0254324469320919
263,263,263,263,2020-02-21,106.79832458496094,114.64307403564452,109.4764175415039,-0.0684275916070125,-0.024462738338397627
264,264,264,264,2020-02-24,103.59335327148438,114.2144775390625,111.03558349609376,-0.09299280175707669,-0.06702563259706029
265,265,265,265,2020-02-25,98.91632843017578,110.8604507446289,109.21656036376952,-0.10774015651412827,-0.09431016596097308
266,266,266,266,2020-02-26,96.7175521850586,108.79212188720705,105.74552154541016,-0.11098753744932988,-0.08537448421846117
267,267,267,267,2020-02-27,90.89456939697266,111.0001983642578,108.3355941772461,-0.1811314688042862,-0.16099071512672425
268,268,268,268,2020-02-28,93.3355712890625,109.47224426269533,111.02814483642578,-0.1474042400639054,-0.15935214961421884
269,269,269,269,2020-03-02,97.14614868164062,106.79832458496094,114.64307403564452,-0.09037759666015877,-0.15262086699248656
270,270,270,270,2020-03-03,92.82315063476562,103.59335327148438,114.2144775390625,-0.10396615513056673,-0.18729085283414115
271,271,271,271,2020-03-04,96.29832458496094,98.91632843017578,110.8604507446289,-0.02646685220492051,-0.13135546592005443
272,272,272,272,2020-03-05,91.85419464111328,96.7175521850586,108.79212188720705,-0.050284125622201414,-0.1556907517959304
273,273,273,273,2020-03-06,89.17097473144531,90.89456939697266,111.0001983642578,-0.01896257033794524,-0.1966593209246149
274,274,274,274,2020-03-09,82.28585815429688,93.3355712890625,109.47224426269533,-0.11838694489311474,-0.24834044731156313
275,275,275,275,2020-03-10,89.24551391601562,97.14614868164062,106.79832458496094,-0.0813273081109609,-0.1643547381212107
276,276,276,276,2020-03-11,83.70199584960938,92.82315063476562,103.59335327148438,-0.09826379219819381,-0.19201383866536537
277,277,277,277,2020-03-12,75.04672241210938,96.29832458496094,98.91632843017578,-0.22068506658287657,-0.24131107974671506
278,278,278,278,2020-03-13,77.32933807373047,91.85419464111328,96.7175521850586,-0.15812948580229114,-0.20046220849583607
279,279,279,279,2020-03-16,63.26098251342773,89.17097473144531,90.89456939697266,-0.2905653133886925,-0.30401801853373756
280,280,280,280,2020-03-17,72.46597290039062,82.28585815429688,93.3355712890625,-0.11933867464191317,-0.2235974784365784
281,281,281,281,2020-03-18,67.17403411865234,89.24551391601562,97.14614868164062,-0.24731192447537043,-0.30852601950500824
282,282,282,282,2020-03-19,72.00012969970703,83.70199584960938,92.82315063476562,-0.1398039082715249,-0.22433003827883025
283,283,283,283,2020-03-20,68.63677978515625,75.04672241210938,96.29832458496094,-0.08541269253244332,-0.28724845337677485
284,284,284,284,2020-03-23,69.82931518554688,77.32933807373047,91.85419464111328,-0.09698806526744896,-0.23978087818003935
285,285,285,285,2020-03-24,81.32623291015625,63.26098251342773,89.17097473144531,0.2855670221829705,-0.08797416249979251
286,286,286,286,2020-03-25,79.50945281982422,72.46597290039062,82.28585815429688,0.09719706556779872,-0.033740978058058646
287,287,287,287,2020-03-26,86.60884094238281,67.17403411865234,89.24551391601562,0.2893202273575224,-0.029544039335288597
288,288,288,288,2020-03-27,81.139892578125,72.00012969970703,83.70199584960938,0.1269409224196878,-0.030609822925701913
289,289,289,289,2020-03-30,83.95357513427734,68.63677978515625,75.04672241210938,0.22315725471190562,0.1186841001963701
290,290,290,290,2020-03-31,83.2734375,69.82931518554688,77.32933807373047,0.19252834255541673,0.07686732583436928
291,291,291,291,2020-04-01,76.81690979003906,81.32623291015625,63.26098251342773,-0.05544733794689327,0.21428575305061015
292,292,292,292,2020-04-02,77.67405700683594,79.50945281982422,72.46597290039062,-0.02308399502066072,0.07186937396954818
293,293,293,293,2020-04-03,74.81378936767578,86.60884094238281,67.17403411865234,-0.1361876160258717,0.1137307792997666
294,294,294,294,2020-04-06,83.66475677490234,81.139892578125,72.00012969970703,0.031117420994195788,0.1620084175382086
295,295,295,295,2020-04-07,83.78587341308594,83.95357513427734,68.63677978515625,-0.0019975530633826732,0.22071393319075705
296,296,296,296,2020-04-08,86.64613342285156,83.2734375,69.82931518554688,0.04050146149967171,0.24082748330869208
297,297,297,297,2020-04-09,83.80449676513672,76.81690979003906,81.32623291015625,0.09096417695266035,0.03047311754521176
298,298,298,298,2020-04-13,84.28897094726562,77.67405700683594,79.50945281982422,0.08516246215705614,0.060112577284014757
299,299,299,299,2020-04-14,89.1523208618164,74.81378936767578,86.60884094238281,0.1916562657142422,0.029367439764326875
300,300,300,300,2020-04-15,86.52499389648438,83.66475677490234,81.139892578125,0.03418688145209603,0.0663681100289153
301,301,301,301,2020-04-16,88.518798828125,83.78587341308594,83.95357513427734,0.056488346092718134,0.0543779545605525
302,302,302,302,2020-04-17,88.88214111328125,86.64613342285156,83.2734375,0.025806202794041555,0.06735285322262885
303,303,303,303,2020-04-20,86.20822143554688,83.80449676513672,76.81690979003906,0.02868252615544753,0.12225578549276128
304,304,304,304,2020-04-21,82.08087921142578,84.28897094726562,77.67405700683594,-0.026196686363881616,0.05673480148207033
305,305,305,305,2020-04-22,86.59022521972656,89.1523208618164,74.81378936767578,-0.028738406553218243,0.15740996347845648
306,306,306,306,2020-04-23,86.45045471191406,86.52499389648438,83.66475677490234,-0.0008614757564674447,0.03329595452606826
307,307,307,307,2020-04-24,89.91630554199219,88.518798828125,83.78587341308594,0.01578768275630016,0.07316784893655814
308,308,308,308,2020-04-27,91.6585464477539,88.88214111328125,86.64613342285156,0.0312369312856009,0.057849240663062185
309,309,309,309,2020-04-28,93.79208374023438,86.20822143554688,83.80449676513672,0.08797145073173263,0.1191772203237258
310,310,310,310,2020-04-29,98.9629135131836,82.08087921142578,84.28897094726562,0.20567560269758678,0.1740908970771342
311,311,311,311,2020-04-30,96.78278350830078,86.59022521972656,89.1523208618164,0.11771026420950115,0.08558905222794344
312,312,312,312,2020-05-01,92.07780456542967,86.45045471191406,86.52499389648438,0.06509335170379482,0.0641757996029273
313,313,313,313,2020-05-04,92.8138198852539,89.91630554199219,88.518798828125,0.03222457068043716,0.04852100473559817
314,314,314,314,2020-05-05,97.55606842041016,91.6585464477539,88.88214111328125,0.06434230304991662,0.09758909043464525
315,315,315,315,2020-05-06,98.66476440429688,93.79208374023438,86.20822143554688,0.05195193954276389,0.14449367776440059
316,316,316,316,2020-05-07,98.93494415283205,98.9629135131836,82.08087921142578,-0.0002826246657322562,0.20533484903339283
317,317,317,317,2020-05-08,103.62129974365234,96.78278350830078,86.59022521972656,0.07065839591981815,0.19668587858166053
318,318,318,318,2020-05-11,102.86666107177734,92.07780456542967,86.45045471191406,0.11717108761733352,0.18989149813691952
319,319,319,319,2020-05-12,100.76103973388672,92.8138198852539,89.91630554199219,0.08562539348620701,0.1206092057110808
320,320,320,320,2020-05-13,98.89771270751952,97.55606842041016,91.6585464477539,0.01375254567791373,0.0789797191895465
321,321,321,321,2020-05-14,100.9473876953125,98.66476440429688,93.79208374023438,0.02313514155531915,0.07628899657347832
322,322,322,322,2020-05-15,98.9629135131836,98.93494415283205,98.9629135131836,0.0002827045650153348,0.0
323,323,323,323,2020-05-18,104.99087524414062,103.62129974365234,96.78278350830078,0.013217123350860005,0.08480942000532421
324,324,324,324,2020-05-19,104.86042785644533,102.86666107177734,92.07780456542967,0.019382050159835407,0.13882415367465062
325,325,325,325,2020-05-20,109.78963470458984,100.76103973388672,92.8138198852539,0.08960402745493634,0.18290180104992126
326,326,326,326,2020-05-21,106.7498016357422,98.89771270751952,97.55606842041016,0.07939606198420868,0.09424050563120656
327,327,327,327,2020-05-22,109.4529266357422,100.9473876953125,98.66476440429688,0.08425714755593083,0.10934159014700384
328,328,328,328,2020-05-26,110.10765838623048,98.9629135131836,98.93494415283205,0.11261536748877354,0.11292990893226884
329,329,329,329,2020-05-27,111.3329620361328,104.99087524414062,103.62129974365234,0.060406076025603106,0.07442159393443482
330,330,330,330,2020-05-28,108.00315856933594,104.86042785644533,102.86666107177734,0.029970607379106173,0.04993354935448413
331,331,331,331,2020-05-29,110.87462615966795,109.78963470458984,100.76103973388672,0.009882458011609918,0.10037199350554094
332,332,332,332,2020-06-01,111.39842987060548,106.7498016357422,98.89771270751952,0.043546949630179244,0.12640046792644877
333,333,333,333,2020-06-02,115.76642608642578,109.4529266357422,100.9473876953125,0.05768232650091498,0.14679962235220279
334,334,334,334,2020-06-03,119.03076171875,110.10765838623048,98.9629135131836,0.08103980652480569,0.20278150160658948
335,335,335,335,2020-06-04,120.34957885742188,111.3329620361328,104.99087524414062,0.08098784633397926,0.14628608036238266
336,336,336,336,2020-06-05,127.3552474975586,108.00315856933594,104.86042785644533,0.17918076827168883,0.21452153210655256
337,337,337,337,2020-06-08,126.0270538330078,110.87462615966795,109.78963470458984,0.13666271714431022,0.1478957387198514
338,338,338,338,2020-06-09,125.81193542480467,111.39842987060548,106.7498016357422,0.12938697224854212,0.17856832984202975
339,339,339,339,2020-06-10,123.37071990966795,115.76642608642578,109.4529266357422,0.06568652138889708,0.12715779926327575
340,340,340,340,2020-06-11,115.4016571044922,119.03076171875,110.10765838623048,-0.030488796020920805,0.04808020437317517
341,341,341,341,2020-06-12,118.70338439941406,120.34957885742188,111.3329620361328,-0.013678439705701484,0.06620161925530388
342,342,342,342,2020-06-15,119.0120620727539,127.3552474975586,108.00315856933594,-0.06551112410946891,0.10193131061394345
343,343,343,343,2020-06-16,120.08768463134766,126.0270538330078,110.87462615966795,-0.04712773187200037,0.08309438138183389
344,344,344,344,2020-06-17,122.2857437133789,125.81193542480467,111.39842987060548,-0.028027481649650854,0.0977330996084913
345,345,345,345,2020-06-18,120.75177764892578,123.37071990966795,115.76642608642578,-0.0212282319715712,0.04306388070387679
346,346,346,346,2020-06-19,119.11492156982422,115.4016571044922,119.03076171875,0.0321768730059897,0.0007070428673983109
347,347,347,347,2020-06-22,119.33006286621094,118.70338439941406,120.34957885742188,0.005279364779425588,-0.008471288399095722
348,348,348,348,2020-06-23,120.05028533935548,119.0120620727539,127.3552474975586,0.008723681016188811,-0.05735894124302299
349,349,349,349,2020-06-24,118.23573303222656,120.08768463134766,126.0270538330078,-0.015421661303624323,-0.06182260525668659
350,350,350,350,2020-06-25,119.06817626953124,122.2857437133789,125.81193542480467,-0.02631187697062387,-0.05360190297131273
351,351,351,351,2020-06-26,117.71194458007812,120.75177764892578,123.37071990966795,-0.02517423037601718,-0.04586805794546056
352,352,352,352,2020-06-29,117.85223388671876,119.11492156982422,115.4016571044922,-0.010600583591580337,0.021235195782393745
353,353,353,353,2020-06-30,119.59194946289062,119.33006286621094,118.70338439941406,0.002194640565750028,0.007485591653281887
354,354,354,354,2020-07-01,117.71194458007812,120.05028533935548,119.0120620727539,-0.019478010840768833,-0.010924249777984674
355,355,355,355,2020-07-02,120.11575317382812,118.23573303222656,120.08768463134766,0.015900608837847274,0.00023373373020407762
356,356,356,356,2020-07-06,122.9498062133789,119.06817626953124,122.2857437133789,0.03260006212794364,0.00543041633337471
357,357,357,357,2020-07-07,123.72614288330078,117.71194458007812,120.75177764892578,0.05109250658187259,0.024632061674675132
358,358,358,358,2020-07-08,123.60455322265624,117.85223388671876,119.11492156982422,0.04880959101264626,0.03769159727146554
359,359,359,359,2020-07-09,124.14703369140624,119.59194946289062,119.33006286621094,0.03808855235635278,0.04036678360419477
360,360,360,360,2020-07-10,122.73470306396484,117.71194458007812,120.05028533935548,0.04266991342131643,0.022360777544352395
361,361,361,361,2020-07-13,121.09786224365234,120.11575317382812,118.23573303222656,0.008176355256274581,0.024206973120771247
362,362,362,362,2020-07-14,122.69727325439452,122.9498062133789,119.06817626953124,-0.0020539516633814037,0.030479151512728286
363,363,363,363,2020-07-15,122.82821655273438,123.72614288330078,117.71194458007812,-0.007257369458395946,0.043464339926656326
364,364,364,364,2020-07-16,123.11819458007812,123.60455322265624,117.85223388671876,-0.003934795522475665,0.044682739730000254
365,365,365,365,2020-07-17,125.28817749023438,124.14703369140624,119.59194946289062,0.009191873256228611,0.04763053075835422
366,366,366,366,2020-07-20,128.88919067382812,122.73470306396484,117.71194458007812,0.050144640889836944,0.09495422179646562
367,367,367,367,2020-07-21,128.5618438720703,121.09786224365234,120.11575317382812,0.06163594872880762,0.07031626139844649
368,368,368,368,2020-07-22,127.4861831665039,122.69727325439452,122.9498062133789,0.03903028800143171,0.03689617001308765
369,369,369,369,2020-07-23,126.58827209472656,122.82821655273438,123.72614288330078,0.030612310815225863,0.023132776507268638
370,370,370,370,2020-07-24,123.09947204589844,123.11819458007812,123.60455322265624,-0.00015206959656566266,-0.00408626675627366
371,371,371,371,2020-07-27,127.85095977783205,125.28817749023438,124.14703369140624,0.02045510070411405,0.02983499465345818
372,372,372,372,2020-07-28,125.9522476196289,128.88919067382812,122.73470306396484,-0.022786573791370612,0.02621544253858832
373,373,373,373,2020-07-29,127.6264877319336,128.5618438720703,121.09786224365234,-0.007275534575153397,0.053911979677605526
374,374,374,374,2020-07-30,132.9953155517578,127.4861831665039,122.69727325439452,0.043213564391199055,0.08393049025638777
375,375,375,375,2020-07-31,136.16610717773438,126.58827209472656,122.82821655273438,0.07566131462668735,0.10858979312195416
376,376,376,376,2020-08-03,137.68133544921875,123.09947204589844,123.11819458007812,0.11845593779543884,0.11828585465220187
377,377,377,377,2020-08-04,135.8761749267578,127.85095977783205,125.28817749023438,0.06277008137343087,0.08450915041324403
378,378,378,378,2020-08-05,135.9696807861328,125.9522476196289,128.88919067382812,0.07953358003388855,0.054934708452183845
379,379,379,379,2020-08-06,138.4950714111328,127.6264877319336,128.5618438720703,0.08515931036218416,0.0772641962800944
380,380,380,380,2020-08-07,135.03433227539062,132.9953155517578,127.4861831665039,0.01533149280614543,0.05920758564893602
381,381,381,381,2020-08-10,134.72459411621094,136.16610717773438,126.58827209472656,-0.010586430730826879,0.06427390062956162
382,382,382,382,2020-08-11,132.65032958984375,137.68133544921875,123.09947204589844,-0.03654094320744439,0.07758650289242675
383,383,383,383,2020-08-12,138.49774169921875,135.8761749267578,127.85095977783205,0.019293792851278413,0.08327494717198625
384,384,384,384,2020-08-13,138.9669952392578,135.9696807861328,125.9522476196289,0.022043991247133077,0.10333080882314194
385,385,385,385,2020-08-14,137.1461639404297,138.4950714111328,127.6264877319336,-0.009739750714296447,0.07459012919395858
386,386,386,386,2020-08-17,137.1179962158203,135.03433227539062,132.9953155517578,0.015430623496402562,0.030998690795677408
387,387,387,387,2020-08-18,134.3961181640625,134.72459411621094,136.16610717773438,-0.002438129090707064,-0.012998748736802401
388,388,388,388,2020-08-19,133.3261260986328,132.65032958984375,137.68133544921875,0.005094570898380946,-0.03163253273492739
389,389,389,389,2020-08-20,131.99334716796875,138.49774169921875,135.8761749267578,-0.046963903175951116,-0.02857622214403699
390,390,390,390,2020-08-21,133.3261260986328,138.9669952392578,135.9696807861328,-0.04059143058330639,-0.019442236476660213
391,391,391,391,2020-08-24,133.51385498046875,137.1461639404297,138.4950714111328,-0.026484947559587968,-0.035966741486972875
392,392,392,392,2020-08-25,133.77664184570312,137.1179962158203,135.03433227539062,-0.024368459737830306,-0.009313856768829343
393,393,393,393,2020-08-26,133.9456329345703,134.3961181640625,134.72459411621094,-0.003351921436765437,-0.0057818781103078365
394,394,394,394,2020-08-27,131.4958953857422,133.3261260986328,132.65032958984375,-0.013727472375044125,-0.008702837057933288
395,395,395,395,2020-08-28,134.7996826171875,131.99334716796875,138.49774169921875,0.021261188608601156,-0.026701222970569982
396,396,396,396,2020-08-31,135.95419311523438,133.3261260986328,138.9669952392578,0.01971156811874475,-0.021679983213541698
397,397,397,397,2020-09-01,137.46531677246094,133.51385498046875,137.1461639404297,0.02959589319453193,0.002327099955707679
398,398,398,398,2020-09-02,143.87582397460938,133.77664184570312,137.1179962158203,0.0754928662400911,0.04928476163079587
399,399,399,399,2020-09-03,131.3175506591797,133.9456329345703,134.3961181640625,-0.019620514814950196,-0.02290666982750711
400,400,400,400,2020-09-04,130.47280883789062,131.4958953857422,133.3261260986328,-0.007780368694021544,-0.021401036272750806
401,401,401,401,2020-09-08,122.80458068847656,134.7996826171875,131.99334716796875,-0.08898464518477667,-0.06961537590071853
402,402,402,402,2020-09-09,129.1588134765625,135.95419311523438,133.3261260986328,-0.049982861748972596,-0.031256534214362364
403,403,403,403,2020-09-10,126.92497253417967,137.46531677246094,133.51385498046875,-0.07667638998517812,-0.04934980303918979
404,404,404,404,2020-09-11,127.78845977783205,143.87582397460938,133.77664184570312,-0.11181422807779273,-0.0447625384017174
405,405,405,405,2020-09-14,129.32774353027344,131.3175506591797,133.9456329345703,-0.015152636634767735,-0.03447584891813993
406,406,406,406,2020-09-15,132.25611877441406,130.47280883789062,131.4958953857422,0.013668058137225714,0.005781346911565288
407,407,407,407,2020-09-16,131.72113037109375,122.80458068847656,134.7996826171875,0.07260763102344003,-0.022837978445664597
408,408,408,408,2020-09-17,129.8627471923828,129.1588134765625,135.95419311523438,0.005450140775318024,-0.044805134606539676
409,409,409,409,2020-09-18,127.65705108642578,126.92497253417967,137.46531677246094,0.005767805480902943,-0.07135083900668748
410,410,410,410,2020-09-21,126.0051498413086,127.78845977783205,143.87582397460938,-0.01395517200554608,-0.12420901329784584
411,411,411,411,2020-09-22,131.06411743164062,129.32774353027344,131.3175506591797,0.013426151682301102,-0.0019299265503117669
412,412,412,412,2020-09-23,125.6954116821289,132.25611877441406,130.47280883789062,-0.049606076097511886,-0.03661603669234659
413,413,413,413,2020-09-24,126.89678955078124,131.72113037109375,122.80458068847656,-0.03662541314913603,0.03332293339029069
414,414,414,414,2020-09-25,129.5248260498047,129.8627471923828,129.1588134765625,-0.0026021407207528213,0.0028338180213198783
415,415,415,415,2020-09-28,135.1282196044922,127.65705108642578,126.92497253417967,0.058525310231460015,0.0646306783174877
416,416,416,416,2020-09-29,135.48486328125,126.0051498413086,127.78845977783205,0.07523274605744446,0.060227688140217284
417,417,417,417,2020-09-30,136.56422424316406,131.06411743164062,129.32774353027344,0.041965008572175666,0.055954588824915774
418,418,418,418,2020-10-01,142.75892639160156,125.6954116821289,132.25611877441406,0.13575288454143863,0.07941264052290742
419,419,419,419,2020-10-02,137.8125762939453,126.89678955078124,131.72113037109375,0.0860209843117885,0.04624501707273798
420,420,420,420,2020-10-05,142.30838012695312,129.5248260498047,129.8627471923828,0.09869578263114542,0.09583682159544149
421,421,421,421,2020-10-06,138.22552490234375,135.1282196044922,127.65705108642578,0.022921232196480457,0.0827880146531268
422,422,422,422,2020-10-07,140.656494140625,135.48486328125,126.0051498413086,0.03817128153009475,0.11627575791758016
423,423,423,423,2020-10-08,142.24269104003906,136.56422424316406,131.06411743164062,0.04158092522653667,0.08529087768228294
424,424,424,424,2020-10-09,144.80503845214844,142.75892639160156,125.6954116821289,0.014332638331379544,0.15203121986939228
425,425,425,425,2020-10-12,147.44247436523438,137.8125762939453,126.89678955078124,0.06987677271738324,0.16190862579885223
426,426,426,426,2020-10-13,143.79136657714844,142.30838012695312,129.5248260498047,0.010420935498474115,0.11014522051439002
427,427,427,427,2020-10-14,143.89459228515625,138.22552490234375,135.1282196044922,0.041013173122820046,0.06487447778356303
428,428,428,428,2020-10-15,143.96031188964844,140.656494140625,135.48486328125,0.0234885546466157,0.06255642440886144
429,429,429,429,2020-10-16,143.74441528320312,142.24269104003906,136.56422424316406,0.01055747913783045,0.05257739411497786
430,430,430,430,2020-10-19,141.8578643798828,144.80503845214844,142.75892639160156,-0.020352703909812697,-0.00631177352263812
431,431,431,431,2020-10-20,143.08741760253906,147.44247436523438,137.8125762939453,-0.029537328245775818,0.038275471299098696
432,432,432,432,2020-10-21,141.15391540527344,143.79136657714844,142.30838012695312,-0.018342208121792436,-0.008112415591055133
433,433,433,433,2020-10-22,140.53445434570312,143.89459228515625,138.22552490234375,-0.02335138441335116,0.01670407433786658
434,434,434,434,2020-10-23,140.5626220703125,143.96031188964844,140.656494140625,-0.02360157306369559,-0.0006673852557326221
435,435,435,435,2020-10-26,138.2443084716797,143.74441528320312,142.24269104003906,-0.0382630991311016,-0.028109581864096622
436,436,436,436,2020-10-27,136.20758056640625,141.8578643798828,144.80503845214844,-0.03983059972160308,-0.0593726432287317
437,437,437,437,2020-10-28,131.20492553710938,143.08741760253906,147.44247436523438,-0.08304358457594274,-0.11012802720539305
438,438,438,438,2020-10-29,136.24514770507812,141.15391540527344,143.79136657714844,-0.034775993893626844,-0.05248033349778014
439,439,439,439,2020-10-30,132.61277770996094,140.53445434570312,143.89459228515625,-0.05636821712243978,-0.0784033256290696
440,440,440,440,2020-11-02,133.3917999267578,140.5626220703125,143.96031188964844,-0.05101514213335945,-0.07341267759263981
441,441,441,441,2020-11-03,130.27572631835938,138.2443084716797,143.74441528320312,-0.05764130358359554,-0.09369886780163206
442,442,442,442,2020-11-04,130.96087646484375,136.20758056640625,141.8578643798828,-0.03851991261972776,-0.07681624112046337
443,443,443,443,2020-11-05,139.9619140625,131.20492553710938,143.08741760253906,0.06674283369730527,-0.021843315033617583
444,444,444,444,2020-11-06,137.72808837890625,136.24514770507812,141.15391540527344,0.010884355874736684,-0.02427015231232621
445,445,445,445,2020-11-09,135.70074462890625,132.61277770996094,140.53445434570312,0.023285591119273974,-0.03439519325920137
446,446,446,446,2020-11-10,128.81153869628906,133.3917999267578,140.5626220703125,-0.03433690251562438,-0.08360034268673
447,447,447,447,2020-11-11,135.0343475341797,130.27572631835938,138.2443084716797,0.03652730520336145,-0.02321947986855155
448,448,448,448,2020-11-12,132.65969848632812,130.96087646484375,136.20758056640625,0.01297198115454301,-0.026047611045762586
449,449,449,449,2020-11-13,132.8098907470703,139.9619140625,131.20492553710938,-0.05109978213241606,0.012232507304057005
450,450,450,450,2020-11-16,134.60260009765625,137.72808837890625,136.24514770507812,-0.02269317985922681,-0.012055824630007428
451,451,451,451,2020-11-17,132.13409423828125,135.70074462890625,132.61277770996094,-0.02628320426964892,-0.0036096330983023117
452,452,452,452,2020-11-18,129.5720977783203,128.81153869628906,133.3917999267578,0.005904432861597142,-0.02863520958960597
453,453,453,453,2020-11-19,131.26754760742188,135.0343475341797,130.27572631835938,-0.027895124429763052,0.007613247049866878
454,454,454,454,2020-11-20,132.2377166748047,132.65969848632812,130.96087646484375,-0.003180934498859367,0.009749783633310471
455,455,455,455,2020-11-23,130.01478576660156,132.8098907470703,139.9619140625,-0.021045909794413453,-0.07107025052155647
456,456,456,456,2020-11-24,130.78717041015625,134.60260009765625,137.72808837890625,-0.028345883992819232,-0.050395805608328126
457,457,457,457,2020-11-25,128.05552673339844,132.13409423828125,135.70074462890625,-0.030866882074567448,-0.05633880577748329
458,458,458,458,2020-11-27,128.2533721923828,129.5720977783203,128.81153869628906,-0.01017754291663664,-0.004333202673886927
459,459,459,459,2020-11-30,132.97244262695312,131.26754760742188,135.0343475341797,0.012987939902938006,-0.015269484726503801
460,460,460,460,2020-12-01,135.63809204101562,132.2377166748047,132.65969848632812,0.02571411131192658,0.02245138190928775
461,461,461,461,2020-12-02,135.1200408935547,130.01478576660156,132.8098907470703,0.03926672721760993,0.01739441342425274
462,462,462,462,2020-12-03,135.3649444580078,130.78717041015625,134.60260009765625,0.035001705698620045,0.005663667416516915
463,463,463,463,2020-12-04,141.44981384277344,128.05552673339844,132.13409423828125,0.1045974933769227,0.07050201280899437
464,464,464,464,2020-12-07,144.5111083984375,128.2533721923828,129.5720977783203,0.12676264123229242,0.11529496609428791
465,465,465,465,2020-12-08,146.74349975585938,132.97244262695312,131.26754760742188,0.10356324105093107,0.1178962541047921
466,466,466,466,2020-12-09,139.678955078125,135.63809204101562,132.2377166748047,0.029791506031266346,0.05627167944543077
467,467,467,467,2020-12-10,137.08868408203125,135.1200408935547,130.01478576660156,0.014569586979531923,0.054408414194740295
468,468,468,468,2020-12-11,131.15452575683594,135.3649444580078,130.78717041015625,-0.03110420292366023,0.002808802618235795
469,469,469,469,2020-12-14,131.17337036132812,141.44981384277344,128.05552673339844,-0.0726508095151539,0.02434759129467956
470,470,470,470,2020-12-15,136.2786102294922,144.5111083984375,128.2533721923828,-0.05696792627350944,0.06257331015882639
471,471,471,471,2020-12-16,138.9725341796875,146.74349975585938,132.97244262695312,-0.0529561145066092,0.04512281969255305
472,472,472,472,2020-12-17,137.0792236328125,139.678955078125,135.63809204101562,-0.018612191391741306,0.010624829427422933
473,473,473,473,2020-12-18,139.5847930908203,137.08868408203125,135.1200408935547,0.018207987227417233,0.03304285706058119
474,474,474,474,2020-12-21,139.13267517089844,131.15452575683594,135.3649444580078,0.06083014953562649,0.02783387329693343
475,475,475,475,2020-12-22,140.7527618408203,131.17337036132812,141.44981384277344,0.07302847714520833,-0.004927910352203968
476,476,476,476,2020-12-23,141.98670959472656,136.2786102294922,144.5111083984375,0.04188551200824531,-0.01746854502527806
477,477,477,477,2020-12-24,142.429443359375,138.9725341796875,146.74349975585938,0.02487476536347688,-0.029398620066045655
478,478,478,478,2020-12-28,144.32272338867188,137.0792236328125,139.678955078125,0.052841703971582055,0.03324601267205596
479,479,479,479,2020-12-29,141.67588806152344,139.5847930908203,137.08868408203125,0.01498082222568864,0.0334615800728475
