,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,TRGP,TRGP_6m,TRGP_12m,TRGP_6m_ret,TRGP_12m_ret
74,74,74,74,2019-05-22,35.81608963012695,35.437984466552734,34.32947540283203,0.010669488382757386,0.0433043094847958
75,75,75,75,2019-05-23,34.46696090698242,36.03950500488281,35.05988693237305,-0.043633898348141464,-0.016911806547873942
76,76,76,76,2019-05-24,34.767723083496094,36.314483642578125,33.891231536865234,-0.04259348898653981,0.025861897218973917
77,77,77,77,2019-05-28,33.84825897216797,36.23714447021485,33.126441955566406,-0.06592366846152653,0.021789753863990624
78,78,78,78,2019-05-29,33.60765838623047,35.44658279418945,34.741947174072266,-0.05187875002327247,-0.032648969908293135
79,79,79,79,2019-05-30,33.54750061035156,36.23714447021485,34.75053024291992,-0.07422339423223712,-0.03461902952728224
80,80,80,80,2019-05-31,33.049102783203125,35.81608963012695,35.437984466552734,-0.07725541441007444,-0.06741020177387058
81,81,81,81,2019-06-03,33.891231536865234,34.46696090698242,36.03950500488281,-0.016703804309028958,-0.05960885055792298
82,82,82,82,2019-06-04,35.03411102294922,34.767723083496094,36.314483642578125,0.007661932270151439,-0.035257905144152724
83,83,83,83,2019-06-05,33.81388854980469,33.84825897216797,36.23714447021485,-0.001015426595251001,-0.06687215441056515
84,84,84,84,2019-06-06,33.57328414916992,33.60765838623047,35.44658279418945,-0.0010228096425376476,-0.05284849758004351
85,85,85,85,2019-06-07,33.117855072021484,33.54750061035156,36.23714447021485,-0.01280708042367562,-0.08607988967666225
86,86,86,86,2019-06-10,33.05769729614258,33.049102783203125,35.81608963012695,0.00026005283701135973,-0.07701545206275484
87,87,87,87,2019-06-11,33.06629180908203,33.891231536865234,34.46696090698242,-0.024340801156366165,-0.04063802148615425
88,88,88,88,2019-06-12,31.76872444152832,35.03411102294922,34.767723083496094,-0.09320592091752788,-0.08625812610062378
89,89,89,89,2019-06-13,32.516334533691406,33.81388854980469,33.84825897216797,-0.038373404295164226,-0.039349865515143634
90,90,90,90,2019-06-14,31.442188262939453,33.57328414916992,33.60765838623047,-0.06347594345437779,-0.06443382928988117
91,91,91,91,2019-06-17,31.5624942779541,33.117855072021484,33.54750061035156,-0.04696441815706165,-0.05917002150034867
92,92,92,92,2019-06-18,32.30150604248047,33.05769729614258,33.049102783203125,-0.022874891946885523,-0.022620787790421204
93,93,93,93,2019-06-19,32.24134826660156,33.06629180908203,33.891231536865234,-0.02494817221246104,-0.048681714869788895
94,94,94,94,2019-06-20,33.135032653808594,31.76872444152832,35.03411102294922,0.043007965736711284,-0.05420655223409632
95,95,95,95,2019-06-21,33.27252197265625,32.516334533691406,33.81388854980469,0.023255617516830807,-0.016010183991440496
96,96,96,96,2019-06-24,32.146827697753906,31.442188262939453,33.57328414916992,0.022410635955799618,-0.04248784375928516
97,97,97,97,2019-06-25,32.02651596069336,31.5624942779541,33.117855072021484,0.014701679742192386,-0.03295319424989296
98,98,98,98,2019-06-26,32.88583755493164,32.30150604248047,33.05769729614258,0.018089915426318104,-0.005198781381272832
99,99,99,99,2019-06-27,32.93739700317383,32.24134826660156,33.06629180908203,0.02158869817777731,-0.0038980725946657913
100,100,100,100,2019-06-28,33.73655319213867,33.135032653808594,31.76872444152832,0.0181536123599062,0.06194232803499
101,101,101,101,2019-07-01,34.355247497558594,33.27252197265625,32.516334533691406,0.032541131862265926,0.056553513495250174
102,102,102,102,2019-07-02,33.624839782714844,32.146827697753906,31.442188262939453,0.04597691874474452,0.06941792668890212
103,103,103,103,2019-07-03,34.071685791015625,32.02651596069336,31.5624942779541,0.06385864240844485,0.07949915146009712
104,104,104,104,2019-07-05,34.5872688293457,32.88583755493164,32.30150604248047,0.05173750772112884,0.07076335028649039
105,105,105,105,2019-07-08,34.28650665283203,32.93739700317383,32.24134826660156,0.0409598138410332,0.0634327810772426
106,106,106,106,2019-07-09,34.81928253173828,33.73655319213867,33.135032653808594,0.03209365620231486,0.05082988435613012
107,107,107,107,2019-07-10,35.781707763671875,34.355247497558594,33.27252197265625,0.04152088458145009,0.07541315302391882
108,108,108,108,2019-07-11,35.9793586730957,33.624839782714844,32.146827697753906,0.07002320027681508,0.11921957001093375
109,109,109,109,2019-07-12,35.94498062133789,34.071685791015625,32.02651596069336,0.05498098455745426,0.12235063799801771
110,110,110,110,2019-07-15,35.37782669067383,34.5872688293457,32.88583755493164,0.02285690336605506,0.07577697030156627
111,111,111,111,2019-07-16,35.042701721191406,34.28650665283203,32.93739700317383,0.022055179783003975,0.06391836968217968
112,112,112,112,2019-07-17,34.045902252197266,34.81928253173828,33.73655319213867,-0.022211264084378235,0.00916955144459397
113,113,113,113,2019-07-18,33.6506233215332,35.781707763671875,34.355247497558594,-0.05955792988456243,-0.020509943235759387
114,114,114,114,2019-07-19,34.12324142456055,35.9793586730957,33.624839782714844,-0.051588391705355896,0.01482242428711622
115,115,115,115,2019-07-22,34.39822006225586,35.94498062133789,34.071685791015625,-0.04303133656897373,0.009583742737095058
116,116,116,116,2019-07-23,34.00293731689453,35.37782669067383,34.5872688293457,-0.03886302530114827,-0.016894410348914146
117,117,117,117,2019-07-24,34.621639251708984,35.042701721191406,34.28650665283203,-0.012015696530264797,0.009774474905546393
118,118,118,118,2019-07-25,34.56148910522461,34.045902252197266,34.81928253173828,0.015143873973675337,-0.007403754694792708
119,119,119,119,2019-07-26,34.26933288574219,33.6506233215332,35.781707763671875,0.01838627351110822,-0.042266704762067175
120,120,120,120,2019-07-29,33.624839782714844,34.12324142456055,35.9793586730957,-0.014605929010219176,-0.06544082432857534
121,121,121,121,2019-07-30,34.19669342041016,34.39822006225586,35.94498062133789,-0.005858635751529007,-0.04863786739364373
122,122,122,122,2019-07-31,34.23188781738281,34.00293731689453,35.37782669067383,0.006733256552354572,-0.032391443468547054
123,123,123,123,2019-08-01,32.87702941894531,34.621639251708984,35.042701721191406,-0.050390734536856274,-0.061800951292989015
124,124,124,124,2019-08-02,32.683475494384766,34.56148910522461,34.045902252197266,-0.05433833030521673,-0.04001734915762356
125,125,125,125,2019-08-05,31.240663528442383,34.26933288574219,33.6506233215332,-0.08837841598486118,-0.0716170922025291
126,126,126,126,2019-08-06,31.275848388671875,33.624839782714844,34.12324142456055,-0.06985881298534813,-0.08344438913236518
127,127,127,127,2019-08-07,30.01778221130371,34.19669342041016,34.39822006225586,-0.12220220118159975,-0.12734489874837074
128,128,128,128,2019-08-08,31.636558532714844,34.23188781738281,34.00293731689453,-0.07581613081093563,-0.06959336371813796
129,129,129,129,2019-08-09,31.548583984375,32.87702941894531,34.621639251708984,-0.04040649225458304,-0.08876111396667308
130,130,130,130,2019-08-12,31.16147994995117,32.683475494384766,34.56148910522461,-0.046567738632786626,-0.09837565577460805
131,131,131,131,2019-08-13,31.275848388671875,31.240663528442383,34.26933288574219,0.0011262520143804355,-0.08735170033951134
132,132,132,132,2019-08-14,29.498714447021484,31.275848388671875,33.624839782714844,-0.05682128649447182,-0.12271063185301578
133,133,133,133,2019-08-15,29.10281753540039,30.01778221130371,34.19669342041016,-0.030480755355696276,-0.14895814113915218
134,134,134,134,2019-08-16,29.98259162902832,31.636558532714844,34.23188781738281,-0.05228024097425721,-0.12413268619666129
135,135,135,135,2019-08-19,31.10869407653809,31.548583984375,32.87702941894531,-0.013943253619711493,-0.053786347904905996
136,136,136,136,2019-08-20,31.25825309753418,31.16147994995117,32.683475494384766,0.0031055375976507538,-0.04360681889829765
137,137,137,137,2019-08-21,31.557382583618164,31.275848388671875,31.240663528442383,0.0090016485387574,0.0101380386779375
138,138,138,138,2019-08-22,30.985538482666016,29.498714447021484,31.275848388671875,0.050403011233415285,-0.00928223920253457
139,139,139,139,2019-08-23,28.96205711364746,29.10281753540039,30.01778221130371,-0.0048366595977076265,-0.03516998991546749
140,140,140,140,2019-08-26,29.006046295166016,29.98259162902832,31.636558532714844,-0.032570411055355186,-0.08314786309100775
141,141,141,141,2019-08-27,28.557361602783203,31.10869407653809,31.548583984375,-0.08201348688819055,-0.09481320565998308
142,142,142,142,2019-08-28,29.98259162902832,31.25825309753418,31.16147994995117,-0.04081038900431999,-0.03783158960409694
143,143,143,143,2019-08-29,31.240663528442383,31.557382583618164,31.275848388671875,-0.010036290377903323,-0.001124984997760592
144,144,144,144,2019-08-30,31.777324676513672,30.985538482666016,29.498714447021484,0.02555341080454676,0.07724439088979551
145,145,145,145,2019-09-03,30.950340270996094,28.96205711364746,29.10281753540039,0.06865130986885992,0.06348260725437993
146,146,146,146,2019-09-04,31.935678482055664,29.006046295166016,29.98259162902832,0.10100074160668648,0.06514069488030572
147,147,147,147,2019-09-05,32.357967376708984,28.557361602783203,31.10869407653809,0.13308672652572273,0.04015833313662265
148,148,148,148,2019-09-06,32.99140167236328,29.98259162902832,31.25825309753418,0.1003519002147204,0.055446111125315056
149,149,149,149,2019-09-09,34.583797454833984,31.240663528442383,31.557382583618164,0.10701225738524789,0.09590196091823122
150,150,150,150,2019-09-10,34.42543411254883,31.777324676513672,30.985538482666016,0.08333330332217526,0.11101616426021343
151,151,151,151,2019-09-11,34.715755462646484,30.950340270996094,28.96205711364746,0.12165989642378827,0.19866331754065136
152,152,152,152,2019-09-12,34.557395935058594,31.935678482055664,29.006046295166016,0.0820936826025489,0.1913859470333168
153,153,153,153,2019-09-13,35.10285568237305,32.357967376708984,28.557361602783203,0.08482882356942523,0.22920514053903074
154,154,154,154,2019-09-16,38.06768035888672,32.99140167236328,29.98259162902832,0.15386671766588833,0.2696594353781825
155,155,155,155,2019-09-17,36.35212707519531,34.583797454833984,31.240663528442383,0.05113173655006342,0.16361571648756135
156,156,156,156,2019-09-18,36.6336555480957,34.42543411254883,31.777324676513672,0.06414505706238671,0.15282377988135987
157,157,157,157,2019-09-19,35.956233978271484,34.715755462646484,30.950340270996094,0.03573243615452171,0.16173953705983868
158,158,158,158,2019-09-20,36.45769500732422,34.557395935058594,31.935678482055664,0.05498964898387393,0.1415976343765306
159,159,159,159,2019-09-23,36.31694030761719,35.10285568237305,32.357967376708984,0.03458649165839223,0.12234924662659252
160,160,160,160,2019-09-24,35.5339469909668,38.06768035888672,32.99140167236328,-0.06655864880741114,0.07706690803420435
161,161,161,161,2019-09-25,35.13805389404297,36.35212707519531,34.583797454833984,-0.03339758299812834,0.01602647713666605
162,162,162,162,2019-09-26,34.98849105834961,36.6336555480957,34.42543411254883,-0.04490855376379743,0.01635584155482106
163,163,163,163,2019-09-27,34.97089385986328,35.956233978271484,34.715755462646484,-0.02740387436024716,0.007349354603310321
164,164,164,164,2019-09-30,35.34039306640625,36.45769500732422,34.557395935058594,-0.03064653266459949,0.022657874245475274
165,165,165,165,2019-10-01,34.89170837402344,36.31694030761719,35.10285568237305,-0.03924427337549741,-0.006015103450846548
166,166,166,166,2019-10-02,34.22308349609375,35.5339469909668,38.06768035888672,-0.036890455631238606,-0.10099372555794472
167,167,167,167,2019-10-03,35.12924575805664,35.13805389404297,36.35212707519531,-0.0002506722772094294,-0.033639883427154404
168,168,168,168,2019-10-04,35.70989227294922,34.98849105834961,36.6336555480957,0.020618243107327627,-0.025216246135570386
169,169,169,169,2019-10-07,34.68935775756836,34.97089385986328,35.956233978271484,-0.008050583534498834,-0.03523384071503999
170,170,170,170,2019-10-08,33.32571792602539,35.34039306640625,36.45769500732422,-0.05700771738999033,-0.08590716118146324
171,171,171,171,2019-10-09,33.5544548034668,34.89170837402344,36.31694030761719,-0.038325826761529846,-0.07606603091425579
172,172,172,172,2019-10-10,34.05592346191406,34.22308349609375,35.5339469909668,-0.004884423526558268,-0.041594690548406255
173,173,173,173,2019-10-11,34.715755462646484,35.12924575805664,35.13805389404297,-0.011770542933314365,-0.012018264661722733
174,174,174,174,2019-10-14,33.827186584472656,35.70989227294922,34.98849105834961,-0.05272224497587574,-0.0331910419326249
175,175,175,175,2019-10-15,34.187896728515625,34.68935775756836,34.97089385986328,-0.014455759964115411,-0.022389966195468514
176,176,176,176,2019-10-16,34.24947738647461,33.32571792602539,35.34039306640625,0.027719116584366654,-0.03086880437016526
177,177,177,177,2019-10-17,34.293460845947266,33.5544548034668,34.89170837402344,0.022024081356974312,-0.017145836531224812
178,178,178,178,2019-10-18,34.636573791503906,34.05592346191406,34.22308349609375,0.017049907051829294,0.012082204558141463
179,179,179,179,2019-10-21,34.64537048339844,34.715755462646484,35.12924575805664,-0.0020274650028508923,-0.013774143572303443
180,180,180,180,2019-10-22,35.27001190185547,33.827186584472656,35.70989227294922,0.042652832324078016,-0.012318165726502794
181,181,181,181,2019-10-23,35.68350601196289,34.187896728515625,34.68935775756836,0.04374674743298268,0.028658594988765218
182,182,182,182,2019-10-24,35.84186935424805,34.24947738647461,33.32571792602539,0.046493905580068384,0.07550179215367159
183,183,183,183,2019-10-25,35.956233978271484,34.293460845947266,33.5544548034668,0.048486594566635066,0.07157854862706747
184,184,184,184,2019-10-28,36.11458969116211,34.636573791503906,34.05592346191406,0.0426721161439112,0.06044957880969881
185,185,185,185,2019-10-29,36.1409912109375,34.64537048339844,34.715755462646484,0.043169425140243245,0.04105443563872724
186,186,186,186,2019-10-30,35.39318084716797,35.27001190185547,33.827186584472656,0.0034921719237077653,0.04629395527129465
187,187,187,187,2019-10-31,34.997127532958984,35.68350601196289,34.187896728515625,-0.01923517489491633,0.02367009620010907
188,188,188,188,2019-11-01,36.10428237915039,35.84186935424805,34.24947738647461,0.007321410116998939,0.05415571664775998
189,189,189,189,2019-11-04,36.86039733886719,35.956233978271484,34.293460845947266,0.025146219738755082,0.07485206886674667
190,190,190,190,2019-11-05,36.55435180664063,36.11458969116211,34.636573791503906,0.012176854817933513,0.055368583124903115
191,191,191,191,2019-11-06,35.5281982421875,36.1409912109375,34.64537048339844,-0.016955621531612786,0.025481839174215315
192,192,192,192,2019-11-07,35.84324645996094,35.39318084716797,35.27001190185547,0.012716167409095203,0.016252746375606142
193,193,193,193,2019-11-08,35.91525650024414,34.997127532958984,35.68350601196289,0.02623440927888998,0.006494610933229339
194,194,194,194,2019-11-11,35.28516387939453,36.10428237915039,35.84186935424805,-0.02268757182745962,-0.015532266728368493
195,195,195,195,2019-11-12,34.934120178222656,36.86039733886719,35.956233978271484,-0.052258719376673146,-0.02842660887862991
196,196,196,196,2019-11-13,34.50205612182617,36.55435180664063,36.11458969116211,-0.0561436760162064,-0.04465047459006721
197,197,197,197,2019-11-14,34.23201370239258,35.5281982421875,36.1409912109375,-0.03648326129456758,-0.05282028645543069
198,198,198,198,2019-11-15,35.339168548583984,35.84324645996094,35.39318084716797,-0.014063399975223767,-0.0015260651145545534
199,199,199,199,2019-11-18,35.13214492797852,35.91525650024414,34.997127532958984,-0.021804426546704336,0.0038579564820679924
200,200,200,200,2019-11-19,33.403892517089844,35.28516387939453,36.10428237915039,-0.0533162143935314,-0.0747941707773695
201,201,201,201,2019-11-20,34.33102035522461,34.934120178222656,36.86039733886719,-0.01726391905452962,-0.06862044812999057
202,202,202,202,2019-11-21,34.64606857299805,34.50205612182617,36.55435180664063,0.004174025184567887,-0.052203995949284376
203,203,203,203,2019-11-22,33.78194046020508,34.23201370239258,35.5281982421875,-0.013147729084837412,-0.04915131834377262
204,204,204,204,2019-11-25,34.159996032714844,35.339168548583984,35.84324645996094,-0.033367296523913015,-0.04696143886202897
205,205,205,205,2019-11-26,33.48490524291992,35.13214492797852,35.91525650024414,-0.046886966008920616,-0.06766904914928562
206,206,206,206,2019-11-27,33.21486282348633,33.403892517089844,35.28516387939453,-0.005658912161413676,-0.058673414780912925
207,207,207,207,2019-11-29,32.881813049316406,34.33102035522461,34.934120178222656,-0.04221276533331053,-0.05874792662405803
208,208,208,208,2019-12-02,32.881813049316406,34.64606857299805,34.50205612182617,-0.05092224302345927,-0.046960768563725996
209,209,209,209,2019-12-03,32.350730895996094,33.78194046020508,34.23201370239258,-0.042366114696547386,-0.05495682558297754
210,210,210,210,2019-12-04,31.837661743164062,34.159996032714844,35.339168548583984,-0.06798403276530518,-0.09908288590904679
211,211,211,211,2019-12-05,31.702651977539062,33.48490524291992,35.13214492797852,-0.053225572909682994,-0.0976169532907819
212,212,212,212,2019-12-06,32.2517204284668,33.21486282348633,33.403892517089844,-0.028997331710745144,-0.03449215051909238
213,213,213,213,2019-12-09,32.755802154541016,32.881813049316406,34.33102035522461,-0.0038322368230242487,-0.045883232842622856
214,214,214,214,2019-12-10,33.376888275146484,32.881813049316406,34.64606857299805,0.015056202195650181,-0.03663273641502629
215,215,215,215,2019-12-11,33.178855895996094,32.350730895996094,33.78194046020508,0.025598339730324104,-0.017852277163279417
216,216,216,216,2019-12-12,33.44889831542969,31.837661743164062,34.159996032714844,0.05060788022887941,-0.020816680324088455
217,217,217,217,2019-12-13,33.403892517089844,31.702651977539062,33.48490524291992,0.05366240467062777,-0.002419380471360477
218,218,218,218,2019-12-16,33.763938903808594,32.2517204284668,33.21486282348633,0.046887994043475656,0.016531035616200507
219,219,219,219,2019-12-17,34.20499420166016,32.755802154541016,32.881813049316406,0.04424230065506851,0.040240516858338626
220,220,220,220,2019-12-18,34.8080940246582,33.376888275146484,32.881813049316406,0.04288014322106348,0.05858195752322848
221,221,221,221,2019-12-19,35.25815963745117,33.178855895996094,32.350730895996094,0.06266954315642947,0.08987211914321591
222,222,222,222,2019-12-20,35.75322723388672,33.44889831542969,31.837661743164062,0.06889102584864704,0.12298533486251939
223,223,223,223,2019-12-23,36.25730514526367,33.403892517089844,31.702651977539062,0.08542156057752814,0.1436678915994638
224,224,224,224,2019-12-24,36.28432083129883,33.763938903808594,32.2517204284668,0.07464715342219552,0.12503520275069357
225,225,225,225,2019-12-26,36.63536071777344,34.20499420166016,32.755802154541016,0.07105297260934229,0.11843882024102981
226,226,226,226,2019-12-27,36.55435180664063,34.8080940246582,33.376888275146484,0.05016815286540455,0.09519951366647295
227,227,227,227,2019-12-30,36.18529510498047,35.25815963745117,33.178855895996094,0.026295628503096857,0.09061310668482636
228,228,228,228,2019-12-31,36.752384185791016,35.75322723388672,33.44889831542969,0.027945923464981703,0.098762172649419
229,229,229,229,2020-01-02,36.55435180664063,36.25730514526367,33.403892517089844,0.008192739647551184,0.0943141368311784
230,230,230,230,2020-01-03,37.13043975830078,36.28432083129883,33.763938903808594,0.02331913365378724,0.09970699402350958
231,231,231,231,2020-01-06,37.67951202392578,36.63536071777344,34.20499420166016,0.028501188078810857,0.10157925482405084
232,232,232,232,2020-01-07,37.77853393554688,36.55435180664063,34.8080940246582,0.033489367705977546,0.08533762028982128
233,233,233,233,2020-01-08,35.6362190246582,36.18529510498047,35.25815963745117,-0.015174011396875242,0.010722606939627566
234,234,234,234,2020-01-09,36.32931518554688,36.752384185791016,35.75322723388672,-0.011511334832195685,0.016112893750585666
235,235,235,235,2020-01-10,35.69023132324219,36.55435180664063,36.25730514526367,-0.02363933268381646,-0.015640263934385668
236,236,236,236,2020-01-13,36.1492919921875,37.13043975830078,36.28432083129883,-0.026424350815665743,-0.0037214101302635028
237,237,237,237,2020-01-14,36.80638885498047,37.67951202392578,36.63536071777344,-0.023172358718204666,0.004668389606549139
238,238,238,238,2020-01-15,36.752384185791016,37.77853393554688,36.55435180664063,-0.02716224381566945,0.005417477519445768
239,239,239,239,2020-01-16,37.139434814453125,35.6362190246582,36.18529510498047,0.04218224690882,0.02636816161660449
240,240,240,240,2020-01-17,37.15744018554688,36.32931518554688,36.752384185791016,0.022794952114304046,0.011021216955836799
241,241,241,241,2020-01-21,36.20329284667969,35.69023132324219,36.55435180664063,0.014375404821301396,-0.009603752839550284
242,242,242,242,2020-01-22,35.42018508911133,36.1492919921875,37.13043975830078,-0.020169327333817377,-0.04606071676829826
