,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,JCI,JCI_6m,JCI_12m,JCI_6m_ret,JCI_12m_ret
27,27,27,27,2019-03-15,31.98263931274414,31.60992813110352,31.4681396484375,0.011790953149111383,0.01634985957398949
28,28,28,28,2019-03-18,32.509281158447266,31.796022415161133,31.25545692443848,0.022432326093279942,0.04011537047882441
29,29,29,29,2019-03-19,32.46465301513672,32.02643203735352,31.273178100585938,0.013683103296429744,0.038098939312102065
30,30,30,30,2019-03-20,32.47357940673828,31.982128143310547,31.29090690612793,0.015366434066724999,0.037796044204098767
31,31,31,31,2019-03-21,32.991302490234375,32.141639709472656,31.220014572143555,0.026434954421796553,0.05673565314960727
32,32,32,32,2019-03-22,32.250423431396484,31.911226272583008,31.157978057861328,0.010629399068405654,0.035061497620495485
33,33,33,33,2019-03-25,32.27720260620117,31.98263931274414,31.60992813110352,0.009210099597366739,0.0211096485993294
34,34,34,34,2019-03-26,32.63425827026367,32.509281158447266,31.796022415161133,0.0038443517470374555,0.026362915592324176
35,35,35,35,2019-03-27,32.553924560546875,32.46465301513672,32.02643203735352,0.0027498074711758136,0.016470536667279045
36,36,36,36,2019-03-28,32.937747955322266,32.47357940673828,31.982128143310547,0.014293729150401946,0.0298798068636843
37,37,37,37,2019-03-29,32.973445892333984,32.991302490234375,32.141639709472656,-0.0005412516800655798,0.025879394778237863
38,38,38,38,2019-04-01,32.95560073852539,32.250423431396484,31.911226272583008,0.0218656759229523,0.03272749398664354
39,39,39,39,2019-04-02,32.5806999206543,32.27720260620117,31.98263931274414,0.009402838224735532,0.01869953889865017
40,40,40,40,2019-04-03,32.143306732177734,32.63425827026367,32.509281158447266,-0.015044053828957127,-0.011257536716539618
41,41,41,41,2019-04-04,32.25935363769531,32.553924560546875,32.46465301513672,-0.009048706932514139,-0.006323781663265748
42,42,42,42,2019-04-05,32.30398941040039,32.937747955322266,32.47357940673828,-0.019241101297560625,-0.005222399237661546
43,43,43,43,2019-04-08,32.4914436340332,32.973445892333984,32.991302490234375,-0.014617891617231371,-0.015151231338900062
44,44,44,44,2019-04-09,32.018341064453125,32.95560073852539,32.250423431396484,-0.028440072493553403,-0.0071962579789703884
45,45,45,45,2019-04-10,31.97371292114257,32.5806999206543,32.27720260620117,-0.01863026273192281,-0.009402601853739756
46,46,46,46,2019-04-11,31.96478080749512,32.143306732177734,32.63425827026367,-0.0055540621931065015,-0.020514560411461158
47,47,47,47,2019-04-12,32.2057991027832,32.25935363769531,32.553924560546875,-0.0016601242391146576,-0.010693809193917492
48,48,48,48,2019-04-15,32.66995620727539,32.30398941040039,32.937747955322266,0.011328842150907015,-0.008130238546063207
49,49,49,49,2019-04-16,32.90203857421875,32.4914436340332,32.973445892333984,0.012637017450202404,-0.002165600718481042
50,50,50,50,2019-04-17,32.661033630371094,32.018341064453125,32.95560073852539,0.02007263788664826,-0.00893830188353828
51,51,51,51,2019-04-18,32.80385208129883,31.97371292114257,32.5806999206543,0.02596317675722082,0.006849213220955663
52,52,52,52,2019-04-22,32.714599609375,31.96478080749512,32.143306732177734,0.02345765504839825,0.01777330758024842
53,53,53,53,2019-04-23,32.991302490234375,32.2057991027832,32.25935363769531,0.024390122565947747,0.022689507693166355
54,54,54,54,2019-04-24,33.11626434326172,32.66995620727539,32.30398941040039,0.013661118281111717,0.025144725084630393
55,55,55,55,2019-04-25,32.714599609375,32.90203857421875,32.4914436340332,-0.005696879979668612,0.006868145898819122
56,56,56,56,2019-04-26,33.19660568237305,32.661033630371094,32.018341064453125,0.01639789046675877,0.03679967727085143
57,57,57,57,2019-04-29,33.312644958496094,32.80385208129883,31.97371292114257,0.0155101564272484,0.04187602611732211
58,58,58,58,2019-04-30,33.47331619262695,32.714599609375,31.96478080749512,0.023191987440204676,0.04719367212986203
59,59,59,59,2019-05-01,35.07110595703125,32.991302490234375,32.2057991027832,0.06304096261166126,0.08896866198238285
60,60,60,60,2019-05-02,34.794403076171875,33.11626434326172,32.66995620727539,0.050674155620804795,0.06502753953564788
61,61,61,61,2019-05-03,35.329978942871094,32.714599609375,32.90203857421875,0.0799453260845231,0.07379300717721549
62,62,62,62,2019-05-06,35.338897705078125,33.19660568237305,32.661033630371094,0.06453346595741283,0.08198956913038158
63,63,63,63,2019-05-07,35.035400390625,33.312644958496094,32.80385208129883,0.05171475979392426,0.06802702023517404
64,64,64,64,2019-05-08,35.15144348144531,33.47331619262695,32.714599609375,0.05013328464862399,0.07448796259673585
65,65,65,65,2019-05-09,35.338897705078125,35.07110595703125,32.991302490234375,0.007635680162894509,0.07115800340221945
66,66,66,66,2019-05-10,35.41923522949219,34.794403076171875,33.11626434326172,0.017957835113665555,0.06954198886563301
67,67,67,67,2019-05-13,34.90150451660156,35.329978942871094,32.714599609375,-0.012127786064134893,0.06684798020880756
68,68,68,68,2019-05-14,35.035400390625,35.338897705078125,33.19660568237305,-0.008588194147592598,0.05539104587516097
69,69,69,69,2019-05-15,34.85688400268555,35.035400390625,33.312644958496094,-0.005095314623183911,0.04635594219892791
70,70,70,70,2019-05-16,34.972930908203125,35.15144348144531,33.47331619262695,-0.005078385282710096,0.044800303230980276
71,71,71,71,2019-05-17,34.76762008666992,35.338897705078125,35.07110595703125,-0.016165688674723788,-0.00865344454016237
72,72,72,72,2019-05-20,34.89258575439453,35.41923522949219,34.794403076171875,-0.014869024463270653,0.0028217951607825142
73,73,73,73,2019-05-21,35.249637603759766,34.90150451660156,35.329978942871094,0.00997473008628047,-0.0022740273703881764
74,74,74,74,2019-05-22,34.99970626831055,35.035400390625,35.338897705078125,-0.0010188016097000263,-0.00959824609127058
75,75,75,75,2019-05-23,34.5980110168457,34.85688400268555,35.035400390625,-0.007426739172092911,-0.012484212222570679
76,76,76,76,2019-05-24,34.3748664855957,34.972930908203125,35.15144348144531,-0.01710078072030108,-0.0220923216498784
77,77,77,77,2019-05-28,34.33023834228516,34.76762008666992,35.338897705078125,-0.012580146219224653,-0.02854246816668593
78,78,78,78,2019-05-29,34.14278793334961,34.89258575439453,35.41923522949219,-0.021488743377251374,-0.03603825118956072
79,79,79,79,2019-05-30,34.74977493286133,35.249637603759766,34.90150451660156,-0.014180647089691578,-0.004347365130579428
80,80,80,80,2019-05-31,34.383792877197266,34.99970626831055,35.035400390625,-0.01759767314592986,-0.0185985462179018
81,81,81,81,2019-06-03,34.81224822998047,34.5980110168457,34.85688400268555,0.006192182927234002,-0.0012805439723653222
82,82,82,82,2019-06-04,35.30318832397461,34.3748664855957,34.972930908203125,0.027005831099530475,0.009443229583426804
83,83,83,83,2019-06-05,35.22285461425781,34.33023834228516,34.76762008666992,0.02600087605197876,0.01309363501019245
84,84,84,84,2019-06-06,35.213924407958984,34.14278793334961,34.89258575439453,0.03137226159446471,0.00920936773864578
85,85,85,85,2019-06-07,34.91044616699219,34.74977493286133,35.249637603759766,0.004623662583175925,-0.009622551033869331
86,86,86,86,2019-06-10,34.64265823364258,34.383792877197266,34.99970626831055,0.0075287027632424675,-0.010201458033127775
87,87,87,87,2019-06-11,34.69621276855469,34.81224822998047,34.5980110168457,-0.003333179191967628,0.0028383640799805043
88,88,88,88,2019-06-12,35.28533935546875,35.30318832397461,34.3748664855957,-0.0005055908362173733,0.02648658636258472
89,89,89,89,2019-06-13,35.94588851928711,35.22285461425781,34.33023834228516,0.020527407927255936,0.04706201456841974
90,90,90,90,2019-06-14,35.66023635864258,35.213924407958984,34.14278793334961,0.012674303082865768,0.044444186229173566
91,91,91,91,2019-06-17,34.963985443115234,34.91044616699219,34.74977493286133,0.0015336176417495295,0.0061643711554326686
92,92,92,92,2019-06-18,35.4013786315918,34.64265823364258,34.383792877197266,0.02190133311457032,0.02959492450495116
93,93,93,93,2019-06-19,34.86581039428711,34.69621276855469,34.81224822998047,0.004888073141116056,0.0015386011254656662
94,94,94,94,2019-06-20,35.43709182739258,35.28533935546875,35.30318832397461,0.004300723039533549,0.0037929577971582695
95,95,95,95,2019-06-21,36.0211067199707,35.94588851928711,35.22285461425781,0.002092539753002276,0.022662902097371873
96,96,96,96,2019-06-24,36.33559036254883,35.66023635864258,35.213924407958984,0.018938573404676085,0.031852909706829635
97,97,97,97,2019-06-25,36.46138381958008,34.963985443115234,34.91044616699219,0.04282687907249705,0.044426176771533266
98,98,98,98,2019-06-26,36.49732208251953,35.4013786315918,34.64265823364258,0.030957648919065717,0.05353699581505644
99,99,99,99,2019-06-27,36.41645431518555,34.86581039428711,34.69621276855469,0.04447462724550677,0.04958009561752297
100,100,100,100,2019-06-28,37.11729431152344,35.43709182739258,35.28533935546875,0.04741366736059516,0.051918303451735426
101,101,101,101,2019-07-01,37.638431549072266,36.0211067199707,35.94588851928711,0.044899365299203575,0.04708585875897886
102,102,102,102,2019-07-02,37.41380310058594,36.33559036254883,35.66023635864258,0.029673736611375512,0.04917428825505721
103,103,103,103,2019-07-03,37.58451843261719,36.46138381958008,34.963985443115234,0.030803400622276378,0.07494949320824529
104,104,104,104,2019-07-05,37.62046051025391,36.49732208251953,35.4013786315918,0.030773173582297142,0.06268348760524911
105,105,105,105,2019-07-08,37.45873260498047,36.41645431518555,34.86581039428711,0.028621081030403728,0.07436862018610135
106,106,106,106,2019-07-09,37.42277908325195,37.11729431152344,35.43709182739258,0.008230254316615726,0.056034148217672275
107,107,107,107,2019-07-10,37.1352653503418,37.638431549072266,36.0211067199707,-0.013368415686356383,0.030930716233473987
108,108,108,108,2019-07-11,37.1352653503418,37.41380310058594,36.33559036254883,-0.007444785805262866,0.022008036192999292
109,109,109,109,2019-07-12,37.32395553588867,37.58451843261719,36.46138381958008,-0.00693271877876156,0.02365713052957097
110,110,110,110,2019-07-15,37.57553482055664,37.62046051025391,36.49732208251953,-0.0011941823435421828,0.029542242458208134
111,111,111,111,2019-07-16,37.79117202758789,37.45873260498047,36.41645431518555,0.008874817685722292,0.03774990559223923
112,112,112,112,2019-07-17,36.89265823364258,37.42277908325195,37.11729431152344,-0.014165726399689604,-0.0060520596139228555
113,113,113,113,2019-07-18,36.99150085449219,37.1352653503418,37.638431549072266,-0.0038713738677590426,-0.017188035418973846
114,114,114,114,2019-07-19,37.12628555297852,37.1352653503418,37.41380310058594,-0.00024181320043248355,-0.007684798758213152
115,115,115,115,2019-07-22,36.83876037597656,37.32395553588867,37.58451843261719,-0.012999564299811972,-0.01984216075503653
116,116,116,116,2019-07-23,36.89265823364258,37.57553482055664,37.62046051025391,-0.018173436257798214,-0.01934591620463988
117,117,117,117,2019-07-24,37.19815826416016,37.79117202758789,37.45873260498047,-0.01569185954314467,-0.0069563042500178085
118,118,118,118,2019-07-25,36.94658279418945,36.89265823364258,37.42277908325195,0.0014616610222382143,-0.012724770867581392
119,119,119,119,2019-07-26,37.01845550537109,36.99150085449219,37.1352653503418,0.0007286714584771037,-0.0031455233689244855
120,120,120,120,2019-07-29,36.75789642333984,37.12628555297852,37.1352653503418,-0.009922595922314925,-0.010162009708070796
121,121,121,121,2019-07-30,37.08135986328125,36.83876037597656,37.32395553588867,0.006585441117689994,-0.006499731047374002
122,122,122,122,2019-07-31,38.132606506347656,36.89265823364258,37.57553482055664,0.033609621319570904,0.014825382751072702
123,123,123,123,2019-08-01,37.74625015258789,37.19815826416016,37.79117202758789,0.014734382399673951,-0.0011886870025413776
124,124,124,124,2019-08-02,37.67436599731445,36.94658279418945,36.89265823364258,0.01969825483398857,0.021188708027523706
125,125,125,125,2019-08-05,37.19815826416016,37.01845550537109,36.99150085449219,0.004854409951355221,0.005586618679811695
126,126,126,126,2019-08-06,37.62046051025391,36.75789642333984,37.12628555297852,0.02346608948945139,0.01331064904325574
127,127,127,127,2019-08-07,37.62944412231445,37.08135986328125,36.83876037597656,0.014780586824592934,0.021463364626501225
128,128,128,128,2019-08-08,38.276363372802734,38.132606506347656,36.89265823364258,0.0037699197517784278,0.03750624664661184
129,129,129,129,2019-08-09,38.01580429077149,37.74625015258789,37.19815826416016,0.0071412163352369,0.02198082014719316
130,130,130,130,2019-08-12,37.60248565673828,37.67436599731445,36.94658279418945,-0.001907937630093004,0.01775273416225054
131,131,131,131,2019-08-13,38.51895904541016,37.19815826416016,37.01845550537109,0.035507155270172897,0.04053393150941598
132,132,132,132,2019-08-14,37.296993255615234,37.62046051025391,36.75789642333984,-0.00859817371322491,0.014666150262426125
133,133,133,133,2019-08-15,37.32395553588867,37.62944412231445,37.08135986328125,-0.008118339070670055,0.006542253938417231
134,134,134,134,2019-08-16,38.03377151489258,38.276363372802734,38.132606506347656,-0.006337902468616652,-0.0025918761005394586
135,135,135,135,2019-08-19,38.31230926513672,38.01580429077149,37.74625015258789,0.0077995186448600595,0.014996433030050715
136,136,136,136,2019-08-20,38.06970977783203,37.60248565673828,37.67436599731445,0.012425352019515445,0.010493707592737156
137,137,137,137,2019-08-21,38.54591751098633,38.51895904541016,37.19815826416016,0.0006998752366174088,0.036231881085486695
138,138,138,138,2019-08-22,37.85407257080078,37.296993255615234,37.62046051025391,0.014936306295995516,0.006209707626603667
139,139,139,139,2019-08-23,37.09933090209961,37.32395553588867,37.62944412231445,-0.0060182429907000845,-0.01408772392416191
140,140,140,140,2019-08-26,37.3688850402832,38.03377151489258,38.276363372802734,-0.017481476280863495,-0.02370858285780464
141,141,141,141,2019-08-27,37.72827911376953,38.31230926513672,38.01580429077149,-0.015243929759635733,-0.007563306429156813
142,142,142,142,2019-08-28,38.22246551513672,38.06970977783203,37.60248565673828,0.004012526972129393,0.016487736051761237
143,143,143,143,2019-08-29,38.29433441162109,38.54591751098633,38.51895904541016,-0.006526841637471303,-0.0058315343756892846
144,144,144,144,2019-08-30,38.35723876953125,37.85407257080078,37.296993255615234,0.013292260635612285,0.02842710420782746
145,145,145,145,2019-09-03,37.74625015258789,37.09933090209961,37.32395553588867,0.017437491047895604,0.011314304998921276
146,146,146,146,2019-09-04,38.09666442871094,37.3688850402832,38.03377151489258,0.01947554463140122,0.001653607079006969
147,147,147,147,2019-09-05,38.50099182128906,37.72827911376953,38.31230926513672,0.02048099530830494,0.004924854694781766
148,148,148,148,2019-09-06,38.47403335571289,38.22246551513672,38.06970977783203,0.006581674865441256,0.010620610985490053
149,149,149,149,2019-09-09,38.53692626953125,38.29433441162109,38.54591751098633,0.006334928172469834,-0.00023326053796790536
150,150,150,150,2019-09-10,38.60881423950195,38.35723876953125,37.85407257080078,0.00655874818003177,0.01993818940589631
151,151,151,151,2019-09-11,39.64209747314453,37.74625015258789,37.09933090209961,0.05022611022002832,0.06853941861525636
152,152,152,152,2019-09-12,39.8038330078125,38.09666442871094,37.3688850402832,0.04481149740277468,0.06515977035184362
153,153,153,153,2019-09-13,39.8038330078125,38.50099182128906,37.72827911376953,0.03383915906818369,0.05501321403460091
154,154,154,154,2019-09-16,39.50556182861328,38.47403335571289,38.22246551513672,0.026811030269775937,0.03356916661926057
155,155,155,155,2019-09-17,39.641143798828125,38.53692626953125,38.29433441162109,0.028653492537880743,0.035169938527468636
156,156,156,156,2019-09-18,39.86709213256836,38.60881423950195,38.35723876953125,0.03259043091199154,0.03936293152145365
157,157,157,157,2019-09-19,39.79478454589844,39.64209747314453,37.74625015258789,0.0038516396075496395,0.05427120270303454
158,158,158,158,2019-09-20,39.68633270263672,39.8038330078125,38.09666442871094,-0.0029519846782775083,0.04172722987075361
159,159,159,159,2019-09-23,39.98459243774414,39.8038330078125,38.50099182128906,0.0045412568657938746,0.038534088247428544
160,160,160,160,2019-09-24,39.27961730957031,39.50556182861328,38.47403335571289,-0.005719309094329161,0.020938380606196683
161,161,161,161,2019-09-25,39.49652862548828,39.641143798828125,38.53692626953125,-0.00364810798784565,0.02490085351502791
162,162,162,162,2019-09-26,39.3971061706543,39.86709213256836,38.60881423950195,-0.011788819720064847,0.02041740847730611
163,163,163,163,2019-09-27,39.46941375732422,39.79478454589844,39.64209747314453,-0.008176216865779073,-0.004356069098949589
164,164,164,164,2019-09-30,39.668251037597656,39.68633270263672,39.8038330078125,-0.0004556144094881587,-0.0034062541210096997
165,165,165,165,2019-10-01,38.81867980957031,39.98459243774414,39.8038330078125,-0.029159047450318498,-0.024750209308958437
166,166,166,166,2019-10-02,37.83352279663086,39.27961730957031,39.50556182861328,-0.03681539210381046,-0.04232414259126904
167,167,167,167,2019-10-03,37.98715972900391,39.49652862548828,39.641143798828125,-0.03821522926220733,-0.04172392396692415
168,168,168,168,2019-10-04,38.35773086547852,39.3971061706543,39.86709213256836,-0.02638202157979752,-0.03785982840360724
169,169,169,169,2019-10-07,38.17697143554688,39.46941375732422,39.79478454589844,-0.03274541470830694,-0.04065389796207097
170,170,170,170,2019-10-08,37.33642959594727,39.668251037597656,39.68633270263672,-0.05878306657483534,-0.05921189857215814
171,171,171,171,2019-10-09,37.59852981567383,38.81867980957031,39.98459243774414,-0.031432032204136706,-0.0596745515359548
172,172,172,172,2019-10-10,37.77024841308594,37.83352279663086,39.27961730957031,-0.001672442291061449,-0.03842626277615546
173,173,173,173,2019-10-11,38.61079788208008,37.98715972900391,39.49652862548828,0.016417077705338512,-0.022425533945193754
174,174,174,174,2019-10-14,38.17697143554688,38.35773086547852,39.3971061706543,-0.004712464107054948,-0.03097016135708608
175,175,175,175,2019-10-15,38.14081573486328,38.17697143554688,39.46941375732422,-0.0009470552357627726,-0.03366145822762301
176,176,176,176,2019-10-16,37.96004867553711,37.33642959594727,39.668251037597656,0.016702697240700504,-0.04306220509801428
177,177,177,177,2019-10-17,38.48426818847656,37.59852981567383,38.81867980957031,0.023557792742031403,-0.008614708762231138
178,178,178,178,2019-10-18,37.824485778808594,37.77024841308594,37.83352279663086,0.001435981175698764,-0.000238862711010146
179,179,179,179,2019-10-21,38.31254196166992,38.61079788208008,37.98715972900391,-0.007724676431734134,0.008565584660376047
180,180,180,180,2019-10-22,38.583683013916016,38.17697143554688,38.35773086547852,0.01065332222740012,0.005890654721727673
181,181,181,181,2019-10-23,38.2944564819336,38.14081573486328,38.17697143554688,0.0040282501595758635,0.0030773799484085096
182,182,182,182,2019-10-24,38.231201171875,37.96004867553711,37.33642959594727,0.0071431019136871665,0.023965108223011455
183,183,183,183,2019-10-25,38.466190338134766,38.48426818847656,37.59852981567383,-0.0004697465014342761,0.02307698004987513
184,184,184,184,2019-10-28,38.56560516357422,37.824485778808594,37.77024841308594,0.019593640719917982,0.021057757994853876
185,185,185,185,2019-10-29,39.18923568725586,38.31254196166992,38.61079788208008,0.022882682294039114,0.014981244545693384
186,186,186,186,2019-10-30,39.05366134643555,38.583683013916016,38.17697143554688,0.012180753515677267,0.022963841235252413
187,187,187,187,2019-10-31,39.1621208190918,38.2944564819336,38.14081573486328,0.02265770079717777,0.026777221843605536
188,188,188,188,2019-11-01,39.60499572753906,38.231201171875,37.96004867553711,0.035933858041444555,0.04333363916527366
189,189,189,189,2019-11-04,40.18342590332031,38.466190338134766,38.48426818847656,0.04464272521116053,0.04415200794574381
190,190,190,190,2019-11-05,39.668251037597656,38.56560516357422,37.824485778808594,0.028591431907955656,0.04874528287234625
191,191,191,191,2019-11-06,39.97555541992188,39.18923568725586,38.31254196166992,0.02006468661295502,0.04340650275608793
192,192,192,192,2019-11-07,38.22215270996094,39.05366134643555,38.583683013916016,-0.02129143869760375,-0.009370030948696262
193,193,193,193,2019-11-08,38.43003845214844,39.1621208190918,38.2944564819336,-0.018693634349508104,0.0035405116737667885
194,194,194,194,2019-11-11,38.17697143554688,39.60499572753906,38.231201171875,-0.03605667077497532,-0.0014184680226059232
195,195,195,195,2019-11-12,38.466190338134766,40.18342590332031,38.466190338134766,-0.042734921838599504,0.0
196,196,196,196,2019-11-13,37.824485778808594,39.668251037597656,38.56560516357422,-0.04647962061754474,-0.019217107617583107
197,197,197,197,2019-11-14,38.231201171875,39.97555541992188,39.18923568725586,-0.04363552250177316,-0.02444636897300878
198,198,198,198,2019-11-15,38.31254196166992,38.22215270996094,39.05366134643555,0.0023648393745605567,-0.01897695015561629
199,199,199,199,2019-11-18,38.4390754699707,38.43003845214844,39.1621208190918,0.00023515505542670567,-0.018462875196702977
200,200,200,200,2019-11-19,38.78251647949219,38.17697143554688,39.60499572753906,0.015861526495563716,-0.020767058118250747
201,201,201,201,2019-11-20,38.33060836791992,38.466190338134766,40.18342590332031,-0.0035247049167858036,-0.0461089987662624
202,202,202,202,2019-11-21,38.167930603027344,37.824485778808594,39.668251037597656,0.00907996016726198,-0.037821693554079494
203,203,203,203,2019-11-22,38.592716217041016,38.231201171875,39.97555541992188,0.009456021105399337,-0.034592119818095846
204,204,204,204,2019-11-25,38.520416259765625,38.31254196166992,38.22215270996094,0.005425750614607372,0.007803421017857914
205,205,205,205,2019-11-26,38.81867980957031,38.4390754699707,38.43003845214844,0.00987548048329523,0.010112957807882461
206,206,206,206,2019-11-27,38.963287353515625,38.78251647949219,38.17697143554688,0.004661143485081176,0.020596602831533195
207,207,207,207,2019-11-29,38.71022033691406,38.33060836791992,38.466190338134766,0.009903624939901823,0.0063440126675962105
208,208,208,208,2019-12-02,38.204078674316406,38.167930603027344,37.824485778808594,0.000947079674426865,0.010035639287407916
209,209,209,209,2019-12-03,37.77024841308594,38.592716217041016,38.231201171875,-0.02131147751636897,-0.01205697819215168
210,210,210,210,2019-12-04,38.07755661010742,38.520416259765625,38.31254196166992,-0.011496751402470418,-0.006133379293850938
211,211,211,211,2019-12-05,37.73409271240234,38.81867980957031,38.4390754699707,-0.027939824396103874,-0.018340263103339027
212,212,212,212,2019-12-06,38.0413932800293,38.963287353515625,38.78251647949219,-0.02366058246374192,-0.019109724348464807
213,213,213,213,2019-12-09,37.96004867553711,38.71022033691406,38.33060836791992,-0.01937916278563756,-0.009667461805613953
214,214,214,214,2019-12-10,38.0413932800293,38.204078674316406,38.167930603027344,-0.004258325287045284,-0.0033152785859449363
215,215,215,215,2019-12-11,38.592716217041016,37.77024841308594,38.592716217041016,0.021775546587883277,0.0
216,216,216,216,2019-12-12,37.96908950805664,38.07755661010742,38.520416259765625,-0.002848583567517826,-0.014312585512863296
217,217,217,217,2019-12-13,36.77772521972656,37.73409271240234,38.81867980957031,-0.0253449181875105,-0.052576610020121706
218,218,218,218,2019-12-16,36.92323684692383,38.0413932800293,38.963287353515625,-0.029393151425199493,-0.05235827480577626
219,219,219,219,2019-12-17,36.99598693847656,37.96004867553711,38.71022033691406,-0.025396746598004838,-0.04428374169709404
220,220,220,220,2019-12-18,36.92323684692383,38.0413932800293,38.204078674316406,-0.029393151425199493,-0.033526311112264895
221,221,221,221,2019-12-19,37.06875228881836,38.592716217041016,37.77024841308594,-0.03948838220279849,-0.01857271672125238
222,222,222,222,2019-12-20,37.487091064453125,37.96908950805664,38.07755661010742,-0.012694495702912256,-0.01550691793857284
223,223,223,223,2019-12-23,37.47799301147461,36.77772521972656,37.73409271240234,0.019040541185305404,-0.00678695796079265
224,224,224,224,2019-12-24,37.39614486694336,36.92323684692383,38.0413932800293,0.012807870067841343,-0.01696174502169656
225,225,225,225,2019-12-26,37.38705062866211,36.99598693847656,37.96004867553711,0.010570435405220513,-0.015094765862201376
226,226,226,226,2019-12-27,37.34157943725586,36.92323684692383,38.0413932800293,0.011330062747922032,-0.018396114927284213
227,227,227,227,2019-12-30,36.96870422363281,37.06875228881836,38.592716217041016,-0.0026989865859533557,-0.04208079017488553
228,228,228,228,2019-12-31,37.02327346801758,37.487091064453125,37.96908950805664,-0.012372728405041777,-0.024910158560382922
229,229,229,229,2020-01-02,37.65079116821289,37.47799301147461,36.77772521972656,0.004610656624152165,0.02373898720680101
230,230,230,230,2020-01-03,36.977806091308594,37.39614486694336,36.92323684692383,-0.011186681865824055,0.001477910634189561
231,231,231,231,2020-01-06,37.450714111328125,37.38705062866211,36.99598693847656,0.0017028217416328317,0.012291256714079823
232,232,232,232,2020-01-07,37.05964660644531,37.34157943725586,36.92323684692383,-0.007550104603482821,0.0036944149855282493
233,233,233,233,2020-01-08,37.359771728515625,36.96870422363281,37.06875228881836,0.01057833951975029,0.007850802137331359
234,234,234,234,2020-01-09,37.58713150024414,37.02327346801758,37.487091064453125,0.015229826522866752,0.002668663610601696
235,235,235,235,2020-01-10,37.268829345703125,37.65079116821289,37.47799301147461,-0.010144855145361231,-0.005580972964786213
236,236,236,236,2020-01-13,37.43251419067383,36.977806091308594,37.39614486694336,0.012296784137015404,0.0009725420590778189
237,237,237,237,2020-01-14,37.268829345703125,37.450714111328125,37.38705062866211,-0.004856643456365606,-0.0031620917128015735
238,238,238,238,2020-01-15,37.22335433959961,37.05964660644531,37.34157943725586,0.0044174121489282125,-0.00316604437835577
239,239,239,239,2020-01-16,37.32339096069336,37.359771728515625,36.96870422363281,-0.0009737952385425741,0.009594243144551706
240,240,240,240,2020-01-17,37.27791976928711,37.58713150024414,37.02327346801758,-0.00822653175741872,0.006878006113897772
241,241,241,241,2020-01-21,37.31428909301758,37.268829345703125,37.65079116821289,0.0012197793199451024,-0.00893745030992621
242,242,242,242,2020-01-22,37.62350845336914,37.43251419067383,36.977806091308594,0.0051023626605049,0.017461889449745138
243,243,243,243,2020-01-23,37.96908187866211,37.268829345703125,37.450714111328125,0.018789228029232996,0.013841331991508943
