,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,JBHT,JBHT_6m,JBHT_12m,JBHT_6m_ret,JBHT_12m_ret
484,484,484,484,2021-01-06,143.6429443359375,133.3542022705078,135.27537536621094,0.07715348965575952,0.06185581778704585
485,485,485,485,2021-01-07,144.79373168945312,132.73004150390625,136.98208618164062,0.09088892046486574,0.05702676697049358
486,486,486,486,2021-01-08,145.65196228027344,132.08636474609375,137.2941436767578,0.10270248227556644,0.06087527391694936
487,487,487,487,2021-01-11,144.47193908691406,133.2664031982422,136.39691162109375,0.08408372717918211,0.05920242159333111
488,488,488,488,2021-01-12,145.33987426757812,131.50120544433594,135.0120849609375,0.10523606058577206,0.07649529528877896
489,489,489,489,2021-01-13,145.52520751953125,134.6512451171875,134.01734924316406,0.08075649350943692,0.0858684218226633
490,490,490,490,2021-01-14,148.18756103515625,143.6429443359375,133.3542022705078,0.03163828700552296,0.11123278091048916
491,491,491,491,2021-01-15,147.75848388671875,144.79373168945312,132.73004150390625,0.02047569437345742,0.11322562859569518
492,492,492,492,2021-01-19,144.84249877929688,145.65196228027344,132.08636474609375,-0.005557518678800499,0.09657419263316025
493,493,493,493,2021-01-20,146.3053741455078,144.47193908691406,133.2664031982422,0.012690596320512837,0.09784139613845011
494,494,494,494,2021-01-21,143.65272521972656,145.33987426757812,131.50120544433594,-0.011608301275570332,0.09240614741386777
495,495,495,495,2021-01-22,142.52145385742188,145.52520751953125,134.6512451171875,-0.020640779101491646,0.05844883746440588
496,496,496,496,2021-01-25,143.10658264160156,148.18756103515625,143.6429443359375,-0.03428748241796942,-0.003733992621883009
497,497,497,497,2021-01-26,139.9077911376953,147.75848388671875,144.79373168945312,-0.05313192544018175,-0.0337441441335109
498,498,498,498,2021-01-27,132.36920166015625,144.84249877929688,145.65196228027344,-0.08611627957445522,-0.09119520542097193
499,499,499,499,2021-01-28,133.3931884765625,146.3053741455078,144.47193908691406,-0.08825503331206086,-0.07668444599256474
500,500,500,500,2021-01-29,131.32568359375,143.65272521972656,145.33987426757812,-0.08581140112115182,-0.09642357779962907
501,501,501,501,2021-02-01,133.5199737548828,142.52145385742188,145.52520751953125,-0.06315877265428493,-0.08249590548109809
502,502,502,502,2021-02-02,137.11862182617188,143.10658264160156,148.18756103515625,-0.041842665130408685,-0.0746954679033982
503,503,503,503,2021-02-03,135.6069793701172,139.9077911376953,147.75848388671875,-0.03074033070356552,-0.08223896318479884
504,504,504,504,2021-02-04,138.83177185058594,132.36920166015625,144.84249877929688,0.04882230994352943,-0.0414983653234936
505,505,505,505,2021-02-05,141.35293579101562,133.3931884765625,146.3053741455078,0.059671317593938955,-0.03385000984014941
506,506,506,506,2021-02-08,142.6917266845703,131.32568359375,143.65272521972656,0.08654851648045203,-0.006689734104844414
507,507,507,507,2021-02-09,144.9686279296875,133.5199737548828,142.52145385742188,0.08574488035641936,0.01717056629743463
508,508,508,508,2021-02-10,143.37576293945312,137.11862182617188,143.10658264160156,0.045633051367840904,0.0018809777501689329
509,509,509,509,2021-02-11,143.9621124267578,135.6069793701172,139.9077911376953,0.061612854260521877,0.028978524041397336
510,510,510,510,2021-02-12,144.93930053710938,138.83177185058594,132.36920166015625,0.043992298053334045,0.09496241360755131
511,511,511,511,2021-02-16,142.9849090576172,141.35293579101562,133.3931884765625,0.011545379354655605,0.07190562494680885
512,512,512,512,2021-02-17,140.54185485839844,142.6917266845703,131.32568359375,-0.01506654853875522,0.07017798051718693
513,513,513,513,2021-02-18,143.55165100097656,144.9686279296875,133.5199737548828,-0.009774369454598086,0.07513240876237726
514,514,514,514,2021-02-19,143.21942138671875,143.37576293945312,137.11862182617188,-0.001090432228774918,0.04449285938915715
515,515,515,515,2021-02-22,142.23243713378906,143.9621124267578,135.6069793701172,-0.012014795169449477,0.04885779326732709
516,516,516,516,2021-02-23,141.21617126464844,144.93930053710938,138.83177185058594,-0.02568750682985177,0.01717473876677622
517,517,517,517,2021-02-24,143.317138671875,142.9849090576172,141.35293579101562,0.002323529220303433,0.013895734601249154
518,518,518,518,2021-02-25,143.1412353515625,140.54185485839844,142.6917266845703,0.01849541900370566,0.0031502083367864753
519,519,519,519,2021-02-26,143.5223388671875,143.55165100097656,144.9686279296875,-0.00020419224428747107,-0.009976565848450192
520,520,520,520,2021-03-01,145.98492431640625,143.21942138671875,143.37576293945312,0.01930955245392396,0.018198064466830255
521,521,521,521,2021-03-02,147.2943572998047,142.23243713378906,143.9621124267578,0.035589070032275405,0.023146679476117038
522,522,522,522,2021-03-03,149.11199951171875,141.21617126464844,144.93930053710938,0.05591305993045936,0.028789285991766
523,523,523,523,2021-03-04,145.88719177246094,143.317138671875,142.9849090576172,0.01793262916356486,0.020297825371726752
524,524,524,524,2021-03-05,152.08270263671875,143.1412353515625,140.54185485839844,0.062466048048247735,0.08211680278411149
525,525,525,525,2021-03-08,155.75701904296875,143.5223388671875,143.55165100097656,0.08524582495205135,0.08502422617145067
526,526,526,526,2021-03-09,157.02740478515625,145.98492431640625,143.21942138671875,0.07564123843922843,0.09641138935447446
527,527,527,527,2021-03-10,153.42147827148438,147.2943572998047,142.23243713378906,0.04159779834069588,0.07866729533130679
528,528,528,528,2021-03-11,155.6592559814453,149.11199951171875,141.21617126464844,0.043908313825622214,0.1022764219384591
529,529,529,529,2021-03-12,159.1186065673828,145.88719177246094,143.317138671875,0.09069620598056893,0.11025525657252566
530,530,530,530,2021-03-15,157.77981567382812,152.08270263671875,143.1412353515625,0.03746062463604494,0.10226668986272536
531,531,531,531,2021-03-16,154.56480407714844,155.75701904296875,143.5223388671875,-0.007654325777070814,0.07693899985966235
532,532,532,532,2021-03-17,156.25537109375,157.02740478515625,145.98492431640625,-0.00491655384907197,0.07035279036815933
533,533,533,533,2021-03-18,158.39544677734375,153.42147827148438,147.2943572998047,0.03242028796683716,0.07536669890852488
534,534,534,534,2021-03-19,158.61044311523438,155.6592559814453,149.11199951171875,0.018959278169367932,0.06370006193075795
535,535,535,535,2021-03-22,154.79934692382812,159.1186065673828,145.88719177246094,-0.027144906159831117,0.06108935982034258
536,536,536,536,2021-03-23,152.39540100097656,157.77981567382812,152.08270263671875,-0.034126131088798806,0.002056107360248305
537,537,537,537,2021-03-24,155.893798828125,154.56480407714844,155.75701904296875,0.008598301268594177,0.000878161292484192
538,538,538,538,2021-03-25,157.74072265625,156.25537109375,157.02740478515625,0.009505923233888769,0.00454263300135227
539,539,539,539,2021-03-26,163.0958251953125,158.39544677734375,153.42147827148438,0.02967495918349261,0.06305731787246271
540,540,540,540,2021-03-29,163.52578735351562,158.61044311523438,155.6592559814453,0.030990041650095668,0.05053686863958795
541,541,541,541,2021-03-30,165.48019409179688,154.79934692382812,159.1186065673828,0.06899801181476861,0.0399801610990107
542,542,542,542,2021-03-31,164.23915100097656,152.39540100097656,157.77981567382812,0.0777172402986368,0.04093892047954695
543,543,543,543,2021-04-01,165.92974853515625,155.893798828125,154.56480407714844,0.06437683719604537,0.07352866990557039
544,544,544,544,2021-04-05,167.17079162597656,157.74072265625,156.25537109375,0.0597820829709057,0.06985629009627803
545,545,545,545,2021-04-06,165.44113159179688,163.0958251953125,158.39544677734375,0.014379929061187235,0.0444816120526319
546,546,546,546,2021-04-07,165.4508819580078,163.52578735351562,158.61044311523438,0.011772422170519548,0.0431272916740022
547,547,547,547,2021-04-08,163.78964233398438,165.48019409179688,154.79934692382812,-0.010216036832025321,0.05807708875270712
548,548,548,548,2021-04-09,165.64633178710938,164.23915100097656,152.39540100097656,0.00856787664546843,0.08695098867220996
549,549,549,549,2021-04-12,167.59097290039062,165.92974853515625,155.893798828125,0.010011612624618582,0.07503296577666907
550,550,550,550,2021-04-13,166.52581787109375,167.17079162597656,157.74072265625,-0.003858172522900216,0.05569326085812554
551,551,551,551,2021-04-14,165.32383728027344,165.44113159179688,163.0958251953125,-0.0007089791419756519,0.013660754849444068
552,552,552,552,2021-04-15,165.90040588378906,165.4508819580078,163.52578735351562,0.002716963007155959,0.014521370413217438
553,553,553,553,2021-04-16,168.23593139648438,163.78964233398438,165.48019409179688,0.027146338432277428,0.016652973606973154
554,554,554,554,2021-04-19,163.1251220703125,165.64633178710938,164.23915100097656,-0.015220437963197164,-0.00678296815268753
555,555,555,555,2021-04-20,164.53233337402344,167.59097290039062,165.92974853515625,-0.018250622175128295,-0.008421727709885252
556,556,556,556,2021-04-21,162.97854614257812,166.52581787109375,167.17079162597656,-0.021301632226550793,-0.025077619377301574
557,557,557,557,2021-04-22,165.7244873046875,165.32383728027344,165.44113159179688,0.002423425629389575,0.0017127283291906714
558,558,558,558,2021-04-23,165.34341430664062,165.90040588378906,165.4508819580078,-0.00335738525883178,-0.0006495441432247118
559,559,559,559,2021-04-26,163.93618774414062,168.23593139648438,163.78964233398438,-0.02555782000107021,0.0008947171998667791
560,560,560,560,2021-04-27,165.7733612060547,163.1251220703125,165.64633178710938,0.016234404009216385,0.0007668713069273192
561,561,561,561,2021-04-28,165.06979370117188,164.53233337402344,167.59097290039062,0.00326659396440121,-0.015043645582970888
562,562,562,562,2021-04-29,168.09910583496094,162.97854614257812,166.52581787109375,0.03141861191903872,0.009447711976319884
563,563,563,563,2021-04-30,166.81898498535156,165.7244873046875,165.32383728027344,0.0066043208126014274,0.009043751522313181
564,564,564,564,2021-05-03,170.1317138671875,165.34341430664062,165.90040588378906,0.0289597234980683,0.025505109290464345
565,565,565,565,2021-05-04,172.54537963867188,163.93618774414062,168.23593139648438,0.052515506264961154,0.02561550440750593
566,566,566,566,2021-05-05,169.6919708251953,165.7733612060547,163.1251220703125,0.023638355346308204,0.04025651396633001
567,567,567,567,2021-05-06,171.20925903320312,165.06979370117188,164.53233337402344,0.0371931483911927,0.04058123726964569
568,568,568,568,2021-05-07,174.5081329345703,168.09910583496094,162.97854614257812,0.03812647942280978,0.07074297240267313
569,569,569,569,2021-05-10,176.66171264648438,166.81898498535156,165.7244873046875,0.059002443049255504,0.06599643492448148
570,570,570,570,2021-05-11,172.71676635742188,170.1317138671875,165.34341430664062,0.015194418674065568,0.044594168335648776
571,571,571,571,2021-05-12,169.52554321289062,172.54537963867188,163.93618774414062,-0.017501693943385188,0.03409470200364462
572,572,572,572,2021-05-13,172.27626037597656,169.6919708251953,165.7733612060547,0.015229297757661131,0.03922764865603967
573,573,573,573,2021-05-14,172.76571655273438,171.20925903320312,165.06979370117188,0.009090965805940376,0.04662223583737268
574,574,574,574,2021-05-17,172.35455322265625,174.5081329345703,168.09910583496094,-0.012340855842641552,0.025315110193824042
575,575,575,575,2021-05-18,169.77027893066406,176.66171264648438,166.81898498535156,-0.03900920925413354,0.017691595147708572
576,576,576,576,2021-05-19,167.66563415527344,172.71676635742188,170.1317138671875,-0.029245175837159687,-0.014495120608960632
577,577,577,577,2021-05-20,166.23648071289062,169.52554321289062,172.54537963867188,-0.019401574757790807,-0.036563708277745466
578,578,578,578,2021-05-21,167.08810424804688,172.27626037597656,169.6919708251953,-0.030115328232729444,-0.015344665775794186
579,579,579,579,2021-05-24,167.47967529296875,172.76571655273438,171.20925903320312,-0.03059658689953182,-0.021783773618873514
580,580,580,580,2021-05-25,164.1318359375,172.35455322265625,174.5081329345703,-0.047708152360406375,-0.05946024877224931
581,581,581,581,2021-05-26,165.86447143554688,169.77027893066406,176.66171264648438,-0.023006426800490587,-0.06111817353737381
582,582,582,582,2021-05-27,168.62498474121094,167.66563415527344,172.71676635742188,0.005721808113933857,-0.023690703007624436
583,583,583,583,2021-05-28,167.92015075683594,166.23648071289062,169.52554321289062,0.010128162222425852,-0.009469914831882531
584,584,584,584,2021-06-01,168.50750732421875,167.08810424804688,172.27626037597656,0.008494937940433767,-0.021876218136688497
585,585,585,585,2021-06-02,166.5007781982422,167.47967529296875,172.76571655273438,-0.005844870985175943,-0.03626262478169329
586,586,586,586,2021-06-03,165.93299865722656,164.1318359375,172.35455322265625,0.010973877855192216,-0.037257817941914184
587,587,587,587,2021-06-04,163.5542755126953,165.86447143554688,169.77027893066406,-0.01392821442022485,-0.036614202775195004
588,588,588,588,2021-06-07,160.1183624267578,168.62498474121094,167.66563415527344,-0.050446986414903194,-0.04501382627716166
589,589,589,589,2021-06-08,161.9978485107422,167.92015075683594,166.23648071289062,-0.035268561988547775,-0.025497605483293606
590,590,590,590,2021-06-09,162.0859375,168.50750732421875,167.08810424804688,-0.03810850879102534,-0.02993730026777386
591,591,591,591,2021-06-10,160.7350616455078,166.5007781982422,167.47967529296875,-0.03462876639452994,-0.04027123670775412
592,592,592,592,2021-06-11,161.7628936767578,165.93299865722656,164.1318359375,-0.025131257882484714,-0.014433167381642242
593,593,593,593,2021-06-14,161.1363983154297,163.5542755126953,165.86447143554688,-0.014783332258886395,-0.02850564125756405
594,594,594,594,2021-06-15,163.26060485839844,160.1183624267578,168.62498474121094,0.01962449767794716,-0.031812485504714605
595,595,595,595,2021-06-16,161.0385284423828,161.9978485107422,167.92015075683594,-0.005921807463361239,-0.040981515818303116
596,596,596,596,2021-06-17,155.28260803222656,162.0859375,168.50750732421875,-0.041973594826962946,-0.07848255251053393
597,597,597,597,2021-06-18,152.60040283203125,160.7350616455078,166.5007781982422,-0.05060911247489419,-0.08348534773609662
598,598,598,598,2021-06-21,156.32022094726562,161.7628936767578,165.93299865722656,-0.03364599016365266,-0.05793168199062304
599,599,599,599,2021-06-22,156.96629333496094,161.1363983154297,163.5542755126953,-0.025879348328896046,-0.04028009758279294
600,600,600,600,2021-06-23,155.87973022460938,163.26060485839844,160.1183624267578,-0.04520915894064437,-0.02647186829734971
601,601,601,601,2021-06-24,157.10337829589844,161.0385284423828,161.9978485107422,-0.024436078648671367,-0.030213180359115688
602,602,602,602,2021-06-25,158.5814666748047,155.28260803222656,162.0859375,0.021244224864470862,-0.021621066449366122
603,603,603,603,2021-06-28,158.36610412597656,152.60040283203125,160.7350616455078,0.037783001793852966,-0.014738274868465573
604,604,604,604,2021-06-29,158.24867248535156,156.32022094726562,161.7628936767578,0.012336545626662643,-0.021724519829798172
605,605,605,605,2021-06-30,159.5114288330078,156.96629333496094,161.1363983154297,0.01621453526086425,-0.010084434674038967
606,606,606,606,2021-07-01,163.417236328125,155.87973022460938,163.26060485839844,0.048354626304874415,0.0009593953780975273
607,607,607,607,2021-07-02,161.82164001464844,157.10337829589844,161.0385284423828,0.03003284696948616,0.004862883310224886
608,608,608,608,2021-07-06,159.57998657226562,158.5814666748047,155.28260803222656,0.00629657373209036,0.02767456442480154
609,609,609,609,2021-07-07,163.417236328125,158.36610412597656,152.60040283203125,0.03189528611583681,0.0708833875622199
610,610,610,610,2021-07-08,158.88494873046875,158.24867248535156,156.32022094726562,0.004020736699551719,0.016406884327961224
611,611,611,611,2021-07-09,162.28170776367188,159.5114288330078,156.96629333496094,0.01736727550452999,0.03386341306644747
612,612,612,612,2021-07-12,161.9586944580078,163.417236328125,155.87973022460938,-0.008925263349752077,0.03899778518117247
613,613,613,613,2021-07-13,163.38787841796875,161.82164001464844,157.10337829589844,0.009678794524505596,0.04000232324879538
614,614,614,614,2021-07-14,166.05047607421875,159.57998657226562,158.5814666748047,0.040546998661532996,0.04709887956031067
615,615,615,615,2021-07-15,164.21990966796875,163.417236328125,158.36610412597656,0.004911803417309457,0.03696375290848608
616,616,616,616,2021-07-16,161.46923828125,158.88494873046875,158.24867248535156,0.01626516275726786,0.020351297393641943
617,617,617,617,2021-07-19,156.31044006347656,162.28170776367188,159.5114288330078,-0.036795691778713446,-0.020067457190684146
618,618,618,618,2021-07-20,160.87210083007812,161.9586944580078,163.417236328125,-0.006709078704085325,-0.015574461759569225
619,619,619,619,2021-07-21,160.17709350585938,163.38787841796875,161.82164001464844,-0.019651304265642877,-0.010162710677262932
620,620,620,620,2021-07-22,160.20645141601562,166.05047607421875,159.57998657226562,-0.035194266203675606,0.0039257105932033465
621,621,621,621,2021-07-23,163.720703125,164.21990966796875,163.417236328125,-0.003039866140336356,0.0018570060520768372
622,622,622,622,2021-07-26,162.05657958984375,161.46923828125,158.88494873046875,0.0036374811378667715,0.019961808117868518
623,623,623,623,2021-07-27,161.8999481201172,156.31044006347656,162.28170776367188,0.035759019387129554,-0.002352450247261606
624,624,624,624,2021-07-28,161.01893615722656,160.87210083007812,161.9586944580078,0.0009127457551110219,-0.005802456632082231
625,625,625,625,2021-07-29,163.87733459472656,160.17709350585938,163.38787841796875,0.02310093789241985,0.0029956700674313996
626,626,626,626,2021-07-30,164.8953857421875,160.20645141601562,166.05047607421875,0.0292680743174063,-0.00695626028506513
627,627,627,627,2021-08-02,163.93606567382812,163.720703125,164.21990966796875,0.0013154264837458296,-0.0017284383770185263
628,628,628,628,2021-08-03,167.60690307617188,162.05657958984375,161.46923828125,0.03424929429200407,0.03801135659184318
629,629,629,629,2021-08-04,164.10243225097656,161.8999481201172,156.31044006347656,0.013603982931639447,0.04984946740816376
630,630,630,630,2021-08-05,163.64154052734375,161.01893615722656,160.87210083007812,0.016287552462502575,0.017215164611984912
631,631,631,631,2021-08-06,163.81808471679688,163.87733459472656,160.17709350585938,-0.0003615501684611777,0.022731035575972003
632,632,632,632,2021-08-09,162.17056274414062,164.8953857421875,160.20645141601562,-0.01652455577081524,0.012259876620228649
633,633,633,633,2021-08-10,163.88670349121094,163.93606567382812,163.720703125,-0.00030110630271806826,0.0010139240978228603
634,634,634,634,2021-08-11,169.41761779785156,167.60690307617188,162.05657958984375,0.010803342156240348,0.04542264329309065
635,635,635,635,2021-08-12,169.800048828125,164.10243225097656,161.8999481201172,0.03471987891340067,0.04879619048516659
636,636,636,636,2021-08-13,172.2124786376953,163.64154052734375,161.01893615722656,0.05237629811312727,0.06951693227893907
637,637,637,637,2021-08-16,173.3892364501953,163.81808471679688,163.87733459472656,0.058425489163450584,0.058042815249540025
638,638,638,638,2021-08-17,171.48678588867188,162.17056274414062,164.8953857421875,0.05744706676038125,0.03997322373101442
639,639,639,639,2021-08-18,169.89813232421875,163.88670349121094,163.93606567382812,0.03668039386325317,0.03636824286275675
640,640,640,640,2021-08-19,168.21139526367188,169.41761779785156,167.60690307617188,-0.007119817583664423,0.003606606747129426
641,641,641,641,2021-08-20,171.1141357421875,169.800048828125,164.10243225097656,0.00773902553698691,0.04272760247993945
642,642,642,642,2021-08-23,171.5161895751953,172.2124786376953,163.64154052734375,-0.004043197496534923,0.04812133289918363
643,643,643,643,2021-08-24,170.6924591064453,173.3892364501953,163.81808471679688,-0.01555331460568854,0.04196346454381161
644,644,644,644,2021-08-25,171.82020568847656,171.48678588867188,162.17056274414062,0.0019442885822185119,0.05950304901858394
645,645,645,645,2021-08-26,171.56524658203125,169.89813232421875,163.88670349121094,0.009812434280508375,0.04685275209792783
646,646,646,646,2021-08-27,176.08604431152344,168.21139526367188,169.41761779785156,0.04681400469634078,0.0393608799388776
647,647,647,647,2021-08-30,179.1750946044922,171.1141357421875,169.800048828125,0.04710866713226958,0.05521226784720645
648,648,648,648,2021-08-31,173.9678192138672,171.5161895751953,172.2124786376953,0.014293867213025058,0.010192876788358562
649,649,649,649,2021-09-01,175.67417907714844,170.6924591064453,173.3892364501953,0.029185354741397607,0.013178111131537662
650,650,650,650,2021-09-02,179.39083862304688,171.82020568847656,171.48678588867188,0.04406136579941289,0.04609132239207203
651,651,651,651,2021-09-03,177.57662963867188,171.56524658203125,169.89813232421875,0.03503846598539617,0.045194712910676005
652,652,652,652,2021-09-07,175.85069274902344,176.08604431152344,168.21139526367188,-0.0013365713530575363,0.0454148630856841
653,653,653,653,2021-09-08,173.72267150878906,179.1750946044922,171.1141357421875,-0.030430697456801714,0.015244420078372567
654,654,654,654,2021-09-09,169.41761779785156,173.9678192138672,171.5161895751953,-0.026155420218390124,-0.012235415108867609
655,655,655,655,2021-09-10,170.41786193847656,175.67417907714844,170.6924591064453,-0.029920829380187586,-0.0016087246584074455
656,656,656,656,2021-09-13,168.3780975341797,179.39083862304688,171.82020568847656,-0.06138965163103005,-0.020033197728430596
657,657,657,657,2021-09-14,164.8968048095703,177.57662963867188,171.56524658203125,-0.07140480622310563,-0.038868255111751515
658,658,658,658,2021-09-15,168.66250610351562,175.85069274902344,176.08604431152344,-0.040876646734436806,-0.04215858353246005
659,659,659,659,2021-09-16,167.87799072265625,173.72267150878906,179.1750946044922,-0.033643742266749044,-0.06305063718131676
660,660,660,660,2021-09-17,165.4557647705078,169.41761779785156,173.9678192138672,-0.023385130064046966,-0.04892890237875025
661,661,661,661,2021-09-20,165.81858825683594,170.41786193847656,175.67417907714844,-0.026988213731381272,-0.05610153337323609
662,662,662,662,2021-09-21,167.3876495361328,168.3780975341797,179.39083862304688,-0.0058822852410825854,-0.0669108254303683
663,663,663,663,2021-09-22,165.24981689453125,164.8968048095703,177.57662963867188,0.0021408060960830255,-0.06941686397147473
664,664,664,664,2021-09-23,167.51513671875,168.66250610351562,175.85069274902344,-0.006802753091202374,-0.04740132609070846
665,665,665,665,2021-09-24,170.38845825195312,167.87799072265625,173.72267150878906,0.01495411946789571,-0.0191927353400575
666,666,666,666,2021-09-27,171.1631622314453,165.4557647705078,169.41761779785156,0.03449500516862525,0.010303204922150089
667,667,667,667,2021-09-28,168.30946350097656,165.81858825683594,170.41786193847656,0.015021688884979012,-0.012371933396636337
668,668,668,668,2021-09-29,166.78945922851562,167.3876495361328,168.3780975341797,-0.00357368246268408,-0.009434946284160195
669,669,669,669,2021-09-30,163.9847869873047,165.24981689453125,164.8968048095703,-0.0076552575427901726,-0.005530839868721937
670,670,670,670,2021-10-01,163.5827178955078,167.51513671875,168.66250610351562,-0.023475005902568236,-0.03011806432480091
671,671,671,671,2021-10-04,162.2784423828125,170.38845825195312,167.87799072265625,-0.047597213756980894,-0.033354868709946084
672,672,672,672,2021-10-05,167.41708374023438,171.1631622314453,165.4557647705078,-0.021886008895684705,0.011854038282963275
673,673,673,673,2021-10-06,168.33889770507812,168.30946350097656,165.81858825683594,0.00017488145639177333,0.015199197356200456
674,674,674,674,2021-10-07,169.70199584960938,166.78945922851562,167.3876495361328,0.017462354243281908,0.013826266871481252
675,675,675,675,2021-10-08,166.4952850341797,163.9847869873047,165.24981689453125,0.015309335048679484,0.007536880603282947
676,676,676,676,2021-10-11,165.97552490234375,163.5827178955078,167.51513671875,0.014627504895501131,-0.00919088177082883
677,677,677,677,2021-10-12,167.0934295654297,162.2784423828125,170.38845825195312,0.029671144927917892,-0.019338332656611557
678,678,678,678,2021-10-13,168.04469299316406,167.41708374023438,171.1631622314453,0.003748776641597118,-0.018219278013013596
679,679,679,679,2021-10-14,171.84963989257812,168.33889770507812,168.30946350097656,0.02085520480032277,0.02103373344530346
680,680,680,680,2021-10-15,186.8634185791016,169.70199584960938,166.78945922851562,0.10112681729860595,0.12035508384905147
681,681,681,681,2021-10-18,185.39244079589844,166.4952850341797,163.9847869873047,0.1134996450970931,0.13054658424047028
682,682,682,682,2021-10-19,187.5695037841797,165.97552490234375,163.5827178955078,0.13010339262093829,0.1466339855289236
683,683,683,683,2021-10-20,191.25672912597656,167.0934295654297,162.2784423828125,0.14460951351223006,0.17857138827352492
684,684,684,684,2021-10-21,190.18780517578125,168.04469299316406,167.41708374023438,0.13176918466278464,0.13601193454592786
685,685,685,685,2021-10-22,191.8745574951172,171.84963989257812,168.33889770507812,0.11652580485508435,0.13981117918018238
686,686,686,686,2021-10-25,193.904525756836,186.8634185791016,169.70199584960938,0.03768050071691165,0.1426178271272367
687,687,687,687,2021-10-26,192.6786651611328,185.39244079589844,166.4952850341797,0.03930162596680997,0.1572619916628748
688,688,688,688,2021-10-27,191.0017852783203,187.5695037841797,165.97552490234375,0.018298718207890863,0.15078283614829013
689,689,689,689,2021-10-28,194.1790771484375,191.25672912597656,167.0934295654297,0.015279713481537449,0.162098818926939
690,690,690,690,2021-10-29,193.37496948242188,190.18780517578125,168.04469299316406,0.01675798458105593,0.15073535520867787
691,691,691,691,2021-11-01,191.9922332763672,191.8745574951172,171.84963989257812,0.0006132953883319914,0.11721056498215554
692,692,692,692,2021-11-02,189.45236206054688,193.904525756836,186.8634185791016,-0.022960597123309556,0.013854736797236589
693,693,693,693,2021-11-03,191.62939453125,192.6786651611328,185.39244079589844,-0.005445702195441937,0.03364189882055624
694,694,694,694,2021-11-04,193.7508544921875,191.0017852783203,187.5695037841797,0.014392898002818955,0.032954987795458246
695,695,695,695,2021-11-05,189.8222198486328,194.1790771484375,191.25672912597656,-0.022437315923971246,-0.007500438201046844
696,696,696,696,2021-11-08,191.24636840820312,193.37496948242188,190.18780517578125,-0.011007634958733581,0.0055658838454100135
697,697,697,697,2021-11-09,191.7963714599609,191.9922332763672,191.8745574951172,-0.0010201548941010108,-0.0004074851620610165
698,698,698,698,2021-11-10,190.0284881591797,189.45236206054688,193.904525756836,0.0030410077360170096,-0.019989412740768153
699,699,699,699,2021-11-11,192.9160003662109,191.62939453125,192.6786651611328,0.006714031728316527,0.001231766915551491
700,700,700,700,2021-11-12,195.65628051757807,193.7508544921875,191.0017852783203,0.009834413532702202,0.024368857246414688
701,701,701,701,2021-11-15,195.79376220703125,189.8222198486328,194.1790771484375,0.03145860565301706,0.008315443055481264
702,702,702,702,2021-11-16,197.8661193847656,191.24636840820312,193.37496948242188,0.03461373427197856,0.023225083961820436
703,703,703,703,2021-11-17,196.2160797119141,191.7963714599609,191.9922332763672,0.023043753217593332,0.022000090125868788
704,704,704,704,2021-11-18,192.2579803466797,190.0284881591797,189.45236206054688,0.011732410277518257,0.014809096363951113
705,705,705,705,2021-11-19,190.7945556640625,192.9160003662109,191.62939453125,-0.010996727581544796,-0.004356528231118317
706,706,706,706,2021-11-22,193.8294219970703,195.65628051757807,193.7508544921875,-0.009337080903690342,0.000405507914216674
707,707,707,707,2021-11-23,197.00181579589844,195.79376220703125,189.8222198486328,0.00617003103290803,0.03782273725905605
708,708,708,708,2021-11-24,196.6580352783203,197.8661193847656,191.24636840820312,-0.006105563247521317,0.028296834680626937
709,709,709,709,2021-11-26,191.0990447998047,196.2160797119141,191.7963714599609,-0.026078570724796246,-0.0036357656552526985
710,710,710,710,2021-11-29,192.3758239746093,192.2579803466797,190.0284881591797,0.000612945312944202,0.012352546916351459
711,711,711,711,2021-11-30,187.74986267089844,190.7945556640625,192.9160003662109,-0.015957965795024842,-0.026779207973966046
712,712,712,712,2021-12-01,182.6720733642578,193.8294219970703,195.65628051757807,-0.057562719415121255,-0.0663623325505962
713,713,713,713,2021-12-02,186.7382354736328,197.00181579589844,195.79376220703125,-0.052098912290732824,-0.046250333163439517
714,714,714,714,2021-12-03,188.2998504638672,196.6580352783203,197.8661193847656,-0.04250111012562596,-0.04834718015718531
715,715,715,715,2021-12-06,192.07135009765625,191.0990447998047,196.2160797119141,0.005087965242684289,-0.021123292343538602
716,716,716,716,2021-12-07,192.67047119140625,192.3758239746093,192.2579803466797,0.0015316228968347279,0.002145507010854697
717,717,717,717,2021-12-08,193.18121337890625,187.74986267089844,190.7945556640625,0.028928653426118833,0.012509045169223798
718,718,718,718,2021-12-09,195.0276794433593,182.6720733642578,193.8294219970703,0.06763817726239818,0.006182020427771162
719,719,719,719,2021-12-10,195.0178375244141,186.7382354736328,197.00181579589844,0.0443380116010057,-0.010070862867273433
720,720,720,720,2021-12-13,197.2178955078125,188.2998504638672,196.6580352783203,0.04736087162032332,0.0028468718743164256
721,721,721,721,2021-12-14,193.09278869628903,192.07135009765625,191.0990447998047,0.005318016446041796,0.010433039571563496
722,722,722,722,2021-12-15,195.05714416503903,192.67047119140625,192.3758239746093,0.012387331379190902,0.013937926996396621
723,723,723,723,2021-12-16,193.0240631103516,193.18121337890625,187.74986267089844,-0.0008134862899241702,0.02809163407324644
724,724,724,724,2021-12-17,188.673095703125,195.0276794433593,182.6720733642578,-0.03258298390449654,0.03285133971683152
