,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,LIN,LIN_6m,LIN_12m,LIN_6m_ret,LIN_12m_ret
244,244,244,244,2020-01-24,197.6737670898437,199.03872680664065,192.81640625,-0.006857759485785708,0.025191636615951474
245,245,245,245,2020-01-27,192.8634796142578,200.563705444336,195.22625732421875,-0.038392917666827286,-0.012102766002613063
246,246,246,246,2020-01-28,195.6874847412109,201.54269409179688,196.6006317138672,-0.029051955353534553,-0.004644679748462166
247,247,247,247,2020-01-29,196.0169677734375,199.31167602539065,196.81710815429688,-0.01653043272554411,-0.004065400555687937
248,248,248,248,2020-01-30,196.0169677734375,198.6998291015625,199.3776092529297,-0.013502081709157898,-0.01685566143602857
249,249,249,249,2020-01-31,191.2161407470703,197.32546997070312,197.6455078125,-0.030960672357906227,-0.0325297910212512
250,250,250,250,2020-02-03,197.15603637695312,197.6737670898437,199.03872680664065,-0.0026191169446133644,-0.009458915156327796
251,251,251,251,2020-02-04,200.9779052734375,192.8634796142578,200.563705444336,0.04207341729709113,0.0020651783840146543
252,252,252,252,2020-02-05,204.02784729003903,195.6874847412109,201.54269409179688,0.04262082759077779,0.012330653856945206
253,253,253,253,2020-02-06,204.03729248046875,196.0169677734375,199.31167602539065,0.04091648186447516,0.023709681988104414
254,254,254,254,2020-02-07,201.59918212890625,196.0169677734375,198.6998291015625,0.028478220119805275,0.014591623155658429
255,255,255,255,2020-02-10,202.8041076660156,191.2161407470703,197.32546997070312,0.06060140568506278,0.02776447306131269
256,256,256,256,2020-02-11,203.538314819336,197.15603637695312,197.6737670898437,0.03237171206962319,0.02966780982540196
257,257,257,257,2020-02-12,204.4608764648437,200.9779052734375,192.8634796142578,0.0173301198789364,0.06013267454150251
258,258,258,258,2020-02-13,208.2827606201172,204.02784729003903,195.6874847412109,0.020854571503807984,0.06436423819112935
259,259,259,259,2020-02-14,209.5818328857422,204.03729248046875,196.0169677734375,0.027174152028135667,0.06920250459125232
260,260,260,260,2020-02-18,210.4384155273437,201.59918212890625,196.0169677734375,0.04384558163924224,0.07357244588425105
261,261,261,261,2020-02-19,209.4311981201172,202.8041076660156,191.2161407470703,0.03267729894808302,0.09525899488339062
262,262,262,262,2020-02-20,208.2262725830078,203.538314819336,197.15603637695312,0.0230323109820032,0.05614961839103372
263,263,263,263,2020-02-21,205.5340118408203,204.4608764648437,200.9779052734375,0.005248609878482746,0.022669688795811105
264,264,264,264,2020-02-24,198.20089721679688,208.2827606201172,204.02784729003903,-0.048404694528264014,-0.028559582187615673
265,265,265,265,2020-02-25,189.8229217529297,209.5818328857422,204.03729248046875,-0.09427778572575263,-0.06966555257980456
266,266,266,266,2020-02-26,191.4796905517578,210.4384155273437,201.59918212890625,-0.09009155922447265,-0.050196094400213664
267,267,267,267,2020-02-27,183.515869140625,209.4311981201172,202.8041076660156,-0.12374149225192665,-0.09510773103844172
268,268,268,268,2020-02-28,179.8069610595703,208.2262725830078,203.538314819336,-0.13648283269397887,-0.11659403675828817
269,269,269,269,2020-03-02,186.52821350097656,205.5340118408203,204.4608764648437,-0.092470332134436,-0.08770706295466058
270,270,270,270,2020-03-03,183.9300537109375,198.20089721679688,208.2827606201172,-0.0720019117282279,-0.11692137571383598
271,271,271,271,2020-03-04,193.475341796875,189.8229217529297,209.5818328857422,0.01924119600634544,-0.07685060707360059
272,272,272,272,2020-03-05,185.85516357421875,191.4796905517578,210.4384155273437,-0.029374013303090862,-0.11681922186840776
273,273,273,273,2020-03-06,178.94151306152344,183.515869140625,209.4311981201172,-0.02492621537593742,-0.14558330054105262
274,274,274,274,2020-03-09,163.74285888671875,179.8069610595703,208.2262725830078,-0.08934082461651471,-0.21363016849161576
275,275,275,275,2020-03-10,166.6558380126953,186.52821350097656,205.5340118408203,-0.1065381751923401,-0.1891568868817436
276,276,276,276,2020-03-11,164.4900360107422,183.9300537109375,198.20089721679688,-0.10569244834097113,-0.17008430173341216
277,277,277,277,2020-03-12,149.45213317871094,193.475341796875,189.8229217529297,-0.22753911795324777,-0.21267604671455165
278,278,278,278,2020-03-13,166.93014526367188,185.85516357421875,191.4796905517578,-0.10182670175310693,-0.12820965616429214
279,279,279,279,2020-03-16,149.76422119140625,178.94151306152344,183.515869140625,-0.1630549075556631,-0.18391678118776444
280,280,280,280,2020-03-17,154.99441528320312,163.74285888671875,179.8069610595703,-0.05342793977701343,-0.13799546819628827
281,281,281,281,2020-03-18,148.96978759765625,166.6558380126953,186.52821350097656,-0.10612319751853994,-0.20135520090167847
282,282,282,282,2020-03-19,145.65953063964844,164.4900360107422,183.9300537109375,-0.11447809136514508,-0.2080710699483327
283,283,283,283,2020-03-20,143.0965118408203,149.45213317871094,193.475341796875,-0.0425261333024316,-0.2603888923940818
284,284,284,284,2020-03-23,141.86697387695312,166.93014526367188,185.85516357421875,-0.15014167361521558,-0.23667994394839365
285,285,285,285,2020-03-24,155.8739776611328,149.76422119140625,178.94151306152344,0.04079583508746043,-0.1289110335870446
286,286,286,286,2020-03-25,156.33743286132812,154.99441528320312,163.74285888671875,0.008664941737875242,-0.04522594802448077
287,287,287,287,2020-03-26,164.74537658691406,148.96978759765625,166.6558380126953,0.10589790885562089,-0.011463513361204436
288,288,288,288,2020-03-27,158.26683044433594,145.65953063964844,164.4900360107422,0.08655320904388386,-0.037833328494133456
289,289,289,289,2020-03-30,167.21385192871094,143.0965118408203,149.45213317871094,0.1685389795854606,0.11884553517052177
290,290,290,290,2020-03-31,163.61990356445312,141.86697387695312,166.93014526367188,0.15333328887643138,-0.01983010135161689
291,291,291,291,2020-04-01,152.1475830078125,155.8739776611328,149.76422119140625,-0.02390645769893307,0.01591409348271644
292,292,292,292,2020-04-02,155.19297790527344,156.33743286132812,154.99441528320312,-0.007320415431599336,0.0012810953330641972
293,293,293,293,2020-04-03,153.33929443359375,164.74537658691406,148.96978759765625,-0.06923461155404775,0.029331496717568184
294,294,294,294,2020-04-06,166.38160705566406,158.26683044433594,145.65953063964844,0.05127275619626559,0.14226378682546081
295,295,295,295,2020-04-07,170.1836395263672,167.21385192871094,143.0965118408203,0.01776041615812063,0.1892927181598838
296,296,296,296,2020-04-08,176.80409240722656,163.61990356445312,141.86697387695312,0.0805781482298693,0.24626674958595918
297,297,297,297,2020-04-09,179.2063446044922,152.1475830078125,155.8739776611328,0.17784549094868152,0.14968737754343775
298,298,298,298,2020-04-13,176.01907348632812,155.19297790527344,156.33743286132812,0.13419483189353132,0.12589205454369767
299,299,299,299,2020-04-14,179.54684448242188,153.33929443359375,164.74537658691406,0.1709121601585155,0.08984451158602957
300,300,300,300,2020-04-15,171.3280029296875,166.38160705566406,158.26683044433594,0.029729222848343895,0.082526278239617
301,301,301,301,2020-04-16,173.20062255859375,170.1836395263672,167.21385192871094,0.01772780885767311,0.03580307827867735
302,302,302,302,2020-04-17,178.3267822265625,176.80409240722656,163.61990356445312,0.008612299628386388,0.08988441101431177
303,303,303,303,2020-04-20,174.96929931640625,179.2063446044922,152.1475830078125,-0.02364338884003847,0.14999723201269588
304,304,304,304,2020-04-21,169.18109130859375,176.01907348632812,155.19297790527344,-0.038847961429961164,0.09013367481007006
305,305,305,305,2020-04-22,171.75363159179688,179.54684448242188,153.33929443359375,-0.04340490033723754,0.12008883454317565
306,306,306,306,2020-04-23,171.4699249267578,171.3280029296875,166.38160705566406,0.0008283642757953569,0.03058221375029402
307,307,307,307,2020-04-24,171.63064575195312,173.20062255859375,170.1836395263672,-0.009064498634290374,0.008502616524203255
308,308,308,308,2020-04-27,174.57205200195312,178.3267822265625,176.80409240722656,-0.021055335478655235,-0.012624370708187338
309,309,309,309,2020-04-28,176.74734497070312,174.96929931640625,179.2063446044922,0.010162043634189377,-0.013721610354901603
310,310,310,310,2020-04-29,178.45921325683594,169.18109130859375,176.01907348632812,0.05484136481492774,0.013862928159869892
311,311,311,311,2020-04-30,174.01405334472656,171.75363159179688,179.54684448242188,0.01316083818420788,-0.03081530702276969
312,312,312,312,2020-05-01,170.55247497558594,171.4699249267578,171.3280029296875,-0.0053505006872999195,-0.004526568575131562
313,313,313,313,2020-05-04,172.75616455078125,171.63064575195312,173.20062255859375,0.006557796213473299,-0.0025661455556381663
314,314,314,314,2020-05-05,172.14137268066406,174.57205200195312,178.3267822265625,-0.013923645242262861,-0.034685813699256496
315,315,315,315,2020-05-06,169.247314453125,176.74734497070312,174.96929931640625,-0.04243362478130175,-0.03270279349369676
316,316,316,316,2020-05-07,174.7706756591797,178.45921325683594,169.18109130859375,-0.02066879893921625,0.0330390607327995
317,317,317,317,2020-05-08,178.19436645507812,174.01405334472656,171.75363159179688,0.024022847752820597,0.037499846749027066
318,318,318,318,2020-05-11,176.72840881347656,170.55247497558594,171.4699249267578,0.03621134104781931,0.030667091555355075
319,319,319,319,2020-05-12,173.16282653808594,172.75616455078125,171.63064575195312,0.0023539651297661557,0.008927198166853945
320,320,320,320,2020-05-13,169.08651733398438,172.14137268066406,174.57205200195312,-0.017746200690212266,-0.031422754129666663
321,321,321,321,2020-05-14,169.53102111816406,169.247314453125,176.74734497070312,0.001676284589541499,-0.04082847102305953
322,322,322,322,2020-05-15,172.68994140625,174.7706756591797,178.45921325683594,-0.011905511294053261,-0.032328237614064115
323,323,323,323,2020-05-18,181.82618713378903,178.19436645507812,174.01405334472656,0.02038123174688833,0.04489369472697935
324,324,324,324,2020-05-19,179.9346160888672,176.72840881347656,170.55247497558594,0.018142002731289963,0.05501029002730262
325,325,325,325,2020-05-20,185.3633728027344,173.16282653808594,172.75616455078125,0.07045707504644505,0.07297689367401583
326,326,326,326,2020-05-21,183.16915893554688,169.08651733398438,172.14137268066406,0.08328660276174515,0.06406238130411701
327,327,327,327,2020-05-22,180.52096557617188,169.53102111816406,169.247314453125,0.06482556635076109,0.06661051703818455
328,328,328,328,2020-05-26,182.53553771972656,172.68994140625,174.7706756591797,0.057013142938736605,0.04442886102751653
329,329,329,329,2020-05-27,182.658447265625,181.82618713378903,178.19436645507812,0.004577229193194254,0.025051750509027748
330,330,330,330,2020-05-28,189.1937866210937,179.9346160888672,176.72840881347656,0.05145852828926212,0.07053409178132419
331,331,331,331,2020-05-29,191.3690795898437,185.3633728027344,173.16282653808594,0.032399641289979186,0.10513950029427033
332,332,332,332,2020-06-01,194.0929412841797,183.16915893554688,169.08651733398438,0.05963767269618048,0.14789129461340744
333,333,333,333,2020-06-02,195.9962921142578,180.52096557617188,169.53102111816406,0.08572592379335586,0.15610872170496348
334,334,334,334,2020-06-03,202.2963409423828,182.53553771972656,172.68994140625,0.10825729317979649,0.17144252464875342
335,335,335,335,2020-06-04,201.9827880859375,182.658447265625,181.82618713378903,0.10579494739824824,0.11085642431316622
336,336,336,336,2020-06-05,210.2688446044922,189.1937866210937,179.9346160888672,0.1113940281009671,0.1685847291365179
337,337,337,337,2020-06-08,205.66021728515625,191.3690795898437,185.3633728027344,0.07467840534083336,0.10949760017596333
338,338,338,338,2020-06-09,203.5696716308593,194.0929412841797,183.16915893554688,0.04882573412499491,0.11137525997207254
339,339,339,339,2020-06-10,202.74298095703125,195.9962921142578,180.52096557617188,0.034422533048943604,0.12309936028722746
340,340,340,340,2020-06-11,189.2020568847656,202.2963409423828,182.53553771972656,-0.06472822986623705,0.03652176035592092
341,341,341,341,2020-06-12,191.8912506103516,201.9827880859375,182.658447265625,-0.049962363482636274,0.05054681829907426
342,342,342,342,2020-06-15,193.1265563964844,210.2688446044922,189.1937866210937,-0.081525573796973,0.02078699224550662
343,343,343,343,2020-06-16,197.915756225586,205.66021728515625,191.3690795898437,-0.03765658308545039,0.03420968867997698
344,344,344,344,2020-06-17,197.15557861328125,203.5696716308593,194.0929412841797,-0.031508097282825887,0.015779230861453275
345,345,345,345,2020-06-18,197.8017120361328,202.74298095703125,195.9962921142578,-0.02437208379581668,0.009211500393193628
346,346,346,346,2020-06-19,197.6972045898437,189.2020568847656,202.2963409423828,0.04489986972103632,-0.02273464923346802
347,347,347,347,2020-06-22,199.5216522216797,191.8912506103516,201.9827880859375,0.03976419762265326,-0.0121848791552015
348,348,348,348,2020-06-23,201.8022308349609,193.1265563964844,210.2688446044922,0.04492222406050428,-0.040265659829237466
349,349,349,349,2020-06-24,195.8157501220703,197.915756225586,205.66021728515625,-0.010610605964701869,-0.04786762988505544
350,350,350,350,2020-06-25,198.73297119140625,197.15557861328125,203.5696716308593,0.008000750418627689,-0.023759435286723973
351,351,351,351,2020-06-26,196.5284118652344,197.8017120361328,202.74298095703125,-0.00643725556159902,-0.03065245002545336
352,352,352,352,2020-06-29,200.76646423339844,197.6972045898437,189.2020568847656,0.01552505332547538,0.06112199591823786
353,353,353,353,2020-06-30,201.55517578125,199.5216522216797,191.8912506103516,0.010191994387210412,0.050361468488845595
354,354,354,354,2020-07-01,204.0828094482422,201.8022308349609,193.1265563964844,0.011301057494980782,0.05673095019239538
355,355,355,355,2020-07-02,210.2498779296875,195.8157501220703,197.915756225586,0.07371280297227911,0.06232005950068453
356,356,356,356,2020-07-06,213.47116088867188,198.73297119140625,197.15557861328125,0.07416076763161161,0.08275485984291353
357,357,357,357,2020-07-07,213.35714721679688,196.5284118652344,197.8017120361328,0.08563003787514689,0.07864155987599597
358,358,358,358,2020-07-08,210.4969177246093,200.76646423339844,197.6972045898437,0.048466528154317956,0.0647440269138897
359,359,359,359,2020-07-09,210.90554809570312,201.55517578125,199.5216522216797,0.046391129764889794,0.05705594228628019
360,360,360,360,2020-07-10,214.7064971923828,204.0828094482422,201.8022308349609,0.05205576977729187,0.06394511251947144
361,361,361,361,2020-07-13,214.5829620361328,210.2498779296875,195.8157501220703,0.020609211045032882,0.09584117673048831
362,362,362,362,2020-07-14,221.5292053222656,213.47116088867188,198.73297119140625,0.0377476957545384,0.11470786147963108
363,363,363,363,2020-07-15,225.8052978515625,213.35714721679688,196.5284118652344,0.05834419327943485,0.14897024663489455
364,364,364,364,2020-07-16,227.00254821777344,210.4969177246093,200.76646423339844,0.07841269445454913,0.1306796136723043
365,365,365,365,2020-07-17,230.52793884277344,210.90554809570312,201.55517578125,0.09303876035620551,0.14374606332594442
366,366,366,366,2020-07-20,228.3614196777344,214.7064971923828,204.0828094482422,0.06359808698810077,0.11896450413992143
367,367,367,367,2020-07-21,231.8583068847656,214.5829620361328,210.2498779296875,0.08050660073246574,0.10277498930251205
368,368,368,368,2020-07-22,233.1316070556641,221.5292053222656,213.47116088867188,0.05237414054061218,0.09209883941768315
369,369,369,369,2020-07-23,233.73974609375,225.8052978515625,213.35714721679688,0.03513845032725205,0.09553276814412004
370,370,370,370,2020-07-24,231.9248046875,227.00254821777344,210.4969177246093,0.021683705792608254,0.10179667804411552
371,371,371,371,2020-07-27,234.5759429931641,230.52793884277344,210.90554809570312,0.017559711723929006,0.11223220589114136
372,372,372,372,2020-07-28,231.5731964111328,228.3614196777344,214.7064971923828,0.014064445465135522,0.07855700427936729
373,373,373,373,2020-07-29,232.532943725586,231.8583068847656,214.5829620361328,0.00290969450214984,0.08365054484815371
374,374,374,374,2020-07-30,229.97683715820312,233.1316070556641,221.5292053222656,-0.013532141511415574,0.038133264747862494
375,375,375,375,2020-07-31,232.9130859375,233.73974609375,225.8052978515625,-0.00353666918042439,0.031477508072507376
376,376,376,376,2020-08-03,232.1528778076172,231.9248046875,227.00254821777344,0.0009833925285589462,0.022688421915435075
377,377,377,377,2020-08-04,231.7157745361328,234.5759429931641,230.52793884277344,-0.012192931724096856,0.005152675633687487
378,378,378,378,2020-08-05,235.9158172607422,231.5731964111328,228.3614196777344,0.01875269209438013,0.03308088377480134
379,379,379,379,2020-08-06,234.38592529296875,232.532943725586,231.8583068847656,0.007968684082757305,0.010901565021172122
380,380,380,380,2020-08-07,233.1031036376953,229.97683715820312,233.1316070556641,0.013593831962049219,-0.00012226320715913452
381,381,381,381,2020-08-10,231.2311248779297,232.9130859375,233.73974609375,-0.007221410736971912,-0.010732540176603633
382,382,382,382,2020-08-11,232.66598510742188,232.1528778076172,231.9248046875,0.00221021296246815,0.003195778997940879
383,383,383,383,2020-08-12,236.2579040527344,231.7157745361328,234.5759429931641,0.01960215926470421,0.007170219751048146
384,384,384,384,2020-08-13,236.8375244140625,235.9158172607422,231.5731964111328,0.0039069324135294625,0.02273289000849421
385,385,385,385,2020-08-14,236.13438415527344,234.38592529296875,232.532943725586,0.007459743413002373,0.015487871834356293
386,386,386,386,2020-08-17,236.0678253173828,233.1031036376953,229.97683715820312,0.012718499382554205,0.026485224488019377
387,387,387,387,2020-08-18,234.59500122070312,231.2311248779297,232.9130859375,0.014547679705962047,0.007221214198563475
388,388,388,388,2020-08-19,234.9370574951172,232.66598510742188,232.1528778076172,0.00976108470108672,0.011992871739489042
389,389,389,389,2020-08-20,233.1031036376953,236.2579040527344,231.7157745361328,-0.013353205801465706,0.00598720179642398
390,390,390,390,2020-08-21,232.1433563232422,236.8375244140625,235.9158172607422,-0.01982020417766872,-0.015990707962283635
391,391,391,391,2020-08-24,236.5239715576172,236.13438415527344,234.38592529296875,0.001649854610278112,0.009121905515341755
392,392,392,392,2020-08-25,237.6357421875,236.0678253173828,233.1031036376953,0.0066418067265592295,0.019444779923864175
393,393,393,393,2020-08-26,240.29641723632807,234.59500122070312,231.2311248779297,0.024303228909217545,0.03920446420517165
394,394,394,394,2020-08-27,238.44342041015625,234.9370574951172,232.66598510742188,0.014924690691301201,0.024831456562363075
395,395,395,395,2020-08-28,240.9520721435547,233.1031036376953,236.2579040527344,0.033671660236917145,0.019868829826630963
396,396,396,396,2020-08-31,237.31268310546875,232.1433563232422,236.8375244140625,0.022267821332903726,0.0020062643898250965
397,397,397,397,2020-09-01,244.15435791015625,236.5239715576172,236.13438415527344,0.03226052015907532,0.03396359993726783
398,398,398,398,2020-09-02,248.21096801757807,237.6357421875,236.0678253173828,0.044501831806656345,0.05143921109905314
399,399,399,399,2020-09-03,238.88262939453125,240.29641723632807,234.59500122070312,-0.005883516109216003,0.018276724361208307
400,400,400,400,2020-09-04,236.25965881347656,238.44342041015625,234.9370574951172,-0.009158405767386246,0.005629598550611181
401,401,401,401,2020-09-08,231.8244171142578,240.9520721435547,233.1031036376953,-0.03788162080572932,-0.005485497633806347
402,402,402,402,2020-09-09,239.55032348632807,237.31268310546875,232.1433563232422,0.009429080450221283,0.03190686686192401
403,403,403,403,2020-09-10,235.8686065673828,244.15435791015625,236.5239715576172,-0.033936528570267965,-0.0027708184752628373
404,404,404,404,2020-09-11,238.6156005859375,248.21096801757807,237.6357421875,-0.03865811212243064,0.004123362880590342
405,405,405,405,2020-09-14,239.6457061767578,238.88262939453125,240.29641723632807,0.0031943586026352833,-0.002707951566877864
406,406,406,406,2020-09-15,239.1497344970703,236.25965881347656,238.44342041015625,0.012232624469653564,0.0029621873637741825
407,407,407,407,2020-09-16,237.3470001220703,231.8244171142578,240.9520721435547,0.023822266336555042,-0.014961780529268665
408,408,408,408,2020-09-17,238.82540893554688,239.55032348632807,237.31268310546875,-0.003026147242178756,0.006374399422241606
409,409,409,409,2020-09-18,234.7335662841797,235.8686065673828,244.15435791015625,-0.00481217191096972,-0.03858539207169598
410,410,410,410,2020-09-21,227.4273223876953,238.6156005859375,248.21096801757807,-0.04688829301507769,-0.0837337922489021
411,411,411,411,2020-09-22,227.22708129882807,239.6457061767578,238.88262939453125,-0.051820769401851985,-0.048791944919750696
412,412,412,412,2020-09-23,222.3816375732422,239.1497344970703,236.25965881347656,-0.07011547371813431,-0.058740545507986464
413,413,413,413,2020-09-24,223.66932678222656,237.3470001220703,231.8244171142578,-0.057627327637632564,-0.03517787484832502
414,414,414,414,2020-09-25,222.0001678466797,238.82540893554688,239.55032348632807,-0.07044996243849377,-0.0732629177211277
415,415,415,415,2020-09-28,226.10153198242188,234.7335662841797,235.8686065673828,-0.036773753487421845,-0.04140896377479841
416,416,416,416,2020-09-29,225.5101623535156,227.4273223876953,238.6156005859375,-0.008429770064792508,-0.05492280555102258
417,417,417,417,2020-09-30,227.1316680908203,227.22708129882807,239.6457061767578,-0.00041990244940159904,-0.05221891218325192
418,418,418,418,2020-10-01,221.9524688720703,222.3816375732422,239.1497344970703,-0.001929874722819802,-0.07191003436054688
419,419,419,419,2020-10-02,221.4278259277344,223.66932678222656,237.3470001220703,-0.010021494170609158,-0.06707130988025334
420,420,420,420,2020-10-05,224.23208618164065,222.0001678466797,238.82540893554688,0.01005367859227202,-0.061104565125415955
421,421,421,421,2020-10-06,221.361083984375,226.10153198242188,234.7335662841797,-0.02096601450013802,-0.05696876893871805
422,422,422,422,2020-10-07,227.913803100586,225.5101623535156,227.4273223876953,0.0106586803981914,0.00213906010844811
423,423,423,423,2020-10-08,226.76919555664065,227.1316680908203,227.22708129882807,-0.0015958696434823505,-0.0020151019833117845
424,424,424,424,2020-10-09,228.8580780029297,221.9524688720703,222.3816375732422,0.031113008861548774,0.0291230899293764
425,425,425,425,2020-10-12,229.1632843017578,221.4278259277344,223.66932678222656,0.034934445757273336,0.024562856242154263
426,426,426,426,2020-10-13,225.0809783935547,224.23208618164065,222.0001678466797,0.0037857749368945814,0.013877514493604748
427,427,427,427,2020-10-14,224.01271057128903,221.361083984375,226.10153198242188,0.011978738715885617,-0.00923842219386306
428,428,428,428,2020-10-15,218.9956512451172,227.913803100586,225.5101623535156,-0.03912949428312129,-0.0288878826586364
429,429,429,429,2020-10-16,222.3148956298828,226.76919555664065,227.1316680908203,-0.019642438276610052,-0.021206961149122905
430,430,430,430,2020-10-19,219.253158569336,228.8580780029297,221.9524688720703,-0.04196888970408441,-0.012161659279808057
431,431,431,431,2020-10-20,222.4675445556641,229.1632843017578,221.4278259277344,-0.029218204680977133,0.004695519289743766
432,432,432,432,2020-10-21,220.2451171875,225.0809783935547,224.23208618164065,-0.02148498394030962,-0.01778054631713577
433,433,433,433,2020-10-22,222.4293975830078,224.01271057128903,221.361083984375,-0.0070679604931496165,0.00482611297073432
434,434,434,434,2020-10-23,223.449935913086,218.9956512451172,227.913803100586,0.02033960328729645,-0.019585769386376017
435,435,435,435,2020-10-26,217.45999145507807,222.3148956298828,226.76919555664065,-0.021837961694151864,-0.0410514491560976
436,436,436,436,2020-10-27,215.056396484375,219.253158569336,228.8580780029297,-0.01914117047318986,-0.060306726504877894
437,437,437,437,2020-10-28,206.8917236328125,222.4675445556641,229.1632843017578,-0.07001390227037962,-0.09718642642430686
438,438,438,438,2020-10-29,209.6864013671875,220.2451171875,225.0809783935547,-0.047940748721905235,-0.06839572644583825
439,439,439,439,2020-10-30,210.163314819336,222.4293975830078,224.01271057128903,-0.05514596045738185,-0.06182415148066189
440,440,440,440,2020-11-02,218.02273559570312,223.449935913086,218.9956512451172,-0.024288216039112465,-0.004442625430607694
441,441,441,441,2020-11-03,223.2782440185547,217.45999145507807,222.3148956298828,0.02675550810310101,0.0043332606478860836
442,442,442,442,2020-11-04,224.4228057861328,215.056396484375,219.253158569336,0.04355327000207754,0.02357843896311307
443,443,443,443,2020-11-05,238.2245178222656,206.8917236328125,222.4675445556641,0.15144537267745872,0.07082818888513831
444,444,444,444,2020-11-06,238.75868225097656,209.6864013671875,220.2451171875,0.1386464772833782,0.08405891263285303
445,445,445,445,2020-11-09,245.7500915527344,210.163314819336,222.4293975830078,0.16932915606127596,0.10484537665945703
446,446,446,446,2020-11-10,249.9373016357422,218.02273559570312,223.449935913086,0.1463818255139262,0.11853825607253166
447,447,447,447,2020-11-11,247.6291046142578,223.2782440185547,217.45999145507807,0.1090606059839827,0.13873408601421722
448,448,448,448,2020-11-12,243.2892608642578,224.4228057861328,215.056396484375,0.08406656806574309,0.13128121200493603
449,449,449,449,2020-11-13,245.18736267089844,238.2245178222656,206.8917236328125,0.02922807825275009,0.18509990813384247
450,450,450,450,2020-11-16,243.66123962402344,238.75868225097656,209.6864013671875,0.020533525008709086,0.16202690320075486
451,451,451,451,2020-11-17,240.4945678710937,245.7500915527344,210.163314819336,-0.02138564282289579,0.14432230038735128
452,452,452,452,2020-11-18,238.73956298828125,249.9373016357422,218.02273559570312,-0.04480219068612845,0.0950214083681391
453,453,453,453,2020-11-19,241.3816375732422,247.6291046142578,223.2782440185547,-0.02522913068214483,0.08107997102119402
454,454,454,454,2020-11-20,240.4278259277344,243.2892608642578,224.4228057861328,-0.011761451888005592,0.0713163712820426
455,455,455,455,2020-11-23,240.4945678710937,245.18736267089844,238.2245178222656,-0.019139627543135806,0.009529036178055117
456,456,456,456,2020-11-24,244.3289337158203,243.66123962402344,238.75868225097656,0.002740255663260749,0.0233300477801619
457,457,457,457,2020-11-25,241.6391448974609,240.4945678710937,245.7500915527344,0.004759263531393776,-0.016728159201484294
458,458,458,458,2020-11-27,245.540283203125,238.73956298828125,249.9373016357422,0.028485937268711403,-0.01759248581080297
459,459,459,459,2020-11-30,244.57693481445312,241.3816375732422,247.6291046142578,0.01323753237129055,-0.012325569744958575
460,460,460,460,2020-12-01,246.9423675537109,240.4278259277344,243.2892608642578,0.027095622567142374,0.01501548681793774
461,461,461,461,2020-12-02,240.3010711669922,240.4945678710937,245.18736267089844,-0.0008045782730744522,-0.019928806487734207
462,462,462,462,2020-12-03,235.70567321777344,244.3289337158203,243.66123962402344,-0.03529365256460626,-0.03265011053266276
463,463,463,463,2020-12-04,239.9372711181641,241.6391448974609,240.4945678710937,-0.007043038411756575,-0.0023172945562259795
464,464,464,464,2020-12-07,239.133056640625,245.540283203125,238.73956298828125,-0.026094400800212414,0.0016482130042394516
465,465,465,465,2020-12-08,238.61607360839844,244.57693481445312,241.3816375732422,-0.024372131454574286,-0.011457225962370865
466,466,466,466,2020-12-09,240.43511962890625,246.9423675537109,240.4278259277344,-0.026351281836598184,3.033634373927896e-05
467,467,467,467,2020-12-10,240.2531890869141,240.3010711669922,240.4945678710937,-0.00019925870428105785,-0.0010036766581313916
468,468,468,468,2020-12-11,238.76922607421875,235.70567321777344,244.3289337158203,0.012997365802115635,-0.022755011275365722
469,469,469,469,2020-12-14,237.0459747314453,239.9372711181641,241.6391448974609,-0.012050217847542677,-0.01900838611212885
470,470,470,470,2020-12-15,240.93292236328125,239.133056640625,245.540283203125,0.007526628680873504,-0.018764174984812088
471,471,471,471,2020-12-16,239.46812438964844,238.61607360839844,244.57693481445312,0.003570802118923133,-0.020888357394291734
472,472,472,472,2020-12-17,245.6910552978516,240.43511962890625,246.9423675537109,0.02186009962711566,-0.005067223855732883
473,473,473,473,2020-12-18,246.686752319336,240.2531890869141,240.3010711669922,0.026778263617947218,0.026573669111554787
474,474,474,474,2020-12-21,243.3359222412109,238.76922607421875,235.70567321777344,0.019125983034231853,0.03237193623416834
475,475,475,475,2020-12-22,242.6562347412109,237.0459747314453,239.9372711181641,0.023667392015922495,0.011331976938704802
476,476,476,476,2020-12-23,244.226303100586,240.93292236328125,239.133056640625,0.013669284815874816,0.0212987971278904
477,477,477,477,2020-12-24,245.6814880371093,239.46812438964844,238.61607360839844,0.025946516528232433,0.02960996852335329
478,478,478,478,2020-12-28,248.93658447265625,245.6910552978516,240.43511962890625,0.013209797853121374,0.035358664977360066
479,479,479,479,2020-12-29,248.3621520996093,246.686752319336,240.2531890869141,0.006791608242117775,0.033751739335962316
480,480,480,480,2020-12-30,250.61196899414065,243.3359222412109,238.76922607421875,0.029901243868619032,0.04959911758578439
481,481,481,481,2020-12-31,252.27780151367188,242.6562347412109,237.0459747314453,0.03965101816865424,0.06425684637540474
482,482,482,482,2021-01-04,247.7781524658203,244.226303100586,240.93292236328125,0.014543271220755827,0.028411352153101532
483,483,483,483,2021-01-05,251.66505432128903,245.6814880371093,239.46812438964844,0.02435497412518095,0.050933417392097224
484,484,484,484,2021-01-06,259.92724609375,248.93658447265625,245.6910552978516,0.04415044757031672,0.05794346391096683
