,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,J,J_6m,J_12m,J_6m_ret,J_12m_ret
24,24,24,24,2019-03-12,70.39215850830078,70.95096588134766,71.73141479492188,-0.007875965691311104,-0.018670428994743693
25,25,25,25,2019-03-13,70.59449005126953,70.3343505859375,72.0975112915039,0.0036986118897079923,-0.02084706133832237
26,26,26,26,2019-03-14,70.41143798828125,69.61173248291016,72.05899047851562,0.01148808508059207,-0.022863940769827895
27,27,27,27,2019-03-15,71.1147689819336,69.4768295288086,72.05899047851562,0.02357533388085642,-0.013103451634720709
28,28,28,28,2019-03-18,71.62541198730469,69.27450561523438,71.08586120605469,0.03393609743139492,0.007590127939591573
29,29,29,29,2019-03-19,71.05694580078125,70.37288665771484,71.3074722290039,0.009720492870977315,-0.003513326449408938
30,30,30,30,2019-03-20,71.0280532836914,70.39215850830078,70.95096588134766,0.00903360244757434,0.0010864884133172659
31,31,31,31,2019-03-21,71.94335174560547,70.59449005126953,70.3343505859375,0.019107180933757295,0.022876462870045522
32,32,32,32,2019-03-22,70.40179443359375,70.41143798828125,69.61173248291016,-0.00013696005880614592,0.011349551612977793
33,33,33,33,2019-03-25,70.50777435302734,71.1147689819336,69.4768295288086,-0.008535422917009705,0.014838685518763661
34,34,34,34,2019-03-26,71.04733276367188,71.62541198730469,69.27450561523438,-0.008070867693372175,0.025591335985624575
35,35,35,35,2019-03-27,70.74864196777344,71.05694580078125,70.37288665771484,-0.0043388275352024275,0.005339489793650509
36,36,36,36,2019-03-28,72.20352935791016,71.0280532836914,70.39215850830078,0.016549462076960175,0.025732565785658856
37,37,37,37,2019-03-29,72.44438934326172,71.94335174560547,70.59449005126953,0.0069643349315713365,0.026204584672949505
38,38,38,38,2019-04-01,74.28462982177734,70.40179443359375,70.41143798828125,0.05515250597548427,0.05500799222621633
39,39,39,39,2019-04-02,73.79326629638672,70.50777435302734,71.1147689819336,0.04659758407504322,0.037664431071042115
40,40,40,40,2019-04-03,73.49457550048828,71.04733276367188,71.62541198730469,0.0344452443409351,0.02609637363782147
41,41,41,41,2019-04-04,73.36933135986328,70.74864196777344,71.05694580078125,0.03704225719673304,0.03254270969603934
42,42,42,42,2019-04-05,73.90886688232422,72.20352935791016,71.0280532836914,0.023618478758299588,0.04055881395378558
43,43,43,43,2019-04-08,73.89923858642578,72.44438934326172,71.94335174560547,0.02008229010352447,0.02718648482956998
44,44,44,44,2019-04-09,72.81050109863281,74.28462982177734,70.40179443359375,-0.01984433020237486,0.0342137112330434
45,45,45,45,2019-04-10,72.75270080566406,73.79326629638672,70.50777435302734,-0.014101090017391016,0.03183941733001716
46,46,46,46,2019-04-11,73.5909194946289,73.49457550048828,71.04733276367188,0.0013108993893022891,0.03580129798000842
47,47,47,47,2019-04-12,74.18827819824219,73.36933135986328,70.74864196777344,0.011161977671053425,0.04861769971550167
48,48,48,48,2019-04-15,73.62947082519531,73.90886688232422,72.20352935791016,-0.00378027791406621,0.01974891643061949
49,49,49,49,2019-04-16,74.29428100585938,73.89923858642578,72.44438934326172,0.005345689982604984,0.02553533378316364
50,50,50,50,2019-04-17,73.96669006347656,72.81050109863281,74.28462982177734,0.015879426008585273,-0.004280020766928239
51,51,51,51,2019-04-18,74.120849609375,72.75270080566406,73.79326629638672,0.018805470979909256,0.004439203323411078
52,52,52,52,2019-04-22,75.80693817138672,73.5909194946289,73.49457550048828,0.030112664605577377,0.031463038668521515
53,53,53,53,2019-04-23,77.39669799804688,74.18827819824219,73.36933135986328,0.043246991003502044,0.054891690622476785
54,54,54,54,2019-04-24,76.5295639038086,73.62947082519531,73.90886688232422,0.039387667004947335,0.035458492763215776
55,55,55,55,2019-04-25,75.50827026367188,74.29428100585938,73.89923858642578,0.016340278704854327,0.021773318751644677
56,56,56,56,2019-04-26,76.09599304199219,73.96669006347656,72.81050109863281,0.02878732273525153,0.04512387490519654
57,57,57,57,2019-04-29,75.594970703125,74.120849609375,72.75270080566406,0.01988807604768139,0.03906755166455156
58,58,58,58,2019-04-30,75.09395599365234,75.80693817138672,73.5909194946289,-0.009405236445804488,0.02042421142914419
59,59,59,59,2019-05-01,74.75674438476562,77.39669799804688,74.18827819824219,-0.0341093829784298,0.007662479846269221
60,60,60,60,2019-05-02,73.9377670288086,76.5295639038086,73.62947082519531,-0.03386660974911182,0.004187130508451098
61,61,61,61,2019-05-03,74.19792175292969,75.50827026367188,74.29428100585938,-0.017353708490030373,-0.0012969942184659633
62,62,62,62,2019-05-06,74.19792175292969,76.09599304199219,73.96669006347656,-0.024943117412438265,0.0031261597518381645
63,63,63,63,2019-05-07,75.37338256835938,75.594970703125,74.120849609375,-0.002931254985676812,0.016898524039934193
64,64,64,64,2019-05-08,76.14414978027344,75.09395599365234,75.80693817138672,0.013985064080388465,0.004448294800198038
65,65,65,65,2019-05-09,75.75875091552734,74.75674438476562,77.39669799804688,0.013403560294232397,-0.021163009855547865
66,66,66,66,2019-05-10,75.78765869140625,73.9377670288086,76.5295639038086,0.025019577097545875,-0.00969436090521647
67,67,67,67,2019-05-13,73.04171752929688,74.19792175292969,75.50827026367188,-0.015582703616454863,-0.032665994410438715
68,68,68,68,2019-05-14,73.6968994140625,74.19792175292969,76.09599304199219,-0.0067525117554576575,-0.03152720047435076
69,69,69,69,2019-05-15,74.00521850585938,75.37338256835938,75.594970703125,-0.018151819858411633,-0.02102986723162925
70,70,70,70,2019-05-16,74.83564758300781,76.14414978027344,75.09395599365234,-0.017184540126083503,-0.0034398029405504627
71,71,71,71,2019-05-17,73.90865325927734,75.75875091552734,74.75674438476562,-0.024420910243265537,-0.011344677091918776
72,72,72,72,2019-05-20,73.45480346679688,75.78765869140625,73.9377670288086,-0.030781465807095842,-0.00653202796648622
73,73,73,73,2019-05-21,74.81634521484375,73.04171752929688,74.19792175292969,0.024296083739201224,0.00833478145079769
74,74,74,74,2019-05-22,74.14041900634766,73.6968994140625,74.19792175292969,0.006018158101784854,-0.0007749913370014294
75,75,75,75,2019-05-23,72.61471557617188,74.00521850585938,75.37338256835938,-0.018789255106076208,-0.03660001579052852
76,76,76,76,2019-05-24,73.24237823486328,74.83564758300781,76.14414978027344,-0.021290246020484793,-0.03810892305953506
77,77,77,77,2019-05-28,72.14157104492188,73.90865325927734,75.75875091552734,-0.02390900302507759,-0.04774603365146168
78,78,78,78,2019-05-29,71.3304672241211,73.45480346679688,75.78765869140625,-0.028920317561478837,-0.058811573602425726
79,79,79,79,2019-05-30,72.6050796508789,74.81634521484375,73.04171752929688,-0.029555915323248416,-0.00597792457772961
80,80,80,80,2019-05-31,72.70164489746094,74.14041900634766,73.6968994140625,-0.019406069296203143,-0.013504699987577085
81,81,81,81,2019-06-03,74.20800018310547,72.61471557617188,74.00521850585938,0.021941621533479116,0.0027400997029694008
82,82,82,82,2019-06-04,76.20683288574219,73.24237823486328,74.83564758300781,0.04047458209744237,0.018322622266526922
83,83,83,83,2019-06-05,77.28834533691406,72.14157104492188,73.90865325927734,0.07134269766300672,0.045727961863687216
84,84,84,84,2019-06-06,76.8924331665039,71.3304672241211,73.45480346679688,0.07797461812365603,0.04679924984430617
85,85,85,85,2019-06-07,76.67034149169922,72.6050796508789,74.81634521484375,0.05599142457205608,0.02478063144532805
86,86,86,86,2019-06-10,77.38489532470703,72.70164489746094,74.14041900634766,0.06441739294690496,0.04376123525929354
87,87,87,87,2019-06-11,75.6757583618164,74.20800018310547,72.61471557617188,0.01977897497694725,0.0421545792936906
88,88,88,88,2019-06-12,75.16397094726562,76.20683288574219,73.24237823486328,-0.013684625104944836,0.02623607751021484
89,89,89,89,2019-06-13,75.63713836669922,77.28834533691406,72.14157104492188,-0.021364242733065808,0.04845427221983689
90,90,90,90,2019-06-14,75.60816192626953,76.8924331665039,71.3304672241211,-0.01670217975094368,0.05997009228479988
91,91,91,91,2019-06-17,75.51158905029297,76.67034149169922,72.6050796508789,-0.015113437854345602,0.04003176380206441
92,92,92,92,2019-06-18,77.11453247070312,77.38489532470703,72.70164489746094,-0.003493741935935435,0.060698593263827316
93,93,93,93,2019-06-19,77.85803985595703,75.6757583618164,74.20800018310547,0.0288372596638784,0.0491866060781212
94,94,94,94,2019-06-20,79.08439636230469,75.16397094726562,76.20683288574219,0.05215830624209028,0.037759914270113715
95,95,95,95,2019-06-21,79.48028564453125,75.63713836669922,77.28834533691406,0.050810320972217715,0.028360554208556543
96,96,96,96,2019-06-24,79.1616439819336,75.60816192626953,76.8924331665039,0.04699865682661741,0.029511497061302627
97,97,97,97,2019-06-25,79.48995971679688,75.51158905029297,76.67034149169922,0.05268556411724035,0.03677586626378759
98,98,98,98,2019-06-26,79.96310424804688,77.11453247070312,77.38489532470703,0.03693949358282067,0.03331669458906261
99,99,99,99,2019-06-27,81.1218490600586,77.85803985595703,75.6757583618164,0.04192000222635772,0.07196611987954804
100,100,100,100,2019-06-28,81.48880004882812,79.08439636230469,75.16397094726562,0.03040300991245215,0.08414708565623741
101,101,101,101,2019-07-01,81.88469696044922,79.48028564453125,75.63713836669922,0.03025166928402201,0.08259908728250642
102,102,102,102,2019-07-02,81.4791259765625,79.1616439819336,75.60816192626953,0.029275314130133623,0.07764987139904456
103,103,103,103,2019-07-03,81.87501525878906,79.48995971679688,75.51158905029297,0.03000448799432731,0.0842708554875975
104,104,104,104,2019-07-05,81.79779052734375,79.96310424804688,77.11453247070312,0.022944160266785696,0.0607311995105444
105,105,105,105,2019-07-08,80.67765045166016,81.1218490600586,77.85803985595703,-0.005475696295699217,0.036214764729751936
106,106,106,106,2019-07-09,81.1122055053711,81.48880004882812,79.08439636230469,-0.004621427033302483,0.02564107758724643
107,107,107,107,2019-07-10,80.9383773803711,81.88469696044922,79.48028564453125,-0.01155673300635407,0.018345325812756164
108,108,108,108,2019-07-11,81.16047668457031,81.4791259765625,79.1616439819336,-0.00391080891176776,0.025250015058970954
109,109,109,109,2019-07-12,82.28060150146484,81.87501525878906,79.48995971679688,0.004953724178173413,0.03510684613013182
110,110,110,110,2019-07-15,81.87501525878906,81.79779052734375,79.96310424804688,0.0009440931221669224,0.023909914812854316
111,111,111,111,2019-07-16,82.80203247070312,80.67765045166016,81.1218490600586,0.026331728888359773,0.020711848042327174
112,112,112,112,2019-07-17,81.82675170898438,81.1122055053711,81.48880004882812,0.008809354882675091,0.004147216058571823
113,113,113,113,2019-07-18,81.05425262451172,80.9383773803711,81.88469696044922,0.001431647728691976,-0.010141630448221695
114,114,114,114,2019-07-19,81.02530670166016,81.16047668457031,81.4791259765625,-0.001665465611241923,-0.005569761205254986
115,115,115,115,2019-07-22,81.23772430419922,82.28060150146484,81.87501525878906,-0.012674642360837152,-0.00778370486497626
116,116,116,116,2019-07-23,82.01023864746094,81.87501525878906,81.79779052734375,0.0016515830652912289,0.0025972354356706973
117,117,117,117,2019-07-24,82.7054672241211,82.80203247070312,80.67765045166016,-0.001166218312529943,0.025134802031399728
118,118,118,118,2019-07-25,81.75729370117188,81.82675170898438,81.1122055053711,-0.0008488422962154019,0.007953034833432904
119,119,119,119,2019-07-26,82.20234680175781,81.05425262451172,80.9383773803711,0.014164515001633626,0.015616441326055774
120,120,120,120,2019-07-29,81.44767761230469,81.02530670166016,81.16047668457031,0.005212827051673141,0.0035386796562393297
121,121,121,121,2019-07-30,81.50572967529297,81.23772430419922,82.28060150146484,0.003299026079191858,-0.0094174302573381
122,122,122,122,2019-07-31,79.83187866210938,82.01023864746094,81.87501525878906,-0.026562049096280793,-0.024954335461456423
123,123,123,123,2019-08-01,77.95484161376953,82.7054672241211,82.80203247070312,-0.05744028502345533,-0.05853951542371405
124,124,124,124,2019-08-02,77.08407592773438,81.75729370117188,81.82675170898438,-0.057159643646209846,-0.05795996641926171
125,125,125,125,2019-08-05,78.37089538574219,82.20234680175781,81.05425262451172,-0.04661000038424323,-0.03310569343227843
126,126,126,126,2019-08-06,81.43798065185547,81.44767761230469,81.02530670166016,-0.00011905754385499456,0.005093148881432752
127,127,127,127,2019-08-07,80.91551971435547,81.50572967529297,81.23772430419922,-0.007241330925921496,-0.003966194186302396
128,128,128,128,2019-08-08,82.75385284423828,79.83187866210938,82.01023864746094,0.0366015961430175,0.009067333652983622
129,129,129,129,2019-08-09,83.11184692382812,77.95484161376953,82.7054672241211,0.06615375265091528,0.004913577219820331
130,130,130,130,2019-08-12,80.2575912475586,77.08407592773438,81.75729370117188,0.041169531860242525,-0.018343347556179945
131,131,131,131,2019-08-13,81.16707611083984,78.37089538574219,82.20234680175781,0.035678815602843805,-0.01259417439035726
132,132,132,132,2019-08-14,78.14834594726562,81.43798065185547,81.44767761230469,-0.04039435504488886,-0.04050860333604667
133,133,133,133,2019-08-15,79.02881622314453,80.91551971435547,81.50572967529297,-0.023316954496137465,-0.03038943963836782
134,134,134,134,2019-08-16,80.77040100097656,82.75385284423828,79.83187866210938,-0.023968090609569948,0.011756235160636841
135,135,135,135,2019-08-19,81.26383972167969,83.11184692382812,77.95484161376953,-0.022235183918390522,0.042447627875439986
136,136,136,136,2019-08-20,80.85748291015625,80.2575912475586,77.08407592773438,0.007474578457597358,0.04895183521379187
137,137,137,137,2019-08-21,83.23760986328125,81.16707611083984,78.37089538574219,0.02550952740510115,0.062098492732347355
138,138,138,138,2019-08-22,83.74075317382812,78.14834594726562,81.43798065185547,0.07156142793266862,0.02827639516034819
139,139,139,139,2019-08-23,82.25072479248047,79.02881622314453,80.91551971435547,0.040768781861018955,0.01650122353336525
140,140,140,140,2019-08-26,82.83125305175781,80.77040100097656,82.75385284423828,0.025514941429550797,0.0009353063918995375
141,141,141,141,2019-08-27,82.26041412353516,81.26383972167969,83.11184692382812,0.012263442205889374,-0.010244421605421716
142,142,142,142,2019-08-28,82.7248306274414,80.85748291015625,80.2575912475586,0.023094309272031488,0.03074150795620678
143,143,143,143,2019-08-29,84.94049835205078,83.23760986328125,81.16707611083984,0.020458161780072093,0.046489567223759964
144,144,144,144,2019-08-30,85.97575378417969,83.74075317382812,78.14834594726562,0.026689521238388858,0.10016088942171586
145,145,145,145,2019-09-03,86.39179992675781,82.25072479248047,79.02881622314453,0.05034697438503222,0.09316834106211691
146,146,146,146,2019-09-04,87.92052459716797,82.83125305175781,80.77040100097656,0.06144144097675408,0.08852405717417389
147,147,147,147,2019-09-05,88.39460754394531,82.26041412353516,81.26383972167969,0.07457041744523796,0.08774834965573586
148,148,148,148,2019-09-06,89.3234634399414,82.7248306274414,80.85748291015625,0.07976604802272158,0.10470249907719764
149,149,149,149,2019-09-09,89.12995147705078,84.94049835205078,83.23760986328125,0.04932221032699946,0.07078941386529203
150,150,150,150,2019-09-10,87.04972839355469,85.97575378417969,83.74075317382812,0.012491598643856516,0.039514514669551914
151,151,151,151,2019-09-11,86.88525390625,86.39179992675781,82.25072479248047,0.005711815009185273,0.056346361998177
152,152,152,152,2019-09-12,87.44642639160156,87.92052459716797,82.83125305175781,-0.005392349599125046,0.055717777648008227
153,153,153,153,2019-09-13,88.24948120117188,88.39460754394531,82.26041412353516,-0.0016418008610002977,0.07280618680867068
154,154,154,154,2019-09-16,89.66210174560547,89.3234634399414,82.7248306274414,0.0037911461627522236,0.08385959893235295
155,155,155,155,2019-09-17,90.5135498046875,89.12995147705078,84.94049835205078,0.01552338248487617,0.06561124034778132
156,156,156,156,2019-09-18,90.1458740234375,87.04972839355469,85.97575378417969,0.035567550720951635,0.04850344493315917
157,157,157,157,2019-09-19,89.24603271484375,86.88525390625,86.39179992675781,0.027171225293777246,0.03303823731541344
158,158,158,158,2019-09-20,88.8106460571289,87.44642639160156,87.92052459716797,0.015600633688769738,0.010124160018826878
159,159,159,159,2019-09-23,88.32689666748047,88.24948120117188,88.39460754394531,0.0008772342370162445,-0.0007660068679097298
160,160,160,160,2019-09-24,87.4851303100586,89.66210174560547,89.3234634399414,-0.02427972792477595,-0.020580629759378466
161,161,161,161,2019-09-25,88.30755615234375,90.5135498046875,89.12995147705078,-0.024371971457355257,-0.00922692440732209
162,162,162,162,2019-09-26,88.0269546508789,90.1458740234375,87.04972839355469,-0.02350545042147667,0.01122606899939016
163,163,163,163,2019-09-27,87.74635314941406,89.24603271484375,86.88525390625,-0.016803879341297123,0.009910763961088254
164,164,164,164,2019-09-30,88.53006744384766,88.8106460571289,87.44642639160156,-0.00315929030738904,0.012392056450578615
165,165,165,165,2019-10-01,86.61434173583984,88.32689666748047,88.24948120117188,-0.019388827143874243,-0.01852860144984414
166,166,166,166,2019-10-02,85.03726196289062,87.4851303100586,89.66210174560547,-0.027980393222167055,-0.05158076481228058
167,167,167,167,2019-10-03,85.31836700439453,88.30755615234375,90.5135498046875,-0.03384975508542465,-0.05739674127799943
168,168,168,168,2019-10-04,87.0730209350586,88.0269546508789,90.1458740234375,-0.010836836507677416,-0.03408756220589726
169,169,169,169,2019-10-07,86.18115997314453,87.74635314941406,89.24603271484375,-0.017837700600551787,-0.03434183737323104
170,170,170,170,2019-10-08,85.63829040527344,88.53006744384766,88.8106460571289,-0.0326643492100398,-0.03572044335557245
171,171,171,171,2019-10-09,86.33625793457031,86.61434173583984,88.32689666748047,-0.0032105976411810344,-0.02253717506236186
172,172,172,172,2019-10-10,86.89854431152344,85.03726196289062,87.4851303100586,0.021887844289307568,-0.006704979422859858
173,173,173,173,2019-10-11,89.04093933105469,85.31836700439453,88.30755615234375,0.04363154684463688,0.008304874584522892
174,174,174,174,2019-10-14,88.55623626708984,87.0730209350586,88.0269546508789,0.017034154966754533,0.006012722106655932
175,175,175,175,2019-10-15,89.75831604003906,86.18115997314453,87.74635314941406,0.04150740217478188,0.022929304961529784
176,176,176,176,2019-10-16,89.00215148925781,85.63829040527344,88.53006744384766,0.039279871983259884,0.0053324713178330985
177,177,177,177,2019-10-17,90.40782928466795,86.33625793457031,86.61434173583984,0.047159460549972776,0.04379745285599057
178,178,178,178,2019-10-18,90.0588150024414,86.89854431152344,85.03726196289062,0.03636736053470213,0.05905120794860652
179,179,179,179,2019-10-21,90.2624053955078,89.04093933105469,85.31836700439453,0.013718027613249806,0.05794811322231008
180,180,180,180,2019-10-22,90.65985870361328,88.55623626708984,87.0730209350586,0.023754650436800473,0.04119344580027673
181,181,181,181,2019-10-23,90.0588150024414,89.75831604003906,86.18115997314453,0.0033478676479212766,0.0449942311115934
182,182,182,182,2019-10-24,90.51446533203124,89.00215148925781,85.63829040527344,0.01699187960592119,0.056939190444856624
183,183,183,183,2019-10-25,91.0573272705078,90.40782928466795,86.33625793457031,0.0071840900393125295,0.05468234840008157
184,184,184,184,2019-10-28,91.52264404296876,90.0588150024414,86.89854431152344,0.01625414503275091,0.0532126259200425
185,185,185,185,2019-10-29,91.40632629394533,90.2624053955078,89.04093933105469,0.012673281787973112,0.026565161830740758
186,186,186,186,2019-10-30,91.9394989013672,90.65985870361328,88.55623626708984,0.014114738496751267,0.03820467961254903
187,187,187,187,2019-10-31,90.71802520751952,90.0588150024414,89.75831604003906,0.007319774361457476,0.010692147645153582
188,188,188,188,2019-11-01,93.13186645507812,90.51446533203124,89.00215148925781,0.02891693734747891,0.04640017007138031
189,189,189,189,2019-11-04,94.02374267578124,91.0573272705078,90.40782928466795,0.03257744867100021,0.03999557803481624
190,190,190,190,2019-11-05,94.35336303710938,91.52264404296876,90.0588150024414,0.030929165385690016,0.04768603755836165
191,191,191,191,2019-11-06,93.97528076171876,91.40632629394533,90.2624053955078,0.028104777556776206,0.04113423911031466
192,192,192,192,2019-11-07,92.78287506103516,91.9394989013672,90.65985870361328,0.009173164632675812,0.02341737994940485
193,193,193,193,2019-11-08,91.7068328857422,90.71802520751952,90.0588150024414,0.010899792802596453,0.018299351187955448
194,194,194,194,2019-11-11,92.2109375,93.13186645507812,90.51446533203124,-0.009888440875630122,0.018742553046583676
195,195,195,195,2019-11-12,92.29818725585938,94.02374267578124,91.0573272705078,-0.018352337088644033,0.013627239262858026
196,196,196,196,2019-11-13,90.3690414428711,94.35336303710938,91.52264404296876,-0.04222765851675303,-0.012604559365178125
197,197,197,197,2019-11-14,91.60990142822266,93.97528076171876,91.40632629394533,-0.025170228961525543,0.0022271449092339246
198,198,198,198,2019-11-15,91.44509887695312,92.78287506103516,91.9394989013672,-0.014418352343597896,-0.005377449630701969
199,199,199,199,2019-11-18,90.8343505859375,91.7068328857422,90.71802520751952,-0.00951381998865597,0.0012822741473030863
200,200,200,200,2019-11-19,91.6195831298828,92.2109375,93.13186645507812,-0.006413061033212042,-0.016238086733983526
201,201,201,201,2019-11-20,91.37721252441406,92.29818725585938,94.02374267578124,-0.009978253732029208,-0.028147466544627076
202,202,202,202,2019-11-21,90.43689727783205,90.3690414428711,94.35336303710938,0.0007508747893918422,-0.04150849141155655
203,203,203,203,2019-11-22,90.52415466308594,91.60990142822266,93.97528076171876,-0.011851849507636625,-0.03672376470343741
204,204,204,204,2019-11-25,87.97457122802734,91.44509887695312,92.78287506103516,-0.037952035609865375,-0.051823182131883416
205,205,205,205,2019-11-26,88.67256927490234,90.8343505859375,91.7068328857422,-0.0237991607480027,-0.03308655980542097
206,206,206,206,2019-11-27,89.70014190673828,91.6195831298828,92.2109375,-0.020950119587680893,-0.027228826225324076
207,207,207,207,2019-11-29,89.27359771728516,91.37721252441406,92.29818725585938,-0.02302121884673236,-0.032769761015888244
208,208,208,208,2019-12-02,86.6270980834961,90.43689727783205,90.3690414428711,-0.04212660218352948,-0.04140735919768013
209,209,209,209,2019-12-03,85.91942596435547,90.52415466308594,91.60990142822266,-0.05086740346671459,-0.06211638016361953
210,210,210,210,2019-12-04,83.65098571777344,87.97457122802734,91.44509887695312,-0.049145854874896866,-0.08523270525047277
211,211,211,211,2019-12-05,83.02084350585938,88.67256927490234,90.8343505859375,-0.06373702504910517,-0.08601929809236475
212,212,212,212,2019-12-06,82.4198226928711,89.70014190673828,91.6195831298828,-0.08116285057203787,-0.10041259873415742
213,213,213,213,2019-12-09,83.2147445678711,89.27359771728516,91.37721252441406,-0.06786836538840357,-0.0893271717427595
214,214,214,214,2019-12-10,84.46529388427734,86.6270980834961,90.43689727783205,-0.024955288207104465,-0.06603060889195789
215,215,215,215,2019-12-11,85.39591217041016,85.91942596435547,90.52415466308594,-0.006093078347177205,-0.05665054273925174
216,216,216,216,2019-12-12,87.26689910888672,83.65098571777344,87.97457122802734,0.04322618986598514,-0.008044053062860157
217,217,217,217,2019-12-13,87.276611328125,83.02084350585938,88.67256927490234,0.05126143800219607,-0.015742838604908327
218,218,218,218,2019-12-16,86.53984069824219,82.4198226928711,89.70014190673828,0.04998819301909818,-0.035231841793314844
219,219,219,219,2019-12-17,86.70464324951172,83.2147445678711,89.27359771728516,0.041938465349661946,-0.02877619512892149
220,220,220,220,2019-12-18,85.66737365722656,84.46529388427734,86.6270980834961,0.01423164139576838,-0.011078801524027626
221,221,221,221,2019-12-19,85.8321533203125,85.39591217041016,85.91942596435547,0.005108454711881372,-0.0010157498500883433
222,222,222,222,2019-12-20,87.28630065917969,87.26689910888672,83.65098571777344,0.00022232427748769545,0.04345812437490326
223,223,223,223,2019-12-23,87.63528442382812,87.276611328125,83.02084350585938,0.004109612990754963,0.05558171566448933
224,224,224,224,2019-12-24,86.83067321777344,86.53984069824219,82.4198226928711,0.0033606777778267816,0.053516865006357994
225,225,225,225,2019-12-26,87.33477020263672,86.70464324951172,83.2147445678711,0.007267511052570397,0.04951076466268867
226,226,226,226,2019-12-27,86.80158233642578,85.66737365722656,84.46529388427734,0.013239680765018358,0.02765974454962894
227,227,227,227,2019-12-30,86.87914276123047,85.8321533203125,85.39591217041016,0.012198102930154331,0.017368871098425442
228,228,228,228,2019-12-31,87.08271026611328,87.28630065917969,87.26689910888672,-0.0023324438259945124,-0.002110638107395313
229,229,229,229,2020-01-02,87.50926971435547,87.63528442382812,87.276611328125,-0.001437944890590126,0.0026657587031624352
230,230,230,230,2020-01-03,88.11029815673828,86.83067321777344,86.53984069824219,0.014737015060974024,0.018147219197827802
231,231,231,231,2020-01-06,87.94550323486328,87.33477020263672,86.70464324951172,0.006993011269274874,0.014311344108535407
232,232,232,232,2020-01-07,88.2557144165039,86.80158233642578,85.66737365722656,0.016752368343265767,0.030213845117206928
233,233,233,233,2020-01-08,86.74342346191406,86.87914276123047,85.8321533203125,-0.0015621620449156604,0.01061688547182138
234,234,234,234,2020-01-09,88.11029815673828,87.08271026611328,87.28630065917969,0.011800136760613311,0.009440169778485608
235,235,235,235,2020-01-10,87.8582534790039,87.50926971435547,87.63528442382812,0.003987963398478511,0.0025442840362956964
236,236,236,236,2020-01-13,88.35265350341797,88.11029815673828,86.83067321777344,0.002750590472961223,0.017528141027161714
237,237,237,237,2020-01-14,89.74861907958984,87.94550323486328,87.33477020263672,0.02050264969103921,0.027639036220653557
238,238,238,238,2020-01-15,89.93280029296875,88.2557144165039,86.80158233642578,0.019002575499533103,0.03607328198703774
239,239,239,239,2020-01-16,90.61140441894533,86.74342346191406,86.87914276123047,0.04459105719674028,0.04295923669472912
240,240,240,240,2020-01-17,91.12518310546876,88.11029815673828,87.08271026611328,0.03421716884180026,0.04642107287430797
241,241,241,241,2020-01-21,91.89102935791016,87.8582534790039,87.50926971435547,0.04590093382484528,0.050071948467373506
242,242,242,242,2020-01-22,91.94918060302734,88.35265350341797,88.11029815673828,0.04070649784695202,0.04356905522507848
243,243,243,243,2020-01-23,93.1221694946289,89.74861907958984,87.94550323486328,0.037588883813882035,0.05886220522203445
