,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,MHK,MHK_6m,MHK_12m,MHK_6m_ret,MHK_12m_ret
246,246,246,246,2020-01-28,139.97000122070312,139.6999969482422,126.75,0.0019327435816693939,0.10429981239213504
247,247,247,247,2020-01-29,135.52999877929688,141.2899932861328,127.0,-0.04076717942204944,0.06716534471887292
248,248,248,248,2020-01-30,135.14999389648438,141.19000244140625,129.9199981689453,-0.04277929343778053,0.04025550955394941
249,249,249,249,2020-01-31,131.67999267578125,143.80999755859375,132.5800018310547,-0.08434743820832258,-0.006788423162192414
250,250,250,250,2020-02-03,133.1699981689453,141.86000061035156,137.5,-0.061257594840107066,-0.031490922407670485
251,251,251,251,2020-02-04,133.1199951171875,139.9199981689453,140.64999389648438,-0.048599221989319985,-0.05353714259553266
252,252,252,252,2020-02-05,133.97000122070312,139.97000122070312,139.6999969482422,-0.04286632812511926,-0.04101643416400347
253,253,253,253,2020-02-06,130.5,135.52999877929688,141.2899932861328,-0.03711354552203572,-0.07636771037479995
254,254,254,254,2020-02-07,127.01000213623048,135.14999389648438,141.19000244140625,-0.06022931652137975,-0.10043204235413516
255,255,255,255,2020-02-10,127.3000030517578,131.67999267578125,143.80999755859375,-0.03326237748818639,-0.11480421936666219
256,256,256,256,2020-02-11,128.25,133.1699981689453,141.86000061035156,-0.03694524469921212,-0.09593966270826615
257,257,257,257,2020-02-12,133.17999267578125,133.1199951171875,139.9199981689453,0.00045070283048720405,-0.04817042296574281
258,258,258,258,2020-02-13,132.63999938964844,133.97000122070312,139.97000122070312,-0.009927609307576524,-0.05236837727461918
259,259,259,259,2020-02-14,137.97999572753906,130.5,135.52999877929688,0.05731797492367097,0.018077156130074767
260,260,260,260,2020-02-18,131.4199981689453,127.01000213623048,135.14999389648438,0.03472164363862218,-0.027598933747610688
261,261,261,261,2020-02-19,131.3300018310547,127.3000030517578,131.67999267578125,0.03165749161575726,-0.002657889308881556
262,262,262,262,2020-02-20,134.1699981689453,128.25,133.1699981689453,0.046159829777351336,0.007509198871741063
263,263,263,263,2020-02-21,135.0,133.17999267578125,133.1199951171875,0.013665771319341102,0.014122633351642655
264,264,264,264,2020-02-24,128.7899932861328,132.63999938964844,133.97000122070312,-0.02902598101049214,-0.0386654317188273
265,265,265,265,2020-02-25,125.36000061035156,137.97999572753906,130.5,-0.0914624982458142,-0.03938696850305312
266,266,266,266,2020-02-26,125.83000183105467,131.4199981689453,127.01000213623048,-0.04253535546929843,-0.009290609285323437
267,267,267,267,2020-02-27,123.33999633789062,131.3300018310547,127.3000030517578,-0.060839148570503765,-0.03110767179052709
268,268,268,268,2020-02-28,121.1500015258789,134.1699981689453,128.25,-0.09704104360701993,-0.05536061188398511
269,269,269,269,2020-03-02,120.86000061035156,135.0,133.17999267578125,-0.1047407362196181,-0.0925063278492737
270,270,270,270,2020-03-03,117.22000122070312,128.7899932861328,132.63999938964844,-0.08983611047889895,-0.11625451025257416
271,271,271,271,2020-03-04,123.16999816894533,125.36000061035156,137.97999572753906,-0.017469706690679376,-0.10733438191894251
272,272,272,272,2020-03-05,119.6999969482422,125.83000183105467,131.4199981689453,-0.04871656038790262,-0.08917973964386006
273,273,273,273,2020-03-06,118.56999969482422,123.33999633789062,131.3300018310547,-0.03867355914296422,-0.09715984130301902
274,274,274,274,2020-03-09,112.37999725341795,121.1500015258789,134.1699981689453,-0.07238963402396315,-0.16240591199896748
275,275,275,275,2020-03-10,117.1999969482422,120.86000061035156,135.0,-0.030283002181251684,-0.13185187445746516
276,276,276,276,2020-03-11,108.5,117.22000122070312,128.7899932861328,-0.07439004546916028,-0.15754324360476146
277,277,277,277,2020-03-12,97.43000030517578,123.16999816894533,125.36000061035156,-0.20897944504686483,-0.2227983421281945
278,278,278,278,2020-03-13,96.4800033569336,119.6999969482422,125.83000183105467,-0.19398491381205996,-0.2332511964318953
279,279,279,279,2020-03-16,85.43000030517578,118.56999969482422,123.33999633789062,-0.2794973389132517,-0.30736174118945325
280,280,280,280,2020-03-17,85.87000274658203,112.37999725341795,121.1500015258789,-0.23589602380088726,-0.29120923099419604
281,281,281,281,2020-03-18,65.05000305175781,117.1999969482422,120.86000061035156,-0.4449658298158049,-0.4617739308021621
282,282,282,282,2020-03-19,66.37999725341797,108.5,117.22000122070312,-0.3882027902910786,-0.4337144125392307
283,283,283,283,2020-03-20,58.65999984741211,97.43000030517578,123.16999816894533,-0.39792672006903496,-0.5237476599865537
284,284,284,284,2020-03-23,63.33000183105469,96.4800033569336,119.6999969482422,-0.34359453122362027,-0.4709272895099711
285,285,285,285,2020-03-24,77.29000091552734,85.43000030517578,118.56999969482422,-0.09528268009563934,-0.34814876347763724
286,286,286,286,2020-03-25,82.37000274658203,85.87000274658203,112.37999725341795,-0.04075928599104783,-0.2670403562936837
287,287,287,287,2020-03-26,82.29000091552734,65.05000305175781,117.1999969482422,0.26502685710948115,-0.2978668681035187
288,288,288,288,2020-03-27,78.04000091552734,66.37999725341797,108.5,0.1756553803037253,-0.2807373187509
289,289,289,289,2020-03-30,80.1500015258789,58.65999984741211,97.43000030517578,0.3663484782537869,-0.17735809016905968
290,290,290,290,2020-03-31,76.23999786376953,63.33000183105469,96.4800033569336,0.20385276582108447,-0.2097844609134697
291,291,291,291,2020-04-01,66.91999816894531,77.29000091552734,85.43000030517578,-0.13417004300356694,-0.21666864181327927
292,292,292,292,2020-04-02,64.86000061035156,82.37000274658203,85.87000274658203,-0.2125774135288232,-0.2446721959266125
293,293,293,293,2020-04-03,62.0099983215332,82.29000091552734,65.05000305175781,-0.24644552641106476,-0.04673335261499978
294,294,294,294,2020-04-06,73.3499984741211,78.04000091552734,66.37999725341797,-0.0600974165349234,0.1050015292120885
295,295,295,295,2020-04-07,81.18000030517578,80.1500015258789,58.65999984741211,0.012850889079076389,0.38390727099119104
296,296,296,296,2020-04-08,85.08999633789062,76.23999786376953,63.33000183105469,0.11608078072004724,0.34359693474958397
297,297,297,297,2020-04-09,88.01000213623047,66.91999816894531,77.29000091552734,0.3151524887081081,0.13869842274189326
298,298,298,298,2020-04-13,83.41000366210938,64.86000061035156,82.37000274658203,0.2860006610730321,0.012625966745770212
299,299,299,299,2020-04-14,82.73999786376953,62.0099983215332,82.29000091552734,0.33430092087323526,0.005468428037862294
300,300,300,300,2020-04-15,79.30000305175781,73.3499984741211,78.04000091552734,0.08111799183930413,0.0161455935603374
301,301,301,301,2020-04-16,74.73999786376953,81.18000030517578,80.1500015258789,-0.07932991398369893,-0.06749848482987975
302,302,302,302,2020-04-17,79.5999984741211,85.08999633789062,76.23999786376953,-0.06451989775588729,0.04407136286067881
303,303,303,303,2020-04-20,76.23999786376953,88.01000213623047,66.91999816894531,-0.1337348481623961,0.13927077032033197
304,304,304,304,2020-04-21,73.05000305175781,83.41000366210938,64.86000061035156,-0.12420573259197443,0.12627200685069284
305,305,305,305,2020-04-22,75.05999755859375,82.73999786376953,62.0099983215332,-0.09282089078393274,0.21044992082395986
306,306,306,306,2020-04-23,77.31999969482422,79.30000305175781,73.3499984741211,-0.02496851551999657,0.05412408048111672
307,307,307,307,2020-04-24,78.95999908447266,74.73999786376953,81.18000030517578,0.05646242094353582,-0.027346652036925212
308,308,308,308,2020-04-27,83.73999786376953,79.5999984741211,85.08999633789062,0.05201004358052086,-0.015865536869460906
309,309,309,309,2020-04-28,87.51000213623047,76.23999786376953,88.01000213623047,0.14782272544916508,-0.0056811724561266486
310,310,310,310,2020-04-29,93.0199966430664,73.05000305175781,83.41000366210938,0.27337430194437284,0.11521391390757785
311,311,311,311,2020-04-30,87.72000122070312,75.05999755859375,82.73999786376953,0.16866512222074959,0.06018858454810583
312,312,312,312,2020-05-01,83.37999725341797,77.31999969482422,79.30000305175781,0.07837555073088565,0.05145011405607658
313,313,313,313,2020-05-04,84.98999786376953,78.95999908447266,74.73999786376953,0.07636776658072009,0.13714209650745413
314,314,314,314,2020-05-05,82.43000030517578,83.73999786376953,79.5999984741211,-0.01564363018882431,0.035552787503818184
315,315,315,315,2020-05-06,78.9800033569336,87.51000213623047,76.23999786376953,-0.09747455800558513,0.035939212617241756
316,316,316,316,2020-05-07,80.37000274658203,93.0199966430664,73.05000305175781,-0.1359921990217282,0.10020533044519953
317,317,317,317,2020-05-08,84.86000061035156,87.72000122070312,75.05999755859375,-0.03260374567432822,0.1305622617974065
318,318,318,318,2020-05-11,80.9000015258789,83.37999725341797,77.31999969482422,-0.029743293466436338,0.04630111025846695
319,319,319,319,2020-05-12,77.81999969482422,84.98999786376953,78.95999908447266,-0.08436284679566763,-0.014437682407124286
320,320,320,320,2020-05-13,73.94000244140625,82.43000030517578,83.73999786376953,-0.1029964555663897,-0.11702884729357377
321,321,321,321,2020-05-14,75.95999908447266,78.9800033569336,87.51000213623047,-0.03823758095846941,-0.13198494766092495
322,322,322,322,2020-05-15,76.58000183105469,80.37000274658203,93.0199966430664,-0.04715690912040593,-0.17673613637178232
323,323,323,323,2020-05-18,85.97000122070312,84.86000061035156,87.72000122070312,0.01308037476276147,-0.019949840123656748
324,324,324,324,2020-05-19,82.44000244140625,80.9000015258789,83.37999725341797,0.019035857682088153,-0.011273624885771771
325,325,325,325,2020-05-20,83.02999877929688,77.81999969482422,84.98999786376953,0.066949358839681,-0.023061526458846848
326,326,326,326,2020-05-21,84.13999938964844,73.94000244140625,82.43000030517578,0.13794964310861602,0.020744863255390378
327,327,327,327,2020-05-22,83.30999755859375,75.95999908447266,78.9800033569336,0.09676143447483976,0.054823930331981074
328,328,328,328,2020-05-26,93.47000122070312,76.58000183105469,80.37000274658203,0.22055365612173716,0.1629961182834252
329,329,329,329,2020-05-27,99.43000030517578,85.97000122070312,84.86000061035156,0.1565662311661251,0.17169455090773256
330,330,330,330,2020-05-28,93.16000366210938,82.44000244140625,80.9000015258789,0.13003397505139946,0.15154514097640215
331,331,331,331,2020-05-29,93.1999969482422,83.02999877929688,77.81999969482422,0.12248582823635012,0.19763553474340223
332,332,332,332,2020-06-01,93.08999633789062,84.13999938964844,73.94000244140625,0.10637029965730282,0.2589936876410004
333,333,333,333,2020-06-02,97.0,83.30999755859375,75.95999908447266,0.16432604540382778,0.27698790375351945
334,334,334,334,2020-06-03,104.45999908447266,93.47000122070312,76.58000183105469,0.1175778080693477,0.36406367963955955
335,335,335,335,2020-06-04,108.0,99.43000030517578,85.97000122070312,0.08619128702122825,0.2562521631556247
336,336,336,336,2020-06-05,108.6500015258789,93.16000366210938,82.44000244140625,0.1662730491075508,0.3179281696783216
337,337,337,337,2020-06-08,115.69000244140624,93.1999969482422,83.02999877929688,0.24130907971653337,0.39335185044291454
338,338,338,338,2020-06-09,112.72000122070312,93.08999633789062,84.13999938964844,0.21087126066222073,0.33967199950527727
339,339,339,339,2020-06-10,106.0500030517578,97.0,83.30999755859375,0.09329900053358564,0.2729565017352269
340,340,340,340,2020-06-11,95.97000122070312,104.45999908447266,93.47000122070312,-0.08127510949817263,0.026746549345783688
341,341,341,341,2020-06-12,97.73999786376952,108.0,99.43000030517578,-0.0950000197799119,-0.016996906730556316
342,342,342,342,2020-06-15,97.72000122070312,108.6500015258789,93.16000366210938,-0.10059825266152811,0.04894801824109862
343,343,343,343,2020-06-16,98.25,115.69000244140624,93.1999969482422,-0.15074770570809792,0.05418458387463554
344,344,344,344,2020-06-17,95.3499984741211,112.72000122070312,93.08999633789062,-0.15409867422350332,0.024277604738830227
345,345,345,345,2020-06-18,94.88999938964844,106.0500030517578,97.0,-0.10523341198455893,-0.021752583611871823
346,346,346,346,2020-06-19,93.06999969482422,95.97000122070312,104.45999908447266,-0.03021779190363605,-0.10903694705604772
347,347,347,347,2020-06-22,92.22000122070312,97.73999786376952,108.0,-0.0564763327574469,-0.1461110998083044
348,348,348,348,2020-06-23,103.87999725341795,97.72000122070312,108.6500015258789,0.06303720789771905,-0.04390247773098099
349,349,349,349,2020-06-24,99.29000091552734,98.25,115.69000244140624,0.0105852510486244,-0.14175815696939786
350,350,350,350,2020-06-25,98.36000061035156,95.3499984741211,112.72000122070312,0.03156793061771701,-0.12739531986195618
351,351,351,351,2020-06-26,95.70999908447266,94.88999938964844,106.0500030517578,0.008641581832633749,-0.097501213293117
352,352,352,352,2020-06-29,99.8000030517578,93.06999969482422,95.97000122070312,0.07231119994628998,0.039908323250374744
353,353,353,353,2020-06-30,101.76000213623048,92.22000122070312,97.73999786376952,0.10344828442038301,0.041129571928823605
354,354,354,354,2020-07-01,97.51000213623048,103.87999725341795,97.72000122070312,-0.0613207093339414,-0.0021489877389415657
355,355,355,355,2020-07-02,99.20999908447266,99.29000091552734,98.25,-0.0008057390504281337,0.009770983048067672
356,356,356,356,2020-07-06,103.26000213623048,98.36000061035156,95.3499984741211,0.049817013984069014,0.0829575646428169
357,357,357,357,2020-07-07,95.9800033569336,95.70999908447266,94.88999938964844,0.0028210665034342775,0.011487026813112866
358,358,358,358,2020-07-08,91.38999938964844,99.8000030517578,93.06999969482422,-0.08426857119180453,-0.018050932746153325
359,359,359,359,2020-07-09,73.12000274658203,101.76000213623048,92.22000122070312,-0.2814465289741922,-0.20711340513226106
360,360,360,360,2020-07-10,70.47000122070312,97.51000213623048,103.87999725341795,-0.2773048951198871,-0.3216210715833028
361,361,361,361,2020-07-13,76.5999984741211,99.20999908447266,99.29000091552734,-0.22790042152001444,-0.2285225323012149
362,362,362,362,2020-07-14,74.20999908447266,103.26000213623048,98.36000061035156,-0.2813287086071554,-0.24552665083388914
363,363,363,363,2020-07-15,76.54000091552734,95.9800033569336,95.70999908447266,-0.2025422146435245,-0.2002925331973524
364,364,364,364,2020-07-16,77.93000030517578,91.38999938964844,99.8000030517578,-0.14728087508880372,-0.21913829737299606
365,365,365,365,2020-07-17,78.4800033569336,73.12000274658203,101.76000213623048,0.07330416314299315,-0.22877356810715233
366,366,366,366,2020-07-20,78.77999877929688,70.47000122070312,97.51000213623048,0.11792248353406287,-0.19208289351451413
367,367,367,367,2020-07-21,79.41999816894531,76.5999984741211,99.20999908447266,0.03681461815925413,-0.1994758703573527
368,368,368,368,2020-07-22,83.87000274658203,74.20999908447266,103.26000213623048,0.13017118691934582,-0.18777841360168968
369,369,369,369,2020-07-23,83.66000366210938,76.54000091552734,95.9800033569336,0.0930232905855326,-0.12836006734661387
370,370,370,370,2020-07-24,85.01000213623047,77.93000030517578,91.38999938964844,0.09085078664608282,-0.06981067180246225
371,371,371,371,2020-07-27,87.33000183105469,78.4800033569336,73.12000274658203,0.11276755983139508,0.1943380545775062
372,372,372,372,2020-07-28,85.13999938964844,78.77999877929688,70.47000122070312,0.0807311590365618,0.20817366134279935
373,373,373,373,2020-07-29,86.01000213623047,79.41999816894531,76.5999984741211,0.0829766320727765,0.12284600325793082
374,374,374,374,2020-07-30,83.29000091552734,83.87000274658203,74.20999908447266,-0.006915486014793637,0.12235550388188243
375,375,375,375,2020-07-31,79.8499984741211,83.66000366210938,76.54000091552734,-0.04554153742780531,0.043245329487868744
376,376,376,376,2020-08-03,79.44999694824219,85.01000213623047,77.93000030517578,-0.06540412949382413,0.01950464053784251
377,377,377,377,2020-08-04,81.25,87.33000183105469,78.4800033569336,-0.06962099740724648,0.03529557243350556
378,378,378,378,2020-08-05,85.18000030517578,85.13999938964844,78.77999877929688,0.0004698251798695985,0.08123891374774694
379,379,379,379,2020-08-06,86.36000061035156,86.01000213623047,79.41999816894531,0.004069276426324597,0.08738356335193065
380,380,380,380,2020-08-07,85.6500015258789,83.29000091552734,83.87000274658203,0.028334741078284598,0.021223306557831334
381,381,381,381,2020-08-10,90.66000366210938,79.8499984741211,83.66000366210938,0.13537890287489152,0.08367200207487424
382,382,382,382,2020-08-11,91.29000091552734,79.44999694824219,85.01000213623047,0.1490245993967545,0.07387364570621968
383,383,383,383,2020-08-12,91.44000244140624,81.25,87.33000183105469,0.1254154146634614,0.04706287099710127
384,384,384,384,2020-08-13,89.01000213623047,85.18000030517578,85.13999938964844,0.044963627815600704,0.04545457803999642
385,385,385,385,2020-08-14,90.26000213623048,86.36000061035156,86.01000213623047,0.04515981355159293,0.049412857742620275
386,386,386,386,2020-08-17,91.6500015258789,85.6500015258789,83.29000091552734,0.07005253815654777,0.10037219976537481
387,387,387,387,2020-08-18,90.5999984741211,90.66000366210938,79.8499984741211,-0.0006618705665611957,0.13462742899718405
388,388,388,388,2020-08-19,90.16999816894533,91.29000091552734,79.44999694824219,-0.012268624551974527,0.13492764798577284
389,389,389,389,2020-08-20,89.8499984741211,91.44000244140624,81.25,-0.0173884943660626,0.10584613506610574
390,390,390,390,2020-08-21,90.31999969482422,89.01000213623047,85.18000030517578,0.014717419696145928,0.06034279609337023
391,391,391,391,2020-08-24,93.51000213623048,90.26000213623048,86.36000061035156,0.036007089774878764,0.08279297678724062
392,392,392,392,2020-08-25,93.31999969482422,91.6500015258789,85.6500015258789,0.018221474535095927,0.089550473231782
393,393,393,393,2020-08-26,93.26000213623048,90.5999984741211,90.66000366210938,0.029359864314668638,0.028678561318079332
394,394,394,394,2020-08-27,96.95999908447266,90.16999816894533,91.29000091552734,0.07530221862492859,0.062109739424714094
395,395,395,395,2020-08-28,96.33000183105467,89.8499984741211,91.44000244140624,0.07212023892020403,0.053477682185998354
396,396,396,396,2020-08-31,92.33000183105467,90.31999969482422,89.01000213623047,0.022254230990056634,0.037299175543698215
397,397,397,397,2020-09-01,91.93000030517578,93.51000213623048,90.26000213623048,-0.016896607795526153,0.0185020843055681
398,398,398,398,2020-09-02,93.91999816894533,93.31999969482422,91.6500015258789,0.0064294735971199835,0.024768102621639976
399,399,399,399,2020-09-03,91.29000091552734,93.26000213623048,90.5999984741211,-0.02112375268687472,0.007615921115090796
400,400,400,400,2020-09-04,92.43000030517578,96.95999908447266,90.16999816894533,-0.04672028488109092,0.025063792637502802
401,401,401,401,2020-09-08,92.54000091552734,96.33000183105467,89.8499984741211,-0.039343930691232654,0.029938814547459724
402,402,402,402,2020-09-09,94.08999633789062,92.33000183105467,90.31999969482422,0.01906200012923631,0.04174044127330134
403,403,403,403,2020-09-10,93.75,91.93000030517578,93.51000213623048,0.01979766875647182,0.0025665475167018226
404,404,404,404,2020-09-11,96.94000244140624,93.91999816894533,93.31999969482422,0.03215507167098175,0.03879128545242372
405,405,405,405,2020-09-14,100.45999908447266,91.29000091552734,93.26000213623048,0.10044909712982153,0.07720348255755671
406,406,406,406,2020-09-15,98.79000091552734,92.43000030517578,96.95999908447266,0.06880883467870569,0.0188737814390898
407,407,407,407,2020-09-16,100.29000091552734,92.54000091552734,96.33000183105467,0.08374756779043446,0.04110867859649581
408,408,408,408,2020-09-17,103.37999725341795,94.08999633789062,92.33000183105467,0.09873526705395563,0.11967935885653458
409,409,409,409,2020-09-18,101.16000366210938,93.75,91.93000030517578,0.0790400390624999,0.10040251633082975
410,410,410,410,2020-09-21,95.87999725341795,96.94000244140624,93.91999816894533,-0.010934651962991038,0.020868815190423495
411,411,411,411,2020-09-22,96.30999755859376,100.45999908447266,91.29000091552734,-0.04130998968444477,0.05498955627913227
412,412,412,412,2020-09-23,94.6999969482422,98.79000091552734,92.43000030517578,-0.04140099128840369,0.024559089425203684
413,413,413,413,2020-09-24,94.80999755859376,100.29000091552734,92.54000091552734,-0.05464157250880175,0.024529896483775904
414,414,414,414,2020-09-25,94.23999786376952,103.37999725341795,94.08999633789062,-0.0884116814904079,0.001594234580902798
415,415,415,415,2020-09-28,98.41999816894533,101.16000366210938,93.75,-0.027085857987076634,0.049813313802083536
416,416,416,416,2020-09-29,96.2699966430664,95.87999725341795,96.94000244140624,0.004067578231334856,-0.0069115512839480475
417,417,417,417,2020-09-30,97.58999633789062,96.30999755859376,100.45999908447266,0.01329040402600068,-0.028568612111660174
418,418,418,418,2020-10-01,98.4000015258789,94.6999969482422,98.79000091552734,0.03907079933338253,-0.003947761777853609
419,419,419,419,2020-10-02,102.19000244140624,94.80999755859376,100.29000091552734,0.07783994381237624,0.018945074369669523
420,420,420,420,2020-10-05,106.9800033569336,94.23999786376952,103.37999725341795,0.1351868185691243,0.03482304313368134
421,421,421,421,2020-10-06,104.91000366210938,98.41999816894533,101.16000366210938,0.06594193877166576,0.03706998679562723
422,422,422,422,2020-10-07,106.37999725341795,96.2699966430664,95.87999725341795,0.1050171492976748,0.10951189299940967
423,423,423,423,2020-10-08,109.01000213623048,97.58999633789062,96.30999755859376,0.11702025030106378,0.13186590073278937
424,424,424,424,2020-10-09,104.23999786376952,98.4000015258789,94.6999969482422,0.05934955535904862,0.10073918926038994
425,425,425,425,2020-10-12,105.1500015258789,102.19000244140624,94.80999755859376,0.028965642565375926,0.10906027036753052
426,426,426,426,2020-10-13,102.23999786376952,106.9800033569336,94.23999786376952,-0.044307397124949355,0.08488964538777433
427,427,427,427,2020-10-14,103.61000061035156,104.91000366210938,98.41999816894533,-0.012391602386601974,0.05273321009920373
428,428,428,428,2020-10-15,103.0,106.37999725341795,96.2699966430664,-0.0317728646426465,0.06990758898523652
429,429,429,429,2020-10-16,105.37999725341795,109.01000213623048,97.58999633789062,-0.03329974141525183,0.07982376481043851
430,430,430,430,2020-10-19,101.58000183105467,104.23999786376952,98.4000015258789,-0.02551799776695285,0.03231707577097387
431,431,431,431,2020-10-20,102.88999938964844,105.1500015258789,102.19000244140624,-0.021493125092102328,0.0068499552942429265
432,432,432,432,2020-10-21,99.70999908447266,102.23999786376952,106.9800033569336,-0.02474568497808438,-0.06795666521158095
433,433,433,433,2020-10-22,101.93000030517578,103.61000061035156,104.91000366210938,-0.01621465394536381,-0.028405330787438454
434,434,434,434,2020-10-23,104.68000030517578,103.0,106.37999725341795,0.016310682574522062,-0.015980419177793803
435,435,435,435,2020-10-26,99.31999969482422,105.37999725341795,109.01000213623048,-0.05750614648452346,-0.08889094809205311
436,436,436,436,2020-10-27,97.31999969482422,101.58000183105467,104.23999786376952,-0.04193740952392955,-0.06638524856829897
437,437,437,437,2020-10-28,92.20999908447266,102.88999938964844,105.1500015258789,-0.10380017852590517,-0.12306231339636764
438,438,438,438,2020-10-29,93.0500030517578,99.70999908447266,102.23999786376952,-0.06679366256008712,-0.08988649260592707
439,439,439,439,2020-10-30,103.19000244140624,101.93000030517578,103.61000061035156,0.012361445427823359,-0.004053645077417012
440,440,440,440,2020-11-02,114.69000244140624,104.68000030517578,103.0,0.09562478130538876,0.11349516933404113
441,441,441,441,2020-11-03,116.98999786376952,99.31999969482422,105.37999725341795,0.17790976865927366,0.11017271695720221
442,442,442,442,2020-11-04,118.08999633789062,97.31999969482422,101.58000183105467,0.21341961270239307,0.16253193748012484
443,443,443,443,2020-11-05,122.16999816894533,92.20999908447266,102.88999938964844,0.3249105236084713,0.1873845747270615
444,444,444,444,2020-11-06,120.58000183105467,93.0500030517578,99.70999908447266,0.29586241672645275,0.2093070197393272
445,445,445,445,2020-11-09,122.2300033569336,103.19000244140624,101.93000030517578,0.18451400780166405,0.19915631306759662
446,446,446,446,2020-11-10,122.8000030517578,114.69000244140624,104.68000030517578,0.07071235886052807,0.17309899401754292
447,447,447,447,2020-11-11,118.94000244140624,116.98999786376952,99.31999969482422,0.016668130722657493,0.1975433226627814
448,448,448,448,2020-11-12,117.83000183105467,118.08999633789062,97.31999969482422,-0.0022016641112599933,0.21074807028920728
449,449,449,449,2020-11-13,123.13999938964844,122.16999816894533,92.20999908447266,0.00793976618843617,0.3354300033865212
450,450,450,450,2020-11-16,129.1199951171875,120.58000183105467,93.0500030517578,0.07082429222466136,0.3876409552116431
451,451,451,451,2020-11-17,131.14999389648438,122.2300033569336,103.19000244140624,0.07297709477682668,0.2709563988134849
452,452,452,452,2020-11-18,128.25,122.8000030517578,114.69000244140624,0.044381081537474776,0.11823173136229914
453,453,453,453,2020-11-19,126.9800033569336,118.94000244140624,116.98999786376952,0.06759711409530311,0.08539196235217528
454,454,454,454,2020-11-20,127.1500015258789,117.83000183105467,118.08999633789062,0.07909700033941536,0.0767211912011998
455,455,455,455,2020-11-23,130.5,123.13999938964844,122.16999816894533,0.05976937345161515,0.06818369449048656
456,456,456,456,2020-11-24,134.86000061035156,129.1199951171875,120.58000183105467,0.04445481498008519,0.1184275880116894
457,457,457,457,2020-11-25,133.1300048828125,131.14999389648438,122.2300033569336,0.015097301398968588,0.08917615337086215
458,458,458,458,2020-11-27,130.5500030517578,128.25,122.8000030517578,0.017933746992263577,0.06311074761727431
459,459,459,459,2020-11-30,125.83000183105467,126.9800033569336,118.94000244140624,-0.009056556114952485,0.05792836092333764
460,460,460,460,2020-12-01,126.7300033569336,127.1500015258789,117.83000183105467,-0.003303170773929054,0.07553255866565967
461,461,461,461,2020-12-02,124.76000213623048,130.5,123.13999938964844,-0.04398465795991968,0.013155780043947463
462,462,462,462,2020-12-03,132.27999877929688,134.86000061035156,129.1199951171875,-0.019130964106318205,0.024473387404029934
463,463,463,463,2020-12-04,132.85000610351562,133.1300048828125,131.14999389648438,-0.0021031981448760284,0.012962350637797604
464,464,464,464,2020-12-07,134.60000610351562,130.5500030517578,128.25,0.031022619357214065,0.04951271815606728
465,465,465,465,2020-12-08,132.77000427246094,125.83000183105467,126.9800033569336,0.05515379750788085,0.04559773793084543
466,466,466,466,2020-12-09,134.41000366210938,126.7300033569336,127.1500015258789,0.060601279111033746,0.05709793196308244
467,467,467,467,2020-12-10,132.97999572753906,124.76000213623048,130.5,0.06588644958768786,0.01900379867846036
468,468,468,468,2020-12-11,134.75,132.27999877929688,134.86000061035156,0.01867252225201632,-0.0008156652072796033
469,469,469,469,2020-12-14,131.52999877929688,132.85000610351562,133.1300048828125,-0.009936072740487578,-0.012018373355608514
470,470,470,470,2020-12-15,134.13999938964844,134.60000610351562,130.5500030517578,-0.003417583157562576,0.02749901381823272
471,471,471,471,2020-12-16,132.61000061035156,132.77000427246094,125.83000183105467,-0.001205119055212367,0.053882211560324356
472,472,472,472,2020-12-17,135.25,134.41000366210938,126.7300033569336,0.006249507588752756,0.06722951485347894
473,473,473,473,2020-12-18,138.42999267578125,132.97999572753906,124.76000213623048,0.04098358492512366,0.10957029741490354
474,474,474,474,2020-12-21,136.60000610351562,134.75,132.27999877929688,0.013729173309948939,0.03265805385609721
475,475,475,475,2020-12-22,135.6699981689453,131.52999877929688,132.85000610351562,0.0314757046154559,0.021226886984351045
476,476,476,476,2020-12-23,137.14999389648438,134.13999938964844,134.60000610351562,0.022439201733500447,0.01894493073802428
477,477,477,477,2020-12-24,138.72000122070312,132.61000061035156,132.77000427246094,0.04607496103031172,0.04481431616159348
478,478,478,478,2020-12-28,140.49000549316406,135.25,134.41000366210938,0.03874310900675826,0.04523474194926069
479,479,479,479,2020-12-29,139.47000122070312,138.42999267578125,132.97999572753906,0.007512884489979665,0.04880437435463114
480,480,480,480,2020-12-30,142.50999450683594,136.60000610351562,134.75,0.04326492049232944,0.057588085393958766
481,481,481,481,2020-12-31,140.9499969482422,135.6699981689453,131.52999877929688,0.03891795423128008,0.07161862887835779
482,482,482,482,2021-01-04,136.11000061035156,137.14999389648438,134.13999938964844,-0.007582889773351087,0.014686157966802282
483,483,483,483,2021-01-05,138.58999633789062,138.72000122070312,132.61000061035156,-0.0009371747525122043,0.04509460598759896
484,484,484,484,2021-01-06,142.97000122070312,140.49000549316406,135.25,0.017652470856083236,0.057079491465457544
485,485,485,485,2021-01-07,144.30999755859375,139.47000122070312,138.42999267578125,0.03470277690921941,0.0424763793535996
486,486,486,486,2021-01-08,143.67999267578125,142.50999450683594,136.60000610351562,0.008209937646788568,0.051830060438653236
487,487,487,487,2021-01-11,147.5800018310547,140.9499969482422,135.6699981689453,0.047037992382838345,0.08778656904880511
488,488,488,488,2021-01-12,150.8699951171875,136.11000061035156,137.14999389648438,0.10844166072036154,0.1000364697869287
