,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,DRI,DRI_6m,DRI_12m,DRI_6m_ret,DRI_12m_ret
30,30,30,30,2019-03-20,95.15630340576172,95.84819793701172,97.38961029052734,-0.007218649344922334,-0.02293167493024506
31,31,31,31,2019-03-21,101.6897964477539,96.37368774414062,96.93418884277344,0.05516141208300396,0.049060168158976625
32,32,32,32,2019-03-22,102.85462951660156,96.37368774414062,95.93577575683594,0.06724804170269971,0.07211964155376749
33,33,33,33,2019-03-25,103.9668960571289,96.91666412353516,94.963623046875,0.07274530130966061,0.09480759812428174
34,34,34,34,2019-03-26,104.30846405029295,97.2932586669922,94.27173614501952,0.07210371488647382,0.1064659283439291
35,35,35,35,2019-03-27,104.2384033203125,96.6626968383789,95.2701416015625,0.07837259594153734,0.09413507283590428
36,36,36,36,2019-03-28,106.08636474609376,95.15630340576172,95.84819793701172,0.11486429116234698,0.10681647677727057
37,37,37,37,2019-03-29,106.38414001464844,101.6897964477539,96.37368774414062,0.04616336870441451,0.10387121739166227
38,38,38,38,2019-04-01,105.5170669555664,102.85462951660156,96.37368774414062,0.025885440951737726,0.09487422786705269
39,39,39,39,2019-04-02,104.3785400390625,103.9668960571289,96.91666412353516,0.003959375508405971,0.07699270278242376
40,40,40,40,2019-04-03,103.7392120361328,104.30846405029295,97.2932586669922,-0.005457390436558351,0.06625282632585372
41,41,41,41,2019-04-04,103.791748046875,104.2384033203125,96.6626968383789,-0.004284939707537294,0.07375183438566735
42,42,42,42,2019-04-05,104.203369140625,106.08636474609376,95.15630340576172,-0.017749647751391096,0.09507584270361091
43,43,43,43,2019-04-08,104.5099105834961,106.38414001464844,101.6897964477539,-0.017617564337073843,0.027732518249174554
44,44,44,44,2019-04-09,103.14383697509766,105.5170669555664,102.85462951660156,-0.022491432418872304,0.0028118078870666974
45,45,45,45,2019-04-10,103.1261978149414,104.3785400390625,103.9668960571289,-0.011998081441380704,-0.008086210842781605
46,46,46,46,2019-04-11,102.54450988769533,103.7392120361328,104.30846405029295,-0.011516398910195624,-0.016910939861477847
47,47,47,47,2019-04-12,102.6767120361328,103.791748046875,104.2384033203125,-0.010743012153900944,-0.014981918702081432
48,48,48,48,2019-04-15,102.10383605957033,104.203369140625,106.08636474609376,-0.020148418408826085,-0.03754043883071301
49,49,49,49,2019-04-16,102.0068817138672,104.5099105834961,106.38414001464844,-0.023950157986492027,-0.04114577887435589
50,50,50,50,2019-04-17,100.84351348876952,103.14383697509766,105.5170669555664,-0.022302093404606538,-0.04429191979686986
51,51,51,51,2019-04-18,103.0028076171875,103.1261978149414,104.3785400390625,-0.0011964971109991174,-0.013180222882597792
52,52,52,52,2019-04-22,102.95875549316406,102.54450988769533,103.7392120361328,0.00403966634510633,-0.007523254974183713
53,53,53,53,2019-04-23,103.11737823486328,102.6767120361328,103.791748046875,0.004291783306962671,-0.006497335527166914
54,54,54,54,2019-04-24,103.9370346069336,102.10383605957033,104.203369140625,0.017954257333619994,-0.0025559109641837274
55,55,55,55,2019-04-25,105.01227569580078,102.0068817138672,104.5099105834961,0.02946265910141066,0.004806865774737545
56,56,56,56,2019-04-26,107.189208984375,100.84351348876952,103.14383697509766,0.06292616427245146,0.03922068567464709
57,57,57,57,2019-04-29,106.05226135253906,103.0028076171875,103.1261978149414,0.02960553994493953,0.02837361989092657
58,58,58,58,2019-04-30,103.64617919921876,102.95875549316406,102.54450988769533,0.006676690124720386,0.010743328070220048
59,59,59,59,2019-05-01,101.82179260253906,103.11737823486328,102.6767120361328,-0.012564183210451274,-0.008326322655256901
60,60,60,60,2019-05-02,103.83126831054688,103.9370346069336,102.10383605957033,-0.0010175997110818402,0.016918387375462807
61,61,61,61,2019-05-03,103.71670532226562,105.01227569580078,102.0068817138672,-0.012337323088665975,0.016761845668359365
62,62,62,62,2019-05-06,104.59805297851562,107.189208984375,100.84351348876952,-0.024173664778486148,0.03723134349304713
63,63,63,63,2019-05-07,105.28547668457033,106.05226135253906,103.0028076171875,-0.007230252879000698,0.022161231525517522
64,64,64,64,2019-05-08,104.76548767089844,103.64617919921876,102.95875549316406,0.01079932208140777,0.017548115933222697
65,65,65,65,2019-05-09,106.06988525390624,101.82179260253906,103.11737823486328,0.04172085899086042,0.028632487264350637
66,66,66,66,2019-05-10,107.30377197265624,103.83126831054688,103.9370346069336,0.03344371804959101,0.03239208602068433
67,67,67,67,2019-05-13,105.9200668334961,103.71670532226562,105.01227569580078,0.0212440368635336,0.008644619228374673
68,68,68,68,2019-05-14,106.66921997070312,104.59805297851562,107.189208984375,0.019801200244261796,-0.0048511321111407435
69,69,69,69,2019-05-15,106.60749816894533,105.28547668457033,106.05226135253906,0.01255654175680565,0.005235501905617612
70,70,70,70,2019-05-16,104.8359832763672,104.76548767089844,103.64617919921876,0.0006728895844996252,0.011479478417255606
71,71,71,71,2019-05-17,105.63803100585938,106.06988525390624,101.82179260253906,-0.0040714124184551,0.0374795837490014
72,72,72,72,2019-05-20,108.3261260986328,107.30377197265624,103.83126831054688,0.009527662515322222,0.04329002102374724
73,73,73,73,2019-05-21,109.97425842285156,105.9200668334961,103.71670532226562,0.038275953844785215,0.06033312648278444
74,74,74,74,2019-05-22,108.43189239501952,106.66921997070312,104.59805297851562,0.01652465842349371,0.03665306673816726
75,75,75,75,2019-05-23,106.43124389648438,106.60749816894533,105.28547668457033,-0.0016533008980440522,0.010882481116998743
76,76,76,76,2019-05-24,105.87598419189452,104.8359832763672,104.76548767089844,0.009920266715920167,0.010599831544568339
77,77,77,77,2019-05-28,104.11328887939452,105.63803100585938,106.06988525390624,-0.01443364773033573,-0.01844629481617799
78,78,78,78,2019-05-29,102.1743392944336,108.3261260986328,107.30377197265624,-0.05678950245666403,-0.04780291115516189
79,79,79,79,2019-05-30,103.69025421142578,109.97425842285156,105.9200668334961,-0.057140682751992355,-0.021051843042881768
80,80,80,80,2019-05-31,102.51807403564452,108.43189239501952,106.66921997070312,-0.05453947384622637,-0.038916061598638585
81,81,81,81,2019-06-03,102.63263702392578,106.43124389648438,106.60749816894533,-0.03569071198917062,-0.03728500540103119
82,82,82,82,2019-06-04,104.016357421875,105.87598419189452,104.8359832763672,-0.017564198191055702,-0.007818173005842088
83,83,83,83,2019-06-05,104.00753784179688,104.11328887939452,105.63803100585938,-0.0010157304483978669,-0.015434717483252425
84,84,84,84,2019-06-06,106.36073303222656,102.1743392944336,108.3261260986328,0.040973044373980416,-0.018143296886816707
85,85,85,85,2019-06-07,106.9247817993164,103.69025421142578,109.97425842285156,0.03119413306958796,-0.027729003743857117
86,86,86,86,2019-06-10,104.86245727539062,102.51807403564452,108.43189239501952,0.022867999245976822,-0.03291868324704106
87,87,87,87,2019-06-11,104.90650939941406,102.63263702392578,106.43124389648438,0.022155451145216,-0.014326004669768522
88,88,88,88,2019-06-12,103.83126831054688,104.016357421875,105.87598419189452,-0.001779423120706225,-0.019312367171404055
89,89,89,89,2019-06-13,104.79193878173828,104.00753784179688,104.11328887939452,0.007541770108379531,0.006518379254447648
90,90,90,90,2019-06-14,105.47937774658205,106.36073303222656,102.1743392944336,-0.008286472465148131,0.032347049904814185
91,91,91,91,2019-06-17,104.27195739746094,106.9247817993164,103.69025421142578,-0.02481019233534154,0.0056100082930556905
92,92,92,92,2019-06-18,103.9370346069336,104.86245727539062,102.51807403564452,-0.008825109505365525,0.013841077143097014
93,93,93,93,2019-06-19,103.47872924804688,104.90650939941406,102.63263702392578,-0.013610024387820885,0.008243890526985709
94,94,94,94,2019-06-20,104.58924865722656,103.83126831054688,104.016357421875,0.007300116419773017,0.005507703303125666
95,95,95,95,2019-06-21,106.84546661376952,104.79193878173828,104.00753784179688,0.019596238564765445,0.02728579899938932
96,96,96,96,2019-06-24,107.51528930664062,105.47937774658205,106.36073303222656,0.019301512803288734,0.01085509888376035
97,97,97,97,2019-06-25,108.52883911132812,104.27195739746094,106.9247817993164,0.04082479911296688,0.015001735659581072
98,98,98,98,2019-06-26,105.77022552490234,103.9370346069336,104.86245727539062,0.01763751414403414,0.008656751644944949
99,99,99,99,2019-06-27,107.11868286132812,103.47872924804688,104.90650939941406,0.03517586309507137,0.02108709435266376
100,100,100,100,2019-06-28,107.28614044189452,104.58924865722656,103.83126831054688,0.025785554627192786,0.03327390859769275
101,101,101,101,2019-07-01,107.16275024414062,106.84546661376952,104.79193878173828,0.002969556317424793,0.022623987016217928
102,102,102,102,2019-07-02,106.4929428100586,107.51528930664062,105.47937774658205,-0.00950884756182191,0.009609130098507723
103,103,103,103,2019-07-03,107.2685089111328,108.52883911132812,104.27195739746094,-0.011612859867619951,0.02873784657412437
104,104,104,104,2019-07-05,108.96952056884766,105.77022552490234,103.9370346069336,0.030247595937971106,0.04841860248318408
105,105,105,105,2019-07-08,110.15052032470705,107.11868286132812,103.47872924804688,0.02830353568951005,0.06447500008110207
106,106,106,106,2019-07-09,108.80136108398438,107.28614044189452,104.58924865722656,0.014123172255511296,0.040272900712407855
107,107,107,107,2019-07-10,107.8427734375,107.16275024414062,106.84546661376952,0.006345704937677832,0.009334105183288699
108,108,108,108,2019-07-11,108.57948303222656,106.4929428100586,107.51528930664062,0.01959322530779839,0.009898068753280143
109,109,109,109,2019-07-12,110.736328125,107.2685089111328,108.52883911132812,0.0323283995374648,0.02034011449627182
110,110,110,110,2019-07-15,111.3221435546875,108.96952056884766,105.77022552490234,0.021589734207864586,0.05249036770256321
111,111,111,111,2019-07-16,109.36055755615234,110.15052032470705,107.11868286132812,-0.0071716662456610125,0.02092888593231179
112,112,112,112,2019-07-17,108.47296142578124,108.80136108398438,107.28614044189452,-0.003018341452085793,0.011062202247171804
113,113,113,113,2019-07-18,110.12389373779295,107.8427734375,107.16275024414062,0.021152277779789896,0.027632208831018135
114,114,114,114,2019-07-19,110.4256591796875,108.57948303222656,106.4929428100586,0.017002992608769363,0.03692936138165814
115,115,115,115,2019-07-22,111.35765075683594,110.736328125,107.2685089111328,0.005610829276681217,0.03812061794473909
116,116,116,116,2019-07-23,111.09136199951172,111.3221435546875,108.96952056884766,-0.002073096580846978,0.01947188002284972
117,117,117,117,2019-07-24,110.2747802734375,109.36055755615234,110.15052032470705,0.008359711560685268,0.0011280922538010607
118,118,118,118,2019-07-25,109.69784545898438,108.47296142578124,108.80136108398438,0.011292067784479443,0.008239643016120013
119,119,119,119,2019-07-26,111.80143737792967,110.12389373779295,107.8427734375,0.015233239428774414,0.036707734920447876
120,120,120,120,2019-07-29,112.38726043701172,110.4256591796875,108.57948303222656,0.01776399862039546,0.03506903236640935
121,121,121,121,2019-07-30,110.66532135009766,111.35765075683594,110.736328125,-0.006217169651415055,-0.0006412238522320868
122,122,122,122,2019-07-31,107.8960189819336,111.09136199951172,111.3221435546875,-0.028763199586950505,-0.030776667277079617
123,123,123,123,2019-08-01,107.29244995117188,110.2747802734375,109.36055755615234,-0.027044536519325924,-0.018910909483234595
124,124,124,124,2019-08-02,106.59124755859376,109.69784545898438,108.47296142578124,-0.02831958902558529,-0.017347307960011493
125,125,125,125,2019-08-05,104.75393676757812,111.80143737792967,110.12389373779295,-0.06303586765640967,-0.048762868692245775
126,126,126,126,2019-08-06,104.63856506347656,112.38726043701172,110.4256591796875,-0.06894638541241038,-0.052407150287362314
127,127,127,127,2019-08-07,105.56166076660156,110.66532135009766,111.35765075683594,-0.04611797554312702,-0.05204842191661063
128,128,128,128,2019-08-08,108.33094024658205,107.8960189819336,111.09136199951172,0.004030929674256889,-0.024848212347435283
129,129,129,129,2019-08-09,108.66822814941406,107.29244995117188,110.2747802734375,0.012822693478136582,-0.0145686268432349
130,130,130,130,2019-08-12,107.09719848632812,106.59124755859376,109.69784545898438,0.004746646083265249,-0.02370736600864798
131,131,131,131,2019-08-13,107.5409927368164,104.75393676757812,111.80143737792967,0.02660573965274482,-0.03810724388731612
132,132,132,132,2019-08-14,103.67107391357422,104.63856506347656,112.38726043701172,-0.009246028453423816,-0.07755493362455035
133,133,133,133,2019-08-15,101.99351501464844,105.56166076660156,110.66532135009766,-0.033801531029739595,-0.0783606483915168
134,134,134,134,2019-08-16,103.93734741210938,108.33094024658205,107.8960189819336,-0.04055713745742451,-0.036689690752047754
135,135,135,135,2019-08-19,106.12969970703124,108.66822814941406,107.29244995117188,-0.023360355511571118,-0.010837204711699688
136,136,136,136,2019-08-20,105.50837707519533,107.09719848632812,106.59124755859376,-0.014835321871987439,-0.010159093811179742
137,137,137,137,2019-08-21,106.09420776367188,107.5409927368164,104.75393676757812,-0.01345333473613386,0.012794468995160235
138,138,138,138,2019-08-22,107.31021881103516,103.67107391357422,104.63856506347656,0.03510279926775639,0.025532209333508193
139,139,139,139,2019-08-23,106.98179626464844,101.99351501464844,105.56166076660156,0.04890782761319268,0.013453137130788662
140,140,140,140,2019-08-26,107.57648468017578,103.93734741210938,108.33094024658205,0.03501279721558892,-0.006964359071277126
141,141,141,141,2019-08-27,106.0853271484375,106.12969970703124,108.66822814941406,-0.0004180974667432613,-0.023768686072852763
142,142,142,142,2019-08-28,106.68889617919922,105.50837707519533,107.09719848632812,0.011188866104560935,-0.0038124461974701207
143,143,143,143,2019-08-29,108.14454650878906,106.09420776367188,107.5409927368164,0.019325642637196383,0.005612313561673465
144,144,144,144,2019-08-30,107.38121032714844,107.31021881103516,103.67107391357422,0.0006615541082652943,0.03578757577708891
145,145,145,145,2019-09-03,106.0853271484375,106.98179626464844,101.99351501464844,-0.008379641654111647,0.04011835588960122
146,146,146,146,2019-09-04,108.39306640625,107.57648468017578,103.93734741210938,0.0075907084015796045,0.04286927755115588
147,147,147,147,2019-09-05,110.1150131225586,106.0853271484375,106.12969970703124,0.03798532824886003,0.0375513492126025
148,148,148,148,2019-09-06,111.37538146972656,106.68889617919922,105.50837707519533,0.043926645212035265,0.05560700066829627
149,149,149,149,2019-09-09,113.23045349121094,108.14454650878906,106.09420776367188,0.04702878828946355,0.06726329248280227
150,150,150,150,2019-09-10,112.68016815185548,107.38121032714844,107.31021881103516,0.04934716053733412,0.050041360462384166
151,151,151,151,2019-09-11,112.9020538330078,106.0853271484375,106.98179626464844,0.06425701713708398,0.05533892470560131
152,152,152,152,2019-09-12,111.89019775390624,108.39306640625,107.57648468017578,0.03226342296239881,0.04009903359972289
153,153,153,153,2019-09-13,113.02631378173828,110.1150131225586,106.0853271484375,0.02643872598861141,0.06542833792263059
154,154,154,154,2019-09-16,112.6446533203125,111.37538146972656,106.68889617919922,0.011396341218646633,0.055823589468108725
155,155,155,155,2019-09-17,111.83694458007812,113.23045349121094,108.14454650878906,-0.012306838559478006,0.034143174024859224
156,156,156,156,2019-09-18,112.83990478515624,112.68016815185548,107.38121032714844,0.0014176108885946004,0.05083472649802778
157,157,157,157,2019-09-19,107.11493682861328,112.9020538330078,106.0853271484375,-0.051257854112682244,0.009705486214272918
158,158,158,158,2019-09-20,106.3338623046875,111.89019775390624,108.39306640625,-0.04965882231649521,-0.018997562942307922
159,159,159,159,2019-09-23,105.79241943359376,113.02631378173828,110.1150131225586,-0.06400186032885824,-0.03925526198824281
160,160,160,160,2019-09-24,104.57643127441406,112.6446533203125,111.37538146972656,-0.07162543279312084,-0.06104535944651779
161,161,161,161,2019-09-25,105.1799774169922,111.83694458007812,113.23045349121094,-0.0595238647486418,-0.07109815271422204
162,162,162,162,2019-09-26,103.35154724121094,112.83990478515624,112.68016815185548,-0.08408689782228052,-0.08278848943562689
163,163,163,163,2019-09-27,103.28052520751952,107.11493682861328,112.9020538330078,-0.035797170167116144,-0.08522013815372553
164,164,164,164,2019-09-30,104.93144989013672,106.3338623046875,111.89019775390624,-0.01318876587527995,-0.06219264961060078
165,165,165,165,2019-10-01,103.85745239257812,105.79241943359376,113.02631378173828,-0.018290223925072624,-0.08112147589689489
166,166,166,166,2019-10-02,102.83673095703124,104.57643127441406,112.6446533203125,-0.01663568259293302,-0.08706957742052601
167,167,167,167,2019-10-03,102.47280883789062,105.1799774169922,111.83694458007812,-0.025738440391262385,-0.0837302536952137
168,168,168,168,2019-10-04,103.33379364013672,103.35154724121094,112.83990478515624,-0.0001717787643060742,-0.08424423224318445
169,169,169,169,2019-10-07,102.77460479736328,103.28052520751952,107.11493682861328,-0.004898507333688462,-0.040520324800215723
170,170,170,170,2019-10-08,101.13253784179688,104.93144989013672,106.3338623046875,-0.03620375066119175,-0.048915033745194236
171,171,171,171,2019-10-09,100.60479736328124,103.85745239257812,105.79241943359376,-0.03131845577149295,-0.04903585812751754
172,172,172,172,2019-10-10,100.21121978759766,102.83673095703124,104.57643127441406,-0.025530869612440443,-0.041741828762179356
173,173,173,173,2019-10-11,101.11466217041016,102.47280883789062,105.1799774169922,-0.013253727333941034,-0.0386510374542568
174,174,174,174,2019-10-14,98.7978973388672,103.33379364013672,103.35154724121094,-0.0438955751210095,-0.044059813557662864
175,175,175,175,2019-10-15,98.6547622680664,102.77460479736328,103.28052520751952,-0.040086191889716405,-0.0447883367184535
176,176,176,176,2019-10-16,98.39534759521484,101.13253784179688,104.93144989013672,-0.027065376831182264,-0.06228925933802665
177,177,177,177,2019-10-17,97.6260986328125,100.60479736328124,103.85745239257812,-0.02960791938890084,-0.0599991008465266
178,178,178,178,2019-10-18,98.7978973388672,100.21121978759766,102.83673095703124,-0.014103435241343831,-0.03927423188754997
179,179,179,179,2019-10-21,98.53849792480467,101.11466217041016,102.47280883789062,-0.02547765269950497,-0.038393706171457986
180,180,180,180,2019-10-22,97.33985900878906,98.7978973388672,103.33379364013672,-0.014757787051653648,-0.05800556062251738
181,181,181,181,2019-10-23,98.75318145751952,98.6547622680664,102.77460479736328,0.0009976121495856027,-0.03912857021219052
182,182,182,182,2019-10-24,98.76211547851562,98.39534759521484,101.13253784179688,0.0037274921250303183,-0.02343877068515121
183,183,183,183,2019-10-25,100.51535034179688,97.6260986328125,100.60479736328124,0.029595074979399838,-0.0008890930037994682
184,184,184,184,2019-10-28,99.60295104980467,98.7978973388672,100.21121978759766,0.008148490328455216,-0.00606986661855069
185,185,185,185,2019-10-29,101.74976348876952,98.53849792480467,101.11466217041016,0.032588943728525166,0.006281001238860995
186,186,186,186,2019-10-30,101.06993865966795,97.33985900878906,98.7978973388672,0.03832016697848406,0.02299685906277804
187,187,187,187,2019-10-31,100.4259033203125,98.75318145751952,98.6547622680664,0.016938409862901738,0.01795291997596138
188,188,188,188,2019-11-01,100.3364486694336,98.76211547851562,98.39534759521484,0.015940658857803047,0.019727569663193556
189,189,189,189,2019-11-04,99.24514770507812,100.51535034179688,97.6260986328125,-0.012636902049284027,0.01658418286646013
190,190,190,190,2019-11-05,100.87313842773438,99.60295104980467,98.7978973388672,0.012752507476355479,0.02100491148864525
191,191,191,191,2019-11-06,100.89103698730467,101.74976348876952,98.53849792480467,-0.008439592113249739,0.023874314222804838
192,192,192,192,2019-11-07,101.50823974609376,101.06993865966795,97.33985900878906,0.004336611778322119,0.04282295844427231
193,193,193,193,2019-11-08,102.78738403320312,100.4259033203125,98.75318145751952,0.023514657422184948,0.04085136819028956
194,194,194,194,2019-11-11,102.29540252685548,100.3364486694336,98.76211547851562,0.019523850837852796,0.03577573274145274
195,195,195,195,2019-11-12,100.5779800415039,99.24514770507812,100.51535034179688,0.013429697745893865,0.0006230859216433959
196,196,196,196,2019-11-13,100.70319366455078,100.87313842773438,99.60295104980467,-0.0016847375409593246,0.011046285307309223
197,197,197,197,2019-11-14,100.60479736328124,100.89103698730467,101.74976348876952,-0.0028371164829978923,-0.011252764490353395
198,198,198,198,2019-11-15,100.7210693359375,101.50823974609376,101.06993865966795,-0.007754743970787459,-0.003451761506506945
199,199,199,199,2019-11-18,101.329345703125,102.78738403320312,100.4259033203125,-0.014184993068868668,0.008996109100765981
200,200,200,200,2019-11-19,101.5171890258789,102.29540252685548,100.3364486694336,-0.007607511987376636,0.011767810921187394
201,201,201,201,2019-11-20,102.6442642211914,100.5779800415039,99.24514770507812,0.02054410099342663,0.034249699806123246
202,202,202,202,2019-11-21,101.5171890258789,100.70319366455078,100.87313842773438,0.008083113670054987,0.006384758204047936
203,203,203,203,2019-11-22,102.57269287109376,100.60479736328124,100.89103698730467,0.0195606527659562,0.016668040432577635
204,204,204,204,2019-11-25,103.45825958251952,100.7210693359375,101.50823974609376,0.02717594505924681,0.019210458592360702
205,205,205,205,2019-11-26,104.82685089111328,101.329345703125,102.78738403320312,0.034516212097483345,0.0198416067992484
206,206,206,206,2019-11-27,105.068359375,101.5171890258789,102.29540252685548,0.03498097596275862,0.02710734578141505
207,207,207,207,2019-11-29,105.94498443603516,102.6442642211914,100.5779800415039,0.032156889036984326,0.053361624406421004
208,208,208,208,2019-12-02,106.73214721679688,101.5171890258789,100.70319366455078,0.05137019888906269,0.059868543715991374
209,209,209,209,2019-12-03,105.97181701660156,102.57269287109376,100.60479736328124,0.03313868487180671,0.053347551945660765
210,210,210,210,2019-12-04,105.50666809082033,103.45825958251952,100.7210693359375,0.019799371423476986,0.047513383112735896
211,211,211,211,2019-12-05,105.98970794677734,104.82685089111328,101.329345703125,0.011093122093994268,0.04599222674649739
212,212,212,212,2019-12-06,107.18833923339844,105.068359375,101.5171890258789,0.020177148201505624,0.055863940500498144
213,213,213,213,2019-12-09,105.6408462524414,105.94498443603516,102.6442642211914,-0.0028707180921563324,0.029193857581681915
214,214,214,214,2019-12-10,106.07019805908205,106.73214721679688,101.5171890258789,-0.00620196608965673,0.044849636567876994
215,215,215,215,2019-12-11,105.05046844482422,105.97181701660156,102.57269287109376,-0.00869427926892119,0.024156288622005473
216,216,216,216,2019-12-12,104.00390625,105.50666809082033,103.45825958251952,-0.014243287822592876,0.0052740754549931435
217,217,217,217,2019-12-13,103.38668060302734,105.98970794677734,104.82685089111328,-0.024559246309623806,-0.013738562933478637
218,218,218,218,2019-12-16,103.7802734375,107.18833923339844,105.068359375,-0.031795117083375124,-0.012259503671344874
219,219,219,219,2019-12-17,103.7713394165039,105.6408462524414,105.94498443603516,-0.01769681806098078,-0.02051673357735584
220,220,220,220,2019-12-18,104.03968811035156,106.07019805908205,106.73214721679688,-0.01914307681031646,-0.025226318186743923
221,221,221,221,2019-12-19,97.5277099609375,105.05046844482422,105.97181701660156,-0.07161089898269146,-0.07968257309715854
222,222,222,222,2019-12-20,98.61005401611328,104.00390625,105.50666809082033,-0.05186201584507044,-0.06536661804892208
223,223,223,223,2019-12-23,97.23251342773438,103.38668060302734,105.98970794677734,-0.05952572555185376,-0.08262306490589055
224,224,224,224,2019-12-24,97.05362701416016,103.7802734375,107.18833923339844,-0.0648162333797555,-0.09455051073391796
225,225,225,225,2019-12-26,97.42034912109376,103.7713394165039,105.6408462524414,-0.0612017762430469,-0.07781551760484562
226,226,226,226,2019-12-27,96.61531066894533,104.03968811035156,106.07019805908205,-0.07136101209311041,-0.08913801956766654
227,227,227,227,2019-12-30,97.46508026123048,97.5277099609375,105.05046844482422,-0.0006421733857188139,-0.07220708575495616
228,228,228,228,2019-12-31,97.50981903076172,98.61005401611328,104.00390625,-0.01115743213335807,-0.06244080105633798
229,229,229,229,2020-01-02,100.41695404052734,97.23251342773438,103.38668060302734,0.032750779554410414,-0.028724459912808586
230,230,230,230,2020-01-03,100.5242919921875,97.05362701416016,103.7802734375,0.03576028104051154,-0.03137379906089155
231,231,231,231,2020-01-06,101.18621826171876,97.42034912109376,103.7713394165039,0.0386558781055486,-0.024911706539792466
232,232,232,232,2020-01-07,100.3185577392578,96.61531066894533,104.03968811035156,0.03832981589224227,-0.035766450656281146
233,233,233,233,2020-01-08,101.8392105102539,97.46508026123048,97.5277099609375,0.044878947796479274,0.04420795434490654
234,234,234,234,2020-01-09,103.1192855834961,97.50981903076172,98.61005401611328,0.057527196835066796,0.04572790890719913
235,235,235,235,2020-01-10,103.26354217529295,100.41695404052734,97.23251342773438,0.028347684531605744,0.06202687285298847
236,236,236,236,2020-01-13,102.09162902832033,100.5242919921875,97.05362701416016,0.015591624721461805,0.051909466643890845
237,237,237,237,2020-01-14,101.1540985107422,101.18621826171876,97.42034912109376,-0.0003174320725524149,0.038326175417492836
238,238,238,238,2020-01-15,100.32474517822266,100.3185577392578,96.61531066894533,6.167790989319855e-05,0.03839385790506644
239,239,239,239,2020-01-16,101.87527465820312,101.8392105102539,97.46508026123048,0.00035412831431558267,0.04524896901692621
240,240,240,240,2020-01-17,102.3350067138672,103.1192855834961,97.50981903076172,-0.0076055498754775686,0.04948412099486377
241,241,241,241,2020-01-21,103.26354217529295,103.26354217529295,100.41695404052734,0.0,0.028347684531605744
242,242,242,242,2020-01-22,103.6511688232422,102.09162902832033,100.5242919921875,0.01527588314306616,0.03110568370178335
243,243,243,243,2020-01-23,106.0310516357422,101.1540985107422,101.18621826171876,0.04821310452865224,0.047880368070404966
