,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,KHC,KHC_6m,KHC_12m,KHC_6m_ret,KHC_12m_ret
0,0,0,0,2019-02-05,38.0722885131836,,,,
1,1,1,1,2019-02-06,37.716407775878906,,,,
2,2,2,2,2019-02-07,37.35261154174805,,,,
3,3,3,3,2019-02-08,37.53449630737305,,,,
4,4,4,4,2019-02-11,37.43170166015625,,,,
5,5,5,5,2019-02-12,38.04856872558594,,,,
6,6,6,6,2019-02-13,37.67686080932617,38.0722885131836,,-0.01038623416925677,
7,7,7,7,2019-02-14,37.43960952758789,37.716407775878906,,-0.007338934554314558,
8,8,8,8,2019-02-15,37.66104507446289,37.35261154174805,,0.008257348548979415,
9,9,9,9,2019-02-19,37.7796745300293,37.53449630737305,,0.00653207706980985,
10,10,10,10,2019-02-20,38.16720581054688,37.43170166015625,,0.019649230939813966,
11,11,11,11,2019-02-21,38.10392761230469,38.04856872558594,,0.0014549531972676277,
12,12,12,12,2019-02-22,27.64077377319336,37.67686080932617,38.0722885131836,-0.26637269720858947,-0.27399232216834135
13,13,13,13,2019-02-25,27.071352005004883,37.43960952758789,37.716407775878906,-0.27693284340861024,-0.2822393859492087
14,14,14,14,2019-02-26,26.193490982055664,37.66104507446289,37.35261154174805,-0.3044937831580016,-0.2987507459075551
15,15,15,15,2019-02-27,25.465892791748047,37.7796745300293,37.53449630737305,-0.3259366813362461,-0.32153364778880267
16,16,16,16,2019-02-28,26.24884605407715,38.16720581054688,37.43170166015625,-0.31226702357069824,-0.29875359949191316
17,17,17,17,2019-03-01,25.62406539916992,38.10392761230469,38.04856872558594,-0.32752167545858757,-0.32654325097020287
18,18,18,18,2019-03-04,26.280481338500977,27.64077377319336,37.67686080932617,-0.049213254515024674,-0.3024768843800343
19,19,19,19,2019-03-05,26.13021850585937,27.071352005004883,37.43960952758789,-0.03476492415197874,-0.3020702182642968
20,20,20,20,2019-03-06,25.98785972595215,26.193490982055664,37.66104507446289,-0.007850471563503603,-0.3099538349355596
21,21,21,21,2019-03-07,25.5315170288086,25.465892791748047,37.7796745300293,0.0025769462550246924,-0.324199656391566
22,22,22,22,2019-03-08,25.69964408874512,26.24884605407715,38.16720581054688,-0.02092289939910419,-0.32665639144997494
23,23,23,23,2019-03-11,25.75568389892578,25.62406539916992,38.10392761230469,0.005136519038080767,-0.32406747774188394
24,24,24,24,2019-03-12,25.611572265625,26.280481338500977,27.64077377319336,-0.025452694882571403,-0.07341333944624673
25,25,25,25,2019-03-13,25.859764099121094,26.13021850585937,27.071352005004883,-0.01035025431102432,-0.04475535265692654
26,26,26,26,2019-03-14,25.515504837036133,25.98785972595215,26.193490982055664,-0.01817598270489007,-0.025883764233030182
27,27,27,27,2019-03-15,25.691635131835938,25.5315170288086,25.465892791748047,0.006271390095882845,0.008864497386128933
28,28,28,28,2019-03-18,25.643598556518555,25.69964408874512,26.24884605407715,-0.002180790209896699,-0.02305806115482867
29,29,29,29,2019-03-19,25.72365951538086,25.75568389892578,25.62406539916992,-0.001243390921809584,0.0038867414151295687
30,30,30,30,2019-03-20,25.635591506958008,25.611572265625,26.280481338500977,0.0009378276774223426,-0.024538737446874848
31,31,31,31,2019-03-21,26.220043182373047,25.859764099121094,26.13021850585937,0.013932032862751464,0.003437578468528102
32,32,32,32,2019-03-22,25.85176086425781,25.515504837036133,25.98785972595215,0.013178497912124332,-0.005237016942893025
33,33,33,33,2019-03-25,26.019886016845703,25.691635131835938,25.5315170288086,0.01277656650989134,0.019128083438443966
34,34,34,34,2019-03-26,26.34013557434082,25.643598556518555,25.69964408874512,0.02716221813748554,0.024922192828195522
35,35,35,35,2019-03-27,26.13197135925293,25.72365951538086,25.75568389892578,0.01587300763438937,0.014609880358985361
36,36,36,36,2019-03-28,26.332124710083008,25.635591506958008,25.611572265625,0.02717055321059969,0.028133862184833935
37,37,37,37,2019-03-29,26.13997840881348,26.220043182373047,25.859764099121094,-0.003053571384405318,0.010835919021469742
38,38,38,38,2019-04-01,26.019886016845703,25.85176086425781,25.515504837036133,0.006503431370523893,0.01976763473938603
39,39,39,39,2019-04-02,25.68363380432129,26.019886016845703,25.691635131835938,-0.012922893371120847,-0.00031143706788572256
40,40,40,40,2019-04-03,25.819732666015625,26.34013557434082,25.643598556518555,-0.019757032261904728,0.0068685410555335835
41,41,41,41,2019-04-04,26.1720027923584,26.13197135925293,25.72365951538086,0.0015318948790785658,0.017429218292578597
42,42,42,42,2019-04-05,26.556297302246094,26.332124710083008,25.635591506958008,0.008513273981162861,0.03591513755546427
43,43,43,43,2019-04-08,26.572309494018555,26.13997840881348,26.220043182373047,0.01653907583409886,0.01343500120100205
44,44,44,44,2019-04-09,26.380165100097656,26.019886016845703,25.85176086425781,0.013846297521007633,0.020439777337195153
45,45,45,45,2019-04-10,26.4041805267334,25.68363380432129,26.019886016845703,0.028054703158510108,0.01476926184991334
